country,strength,sd
AU,1.8935798747703,0.922008662680484
CH,1.71486979481739,0.922008662680484
US,1.08401358042687,0.922008662680484
EM,0.692476174799745,0.922008662680484
GB,0.659950859675141,0.922008662680484
IT,0.608592785846598,0.922008662680484
CA,0.594189720524647,0.922008662680484
NZ,0.525505362191799,0.922008662680484
FR,0.523869482590899,0.922008662680484
JP,0.327717141594815,0.922008662680484
DE,0.0446403847158508,0.922008662680484
