Date,QUANDL.AUDUSD - Rate,QUANDL.AUDNZD - Rate,QUANDL.AUDJPY - Rate,QUANDL.AUDGBP - Rate,QUANDL.AUDEUR - Rate,QUANDL.AUDCHF - Rate,QUANDL.AUDCAD - Rate,QUANDL.CADUSD - Rate,QUANDL.CADNZD - Rate,QUANDL.CADJPY - Rate,QUANDL.CADGBP - Rate,QUANDL.CADEUR - Rate,QUANDL.CADCHF - Rate,QUANDL.CHFUSD - Rate,QUANDL.CHFNZD - Rate,QUANDL.CHFJPY - Rate,QUANDL.CHFGBP - Rate,QUANDL.CHFEUR - Rate,QUANDL.EURUSD - Rate,QUANDL.EURNZD - Rate,QUANDL.EURJPY - Rate,QUANDL.EURGBP - Rate,QUANDL.GBPUSD - Rate,QUANDL.GBPNZD - Rate,QUANDL.GBPJPY - Rate,QUANDL.JPYUSD - Rate,QUANDL.JPYNZD - Rate,QUANDL.NZDUSD - Rate,YAHOO.INDEX_GDAXI - Close,YAHOO.INDEX_FTSE - Close,YAHOO.INDEX_AORD - Close,NIKKEI.INDEX - Close Price,YAHOO.INDEX_GSPTSE - Close,OFDP.SILVER_5 - USD,WGC.GOLD_DAILY_USD - Value,WSJ.COPPER - Value,WSJ.CORN_2 - Value,WSJ.PL_MKT - Value,OFDP.FUTURE_B1 - Settle,FED.JRXWTFB_N_B - Value
2014-07-23,0.938621,1.08089,95.193,0.549803,0.694858,0.844181,1.00804,0.931077,1.07233,94.4251,0.54539,0.68925,0.837381,1.11189,1.28063,112.771,0.651289,0.823138,1.3509,1.5559,137.007,0.791193,1.70729,1.96649,173.156,0.00986064,0.0113625,0.868203,9753.56,6798.2,5567.0,15328.56,15394.4,20.93,1308.0,3.195,3.625,1486.0,,
2014-07-22,0.938607,1.07981,95.0992,0.549464,0.694015,0.843061,1.00776,0.931376,1.07087,94.3628,0.544665,0.688592,0.836566,1.11335,1.28016,112.877,0.651814,0.823126,1.35258,1.55527,137.054,0.791778,1.70833,1.96443,173.086,0.00986064,0.0113625,0.869684,9734.33,6795.3,5534.0,15343.28,15315.1,20.81,1310.3,3.1955,3.57,1487.0,107.33,
2014-07-21,0.938112,1.07995,95.1109,0.548584,0.693776,0.842698,1.00734,0.931413,1.07169,94.357,0.544665,0.688612,0.836964,1.11335,1.28039,112.92,0.651153,0.823143,1.35251,1.55556,137.143,0.790961,1.71002,1.96673,173.371,0.00986064,0.0113625,0.870212,9612.05,6728.4,5528.7,,15250.0,20.93,1311.5,3.1865,3.625,1494.0,107.68,
2014-07-20,,,,,,,,,1.07221,94.357,,,0.836425,,1.28192,112.818,,,,,,,,,,,0.0113625,,,,,,,,,,,,,
2014-07-19,,,,,,,,,1.07183,94.3505,,,0.835735,,1.28248,112.904,,,,,,,,,,,0.0113625,,,,,,,,,,,,,
2014-07-18,0.936401,1.07619,95.1069,0.546845,0.691925,0.84062,1.00663,0.930401,1.06911,94.4913,0.543214,0.68734,0.835115,1.11407,1.28019,113.155,0.650563,0.823181,1.35347,1.55539,137.475,0.790356,1.71257,1.96802,173.933,0.00986064,0.0112617,0.870212,9720.02,6749.5,5519.2,15215.71,15266.6,20.94,1307.3,3.174,3.655,1497.0,107.24,102.3856
2014-07-17,0.936347,1.07107,95.2033,0.546734,0.690246,0.838724,1.00661,0.930302,1.06388,94.5816,0.543115,0.685654,0.833256,1.11639,1.27698,113.509,0.651858,0.822941,1.35671,1.55184,137.939,0.792102,1.71287,1.95907,174.151,0.00983821,0.0112617,0.87429,9753.88,6738.3,5509.9,15370.26,15204.5,20.78,1302.5,3.209,3.735,1497.0,107.89,102.3826
2014-07-16,0.938476,1.06641,95.2974,0.548466,0.689719,0.837739,1.00722,0.931708,1.05875,94.6143,0.544491,0.684755,0.831779,1.12019,1.27301,113.764,0.654603,0.823348,1.36067,1.54612,138.177,0.795148,1.71123,1.94449,173.772,0.00983821,0.0112386,0.879984,9859.27,6784.7,5504.5,15379.3,15226.3,20.7,1301.0,3.205,3.725,,105.85,102.319
2014-07-15,0.939327,1.06606,95.2421,0.549021,0.690017,0.837876,1.00804,0.931783,1.05751,94.4977,0.544615,0.684575,0.833185,1.12106,1.27235,113.693,0.655288,0.823637,1.36119,1.54481,138.045,0.795669,1.71087,1.94173,173.46,0.00986064,0.0112386,0.881136,9719.41,6710.5,5495.7,15395.16,15081.3,20.93,1310.0,3.2385,3.725,,106.02,102.3012
2014-07-14,0.939164,1.06569,95.1754,0.548422,0.689843,0.837749,1.00529,0.934008,1.05954,94.6189,0.545562,0.686207,0.833185,1.12111,1.2717,113.535,0.654745,0.82352,1.36135,1.54468,138.001,0.795138,1.71237,1.94291,173.476,0.00986064,0.0112386,0.881396,9783.01,6746.1,5495.8,15296.82,15171.2,21.13,1306.0,3.2385,3.775,1494.0,106.98,102.1181
2014-07-13,,,,,,,,,1.05954,94.6189,,,0.833185,,1.2717,113.535,,,,,,,,,,,0.0112386,,,,,,,,,,,,,
2014-07-12,,,,,,,,,1.06365,95.0357,,,0.836563,,1.27142,113.603,,,,,,,,,,,0.0112386,,,,,,,,,,,,,
2014-07-11,0.939536,1.06633,95.3594,0.548349,0.689706,0.838017,1.00176,0.937948,1.06455,95.1981,0.547448,0.68852,0.836563,1.12112,1.27242,113.797,0.654341,0.823015,1.36231,1.54621,138.275,0.795138,1.71338,1.94461,173.904,0.00986064,0.0112386,0.881106,9666.34,6690.2,5474.6,15164.04,15125.5,21.415,1335.0,3.2585,3.73,1506.0,106.66,102.1161
2014-07-10,0.939826,1.06899,95.5391,0.548706,0.68978,0.839162,1.00316,0.936937,1.06573,95.2488,0.547006,0.688911,0.836563,1.11997,1.27392,113.859,0.65392,0.822739,1.36141,1.54853,138.4,0.794883,1.71283,1.94819,174.123,0.00983821,0.0112386,0.879116,9659.13,6672.4,5454.3,15216.47,15114.5,21.5,1340.3,3.256,3.795,1512.0,108.67,102.0104
2014-07-09,0.93817,1.07052,95.509,0.547614,0.68978,0.83846,1.00123,0.937049,1.06922,95.3955,0.546995,0.688911,0.837566,1.11881,1.27684,113.914,0.653144,0.822694,1.36009,1.5521,138.477,0.793941,1.7131,1.95513,174.435,0.00983821,0.0112386,0.876243,9808.2,6718.0,5442.2,15302.65,15215.2,21.13,1322.8,3.2365,3.845,1504.0,108.28,101.9291
2014-07-08,0.936379,1.07108,95.5267,0.546115,0.688839,0.837464,0.997794,0.938383,1.07358,95.7476,0.547345,0.690359,0.839315,1.11812,1.27924,114.078,0.652132,0.822537,1.36114,1.55525,138.698,0.792881,1.71468,1.96172,174.95,0.00983821,0.0112386,0.874127,9772.67,6738.5,5498.5,15314.41,15137.2,21.08,1313.0,3.243,3.915,1499.0,108.94,102.0272
2014-07-07,0.936986,1.07095,95.6077,0.546162,0.688431,0.836629,0.998256,0.938581,1.07418,95.8356,0.547282,0.689715,0.839577,1.11981,1.27956,114.162,0.652854,0.822828,1.36114,1.55602,138.895,0.793377,1.71572,1.96127,175.087,0.00983821,0.0112386,0.874738,9906.07,6823.5,5506.3,15379.44,15172.9,20.95,1313.0,3.2485,3.925,,110.24,102.0996
2014-07-06,,,,,,,,,1.07451,95.8936,,,0.839916,,1.27943,114.184,,,,,,,,,,,0.0112386,,,,,,,,,,,,,
2014-07-05,,,,,,,,,1.07354,95.8543,,,0.838704,,1.28014,114.307,,,,,,,,,,,0.0112386,,,,,,,,,,,,,
2014-07-04,0.940829,1.07368,95.8165,0.548583,0.689238,0.837325,1.00208,0.938773,1.07145,95.6087,0.547282,0.687834,0.83542,1.12376,1.28264,114.458,0.655231,0.823385,1.36489,1.55771,139.011,0.795754,1.71531,1.95776,174.7,0.00983821,0.0112386,0.876157,10009.08,6866.1,5511.8,15437.13,15215.0,21.12,1319.3,,,1503.0,110.64,
2014-07-03,0.94421,1.07905,96.0608,0.551658,0.691654,0.839829,1.00739,0.938889,1.07114,95.3657,0.547638,0.686637,0.833604,1.1263,1.28497,114.215,0.657008,0.823411,1.36742,1.56012,138.887,0.797601,1.71447,1.95614,174.135,0.00983821,0.0112386,0.876507,10029.43,6865.2,5479.5,15348.29,15207.1,21.0,1317.5,3.265,4.02,1502.0,111.0,102.0534
2014-07-02,0.94421,1.07762,95.7771,0.552165,0.690299,0.838486,1.007,0.93759,1.07009,95.097,0.548298,0.685511,0.832635,1.1261,1.28524,114.215,0.65864,0.823411,1.36775,1.56104,138.737,0.799919,1.70996,1.95177,173.415,0.00986064,0.0112386,0.876206,9911.27,6816.4,5441.7,15369.97,15209.8,21.04,1326.5,3.2525,4.06,1511.0,111.24,101.9812
2014-07-01,0.942024,1.07511,95.5162,0.552611,0.689817,0.838608,1.00518,0.937154,1.0693,95.0189,0.549711,0.686296,0.834294,1.12337,1.28185,113.833,0.659092,0.822744,1.36561,1.55807,138.439,0.801027,1.70468,1.94507,172.813,0.00986064,0.0112617,0.876413,9902.41,6802.9,5366.5,15326.2,,21.08,1327.5,3.191,4.08,,112.29,101.8544
2014-06-30,0.94208,1.07405,95.6778,0.553382,0.689865,0.840239,1.00638,0.936124,1.06749,95.0798,0.549796,0.686343,0.835439,1.12128,1.27781,113.686,0.658723,0.822316,1.36369,1.55431,138.472,0.800936,1.70248,1.94042,172.864,0.00986064,0.0112386,0.877388,9833.07,6743.9,5382.0,15162.1,15146.0,20.87,1315.0,3.188,4.13,1480.0,112.36,101.9153
2014-06-29,,,,,,,,,1.06749,95.0798,,,0.835439,,1.27781,113.686,,,,,,,,,,,0.0112386,,,,,,,,,,,,,
2014-06-28,,,,,,,,,1.06665,94.9737,,,0.834974,,1.27762,113.758,,,,,,,,,,,0.0112386,,,,,,,,,,,,,
2014-06-27,0.939569,1.07512,95.6233,0.552849,0.689865,0.839285,1.00715,0.932777,1.06758,94.9401,0.548911,0.684911,0.833217,1.11946,1.28142,113.944,0.658772,0.822038,1.36188,1.55867,138.617,0.80143,1.69942,1.94471,172.973,0.00976179,0.0112386,0.873615,9815.17,6757.8,5429.1,15095.0,15094.3,21.04,1317.5,3.149,4.36,1479.0,113.3,102.1154
2014-06-26,0.938538,1.07867,95.6287,0.552481,0.689452,0.838773,1.0075,0.931569,1.06971,94.9277,0.548408,0.684337,0.832559,1.11892,1.28615,114.02,0.658721,0.82202,1.36125,1.56459,138.709,0.801392,1.69884,1.95257,173.099,0.00976179,0.0112617,0.870033,9804.9,6735.1,5446.8,15308.49,15030.7,20.83,1311.8,3.161,4.355,1466.0,113.21,102.2754
2014-06-25,0.940956,1.07987,95.9191,0.553194,0.691903,0.841843,1.0099,0.931804,1.06971,94.9923,0.547743,0.685037,0.833609,1.11778,1.2833,113.952,0.657131,0.821823,1.36016,1.56137,138.657,0.79955,1.70115,1.95284,173.42,0.00976179,0.0112617,0.871042,9867.75,6733.6,5386.8,15266.61,14974.7,20.78,1316.8,3.1605,4.335,1459.0,114.0,102.3277
2014-06-24,0.940864,1.07987,95.9584,0.552832,0.692009,0.842173,1.011,0.930793,1.06823,94.9297,0.546889,0.684523,0.833057,1.11735,1.28239,113.958,0.656448,0.821552,1.35974,1.56046,138.688,0.798966,1.70185,1.9532,173.576,0.00976179,0.0112386,0.871393,9938.08,6787.1,5415.1,15376.24,14962.4,21.12,1318.5,3.1465,4.35,1469.0,114.46,102.4404
2014-06-23,0.939577,1.07914,95.834,0.552156,0.690749,0.840639,1.01312,0.927454,1.06684,94.7259,0.545083,0.681652,0.830543,1.11775,1.28448,114.053,0.656807,0.821376,1.36033,1.5624,138.753,0.799557,1.70145,1.95413,173.549,0.00976179,0.0113766,0.870629,9920.92,6800.6,5432.7,15369.28,15105.6,20.75,1313.5,3.1455,4.37,1453.0,114.12,102.3629
2014-06-22,,,,,,,,,1.06684,94.7259,,,0.830543,,1.28448,114.053,,,,,,,,,,,0.0113766,,,,,,,,,,,,,
2014-06-21,,,,,,,,,1.06217,94.3231,,,0.827743,,1.2834,113.97,,,,,,,,,,,0.0113766,,,,,,,,,,,,,
2014-06-20,0.938509,1.07833,95.7044,0.552168,0.690533,0.840815,1.01717,0.922461,1.06009,94.0793,0.542864,0.678989,0.826574,1.11607,1.28259,113.831,0.656786,0.821274,1.35908,1.56171,138.602,0.799726,1.69949,1.95305,173.326,0.00976179,0.0113766,0.870164,9987.24,6825.2,5401.6,15349.42,15109.0,20.62,1312.5,3.1175,4.455,1456.0,114.81,102.5042
2014-06-19,0.934998,1.07854,95.5563,0.551253,0.689599,0.840057,1.01554,0.920647,1.06203,94.0071,0.542685,0.678989,0.827258,1.11296,1.28382,113.645,0.656221,0.820863,1.35596,1.56405,138.453,0.799416,1.69627,1.95671,173.204,0.00976179,0.0113766,0.866953,10004.0,6808.1,5446.4,15361.16,15112.2,19.94,1293.0,3.075,4.425,1459.0,115.06,102.49
2014-06-18,0.937192,1.08127,95.5563,0.552139,0.691509,0.842279,1.01735,0.920992,1.06277,93.9176,0.542685,0.679531,0.827855,1.11269,1.28371,113.459,0.655618,0.820919,1.35546,1.56386,138.21,0.798655,1.6973,1.95834,173.065,0.00976179,0.0113766,0.866756,9930.33,6778.6,5363.9,15115.8,15109.3,19.73,1269.8,3.0555,4.335,1451.0,114.26,102.7939
2014-06-17,0.939681,1.08354,95.7953,0.553532,0.693862,0.845266,1.02023,0.920992,1.06195,93.883,0.542615,0.67997,0.828539,1.11176,1.28182,113.359,0.654992,0.820919,1.35462,1.56174,138.075,0.797977,1.69758,1.95719,173.044,0.00976179,0.0113766,0.867353,9920.32,6766.8,5380.7,14975.97,15055.9,19.55,1267.5,3.0575,4.31,1427.0,113.45,102.8226
2014-06-16,0.940038,1.08511,95.9117,0.555725,0.694422,0.845952,1.02071,0.920992,1.06264,93.9325,0.544601,0.679557,0.828659,1.11128,1.28256,113.432,0.65704,0.820816,1.35423,1.56272,138.132,0.800701,1.69149,1.95198,172.509,0.00976179,0.0113766,0.866573,9883.98,6754.6,5390.6,14933.29,15040.4,19.67,1276.3,3.047,4.33,1441.0,112.94,102.5885
2014-06-15,,,,,,,,,1.06264,93.9325,,,0.828659,,1.28256,113.432,,,,,,,,,,,0.0113766,,,,,,,,,,,,,
2014-06-14,,,,,,,,,1.06305,93.8773,,,0.827894,,1.28409,113.405,,,,,,,,,,,0.0113766,,,,,,,,,,,,,
2014-06-13,0.939439,1.08997,95.8573,0.55919,0.69394,0.845071,1.0212,0.919885,1.06719,93.8684,0.547539,0.679557,0.827567,1.11172,1.28977,113.436,0.661687,0.821164,1.35389,1.57052,138.147,0.805804,1.68007,1.94961,171.431,0.00976179,0.0113766,0.861644,9912.87,6777.9,5383.7,15097.84,15001.6,19.58,1273.0,3.0305,4.38,1437.0,113.41,102.614
2014-06-12,0.93758,1.09855,95.8546,0.558833,0.691982,0.843166,1.02146,0.917897,1.07557,93.8376,0.547069,0.677485,0.825546,1.11203,1.30285,113.682,0.662854,0.820847,1.35474,1.58758,138.499,0.807559,1.67773,1.96613,171.513,0.00976179,0.0115382,0.853348,9938.7,6843.1,5407.9,14973.53,14909.6,19.33,1265.8,3.017,4.35,1438.0,113.02,102.5121
2014-06-11,0.935728,1.09987,95.838,0.557278,0.688706,0.839479,1.02114,0.916405,1.07708,93.8537,0.545642,0.674434,0.822189,1.11464,1.31004,114.165,0.663785,0.820322,1.35881,1.5972,139.173,0.809163,1.67934,1.97382,171.993,0.00976179,0.0115382,0.850742,9949.81,6838.9,5432.5,15069.48,14892.1,19.2,1262.0,3.042,4.32,1483.0,109.95,102.6763
2014-06-10,0.93438,1.09891,95.7772,0.55609,0.685623,0.835712,1.02087,0.915324,1.07615,93.8165,0.544689,0.671566,0.818622,1.11811,1.31448,114.592,0.665297,0.819764,1.36301,1.60254,139.731,0.811132,1.68039,1.97569,172.255,0.00976179,0.0115382,0.848395,10028.8,6873.6,5448.5,14994.8,14904.4,19.0,1259.5,3.055,4.365,1478.0,109.52,102.76
2014-06-09,0.931966,1.0989,95.5256,0.555187,0.68389,0.833578,1.01908,0.914583,1.07595,93.7427,0.544745,0.671013,0.817182,1.11821,1.31666,114.703,0.665886,0.819764,1.36298,1.6064,139.737,0.812382,1.67882,1.97867,172.118,0.00976179,0.0115382,0.848395,10008.63,6875.0,,15124.0,14871.2,19.11,1253.5,3.0455,4.415,1449.0,109.99,102.6796
2014-06-08,,,,,,,,,1.07595,93.7427,,,0.817182,,1.31666,114.703,,,,,,,,,,,0.0115382,,,,,,,,,,,,,
2014-06-07,,,,,,,,,1.0782,93.7908,,,0.817729,,1.31877,114.636,,,,,,,,,,,0.0115382,,,,,,,,,,,,,
2014-06-06,0.928728,1.10037,95.2619,0.554289,0.68229,0.832462,1.01575,0.914392,1.08346,93.7908,0.5457,0.671813,0.819587,1.11577,1.32194,114.446,0.665897,0.819764,1.36112,1.6126,139.62,0.812382,1.67558,1.98514,171.865,0.00976179,0.0115382,0.843912,9987.19,6858.2,5443.5,15077.24,14838.9,19.03,1247.5,3.053,4.47,1453.0,108.61,102.6441
2014-06-05,0.926526,1.09889,95.0169,0.553471,0.680575,0.831271,1.01195,0.915691,1.08599,93.915,0.546917,0.672583,0.821434,1.11468,1.3222,114.311,0.665816,0.818804,1.36142,1.61478,139.609,0.813122,1.67417,1.9858,171.7,0.00973575,0.0115606,0.843016,9947.83,6813.5,5419.7,15079.37,14800.2,18.81,1252.5,3.091,4.375,1440.0,108.79,102.7289
2014-06-04,0.92597,1.09484,94.7146,0.552842,0.680145,0.830936,1.00865,0.918118,1.08559,93.915,0.548079,0.674422,0.823981,1.11435,1.31764,113.992,0.665343,0.81864,1.36138,1.60957,139.249,0.81277,1.67496,1.98047,171.353,0.00983821,0.0115606,0.845745,9926.67,6818.6,5426.8,15067.96,14796.8,18.76,1245.3,3.0935,4.44,1422.0,108.4,102.8834
2014-06-03,0.928069,1.09453,94.6272,0.553997,0.681316,0.831905,1.00792,0.920778,1.08589,93.8899,0.549644,0.675985,0.82607,1.1157,1.31569,113.753,0.665969,0.819094,1.36225,1.60636,138.885,0.813119,1.67515,1.97567,170.812,0.00983821,0.0115606,0.847934,9919.74,6836.3,5460.5,15034.25,14734.7,18.87,1242.8,3.1455,4.46,1431.0,108.82,102.8106
2014-06-02,0.929771,1.095,94.5557,0.555375,0.682572,0.833151,1.00889,0.921645,1.08567,93.8038,0.550457,0.676567,0.82607,1.11603,1.31436,113.569,0.666565,0.819291,1.3623,1.60435,138.539,0.813572,1.6741,1.97173,170.312,0.00983821,0.0115606,0.8491,9950.12,6864.1,5499.2,14935.92,14680.8,18.81,1247.3,3.179,4.52,1437.0,108.83,102.7531
2014-06-01,,,,,,,,,1.08567,93.8038,,,0.82607,,1.31436,113.569,,,,,,,,,,,0.0115606,,,,,,,,,,,,,
2014-05-31,,,,,,,,,1.08619,93.7478,,,0.827009,,1.31346,113.366,,,,,,,,,,,0.0115606,,,,,,,,,,,,,
2014-05-30,0.926537,1.09057,94.2643,0.55367,0.680833,0.831621,1.00613,0.920883,1.08404,93.6989,0.550285,0.676641,0.826624,1.11416,1.31136,113.367,0.665748,0.818762,1.36095,1.60181,138.465,0.813154,1.67354,1.96987,170.276,0.00983821,0.0115606,0.849546,9943.27,6844.5,5473.8,14632.38,14604.2,19.0,1250.5,3.136,4.52,1464.0,109.41,102.5016
2014-05-29,0.924795,1.08428,94.2406,0.55079,0.678611,0.829483,1.00408,0.921017,1.07975,93.8566,0.548554,0.675839,0.826111,1.11497,1.30717,113.638,0.664101,0.818274,1.36268,1.59769,138.871,0.811618,1.67896,1.96952,171.125,0.00983821,0.0114618,0.852877,9938.9,6871.3,5499.2,14681.72,14589.0,18.85,1255.0,3.1535,4.55,1447.0,109.97,102.4134
2014-05-28,0.924839,1.08188,94.2792,0.549272,0.678034,0.828293,1.00402,0.921141,1.07753,93.9023,0.547114,0.67529,0.824991,1.11662,1.30619,113.836,0.663261,0.818662,1.36396,1.59555,139.049,0.810209,1.68363,1.96952,171.663,0.00983821,0.0114618,0.854885,9939.17,6851.2,5506.7,14670.95,14611.0,19.125,1263.5,3.1885,4.57,1455.0,109.81,102.6133
2014-05-27,0.923628,1.08076,94.159,0.548523,0.677481,0.827181,1.00348,0.920428,1.07716,93.8278,0.54664,0.67514,0.824379,1.11662,1.30671,113.834,0.663091,0.818875,1.36325,1.59541,138.94,0.809737,1.68377,1.97053,171.663,0.00983821,0.0114618,0.854508,9940.82,6844.9,5490.8,14636.52,14658.0,19.25,1275.5,3.1935,4.535,1467.0,110.02,102.5807
2014-05-26,0.923627,1.07924,94.0594,0.548101,0.676902,0.826705,1.00493,0.918959,1.07557,93.7217,0.545409,0.673619,0.823725,1.11722,1.3059,113.801,0.662863,0.818875,1.36438,1.59484,138.94,0.809737,1.68516,1.96966,171.629,0.00983821,0.0114618,0.855602,9892.82,,5490.4,14602.52,14715.7,,1291.5,,,,110.32,
2014-05-25,,,,,,,,,1.07557,93.7217,,,0.823725,,1.3059,113.801,,,,,,,,,,,0.0114618,,,,,,,,,,,,,
2014-05-24,,,,,,,,,1.07226,93.3783,,,0.821267,,1.30552,113.719,,,,,,,,,,,0.0114618,,,,,,,,,,,,,
2014-05-23,0.923839,1.07828,93.7356,0.547486,0.67549,0.825375,1.00788,0.916612,1.06998,93.0185,0.543239,0.670146,0.818969,1.11929,1.30646,113.584,0.663337,0.818465,1.36771,1.59644,138.783,0.810588,1.68742,1.96964,171.22,0.00983821,0.0114618,0.856753,9768.01,6815.8,5470.3,14462.17,14708.1,19.42,1291.5,3.18,4.6,1483.0,110.54,102.4257
2014-05-22,0.925006,1.07858,93.7072,0.548771,0.675484,0.825506,1.00844,0.917139,1.06956,92.8987,0.544242,0.669686,0.818579,1.12048,1.30665,113.504,0.664961,0.81825,1.36953,1.59697,138.732,0.812709,1.68506,1.96544,170.702,0.00986064,0.0114618,0.857551,9720.91,6820.6,5458.1,14337.79,14702.3,19.56,1298.5,3.152,4.59,1492.0,110.36,102.4121
2014-05-21,0.930881,1.08085,94.3642,0.553098,0.679074,0.830455,1.01241,0.91937,1.06749,93.1967,0.546307,0.670817,0.820113,1.12111,1.30173,113.659,0.66634,0.818036,1.37055,1.59142,138.948,0.814571,1.68255,1.95411,170.584,0.00986064,0.0114618,0.861134,9697.87,6821.0,5403.9,14042.17,14649.9,19.31,1287.3,3.1305,4.565,1474.0,110.55,102.4704
2014-05-20,0.935728,1.08364,94.9022,0.556344,0.68274,0.834783,1.01645,0.920679,1.06628,93.3737,0.547317,0.671833,0.821272,1.12108,1.29842,113.697,0.66652,0.818036,1.3704,1.58718,138.991,0.81471,1.68211,1.94823,170.604,0.00986064,0.0113625,0.863434,9639.08,6802.0,5401.7,14075.25,14525.2,19.37,1295.5,3.156,4.575,1469.0,109.69,102.387
2014-05-19,0.937248,1.08388,95.1453,0.557447,0.683629,0.835442,1.01774,0.920243,1.06619,93.4199,0.547733,0.671859,0.820904,1.12101,1.29882,113.795,0.667315,0.818512,1.36967,1.58541,139.177,0.815249,1.68002,1.94458,170.712,0.00986064,0.0113625,0.863901,9659.39,6844.6,5390.3,14006.44,,19.55,1302.0,3.1795,4.595,1483.0,109.37,102.212
2014-05-18,,,,,,,,,1.06619,93.4199,,,0.820904,,1.29882,113.795,,,,,,,,,,,0.0113625,,,,,,,,,,,,,
2014-05-17,,,,,,,,,1.06344,93.4245,,,0.819261,,1.29796,114.03,,,,,,,,,,,0.0113625,,,,,,,,,,,,,
2014-05-16,0.937248,1.08264,95.4641,0.557178,0.683893,0.834646,1.02019,0.918667,1.06118,93.5638,0.547187,0.670292,0.818111,1.12296,1.29705,114.371,0.668957,0.819446,1.37053,1.58308,139.597,0.816459,1.67864,1.93893,170.973,0.00976179,0.0113625,0.865741,9629.1,6855.8,5458.9,14096.59,14514.7,19.33,1291.5,3.161,4.655,1464.0,109.75,102.3215
2014-05-15,0.937468,1.0841,95.6983,0.557178,0.683221,0.833611,1.02187,0.917388,1.06095,93.6406,0.545221,0.668601,0.815707,1.12456,1.30057,114.812,0.668351,0.819714,1.3721,1.58673,140.073,0.815438,1.68273,1.94607,171.791,0.00976179,0.0113383,0.86476,9656.05,6840.9,5490.2,14298.21,14588.9,19.66,1299.0,3.162,4.66,1471.0,110.44,102.4179
2014-05-14,0.935959,1.08453,95.6042,0.555137,0.68091,0.831207,1.02008,0.917519,1.06311,93.7107,0.544274,0.66747,0.814782,1.12608,1.30489,115.026,0.667956,0.819327,1.37444,1.59284,140.403,0.81529,1.68595,1.95374,172.214,0.00976179,0.0113383,0.86303,9754.39,6878.5,5475.9,14405.76,14673.7,19.87,1305.3,3.174,4.775,1472.5,110.19,102.305
2014-05-13,0.936425,1.08635,95.4424,0.555354,0.68048,0.830542,1.02031,0.91781,1.06481,93.5485,0.544274,0.666954,0.813948,1.12756,1.30814,114.937,0.668694,0.819481,1.37606,1.59651,140.259,0.816077,1.68635,1.95649,171.908,0.00976179,0.0113625,0.861928,9754.43,6873.1,5475.4,14425.44,14679.8,19.44,1296.5,3.1495,4.845,1453.0,109.24,102.402
2014-05-12,0.936536,1.08542,95.3364,0.554512,0.677741,0.826614,1.01986,0.918285,1.06624,93.5416,0.543628,0.664823,0.813341,1.13276,1.31087,115.017,0.670827,0.820253,1.3811,1.60141,140.637,0.817861,1.68905,1.9579,171.98,0.00976179,0.0113625,0.862675,9702.46,6851.8,5429.0,14149.52,14654.9,19.46,1298.8,3.1665,4.8,1440.0,108.41,102.4003
2014-05-11,,,,,,,,,1.06624,93.5416,,,0.813341,,1.31087,115.017,,,,,,,,,,,0.0113625,,,,,,,,,,,,,
2014-05-10,,,,,,,,,1.06578,93.6608,,,0.810529,,1.31437,115.54,,,,,,,,,,,0.0113625,,,,,,,,,,,,,
2014-05-09,0.935846,1.08003,95.1861,0.551884,0.672733,0.819732,1.01818,0.919103,1.06069,93.4888,0.541911,0.660795,0.804862,1.14178,1.3176,116.142,0.673269,0.820852,1.39104,1.60526,141.494,0.820249,1.69597,1.95714,172.508,0.00976179,0.0113625,0.866624,9581.45,6814.6,5442.0,14199.59,14534.1,19.25,1291.3,3.1005,4.88,1429.0,107.89,102.3897
2014-05-08,0.933128,1.07246,94.9355,0.550365,0.670484,0.816581,1.01758,0.916962,1.05391,93.2939,0.540832,0.658937,0.802463,1.14282,1.31341,116.278,0.674068,0.821172,1.39184,1.59938,141.605,0.820859,1.69562,1.94894,172.505,0.00976179,0.0113383,0.870183,9607.4,6839.3,5455.9,14163.78,14546.0,19.25,1287.0,3.0825,4.97,1435.0,108.04,102.1096
2014-05-07,0.929983,1.06829,94.7863,0.550017,0.669286,0.814915,1.01778,0.913791,1.04963,93.1526,0.54026,0.657541,0.800699,1.14125,1.31109,116.341,0.675008,0.821186,1.38967,1.59642,141.653,0.821838,1.69088,1.94259,172.362,0.00976179,0.0113383,0.870461,9521.3,6796.4,5419.1,14033.45,14656.4,19.64,1296.0,3.0505,4.955,1443.0,108.13,102.19
2014-05-06,0.927337,1.07006,94.6791,0.549608,0.66839,0.814039,1.01743,0.911522,1.05182,93.0686,0.54026,0.656893,0.800039,1.13923,1.31462,116.335,0.675271,0.821186,1.38748,1.60107,141.67,0.822325,1.68721,1.94701,172.28,0.00976179,0.0113383,0.866624,9467.53,6798.6,5462.7,,14612.3,19.64,1306.3,3.075,4.96,1450.0,107.06,102.1893
2014-05-05,0.927939,1.07293,94.8484,0.549765,0.668894,0.815305,1.01818,0.91135,1.05308,93.226,0.539927,0.656843,0.800807,1.13814,1.31505,116.414,0.674305,0.820504,1.38726,1.60424,141.825,0.821943,1.68787,1.95191,172.551,0.00976179,0.0113383,0.864846,9529.5,,5443.4,,14697.0,,1281.3,3.071,4.86,1425.0,107.72,102.5085
2014-05-04,,,,,,,,,1.05308,93.226,,,0.800807,,1.31505,116.414,,,,,,,,,,,0.0113383,,,,,,,,,,,,,
