Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Jun 9,01:30,GMT,cny,CNY Producer Price Index (YoY),Medium,-2.9%,-2.5%,-2.6%
Sun Jun 9,01:30,GMT,cny,CNY Consumer Price Index (YoY),High,2.1%,2.5%,2.4%
Sun Jun 9,02:15,GMT,cny,CNY Money Supply - M2 (YoY),Medium,15.8%,15.9%,16.1%
Sun Jun 9,02:15,GMT,cny,CNY New Yuan Loans,Medium,667.4B,815.0B,792.9B
Sun Jun 9,05:30,GMT,cny,CNY Industrial Production YTD (YoY),Medium,9.4%,9.4%,9.4%
Sun Jun 9,05:30,GMT,cny,CNY Industrial Production (YoY),Medium,9.2%,9.4%,9.3%
Sun Jun 9,05:30,GMT,cny,CNY Fixed Assets Inv Excl. Rural YTD (YoY),Medium,20.4%,20.5%,20.6%
Sun Jun 9,05:30,GMT,cny,CNY Retail Sales YTD (YoY),Medium,12.6%,12.6%,12.5%
Sun Jun 9,05:30,GMT,cny,CNY Retail Sales (YoY),Medium,12.9%,12.9%,12.8%
Sun Jun 9,22:45,GMT,nzd,NZD Manufacturing Activity Volume s.a. (QoQ),Low,-0.6%,,1.4%
Sun Jun 9,22:45,GMT,nzd,NZD Manufacturing Activity,Low,0.2%,,-0.1%
Sun Jun 9,23:50,GMT,jpy,JPY Gross Domestic Product Deflator (YoY),Low,-1.1%,-1.2%,-1.2%
Sun Jun 9,23:50,GMT,jpy,JPY Nominal Gross Domestic Product (QoQ),High,0.6%,0.4%,0.4%
Sun Jun 9,23:50,GMT,jpy,JPY Gross Domestic Product Annualized,High,4.1%,3.5%,3.5%
Sun Jun 9,23:50,GMT,jpy,JPY Gross Domestic Product (QoQ),High,1.0%,0.9%,0.3%
Sun Jun 9,23:50,GMT,jpy,JPY Current Account Total (Yen),Low,¥750.0B,¥350.0B,¥1251.2B
Sun Jun 9,23:50,GMT,jpy,JPY Adjusted Current Account Total (Yen),Low,¥852.7B,¥380.0B,¥342.4B
Sun Jun 9,23:50,GMT,jpy,JPY Trade Balance - BOP Basis (Yen),Medium,-¥818.8B,-¥729.9B,-¥219.9B
Sun Jun 9,23:50,GMT,jpy,JPY Current Account Balance (YoY),Low,100.8%,5.7%,-4.3%
Sun Jun 9,23:50,GMT,jpy,JPY Bank Lending Banks ex-Trust,Low,2.1%,2.2%,2.1%
Sun Jun 9,23:50,GMT,jpy,JPY Bank Lending incl Trusts (YoY),Low,1.8%,1.8%,1.7%
Mon Jun 10,00:00,GMT,nzd,NZD QV House Prices (YoY),Low,7.1%,,7.1%
Mon Jun 10,04:30,GMT,jpy,JPY Bankruptcies (YoY),Medium,-8.97%,,-10.45%
Mon Jun 10,05:00,GMT,jpy,JPY Consumer Confidence,Medium,45.7,44.7,44.5
Mon Jun 10,05:45,GMT,chf,CHF Unemployment Rate,Medium,3.0%,3.0%,3.1%
Mon Jun 10,05:45,GMT,chf,CHF Unemployment Rate s.a.,Medium,3.2%,3.2%,3.1%
Mon Jun 10,06:00,GMT,jpy,JPY Eco Watchers Survey: Current,Medium,55.7,56.0,56.5
Mon Jun 10,06:00,GMT,jpy,JPY Eco Watchers Survey: Outlook,Medium,56.2,56.6,57.8
Mon Jun 10,07:15,GMT,chf,CHF Retail Sales (Real) (YoY),Medium,3.3%,,-0.8%
Mon Jun 10,08:30,GMT,eur,EUR Euro-Zone Sentix Investor Confidence,Medium,-11.6,-11.3,-15.6
Mon Jun 10,09:00,GMT,eur,EUR Italian Gross Domestic Product s.a. and w.d.a. (QoQ),Low,-0.6%,-0.5%,-0.5%
Mon Jun 10,09:00,GMT,eur,EUR Italian Gross Domestic Product s.a. and w.d.a. (YoY),Medium,-2.4%,-2.3%,-2.3%
Mon Jun 10,12:15,GMT,cad,CAD Housing Starts,Medium,200.2K,179.1K,174.9K
