AUD_CAD,AUD_CHF,AUD_JPY,AUD_NZD,AUD_USD,CAD_CHF,CAD_JPY,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_JPY,EUR_NZD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_JPY,GBP_NZD,GBP_USD,NZD_CAD,NZD_CHF,NZD_JPY,NZD_USD,USD_CAD,USD_CHF,USD_JPY,period
 0.000049, 0.000022,-0.000005, 0.000009,-0.000004, 0.000007,-0.000025,-0.000023, 0.000024,-0.000059,-2.0e-06,0.000005,-0.000006,-0.000054, 0.000016,-0.000032, 0.000059,-0.000025,-0.000040,-0.000050,-2.0e-05, 0.000063, 0.000062, 0.000001, 0.000055, 0.000014, 0.000041,-0.000002,M15
-0.000018, 0.000032, 0.000032,-0.000057, 0.000037,-0.000027, 0.000223, 0.000136,-0.000034, 0.000071,-3.3e-05,0.000076, 0.000227, 0.000011, 0.000088,-0.000115,-0.000107,-0.000293,-0.000350, 0.000015, 1.9e-05,-0.000034, 0.000099, 0.000120, 0.000045, 0.000017, 0.000009,-0.000079,H1
-0.000089,-0.000438,-0.000123, 0.000337,-0.000405, 0.000199, 0.000140, 0.000147, 0.000049,-0.000207, 1.1e-05,0.000181, 0.000026, 0.000446, 0.000051, 0.000221,-0.000168,-0.000114,-0.000064, 0.000343,-5.4e-05,-0.000392,-0.000515,-0.000411,-0.000228,-0.000130,-0.000044,-0.000096,D
-0.004424,-0.002056,-0.003720,-0.000334,-0.002461,-0.000844,-0.003126,-0.004361, 0.003708,-0.002879,-4.0e-05,0.000560,-0.001620, 0.001200,-0.000543, 0.003605,-0.001114, 0.000818,-0.002341,-0.001640, 6.0e-04,-0.001701, 0.000574,-0.003123, 0.000224, 0.000930,-0.001055,-0.002061,W
-0.000186, 0.000243,-0.001562, 0.001413, 0.001871,-0.001527,-0.004390,-0.001807, 0.000145, 0.001671, 7.9e-05,0.001887,-0.000766, 0.002347, 0.003394,-0.001931,-0.001489,-0.002510,-0.003868,-0.001935,-1.7e-05,-0.000108,-0.000456,-0.002690, 0.001806,-0.001469,-0.003394,-0.004123,M
