Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Jun 29,22:45,GMT,nzd,NZD Building Permits (MoM),Low,-4.6%,-2.5%,1.9%
Sun Jun 29,23:50,GMT,jpy,JPY Industrial Production (YoY),Medium,0.8%,1.5%,3.8%
Sun Jun 29,23:50,GMT,jpy,JPY Industrial Production (MoM),Medium,0.5%,0.9%,-2.8%
Mon Jun 30,,,JPY,JPY Official Reserve Assets,Low,,,$1283.9B
Mon Jun 30,01:00,GMT,aud,AUD HIA New Home Sales (MoM),Medium,-4.3%,,2.9%
Mon Jun 30,01:00,GMT,nzd,NZD ANZ Activity Outlook,Low,45.8,,51
Mon Jun 30,01:00,GMT,nzd,NZD NBNZ Business Confidence,Medium,42.8,,53.5
Mon Jun 30,01:30,GMT,aud,AUD Private Sector Credit (MoM),Low,0.4%,0.4%,0.5%
Mon Jun 30,01:30,GMT,aud,AUD Private Sector Credit (YoY),Low,4.7%,4.7%,4.6%
Mon Jun 30,03:00,GMT,nzd,NZD Money Supply M3 (YoY),Low,5.2%,,5.3%
Mon Jun 30,04:00,GMT,jpy,JPY Vehicle Production (YoY),Low,6.1%,,3.4%
Mon Jun 30,05:00,GMT,jpy,JPY Small Business Confidence,Low,47.3,,46.6
Mon Jun 30,05:00,GMT,jpy,JPY Annualized Housing Starts,Low,0.872M,0.909M,0.906M
Mon Jun 30,06:00,GMT,eur,EUR German Retail Sales (MoM),Medium,-0.6%,0.8%,-1.5%
Mon Jun 30,06:00,GMT,eur,EUR German Retail Sales (YoY),Medium,1.9%,1.0%,3.2%
Mon Jun 30,06:00,GMT,jpy,JPY Construction Orders (YoY),Medium,13.7%,,104.9%
Mon Jun 30,06:00,GMT,jpy,JPY Housing Starts (YoY),Medium,-15%,-10.5%,-3.3%
Mon Jun 30,08:00,GMT,eur,EUR Euro-Zone M3 s.a. (YoY),Low,1%,0.8%,0.7%
Mon Jun 30,08:00,GMT,eur,EUR Euro-Zone M3 s.a. (3M/3M),Low,0.9%,0.8%,1.0%
Mon Jun 30,08:30,GMT,gbp,GBP Net Consumer Credit,Low,0.7B,0.7B,0.7B
Mon Jun 30,08:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-0.1%,-0.1%,-0.2%
Mon Jun 30,08:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,-0.9%,-0.3%,-0.6%
Mon Jun 30,08:30,GMT,gbp,GBP M4 Ex IOFCs 3M Annualised,Low,2.7%,3.1%,4.5%
