Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Jul 6,23:30,GMT,jpy,JPY Official Reserve Assets,Low,$1283.9B,,$1283.9B
Sun Jul 6,23:30,GMT,aud,AUD AiG Performance of Construction Index,Medium,51.8,,46.7
Mon Jul 7,00:00,GMT,nzd,NZD QV House Prices (YoY),Low,8.0%,,8.2%
Mon Jul 7,01:30,GMT,aud,AUD ANZ Job Advertisements (MoM),Low,4.3%,,-5.7%
Mon Jul 7,05:00,GMT,jpy,JPY Leading Index,Medium,105.7,105.9,106.5
Mon Jul 7,05:00,GMT,jpy,JPY Coincident Index,Medium,111.1,111,111.1
Mon Jul 7,05:45,GMT,chf,CHF Unemployment Rate s.a.,Medium,3.2%,3.2%,3.2%
Mon Jul 7,05:45,GMT,chf,CHF Unemployment Rate,Medium,2.9%,2.9%,3.0%
Mon Jul 7,06:00,GMT,eur,EUR German Industrial Production n.s.a. and w.d.a. (YoY),Medium,1.3%,3.6%,1.3%
Mon Jul 7,06:00,GMT,eur,EUR German Industrial Production s.a. (MoM),Low,-1.8%,0.0%,-0.3%
Mon Jul 7,06:30,GMT,aud,AUD Foreign Reserves (Australian dollar),Low,A$62.9B,,A$65.1B
Mon Jul 7,07:00,GMT,chf,CHF Foreign Currency Reserves,Low,449.6B,445.0B,444.4B
Mon Jul 7,08:30,GMT,gbp,GBP Lloyds Employment Confidence,Low,1,,4
Mon Jul 7,08:30,GMT,eur,EUR Euro-Zone Sentix Investor Confidence,Low,10.1,7.8,8.5
Mon Jul 7,09:00,GMT,EUR,EUR Bank of Italy Report on Balance-Sheet Aggregates,Low,,,
Mon Jul 7,12:30,GMT,cad,CAD Building Permits (MoM),Low,13.8%,2.0%,2.2%
Mon Jul 7,14:00,GMT,cad,CAD Ivey Purchasing Managers Index s.a.,Medium,46.9,52.0,48.2
Mon Jul 7,14:30,GMT,cad,CAD Business Outlook Future Sales,Low,24,30,27
Mon Jul 7,14:30,GMT,cad,CAD Band of Canda Senior Loan Officer Survey,Low,-12.8,,-10.9
Mon Jul 7,22:00,GMT,nzd,NZD NZIER Business Opinion Survey,Low,32,,52
Mon Jul 7,23:30,GMT,aud,AUD ANZ Roy Morgan Weekly Consumer Confidence Index,Low,105.1,,105.4
Mon Jul 7,23:50,GMT,jpy,JPY Trade Balance - BOP Basis (Yen),Medium,-¥675.9B,-¥822.5B,-¥780.4B
Mon Jul 7,23:50,GMT,jpy,JPY Bank Lending incl Trusts (YoY),Medium,2.3%,2.2%,2.2%
Mon Jul 7,23:50,GMT,jpy,JPY Current Account Total (Yen),Low,¥522.8B,¥417.5B,¥187.4B
Mon Jul 7,23:50,GMT,jpy,JPY Adjusted Current Account Total (Yen),Low,¥384.6B,¥158.1B,¥130.5B
Mon Jul 7,23:50,GMT,jpy,JPY Bank Lending Banks ex-Trust,Low,2.5%,,2.4%
Tue Jul 8,01:30,GMT,aud,AUD NAB Business Confidence,Medium,8,,7
Tue Jul 8,01:30,GMT,aud,AUD NAB Business Conditions,Low,2,,-1
Tue Jul 8,03:45,GMT,JPY,JPY BOJ Deputy Governor Nakaso Speaks in Tokyo,Low,,,
Tue Jul 8,05:00,GMT,jpy,JPY Eco Watchers Survey: Outlook,Medium,53.3,54.5,53.8
Tue Jul 8,05:00,GMT,jpy,JPY Eco Watchers Survey: Current,Medium,47.7,48.9,45.1
Tue Jul 8,06:00,GMT,eur,EUR German Trade Balance (euros),Medium,18.8B,16.2B,17.2B
Tue Jul 8,06:00,GMT,eur,EUR German Current Account (euros),Low,13.2B,14.5B,16.9B
Tue Jul 8,06:00,GMT,eur,EUR German Exports s.a. (MoM),Low,-1.1%,-0.4%,2.6%
Tue Jul 8,06:00,GMT,eur,EUR German Imports s.a. (MoM),Low,-3.4%,0.5%,0.2%
Tue Jul 8,06:00,GMT,jpy,JPY Bankruptcies (YoY),Medium,-3.56%,,-20.2%
Tue Jul 8,07:15,GMT,chf,CHF Consumer Price Index (MoM),Low,-0.1%,0.1%,0.3%
Tue Jul 8,07:15,GMT,chf,CHF Consumer Price Index (YoY),Medium,0.0%,0.2%,0.2%
Tue Jul 8,07:15,GMT,chf,CHF CPI EU Harmonized (MoM),Low,-0.1%,0.0%,0.1%
Tue Jul 8,07:15,GMT,chf,CHF CPI EU Harmonized (YoY),Medium,-0.1%,0.0%,0.2%
Tue Jul 8,07:15,GMT,chf,CHF Retail Sales (Real) (YoY),Medium,-0.6%,,0.8%
Tue Jul 8,08:30,GMT,gbp,GBP Manufacturing Production (MoM),Low,-1.3%,0.4%,0.3%
Tue Jul 8,08:30,GMT,gbp,GBP Manufacturing Production (YoY),Medium,3.7%,5.6%,4.3%
Tue Jul 8,08:30,GMT,gbp,GBP Industrial Production (MoM),Low,-0.7%,0.3%,0.8%
