Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Nov 20,23:50,GMT,jpy,JPY Merchandise Trade Balance Total (Yen),Medium,-¥273.8B,¥39.9B,¥296.2B
Sun Nov 20,23:50,GMT,jpy,JPY Adjusted Merchandise Trade Balance (Yen),Low,-¥457.9B,-¥204.0B,-¥96.7B
Sun Nov 20,23:50,GMT,jpy,JPY Merchandise Trade Exports (YoY),Low,-3.7,-0.3,2.3
Sun Nov 20,23:50,GMT,jpy,JPY Merchandise Trade Imports (YoY),Low,17.9,15.1,12.1
Mon Nov 21,00:01,GMT,gbp,GBP Rightmove House Prices (MoM),Low,-3.1%,,2.8%
Mon Nov 21,00:01,GMT,gbp,GBP Rightmove House Prices (YoY),Medium,1.2%,,1.2%
Mon Nov 21,02:00,GMT,nzd,NZD Credit Card Spending s.a. (MoM),Medium,2.6%,,1.3%
Mon Nov 21,02:00,GMT,nzd,NZD Credit Card Spending (YoY),Medium,7.9%,,5.3%
Mon Nov 21,04:30,GMT,jpy,JPY All Industry Activity Index (MoM),Medium,-0.9%,-1.0%,-0.3%
Mon Nov 21,05:00,GMT,jpy,JPY Coincident Index,Low,89.0,,88.9
Mon Nov 21,05:00,GMT,jpy,JPY Leading Index,Medium,91.5,,91.6
Mon Nov 21,07:00,GMT,jpy,JPY Convenience Store Sales (YoY),Low,14.1%,,-4.0%
Mon Nov 21,08:00,GMT,chf,CHF Money Supply M3 (YoY),Low,8.2%,,7.9%
Mon Nov 21,09:00,GMT,eur,EUR Euro-Zone Current Account n.s.a. (euros),Low,-2.5B,,-7.2B
Mon Nov 21,09:00,GMT,eur,EUR Euro-Zone Current Account s.a. (euros),Low,0.5B,,-5.9B
Mon Nov 21,13:30,GMT,cad,CAD Wholesale Sales (MoM),Low,0.3%,0.7%,0.3%
Mon Nov 21,13:30,GMT,usd,USD Chicago Fed Nat Activity Index,Medium,-0.13,0.19,-0.20
Mon Nov 21,15:00,GMT,usd,USD Existing Home Sales,Medium,4.97M,4.80M,4.90M
Mon Nov 21,15:00,GMT,usd,USD Existing Home Sales (MoM),Medium,1.4%,-2.2%,-3.2%
Mon Nov 21,19:30,GMT,USD,Fed's Lockhart to Speak on Economy in Sao Paulo, Brazil,LOW,,,
Mon Nov 21,21:45,GMT,nzd,NZD Net Migration s.a.,Low,-650,,-680
Tue Nov 22,02:00,GMT,nzd,NZD Reserve Bank of New Zealand 2-Year Inflation Expectation,Medium,2.8%,,2.9%
Tue Nov 22,05:00,GMT,jpy,JPY Supermarket Sales (YoY),Low,-0.9%,,-3.6%
Tue Nov 22,07:00,GMT,chf,CHF Trade Balance (Swiss franc),Medium,2.15B,,1.91B
Tue Nov 22,07:00,GMT,chf,CHF Exports (MoM),Low,1.3%,,4.3%
Tue Nov 22,07:00,GMT,chf,CHF Imports (MoM),Low,1.4%,,0.7%
Tue Nov 22,09:30,GMT,gbp,GBP Public Finances (PSNCR) (Pounds),Medium,-0.6B,-1.0B,20.3B
Tue Nov 22,09:30,GMT,gbp,GBP PSNB ex Interventions,Low,6.5B,6.5B,13.0B
Tue Nov 22,09:30,GMT,gbp,GBP Public Sector Net Borrowing (Pounds),Medium,3.4B,3.8B,10.2B
Tue Nov 22,13:30,GMT,cad,CAD Retail Sales (MoM),Medium,1.0%,0.5%,0.6%
Tue Nov 22,13:30,GMT,cad,CAD Retail Sales Less Autos (MoM),Low,0.5%,0.4%,0.4%
Tue Nov 22,13:30,GMT,usd,USD Gross Domestic Product (Annualized),High,2.0%,2.5%,2.5%
Tue Nov 22,13:30,GMT,usd,USD Personal Consumption,Medium,2.3%,2.4%,2.4%
Tue Nov 22,13:30,GMT,usd,USD Gross Domestic Product Price Index,Medium,2.5%,2.5%,2.5%
Tue Nov 22,13:30,GMT,usd,USD Core Personal Consumption Expenditure (QoQ),Medium,2.0%,2.1%,2.1%
Tue Nov 22,15:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-20.4,-21,-19.9
Tue Nov 22,15:00,GMT,usd,USD Richmond Fed Manufacturing Index,Low,0,-2,-6
Tue Nov 22,18:00,GMT,USD,USD Fed's Kocherlakota Speaks in Winnipeg, Manitoba,LOW,,,
Tue Nov 22,19:00,GMT,USD,USD Fed Releases Minutes from Nov. 1-2 FOMC Meeting,HIGH,,,
Tue Nov 22,23:00,GMT,aud,AUD Conference Board Leading Index,Medium,0.1%,,-0.2%
Wed Nov 23,00:30,GMT,aud,AUD Construction Work Done,Low,12.5%,2.0%,-0.1%
Wed Nov 23,02:30,GMT,cny,CNY HSBC Flash China Manufacturing PMI,Low,48.0,,51.0
Wed Nov 23,07:45,GMT,eur,EUR French Own-Company Production Outlook,Low,-6,,3
Wed Nov 23,07:45,GMT,eur,EUR French Production Outlook Indicator,Low,-35,-27,-30
Wed Nov 23,07:45,GMT,eur,EUR French Business Confidence Indicator,Low,95,95,97
Wed Nov 23,08:00,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,47.6,48.0,48.5
Wed Nov 23,08:00,GMT,eur,EUR French Purchasing Manager Index Services,Low,49.3,45.0,44.6
Wed Nov 23,08:30,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,47.9,48.5,49.1
Wed Nov 23,08:30,GMT,eur,EUR German Purchasing Manager Index Services,Medium,51.4,50,50.6
Wed Nov 23,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Composite,Medium,47.2,46.1,46.5
Wed Nov 23,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,46.4,46.5,47.1
Wed Nov 23,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Services,Medium,47.8,46.0,46.4
Wed Nov 23,09:30,GMT,GBP,GBP Bank of England Minutes,HIGH,,,
Wed Nov 23,09:30,GMT,gbp,GBP BBA Loans for House Purchase,Medium,35295,33000,33502
Wed Nov 23,10:00,GMT,eur,EUR Euro-Zone Industrial New Orders (YoY),Medium,1.6%,6.1%,5.9%
Wed Nov 23,10:00,GMT,eur,EUR Euro-Zone Industrial New Orders s.a. (MoM),Low,-6.4%,-2.7%,1.4%
Wed Nov 23,12:00,GMT,usd,USD MBA Mortgage Applications,Low,-1.2%,,-10.0%
Wed Nov 23,13:30,GMT,usd,USD Durable Goods Orders,High,-0.7%,-1.2%,-1.5%
Wed Nov 23,13:30,GMT,usd,USD Durables Ex Transportation,Medium,0.7%,0.0%,0.6%
Wed Nov 23,13:30,GMT,usd,USD Cap Goods Orders Nondef Ex Air,Low,-1.8%,-1.0%,0.9%
Wed Nov 23,13:30,GMT,usd,USD Cap Goods Ship Nondef Ex Air,Low,-1.1%,,-1.0%
Wed Nov 23,13:30,GMT,usd,USD Personal Income,Medium,0.4%,0.3%,0.1%
Wed Nov 23,13:30,GMT,usd,USD Personal Spending,Medium,0.1%,0.3%,0.7%
Wed Nov 23,13:30,GMT,usd,USD Personal Consumption Expenditure Deflator (YoY),Low,2.7%,2.7%,2.9%
Wed Nov 23,13:30,GMT,usd,USD Personal Consumption Expenditure Core (MoM),Medium,0.1%,0.1%,0.0%
Wed Nov 23,13:30,GMT,usd,USD Personal Consumption Expenditure Core (YoY),Low,1.7%,1.7%,1.6%
Wed Nov 23,13:30,GMT,usd,USD Initial Jobless Claims,Low,393K,390K,391K
Wed Nov 23,13:30,GMT,usd,USD Continuing Claims,Low,3691K,3621K,3623K
Wed Nov 23,14:55,GMT,usd,USD U. of Michigan Confidence,High,64.1,64.5,64.2
Wed Nov 23,15:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,-6219K,500K,-1056K
Wed Nov 23,15:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,-13K,,890K
Wed Nov 23,15:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,-770K,-1250K,-2136K
Wed Nov 23,15:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,4475K,1000K,992K
Wed Nov 23,16:00,GMT,usd,USD Kansas City Fed Manf. Activity,Low,4,9,8
Wed Nov 23,17:00,GMT,usd,USD EIA Natural Gas Storage Change,Low,9,19,19
