Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Jun 2,18:00,GMT,USD,USD Fed's Bernanke Gives Graduation Speech at Princeton University,Low,,,
Sun Jun 2,23:30,GMT,aud,AUD AiG Performance of Manufacturing Index,Medium,43.8,,36.7
Sun Jun 2,23:50,GMT,jpy,JPY Capital Spending,Medium,-3.9%,-5.5%,-8.7%
Sun Jun 2,23:50,GMT,jpy,JPY Capital Spending excl Software,Medium,-5.2%,-5.4%,-7.2%
Mon Jun 3,00:00,GMT,aud,AUD RPData-Rismark House PX Actual,Low,-1.2%,,-0.5%
Mon Jun 3,00:30,GMT,aud,AUD TD Securities Inflation (MoM),Low,0.2%,,0.3%
Mon Jun 3,00:30,GMT,aud,AUD TD Securities Inflation (YoY),Low,2.2%,,2.1%
Mon Jun 3,01:00,GMT,cny,CNY Non-manufacturing PMI,Medium,54.3,,54.5
Mon Jun 3,01:30,GMT,aud,AUD ANZ Job Advertisements (MoM),Low,-2.4%,,-1.7%
Mon Jun 3,01:30,GMT,aud,AUD Retail Sales s.a. (MoM),Medium,0.2%,0.3%,-0.4%
Mon Jun 3,01:30,GMT,aud,AUD Company Operating Profit (QoQ),Low,3.0%,1.5%,-0.5%
Mon Jun 3,01:30,GMT,aud,AUD Inventories,Low,-0.6%,0.0%,0.2%
Mon Jun 3,01:45,GMT,cny,CNY HSBC Manufacturing PMI,Medium,49.2,49.6,50.4
Mon Jun 3,01:50,GMT,USD,USD Fed's Yellen Speaks on Regulation in Shanghai,Low,,,
Mon Jun 3,05:00,GMT,jpy,JPY Vehicle Sales (YoY),Low,-7.3%,,2.0%
Mon Jun 3,06:30,GMT,aud,AUD RBA Commodity Price Index,Low,87.0,,85.5
Mon Jun 3,06:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,-8.6%,,-7.3%
Mon Jun 3,07:30,GMT,chf,CHF SVME-Purchasing Managers Index,Medium,52.2,50.8,50.2
Mon Jun 3,07:45,GMT,eur,EUR Italian Purchasing Manager Index Manufacturing,Low,47.3,46.2,45.5
Mon Jun 3,07:50,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,46.4,45.5,45.5
Mon Jun 3,07:55,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,49.4,49.0,49.0
Mon Jun 3,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,48.3,47.8,47.8
Mon Jun 3,08:30,GMT,gbp,GBP Purchasing Manager Index Manufacturing,Medium,51.3,50.3,50.2
Mon Jun 3,11:20,GMT,USD,USD Fed's Williams Speaks in Stockholm,Low,,,
Mon Jun 3,12:58,GMT,usd,USD Markit US PMI Final,Low,52.3,52.0,52.0
Mon Jun 3,14:00,GMT,usd,USD Construction Spending (MoM),Medium,0.4%,0.9%,-1.7%
Mon Jun 3,14:00,GMT,usd,USD ISM Manufacturing,High,49.0,50.7,50.7
Mon Jun 3,14:00,GMT,usd,USD ISM Prices Paid,Medium,49.5,50.0,50
Mon Jun 3,14:00,GMT,USD,USD Revisions to Construction data back to Jan. 2011,Low,,,
