,cross1,cross2,rel
550,YAHOO.INDEX_FTSE,CHFUSD,0.136948124848095
551,YAHOO.INDEX_AORD,CHFUSD,0.118533678620454
552,NIKKEI.INDEX,CHFUSD,0.141733833780012
553,YAHOO.INDEX_GSPTSE,CHFUSD,0.37090995295938
554,OFDP.SILVER_5,CHFUSD,0.407520397820315
555,WGC.GOLD_DAILY_USD,CHFUSD,0.251746239536038
556,WSJ.COPPER,CHFUSD,0.208469342749818
557,WSJ.CORN_2,CHFUSD,0.133203639566317
558,WSJ.PL_MKT,CHFUSD,0.239892385326017
559,OFDP.FUTURE_B1,CHFUSD,0.591847624280003
560,FED.JRXWTFB_N_B,CHFUSD,0.370099263071209
561,AUDUSD,CHFNZD,0.138422851374068
562,AUDNZD,CHFNZD,0.364764663182053
563,AUDJPY,CHFNZD,-0.467945166227962
564,AUDGBP,CHFNZD,0.00978976237641043
565,AUDEUR,CHFNZD,-0.241912933810906
566,AUDCHF,CHFNZD,-0.273832238138628
567,AUDCAD,CHFNZD,-0.107751351989207
568,CADUSD,CHFNZD,0.31744731140911
569,CADNZD,CHFNZD,0.443250087575337
570,CADJPY,CHFNZD,-0.386438840877931
571,CADGBP,CHFNZD,0.104488283836614
572,CADEUR,CHFNZD,-0.248610475174158
573,CADCHF,CHFNZD,-0.238274722424078
574,CHFUSD,CHFNZD,0.525070719743063
576,CHFJPY,CHFNZD,-0.159803916573355
577,CHFGBP,CHFNZD,0.529438200878689
578,CHFEUR,CHFNZD,0.0795785733629781
579,EURUSD,CHFNZD,0.61600915318294
580,EURNZD,CHFNZD,0.73376895609311
581,EURJPY,CHFNZD,-0.18500422034722
582,EURGBP,CHFNZD,0.618283546782005
583,GBPUSD,CHFNZD,0.134487361901858
584,GBPNZD,CHFNZD,0.492549191810595
585,GBPJPY,CHFNZD,-0.333881626885051
586,JPYUSD,CHFNZD,0.410056631985181
587,JPYNZD,CHFNZD,0.457574587410862
588,NZDUSD,CHFNZD,-0.361262229747137
589,YAHOO.INDEX_GDAXI,CHFNZD,-0.414158777260694
590,YAHOO.INDEX_FTSE,CHFNZD,-0.442829186493262
591,YAHOO.INDEX_AORD,CHFNZD,-0.288640770049448
592,NIKKEI.INDEX,CHFNZD,-0.340002387949292
593,YAHOO.INDEX_GSPTSE,CHFNZD,0.00687859880648051
594,OFDP.SILVER_5,CHFNZD,0.473462315121934
595,WGC.GOLD_DAILY_USD,CHFNZD,0.116563344168569
596,WSJ.COPPER,CHFNZD,0.505565229678585
597,WSJ.CORN_2,CHFNZD,0.0921727279644151
598,WSJ.PL_MKT,CHFNZD,0.488775489686856
599,OFDP.FUTURE_B1,CHFNZD,0.07302682828482
600,FED.JRXWTFB_N_B,CHFNZD,0.0901072703505413
601,AUDUSD,CHFJPY,-0.553173264146204
602,AUDNZD,CHFJPY,-0.886250720903549
603,AUDJPY,CHFJPY,0.839598684894418
604,AUDGBP,CHFJPY,-0.580544178508483
605,AUDEUR,CHFJPY,-0.671401809113764
606,AUDCHF,CHFJPY,-0.811939216413794
607,AUDCAD,CHFJPY,-0.265389095940625
608,CADUSD,CHFJPY,-0.640714029139934
609,CADNZD,CHFJPY,-0.81477814516331
610,CADJPY,CHFJPY,0.885211691192375
611,CADGBP,CHFJPY,-0.651465784346358
612,CADEUR,CHFJPY,-0.740042832267488
613,CADCHF,CHFJPY,-0.775416951566512
614,CHFUSD,CHFJPY,0.436231799705338
615,CHFNZD,CHFJPY,-0.159803916573355
617,CHFGBP,CHFJPY,0.228818518177955
618,CHFEUR,CHFJPY,0.228176507533638
619,EURUSD,CHFJPY,0.363947457622218
620,EURNZD,CHFJPY,-0.290805743284238
621,EURJPY,CHFJPY,0.960316155106696
622,EURGBP,CHFJPY,0.0443469891179947
623,GBPUSD,CHFJPY,0.455231889193819
624,GBPNZD,CHFJPY,-0.404787612770114
625,GBPJPY,CHFJPY,0.94477566647881
626,JPYUSD,CHFJPY,-0.903983778698596
627,JPYNZD,CHFJPY,-0.947221926507922
628,NZDUSD,CHFJPY,0.633792596260177
629,YAHOO.INDEX_GDAXI,CHFJPY,0.889010995727893
630,YAHOO.INDEX_FTSE,CHFJPY,0.868713883031626
631,YAHOO.INDEX_AORD,CHFJPY,0.848567139867361
632,NIKKEI.INDEX,CHFJPY,0.935868306418283
633,YAHOO.INDEX_GSPTSE,CHFJPY,0.659154394721545
634,OFDP.SILVER_5,CHFJPY,-0.520127935388332
635,WGC.GOLD_DAILY_USD,CHFJPY,-0.536299480267833
636,WSJ.COPPER,CHFJPY,-0.465051832593612
637,WSJ.CORN_2,CHFJPY,-0.453352733462478
638,WSJ.PL_MKT,CHFJPY,-0.437728406858877
639,OFDP.FUTURE_B1,CHFJPY,0.246295768327614
640,FED.JRXWTFB_N_B,CHFJPY,0.592647666377757
641,AUDUSD,CHFGBP,0.381563643133877
642,AUDNZD,CHFGBP,0.0254603228526414
643,AUDJPY,CHFGBP,0.12830717773925
644,AUDGBP,CHFGBP,0.327999572874989
645,AUDEUR,CHFGBP,0.058446107046525
646,AUDCHF,CHFGBP,-0.299557257052842
647,AUDCAD,CHFGBP,0.359358284849999
648,CADUSD,CHFGBP,0.273236937145359
649,CADNZD,CHFGBP,-0.172920779007966
650,CADJPY,CHFGBP,-0.0174644079296012
651,CADGBP,CHFGBP,0.198620211643316
652,CADEUR,CHFGBP,-0.155240334878373
653,CADCHF,CHFGBP,-0.548479493324805
654,CHFUSD,CHFGBP,0.831635956320134
655,CHFNZD,CHFGBP,0.529438200878689
656,CHFJPY,CHFGBP,0.228818518177955
658,CHFEUR,CHFGBP,0.687982658041531
659,EURUSD,CHFGBP,0.455524105818454
660,EURNZD,CHFGBP,-0.0543915778348666
661,EURJPY,CHFGBP,0.0368870259107241
662,EURGBP,CHFGBP,0.559047602239163
663,GBPUSD,CHFGBP,-0.00865726119802861
664,GBPNZD,CHFGBP,-0.475665200131394
665,GBPJPY,CHFGBP,-0.103356159678175
666,JPYUSD,CHFGBP,0.1221329925298
667,JPYNZD,CHFGBP,-0.0740135120520344
668,NZDUSD,CHFGBP,0.408992256508146
669,YAHOO.INDEX_GDAXI,CHFGBP,-0.0937927651566555
670,YAHOO.INDEX_FTSE,CHFGBP,-0.0352476742113591
671,YAHOO.INDEX_AORD,CHFGBP,-0.133829746208241
672,NIKKEI.INDEX,CHFGBP,-0.0215343840637134
673,YAHOO.INDEX_GSPTSE,CHFGBP,-0.0218174672928921
674,OFDP.SILVER_5,CHFGBP,0.493613876349697
675,WGC.GOLD_DAILY_USD,CHFGBP,0.421792480093854
676,WSJ.COPPER,CHFGBP,0.221101857763711
677,WSJ.CORN_2,CHFGBP,0.38009447880193
678,WSJ.PL_MKT,CHFGBP,0.237771242382056
679,OFDP.FUTURE_B1,CHFGBP,0.531657121314326
680,FED.JRXWTFB_N_B,CHFGBP,-0.335106754822835
681,AUDUSD,CHFEUR,0.301092335232299
682,AUDNZD,CHFEUR,-0.199850683254124
683,AUDJPY,CHFEUR,0.148622298630613
684,AUDGBP,CHFEUR,0.198287587716338
685,AUDEUR,CHFEUR,0.296683891092528
686,AUDCHF,CHFEUR,-0.233080301027065
687,AUDCAD,CHFEUR,0.462534133658666
688,CADUSD,CHFEUR,0.0510740895620201
689,CADNZD,CHFEUR,-0.4667672359591
690,CADJPY,CHFEUR,-0.0399776826021159
691,CADGBP,CHFEUR,-0.0482226460291999
692,CADEUR,CHFEUR,0.0928094086806491
693,CADCHF,CHFEUR,-0.537927552437556
694,CHFUSD,CHFEUR,0.661245740723421
695,CHFNZD,CHFEUR,0.0795785733629781
696,CHFJPY,CHFEUR,0.228176507533638
697,CHFGBP,CHFEUR,0.687982658041531
699,EURUSD,CHFEUR,-0.0602832410114036
700,EURNZD,CHFEUR,-0.617855680534732
701,EURJPY,CHFEUR,-0.0514523910381284
702,EURGBP,CHFEUR,-0.216664087316157
703,GBPUSD,CHFEUR,0.156842833706107
704,GBPNZD,CHFEUR,-0.634064588310866
705,GBPJPY,CHFEUR,0.00535386844098401
706,JPYUSD,CHFEUR,0.0696760626030069
707,JPYNZD,CHFEUR,-0.196196193678435
708,NZDUSD,CHFEUR,0.64501363376439
709,YAHOO.INDEX_GDAXI,CHFEUR,0.0856089520412359
710,YAHOO.INDEX_FTSE,CHFEUR,0.0441786957363213
711,YAHOO.INDEX_AORD,CHFEUR,-0.185090420240663
712,NIKKEI.INDEX,CHFEUR,0.0239372654729663
713,YAHOO.INDEX_GSPTSE,CHFEUR,-0.0871145782382594
714,OFDP.SILVER_5,CHFEUR,0.303028696291772
715,WGC.GOLD_DAILY_USD,CHFEUR,0.526233764277748
716,WSJ.COPPER,CHFEUR,-0.112243328846038
717,WSJ.CORN_2,CHFEUR,0.36230372810155
718,WSJ.PL_MKT,CHFEUR,-0.15601648601799
719,OFDP.FUTURE_B1,CHFEUR,0.605122269753598
720,FED.JRXWTFB_N_B,CHFEUR,0.462808478711569
721,AUDUSD,EURUSD,0.0461260398038394
722,AUDNZD,EURUSD,-0.0889913333193146
723,AUDJPY,EURUSD,0.142628634602207
724,AUDGBP,EURUSD,-0.211545410891939
725,AUDEUR,EURUSD,-0.535901757349236
726,AUDCHF,EURUSD,-0.501910353673324
727,AUDCAD,EURUSD,-0.0276724402710029
728,CADUSD,EURUSD,0.097292257986494
729,CADNZD,EURUSD,-0.0866242224544232
730,CADJPY,EURUSD,0.142629850325723
731,CADGBP,EURUSD,-0.266943457187837
732,CADEUR,EURUSD,-0.701115524670838
733,CADCHF,EURUSD,-0.546637423515904
734,CHFUSD,EURUSD,0.708313383037658
735,CHFNZD,EURUSD,0.61600915318294
736,CHFJPY,EURUSD,0.363947457622218
737,CHFGBP,EURUSD,0.455524105818454
738,CHFEUR,EURUSD,-0.0602832410114036
740,EURNZD,EURUSD,0.523986435678779
741,EURJPY,EURUSD,0.390243409885334
742,EURGBP,EURUSD,0.682801469960921
743,GBPUSD,EURUSD,0.587363437903297
744,GBPNZD,EURUSD,0.170352703928245
745,GBPJPY,EURUSD,0.225636761064818
746,JPYUSD,EURUSD,-0.0854388815506186
747,JPYNZD,EURUSD,-0.139141176896477
748,NZDUSD,EURUSD,0.202596398813411
749,YAHOO.INDEX_GDAXI,EURUSD,0.172949054781639
750,YAHOO.INDEX_FTSE,EURUSD,0.148043627039664
751,YAHOO.INDEX_AORD,EURUSD,0.336746405926435
752,NIKKEI.INDEX,EURUSD,0.167118568857443
753,YAHOO.INDEX_GSPTSE,EURUSD,0.58124369138958
754,OFDP.SILVER_5,EURUSD,0.267658037606961
755,WGC.GOLD_DAILY_USD,EURUSD,-0.151999802624988
756,WSJ.COPPER,EURUSD,0.387447795689197
757,WSJ.CORN_2,EURUSD,-0.151855157848393
758,WSJ.PL_MKT,EURUSD,0.471203845862585
759,OFDP.FUTURE_B1,EURUSD,0.237531562077894
760,FED.JRXWTFB_N_B,EURUSD,0.308889143966058
761,AUDUSD,EURNZD,-0.0866754321960546
762,AUDNZD,EURNZD,0.433221036818209
763,AUDJPY,EURNZD,-0.47968865522059
764,AUDGBP,EURNZD,-0.0910709684921858
765,AUDEUR,EURNZD,-0.383005969926886
766,AUDCHF,EURNZD,-0.0471311828780481
767,AUDCAD,EURNZD,-0.393937083674856
768,CADUSD,EURNZD,0.224537133978607
769,CADNZD,EURNZD,0.673273645697652
770,CADJPY,EURNZD,-0.28712497452126
771,CADGBP,EURNZD,0.148184027149732
772,CADEUR,EURNZD,-0.249967906930421
773,CADCHF,EURNZD,0.184786878283101
774,CHFUSD,EURNZD,-0.0382801151888081
775,CHFNZD,EURNZD,0.73376895609311
776,CHFJPY,EURNZD,-0.290805743284238
777,CHFGBP,EURNZD,-0.0543915778348666
778,CHFEUR,EURNZD,-0.617855680534732
779,EURUSD,EURNZD,0.523986435678779
781,EURJPY,EURNZD,-0.122594303343081
782,EURGBP,EURNZD,0.629845043683522
783,GBPUSD,EURNZD,-0.000150915166340023
784,GBPNZD,EURNZD,0.824429698459036
785,GBPJPY,EURNZD,-0.277133734547521
786,JPYUSD,EURNZD,0.287395747021773
787,JPYNZD,EURNZD,0.502694890414632
788,NZDUSD,EURNZD,-0.726821135250141
789,YAHOO.INDEX_GDAXI,EURNZD,-0.393481373868194
790,YAHOO.INDEX_FTSE,EURNZD,-0.388978823409752
791,YAHOO.INDEX_AORD,EURNZD,-0.109836804676672
792,NIKKEI.INDEX,EURNZD,-0.298247134804346
793,YAHOO.INDEX_GSPTSE,EURNZD,0.0614047259837927
794,OFDP.SILVER_5,EURNZD,0.173164165903577
795,WGC.GOLD_DAILY_USD,EURNZD,-0.260348875463556
796,WSJ.COPPER,EURNZD,0.480522340306355
797,WSJ.CORN_2,EURNZD,-0.168847169164418
798,WSJ.PL_MKT,EURNZD,0.498024158432813
799,OFDP.FUTURE_B1,EURNZD,-0.356370248269245
800,FED.JRXWTFB_N_B,EURNZD,-0.0509643703524875
801,AUDUSD,EURJPY,-0.653423195668061
802,AUDNZD,EURJPY,-0.851640785589922
803,AUDJPY,EURJPY,0.819656666021537
804,AUDGBP,EURJPY,-0.722626631982385
805,AUDEUR,EURJPY,-0.773161613139194
806,AUDCHF,EURJPY,-0.765802207794949
807,AUDCAD,EURJPY,-0.405325996379652
808,CADUSD,EURJPY,-0.6705175261279
809,CADNZD,EURJPY,-0.700597073886919
810,CADJPY,EURJPY,0.920552102892729
811,CADGBP,EURJPY,-0.708180132990306
812,CADEUR,EURJPY,-0.784428902269624
813,CADCHF,EURJPY,-0.640015208171896
814,CHFUSD,EURJPY,0.258332644373309
815,CHFNZD,EURJPY,-0.18500422034722
816,CHFJPY,EURJPY,0.960316155106696
817,CHFGBP,EURJPY,0.0368870259107241
818,CHFEUR,EURJPY,-0.0514523910381284
819,EURUSD,EURJPY,0.390243409885334
820,EURNZD,EURJPY,-0.122594303343081
822,EURGBP,EURJPY,0.105656261638101
823,GBPUSD,EURJPY,0.422526114668368
824,GBPNZD,EURJPY,-0.234156539420994
825,GBPJPY,EURJPY,0.967452266099053
826,JPYUSD,EURJPY,-0.947578510205084
827,JPYNZD,EURJPY,-0.915698954427536
828,NZDUSD,EURJPY,0.466078274198268
829,YAHOO.INDEX_GDAXI,EURJPY,0.887567977065074
830,YAHOO.INDEX_FTSE,EURJPY,0.87882836646123
831,YAHOO.INDEX_AORD,EURJPY,0.924368792109969
832,NIKKEI.INDEX,EURJPY,0.952532812304421
833,YAHOO.INDEX_GSPTSE,EURJPY,0.700214209117387
834,OFDP.SILVER_5,EURJPY,-0.621314741772206
835,WGC.GOLD_DAILY_USD,EURJPY,-0.700657314727117
836,WSJ.COPPER,EURJPY,-0.444377411608692
837,WSJ.CORN_2,EURJPY,-0.56813262691057
838,WSJ.PL_MKT,EURJPY,-0.404723034284667
839,OFDP.FUTURE_B1,EURJPY,0.0808885397156422
840,FED.JRXWTFB_N_B,EURJPY,0.587624866093835
841,AUDUSD,EURGBP,0.179103179150516
842,AUDNZD,EURGBP,0.268084282850762
843,AUDJPY,EURGBP,0.00516381044547389
844,AUDGBP,EURGBP,0.222715337826017
845,AUDEUR,EURGBP,-0.252309074509799
846,AUDCHF,EURGBP,-0.12898053101668
847,AUDCAD,EURGBP,-0.0339517518887779
848,CADUSD,EURGBP,0.31479054117087
849,CADNZD,EURGBP,0.300887891966802
850,CADJPY,EURGBP,0.0201134296762698
851,CADGBP,EURGBP,0.325679680351543
852,CADEUR,EURGBP,-0.311438356510617
853,CADCHF,EURGBP,-0.12126609827324
854,CHFUSD,EURGBP,0.363536228778561
855,CHFNZD,EURGBP,0.618283546782005
856,CHFJPY,EURGBP,0.0443469891179947
857,CHFGBP,EURGBP,0.559047602239163
858,CHFEUR,EURGBP,-0.216664087316157
859,EURUSD,EURGBP,0.682801469960921
860,EURNZD,EURGBP,0.629845043683522
861,EURJPY,EURGBP,0.105656261638101
863,GBPUSD,EURGBP,-0.189755779967064
864,GBPNZD,EURGBP,0.0800772947361501
865,GBPJPY,EURGBP,-0.148083676055763
866,JPYUSD,EURGBP,0.0883195219074587
867,JPYNZD,EURGBP,0.12596248736644
868,NZDUSD,EURGBP,-0.182731242191914
869,YAHOO.INDEX_GDAXI,EURGBP,-0.223390497321799
870,YAHOO.INDEX_FTSE,EURGBP,-0.0947166104121128
871,YAHOO.INDEX_AORD,EURGBP,0.030353246712744
872,NIKKEI.INDEX,EURGBP,-0.0592015472946585
873,YAHOO.INDEX_GSPTSE,EURGBP,0.0718064996094075
874,OFDP.SILVER_5,EURGBP,0.328634581356792
875,WGC.GOLD_DAILY_USD,EURGBP,-0.0269249387403797
876,WSJ.COPPER,EURGBP,0.429428053144109
877,WSJ.CORN_2,EURGBP,0.108608680096563
878,WSJ.PL_MKT,EURGBP,0.505785711999077
879,OFDP.FUTURE_B1,EURGBP,0.0358651238158226
880,FED.JRXWTFB_N_B,EURGBP,-0.39821547035713
881,AUDUSD,GBPUSD,-0.1478364002461
882,AUDNZD,GBPUSD,-0.43129961181215
883,AUDJPY,GBPUSD,0.200742953319119
884,AUDGBP,GBPUSD,-0.540409105157622
885,AUDEUR,GBPUSD,-0.450581396056461
886,AUDCHF,GBPUSD,-0.540719266074543
887,AUDCAD,GBPUSD,-0.00361733376701915
888,CADUSD,GBPUSD,-0.232287518005526
889,CADNZD,GBPUSD,-0.463668144910835
890,CADJPY,GBPUSD,0.18492612082446
891,CADGBP,GBPUSD,-0.729453507492904
892,CADEUR,GBPUSD,-0.60789481368137
893,CADCHF,GBPUSD,-0.609786642096212
894,CHFUSD,GBPUSD,0.547665407920348
895,CHFNZD,GBPUSD,0.134487361901858
896,CHFJPY,GBPUSD,0.455231889193819
897,CHFGBP,GBPUSD,-0.00865726119802861
898,CHFEUR,GBPUSD,0.156842833706107
899,EURUSD,GBPUSD,0.587363437903297
900,EURNZD,GBPUSD,-0.000150915166340023
901,EURJPY,GBPUSD,0.422526114668368
902,EURGBP,GBPUSD,-0.189755779967064
904,GBPNZD,GBPUSD,0.131555575506035
905,GBPJPY,GBPUSD,0.482475346871431
906,JPYUSD,GBPUSD,-0.229255235521608
907,JPYNZD,GBPUSD,-0.342793230445415
908,NZDUSD,GBPUSD,0.482782931160382
909,YAHOO.INDEX_GDAXI,GBPUSD,0.497940488275695
910,YAHOO.INDEX_FTSE,GBPUSD,0.321756135408632
911,YAHOO.INDEX_AORD,GBPUSD,0.436296113595334
912,NIKKEI.INDEX,GBPUSD,0.307890233617886
913,YAHOO.INDEX_GSPTSE,GBPUSD,0.719763474380028
914,OFDP.SILVER_5,GBPUSD,-0.020204083906341
915,WGC.GOLD_DAILY_USD,GBPUSD,-0.183803119032463
916,WSJ.COPPER,GBPUSD,0.033097654765618
917,WSJ.CORN_2,GBPUSD,-0.337636364490951
918,WSJ.PL_MKT,GBPUSD,0.0642917369815664
919,OFDP.FUTURE_B1,GBPUSD,0.279506154758719
920,FED.JRXWTFB_N_B,GBPUSD,0.40182528180813
921,AUDUSD,GBPNZD,-0.24764831351672
922,AUDNZD,GBPNZD,0.358137883066488
923,AUDJPY,GBPNZD,-0.621003333081867
924,AUDGBP,GBPNZD,-0.281501643153169
925,AUDEUR,GBPNZD,-0.310401223227607
926,AUDCHF,GBPNZD,0.0302698100247014
927,AUDCAD,GBPNZD,-0.487178221293715
928,CADUSD,GBPNZD,0.0551191742891226
929,CADNZD,GBPNZD,0.645590163745795
930,CADJPY,GBPNZD,-0.382037295554473
931,CADGBP,GBPNZD,-0.0460584076662895
932,CADEUR,GBPNZD,-0.0932170799674656
933,CADCHF,GBPNZD,0.325495414800886
934,CHFUSD,GBPNZD,-0.316320115717079
935,CHFNZD,GBPNZD,0.492549191810595
936,CHFJPY,GBPNZD,-0.404787612770114
937,CHFGBP,GBPNZD,-0.475665200131394
938,CHFEUR,GBPNZD,-0.634064588310866
939,EURUSD,GBPNZD,0.170352703928245
940,EURNZD,GBPNZD,0.824429698459036
941,EURJPY,GBPNZD,-0.234156539420994
942,EURGBP,GBPNZD,0.0800772947361501
943,GBPUSD,GBPNZD,0.131555575506035
945,GBPJPY,GBPNZD,-0.24776078552614
946,JPYUSD,GBPNZD,0.302506333528351
947,JPYNZD,GBPNZD,0.553063786382976
948,NZDUSD,GBPNZD,-0.80351404921552
949,YAHOO.INDEX_GDAXI,GBPNZD,-0.344558689345509
950,YAHOO.INDEX_FTSE,GBPNZD,-0.432864857085233
951,YAHOO.INDEX_AORD,GBPNZD,-0.164655446478568
952,NIKKEI.INDEX,GBPNZD,-0.337070194103511
953,YAHOO.INDEX_GSPTSE,GBPNZD,0.02070539362811
954,OFDP.SILVER_5,GBPNZD,-0.0212391858774544
955,WGC.GOLD_DAILY_USD,GBPNZD,-0.317259084777087
956,WSJ.COPPER,GBPNZD,0.302605927075911
957,WSJ.CORN_2,GBPNZD,-0.30101111982792
958,WSJ.PL_MKT,GBPNZD,0.268169794118003
959,OFDP.FUTURE_B1,GBPNZD,-0.489653092038955
960,FED.JRXWTFB_N_B,GBPNZD,0.51606286631191
961,AUDUSD,GBPJPY,-0.693622254149241
962,AUDNZD,GBPJPY,-0.915648647719977
963,AUDJPY,GBPJPY,0.809377315722828
964,AUDGBP,GBPJPY,-0.779470668107029
965,AUDEUR,GBPJPY,-0.709758065543247
966,AUDCHF,GBPJPY,-0.734443773427717
967,AUDCAD,GBPJPY,-0.389318469663939
968,CADUSD,GBPJPY,-0.748733438246938
969,CADNZD,GBPJPY,-0.776928036988778
970,CADJPY,GBPJPY,0.904703903897796
971,CADGBP,GBPJPY,-0.796170093567307
972,CADEUR,GBPJPY,-0.710903219850784
973,CADCHF,GBPJPY,-0.615155199120924
974,CHFUSD,GBPJPY,0.17396439597694
975,CHFNZD,GBPJPY,-0.333881626885051
976,CHFJPY,GBPJPY,0.94477566647881
977,CHFGBP,GBPJPY,-0.103356159678175
978,CHFEUR,GBPJPY,0.00535386844098401
979,EURUSD,GBPJPY,0.225636761064818
980,EURNZD,GBPJPY,-0.277133734547521
981,EURJPY,GBPJPY,0.967452266099053
982,EURGBP,GBPJPY,-0.148083676055763
983,GBPUSD,GBPJPY,0.482475346871431
984,GBPNZD,GBPJPY,-0.24776078552614
986,JPYUSD,GBPJPY,-0.960409961538778
987,JPYNZD,GBPJPY,-0.940617998574031
988,NZDUSD,GBPJPY,0.513670824647439
989,YAHOO.INDEX_GDAXI,GBPJPY,0.940349395697947
990,YAHOO.INDEX_FTSE,GBPJPY,0.896333467724154
991,YAHOO.INDEX_AORD,GBPJPY,0.912944217262104
992,NIKKEI.INDEX,GBPJPY,0.962085473522526
993,YAHOO.INDEX_GSPTSE,GBPJPY,0.689088109768553
994,OFDP.SILVER_5,GBPJPY,-0.696992137143114
995,WGC.GOLD_DAILY_USD,GBPJPY,-0.688848802453931
996,WSJ.COPPER,GBPJPY,-0.54785869171334
997,WSJ.CORN_2,GBPJPY,-0.600928503796351
998,WSJ.PL_MKT,GBPJPY,-0.525714013485651
999,OFDP.FUTURE_B1,GBPJPY,0.0718142943192148
1000,FED.JRXWTFB_N_B,GBPJPY,0.555267790190165
1001,AUDUSD,JPYUSD,0.710810904752009
1002,AUDNZD,JPYUSD,0.865858701196188
1003,AUDJPY,JPYUSD,-0.848213508822818
1004,AUDGBP,JPYUSD,0.688764993517853
1005,AUDEUR,JPYUSD,0.647426374605131
1006,AUDCHF,JPYUSD,0.631855468437342
1007,AUDCAD,JPYUSD,0.441459108086484
1008,CADUSD,JPYUSD,0.728245011351753
1009,CADNZD,JPYUSD,0.694055935002828
1010,CADJPY,JPYUSD,-0.960493242382446
1011,CADGBP,JPYUSD,0.638095920698703
1012,CADEUR,JPYUSD,0.592286419141588
1013,CADCHF,JPYUSD,0.469098342509779
1014,CHFUSD,JPYUSD,-0.0171467813614756
1015,CHFNZD,JPYUSD,0.410056631985181
1016,CHFJPY,JPYUSD,-0.903983778698596
1017,CHFGBP,JPYUSD,0.1221329925298
1018,CHFEUR,JPYUSD,0.0696760626030069
1019,EURUSD,JPYUSD,-0.0854388815506186
1020,EURNZD,JPYUSD,0.287395747021773
1021,EURJPY,JPYUSD,-0.947578510205084
1022,EURGBP,JPYUSD,0.0883195219074587
1023,GBPUSD,JPYUSD,-0.229255235521608
1024,GBPNZD,JPYUSD,0.302506333528351
1025,GBPJPY,JPYUSD,-0.960409961538778
1027,JPYNZD,JPYUSD,0.937429117803893
1028,NZDUSD,JPYUSD,-0.411974111516192
1029,YAHOO.INDEX_GDAXI,JPYUSD,-0.888309481282158
1030,YAHOO.INDEX_FTSE,JPYUSD,-0.896445433455792
1031,YAHOO.INDEX_AORD,JPYUSD,-0.89071447130091
1032,NIKKEI.INDEX,JPYUSD,-0.966568086846284
1033,YAHOO.INDEX_GSPTSE,JPYUSD,-0.551660655684098
1034,OFDP.SILVER_5,JPYUSD,0.757707162042417
1035,WGC.GOLD_DAILY_USD,JPYUSD,0.718104171971946
1036,WSJ.COPPER,JPYUSD,0.589352867449923
1037,WSJ.CORN_2,JPYUSD,0.550913770832529
1038,WSJ.PL_MKT,JPYUSD,0.56777342329452
1039,OFDP.FUTURE_B1,JPYUSD,0.0117641751511933
1040,FED.JRXWTFB_N_B,JPYUSD,-0.640546601744896
1041,AUDUSD,JPYNZD,0.501887288981294
1042,AUDNZD,JPYNZD,0.891759410333802
1043,AUDJPY,JPYNZD,-0.92299904278078
1044,AUDGBP,JPYNZD,0.476355569331405
1045,AUDEUR,JPYNZD,0.498756189766164
1046,AUDCHF,JPYNZD,0.622683754134194
1047,AUDCAD,JPYNZD,0.187601391449903
1048,CADUSD,JPYNZD,0.629857463789805
1049,CADNZD,JPYNZD,0.859531968276972
1050,CADJPY,JPYNZD,-0.929169312822149
1051,CADGBP,JPYNZD,0.569530289257346
1052,CADEUR,JPYNZD,0.55928307607628
1053,CADCHF,JPYNZD,0.60766438990977
1054,CHFUSD,JPYNZD,-0.242736279190152
1055,CHFNZD,JPYNZD,0.457574587410862
1056,CHFJPY,JPYNZD,-0.947221926507922
1057,CHFGBP,JPYNZD,-0.0740135120520344
1058,CHFEUR,JPYNZD,-0.196196193678435
1059,EURUSD,JPYNZD,-0.139141176896477
1060,EURNZD,JPYNZD,0.502694890414632
1061,EURJPY,JPYNZD,-0.915698954427536
1062,EURGBP,JPYNZD,0.12596248736644
1063,GBPUSD,JPYNZD,-0.342793230445415
1064,GBPNZD,JPYNZD,0.553063786382976
1065,GBPJPY,JPYNZD,-0.940617998574031
1066,JPYUSD,JPYNZD,0.937429117803893
1068,NZDUSD,JPYNZD,-0.699142457465086
1069,YAHOO.INDEX_GDAXI,JPYNZD,-0.921932509755574
1070,YAHOO.INDEX_FTSE,JPYNZD,-0.923189792668276
1071,YAHOO.INDEX_AORD,JPYNZD,-0.848327072738192
1072,NIKKEI.INDEX,JPYNZD,-0.943182142267267
1073,YAHOO.INDEX_GSPTSE,JPYNZD,-0.573728087671096
1074,OFDP.SILVER_5,JPYNZD,0.586085189163046
1075,WGC.GOLD_DAILY_USD,JPYNZD,0.492072609098228
1076,WSJ.COPPER,JPYNZD,0.550655956238319
1077,WSJ.CORN_2,JPYNZD,0.391667300431341
1078,WSJ.PL_MKT,JPYNZD,0.51965686976671
1079,OFDP.FUTURE_B1,JPYNZD,-0.224342550684881
1080,FED.JRXWTFB_N_B,JPYNZD,-0.442173619587566
1081,AUDUSD,NZDUSD,0.128071409295228
1082,AUDNZD,NZDUSD,-0.57662608225889
1083,AUDJPY,NZDUSD,0.677421041895922
1084,AUDGBP,NZDUSD,-0.0766541513983488
1085,AUDEUR,NZDUSD,0.00146398579054544
1086,AUDCHF,NZDUSD,-0.348487765052004
1087,AUDCAD,NZDUSD,0.427026500078214
1088,CADUSD,NZDUSD,-0.190077506803575
1089,CADNZD,NZDUSD,-0.848619223481246
1090,CADJPY,NZDUSD,0.455926977138528
