Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Tue Jan 31,08:55,GMT,eur,EUR German Unemployment Rate s.a.,Medium,6.7%,6.8%,6.8%
Tue Jan 31,09:00,GMT,EUR,EUR Italian Unemployment Rate s.a.,LOW,,8.7%,8.6%
Tue Jan 31,09:30,GMT,gbp,GBP Net Consumer Credit,Medium,-0.4B,0.4B,0.4B
Tue Jan 31,09:30,GMT,gbp,GBP Net Lending Sec. on Dwellings,Medium,0.7B,0.8B,0.6B
Tue Jan 31,09:30,GMT,gbp,GBP Mortgage Approvals,Medium,52.9K,54.0K,52.2K
Tue Jan 31,09:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-1.4%,,-0.5%
Tue Jan 31,09:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,-2.5%,,-2.5%
Tue Jan 31,09:30,GMT,gbp,GBP M4 Ex OFCs 3M Annualised,Low,-0.8%,,3.2%
Tue Jan 31,10:00,GMT,eur,EUR Euro-Zone Unemployment Rate,Medium,10.4%,10.4%,10.3%
Tue Jan 31,13:30,GMT,cad,CAD Gross Domestic Product (YoY) ,High,2.0%,2.3%,2.7%
Tue Jan 31,13:30,GMT,cad,CAD Industrial Product Price (MoM),Low,-0.7%,-0.1%,0.3%
Tue Jan 31,13:30,GMT,usd,USD Employment Cost Index,Low,0.4%,0.4%,0.3%
Tue Jan 31,13:30,GMT,cad,CAD Raw Materials Price Index (MoM),Low,-2.4%,0.0%,3.8%
Tue Jan 31,13:30,GMT,cad,CAD Gross Domestic Product (MoM),High,-0.1%,0.2%,0.0%
Tue Jan 31,13:30,GMT,USD,USD Employment Cost Index,LOW,,,2.7%
Tue Jan 31,14:00,GMT,usd,USD S&P/Case-Shiller Home Price Index,Low,138.49,,140.27
Tue Jan 31,14:00,GMT,usd,USD S&P/CS 20 City s.a. (MoM),Low,-0.7%,-0.5%,-0.67%
Tue Jan 31,14:00,GMT,usd,USD S&P/Case-Shiller Composite-20 (YoY),Low,-3.67%,-3.30%,-3.42%
Tue Jan 31,14:45,GMT,usd,USD Chicago Purchasing Manager,Low,60.2,63,62.2
Tue Jan 31,15:00,GMT,usd,USD Consumer Confidence,Medium,61.1,68,64.8
Tue Jan 31,15:00,GMT,USD,USD NAPM-Milwaukee,LOW,,57.5,57.8
Tue Jan 31,22:30,GMT,aud,AUD AiG Performance of Manufacturing Index,Medium,51.6,,50.2
Wed Feb 01,00:00,GMT,aud,AUD HIA New Home Sales (MoM),Medium,-4.9%,,6.8%
Wed Feb 01,,,JPY,JPY Official Reserve Assets,LOW,,,$1295.8B
Wed Feb 01,00:30,GMT,aud,AUD House Price Index (QoQ),Medium,-1.0%,-0.6%,-1.9%
Wed Feb 01,00:30,GMT,aud,AUD House Price Index (YoY),Medium,-4.8%,-3.3%,-3.4%
Wed Feb 01,01:00,GMT,cny,CNY PMI Manufacturing,High,50.5,49.6,50.3
Wed Feb 01,01:30,GMT,jpy,JPY Labor Cash Earnings (YoY),Low,-0.2%,-0.3%,-0.2%
Wed Feb 01,02:30,GMT,cny,CNY HSBC Manufacturing PMI,Low,48.8,,48.7
Wed Feb 01,05:00,GMT,jpy,JPY Vehicle Sales (YoY),Low,40.7%,,23.5%
Wed Feb 01,05:30,GMT,aud,AUD RBA Commodity Price Index Au,Low,100.2,,103.3
Wed Feb 01,05:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,6.0%,,9.6%
Wed Feb 01,07:00,GMT,gbp,GBP Nationwide House Prices s.a. (MoM),Low,-0.2%,-0.2%,-0.2%
Wed Feb 01,07:00,GMT,gbp,GBP Nationwide House Prices n.s.a. (YoY),Medium,0.6%,1.2%,1.0%
Wed Feb 01,08:15,GMT,chf,CHF Retail Sales (Real) (YoY),Medium,0.6%,,1.8%
Wed Feb 01,08:30,GMT,chf,CHF SVME-Purchasing Managers Index,Medium,47.3,51.3,59.1
Wed Feb 01,08:45,GMT,eur,EUR Italian Purchasing Manager Index Manufacturing,Low,46.8,45.3,44.3
Wed Feb 01,08:50,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,48.5,48.5,48.5
Wed Feb 01,08:55,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,51.0,50.9,50.9
Wed Feb 01,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,48.8,48.7,48.7
Wed Feb 01,09:30,GMT,gbp,GBP Purchasing Manager Index Manufacturing,Medium,52,1,50.0,49.7
Wed Feb 01,10:00,GMT,eur,EUR Euro-Zone Consumer Price Index Estimate (YoY),Medium,2.7%,2.7%,2.8%
Wed Feb 01,12:00,GMT,usd,USD MBA Mortgage Applications,Low,-2.9%,,-5.0%
Wed Feb 01,13:15,GMT,usd,USD ADP Employment Change,Medium,170K,185K,292K
Wed Feb 01,13:30,GMT,USD,USD Fed's Plosser Speaks on Economy in Gladwyne, Pa.,LOW,,,
Wed Feb 01,15:00,GMT,usd,USD Construction Spending (MoM),Medium,1.5%,0.5%,0.4%
Wed Feb 01,15:00,GMT,usd,USD ISM Manufacturing,High,54.1,54.5,53.1
Wed Feb 01,15:00,GMT,usd,USD ISM Prices Paid,Medium,55.5,50,47.5
Wed Feb 01,15:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,4175K,2600K,3558K
Wed Feb 01,15:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,1476K,,374K
Wed Feb 01,15:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,-135K,-1375K,-2456K
Wed Feb 01,15:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,3017K,500K,-390K
Wed Feb 01,22:00,GMT,usd,USD Domestic Vehicle Sales,Low,11.05M,10.50M,10.45M
Wed Feb 01,22:00,GMT,usd,USD Total Vehicle Sales,Low,14.13M,13.50M,13.48M
Wed Feb 01,23:50,GMT,jpy,JPY Monetary Base (YoY),Low,15%,,13.5%
Thu Feb 02,00:00,GMT,nzd,NZD ANZ Commodity Price,Low,1.2%,,-0.8%
Thu Feb 02,00:30,GMT,aud,AUD Building Approvals (MoM),Low,-1.0%,2.0%,10.1%
Thu Feb 02,00:30,GMT,aud,AUD Building Approvals (YoY),Low,-24.5%,-22.1%,-17.5%
Thu Feb 02,00:30,GMT,aud,AUD Trade Balance (Australian dollar),Medium,1709M,1200M,1343M
Thu Feb 02,07:00,GMT,chf,CHF Trade Balance (Swiss franc),Medium,2.07B,2.50B,2.95B
Thu Feb 02,07:00,GMT,chf,CHF Exports (MoM),Low,6.1%,,-4.8%
Thu Feb 02,07:00,GMT,chf,CHF Imports (MoM),Low,7.6%,,-8.2%
Thu Feb 02,09:30,GMT,gbp,GBP Purchasing Manager Index Construction,Medium,51.4,52.5,53.2
Thu Feb 02,10:00,GMT,eur,EUR Euro-Zone Producer Price Index (MoM),Medium,-0.2%,-0.1%,0.2%
Thu Feb 02,10:00,GMT,eur,EUR Euro-Zone Producer Price Index (YoY),High,4.3%,4.3%,5.4%
Thu Feb 02,12:30,GMT,usd,USD Challenger Job Cuts (YoY),Low,38.9%,,30.6%
Thu Feb 02,13:00,GMT,usd,USD RBC Consumer Outlook Index,Low,45.1,,45.8
Thu Feb 02,13:30,GMT,usd,USD Non-Farm Productivity,Low,0.7%,0.8%,1.9%
Thu Feb 02,13:30,GMT,usd,USD Unit Labor Costs,Low,1.2%,0.8%,-2.1%
Thu Feb 02,13:30,GMT,usd,USD Initial Jobless Claims,Low,367K,375K,379K
Thu Feb 02,13:30,GMT,usd,USD Continuing Claims,Low,3437K,3535K,3567K
Thu Feb 02,14:00,GMT,USD,USD Fed's Evans Speaks to Reporters in Chicago,LOW,,,
Thu Feb 02,15:00,GMT,usd,USD Fed's Bernanke Testifies Before House Budget Committee,High,,,
Thu Feb 02,15:30,GMT,usd,USD EIA Natural Gas Storage Change,Low,-132,-129,-192
Thu Feb 02,21:45,GMT,nzd,NZD Net Migration s.a.,Low,-520,,-100
Thu Feb 02,22:30,GMT,aud,AUD AiG Performance of Service Index,Medium,51.9,,49
Fri Feb 03,,,CNY,CNY Leading Index,LOW,,,100.18
Fri Feb 03,,,USD,USD ICSC Chain Store Sales (YoY),Medium,,,3.5%
Fri Feb 03,00:01,GMT,gbp,GBP Lloyds Business Barometer,Low,-11,,-23
Fri Feb 03,00:15,GMT,USD,USD Fed's Fisher Speaks in Austin, Texas,LOW,,,
Fri Feb 03,01:00,GMT,cny,CNY China Non-manufacturing PMI,Medium,52.9,,56.0
Fri Feb 03,02:06,GMT,cny,CNY Industrial Profits YTD (YoY),Low,25.4%,,24.4%
Fri Feb 03,02:30,GMT,cny,CNY China HSBC Services PMI,Low,52.5,,52.5
Fri Feb 03,07:00,GMT,chf,CHF UBS Real Estate Bubble Index,Medium,0.80,,0.58
Fri Feb 03,08:45,GMT,eur,EUR Italian Purchasing Manager Index Services,Low,44.8,45.4,44.5
Fri Feb 03,08:50,GMT,eur,EUR French Purchasing Manager Index Services,Low,52.3,51.7,51.7
Fri Feb 03,08:55,GMT,eur,EUR German Purchasing Manager Index Services,Medium,53.7,54.5,54.5
Fri Feb 03,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Composite,Medium,50.4,50.4,50.4
Fri Feb 03,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Services,Medium,50.4,50.5,50.5
Fri Feb 03,09:30,GMT,gbp,GBP Purchasing Manager Index Services,Medium,56.0,53.3,54
Fri Feb 03,09:30,GMT,gbp,GBP Official Reserves (Changes),Low,$2477M,,-$1943M
Fri Feb 03,10:00,GMT,eur,EUR Euro-Zone Retail Sales (YoY),High,-1.6%,-1.3%,-1.5%
Fri Feb 03,10:00,GMT,eur,EUR Euro-Zone Retail Sales (MoM),Medium,-0.4%,0.3%,-0.4%
Fri Feb 03,12:00,GMT,cad,CAD Unemployment Rate,High,7.6%,7.5%,7.5%
Fri Feb 03,12:00,GMT,cad,CAD Net Change in Employment,High,2.3K,24.5K,21.7K
Fri Feb 03,12:00,GMT,cad,CAD Full Time Employment Change,Medium,-3.6%,,-21.7
Fri Feb 03,12:00,GMT,cad,CAD Part Time Employment Change,Medium,5.9,,43.3
Fri Feb 03,12:00,GMT,cad,CAD Participation Rate,Medium,66.7,66.6,66.7
Fri Feb 03,13:30,GMT,usd,USD Change in Private Payrolls,Medium,257K,160K,220K
Fri Feb 03,13:30,GMT,usd,USD Change in Manufacturing Payrolls,Medium,50K,12K,32K
Fri Feb 03,13:30,GMT,usd,USD Unemployment Rate,High,8.3%,8.5%,8.5%
Fri Feb 03,13:30,GMT,usd,USD Avg Weekly Hours All Employees,Medium,34.5,34.4,34.5
Fri Feb 03,13:30,GMT,usd,USD Change in Household Survey Employment,Low,847,,176
Fri Feb 03,13:30,GMT,usd,Underemployment Rate (U6),Medium,15.1%,,15.2%
Fri Feb 03,13:30,GMT,USD,USD Revisions: Establishment Employment Survey Annual Revisions,LOW,,,
Fri Feb 03,13:30,GMT,usd,USD Change in Non-farm Payrolls,High,243K,150K,203K
Fri Feb 03,13:30,GMT,usd,USD Avg Hourly Earning All Employees (MoM),Medium,0.2%,0.2%,0.1%
Fri Feb 03,13:30,GMT,usd,USD Avg Hourly Earning All Employees (YoY),Medium,1.9%,1.9%,2.1%
Fri Feb 03,15:00,GMT,usd,USD ISM Non-Manufacturing Composite,Medium,56.8,53.2,53.0
Fri Feb 03,15:00,GMT,usd,USD Factory Orders,Medium,1.1%,1.5%,2.2%
