date,currency,event,importance,actual,forecast,previous,timestamp
2013-10-16,GBP,CLAIMANT_COUNT_RATE,Medium,4,4.2,4.2,1381912200000
2013-10-16,GBP,JOBLESS_CLAIM,High,-41.7,-25,-41.6,1381912200000
2013-10-16,GBP,AVERAG_WEEKLI_EARNING,Medium,0.7,1,1.2,1381912200000
2013-10-16,GBP,WEEKLI_EARNING_EX_BONU,Medium,0.8,1,1,1381912200000
2013-10-16,GBP,ILO_UNEMPLOY_RATE,High,7.7,7.7,7.7,1381912200000
2013-10-16,GBP,EMPLOY_CHANG_M,High,155,125,80,1381912200000
2013-10-16,CHF,ZEW_SURVEI_EXPECT,Medium,24.9,,16.3,1381914000000
2013-10-16,EUR,ZONE_CPI,Medium,0.5,0.5,0.1,1381914000000
2013-10-16,EUR,ZONE_CPI,High,1.1,1.1,1.1,1381914000000
2013-10-16,EUR,ZONE_TRADE_BALANC,Low,12.3,11.8,11,1381914000000
2013-10-16,EUR,ZONE_TRADE_BALANC,Low,7.1,10,18,1381914000000
2013-10-16,EUR,ZONE_CPI_CORE,High,1,1,1,1381914000000
2013-10-16,USD,MBA_MORTGAG_APPLIC,Medium,0.3,,1.3,1381921200000
2013-10-16,CAD,MANUFACTUR_SHIPMENT,Low,-0.2,0.2,1.7,1381926600000
2013-10-16,USD,NAHB_HOUS_KET_INDEX,Medium,55,57,57,1381932000000
2013-10-16,NZD,ANZ_JOB_ADVERTIS,Low,1.1,,-1.3,1381957200000
2013-10-16,NZD,ANZ_CONSUM_CONFID_INDEX,Low,122.3,,118.8,1381968000000
2013-10-16,NZD,ANZ_CONSUM_CONFID,Low,2.9,,-3.4,1381968000000
2013-10-16,AUD,NAB_BUSI_CONFID,Medium,3,,-1,1381969800000
2013-10-16,CNY,FOREIGN_DIRECT_INVEST,Medium,4.9,5.7,0.6,1381975200000
2013-10-17,JPY,MACHIN_TOOL_ORDER,Medium,-6.3,,-6.3,1381989600000
2013-10-17,EUR,ZONE_CURRENT_ACCOUNT,Low,17.4,,15.5,1381996800000
2013-10-17,EUR,ZONE_CURRENT_ACCOUNT,Low,12,,26.1,1381996800000
2013-10-17,GBP,RETAIL_SALE,Medium,0.7,0.3,-0.8,1381998600000
2013-10-17,GBP,RETAIL_SALE,High,2.8,2.2,2.3,1381998600000
2013-10-17,GBP,RETAIL_SALE_INCL_AUTO,Medium,0.6,0.4,-0.8,1381998600000
2013-10-17,GBP,RETAIL_SALE_INCL_AUTO,High,2.2,2,2.1,1381998600000
2013-10-17,EUR,ZONE_CONSTRUCT_OUTPUT,Low,0.5,,0.7,1382000400000
2013-10-17,EUR,ZONE_CONSTRUCT_OUTPUT_WDA,Low,-4.7,,-2.2,1382000400000
2013-10-17,USD,CONTINU_CLAIM,Low,2859,2915,2902,1382013000000
2013-10-17,CAD,INTERN_SECUR_TRANSACT,Low,2.07,,6.11,1382013000000
2013-10-17,USD,JOBLESS_CLAIM,Medium,358,335,373,1382013000000
2013-10-17,USD,PHILADELPHIA_FED,Medium,19.8,15,22.3,1382018400000
2013-10-17,JPY,JAPAN_BUI_FOREIGN_STOCK,Low,116.4,,22.8,1382053800000
2013-10-17,JPY,JAPAN_BUI_FOREIGN_BOND,Low,380.7,,-2223.9,1382053800000
2013-10-17,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,143.6,,-27,1382053800000
2013-10-17,JPY,FOREIGN_BUI_JAPAN_BOND,Low,-322.7,,322.8,1382053800000
2013-10-17,CNY,GDP,High,7.7,7.7,7.6,1382061600000
2013-10-17,CNY,GDP,High,2.2,2.1,1.9,1382061600000
2013-10-17,CNY,INDUSTRI_PRODUCT,Medium,10.2,10.2,10.4,1382061600000
2013-10-17,CNY,RETAIL_SALE,Medium,12.9,12.9,12.8,1382061600000
2013-10-17,CNY,GDP,High,7.8,7.8,7.5,1382061600000
2013-10-17,CNY,INDUSTRI_PRODUCT,Medium,9.6,9.6,9.5,1382061600000
2013-10-17,CNY,FIX_ASSET_EX_RURAL,Medium,20.2,20.3,20.3,1382061600000
2013-10-17,CNY,RETAIL_SALE,Medium,13.3,13.5,13.4,1382061600000
2013-10-17,CNY,BUSI_CLIMAT_INDEX,Low,121.5,,120.6,1382061600000
2013-10-18,JPY,TOKYO_DEPART_STORE_SALE,Low,3.6,,5.6,1382074200000
2013-10-18,JPY,NATWID_DEPART_STORE_SALE,Low,2.8,,2.7,1382074200000
2013-10-18,CAD,CPI,Low,123.3,123.3,123.1,1382099400000
2013-10-18,CAD,CPI,High,1.1,1,1.1,1382099400000
2013-10-18,CAD,BANK_CANADA_CPI_CORE,High,1.3,1.4,1.3,1382099400000
2013-10-18,CAD,CPI,Medium,0.2,0.1,0,1382099400000
2013-10-18,CAD,BANK_CANADA_CPI_CORE,Medium,0.2,0.3,0.2,1382099400000
2013-10-18,CAD,CPI,Low,0.2,0.1,0.1,1382099400000
2013-10-18,CAD,CPI_CORE,Low,0.1,0.2,0,1382099400000
2013-10-20,NZD,NET_MIGRAT,Low,2740,,2160,1382305500000
2013-10-20,GBP,RIGHTMOV_HOUS_PRICE,Low,2.8,,-1.5,1382310060000
2013-10-20,GBP,RIGHTMOV_HOUS_PRICE,Low,3.8,,4.5,1382310060000
2013-10-20,JPY,ADJUSTED_MERCHANDIS_TRADE_BALANC,Low,-1091.3,-1127.4,-820.8,1382313000000
2013-10-20,JPY,MERCHANDIS_TRADE_EXPORT,Low,11.5,15.6,14.6,1382313000000
2013-10-20,JPY,MERCHANDIS_TRADE_IMPORT,Low,16.5,19.9,16,1382313000000
2013-10-20,JPY,MERCHANDIS_TRADE_BALANC_TOTAL,Medium,-932.1,-918.6,-962.8,1382313000000
2013-10-20,NZD,CRITE_CARD_SPEND,Medium,5.2,,6.6,1382320800000
2013-10-20,NZD,CRITE_CARD_SPEND,Low,-0.1,,1.2,1382320800000
2013-10-21,JPY,ALL_INDUSTRI_ACTIV_INDEX,Medium,0.3,0.2,0.4,1382329800000
2013-10-21,JPY,SUPERKET_SALE,Low,0.4,,0.1,1382331600000
2013-10-21,JPY,LEAD_INDEX,Medium,106.8,,106.5,1382331600000
2013-10-21,JPY,COINCID_INDEX,Medium,107.6,,107.6,1382331600000
2013-10-21,EUR,GERMAN_PRODUC_PRICE,Low,0.3,0.1,-0.1,1382335200000
2013-10-21,EUR,GERMAN_PRODUC_PRICE,Low,-0.5,-0.7,-0.5,1382335200000
2013-10-21,CHF,MONEI_SUPPLI,Low,9.7,,10.5,1382338800000
2013-10-21,JPY,CONVENI_STORE_SALE,Low,-1.6,,-1.4,1382338800000
2013-10-21,EUR,ZONE_GOVERN_DEBT_GDP_RATIO,Low,90.6,,90.6,1382346000000
2013-10-21,CAD,WHOLESAL_SALE,Low,0.5,0.3,1.7,1382358600000
2013-10-21,USD,EXISTING_HOME_SALE,Medium,-1.9,-3.3,0,1382364000000
2013-10-21,USD,EXISTING_HOME_SALE,Low,5.29,5.3,5.39,1382364000000
2013-10-22,CHF,TRADE_BALANC_SWISS_FRANC,Medium,2.49,2.01,1.86,1382421600000
2013-10-22,CHF,EXPORT,Low,2,,1.9,1382421600000
2013-10-22,CHF,IMPORT,Low,3.1,,-3.9,1382421600000
2013-10-22,GBP,PUBLIC_FINANC_PSNCR_POUND,Medium,-0.6,8.2,-2.7,1382430600000
2013-10-22,GBP,PSNB_EX_INTERVENT,Low,11.1,11.3,12.5,1382430600000
2013-10-22,GBP,PUBLIC_SECTOR_NET_BORROW_POUND,Medium,9.4,10,10.8,1382430600000
2013-10-22,USD,CHANG_MANUFACTUR_PAYROL,Low,2,5,13,1382445000000
2013-10-22,USD,AVERAG_HOURLI_EARNING,Medium,0.1,0.2,0.3,1382445000000
2013-10-22,USD,CHANG_HOUSEHOLD_EMPLOY,Medium,133,,-115,1382445000000
2013-10-22,USD,AVERAG_WEEKLI_HOUR_ALL_EMPLOYE,Medium,34.5,34.5,34.5,1382445000000
2013-10-22,USD,LABOR_FORC_PARTICIP_RATE,Medium,63.2,,63.2,1382445000000
2013-10-22,CAD,RETAIL_SALE_LESS_AUTO,Low,0.4,0.2,0.8,1382445000000
2013-10-22,CAD,RETAIL_SALE,Medium,0.2,0.3,0.5,1382445000000
2013-10-22,USD,UNEMPLOY_RATE,High,7.2,7.3,7.3,1382445000000
2013-10-22,USD,UNEMPLOY_RATE,Medium,13.6,,13.7,1382445000000
2013-10-22,USD,CHANG_NONFARM_PAYROL,High,148,180,193,1382445000000
2013-10-22,USD,TWO_MONTH_PAYROL_NET_REVISION,Medium,9,,,1382445000000
2013-10-22,USD,CHANG_PRIVAT_PAYROL,Medium,126,180,161,1382445000000
2013-10-22,USD,AVERAG_HOURLI_EARNING,Medium,2.1,2.1,2.3,1382445000000
2013-10-22,USD,NET_LONG_TERM_TIC_FLOW,Low,-8.9,31,31,1382446800000
2013-10-22,USD,RICHMOND_FED_MANUFACTUR_INDEX,Low,1,0,0,1382450400000
2013-10-22,USD,CONSTRUCT_SPEND,Medium,0.6,0.4,1.4,1382450400000
2013-10-22,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,77,78,90,1382452200000
2013-10-22,AUD,CONFER_BOARD_LEAD_INDEX,Medium,-0.2,,0.2,1382482800000
2013-10-22,AUD,DEWR_SKILL_VACANC,Low,0.5,,0.6,1382486400000
2013-10-22,AUD,CPI,Medium,1.2,0.8,0.4,1382488200000
2013-10-22,AUD,CPI,High,2.2,1.8,2.4,1382488200000
2013-10-22,AUD,CPI_RBA_WEIGHT_MIAN,Medium,2.3,2.3,2.5,1382488200000
2013-10-22,AUD,CPI_RBA_TRIM_MEAN,Low,0.7,0.6,0.6,1382488200000
2013-10-22,AUD,CPI_RBA_TRIM_MEAN,Medium,2.3,2.1,2.3,1382488200000
2013-10-22,AUD,CPI_RBA_WEIGHT_MIAN,Low,0.6,0.6,0.6,1382488200000
2013-10-23,GBP,BBA_LOAN_HOUS_PURCHAS,Medium,42990,39500,38834,1382517000000
2013-10-23,USD,MBA_MORTGAG_APPLIC,Medium,-0.6,,0.3,1382526000000
2013-10-23,USD,IMPORT_PRICE_INDEX,Low,-1,-1,-0.2,1382531400000
2013-10-23,USD,IMPORT_PRICE_INDEX,Low,0.2,0.2,0.2,1382531400000
2013-10-23,USD,HOUS_PRICE_INDEX,Medium,0.3,0.8,0.8,1382533200000
2013-10-23,CAD,BANK_CANADA_RATE_DECISION,High,1,1,1,1382536800000
2013-10-23,EUR,ZONE_CONSUM_CONFID,Medium,-14.5,-14.5,-14.9,1382536800000
2013-10-23,USD,DOE_CRUDE_OIL_INVENTORI,Low,5246,3000,3999,1382538600000
2013-10-23,USD,DOE_GASOLIN_INVENTORI,Low,-1805,-1000,-2570,1382538600000
2013-10-23,USD,DOE_CUSH_OK_CRUDE_INVENTORI,Low,358,,366,1382538600000
2013-10-23,USD,DOE_DISTIL_INVENTORI,Low,1537,-1800,-1801,1382538600000
2013-10-23,NZD,EXPORT,Low,3.83,3.46,3.3,1382564700000
2013-10-23,NZD,TRADE_BALANC,Medium,-199,-680,-1234,1382564700000
2013-10-23,NZD,IMPORT,Low,4.03,4.13,4.53,1382564700000
2013-10-23,NZD,BALANC,Medium,-1536,-2073,-2128,1382564700000
2013-10-23,JPY,FOREIGN_BUI_JAPAN_BOND,Low,-6.7,,-183.9,1382572200000
2013-10-23,JPY,JAPAN_BUI_FOREIGN_BOND,Medium,1412.7,,386.9,1382572200000
2013-10-23,JPY,JAPAN_BUI_FOREIGN_STOCK,Medium,-46.9,,116.9,1382572200000
2013-10-23,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,297.8,,144.7,1382572200000
2013-10-23,CNY,HSBC_KIT_FLASH_MFG_PMI,Medium,50.9,50.4,50.2,1382579100000
2013-10-24,EUR,FRENCH_PURCHAS_MANAG_INDEX_SERVIC,Low,50.2,51.3,51,1382598000000
2013-10-24,EUR,FRENCH_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,49.4,50.1,49.8,1382598000000
2013-10-24,EUR,GERMAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,51.5,51.4,51.1,1382599800000
2013-10-24,EUR,GERMAN_PURCHAS_MANAG_INDEX_SERVIC,Medium,52.3,53.7,53.7,1382599800000
2013-10-24,EUR,ZONE_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,51.3,51.4,51.1,1382601600000
2013-10-24,EUR,ZONE_PURCHAS_MANAG_INDEX_SERVIC,Medium,50.9,52.2,52.2,1382601600000
2013-10-24,EUR,ZONE_PURCHAS_MANAG_INDEX_COMPOSIT,Medium,51.5,52.4,52.2,1382601600000
2013-10-24,GBP,CBI_TREND_SELL_PRICE,Low,-2,4,3,1382608800000
2013-10-24,GBP,CBI_BUSI_OPTIM,Low,24,17,7,1382608800000
2013-10-24,GBP,CBI_TREND_TOTAL_ORDER,Low,-4,10,9,1382608800000
2013-10-24,USD,TRADE_BALANC,Medium,-38.8,-39.4,-38.6,1382617800000
2013-10-24,USD,JOBLESS_CLAIM,Medium,350,340,362,1382617800000
2013-10-24,USD,CONTINU_CLAIM,Low,2874,2870,2882,1382617800000
2013-10-24,USD,KIT_PMI_PRELIMINARI,Medium,51.1,52.5,52.8,1382619480000
2013-10-24,USD,JOLT_JOB_OPENING,Low,3883,3765,3808,1382623200000
2013-10-24,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,87,82,77,1382625000000
2013-10-24,USD,KANSA_CITI_FED_MANF_ACTIV,Low,6,2,2,1382626800000
2013-10-24,JPY,TOKYO_CPI_EX_FRESH_FOOD,Low,0.3,0.3,0.2,1382657400000
2013-10-24,JPY,NATION_CPI,High,1.1,0.9,0.9,1382657400000
2013-10-24,JPY,NATION_CPI_EX_FRESH_FOOD,Medium,0.7,0.7,0.8,1382657400000
2013-10-24,JPY,TOKYO_CPI,Low,0.6,0.5,0.5,1382657400000
2013-10-24,JPY,CORPOR_SERVIC_PRICE,Low,0.7,0.8,0.7,1382658600000
2013-10-25,EUR,GERMAN_IFO_BUSI_CLIMAT,Medium,107.4,108,107.7,1382688000000
2013-10-25,EUR,GERMAN_IFO_CURRENT_ASSESS,Medium,111.3,111.4,111.4,1382688000000
2013-10-25,EUR,GERMAN_IFO_EXPECT,Medium,103.6,104.5,104.2,1382688000000
2013-10-25,EUR,ZONE,Low,2.1,2.4,2.3,1382688000000
2013-10-25,EUR,ZONE,Low,2.2,2.3,2.3,1382688000000
2013-10-25,GBP,GDP,High,1.5,1.5,1.3,1382689800000
2013-10-25,GBP,INDEX_SERVIC,Low,0.4,0.4,0.3,1382689800000
2013-10-25,GBP,INDEX_SERVIC,Low,0.6,0.5,0.5,1382689800000
2013-10-25,GBP,GDP,Medium,0.8,0.8,0.7,1382689800000
2013-10-25,USD,DURABL_GOOD_ORDER,High,3.7,2.3,0.2,1382704200000
2013-10-25,USD,DURABL_EX_TRANSPORT,Medium,-0.1,0.5,-0.4,1382704200000
2013-10-25,USD,CAP_GOOD_ORDER_NONDEF_EX_AIR,Low,-1.1,1,0.4,1382704200000
2013-10-25,USD,CAP_GOOD_SHIP_NONDEF_EX_AIR,Low,-0.2,1.1,1.1,1382704200000
2013-10-25,USD,UOF_MICHIGAN_CONFID,Medium,73.2,75,75.2,1382709300000
2013-10-26,CNY,INDUSTRI_PROFIT,Medium,13.5,,12.8,1382837400000
2013-10-27,GBP,HOMETRACK_HOUS_SURVEI,Low,0.5,,0.5,1382918460000
2013-10-27,GBP,HOMETRACK_HOUS_SURVEI,Low,3.1,,2.4,1382918460000
2013-10-28,GBP,CBI_REPORT_SALE,Low,2,32,34,1382958000000
2013-10-28,USD,INDUSTRI_PRODUCT,Medium,0.6,0.4,0.4,1382966100000
2013-10-28,USD,CAPAC_UTIL,Low,78.3,78,77.9,1382966100000
2013-10-28,USD,MANUFACTUR_PRODUCT,Medium,0.1,0.3,0.5,1382966100000
2013-10-28,USD,PEND_HOME_SALE,Low,-5.6,0,-1.6,1382968800000
2013-10-28,USD,PEND_HOME_SALE,Medium,1.1,3.5,2.8,1382968800000
2013-10-28,USD,DALLA_FED_MANUFACTUR_ACTIV,Medium,3.6,10,12.8,1382970600000
2013-10-28,JPY,HOUSEHOLD_SPEND,Medium,3.7,0.5,-1.6,1383003000000
2013-10-28,JPY,JOBLESS_RATE,Low,4,4,4.1,1383003000000
2013-10-28,JPY,JOB_TO_APPLIC_RATIO,Low,0.95,0.96,0.95,1383003000000
2013-10-28,JPY,RETAIL_TRADE,Medium,3.1,1.8,1.1,1383004200000
2013-10-28,JPY,RETAIL_TRADE,Low,1.8,0.5,0.9,1383004200000
2013-10-28,JPY,LARG_RETAIL_SALE,Medium,0.7,0.7,-0.1,1383004200000
2013-10-29,CNY,LEAD_INDEX,Medium,99.64,,99.89,1383021420000
2013-10-29,JPY,SMALL_BUSI_CONFID,Medium,50.8,,49.8,1383022800000
2013-10-29,GBP,NET_CONSUM_CRITE,Medium,0.4,0.7,0.6,1383039000000
2013-10-29,GBP,NET_LEND_SEC_DWELL,Low,1,1.3,1.1,1383039000000
2013-10-29,GBP,MORTGAG_APPROV,Medium,66.7,66,63.4,1383039000000
2013-10-29,GBP,MONEI_SUPPLI,Low,0.6,0.5,0.7,1383039000000
2013-10-29,GBP,MONEI_SUPPLI,Low,2.6,2.5,2.1,1383039000000
2013-10-29,GBP,EX_IOFC_M_ANNUALISED,Low,4.3,4.4,4.5,1383039000000
2013-10-29,CAD,RAW_MATERI_PRICE_INDEX,Low,-1.5,-0.5,0.9,1383049800000
2013-10-29,USD,PPI,Low,-0.1,0.2,0.3,1383049800000
2013-10-29,USD,PPI_EX_FOOD_ENERGI,Medium,1.2,1.2,1.1,1383049800000
2013-10-29,USD,PPI,Medium,0.3,0.6,1.4,1383049800000
2013-10-29,USD,ADVANC_RETAIL_SALE,High,-0.1,0,0.2,1383049800000
2013-10-29,USD,RETAIL_SALE_EX_AUTO_GAS,Medium,0.4,0.5,0.1,1383049800000
2013-10-29,USD,RETAIL_SALE_CONTROL_GROUP,Low,0.5,0.4,0.2,1383049800000
2013-10-29,USD,RETAIL_SALE_LESS_AUTO,Low,0.4,0.4,0.1,1383049800000
2013-10-29,USD,PPI_EX_FOOD_ENERGI,Low,0.1,0.1,0,1383049800000
2013-10-29,CAD,INDUSTRI_PRODUCT_PRICE,Low,-0.3,-0.1,0.3,1383049800000
2013-10-29,USD,SANDP_CS_CITI,Low,0.93,0.65,0.6,1383051600000
2013-10-29,USD,SANDP_CASE_SHILLER_COMPOSIT,Low,12.82,12.5,12.31,1383051600000
2013-10-29,USD,SANDP_CASE_SHILLER_HOME_PRICE_INDEX,Low,164.53,,162.39,1383051600000
2013-10-29,USD,BUSI_INVENTORI,Medium,0.3,0.3,0.4,1383055200000
2013-10-29,USD,CONSUM_CONFID,High,71.2,75,80.2,1383055200000
2013-10-29,JPY,INDUSTRI_PRODUCT,Medium,5.4,5.5,-0.4,1383090600000
2013-10-29,JPY,INDUSTRI_PRODUCT,Low,1.5,1.8,-0.9,1383090600000
2013-10-29,AUD,HIA_NEW_HOME_SALE,Medium,6.4,,3.4,1383091200000
2013-10-30,JPY,VEHICL_PRODUCT,Low,13,,-7.6,1383105600000
2013-10-30,CHF,UBS_CONSUMPT,Medium,1.56,,1.32,1383116400000
2013-10-30,EUR,SPANISH_GDP,Medium,-1.2,-1.2,-1.6,1383120000000
2013-10-30,EUR,SPANISH_GDP,Low,0.1,0.1,-0.1,1383120000000
2013-10-30,CHF,KOF_SWISS_LEAD,Medium,1.72,1.6,1.54,1383120000000
2013-10-30,EUR,GERMAN_UNEMPLOY_CHANG,High,2,0,24,1383123300000
2013-10-30,EUR,GERMAN_UNEMPLOY_RATE,High,6.9,6.9,6.9,1383123300000
2013-10-30,GBP,LLOYD_BUSI_BAROMET,Low,63,,57,1383125400000
2013-10-30,EUR,ZONE_ECONOM_CONFID,Medium,97.8,97.2,96.9,1383127200000
2013-10-30,EUR,ZONE_INDUSTRI_CONFID,Low,-4.8,-6.5,-6.6,1383127200000
2013-10-30,EUR,ZONE_CONSUM_CONFID,Medium,-14.5,-14.5,-14.5,1383127200000
2013-10-30,EUR,ZONE_BUSI_CLIMAT,Low,-0.01,-0.19,-0.19,1383127200000
2013-10-30,EUR,ZONE_SERVIC_CONFID,Medium,-3.7,-2.8,-3.2,1383127200000
2013-10-30,USD,MBA_MORTGAG_APPLIC,Medium,6.4,,-0.6,1383130800000
2013-10-30,USD,ADP_EMPLOY_CHANG,Medium,130,150,145,1383135300000
2013-10-30,USD,CPI_EX_FOOD_ENERGI,High,1.7,1.8,1.8,1383136200000
2013-10-30,USD,CPI,High,1.2,1.2,1.5,1383136200000
2013-10-30,USD,CPI_CORE_INDEX,Low,234.589,234.7,234.302,1383136200000
2013-10-30,USD,CPI_EX_FOOD_ENERGI,Medium,0.1,0.2,0.1,1383136200000
2013-10-30,USD,CPI,Medium,0.2,0.2,0.1,1383136200000
2013-10-30,USD,CPI,Low,234.149,234.086,233.877,1383136200000
2013-10-30,EUR,GERMAN_CPI,High,1.2,1.4,1.4,1383138000000
2013-10-30,EUR,GERMAN_CPI,Medium,-0.2,0,0,1383138000000
2013-10-30,EUR,GERMAN_CPI_EU_HARMON,Medium,-0.2,0,0,1383138000000
2013-10-30,EUR,GERMAN_CPI_EU_HARMON,High,1.3,1.5,1.6,1383138000000
2013-10-30,USD,DOE_CUSH_OK_CRUDE_INVENTORI,Low,2178,,358,1383143400000
2013-10-30,USD,DOE_GASOLIN_INVENTORI,Low,-1713,-200,-1805,1383143400000
2013-10-30,USD,DOE_CRUDE_OIL_INVENTORI,Low,4087,2400,5246,1383143400000
2013-10-30,USD,DOE_DISTIL_INVENTORI,Low,-3058,-1000,1537,1383143400000
2013-10-30,USD,FERAL_OPEN_KET_COMMITTE_RATE_DECISION,High,0.25,0.25,0.25,1383156000000
2013-10-30,USD,FED_PACE_PURCHAS_TREASURI,High,40,40,40,1383156000000
2013-10-30,USD,FED_PACE_PURCHAS_TREASURI,High,45,45,45,1383156000000
2013-10-30,NZD,RESERV_BANK_NEW_ZEALAND_RATE_DECISION,High,2.5,2.5,2.5,1383163200000
2013-10-30,USD,MONTHLI_BUDGET_STATEM,Medium,75.1,69,75.2,1383165000000
2013-10-30,NZD,BUILD_PERMIT,Low,1.4,,1.5,1383169500000
2013-10-30,JPY,NOMURA_JMMA_MANUFACTUR_PURCHAS_MANAG_INDEX,Medium,54.2,,52.5,1383174900000
2013-10-30,JPY,JAPAN_BUI_FOREIGN_BOND,Medium,1036.6,,1412.5,1383177000000
2013-10-30,JPY,JAPAN_BUI_FOREIGN_STOCK,Medium,-252.3,,-47,1383177000000
2013-10-30,JPY,FOREIGN_BUI_JAPAN_BOND,Low,127.1,,-8.9,1383177000000
2013-10-30,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,-8,,297.8,1383177000000
2013-10-30,NZD,NBNZ_BUSI_CONFID,Medium,53.2,,54.1,1383177600000
2013-10-30,NZD,ANZ_ACTIV_OUTLOOK,Low,47.1,,45.3,1383177600000
2013-10-30,GBP,GFK_CONSUM_CONFID_SURVEI,Medium,-11,-8,-10,1383177900000
2013-10-30,AUD,IMPORT_PRICE_INDEX,Low,6.1,3.5,-0.3,1383179400000
2013-10-30,AUD,EXPORT_PRICE_INDEX,Low,4.2,3.3,-0.3,1383179400000
2013-10-30,AUD,PRIVAT_SECTOR_CRITE,Low,0.3,0.4,0.3,1383179400000
2013-10-30,AUD,PRIVAT_SECTOR_CRITE,Medium,3.3,3.4,3.4,1383179400000
2013-10-30,AUD,BUILD_APPROV,Low,14.4,2.8,-1.6,1383179400000
2013-10-30,AUD,BUILD_APPROV,Medium,18.6,1.2,11.1,1383179400000
2013-10-30,JPY,LABOR_CASH_EARNING,Low,0.1,-0.4,-0.9,1383183000000
2013-10-30,NZD,MONEI_SUPPLI,Low,7.3,,6.5,1383184800000
2013-10-31,JPY,BOJ_MONETARI_BASE_TARGET,Medium,270,270,270,1383192840000
2013-10-31,JPY,HOUS_START,Medium,19.4,12.1,8.8,1383195600000
2013-10-31,JPY,ANNUALIZED_HOUS_START,Medium,1.044,0.983,0.96,1383195600000
2013-10-31,JPY,CONSTRUCT_ORDER,Low,89.8,,21.4,1383195600000
2013-10-31,EUR,GERMAN_RETAIL_SALE,Low,-0.4,0.4,-0.2,1383202800000
2013-10-31,EUR,GERMAN_RETAIL_SALE,Medium,0.2,1.1,0.4,1383202800000
2013-10-31,GBP,NATWID_HOUS_PRICE,Low,1,0.7,0.9,1383202800000
2013-10-31,GBP,NATWID_HOUS_PRICE,Low,5.8,5.1,5,1383202800000
2013-10-31,EUR,GERMAN_GFK_CONSUM_CONFID_SURVEI,Medium,7,7.2,7.1,1383202800000
2013-10-31,EUR,GERMAN_IMPORT_PRICE_INDEX,Low,-2.8,-2.8,-3.4,1383202800000
2013-10-31,EUR,ITALIAN_UNEMPLOY_RATE,Low,12.5,12.3,12.4,1383210000000
2013-10-31,EUR,ZONE_UNEMPLOY_RATE,Medium,12.2,12,12.2,1383213600000
2013-10-31,EUR,ZONE_CPI_ESTIM,High,0.7,1.1,1.1,1383213600000
2013-10-31,EUR,ZONE_CPI_CORE,High,0.8,1,1,1383213600000
2013-10-31,USD,RBC_CONSUM_OUTLOOK_INDEX,Low,47,,50.7,1383219000000
2013-10-31,CAD,GDP,Medium,0.3,0.1,0.6,1383222600000
2013-10-31,CAD,GDP,High,2,1.7,1.5,1383222600000
2013-10-31,CAD,AVERAG_WEEKLI_EARNING,Low,1.3,,1.3,1383222600000
2013-10-31,USD,JOBLESS_CLAIM,Medium,340,338,350,1383222600000
2013-10-31,USD,CONTINU_CLAIM,Low,2881,2870,2850,1383222600000
2013-10-31,USD,CHICAGO_PURCHAS_MANAG,Medium,65.9,55,55.7,1383227100000
2013-10-31,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,38,33,87,1383229800000
2013-10-31,AUD,AIG_PERFORM_MANUFACTUR_INDEX,Medium,53.2,,51.7,1383258600000
2013-10-31,AUD,RPDATA_RISK_HOUS_PX,Low,1.3,,1.6,1383260400000
2013-10-31,AUD,PPI,Low,1.3,,0.1,1383265800000
2013-10-31,AUD,PPI,Low,1.9,,1.2,1383265800000
2013-10-31,CNY,MANUFACTUR_PMI,High,51.4,51.2,51.1,1383267600000
2013-10-31,CNY,HSBC_KIT_MANUFACTUR_PMI,Medium,50.9,50.7,50.2,1383270300000
2013-11-01,JPY,VEHICL_SALE,Low,17.3,,12.4,1383282000000
2013-11-01,AUD,RBA_COMMOD_INDEX,Low,88.1,,90.3,1383283800000
2013-11-01,AUD,RBA_COMMOD_INDEX_SDR,Low,-1,,-3.1,1383283800000
2013-11-01,CHF,PMI_MANUFACTUR,Medium,54.2,55.2,55.3,1383294600000
2013-11-01,GBP,PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,56,56.4,56.3,1383298200000
2013-11-01,USD,KIT_PMI_FINAL,Medium,51.8,51.1,51.1,1383310680000
2013-11-01,USD,ISM,High,56.4,55,56.2,1383314400000
2013-11-01,USD,ISM,Medium,55.5,55,56.5,1383314400000
2013-11-01,USD,TOTAL_VEHICL_SALE,Low,15.15,15.43,15.21,1383331380000
2013-11-01,USD,DOMEST_VEHICL_SALE,Low,11.73,11.9,11.66,1383331380000
2013-11-02,CNY,NON_MANUFACTUR_PMI,High,56.3,,55.4,1383440400000
2013-11-03,AUD,TD_SECUR_INFLAT,Low,0.1,,0.2,1383521400000
2013-11-03,AUD,TD_SECUR_INFLAT,Medium,2.1,,2.1,1383521400000
2013-11-03,NZD,ANZ_COMMOD_PRICE,Low,1.3,,1,1383523200000
2013-11-03,AUD,RETAIL_SALE,Medium,0.8,0.4,0.5,1383525000000
