date,currency,event,importance,actual,forecast,previous,timestamp
2013-08-18,NZD,PERFORM_SERVIC_INDEX,Medium,58.1,,55.1,1376865000000
2013-08-18,NZD,PRODUC_PRICE_OUTPUT,Low,1,,0.8,1376865900000
2013-08-18,NZD,PRODUC_PRICE_INPUT,Low,0.6,,0.8,1376865900000
2013-08-18,GBP,RIGHTMOV_HOUS_PRICE,Low,-1.8,,0.3,1376866860000
2013-08-18,GBP,RIGHTMOV_HOUS_PRICE,Medium,5.5,,4.8,1376866860000
2013-08-18,JPY,MERCHANDIS_TRADE_EXPORT,Low,12.2,12.8,7.4,1376869800000
2013-08-18,JPY,MERCHANDIS_TRADE_IMPORT,Low,19.6,16,11.8,1376869800000
2013-08-18,JPY,MERCHANDIS_TRADE_BALANC_TOTAL,Medium,-1024,-773.5,-182.3,1376869800000
2013-08-18,JPY,ADJUSTED_MERCHANDIS_TRADE_BALANC,Low,-944,-741.3,-663.7,1376869800000
2013-08-18,AUD,NEW_MOTOR_VEHICL_SALE,Low,-3.5,,3.6,1376875800000
2013-08-18,AUD,NEW_MOTOR_VEHICL_SALE,Low,3,,6.9,1376875800000
2013-08-19,JPY,LEAD_INDEX,Medium,107.2,,107,1376888400000
2013-08-19,JPY,COINCID_INDEX,Medium,105.5,,105.2,1376888400000
2013-08-20,NZD,RESERV_BANK_NEW_ZEALAND_YEAR_INFLAT_EXPECT,Medium,2.4,,2.1,1376967600000
2013-08-20,JPY,ALL_INDUSTRI_ACTIV_INDEX,Medium,-0.6,-0.7,1.2,1376973000000
2013-08-20,JPY,NATWID_DEPART_STORE_SALE,Low,-2.5,,7.2,1376976600000
2013-08-20,JPY,TOKYO_DEPART_STORE_SALE,Low,-1,,9.4,1376976600000
2013-08-20,EUR,GERMAN_PRODUC_PRICE,Low,0.5,0.7,0.6,1376978400000
2013-08-20,EUR,GERMAN_PRODUC_PRICE,Low,-0.1,0.2,0,1376978400000
2013-08-20,JPY,CONVENI_STORE_SALE,Low,-0.8,,0.1,1376982000000
2013-08-20,EUR,ZONE_CONSTRUCT_OUTPUT,Low,0.7,,0.5,1376989200000
2013-08-20,EUR,ZONE_CONSTRUCT_OUTPUT_WDA,Low,-3,,-3.8,1376989200000
2013-08-20,CAD,WHOLESAL_SALE,Low,-2.8,-0.5,2.2,1377001800000
2013-08-20,USD,CHICAGO_FED_NAT_ACTIV_INDEX,Low,-0.15,-0.1,-0.23,1377001800000
2013-08-20,NZD,NET_MIGRAT,Low,1980,,2230,1377038700000
2013-08-20,AUD,DEWR_SKILL_VACANC,Low,0.7,,0.3,1377046800000
2013-08-20,CNY,CONFER_BOARD_CHINA_YLEAD_ECONOM_INDEX,Low,267.3,,263.6,1377050400000
2013-08-21,NZD,CRITE_CARD_SPEND,Low,-0.3,,1.4,1377054000000
2013-08-21,NZD,CRITE_CARD_SPEND,Medium,4.7,,3.7,1377054000000
2013-08-21,JPY,SUPERKET_SALE,Low,-0.5,,2.7,1377061200000
2013-08-21,CHF,MONEI_SUPPLI,Low,10.8,,11.3,1377068400000
2013-08-21,GBP,PSNB_EX_INTERVENT,Low,0.1,-2.9,8.7,1377073800000
2013-08-21,GBP,PUBLIC_FINANC_PSNCR_POUND,Low,-19.6,-8.7,-1,1377073800000
2013-08-21,GBP,PUBLIC_SECTOR_NET_BORROW_POUND,Medium,-1.6,-5,10.5,1377073800000
2013-08-21,USD,MBA_MORTGAG_APPLIC,Low,-4.6,,-4.7,1377082800000
2013-08-21,USD,EXISTING_HOME_SALE,Low,5.39,5.15,5.06,1377093600000
2013-08-21,USD,EXISTING_HOME_SALE,Medium,6.5,1.4,-1.6,1377093600000
2013-08-21,USD,DOE_CUSH_OK_CRUDE_INVENTORI,Low,-1090,,-1359,1377095400000
2013-08-21,USD,DOE_GASOLIN_INVENTORI,Low,-4029,-1500,-1169,1377095400000
2013-08-21,USD,DOE_DISTIL_INVENTORI,Low,871,1000,2027,1377095400000
2013-08-21,USD,DOE_CRUDE_OIL_INVENTORI,Low,-1428,-1500,-2812,1377095400000
2013-08-21,JPY,FOREIGN_BUI_JAPAN_BOND,Low,38.7,,403.9,1377129000000
2013-08-21,JPY,JAPAN_BUI_FOREIGN_BOND,Medium,-903.8,,1625.2,1377129000000
2013-08-21,JPY,JAPAN_BUI_FOREIGN_STOCK,Medium,-3,,-101.29,1377129000000
2013-08-21,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,47.9,,-148.5,1377129000000
2013-08-21,AUD,CONFER_BOARD_LEAD_INDEX,Medium,-0.2,,0,1377129600000
2013-08-21,CNY,HSBC_KIT_FLASH_MANUFACTUR_PMI,Medium,50.1,48.2,47.7,1377135900000
2013-08-22,CHF,TRADE_BALANC_SWISS_FRANC,Medium,2.38,2.6,2.82,1377151200000
2013-08-22,CHF,IMPORT,Low,3.2,,-2.6,1377151200000
2013-08-22,CHF,EXPORT,Low,-1.9,,3.1,1377151200000
2013-08-22,JPY,MACHIN_TOOL_ORDER,Medium,-12.2,,-12.1,1377151200000
2013-08-22,EUR,FRENCH_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,49.7,50.3,49.7,1377154800000
2013-08-22,EUR,FRENCH_PURCHAS_MANAG_INDEX_SERVIC,Low,47.7,49.2,48.6,1377154800000
2013-08-22,EUR,GERMAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,52,51.1,50.7,1377156600000
2013-08-22,EUR,GERMAN_PURCHAS_MANAG_INDEX_SERVIC,Medium,52.4,51.7,51.3,1377156600000
2013-08-22,EUR,ZONE_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,51.3,50.7,50.3,1377158400000
2013-08-22,EUR,ZONE_PURCHAS_MANAG_INDEX_SERVIC,Medium,51,50.2,49.8,1377158400000
2013-08-22,EUR,ZONE_PURCHAS_MANAG_INDEX_COMPOSIT,Medium,51.7,50.9,50.5,1377158400000
2013-08-22,USD,JOBLESS_CLAIM,Medium,336,330,323,1377174600000
2013-08-22,CAD,RETAIL_SALE,Medium,-0.6,-0.4,1.8,1377174600000
2013-08-22,USD,CONTINU_CLAIM,Low,2999,2963,2970,1377174600000
2013-08-22,CAD,RETAIL_SALE_LESS_AUTO,Low,-0.8,0,1.1,1377174600000
2013-08-22,USD,KIT_PMI_PRELIMINARI,Medium,53.9,54.2,,1377176280000
2013-08-22,USD,HOUS_PRICE_PURCHAS_INDEX,Low,2.1,2.45,2.26,1377176400000
2013-08-22,USD,HOUS_PRICE_INDEX,Medium,0.7,0.6,0.8,1377176400000
2013-08-22,USD,LEAD,Medium,0.6,0.5,0,1377180000000
2013-08-22,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,57,65,65,1377181800000
2013-08-22,USD,KANSA_CITI_FED_MANF_ACTIV,Low,8,6,6,1377183600000
2013-08-22,CNY,FOREIGN_DIRECT_INVEST,Medium,24.1,14,20.1,1377223200000
2013-08-23,EUR,GERMAN_GDP,Low,0.7,0.7,0.7,1377237600000
2013-08-23,EUR,GERMAN_CAPIT_INVEST,Low,1.9,1.5,-2.1,1377237600000
2013-08-23,EUR,GERMAN_GDP_WDA,Medium,0.5,0.5,0.5,1377237600000
2013-08-23,EUR,GERMAN_PRIVAT_CONSUMPT,Low,0.5,0.4,0.2,1377237600000
2013-08-23,EUR,GERMAN_GOVERN_SPEND,Low,0.6,0.3,0.1,1377237600000
2013-08-23,EUR,GERMAN_CONSTRUCT_INVEST,Low,2,6,1.7,1377237600000
2013-08-23,EUR,GERMAN_DOMEST_DEMAND,Low,0.6,0.6,0.2,1377237600000
2013-08-23,EUR,GERMAN_EXPORT,Low,2.2,2,-0.7,1377237600000
2013-08-23,EUR,GERMAN_IMPORT,Low,2,1.7,-0.4,1377237600000
2013-08-23,EUR,GERMAN_GDP,Medium,0.9,0.9,0.9,1377237600000
2013-08-23,GBP,GDP,Medium,0.7,0.6,0.6,1377246600000
2013-08-23,GBP,GOVERN_SPEND,Low,0.9,0,0.1,1377246600000
2013-08-23,GBP,EXPORT,Low,3.6,1.5,-0.1,1377246600000
2013-08-23,GBP,TOTAL_BUSI_INVEST,Low,-3.5,,-5.5,1377246600000
2013-08-23,GBP,BBA_LOAN_HOUS_PURCHAS,Medium,37200,39400,37337,1377246600000
2013-08-23,GBP,GDP,Medium,1.5,1.4,1.4,1377246600000
2013-08-23,GBP,PRIVAT_CONSUMPT,Low,0.4,0.4,0.3,1377246600000
2013-08-23,GBP,GROSS_FIX_CAPIT_FORMAT,Low,1.7,0.5,0.2,1377246600000
2013-08-23,GBP,IMPORT,Low,2.5,1.1,-2,1377246600000
2013-08-23,GBP,INDEX_SERVIC,Low,0.6,0.7,0.7,1377246600000
2013-08-23,GBP,TOTAL_BUSI_INVEST,Low,0.9,,-1.2,1377246600000
2013-08-23,EUR,ECB_ANNOUNC_YEAR_LTRO_REPAY,Low,0.31,,0.65,1377252000000
2013-08-23,CAD,CPI,High,1.3,1.4,1.2,1377261000000
2013-08-23,CAD,BANK_CANADA_CPI_CORE,High,1.4,1.5,1.3,1377261000000
2013-08-23,CAD,CPI_CORE,Low,0.1,0.1,0.2,1377261000000
2013-08-23,CAD,CPI,Low,123.1,123.2,123,1377261000000
2013-08-23,CAD,CPI,Medium,0.1,0.2,0,1377261000000
2013-08-23,CAD,CPI,Low,0.2,0.1,0.2,1377261000000
2013-08-23,EUR,ZONE_CONSUM_CONFID,Medium,-15.5,-16.5,-17.4,1377266400000
2013-08-23,USD,NEW_HOME_SALE,Low,394,487,455,1377266400000
2013-08-23,USD,NEW_HOME_SALE,Medium,-13.4,-2,3.6,1377266400000
2013-08-25,NZD,EXPORT,Low,3.85,3.9,4.01,1377470700000
2013-08-25,NZD,IMPORT,Low,4.62,3.9,3.63,1377470700000
2013-08-25,NZD,TRADE_BALANC,Medium,-774,-16,374,1377470700000
2013-08-25,NZD,BALANC,Medium,-1688,-956,-816,1377470700000
2013-08-25,JPY,CORPOR_SERVIC_PRICE,Low,0.4,0.4,0.4,1377474600000
2013-08-26,USD,CAP_GOOD_SHIP_NONDEF_EX_AIR,Low,-1.5,0.3,-0.8,1377520200000
2013-08-26,USD,DURABL_GOOD_ORDER,High,-7.3,-4,3.9,1377520200000
2013-08-26,USD,DURABL_EX_TRANSPORT,Medium,-0.6,0.5,0.1,1377520200000
2013-08-26,USD,CAP_GOOD_ORDER_NONDEF_EX_AIR,Low,-3.3,0.5,1.3,1377520200000
2013-08-26,USD,DALLA_FED_MANUFACTUR_ACTIV,Low,5,4,4.4,1377527400000
2013-08-26,CNY,INDUSTRI_PROFIT,Low,11.1,,11.1,1377567000000
2013-08-27,JPY,SMALL_BUSI_CONFID,Medium,49.7,,49.4,1377579600000
2013-08-27,EUR,GERMAN_IFO_BUSI_CLIMAT,Medium,107.5,107,106.2,1377590400000
2013-08-27,EUR,GERMAN_IFO_CURRENT_ASSESS,Medium,112,111,110.1,1377590400000
2013-08-27,EUR,GERMAN_IFO_EXPECT,Medium,103.3,103.1,102.4,1377590400000
2013-08-27,CNY,LEAD_INDEX,Medium,100.18,,99.81,1377591840000
2013-08-27,USD,SANDP_CASE_SHILLER_COMPOSIT,Low,12.07,12.1,12.2,1377608400000
2013-08-27,USD,SANDP_CASE_SHILLER_HOME_PRICE_INDEX,Low,159.54,159.3,156.18,1377608400000
2013-08-27,USD,SANDP_CS_CITI,Low,0.89,1,1.04,1377608400000
2013-08-27,USD,SANDP_CASE_SHILLER_HOME_PRICE_INDEX,Low,10.08,,10.1,1377608400000
2013-08-27,USD,SANDP_CASE_SHILLER_HOME_PRICE_INDEX,Low,146.32,,136.59,1377608400000
2013-08-27,USD,RICHMOND_FED_MANUFACTUR_INDEX,Low,14,0,-11,1377612000000
2013-08-27,USD,CONSUM_CONFID,High,81.5,79,81,1377612000000
2013-08-27,AUD,CBAHIA_HOUS_AFFORD,Low,72.8,,69.7,1377652800000
2013-08-27,AUD,CONSTRUCT_WORK_DONE,Low,-0.3,1,-1.9,1377653400000
2013-08-28,EUR,GERMAN_IMPORT_PRICE_INDEX,Low,0.3,0.3,-0.8,1377669600000
2013-08-28,EUR,GERMAN_IMPORT_PRICE_INDEX,Low,-2.6,-2.5,-2.2,1377669600000
2013-08-28,CHF,UBS_CONSUMPT,Medium,1.41,,1.41,1377669600000
2013-08-28,EUR,GERMAN_GFK_CONSUM_CONFID_SURVEI,Medium,6.9,7.1,7,1377669600000
2013-08-28,EUR,ZONE,Low,2.2,2,2.4,1377676800000
2013-08-28,EUR,ZONE,Low,2.5,2.4,2.8,1377676800000
2013-08-28,GBP,CBI_REPORT_SALE,Low,27,20,17,1377684000000
2013-08-28,USD,MBA_MORTGAG_APPLIC,Low,-2.5,,-4.6,1377687600000
2013-08-28,CAD,AVERAG_WEEKLI_EARNING,Low,2.6,,2.7,1377693000000
2013-08-28,USD,PEND_HOME_SALE,Low,-1.3,0,-0.4,1377698400000
2013-08-28,USD,PEND_HOME_SALE,Medium,8.6,7.9,9.1,1377698400000
2013-08-28,USD,DOE_CRUDE_OIL_INVENTORI,Low,2986,750,-1428,1377700200000
2013-08-28,USD,DOE_CUSH_OK_CRUDE_INVENTORI,Low,-837,,-1090,1377700200000
2013-08-28,USD,DOE_GASOLIN_INVENTORI,Low,-587,-1375,-4029,1377700200000
2013-08-28,USD,DOE_DISTIL_INVENTORI,Low,-316,550,871,1377700200000
2013-08-28,JPY,JAPAN_BUI_FOREIGN_BOND,Medium,-318.5,,-903.6,1377733800000
2013-08-28,JPY,JAPAN_BUI_FOREIGN_STOCK,Medium,9.6,,-3,1377733800000
2013-08-28,JPY,FOREIGN_BUI_JAPAN_BOND,Low,-862,,38.7,1377733800000
2013-08-28,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,-89.5,,48.1,1377733800000
2013-08-28,JPY,RETAIL_TRADE,Low,-1.8,-1,-0.2,1377733800000
2013-08-28,JPY,LOAN_DISCOUNT_CORP,Low,2.2,,1.7,1377733800000
2013-08-28,JPY,RETAIL_TRADE,Medium,-0.3,0.1,1.6,1377733800000
2013-08-28,JPY,LARG_RETAIL_SALE,Medium,-1.6,-0.5,3.5,1377733800000
2013-08-28,NZD,ANZ_ACTIV_OUTLOOK,Low,43.3,,43.7,1377738000000
2013-08-28,AUD,HIA_NEW_HOME_SALE,Medium,-4.7,,3.4,1377738000000
2013-08-28,NZD,NBNZ_BUSI_CONFID,Medium,48.1,,52.8,1377738000000
2013-08-28,AUD,PRIVAT_CAPIT_EXPENDITUR,Low,4,0,-4.1,1377739800000
2013-08-29,EUR,GERMAN_UNEMPLOY_CHANG,High,7,-5,-7,1377762900000
2013-08-29,EUR,GERMAN_UNEMPLOY_RATE,High,6.8,6.8,6.8,1377762900000
2013-08-29,GBP,LLOYD_BUSI_BAROMET,Low,54,,41,1377765000000
2013-08-29,EUR,GERMAN_CPI_EU_HARMON,High,1.6,1.7,1.9,1377777600000
2013-08-29,EUR,GERMAN_CPI,High,1.5,1.7,1.9,1377777600000
2013-08-29,USD,GDP_ANNUALIZED,Medium,2.5,2.2,1.7,1377779400000
2013-08-29,USD,JOBLESS_CLAIM,Medium,331,332,337,1377779400000
2013-08-29,USD,PERSON_CONSUMPT,Medium,1.8,1.8,1.8,1377779400000
2013-08-29,USD,CONTINU_CLAIM,Low,2989,2990,3003,1377779400000
2013-08-29,USD,GDP_PRICE_INDEX,Medium,0.8,0.7,0.7,1377779400000
2013-08-29,CAD,INDUSTRI_PRODUCT_PRICE,Low,0.3,0.3,0.3,1377779400000
2013-08-29,USD,CORE_PCE,Medium,0.8,0.8,0.8,1377779400000
2013-08-29,CAD,CURRENT_ACCOUNT_BOP,Low,-14.6,-14.8,-13.4,1377779400000
2013-08-29,CAD,RAW_MATERI_PRICE_INDEX,Low,4.2,0.8,0.3,1377779400000
2013-08-29,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,67,62,57,1377786600000
2013-08-29,NZD,BUILD_PERMIT,Medium,-0.8,1.3,-4.3,1377816300000
2013-08-29,GBP,GFK_CONSUM_CONFID_SURVEI,Medium,-13,-14,-16,1377817500000
2013-08-29,JPY,NOMURA_JMMA_MANUFACTUR_PURCHAS_MANAG_INDEX,Medium,52.2,,50.7,1377818100000
2013-08-29,JPY,HOUSEHOLD_SPEND,Medium,0.1,0.3,-0.4,1377819000000
2013-08-29,JPY,JOBLESS_RATE,Medium,3.8,3.9,3.9,1377819000000
2013-08-29,JPY,TOKYO_CPI,Low,0.5,0.5,0.4,1377819000000
2013-08-29,JPY,JOB_TO_APPLIC_RATIO,Low,0.94,0.93,0.92,1377819000000
2013-08-29,JPY,NATION_CPI,High,0.7,0.7,0.2,1377819000000
2013-08-29,JPY,NATION_CPI_EX_FRESH_FOOD,Medium,0.7,0.6,0.4,1377819000000
2013-08-29,JPY,TOKYO_CPI_EX_FRESH_FOOD,Low,0.4,0.4,0.3,1377819000000
2013-08-29,JPY,INDUSTRI_PRODUCT,Medium,1.6,1.8,-4.6,1377820200000
2013-08-29,JPY,INDUSTRI_PRODUCT,Low,3.2,3.6,-3.1,1377820200000
2013-08-29,AUD,PRIVAT_SECTOR_CRITE,Medium,3.2,3.1,3.1,1377826200000
2013-08-29,AUD,PRIVAT_SECTOR_CRITE,Low,0.4,0.4,0.4,1377826200000
2013-08-29,CNY,MNI_UST_BUSI_SENTIM,Low,58,,53.4,1377827100000
2013-08-30,NZD,MONEI_SUPPLI,Low,4.9,,6.2,1377831600000
2013-08-30,JPY,VEHICL_PRODUCT,Low,-1.5,,-10,1377835200000
2013-08-30,JPY,ANNUALIZED_HOUS_START,Medium,0.975,0.994,0.976,1377838800000
2013-08-30,JPY,HOUS_START,Medium,12,14.3,15.3,1377838800000
2013-08-30,JPY,CONSTRUCT_ORDER,Low,13.7,,21.9,1377838800000
2013-08-30,GBP,NATWID_HOUS_PRICE,Low,0.6,0.6,0.9,1377842400000
2013-08-30,EUR,GERMAN_RETAIL_SALE,Medium,2.3,1.8,-2.4,1377842400000
2013-08-30,GBP,NATWID_HOUS_PRICE,Medium,3.5,3.3,3.9,1377842400000
2013-08-30,EUR,GERMAN_RETAIL_SALE,Low,-1.4,0.6,-0.8,1377842400000
2013-08-30,CHF,KOF_SWISS_LEAD,Medium,1.36,1.32,1.25,1377846000000
2013-08-30,EUR,ITALIAN_UNEMPLOY_RATE,Low,12.1,12.1,11.9,1377849600000
2013-08-30,EUR,ITALIAN_UNEMPLOY_RATE,Low,12,12.2,12.1,1377849600000
2013-08-30,GBP,NET_CONSUM_CRITE,Medium,0.6,0.6,0.4,1377851400000
2013-08-30,GBP,MORTGAG_APPROV,Medium,60.6,58.8,58.2,1377851400000
2013-08-30,GBP,MONEI_SUPPLI,Low,1.8,,1.5,1377851400000
2013-08-30,GBP,NET_LEND_SEC_DWELL,Low,0.7,1.1,1,1377851400000
2013-08-30,GBP,MONEI_SUPPLI,Low,0.6,,0.1,1377851400000
2013-08-30,GBP,EX_IOFC_M_ANNUALISED,Low,3.3,4.5,4.9,1377851400000
2013-08-30,EUR,ZONE_SERVIC_CONFID,Low,-5.3,-6.8,-7.8,1377853200000
2013-08-30,EUR,ZONE_CPI_CORE,High,1.1,1.1,1.1,1377853200000
2013-08-30,EUR,ZONE_BUSI_CLIMAT,Low,-0.21,-0.36,-0.52,1377853200000
2013-08-30,EUR,ZONE_INDUSTRI_CONFID,Low,-7.9,-9.6,-10.6,1377853200000
2013-08-30,EUR,ZONE_CONSUM_CONFID,Medium,-15.6,,-15.6,1377853200000
2013-08-30,EUR,ZONE_UNEMPLOY_RATE,Medium,12.1,12.1,12.1,1377853200000
2013-08-30,EUR,ZONE_CPI_ESTIM,Medium,1.3,1.4,1.6,1377853200000
2013-08-30,EUR,ZONE_ECONOM_CONFID,Low,95.2,93.8,92.5,1377853200000
2013-08-30,EUR,ECB_ANNOUNC_YEAR_LTRO_REPAY,Low,4.65,,0.6,1377856800000
2013-08-30,CAD,GDP,Medium,-0.5,-0.4,0.2,1377865800000
2013-08-30,USD,PERSON_INCOM,Medium,0.1,0.2,0.3,1377865800000
2013-08-30,USD,PERSON_SPEND,Medium,0.1,0.3,0.6,1377865800000
2013-08-30,USD,PCE_DEFLAT,Low,1.4,1.4,1.3,1377865800000
2013-08-30,USD,PCE_CORE,Low,0.1,0.2,0.2,1377865800000
2013-08-30,USD,PCE_CORE,Medium,1.2,1.3,1.2,1377865800000
2013-08-30,CAD,QUARTERLI_GDP_ANNUALIZED,High,1.7,1.6,2.2,1377865800000
2013-08-30,CAD,GDP,High,0.9,,1.5,1377865800000
2013-08-30,USD,PCE_DEFLAT,Low,0.1,0.2,0.4,1377865800000
2013-08-30,USD,NAPM_MILWAUKE,Low,48.21,53,52.43,1377867600000
2013-08-30,USD,CHICAGO_PURCHAS_MANAG,Medium,53,53,52.3,1377870300000
2013-08-30,USD,UOF_MICHIGAN_CONFID,Medium,82.1,80.5,80,1377870900000
2013-08-31,CNY,MANUFACTUR_PMI,Medium,51,50.6,50.3,1377997200000
2013-09-01,NZD,TERM_TRADE_INDEX,Medium,4.9,3.8,4.2,1378075500000
2013-09-01,GBP,HOMETRACK_HOUS_SURVEI,Low,1.8,,1.3,1378076460000
2013-09-01,GBP,HOMETRACK_HOUS_SURVEI,Low,0.4,,0.3,1378076460000
2013-09-01,AUD,AIG_PERFORM_MANUFACTUR_INDEX,Medium,46.4,,42,1378078200000
2013-09-01,JPY,CAPIT_SPEND_EXCL_SOFTWAR,Medium,1.4,-3.8,-5.2,1378079400000
2013-09-01,JPY,COMPANI_SALE,Low,-0.5,,-5.8,1378079400000
2013-09-01,JPY,COMPANI_PROFIT,Low,24,,6,1378079400000
2013-09-01,AUD,RPDATA_RISK_HOUS_PX,Low,0.5,,1.6,1378080000000
2013-09-01,AUD,TD_SECUR_INFLAT,Low,2.1,,2.7,1378081800000
2013-09-01,AUD,TD_SECUR_INFLAT,Low,0.1,,0.5,1378081800000
2013-09-01,AUD,BUILD_APPROV,Low,10.8,4,-6.3,1378085400000
2013-09-01,AUD,BUILD_APPROV,Low,28.3,20,-11.8,1378085400000
2013-09-01,AUD,COMPANI_OPERATING_PROFIT,Low,-0.8,0.9,3.5,1378085400000
2013-09-01,AUD,INVENTORI,Low,0.2,0.1,-0.5,1378085400000
2013-09-01,CNY,HSBC_KIT_MANUFACTUR_PMI,Medium,50.1,50.2,47.7,1378086300000
2013-09-02,JPY,VEHICL_SALE,Low,-6.4,,-13.5,1378098000000
2013-09-02,AUD,RBA_COMMOD_INDEX,Low,94.3,,91.8,1378103400000
2013-09-02,AUD,RBA_COMMOD_INDEX_SDR,Low,-7.3,,9.7,1378103400000
2013-09-02,CHF,PMI_MANUFACTUR,Low,54.6,56,57.4,1378107000000
2013-09-02,EUR,ITALIAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,51.3,50.8,50.4,1378107900000
2013-09-02,EUR,FRENCH_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,49.7,49.7,49.7,1378108200000
2013-09-02,EUR,GERMAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,51.8,52,52,1378108500000
2013-09-02,EUR,ZONE_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,51.4,51.3,51.3,1378108800000
2013-09-02,GBP,PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,57.2,55,54.8,1378110600000
2013-09-02,GBP,BRC_SALE_LIKE_FOR_LIKE,Low,1.8,2.4,2.2,1378162860000
2013-09-02,JPY,MONETARI_BASE,Medium,42,,38,1378165800000
2013-09-02,JPY,MONETARI_BASE_END_PERIOD,Low,177,,173.3,1378165800000
2013-09-02,NZD,ANZ_COMMOD_PRICE,Low,0.7,,0.6,1378170000000
2013-09-02,CNY,NON_MANUFACTUR_PMI,Medium,53.9,,54.1,1378170000000
2013-09-02,AUD,CURRENT_ACCOUNT_BALANC,Medium,-9.4,-8.5,-8.7,1378171800000
2013-09-02,JPY,LABOR_CASH_EARNING,Low,0.4,,0.6,1378171800000
2013-09-02,AUD,RETAIL_SALE,Medium,0.1,0.4,0,1378171800000
2013-09-03,AUD,RESERV_BANK_AUSTRALIA_RATE_DECISION,High,2.5,2.5,2.5,1378182600000
2013-09-03,CHF,GDP,Medium,0.5,0.3,0.6,1378187100000
2013-09-03,CHF,GDP,Medium,2.5,1.7,1.2,1378187100000
2013-09-03,GBP,PURCHAS_MANAG_INDEX_CONSTRUCT,Medium,59.1,56.9,57,1378197000000
2013-09-03,EUR,ZONE_PPI,Low,0.3,0.1,0,1378198800000
2013-09-03,EUR,ZONE_PPI,Low,0.2,0.1,0.3,1378198800000
2013-09-03,USD,KIT_PMI_FINAL,Medium,53.1,54,53.9,1378213080000
2013-09-03,USD,CONSTRUCT_SPEND,Medium,0.6,0.4,0,1378216800000
2013-09-03,USD,ISM,Medium,54,51.2,49,1378216800000
2013-09-03,USD,ISM,High,55.7,54,55.4,1378216800000
2013-09-03,NZD,VALU_ALL_BUILD,Low,-0.4,,5.8,1378248300000
2013-09-03,GBP,BRC_SHOP_PRICE_INDEX,Low,-0.5,,-0.5,1378249260000
2013-09-03,AUD,AIG_PERFORM_SERVIC_INDEX,Medium,39,,39.4,1378251000000
2013-09-03,AUD,GDP,High,0.6,0.5,0.5,1378258200000
2013-09-03,AUD,GDP,High,2.6,2.4,2.5,1378258200000
2013-09-03,CNY,HSBC_KIT_SERVIC_PMI,Medium,52.8,,51.3,1378259100000
2013-09-04,EUR,ITALIAN_PURCHAS_MANAG_INDEX_SERVIC,Low,48.8,49.9,48.7,1378280700000
2013-09-04,EUR,FRENCH_PURCHAS_MANAG_INDEX_SERVIC,Low,48.9,47.7,47.7,1378281000000
2013-09-04,EUR,GERMAN_PURCHAS_MANAG_INDEX_SERVIC,Medium,52.8,52.4,52.4,1378281300000
2013-09-04,EUR,ZONE_PURCHAS_MANAG_INDEX_SERVIC,Medium,50.7,51,51,1378281600000
2013-09-04,EUR,ZONE_PURCHAS_MANAG_INDEX_COMPOSIT,Medium,51.5,51.7,51.7,1378281600000
2013-09-04,GBP,PURCHAS_MANAG_INDEX_SERVIC,Medium,60.5,59.7,60.2,1378283400000
2013-09-04,GBP,OFFICI_RESERV_CHANG,Low,228,,1672,1378283400000
2013-09-04,EUR,ZONE_GDP,High,-0.5,-0.7,-0.7,1378285200000
2013-09-04,EUR,ZONE_HOUSEHOLD_CONSUMPT,Low,0.2,0.1,-0.2,1378285200000
2013-09-04,EUR,ZONE_GROSS_FIX_CAPIT,Low,0.3,-0.2,-2.2,1378285200000
2013-09-04,EUR,ZONE_GOVERN_EXPENDITUR,Low,0.4,0.3,0,1378285200000
2013-09-04,EUR,ZONE_GDP,High,0.3,0.3,0.3,1378285200000
2013-09-04,EUR,ZONE_RETAIL_SALE,Low,0.1,0.2,-0.7,1378285200000
2013-09-04,EUR,ZONE_RETAIL_SALE,Medium,-1.3,-0.3,-1.1,1378285200000
2013-09-04,USD,MBA_MORTGAG_APPLIC,Low,1.3,,-2.5,1378292400000
2013-09-04,CAD,INTERN_MERCHANDIS_TRADE,Low,-0.93,-0.2,-0.46,1378297800000
2013-09-04,USD,TRADE_BALANC,Medium,-39.1,-38.6,-34.5,1378297800000
2013-09-04,USD,ISM,Low,60.5,,67.8,1378302300000
2013-09-04,CAD,BANK_CANADA_RATE_DECISION,High,1,1,1,1378303200000
2013-09-04,USD,IBD_TIPP_ECONOM_OPTIM,Low,46,46,45.1,1378303200000
2013-09-04,USD,TOTAL_VEHICL_SALE,Low,16.02,15.8,15.73,1378328400000
2013-09-04,USD,DOMEST_VEHICL_SALE,Low,12.44,12.3,12.2,1378328400000
2013-09-04,JPY,JAPAN_BUI_FOREIGN_BOND,Low,-530.9,,-316.4,1378338600000
2013-09-04,JPY,FOREIGN_BUI_JAPAN_BOND,Low,201.5,,-862,1378338600000
