Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Jun 1,01:00,GMT,cny,CNY Manufacturing PMI,Medium,50.8,50.7,50.4
Sun Jun 1,23:30,GMT,aud,AUD AiG Performance of Manufacturing Index,Medium,49.2,,44.8
Sun Jun 1,23:50,GMT,jpy,JPY Capital Spending excl Software,Low,8.3%,5.9%,2.8%
Sun Jun 1,23:50,GMT,jpy,JPY Capital Spending,Low,7.4%,5.8%,4.0%
Sun Jun 1,23:50,GMT,jpy,JPY Company Profits,Low,20.2%,,26.6%
Sun Jun 1,23:50,GMT,jpy,JPY Company Sales,Low,5.6%,,3.8%
Mon Jun 2,00:00,GMT,aud,AUD RPData/Rismark House Px (MoM),Low,-1.9%,,0.3%
Mon Jun 2,00:30,GMT,aud,AUD TD Securities Inflation (YoY),Low,2.9%,,2.8%
Mon Jun 2,00:30,GMT,aud,AUD TD Securities Inflation (MoM),Low,0.3%,,0.4%
Mon Jun 2,01:30,GMT,aud,AUD Company Operating Profit (QoQ),Low,3.1%,2.5%,2.5%
Mon Jun 2,01:30,GMT,aud,AUD Building Approvals (MoM),Low,-5.6%,2.0%,-4.8%
Mon Jun 2,01:30,GMT,aud,AUD Building Approvals (YoY),Low,1.1%,12.3%,20.9%
Mon Jun 2,01:30,GMT,aud,AUD Inventories,Low,-1.7%,-0.4%,-0.6%
Mon Jun 2,01:35,GMT,jpy,JPY Markit/JMMA Japan Manufacturing PMI,Medium,49.9,,49.9
Mon Jun 2,05:00,GMT,jpy,JPY Vehicle Sales (YoY),Low,-5.6%,,-11.4%
Mon Jun 2,06:30,GMT,aud,AUD Commodity Index (AUD),Low,97.4,,98.4
Mon Jun 2,06:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,-12.8%,,-14.1%
Mon Jun 2,07:00,GMT,USD,USD Fed's Evans Speaks on Monetary Policy in Istanbul,Low,,,
Mon Jun 2,07:30,GMT,chf,CHF SVME-Purchasing Managers Index,Low,52.5,55.5,55.8
Mon Jun 2,07:45,GMT,eur,EUR Italian Markit/ADACI Manufacturing PMI,Medium,53.2,53.6,54.0
Mon Jun 2,07:50,GMT,eur,EUR French Markit Manufacturing PMI,Medium,49.6,49.3,49.3
Mon Jun 2,07:55,GMT,eur,EUR Germany Markit/BME Manufacturing PMI,Medium,52.3,52.9,52.9
Mon Jun 2,08:00,GMT,eur,EUR Euro-zone Markit Manufacturing PMI,Medium,52.2,52.5,52.5
Mon Jun 2,08:30,GMT,gbp,GBP Net Lending Sec. on Dwellings,Medium,1.7B,1.7B,1.8B
Mon Jun 2,08:30,GMT,gbp,GBP M4 Ex IOFCs 3M Annualised,Low,4.5%,3.3%,3.4%
Mon Jun 2,08:30,GMT,gbp,GBP Markit UK PMI Manufacturing s.a.,Medium,57.0,57.0,57.3
Mon Jun 2,08:30,GMT,gbp,GBP Net Consumer Credit,Medium,0.7B,0.8B,1.0B
Mon Jun 2,08:30,GMT,gbp,GBP Mortgage Approvals,Medium,62.9K,64.5B,66.5K
Mon Jun 2,08:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-0.2%,,-2.3%
Mon Jun 2,08:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,-0.6%,,-0.3%
Mon Jun 2,12:00,GMT,eur,EUR German Consumer Price Index (MoM),Medium,-0.1%,0.1%,-0.2%
Mon Jun 2,12:00,GMT,eur,EUR German Consumer Price Index (YoY),Medium,0.9%,1.1%,1.3%
Mon Jun 2,12:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (MoM),Medium,-0.3%,0.1%,-0.3%
Mon Jun 2,12:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (YoY),Medium,0.6%,1.0%,1.1%
Mon Jun 2,13:30,GMT,cad,CAD RBC Canadian Manufacturing PMI,Medium,52.2,,52.9
Mon Jun 2,13:45,GMT,usd,USD Markit US Manufacturing PMI,Medium,56.4,56.2,56.2
Mon Jun 2,14:00,GMT,usd,USD ISM Manufacturing,Medium,55.4,55.5,54.9
Mon Jun 2,14:00,GMT,USD,USD Construction Spending (MoM),Low,0.2%,0.7%,0.2%
Mon Jun 2,14:00,GMT,usd,USD ISM Prices Paid,Low,60.0,56.9,56.5
Mon Jun 2,22:45,GMT,nzd,NZD Terms of Trade Index (QoQ),Low,1.8%,2.0%,2.5%
Mon Jun 2,23:50,GMT,jpy,JPY Monetary Base (YoY),Low,45.6%,,48.5%
Mon Jun 2,23:50,GMT,jpy,JPY Monetary Base End of period,Low,¥226.6T,,¥225.5T
Tue Jun 3,01:00,GMT,cny,CNY Non-manufacturing PMI,Medium,55.5,,54.8
Tue Jun 3,01:30,GMT,aud,AUD Current Account Balance (Australian Dollar),Low,5.7B,-7.0B,-11.7B
Tue Jun 3,01:30,GMT,aud,AUD Net Exports of GDP,Low,1.4%,0.80,0.60
Tue Jun 3,01:30,GMT,aud,AUD Retail Sales s.a. (MoM),Medium,0.2%,0.3%,0.1%
Tue Jun 3,01:30,GMT,jpy,JPY Labor Cash Earnings (YoY),Low,0.9%,0.4%,0.7%
Tue Jun 3,01:45,GMT,cny,CNY HSBC China Manufacturing PMI,Medium,49.4,49.7,49.7
Tue Jun 3,04:30,GMT,aud,AUD Reserve Bank of Australia Rate Decision,High,2.50%,2.50%,2.50%
Tue Jun 3,06:00,GMT,GBP,GBP Nationwide House Prices s.a. (MoM),Low,0.7%,0.60%,1.2%
Tue Jun 3,06:00,GMT,GBP,GBP Nationwide House Prices n.s.a. (YoY),Low,11.1%,10.90%,10.9%
Tue Jun 3,08:00,GMT,eur,EUR Italian Unemployment Rate,Medium,12.6%,12.8%,12.6%
Tue Jun 3,08:00,GMT,eur,EUR Italian Unemployment Rate s.a.,Medium,12.7%,12.7%,12.5%
Tue Jun 3,08:30,GMT,gbp,GBP Markit/CIPS UK Construction PMI,Low,60.0,61.0,60.8
Tue Jun 3,09:00,GMT,eur,EUR Euro-Zone Unemployment Rate,High,11.7%,11.8%,11.8%
Tue Jun 3,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index Estimate (YoY),High,0.5%,0.6%,0.7%
Tue Jun 3,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index - Core (YoY),High,0.7%,0.8%,1.0%
Tue Jun 3,13:45,GMT,usd,USD ISM New York,Low,55.3,,50.6
Tue Jun 3,14:00,GMT,usd,USD Factory Orders,Medium,0.7%,0.5%,1.5%
Tue Jun 3,14:00,GMT,usd,USD IBD/TIPP Economic Optimism,Low,47.7,47.0,45.8
Tue Jun 3,17:50,GMT,usd,USD Fed's George Speaks on US Economy,Low,,,
Tue Jun 3,19:32,GMT,usd,USD Domestic Vehicle Sales,Low,13.11M,12.67M,12.65M
Tue Jun 3,19:32,GMT,usd,USD Total Vehicle Sales,Low,16.70M,16.10M,15.98M
Tue Jun 3,22:45,GMT,nzd,NZD Value of All Buildings s.a. (QoQ),Low,16.0%,5.5%,0.5%
Tue Jun 3,23:01,GMT,gbp,GBP BRC Shop Price Index (YoY),Low,-1.4%,-1.3%,-1.4%
Tue Jun 3,23:30,GMT,aud,AUD AiG Performance of Service Index,Medium,49.9,,48.6
Wed Jun 4,00:13,GMT,cny,CNY Leading Index,Low,100.11,,99.63
Wed Jun 4,01:00,GMT,nzd,NZD ANZ Commodity Price,Low,-2.2%,,-3.7%
Wed Jun 4,01:30,GMT,aud,AUD Gross Domestic Product (QoQ),High,1.1%,0.9%,0.8%
Wed Jun 4,01:30,GMT,aud,AUD Gross Domestic Product (YoY),High,3.5%,3.2%,2.7%
Wed Jun 4,01:35,GMT,jpy,JPY Markit/JMMA Japan Composite PMI,Medium,49.2,,46.3
Wed Jun 4,01:35,GMT,jpy,JPY Markit Japan Services PMI,Medium,49.3,,46.4
Wed Jun 4,07:45,GMT,eur,EUR Italian Markit/ADACI  Composite PMI+D44,Medium,52.7,,52.6
Wed Jun 4,07:45,GMT,eur,EUR Italian Markit/ADACI Services PMI,Medium,51.6,51.4,51.1
Wed Jun 4,07:50,GMT,eur,EUR French Markit Services PMI,Medium,49.1,49.2,50.4
Wed Jun 4,07:50,GMT,eur,EUR French Markit Composite PMI,Medium,49.3,49.4,50.6
Wed Jun 4,07:55,GMT,eur,EUR German Markit Services PMI,Medium,56.0,56.4,54.7
Wed Jun 4,07:55,GMT,eur,EUR German Markit/BME Composite PMI,Medium,55.6,56.1,56.1
Wed Jun 4,08:00,GMT,eur,EUR Euro-zone Markit Services PMI,Medium,53.2,53.5,53.1
Wed Jun 4,08:00,GMT,eur,EUR Euro-zone Markit Composite PMI,Medium,53.5,53.9,54.0
Wed Jun 4,08:30,GMT,gbp,GBP Markit/CIPS UK Composite PMI,Medium,59.0,58.7,59.2
Wed Jun 4,08:30,GMT,gbp,GBP Markit/CIPS UK Services PMI,Medium,58.6,58.2,58.7
Wed Jun 4,08:30,GMT,gbp,GBP Official Reserves (Changes),Low,-$613M,,$139M
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Producer Price Index (MoM),Medium,-0.1%,-0.1%,-0.2%
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Gross Domestic Product s.a. (YoY),High,0.9%,0.9%,0.9%
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Government Expenditure (QoQ),Medium,0.3%,0.2%,-0.4%
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Household Consumption (QoQ),Medium,0.1%,0.1%,0.0%
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Producer Price Index (YoY),Medium,-1.2%,-1.2%,-1.6%
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Gross Domestic Product s.a. (QoQ),High,0.2%,0.2%,0.2%
Wed Jun 4,09:00,GMT,eur,EUR Euro-Zone Gross Fixed Capital (QoQ),Medium,0.3%,0.0%,0.9%
Wed Jun 4,11:00,GMT,usd,USD MBA Mortgage Applications,Low,-3.1%,,-1.2%
Wed Jun 4,12:15,GMT,usd,USD ADP Employment Change,Medium,179K,210K,220K
Wed Jun 4,12:30,GMT,cad,CAD International Merchandise Trade (Canadian Dollar),Low,-0.64B,0.20B,0.77B
Wed Jun 4,12:30,GMT,USD,USD U.S. BEA Releases International Trade Report Revisions,Low,,,
Wed Jun 4,12:30,GMT,usd,USD Trade Balance,Medium,-47.2B,-$40.6B,-$44.2B
Wed Jun 4,12:30,GMT,usd,USD Non-Farm Productivity,Low,-3.2%,-2.6%,-1.7%
Wed Jun 4,12:30,GMT,usd,USD Unit Labor Costs,Low,5.7%,5.3%,4.2%
Wed Jun 4,13:45,GMT,usd,USD Markit US Services PMI,Medium,58.1,58.2,58.4
Wed Jun 4,13:45,GMT,usd,USD Markit US Composite PMI,Medium,58.4,,58.6
Wed Jun 4,14:00,GMT,CAD,CAD Bank of Canada Rate Decision,High,1.00%,1.00%,1.00%
Wed Jun 4,14:00,GMT,usd,USD ISM Non-Manufacutring Composite,Medium,56.3,55.5,55.2
Wed Jun 4,14:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,210K,140K,-1803K
Wed Jun 4,14:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,2012K,900K,-196K
Wed Jun 4,14:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,-3431K,-160K,1657K
Wed Jun 4,14:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,-321K,,-1525K
Wed Jun 4,18:00,GMT,USD,USD Federal Reserve Releases Beige Book,Medium,,,
Wed Jun 4,23:50,GMT,jpy,JPY Japan Buying Foreign Stocks (Yen),Low,¥277.1B,,-¥75.5B
Wed Jun 4,23:50,GMT,jpy,JPY Foreign Buying Japan Stocks (Yen),Low,¥81.7B,,¥33.7B
Wed Jun 4,23:50,GMT,jpy,JPY Japan Buying Foreign Bonds (Yen),Low,-¥721.3B,,¥89.8B
Wed Jun 4,23:50,GMT,jpy,JPY Foreign Buying Japan Bonds (Yen),Low,¥546.4B,,-¥239.3B
Thu Jun 5,01:30,GMT,aud,AUD Trade Balance (Australian dollar),Medium,-122M,510M,731M
Thu Jun 5,01:30,GMT,JPY,JPY BOJ Policy Board Member Sato Speaks in Oita,Low,,,
Thu Jun 5,01:45,GMT,cny,CNY HSBC China Services PMI,Medium,50.4,,51.4
Thu Jun 5,01:45,GMT,cny,CNY HSBC China Composite PMI,Medium,50.2,,49.5
Thu Jun 5,05:30,GMT,eur,EUR French ILO Unemployment Rate,Medium,10.1%,10.3%,10.1%
Thu Jun 5,06:00,GMT,eur,EUR German Factory Orders s.a. (MoM),Medium,3.1%,1.4%,-2.8%
Thu Jun 5,06:00,GMT,eur,EUR German Factory Orders n.s.a. (YoY),Medium,6.3%,4.6%,1.5%
Thu Jun 5,07:00,GMT,gbp,GBP Halifax Plc House Prices s.a. (MoM),Low,3.9%,0.7%,-0.3%
Thu Jun 5,07:00,GMT,gbp,GBP Halifax House Price (3MoY),Low,8.7%,7.4%,8.5%
Thu Jun 5,07:30,GMT,eur,EUR German Markit Construction PMI,Medium,48.1,,49.7
Thu Jun 5,08:00,GMT,gbp,GBP New Car Registrations (YoY),Low,7.7%,,8.2%
Thu Jun 5,08:10,GMT,eur,EUR German Markit Retail PMI,Low,52.5,,53.1
Thu Jun 5,08:10,GMT,eur,EUR French Markit Retail PMI,Low,50.5,,50.3
Thu Jun 5,08:10,GMT,eur,EUR Euro-zone Markit Retail PMI,Low,49.9,,51.2
Thu Jun 5,08:10,GMT,eur,EUR Italian Markit Retail PMI,Low,45.2,,49.5
Thu Jun 5,09:00,GMT,eur,EUR Euro-Zone Retail Sales (MoM),Medium,0.4%,0.0%,0.1%
Thu Jun 5,09:00,GMT,eur,EUR Euro-Zone Retail Sales (YoY),Medium,2.4%,1.2%,1.0%
Thu Jun 5,11:00,GMT,gbp,GBP Bank of England Rate Decision,High,0.50%,0.50%,0.50%
Thu Jun 5,11:00,GMT,gbp,GBP BOE Asset Purchase Target,High,375B,375B,375B
Thu Jun 5,11:30,GMT,usd,USD Challenger Job Cuts (YoY),Low,45.5%,,5.7%
Thu Jun 5,11:30,GMT,usd,USD RBC Consumer Outlook Index,Low,51.0,,50.1
Thu Jun 5,11:45,GMT,eur,EUR European Central Bank Rate Decision,High,0.15%,0.10%,0.25%
Thu Jun 5,11:45,GMT,eur,EUR ECB Marginal Lending Facility,High,0.40%,0.60%,0.75%
Thu Jun 5,11:45,GMT,eur,EUR ECB Deposit Facility Rate,High,-0.10%,-0.10%,0.00%
Thu Jun 5,12:30,GMT,eur,EUR ECB's Draghi Holds Press Conference after Rate Decision,High,,,
Thu Jun 5,12:30,GMT,cad,CAD Building Permits (MoM),Low,1.1%,4.2%,-3.2%
Thu Jun 5,12:30,GMT,usd,USD Initial Jobless Claims,Medium,312K,310K,304K
Thu Jun 5,12:30,GMT,usd,USD Continuing Claims,Medium,2603K,2625K,2623K
Thu Jun 5,14:00,GMT,CAD,CAD Ivey Purchasing Managers Index s.a.,Medium,52.2,,54.1
Thu Jun 5,14:30,GMT,USD,USD EIA Natural Gas Storage Change,Low,,,114
Thu Jun 5,16:00,GMT,USD,USD Household Change in Net Worth,Low,,,$2954B
Thu Jun 5,17:30,GMT,USD,USD Fed's Kocherlakota Speaks on Interest Rates in Boston,Low,,,
Thu Jun 5,23:30,GMT,aud,AUD AiG Performance of Construction Index,Low,46.7,,45.9
Thu Jun 5,23:50,GMT,jpy,JPY Official Reserve Assets,Low,$1283.9B,,$1282.8B
Fri Jun 6,00:00,GMT,nzd,NZD QV House Prices (YoY),Low,8.2%,,8.4%
Fri Jun 6,05:00,GMT,jpy,JPY Leading Index,Medium,106.6,106.2,107.1
Fri Jun 6,05:00,GMT,jpy,JPY Coincident Index,Medium,111.1,110.8,114.5
Fri Jun 6,06:00,GMT,eur,EUR German Labor Costs s.a. (QoQ),Low,0.4%,,1.1%
Fri Jun 6,06:00,GMT,eur,EUR German Trade Balance (euros),Medium,17.4B,15.1B,16.6B
Fri Jun 6,06:00,GMT,eur,EUR German Current Account (euros),Low,18.4B,15.6B,19.7B
