Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Sun Oct 16,21:30,GMT,nzd,NZD Performance Services Index,Low,53.2,,53.8
Sun Oct 16,23:01,GMT,gbp,GBP Rightmove House Prices (MoM),Low,2.8%,,0.7%
Sun Oct 16,23:01,GMT,gbp,GBP Rightmove House Prices (YoY),Medium,1.2%,,1.5%
Mon Oct 17,00:30,GMT,aud,AUD New Motor Vehicle Sales (MoM),Low,-1.5%,,3.4%
Mon Oct 17,00:30,GMT,aud,AUD New Motor Vehicle Sales (YoY),Low,1.3%,,4.6%
Mon Oct 17,04:30,GMT,jpy,JPY Industrial Production (MoM),Low,0.4%,,0.8%
Mon Oct 17,04:30,GMT,jpy,JPY Industrial Production (YoY),Medium,0.4%,,0.6%
Mon Oct 17,04:30,GMT,jpy,JPY Capacity Utilization (MoM),Low,2.4%,,0.6%
Mon Oct 17,12:30,GMT,cad,CAD International Securities Transactions (Canadian dollar),Low,7.92B,10.00B,12.13B
Mon Oct 17,12:30,GMT,usd,USD Empire Manufacturing,Low,-8.48,-4,-8.82
Mon Oct 17,13:15,GMT,usd,USD Industrial Production,Medium,0.2%,0.2%,0.0%
Mon Oct 17,13:15,GMT,usd,USD Capacity Utilization,Low,77.4%,77.5%,77.3%
Mon Oct 17,14:30,GMT,cad,CAD Business Outlook Future Sales,Medium,6,,20
Mon Oct 17,14:30,GMT,cad,CAD Bank of Canada Senior Loan Officer Survey,Medium,-26.9,,-49.6
Mon Oct 17,23:00,GMT,USD,USD Fed's Evans Speaks in Detroit,LOW,,,
Mon Oct 17,23:30,GMT,USD,USD Fed's Lacker Speaks on Economy in Maryland,LOW,,,
Tue Oct 18,00:30,GMT,AUD,AUD Reserve Bank's Board October Minutes,HIGH,,,
Tue Oct 18,02:00,GMT,cny,CNY Real GDP YTD (YoY),High,9.4%,9.5%,9.6%
Tue Oct 18,02:00,GMT,cny,CNY Real GDP (QoQ),High,2.3%,,2.4%
Tue Oct 18,02:00,GMT,cny,CNY Real GDP (YoY),High,9.1%,9.3%,9.5%
Tue Oct 18,02:00,GMT,cny,CNY Industrial Production YTD (YoY),Medium,14.2%,14.1%,14.2%
Tue Oct 18,02:00,GMT,cny,CNY Industrial Production (YoY),Medium,13.8%,13.4%,13.5%
Tue Oct 18,02:00,GMT,cny,CNY Fixed Assets Inv Excl. Rural YTD (YoY),Medium,24.9%,24.8%,25.0%
Tue Oct 18,02:00,GMT,cny,CNY Retail Sales YTD (YoY),Medium,17.0%,16.9%,16.9%
Tue Oct 18,02:00,GMT,cny,CNY Retail Sales (YoY),Medium,17.7%,17.0%,17.0%
Tue Oct 18,05:30,GMT,jpy,JPY Nationwide Department Store Sales (YoY),Low,-2.4%,,-2.9%
Tue Oct 18,05:30,GMT,jpy,JPY Tokyo Department Store Sales (YoY),Low,-3.6%,,-1.7%
Tue Oct 18,06:00,GMT,jpy,JPY Machine Tool Orders (YoY) (SEP F),Medium,20.1%,,20.3%
Tue Oct 18,06:00,GMT,eur,EUR EU 25 New Car Registrations,Low,0.7%,,7.7%
Tue Oct 18,08:30,GMT,gbp,GBP Consumer Price Index (MoM),Medium,0.6%,0.4%,0.6%
Tue Oct 18,08:30,GMT,gbp,GBP Consumer Price Index (YoY),High,5.2%,4.9%,4.5%
Tue Oct 18,08:30,GMT,gbp,GBP Core Consumer Price Index (YoY),Medium,3.3%,3.2%,3.1%
Tue Oct 18,08:30,GMT,gbp,GBP Retail Price Index,Low,237.9,237.6,236.1
Tue Oct 18,08:30,GMT,gbp,GBP Retail Price Index (MoM),Low,0.8%,0.5%,0.6%
Tue Oct 18,08:30,GMT,gbp,GBP Retail Price Index (YoY),Low,5.6%,5.4%,5.2%
Tue Oct 18,08:30,GMT,gbp,GBP Retail Price Index Ex Mort Int.Payments (YoY),Low,5.7%,5.5%,5.3%
Tue Oct 18,09:00,GMT,eur,EUR German ZEW Survey (Economic Sentiment),High,-48.3,-45,-43.3
Tue Oct 18,09:00,GMT,eur,EUR German ZEW Survey (Current Situation),Medium,38.4,40,43.6
