Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Mar 31,23:50,GMT,jpy,JPY Loans & Discounts Corp (YoY),Low,1.42%,,1.34%
Sun Mar 31,23:50,GMT,jpy,JPY Tankan Large Manufacturers Index,Medium,-8,-7,-12
Sun Mar 31,23:50,GMT,jpy,JPY Tankan Non-Manufacturing Index,Medium,6,8,4
Sun Mar 31,23:50,GMT,jpy,JPY Tankan Large Manufacturers Outlook,High,-1,1,-10
Sun Mar 31,23:50,GMT,jpy,JPY Tankan Non-Manufacturing Outlook,High,9,11,3
Sun Mar 31,23:50,GMT,jpy,JPY Tankan Large All Industry Capex,Medium,-2.0%,5.0%,5.2%
Mon Apr 1,01:00,GMT,cny,CNY Manufacturing PMI,High,50.9,51.2,50.1
Mon Apr 1,01:45,GMT,cny,CNY HSBC Manufacturing PMI,Medium,51.6,51.6,50.4
Mon Apr 1,04:39,GMT,cny,CNY Leading Index,Low,100.23,,100.50
Mon Apr 1,05:00,GMT,jpy,JPY Vehicle Sales (YoY),Low,-15.6%,,-12.2%
Mon Apr 1,12:58,GMT,usd,USD Markit US PMI Final,Low,54.6,55.0,54.9
Mon Apr 1,14:00,GMT,usd,USD Construction Spending (MoM),Medium,1.2%,1.0%,-2.1%
Mon Apr 1,14:00,GMT,usd,USD ISM Manufacturing,High,51.3,54.0,54.2
Mon Apr 1,14:00,GMT,usd,USD ISM Prices Paid,Medium,54.5,60.0,61.5
Mon Apr 1,22:30,GMT,aud,AUD AiG Performance of Manufacturing Index,Medium,44.4,,45.6
Mon Apr 1,23:00,GMT,aud,AUD RPData-Rismark House PX Actual,Low,1.3%,,0.3%
Mon Apr 1,23:01,GMT,gbp,GBP Lloyds Business Barometer,Low,20,,13
Mon Apr 1,23:50,GMT,jpy,JPY Monetary Base (YoY),Low,19.8%,,15.0%
Tue Apr 2,00:00,GMT,nzd,NZD ANZ Commodity Price,Low,7.4%,,1.1%
Tue Apr 2,01:30,GMT,jpy,JPY Labor Cash Earnings (YoY),Medium,-0.7%,-0.2%,0.1%
Tue Apr 2,03:30,GMT,aud,AUD Reserve Bank of Australia Rate Decision,High,3.00%,3.00%,3.00%
Tue Apr 2,05:30,GMT,aud,AUD RBA Commodity Price Index,Low,87.9,,87.9
Tue Apr 2,05:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,-7.5%,,-6.5%
Tue Apr 2,07:30,GMT,chf,CHF SVME-Purchasing Managers Index,Medium,48.3,50.4,50.8
Tue Apr 2,07:45,GMT,eur,EUR Italian Purchasing Manager Index Manufacturing,Low,44.5,45.3,45.8
Tue Apr 2,07:50,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,44.0,43.9,43.9
Tue Apr 2,07:55,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,49.0,48.9,49.0
Tue Apr 2,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,46.8,46.6,46.6
Tue Apr 2,08:00,GMT,eur,EUR Italian Unemployment Rate s.a.,Medium,11.6%,11.8%,11.7%
Tue Apr 2,08:30,GMT,gbp,GBP Purchasing Manager Index Manufacturing,Medium,48.3,48.7,47.9
Tue Apr 2,08:30,GMT,gbp,GBP Net Consumer Credit,Medium,0.6B,0.4B,0.5B
Tue Apr 2,08:30,GMT,gbp,GBP Mortgage Approvals,Medium,51.7K,53.7K,54.2K
Tue Apr 2,08:30,GMT,gbp,GBP Net Lending Sec. on Dwellings,Medium,0.9B,0.4B,0.3B
Tue Apr 2,08:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-0.5%,,0.9%
Tue Apr 2,08:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,0.5%,,-0.8%
Tue Apr 2,08:30,GMT,gbp,GBP M4 Ex IOFCs 3M Annualised,Low,3.1%,5.0%,5.8%
Tue Apr 2,09:00,GMT,eur,EUR Euro-Zone Unemployment Rate,Medium,12.0%,12.0%,12.0%
Tue Apr 2,10:00,GMT,eur,"EUR ECB's Kranjec Presents Slovenia Economy Outlook, Banks",Low,,,
Tue Apr 2,12:00,GMT,eur,EUR German Consumer Price Index (MoM),Medium,0.5%,0.4%,0.6%
Tue Apr 2,12:00,GMT,eur,EUR German Consumer Price Index (YoY),High,1.4%,1.3%,1.5%
Tue Apr 2,12:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (MoM),Medium,0.4%,0.3%,0.8%
Tue Apr 2,12:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (YoY),High,1.8%,1.7%,1.8%
Tue Apr 2,13:45,GMT,usd,USD ISM New York,Low,51.2,,58.8
Tue Apr 2,14:00,GMT,usd,USD IBD/TIPP Economic Optimism (APR),Low,46.2,45.5,42.2
Tue Apr 2,14:00,GMT,usd,USD Factory Orders,Medium,3.0%,2.9%,-1.0%
Tue Apr 2,15:20,GMT,EUR,EUR ECB's Coeure Speaks in Washington DC,Low,,,
Tue Apr 2,17:00,GMT,USD,USD Fed's Kocherlakota Speaks on Monetary Policy in North Dakota,Low,,,
Tue Apr 2,17:30,GMT,USD,USD Fed's Lockhart Speaks in Alabama,Low,,,
Tue Apr 2,21:00,GMT,usd,USD Total Vehicle Sales,Low,15.22M,15.30M,15.33M
Tue Apr 2,21:00,GMT,usd,USD Domestic Vehicle Sales,Low,12.00M,12.04M,11.99M
Tue Apr 2,23:01,GMT,gbp,GBP BRC Shop Price Index (YoY),Low,1.4%,,1.10%
Tue Apr 2,23:30,GMT,USD,"USD Fed's Evans, Lacker Speak on Monetary Policy in Richmond",Low,,,
Wed Apr 3,00:00,GMT,aud,AUD HIA New Home Sales (MoM),Medium,-5.3%,,4.2%
Wed Apr 3,00:30,GMT,aud,AUD Trade Balance (Australian dollar),Medium,-178M,-1000M,-1215M
Wed Apr 3,01:00,GMT,cny,CNY Non-manufacturing PMI,Medium,55.6,,54.5
Wed Apr 3,01:45,GMT,cny,CNY HSBC Services PMI,Medium,54.3,,52.1
Wed Apr 3,08:30,GMT,gbp,GBP Purchasing Manager Index Construction,Medium,47.2,48.0,46.8
Wed Apr 3,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index Estimate (YoY),Medium,1.7%,1.6%,1.8%
Wed Apr 3,11:00,GMT,usd,USD MBA Mortgage Applications,Low,-4.0%,,7.7%
Wed Apr 3,12:15,GMT,usd,USD ADP Employment Change,Medium,158K,200K,237K
Wed Apr 3,14:00,GMT,usd,USD ISM Non-Manufacturing Composite,Medium,54.4,55.5,56.0
Wed Apr 3,14:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,2707K,2050K,3256K
