Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun May 5,13:30,GMT,USD,USD Fed's Pianalto Gives Commencement Speech in Ohio,Low,,,
Mon May 6,00:23,GMT,cny,CNY Leading Index,Medium,99.38,,99.98
Mon May 6,00:30,GMT,aud,AUD TD Securities Inflation (YoY),Medium,2.1%,,2.1%
Mon May 6,00:30,GMT,aud,AUD TD Securities Inflation (MoM),Low,0.3%,,0.2%
Mon May 6,01:30,GMT,aud,AUD Retail Sales s.a. (MoM),Medium,-0.4%,0.1%,1.3%
Mon May 6,01:30,GMT,aud,AUD Retail Sales Ex Inflation(QoQ),Medium,2.2%,1.7%,0.1%
Mon May 6,01:30,GMT,aud,AUD ANZ Job Advertisements (MoM),Low,-1.3%,,-0.4%
Mon May 6,01:45,GMT,cny,CNY HSBC Services PMI,Medium,51.1,,54.3
Mon May 6,07:45,GMT,eur,EUR Italian Purchasing Manager Index Services,Low,47.0,45.9,45.5
Mon May 6,07:50,GMT,eur,EUR French Purchasing Manager Index Services,Low,44.3,44.1,44.1
Mon May 6,07:55,GMT,eur,EUR German Purchasing Manager Index Services,Medium,49.6,49.2,49.2
Mon May 6,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Services,Medium,47.0,46.6,46.6
Mon May 6,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Composite,Medium,46.9,46.6,46.5
Mon May 6,08:30,GMT,eur,EUR Euro-Zone Sentix Investor Confidence,Medium,-15.6,-15.2,-17.3
Mon May 6,09:00,GMT,eur,EUR Euro-Zone Retail Sales (MoM),Low,-0.1%,-0.1%,-0.2%
Mon May 6,09:00,GMT,eur,EUR Euro-Zone Retail Sales (YoY),Medium,-2.4%,-2.2%,-1.7%
Mon May 6,09:00,GMT,eur,EUR German FinMin Schaeuble Speaks on European Integration,Low,,,
Mon May 6,12:30,GMT,cad,CAD Building Permits (MoM),Medium,8.6%,1.0%,1.5%
Mon May 6,14:00,GMT,cad,CAD Ivey Purchasing Managers Index s.a.,Medium,52.2,57.9,61.6
Mon May 6,22:45,GMT,nzd,NZD Average Hourly Earnings (QoQ),Medium,1.0%,1.0%,-0.4%
Mon May 6,22:45,GMT,nzd,NZD Private Wages ex Overtime (QoQ),Low,0.4%,0.5%,0.5%
Mon May 6,22:45,GMT,nzd,NZD Labor Cost Private Sector (QoQ),Low,0.3%,0.5%,0.6%
Mon May 6,23:01,GMT,gbp,GBP BRC Shop Price Index (YoY),Low,0.4%,,1.4%
Mon May 6,23:01,GMT,gbp,GBP Lloyds Employment Confidence,Low,-41,,-45
Mon May 6,23:30,GMT,aud,AUD AiG Performance of Construction Index,Medium,35.2,,39.0
Tue May 7,01:30,GMT,aud,AUD Trade Balance (Australian dollar),Medium,307M,0M,-111M
Tue May 7,01:30,GMT,aud,AUD House Price Index (QoQ),Medium,0.1%,1.8%,2.0%
Tue May 7,01:30,GMT,aud,AUD House Price Index (YoY),Medium,2.6%,4.0%,2.5%
Tue May 7,04:30,GMT,aud,AUD Reserve Bank of Australia Rate Decision,High,2.75%,3.00%,3.00%
Tue May 7,05:45,GMT,chf,CHF Unemployment Rate,Medium,3.1%,3.1%,3.2%
