Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Mar 16,21:00,GMT,nzd,NZD Westpac NZ Consumer Confidence,Medium,121.7,,120.1
Sun Mar 16,21:30,GMT,nzd,NZD Performance Services Index,Medium,53.1,,57.8
Mon Mar 17,,,JPY,JPY Cabinet Office Monthly Economic Report for March,Medium,,,
Mon Mar 17,00:01,GMT,gbp,GBP Rightmove House Prices (MoM),Low,1.6%,,3.3%
Mon Mar 17,00:01,GMT,gbp,GBP Rightmove House Prices (YoY),Low,6.8%,,6.9%
Mon Mar 17,00:30,GMT,aud,AUD New Motor Vehicle Sales (MoM),Low,0.1%,,-4.0%
Mon Mar 17,00:30,GMT,aud,AUD New Motor Vehicle Sales (YoY),Low,-3.5%,,-3.0%
Mon Mar 17,10:00,GMT,eur,EUR Euro-Zone Consumer Price Index (MoM),Medium,0.3%,0.4%,-1.1%
Mon Mar 17,10:00,GMT,eur,EUR Euro-Zone Consumer Price Index (YoY),Medium,0.7%,0.8%,0.8%
Mon Mar 17,10:00,GMT,eur,EUR Euro-Zone Consumer Price Index - Core (YoY),Medium,1.0%,1.0%,1.0%
Mon Mar 17,12:30,GMT,cad,CAD International Securities Transactions (Canadian dollar),Low,1.09B,,-4.28B
Mon Mar 17,12:30,GMT,usd,USD Empire Manufacturing,Low,5.61,6.50,4.48
Mon Mar 17,13:00,GMT,cad,CAD Existing Home Sales (MoM),Medium,0.3%,,-3.3%
Mon Mar 17,13:15,GMT,usd,USD Industrial Production,Medium,0.6%,0.2%,-0.2%
Mon Mar 17,13:15,GMT,usd,USD Capacity Utilization,Low,78.8%,78.6%,78.5%
Mon Mar 17,13:15,GMT,usd,USD Manufacturing (SIC) Production,Medium,0.8%,0.3%,-0.9%
Mon Mar 17,14:00,GMT,usd,USD NAHB Housing Market Index,Medium,47,50,46
Mon Mar 17,16:00,GMT,usd,USD Fed Board of Governors Meeting on Discount Rates,Medium,,,
Tue Mar 18,00:30,GMT,aud,RBA Release Minutes of March Meeting,Medium,,,
Tue Mar 18,01:30,GMT,cny,CNY China February Property Prices (FEB),Medium,69,,69
Tue Mar 18,02:23,GMT,cny,CNY Foreign Direct Investment (YoY),Medium,4.1%,8.0%,16.1%
Tue Mar 18,06:00,GMT,jpy,JPY Machine Tool Orders (YoY),Medium,26.1%,,26.0%
Tue Mar 18,06:45,GMT,CHF,CHF SECO March 2014 Economic Forecasts,Medium,,,
Tue Mar 18,07:00,GMT,eur,EUR German Wholesale Price Index (MoM),Low,-0.1%,,-0.1%
Tue Mar 18,07:00,GMT,eur,EUR German Wholesale Price Index (YoY),Low,-1.8%,,-1.7%
Tue Mar 18,07:00,GMT,eur,EUR EU 25 New Car Registrations,Low,8.0%,,5.5%
Tue Mar 18,10:00,GMT,eur,EUR German ZEW Survey (Current Situation),Medium,51.3,52,50
Tue Mar 18,10:00,GMT,eur,EUR German ZEW Survey (Economic Sentiment),Medium,46.6,52,55.7
Tue Mar 18,10:00,GMT,eur,EUR Euro-Zone ZEW Survey (Economic Sentiment),Medium,61.5,,68.5
Tue Mar 18,10:00,GMT,eur,EUR Euro-Zone Trade Balance (euros),Low,0.9B,,13.8B
Tue Mar 18,12:30,GMT,cad,CAD Manufacturing Shipments (MoM),Low,1.5%,0.6%,-1.5%
Tue Mar 18,12:30,GMT,usd,USD Consumer Price Index (MoM),Medium,0.1%,0.1%,0.1%
Tue Mar 18,12:30,GMT,usd,USD Consumer Price Index Ex Food & Energy (MoM),Medium,0.1%,0.1%,0.1%
Tue Mar 18,12:30,GMT,usd,USD Consumer Price Index (YoY),High,1.1%,1.2%,1.6%
