Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Nov 27,02:00,GMT,cny,CNY Industrial Profits YTD (YoY),Medium,25.3%,,27.0%
Mon Nov 28,00:00,GMT,nzd,NZD NBNZ Activity Outlook,Medium,28.8,,26.1
Mon Nov 28,00:00,GMT,nzd,NZD NBNZ Business Confidence,Medium,18.3,,13.2
Mon Nov 28,00:01,GMT,gbp,GBP Lloyds Business Barometer,Low,-20,,-15
Mon Nov 28,00:01,GMT,gbp,GBP Hometrack Housing Survey (MoM),Low,-0.2%,,-0.2%
Mon Nov 28,00:01,GMT,gbp,GBP Hometrack Housing Survey (YoY),Low,-2.3%,,-2.8%
Mon Nov 28,05:00,GMT,jpy,JPY Small Business Confidence,Low,45.8,,46.4
Mon Nov 28,08:00,GMT,eur,EUR German Consumer Price Index (MoM),Medium,0.0%,0.0%,0.0%
Mon Nov 28,08:00,GMT,eur,EUR German Consumer Price Index (YoY),High,2.4%,2.4%,2.5%
Mon Nov 28,08:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (MoM),Medium,0.0%,-0.1%,0.1%
Mon Nov 28,08:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (YoY),High,2.8%,2.7%,2.9%
Mon Nov 28,09:00,GMT,eur,EUR Euro-Zone M3 s.a. (3M),Low,2.8%,3.1%,2.6%
Mon Nov 28,09:00,GMT,eur,EUR Euro-Zone M3 s.a. (YoY),Low,2.6%,3.4%,3.0%
Mon Nov 28,09:00,GMT,eur,EUR Italian Business Confidence,Low,94.4,93.0,94.2
Mon Nov 28,10:00,GMT,EUR,EUR EC OECD November Economic Outlook,LOW,,,
Mon Nov 28,11:00,GMT,gbp,GBP CBI Reported Sales,Medium,-19,-12,-11
Mon Nov 28,12:00,GMT,eur,German GfK Consumer Confidence Survey,Medium,5.6,5.1,5.4
Mon Nov 28,15:00,GMT,usd,USD New Home Sales,Medium,307K,313K,303K
Mon Nov 28,15:00,GMT,usd,USD New Home Sales (MoM),Medium,1.3%,0.6%,3.4%
Mon Nov 28,15:30,GMT,usd,USD Dallas Fed Manufacturing Activity,Low,3.2,5.0,2.3
Mon Nov 28,17:00,GMT,eur,EUR French Total Jobseekers Change,Low,34.4,13.0,26.0
Mon Nov 28,17:00,GMT,eur,EUR French Total Jobseekers,Low,2814.9K,2796.5K,2780.5K
Mon Nov 28,23:30,GMT,jpy,JPY Job-To-Applicant Ratio,Low,0.67,0.68,0.67
Mon Nov 28,23:30,GMT,jpy,JPY Household Spending (YoY),Medium,-0.4%,-1.5%,-1.9%
Mon Nov 28,23:30,GMT,jpy,JPY Jobless Rate,Medium,4.5%,4.2%,4.1%
Mon Nov 28,23:50,GMT,jpy,JPY Retail Trade (YoY),Medium,1.9%,0.7%,-1.1%
Mon Nov 28,23:50,GMT,jpy,JPY Retail Trade s.a. (MoM),Low,1.4%,0.6%,-1.4%
Mon Nov 28,23:50,GMT,jpy,JPY Large Retailers Sales,Medium,-1.4%,-1.2%,-3.6%
Tue Nov 29,00:20,GMT,cny,CNY Leading Index,Low,100.40,,100.68
Tue Nov 29,07:00,GMT,chf,CHF UBS Consumption Indicator,Medium,0.91,,0.82
Tue Nov 29,07:00,GMT,gbp,GBP Nationwide House Prices n.s.a. (YoY),Medium,1.6%,1.3%,0.8%
Tue Nov 29,07:00,GMT,gbp,GBP Nationwide House Prices s.a. (MoM),Low,0.4%,0.0%,0.4%
Tue Nov 29,09:00,GMT,eur,EUR Italian Hourly Wages (MoM),Low,0.0%,,0.3%
Tue Nov 29,09:00,GMT,eur,EUR Italian Hourly Wages (YoY),Low,1.7%,,1.7%
Tue Nov 29,09:30,GMT,gbp,GBP Net Consumer Credit,Medium,0.0B,0.5B,0.6B
Tue Nov 29,09:30,GMT,gbp,GBP Net Lending Sec. on Dwellings,Medium,1.3B,0.5B,0.5B
Tue Nov 29,09:30,GMT,gbp,GBP Mortgage Approvals,Low,52.7K,51.8K,51.2K
Tue Nov 29,09:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-0.3%,,-0.4%
Tue Nov 29,09:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,-2.7%,,-1.7%
Tue Nov 29,09:30,GMT,GBP,GBP M4 Ex OFCs 3M Annualised,LOW,,,4.9%
Tue Nov 29,10:00,GMT,eur,EUR Euro-Zone Business Climate Indicator,Medium,-0.44,-0.30,-0.19
Tue Nov 29,10:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-20.4,-20.4,-20.4
Tue Nov 29,10:00,GMT,eur,EUR Euro-Zone Economic Confidence,Low,93.7,93.9,94.8
Tue Nov 29,10:00,GMT,eur,EUR Euro-Zone Industrial Confidence,Low,-7.3,-7.6,-6.5
Tue Nov 29,10:00,GMT,eur,EUR Euro-Zone Services Confidence,Low,-1.7,0.0,0.1
Tue Nov 29,12:00,GMT,GBP,GBP Osborne Makes Autumn Statement to Commons,LOW,,,
Tue Nov 29,13:30,GMT,cad,CAD Current Account (BoP) (Canadian dollar),Medium,-$12.1B,-$11.1B,-$16.1B
Tue Nov 29,14:00,GMT,usd,USD S&P/CS 20 City s.a. (MoM),Low,-0.57%,-0.10%,-0.29%
Tue Nov 29,14:00,GMT,usd,USD S&P/Case-Shiller Composite-20 (YoY),Low,-3.6%,-3.0%,-3.8%
Tue Nov 29,14:00,GMT,usd,USD S&P/Case-Shiller Home Price Index,Low,141.97,,142.88
Tue Nov 29,14:00,GMT,usd,USD S&P/Case-Shiller US Home Price Index (YoY),Low,-3.9%,-3.1%,-5.9%
Tue Nov 29,14:00,GMT,usd,USD S&P/Case-Shiller US Home Price Index,Low,130.39,,130.24
Tue Nov 29,15:00,GMT,usd,USD Consumer Confidence,High,56.0,44.0,40.9
Tue Nov 29,15:00,GMT,usd,USD House Price Index (MoM),Medium,0.9%,-0.1%,-0.2%
Tue Nov 29,15:00,GMT,usd,USD House Price Purchase Index (QoQ),Medium,0.2%,,-0.3%
Tue Nov 29,21:45,GMT,nzd,NZD Building Permits (MoM),Low,11.2%,,-17.2%
Tue Nov 29,23:15,GMT,jpy,JPY Nomura/JMMA Manufacturing Purchasing Manager Index,Medium,49.1,,50.6
Tue Nov 29,23:30,GMT,aud,AUD RPData-Rismark House Px Raw,Low,-0.2%,,-0.4%
Tue Nov 29,23:30,GMT,aud,AUD RPData-Rismark House Px s.a.,Low,-0.5%,,-0.4%
Tue Nov 29,23:50,GMT,jpy,JPY Industrial Production (MoM),Low,2.4%,1.1%,-3.3%
Tue Nov 29,23:50,GMT,jpy,JPY Industrial Production (YoY),Medium,0.4%,-1.0%,-3.3%
Wed Nov 30,00:00,GMT,USD,USD Fed's Kocherlakota Speaks to Reporters in California,LOW,,,
Wed Nov 30,00:00,GMT,aud,AUD HIA New Home Sales (MoM),Medium,5.5%,,-3.5%
Wed Nov 30,00:01,GMT,gbp,GBP GfK Consumer Confidence Survey,Medium,-31,-33,-32
Wed Nov 30,00:15,GMT,CAD,CAD Bank of Canada Deputy Gov. Murray speaks in Plattsburgh, NY,LOW,,,
Wed Nov 30,00:30,GMT,EUR,EUR ECB's Stark Speaking in Dallas,LOW,,,
Wed Nov 30,00:30,GMT,aud,AUD Private Sector Credit (MoM),Medium,0.2%,0.4%,0.5%
Wed Nov 30,00:30,GMT,aud,AUD Private Sector Credit (YoY),Medium,3.5%,3.6%,3.4%
Wed Nov 30,00:30,GMT,aud,AUD Private Capital Expenditure,Medium,12.3%,8.0%,6.2%
Wed Nov 30,01:00,GMT,USD,USD Fed's Kocherlakota Speaks on Monetary Policy at Stanford,LOW,,,
Wed Nov 30,01:30,GMT,jpy,JPY Labor Cash Earnings (YoY),Medium,0.1%,-0.2%,-0.4%
Wed Nov 30,02:00,GMT,nzd,NZD Money Supply M3 (YoY),Low,5.5%,,5.0%
Wed Nov 30,04:00,GMT,jpy,JPY Vehicle Production (YoY),Low,20.3%,,-4.5%
Wed Nov 30,05:00,GMT,jpy,JPY Construction Orders (YoY),Low,24.3%,,-9.3%
Wed Nov 30,05:00,GMT,jpy,JPY Annualized Housing Starts,Medium,0.774M,0.770M,0.745M
Wed Nov 30,05:00,GMT,jpy,JPY Housing Starts (YoY),Medium,-5.8%,-6.3%,-10.8%
Wed Nov 30,07:00,GMT,eur,EUR German Retail Sales (YoY),Medium,-0.4%,2.0%,0.6%
