Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Thu Mar 22,09:30,GMT,gbp,GBP Retail Sales (YoY),Medium,1.0%,2.3%,1.1%
Thu Mar 22,09:30,GMT,gbp,GBP Retail Sales w/Auto Fuel (MoM),Low,-0.8%,-0.5%,0.3%
Thu Mar 22,09:30,GMT,gbp,GBP Retail Sales w/Auto Fuel (YoY),Medium,1.0%,2.4%,1.4%
Thu Mar 22,10:00,GMT,eur,EUR Euro-Zone Industrial New Orders (YoY),Medium,-3.3%,-3.1%,-0.4%
Thu Mar 22,10:00,GMT,eur,EUR Euro-Zone Industrial New Orders s.a. (MoM),Low,-2.3%,-2.2%,3.5%
Thu Mar 22,12:30,GMT,cad,CAD Retail Sales (MoM),Medium,0.5%,1.8%,0.0%
Thu Mar 22,12:30,GMT,cad,CAD Retail Sales Less Autos (MoM),Low,-0.5%,0.5%,0.3%
Thu Mar 22,12:30,GMT,usd,USD Initial Jobless Claims,Low,348K,350K,353K
Thu Mar 22,12:30,GMT,usd,USD Continuing Claims,Low,3352K,3380K,3361K
Thu Mar 22,14:00,GMT,usd,USD House Price Index (MoM),Medium,0.0%,0.3%,0.1%
Thu Mar 22,14:00,GMT,usd,USD Leading Indicators,Medium,0.7%,0.6%,0.2%
Thu Mar 22,14:30,GMT,usd,USD EIA Natural Gas Storage Change,Low,11,9,-64
Thu Mar 22,15:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-19.0,-19.8,-20.3
Thu Mar 22,16:45,GMT,USD,USD Fed's Bernanke Gives Lecture at George Washington University,LOW,,,
Thu Mar 22,20:00,GMT,USD,USD Chicago Fed's Evans Speaks at Brookings on Communication,LOW,,,
Fri Mar 23,00:00,GMT,USD,USD Fed's Bullard Speaks at Investment Conference in Hong Kong,LOW,,,
Fri Mar 23,00:01,GMT,gbp,GBP Nationwide Consumer Confidence,Medium,44,47,47
Fri Mar 23,01:35,GMT,cny,CNY MNI March Flash Business Sentiment Survey,Low,56.67,,58.87
Fri Mar 23,02:00,GMT,cny,CNY Conference Board China Leading Economic Index,Low,227.2,,225.7
Fri Mar 23,07:45,GMT,eur,EUR French Own-Company Production Outlook (Mar),Low,6,,-1
Fri Mar 23,07:45,GMT,eur,EUR French Wages (4Q F),Low,0.3%,,0.3%
Fri Mar 23,07:45,GMT,eur,EUR French Business Confidence Indicator (MAR),High,96,93,93
Fri Mar 23,07:45,GMT,eur,EUR French Production Outlook Indicator (MAR),Low,-15,-28,-27
Fri Mar 23,09:00,GMT,CHF,CHF KOF Institute March Economic Forecast,Medium,,,
Fri Mar 23,09:00,GMT,eur,EUR Italy Retail Sales (YoY),High,-0.8%,-3.4%,-3.7%
Fri Mar 23,09:00,GMT,eur,EUR Italy Retail Sales (MoM),High,0.7%,-0.1%,-0.8%
Fri Mar 23,09:30,GMT,gbp,GBP BBA Loans for House Purchase,Medium,33103,37250,37977
Fri Mar 23,11:00,GMT,cad,CAD Consumer Price Index (MoM),Medium,0.4%,0.5%,0.4%
Fri Mar 23,11:00,GMT,cad,CAD Consumer Price Index (YoY),High,2.6%,2.7%,2.5%
Fri Mar 23,11:00,GMT,cad,CAD Bank Canada Consumer Price Index Core (MoM),Medium,0.4%,0.3%,0.2%
Fri Mar 23,11:00,GMT,cad,CAD Bank Canada Consumer Price Index Core (YoY),High,2.3%,2.2%,2.1%
Fri Mar 23,11:00,GMT,cad,CAD Consumer Price Index,Low,121.2,,120.7
Fri Mar 23,14:00,GMT,usd,USD New Home Sales,Medium,313K,325K,318K
Fri Mar 23,14:00,GMT,usd,USD New Home Sales (MoM),Low,-1.6%,1.3%,-5.4%
Fri Mar 23,18:30,GMT,USD,USD Fed's Lockhart Speaks in Washington,LOW,,,
