country,strength,sd
CH,1.99274346470138,0.832420044016295
US,1.54265324460102,0.832420044016295
NZ,0.882285076517228,0.832420044016295
IT,0.834461950360245,0.832420044016295
CA,0.666901855175469,0.832420044016295
EM,0.632891716402427,0.832420044016295
GB,0.617784101903674,0.832420044016295
DE,0.568576771814211,0.832420044016295
FR,0.533504421453279,0.832420044016295
AU,0.514735657156723,0.832420044016295
JP,0.273156058637166,0.832420044016295
