Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Tue Apr 17,01:30,GMT,aud,AUD Reserve Bank Board April Minutes,High,,,
Tue Apr 17,01:30,GMT,aud,AUD New Motor Vehicle Sales (MoM),Low,4.0%,,0.2%
Tue Apr 17,01:30,GMT,aud,AUD New Motor Vehicle Sales (YoY),Low,4.0%,,2.1%
Tue Apr 17,03:00,GMT,nzd,NZD Non Resident Bond Holdings,Low,60.9%,,60.3%
Tue Apr 17,04:00,GMT,jpy,JPY Tokyo Condominium Sales (YoY),Low,-6.1%,,13.0%
Tue Apr 17,04:30,GMT,jpy,JPY Industrial Production (MoM),Low,-1,6%,,-1.2%
Tue Apr 17,04:30,GMT,jpy,JPY Industrial Production (YoY),Medium,1.5%,,1.5%
Tue Apr 17,04:30,GMT,jpy,JPY Capacity Utilization (MoM),Low,-1.7%,,3.4%
Tue Apr 17,05:00,GMT,jpy,JPY Consumer Confidence,Medium,40.3,40,39.9
Tue Apr 17,06:00,GMT,eur,EUR EU25 New Car Registrations ,Low,-7.0%,,-9.7%
Tue Apr 17,08:30,GMT,gbp,GBP Consumer Price Index (MoM),Medium,0.3%,0.3%,0.6%
Tue Apr 17,08:30,GMT,gbp,GBP Consumer Price Index (YoY),High,3.5%,3.4%,3.4%
Tue Apr 17,08:30,GMT,gbp,GBP Core Consumer Price Index (YoY),High,2.5%,2.3%,2.4%
Tue Apr 17,08:30,GMT,gbp,GBP Retail Price Index,Low,240.8,240.9,239.9
Tue Apr 17,08:30,GMT,gbp,GBP Retail Price Index (MoM),Low,0.4%,0.4%,0.8%
Tue Apr 17,08:30,GMT,gbp,GBP Retail Price Index (YoY),Medium,3.6%,3.6%,3.7%
Tue Apr 17,08:30,GMT,gbp,GBP Retail Price Index Ex Mort Int.Payments (YoY),Low,3.7%,3.7%,3.8%
Tue Apr 17,08:30,GMT,eur,EUR Spain to Sell 12-Month and 18-Month Bills,Medium,,,
Tue Apr 17,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index - Core (YoY),High,1.6%,1.5%,1.5%
Tue Apr 17,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index (MoM),Medium,1.3%,1.2%,0.5%
Tue Apr 17,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index (YoY),High,2.7%,2.6%,2.7%
Tue Apr 17,09:00,GMT,eur,EUR German ZEW Survey (Current Situation),Medium,40.7,35,37.6
Tue Apr 17,09:00,GMT,eur,EUR Euro-Zone ZEW Survey (Economic Sentiment),Medium,13.1,,11
Tue Apr 17,09:00,GMT,eur,EUR German ZEW Survey (Economic Sentiment),High,23.4,19.0,22.3
Tue Apr 17,09:00,GMT,eur,EUR Italy Current Account (mlns euro) [FEB],Low,-5138M,,-7953M
Tue Apr 17,09:15,GMT,eur,EUR ECB Announces Allotment in 7-Day Main Refinancing Tender,Medium,,,
Tue Apr 17,12:30,GMT,cad,CAD Manufacturing Shipments (MoM),Low,-0.3%,-0.3%,-1.3%
Tue Apr 17,12:30,GMT,usd,USD Housing Starts,Medium,654K,705K,694K
Tue Apr 17,12:30,GMT,usd,USD Housing Starts (MoM),Low,-5.8%,1.0%,-2.8%
Tue Apr 17,12:30,GMT,usd,USD Building Permits,Medium,747K,710K,715K
Tue Apr 17,12:30,GMT,usd,USD Building Permits (MoM),Low,4.5%,-0.7%,4.8%
Tue Apr 17,13:00,GMT,cad,CAD Bank of Canada Rate Decision,High,1.00%,1.00%,1.00%
Tue Apr 17,13:15,GMT,usd,USD Manufacturing (SIC) Production,Medium,-0.2%,,0.8%
Tue Apr 17,13:15,GMT,usd,USD Industrial Production,Medium,0.0%,0.3%,0.0%
Tue Apr 17,13:15,GMT,usd,USD Capacity Utilization,Low,78.6%,78.5%,78.7%
Wed Apr 18,00:30,GMT,aud,AUD Westpac Leading Index (MoM),Low,0.2%,,0.6%
Wed Apr 18,01:00,GMT,nzd,NZD ANZ Consumer Confidence Index ,Low,114.0,,110.2
Wed Apr 18,01:00,GMT,nzd,NZD ANZ Consumer Confidence Index (MoM),Low,3.4%,,-2.7%
Wed Apr 18,01:30,GMT,cny,CNY Property Prices (New Residential YoY),Medium,,,37
Wed Apr 18,08:00,GMT,eur,EUR Euro-Zone Current Account n.s.a. (euros),Low,-5.9B,,-12.3B
Wed Apr 18,08:00,GMT,eur,EUR Euro-Zone Current Account s.a. (euros),Low,-1.3B,,3.7B
Wed Apr 18,08:30,GMT,GBP,GBP Bank of England Minutes,HIGH,,,
Wed Apr 18,08:30,GMT,gbp,GBP Claimant Count Rate,Medium,4.9%,5.0%,4.9%%
Wed Apr 18,08:30,GMT,gbp,GBP Jobless Claims Change,High,3.6K,6.0K,4.5K
Wed Apr 18,08:30,GMT,gbp,GBP Average Weekly Earnings (3M/YoY),Medium,1.1%,1.2%,1.3%
Wed Apr 18,08:30,GMT,gbp,GBP Weekly Earnings exBonus (3M/YoY),Low,1.6%,1.6%,1.6%
Wed Apr 18,08:30,GMT,gbp,GBP ILO Unemployment Rate (3M),Medium,8.3%,8.4%,8.4%
Wed Apr 18,09:00,GMT,eur,EUR Euro-Zone Construction Output s.a. (MoM),Low,-7.1%,,-0.5%
Wed Apr 18,09:00,GMT,eur,EUR Euro-Zone Construction Output w.d.a. (YoY),Low,-12.9%,,-2.7%
Wed Apr 18,09:00,GMT,chf,CHF ZEW Survey (Expectations),Medium,2.1,,0
Wed Apr 18,11:00,GMT,usd,USD MBA Mortgage Applications,Low,6.9%,,-2.4%
Wed Apr 18,14:30,GMT,cad,CAD Bank of Canada Monetary Policy Report,High,,,
Wed Apr 18,14:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,3856K,1800K,2791K
Wed Apr 18,14:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,592K,,292K
Wed Apr 18,14:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,-2908K,-125K,-4000K
Wed Apr 18,14:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,-3671K,-1100K,-4277K
Wed Apr 18,22:00,GMT,nzd,NZD ANZ NZ Job Ads (MoM),Low,-1.0%,,4.6%
Wed Apr 18,22:45,GMT,nzd,NZD Consumer Prices Index (QoQ),Medium,0.5%,0.5%,-0.3%
Wed Apr 18,22:45,GMT,nzd,NZD Consumer Prices Index (YoY),High,1.6%,1.6%,1.8%
Wed Apr 18,23:50,GMT,jpy,JPY Merchandise Trade Balance Total (Yen),Medium,-¥82.6B,-¥223.2B,¥29.4B
Wed Apr 18,23:50,GMT,jpy,JPY Adjusted Merchandise Trade Balance (Yen),Low,-¥621.3B,-¥446.3B,-¥321.4B
Wed Apr 18,23:50,GMT,jpy,JPY Merchandise Trade Exports (YoY),Low,5.9,0.2,-2.7
Wed Apr 18,23:50,GMT,jpy,JPY Merchandise Trade Imports (YoY),Low,10.5,7,9.2
Thu Apr 19,01:30,GMT,aud,AUD NAB Business Confidence,Medium,-1,,1
Thu Apr 19,01:30,GMT,aud,AUD RBA Foreign Exchange Transaction (Australian dollar),Low,944M,,372M
Thu Apr 19,08:00,GMT,eur,EUR Italian Industrial Orders SA (MoM) ,Low,-2.5%,-1.1%,-7.7%
Thu Apr 19,08:00,GMT,eur,EUR Italian Industrial Orders NSA (YoY) ,Low,-13.2%,-6.2%,-5.6%
Thu Apr 19,08:00,GMT,eur,EUR Italian Industrial Sales SA (MoM) ,Low,2.3%,,-4.9%
Thu Apr 19,08:00,GMT,eur,EUR Italian Industrial Sales NSA (YoY) ,Low,-1.5%,,-4.4%
Thu Apr 19,08:30,GMT,eur,EUR Spain to Sell 3.3% 2014 Bonds,Medium,,,
Thu Apr 19,08:30,GMT,eur,EUR Spain to Sell 5.85% 2022 Bonds,Medium,,,
Thu Apr 19,12:30,GMT,usd,USD Initial Jobless Claims,Low,386K,370K,388K
Thu Apr 19,12:30,GMT,usd,USD Continuing Claims,Low,3297K,3300K,3271K
Thu Apr 19,13:45,GMT,usd,USD Bloomberg Consumer Comfort ,Low,-31.4,,-32.8
Thu Apr 19,13:45,GMT,usd,USD Bloomberg Economic Expectations,Low,-3,,1
Thu Apr 19,14:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-19.8,-19,-19.1
Thu Apr 19,14:00,GMT,usd,USD Philadelphia Fed.,Medium,8.5,12,12.5
Thu Apr 19,14:00,GMT,usd,USD Existing Home Sales,Medium,4.48M,4.62M,4.60M
Thu Apr 19,14:00,GMT,usd,USD Existing Home Sales (MoM),Low,-2.6%,0.7%,-0.6%
Thu Apr 19,14:00,GMT,usd,USD Leading Indicators,Medium,0.3%,0.2%,0.7%
Thu Apr 19,14:30,GMT,usd,USD EIA Natural Gas Storage Change,Low,25,25,8
Thu Apr 19,23:50,GMT,JPY,JPY Tertiary Industry Index (MoM),Medium,,0.7%,-1.7%
Fri Apr 20,01:30,GMT,aud,AUD Export Price Index (QoQ),Low,-7.0%,-3.0%,-1.5%
Fri Apr 20,01:30,GMT,aud,AUD Import Price Index (QoQ),Low,-1.2%,-0.1%,2.5%
Fri Apr 20,01:35,GMT,cny,CNY MNI Flash Business Sentiment Survey,Low,55.40,,54.81
Fri Apr 20,06:00,GMT,eur,EUR German Producer Prices (MoM),Medium,0.6%,0.4%,0.4%
Fri Apr 20,06:00,GMT,eur,EUR German Producer Prices (YoY),High,3.3%,3.1%,3.2%
Fri Apr 20,07:00,GMT,jpy,JPY Convenience Store Sales (YoY),Low,0.4%,,4.8%
Fri Apr 20,08:00,GMT,eur,EUR German IFO - Business Climate,Medium,109.9,109.5,109.8
Fri Apr 20,08:00,GMT,eur,EUR German IFO - Current Assessment,Medium,117.5,117.0,117.4
Fri Apr 20,08:00,GMT,eur,EUR German IFO - Expectations,Medium,102.7,102.3,102.7
Fri Apr 20,08:30,GMT,gbp,GBP Retail Sales (MoM),Low,1.5%,0.4%,-0.7%
Fri Apr 20,08:30,GMT,gbp,GBP Retail Sales (YoY),Medium,3.3%,1.3%,1.0%
Fri Apr 20,08:30,GMT,gbp,GBP Retail Sales w/Auto Fuel (MoM),Low,1.8%,0.5%,-0.8%
Fri Apr 20,08:30,GMT,gbp,GBP Retail Sales w/Auto Fuel (YoY),Medium,3.3%,1.5%,1.0%
Fri Apr 20,12:30,GMT,cad,CAD Leading Indicators (MoM),Medium,0.4%,0.5%,0.7%
Fri Apr 20,12:30,GMT,cad,CAD Consumer Price Index (MoM),Medium,0.4%,0.5%,0.4%
Fri Apr 20,12:30,GMT,cad,CAD Consumer Price Index (YoY),High,1.9%,2.0%,2.6%
Fri Apr 20,12:30,GMT,cad,CAD Bank Canada Consumer Price Index Core (MoM),Medium,0.3%,0.3%,0.4%
Fri Apr 20,12:30,GMT,cad,CAD Bank Canada Consumer Price Index Core (YoY),High,1.9%,1.9%,2.3%
Fri Apr 20,12:30,GMT,cad,CAD Consumer Price Index s.a. (MoM),Low,0.2%,0.2%,0.1%
Fri Apr 20,12:30,GMT,cad,CAD Core CPI s.a. (MoM),Low,0.3%,0.3%,0.2%
Fri Apr 20,12:30,GMT,cad,CAD Consumer Price Index,Low,121.7,,121.2
Fri Apr 20,13:00,GMT,USD,USD G-20 Finance Ministers, Central Bankers Meet in Washington,HIGH,,,
Fri Apr 20,14:00,GMT,USD,USD American Petroleum Institute Monthly Report,LOW,,,
