Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Sep 04,23:01,GMT,gbp,GBP Lloyds Employment Confidence,Low,-66,,-53
Sun Sep 04,23:30,GMT,aud,AUD AiG Performance of Service Index,Medium,52.1,,48.8
Mon Sep 05,00:30,GMT,aud,AUD TD Securities Inflation (MoM),Low,-0.1%,,0.3%
Mon Sep 05,00:30,GMT,aud,AUD TD Securities Inflation (YoY),Medium,2.9%,,3.2%
Mon Sep 05,01:30,GMT,aud,AUD Company Operating Profit (QoQ),Low,6.7%,2.9%,-2.2%
Mon Sep 05,01:30,GMT,aud,AUD Inventories,Low,2.5%,0.3%,0.7%
Mon Sep 05,01:30,GMT,aud,AUD ANZ Job Advertisements (MoM),Low,-0.6%,,-0.6%
Mon Sep 05,02:30,GMT,cny,CNY China HSBC Services PMI,Low,50.6,,53.5
Mon Sep 05,07:45,GMT,eur,EUR Italian Purchasing Manager Index Services,Low,48.4,48.4,48.6
Mon Sep 05,07:50,GMT,eur,EUR French Purchasing Manager Index Services,Low,56.8,56.1,56.1
Mon Sep 05,07:55,GMT,eur,EUR German Purchasing Manager Index Services,Medium,51.1,50.4,50.4
Mon Sep 05,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Composite,Medium,50.7,50.9,51.1
Mon Sep 05,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Services,Medium,51.5,51.5,51.5
Mon Sep 05,08:30,GMT,gbp,GBP Purchasing Manager Index Services,Medium,51.1,54.0,55.4
Mon Sep 05,08:30,GMT,eur,EUR Euro-Zone Sentix Investor Confidence,Medium,-15.4,-17.7,-13.5
Mon Sep 05,08:30,GMT,gbp,GBP Official Reserves (Changes),Low,$2237M,,$2082M
Mon Sep 05,09:00,GMT,eur,EUR Euro-Zone Retail Sales (MoM),Medium,0.2%,0.0%,0.7%
Mon Sep 05,09:00,GMT,eur,EUR Euro-Zone Retail Sales (YoY),High,-0.2%,-1.0%,-0.7%
Mon Sep 05,23:01,GMT,gbp,GBP BRC Sales Like-For-Like (YoY),Low,-0.6%,0.0%,0.6%
Tue Sep 06,01:30,GMT,aud,AUD Current Account Balance (Australian Dollar),Medium,-7419M,-7100M,-11115M
Tue Sep 06,01:30,GMT,aud,AUD Australia Net Exports of GDP,Low,-0.5%,0.1%,-2.4%
Tue Sep 06,01:30,GMT,aud,AUD Home Loans,Medium,1.0%,1.5%,0.6%
Tue Sep 06,01:30,GMT,aud,AUD Investment Lending,Low,1.9%,,-4.2%
Tue Sep 06,01:30,GMT,aud,AUD Owner-Occupied Home Loans (MoM),Low,1.4%,,0.2%
Tue Sep 06,04:30,GMT,aud,AUD Reserve Bank of Australia Rate Decision,High,4.75%,4.75%,4.75%
Tue Sep 06,07:00,GMT,chf,CHF Foreign Currency Reserves,Low,253.4B,,182.1B
Tue Sep 06,07:15,GMT,chf,CHF Consumer Price Index (MoM),Medium,0.3%,-0.2%,-0.8%
Tue Sep 06,07:15,GMT,chf,CHF Consumer Price Index (YoY),Medium,0.2%,0.3%,0.5%
Tue Sep 06,07:15,GMT,chf,CHF CPI - EU Harmonised (MoM),Medium,-0.6%,,-0.8%
Tue Sep 06,07:15,GMT,chf,CHF CPI - EU Harmonised (YoY),Medium,-0.3%,,0.3%
Tue Sep 06,08:00,GMT,gbp,GBP New Car Registrations (YoY),Low,7.3%,,-3.5%
Tue Sep 06,09:00,GMT,eur,EUR Euro-Zone Gross Domestic Product s.a. (QoQ),High,0.2%,0.2%,0.2%
Tue Sep 06,09:00,GMT,eur,EUR Euro-Zone Gross Domestic Product s.a. (YoY),High,1.6%,1.7%,1.7%
Tue Sep 06,09:00,GMT,eur,EUR Euro-Zone Household Consumption (QoQ),Medium,-0.2%,-0.1%,0.2%
Tue Sep 06,09:00,GMT,eur,EUR Euro-Zone Gross Fixed Capital (QoQ),Medium,0.2%,0.8%,1.8%
Tue Sep 06,09:00,GMT,eur,EUR Euro-Zone Government Expenditure (QoQ),Low,-0.2%,0.1%,0.5%
Tue Sep 06,10:00,GMT,eur,EUR German Factory Orders n.s.a. (YoY),Medium,8.7%,9.8%,9.4%
Tue Sep 06,10:00,GMT,eur,EUR German Factory Orders s.a. (MoM),Medium,-2.8%,-1.5%,1.8%
Tue Sep 06,14:00,GMT,usd,USD ISM Non-Manufacturing Composite,Medium,53.3,51.0,52.7
Tue Sep 06,17:10,GMT,USD,USD Fed's Kocherlakota Speaks at University of Minnesota,LOW,,,
Tue Sep 06,23:01,GMT,gbp,GBP BRC Shop Price Index (YoY),Low,2.7%,,2.8%
Tue Sep 06,23:30,GMT,aud,AUD AiG Performance of Construction Index,Medium,32.1,,36.1
Tue Sep 06,23:50,GMT,jpy,JPY Official Reserve Assets,Low,$1218.5B,,$1150.9B
Wed Sep 07,,,JPY,JPY Bank of Japan Rate Decision,HIGH,,0.10%,0.10%
Wed Sep 07,01:30,GMT,aud,AUD Gross Domestic Product (QoQ),High,1.2%,1.0%,-0.9%
Wed Sep 07,01:30,GMT,aud,AUD Gross Domestic Product (YoY),High,1.4%,0.7%,1.0%
Wed Sep 07,05:00,GMT,jpy,JPY Coincident Index (JUL P),Low,109.0,108.8,109.3
Wed Sep 07,05:00,GMT,jpy,JPY Leading Index (JUL P),Medium,106.0,105.9,103.3
Wed Sep 07,06:30,GMT,aud,AUD Foreign Reserves (Australian dollar),Low,A$43.8B,,A$40.7B
Wed Sep 07,08:30,GMT,gbp,GBP Industrial Production (MoM),Low,-0.2%,0.2%,0.0%
Wed Sep 07,08:30,GMT,gbp,GBP Industrial Production (YoY),Medium,-0.7%,-0.4%,-0.3%
Wed Sep 07,08:30,GMT,gbp,GBP Manufacturing Production (MoM),Low,0.1%,0.0%,-0.4%
Wed Sep 07,08:30,GMT,gbp,GBP Manufacturing Production (YoY),Medium,1.9%,1.9%,2.1%
Wed Sep 07,10:00,GMT,eur,EUR German Industrial Production n.s.a. and w.d.a. (YoY),Medium,10.1%,6.5%,6.6%
Wed Sep 07,10:00,GMT,eur,EUR German Industrial Production s.a. (MoM),Medium,4.0%,0.5%,-1.0%
Wed Sep 07,11:00,GMT,usd,USD MBA Mortgage Applications,Low,-4.9%,,-9.6%
Wed Sep 07,13:00,GMT,cad,CAD Bank of Canada Rate Decision,High,1.00%,1.00%,1.00%
Wed Sep 07,14:00,GMT,cad,CAD Ivey Purchasing Managers Index,Medium,57.6,52.2,45.4
Wed Sep 07,14:00,GMT,cad,CAD Ivey Purchasing Managers Index s.a.,Medium,,52.3,46.8
Wed Sep 07,14:00,GMT,usd,USD JOLTs Job Openings,Low,3228,3074,3109
Wed Sep 07,14:00,GMT,gbp,GBP NIESR Gross Domestic Product Estimate,High,0.2%,,0.6%
Wed Sep 07,15:15,GMT,USD,USD Fed's Evans Speaks in London,LOW,,,
Wed Sep 07,18:00,GMT,USD,USD Fed Releases Beige Book Economic Survey,Medium,,,
Wed Sep 07,20:00,GMT,USD,USD Fed's Williams Speaks to Seattle Rotary Club,LOW,,,
Wed Sep 07,22:45,GMT,NZD,NZD Value of All Buildings s.a.,LOW,,,-6.3
Wed Sep 07,22:45,GMT,NZD,NZD Manufacturing Activity,Medium,,,2.9%
Wed Sep 07,22:45,GMT,NZD,NZD Manufacturing Activity Volume s.a. (QoQ),LOW,,,1.9%
Wed Sep 07,23:50,GMT,jpy,JPY Bank Lending Banks ex-Trust,Low,-0.5%,,-0.6%
Wed Sep 07,23:50,GMT,jpy,JPY Bank Lending incl Trusts (YoY),Low,-0.5%,,-0.6%
Wed Sep 07,23:50,GMT,jpy,JPY Current Account Total (Yen),Low,¥990.2B,¥1175.8B,¥526.9B
Wed Sep 07,23:50,GMT,JPY,JPY Adjusted Current Account Total (Yen),LOW,,¥990.8B,¥922.8B
Wed Sep 07,23:50,GMT,jpy,JPY Current Account Balance (YoY),Low,-42.4%,-32.5%,-50.2%
Wed Sep 07,23:50,GMT,jpy,JPY Trade Balance - BOP Basis (Yen),Medium,¥123.3B,¥149.1B,¥131.5B
Wed Sep 07,23:50,GMT,jpy,JPY Machine Orders (MoM),Medium,-8.2%,-4.2%,7.7%
Wed Sep 07,23:50,GMT,jpy,JPY Machine Orders (YoY),Medium,4.0%,8.3%,17.9%
Thu Sep 08,01:30,GMT,aud,AUD Employment Change,High,-9.7K,10.0K,-4.1K
Thu Sep 08,01:30,GMT,aud,AUD Unemployment Rate,High,5.3%,5.1%,5.1%
Thu Sep 08,01:30,GMT,aud,AUD Full Time Employment Change,Medium,-12.6K,,-26.4K
Thu Sep 08,01:30,GMT,aud,AUD Part Time Employment Change,Medium,2.9K,,22.3K
Thu Sep 08,01:30,GMT,aud,AUD Participation Rate,Low,65.6%,65.6%,65.6%
Thu Sep 08,02:22,GMT,jpy,Tokyo Average Office Vacancies (%),Low,8.65,,8.76
Thu Sep 08,04:30,GMT,jpy,JPY Bankruptcies (YoY),Medium,-3.6%,,1.4%
Thu Sep 08,05:00,GMT,jpy,JPY Eco Watchers Survey: Current,Medium,47.3,,52.6
Thu Sep 08,05:00,GMT,jpy,JPY Eco Watchers Survey: Outlook,Medium,47.1,,48.5
Thu Sep 08,05:30,GMT,eur,EUR French Non-Farm Payrolls (QoQ),Low,0.2%,0.4%,0.5%
Thu Sep 08,05:45,GMT,chf,CHF Unemployment Rate,Medium,2.8%,2.8%,2.8%
Thu Sep 08,05:45,GMT,chf,CHF Unemployment Rate s.a.,Medium,3.0%,3.0%,3.0%
Thu Sep 08,06:00,GMT,eur,EUR German Exports s.a. (MoM),Low,-1.8%,0.5%,-1.2%
Thu Sep 08,06:00,GMT,eur,EUR German Imports s.a. (MoM),Low,-0.3%,0.3%,0.3%
Thu Sep 08,06:00,GMT,eur,EUR German Current Account (euros),Low,7.5B,10.0B,11.5B
Thu Sep 08,06:00,GMT,eur,EUR German Trade Balance (euros),Medium,10.4B,11.5B,12.7B
Thu Sep 08,06:30,GMT,eur,EUR Bank of France Business Sentiment,Low,98,97,98
Thu Sep 08,06:45,GMT,eur,EUR French Trade Balance (euros),Low,-6460M,-5900M,-5405M
Thu Sep 08,11:00,GMT,gbp,GBP BOE Asset Purchase Target,High,200B,200B,200B
Thu Sep 08,11:00,GMT,gbp,GBP Bank of England Rate Decision,High,0.50%,0.50%,0.50%
Thu Sep 08,11:45,GMT,eur,EUR European Central Bank Rate Decision,High,1.50%,1.50%,1.50%
Thu Sep 08,12:30,GMT,cad,CAD Building Permits (MoM),Low,6.3%,-1.5%,2.8%
Thu Sep 08,12:30,GMT,cad,CAD New Housing Price Index (MoM),Low,0.1%,0.3%,0.3%
Thu Sep 08,12:30,GMT,cad,CAD New Housing Price Index (YoY),Low,2.3%,2.5%,2.1%
Thu Sep 08,12:30,GMT,cad,CAD International Merchandise Trade (Canadian dollar),Low,-0.75B,-1.00B,-1.37B
Thu Sep 08,12:30,GMT,usd,USD Trade Balance,Medium,-$44.8B,-$51.0B,-$51.6B
Thu Sep 08,12:30,GMT,usd,USD Initial Jobless Claims,Low,414K,405K,412K
Thu Sep 08,12:30,GMT,usd,USD Continuing Claims,Low,3717K,3706K,3747K
Thu Sep 08,13:45,GMT,usd,USD Bloomberg Consumer Comfort,Low,,-49.3,-49.1
Thu Sep 08,14:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,-3963K,-2000K,5281K
Thu Sep 08,14:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,-396K,,-577K
Thu Sep 08,14:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,709K,500K,363K
Thu Sep 08,14:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,199K,-1400K,-2795K
Thu Sep 08,14:30,GMT,usd,USD DOE U.S. Refinery Utilization,Low,-0.2%,-1.0%,-1.1%
Thu Sep 08,17:00,GMT,USD,USD Fed's Bernanke Speaks to Economics Club in Minnesota,LOW,,,
Thu Sep 08,19:00,GMT,usd,USD Consumer Credit,Medium,$11.965B,$6.000B,$11.349B
Thu Sep 08,22:45,GMT,nzd,NZD NZ Card Spending - Retail (MoM),Medium,-0.7%,0.5%,0.3%
Thu Sep 08,22:45,GMT,nzd,NZD NZ Card Spending - Total (MoM),Medium,-0.5%,0.4%,0.2%
Thu Sep 08,23:50,GMT,jpy,JPY Gross Domestic Product Deflator (YoY),Low,-2.2%,-2.2%,-2.2%
Thu Sep 08,23:50,GMT,jpy,JPY Nominal Gross Domestic Product (QoQ),High,-1.5%,-1.6%,-1.4%
Thu Sep 08,23:50,GMT,jpy,JPY Gross Domestic Product Annualized,Medium,-2.1%,-2.1%,-1.3%
Thu Sep 08,23:50,GMT,jpy,JPY Gross Domestic Product (QoQ),Medium,-0.5%,-0.5%,-0.3%
Thu Sep 08,23:50,GMT,jpy,JPY Japan Money Stock M2+CD (YoY),Low,2.7%,2.9%,3.0%%
Thu Sep 08,23:50,GMT,jpy,JPY Japan Money Stock M3 (YoY),Low,2.2%,2.3%,2.4%
Fri Sep 09,01:30,GMT,cny,CNY Consumer Price Index (YoY),High,6.2%,6.2%,6.5%
Fri Sep 09,01:30,GMT,cny,CNY Producer Price Index (YoY),Medium,7.3%,7.2%,7.5%
Fri Sep 09,05:00,GMT,cny,CNY Industrial Production YTD (YoY),Medium,,14.2%,14.3%
Fri Sep 09,05:00,GMT,cny,CNY Industrial Production (YoY),Medium,,13.7%,14.0%
Fri Sep 09,05:00,GMT,cny,CNY Fixed Assets Inv Excl. Rural YTD (YoY),Medium,,25.2,25.4%
Fri Sep 09,05:00,GMT,cny,CNY Retail Sales YTD (YoY),Medium,,16.9%,18.0%
Fri Sep 09,05:00,GMT,cny,CNY Retail Sales (YoY),Medium,,17.0%,17.6%
Fri Sep 09,05:00,GMT,jpy,JPY Consumer Confidence,Medium,37,,37
Fri Sep 09,06:00,GMT,eur,EUR German Wholesale Price Index MoM ,Low,0.1%,,-0.6%
Fri Sep 09,06:00,GMT,eur,EUR German Wholesale Price Index YoY ,Low,6.5%,,8.2%
Fri Sep 09,06:00,GMT,eur,EUR German Consumer Price Index (MoM),Medium,0.0%,-0.1%,-0.1%
Fri Sep 09,06:00,GMT,eur,EUR German Consumer Price Index (YoY),High,2.4%,2.3%,2.3%
Fri Sep 09,06:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (MoM),Medium,0.0%,-0.1%,-0.1%
Fri Sep 09,06:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (YoY),High,2.5%,2.4%,2.4%
Fri Sep 09,06:45,GMT,eur,EUR French Industrial Production (MoM),Low,1.5%,0.4%,-1.5%
Fri Sep 09,06:45,GMT,eur,EUR French Industrial Production (YoY),Low,3.7%,2.0%,2.5%
Fri Sep 09,06:45,GMT,eur,EUR French Central Government Balance (euros),Low,-86.6B,-87.7B,-61.3B
Fri Sep 09,06:45,GMT,eur,EUR French Manufacturing Production (MoM),Low,1.4%,0.6%,-1.8%
Fri Sep 09,06:45,GMT,eur,EUR French Manufacturing Production (YoY),Low,4.2%,2.4%,3.7%
Fri Sep 09,08:00,GMT,eur,EUR Italian Gross Domestic Product s.a. and w.d.a. (QoQ),Low,0.3%,0.3%,0.3%
Fri Sep 09,08:00,GMT,eur,EUR Italian Gross Domestic Product s.a. and w.d.a. (YoY),Low,0.8%,0.8%,0.8%
Fri Sep 09,08:30,GMT,gbp,GBP Producer Price Index Input n.s.a. (MoM),Low,-1.9%,-1.5%,0.5%
Fri Sep 09,08:30,GMT,gbp,GBP Producer Price Index Input n.s.a. (YoY),Low,16.2%,16.8%,18.3%
Fri Sep 09,08:30,GMT,gbp,GBP Producer Price Index Output n.s.a. (MoM),Low,0.1%,0.1%,0.3%
Fri Sep 09,08:30,GMT,gbp,GBP Producer Price Index Output n.s.a. (YoY),Medium,6.1%,5.9%,6.1%
Fri Sep 09,08:30,GMT,gbp,GBP Producer Price Index Output Core n.s.a. (MoM),Low,0.2%,0.1%,0.4%
Fri Sep 09,08:30,GMT,gbp,GBP Producer Price Index Output Core n.s.a. (YoY),Medium,3.6%,3.4%,3.4%
Fri Sep 09,11:00,GMT,cad,CAD Unemployment Rate,High,7.3%,7.2%,7.2%
Fri Sep 09,11:00,GMT,cad,CAD Net Change in Employment,High,-5.5K,21.5K,7.1K
Fri Sep 09,11:00,GMT,cad,CAD Full Time Employment Change,Medium,25.7K,,25.5K
Fri Sep 09,11:00,GMT,cad,CAD Part Time Employment Change,Medium,-31.2K,,-18.4K
Fri Sep 09,11:00,GMT,cad,CAD Participation Rate,Medium,66.7%,,66.8%
Fri Sep 09,12:15,GMT,cad,CAD Housing Starts,Medium,184.7K,200.0K,205.1K
Fri Sep 09,12:30,GMT,cad,CAD Labor Productivity (QoQ),Low,-0.9%,-0.7%,0.4%
