Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Jun 30,23:01,GMT,GBP,GBP Hometrack Housing Survey (MoM),Low,0.4%,,0.4%
Sun Jun 30,23:01,GMT,GBP,GBP Hometrack Housing Survey (YoY),Low,0.8%,,0.4%
Sun Jun 30,23:30,GMT,AUD,AUD AiG Performance of Manufacturing Index,Medium,49.6,,43.8
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Large All Industry Capex,Medium,5.5%,2.9%,-2.0%
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Large Manufacturers Index,Medium,4,3,-8
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Non-Manufacturing Index,Medium,12,11,6
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Large Manufacturers Outlook,High,10,7,-1
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Non-Manufacturing Outlook,Medium,12,14,9
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Small Manufacturing Index,Low,-14,,-19
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Small Non-Manufacturing Index,Low,-4,,-8
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Small Manufacturing Outlook,Low,-7,,-14
Sun Jun 30,23:50,GMT,JPY,JPY Tankan Small Non-Manufacturing Outlook,Low,-4,,-8
Sun Jun 30,23:50,GMT,JPY,JPY Loans & Discounts Corp (YoY),Low,2.1%,,1.4%
Mon Jul 1,00:00,GMT,AUD,AUD RPData-Rismark House PX Actual,Low,1.9%,,-1.2%
Mon Jul 1,00:30,GMT,AUD,AUD TD Securities Inflation (MoM),Low,0.0%,,0.2%
Mon Jul 1,00:30,GMT,AUD,AUD TD Securities Inflation (YoY),Medium,2.4%,,2.2%
Mon Jul 1,00:40,GMT,cny,CNY Leading Index,Medium,99.6,,99.56
Mon Jul 1,01:00,GMT,CNY,CNY Manufacturing PMI,High,50.1,50.1,50.8
Mon Jul 1,01:45,GMT,CNY,CNY HSBC Manufacturing PMI,Medium,48.2,48.3,49.2
Mon Jul 1,05:00,GMT,JPY,JPY Vehicle Sales (YoY),Low,-15.8%,,-7.3%
Mon Jul 1,06:30,GMT,aud,AUD RBA Commodity Price Index,Low,88.9,,87.4
Mon Jul 1,06:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,-10.5%,,-8.2%
Mon Jul 1,07:30,GMT,chf,CHF SVME-Purchasing Managers Index,Medium,51.9,52.4,52.2
Mon Jul 1,07:45,GMT,eur,EUR Italian Purchasing Manager Index Manufacturing,Low,49.1,47.8,47.3
Mon Jul 1,07:50,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,48.4,48.3,48.3
Mon Jul 1,07:55,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,48.6,48.7,48.7
Mon Jul 1,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,48.8,48.7,48.7
Mon Jul 1,08:00,GMT,eur,EUR Italian Unemployment Rate s.a.,Low,12.2,12.1%,12.0%
Mon Jul 1,08:30,GMT,gbp,GBP Purchasing Manager Index Manufacturing,Medium,52.5,51.4,51.5
Mon Jul 1,08:30,GMT,gbp,GBP Net Consumer Credit,Medium,0.7B,0.6B,0.6B
Mon Jul 1,08:30,GMT,gbp,GBP Net Lending Sec. on Dwellings,Medium,0.3B,0.8B,0.7B
Mon Jul 1,08:30,GMT,gbp,GBP Mortgage Approvals,Medium,58.2K,55.8K,54.4K
Mon Jul 1,08:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-0.1%,0.2%,0.3%
Mon Jul 1,08:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,-0.1%,0.0%,-0.1%
Mon Jul 1,08:30,GMT,gbp,GBP M4 Ex IOFCs 3M Annualised,Low,4.3%,4.0%,2.9%
Mon Jul 1,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index Estimate (YoY),High,1.6%,1.6%,1.4%
Mon Jul 1,09:00,GMT,eur,EUR Euro-Zone Unemployment Rate,Medium,12.1%,12.3%,12.0%
Mon Jul 1,09:00,GMT,eur,EUR Euro-Zone Consumer Price Index - Core (YoY),High,1.2%,1.2%,1.2%
Mon Jul 1,12:58,GMT,usd,USD Markit US PMI Final,Low,51.9,52.4,52.2
Mon Jul 1,14:00,GMT,usd,USD ISM Manufacturing,High,50.9,50.5,49.0
Mon Jul 1,14:00,GMT,usd,USD Construction Spending (MoM),Medium,0.5%,0.6%,0.1%
Mon Jul 1,14:00,GMT,usd,USD ISM Prices Paid,Medium,52.5,50.5,49.5
Mon Jul 1,21:00,GMT,EUR,EUR Bundesbank's Dombret speaks in New York,Low,,,
Mon Jul 1,23:50,GMT,jpy,JPY Monetary Base (YoY),Low,36.0%,,31.6%
Mon Jul 1,23:50,GMT,jpy,JPY Monetary Base End of period,Low,¥173.1T,,¥159.2T
Tue Jul 2,,,USD,USD Revisions: Construction Spending,Low,,,
Tue Jul 2,01:00,GMT,nzd,NZD ANZ Commodity Price,Low,-3.70%,,-1.60%
Tue Jul 2,01:30,GMT,jpy,JPY Labor Cash Earnings (YoY),Medium,0.0%,,0.0%
Tue Jul 2,04:30,GMT,aud,AUD Reserve Bank of Australia Rate Decision,High,2.75%,2.75%,2.75%
Tue Jul 2,08:30,GMT,gbp,GBP Purchasing Manager Index Construction,Medium,51.0,51.2,50.8
Tue Jul 2,09:00,GMT,eur,EUR Euro-Zone Producer Price Index (MoM),Low,-0.3%,-0.2%,-0.6%
Tue Jul 2,09:00,GMT,eur,EUR Euro-Zone Producer Price Index (YoY),Medium,-0.1%,0.0%,-0.2%
Tue Jul 2,13:30,GMT,USD,USD Fed Holds Open Board Meeting on Final Rulemaking for Basel III,Medium,,,
Tue Jul 2,13:45,GMT,usd,USD ISM New York,Low,47.0,,54.4
Tue Jul 2,14:00,GMT,usd,USD Factory Orders,Medium,2.1%,2.0%,1.3%
Tue Jul 2,14:00,GMT,usd,USD IBD/TIPP Economic Optimism,Low,47.1,50.0,49.0
Tue Jul 2,16:30,GMT,USD,USD Fed's Dudley Speaks on Economy in Connecticut,Low,,,
Tue Jul 2,21:00,GMT,usd,USD Total Vehicle Sales,Low,15.89M,15.50M,15.24M
Tue Jul 2,21:00,GMT,usd,USD Domestic Vehicle Sales,Low,12.43M,12.10M,11.95M
Tue Jul 2,21:45,GMT,USD,USD Fed's Powell Speaks on Regulatory Reform in New York,Low,,,
Tue Jul 2,23:01,GMT,gbp,GBP BRC Shop Price Index (YoY),Low,-0.2%,,-0.1%
Tue Jul 2,23:30,GMT,aud,AUD AiG Performance of Service Index,Medium,41.5,,40.6
Wed Jul 3,01:00,GMT,cny,CNY Non-manufacturing PMI,Medium,53.9,,54.3
Wed Jul 3,01:00,GMT,aud,AUD HIA New Home Sales (MoM),Medium,1.6%,,3.9%
Wed Jul 3,01:30,GMT,aud,AUD Trade Balance (Australian dollar),Medium,670M,53M,171M
Wed Jul 3,01:30,GMT,aud,AUD Retail Sales s.a. (MoM),Medium,0.1%,0.3%,-0.1%
Wed Jul 3,01:45,GMT,cny,CNY HSBC Services PMI,Medium,51.3,,51.2
Wed Jul 3,07:45,GMT,eur,EUR Italian Purchasing Manager Index Services,Low,45.8,47.0,46.5
Wed Jul 3,07:50,GMT,eur,EUR French Purchasing Manager Index Services,Low,47.2,46.5,46.5
Wed Jul 3,07:55,GMT,eur,EUR German Purchasing Manager Index Services,Medium,50.4,51.3,51.3
Wed Jul 3,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Services,Medium,48.3,48.6,48.6
Wed Jul 3,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Composite,Medium,48.7,48.9,48.9
Wed Jul 3,08:30,GMT,gbp,GBP Purchasing Manager Index Services,Medium,56.9,54.5,54.9
Wed Jul 3,08:30,GMT,gbp,GBP Official Reserves (Changes),Low,-$1871M,,-$1559M
Wed Jul 3,09:00,GMT,eur,EUR Euro-Zone Retail Sales (MoM),Low,1.0%,0.3%,-0.2%
Wed Jul 3,09:00,GMT,eur,EUR Euro-Zone Retail Sales (YoY),Medium,-0.1%,-1.9%,-1.0%
Wed Jul 3,11:00,GMT,usd,USD MBA Mortgage Applications,Low,-11.7%,,-3.0%
Wed Jul 3,11:30,GMT,usd,USD Challenger Job Cuts (YoY),Low,4.8%,,-41.2%
Wed Jul 3,11:30,GMT,usd,USD RBC Consumer Outlook Index,Low,50.7,,51.8
Wed Jul 3,12:15,GMT,usd,USD ADP Employment Change,Medium,188K,160K,134K
Wed Jul 3,12:30,GMT,usd,USD Continuing Claims,Low,2933K,2958K,2987K
Wed Jul 3,12:30,GMT,cad,CAD International Merchandise Trade (Canadian dollar),Low,-0.30B,-0.70B,-0.57B
Wed Jul 3,12:30,GMT,usd,USD Trade Balance,Medium,$-45.0B,-$40.1B,-$40.1B
Wed Jul 3,12:30,GMT,usd,USD Initial Jobless Claims,Medium,343K,345K,348K
Wed Jul 3,14:00,GMT,usd,USD ISM Non-Manufacutring Composite,Medium,52.2,54.0,53.7
Wed Jul 3,14:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,-10347K,-2250K,18K
Wed Jul 3,14:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,392K,,664K
Wed Jul 3,14:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,-1719K,700K,3653K
Wed Jul 3,14:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,-2418K,1000K,1567K
Wed Jul 3,16:00,GMT,usd,USD EIA Natural Gas Storage Change,Low,72,74,95
Wed Jul 3,23:50,GMT,jpy,JPY Japan Buying Foreign Stocks (Yen),Medium,-¥38.9B,,¥13.9B
Wed Jul 3,23:50,GMT,jpy,JPY Foreign Buying Japan Bonds (Yen),Low,¥261.8B,,-¥1051.4B
Wed Jul 3,23:50,GMT,jpy,JPY Foreign Buying Japan Stocks (Yen),Low,¥479.7B,,¥171.1B
Wed Jul 3,23:50,GMT,jpy,JPY Japan Buying Foreign Bonds (Yen),Medium,-¥965.9B,,-¥1186.9B
Thu Jul 4,00:30,GMT,JPY,JPY BOJ Governor Kuroda Speech at Branch Managers Meeting,Medium,,,
Thu Jul 4,01:30,GMT,aud,AUD Building Approvals (MoM),Low,-1.1%,-1.0%,9.5%
Thu Jul 4,01:30,GMT,aud,AUD Building Approvals (YoY),Low,-3.2%,-0.1%,28.8%
Thu Jul 4,07:00,GMT,gbp,GBP Halifax Plc House Prices s.a. (MoM),Low,0.6%,0.4%,0.5%
Thu Jul 4,07:00,GMT,gbp,GBP Halifax House Price (3MoY),Low,3.7%,3.6%,2.6%
Thu Jul 4,08:01,GMT,gbp,GBP New Car Registrations (YoY),Low,13.4%,,11.0%
Thu Jul 4,08:30,GMT,gbp,GBP Lloyds Employment Confidence,Low,-33,,-37
Thu Jul 4,11:00,GMT,gbp,GBP Bank of England Rate Decision,High,0.50%,0.50%,0.50%
Thu Jul 4,11:00,GMT,gbp,GBP BOE Asset Purchase Target,High,375B,375B,375B
Thu Jul 4,11:45,GMT,eur,EUR ECB Deposit Facility Rate,Medium,0.00%,0.00%,0.00%
Thu Jul 4,11:45,GMT,eur,EUR European Central Bank Rate Decision,High,0.50%,0.50%,0.50%
Thu Jul 4,12:30,GMT,eur,EUR ECB President Draghi Holds Press Conference After Rate Decision,High,,,
Thu Jul 4,23:30,GMT,aud,AUD AiG Performance of Construction Index,Medium,39.5,,35.3
Thu Jul 4,23:50,GMT,jpy,JPY Official Reserve Assets,Low,$1238.7B,,$1250.2B
Fri Jul 5,,,USD,USD Fed Deadline for US Bank Stress Test Results,High,,,
