Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Sep 1,01:00,GMT,cny,CNY Manufacturing PMI,Medium,51.0,50.6,50.3
Sun Sep 1,22:45,GMT,nzd,NZD Terms of Trade Index (QoQ),Medium,4.9%,3.8%,4.2%
Sun Sep 1,23:01,GMT,gbp,GBP Hometrack Housing Survey (YoY),Low,1.8%,,1.3%
Sun Sep 1,23:01,GMT,gbp,GBP Hometrack Housing Survey (MoM),Low,0.4%,,0.3%
Sun Sep 1,23:30,GMT,aud,AUD AiG Performance of Manufacturing Index,Medium,46.4,,42.0
Sun Sep 1,23:50,GMT,jpy,JPY Capital Spending,Medium,0.0%,-2.1%,-3.9%
Sun Sep 1,23:50,GMT,jpy,JPY Capital Spending excl Software,Medium,1.4%,-3.8%,-5.2%
Sun Sep 1,23:50,GMT,jpy,JPY Company Sales,Low,-0.5%,,-5.8%
Sun Sep 1,23:50,GMT,jpy,JPY Company Profits,Low,24.0%,,6.0%
Mon Sep 2,00:00,GMT,aud,AUD RPData/Rismark House Px (AUG),Low,0.5%,,1.6%
Mon Sep 2,00:30,GMT,aud,AUD TD Securities Inflation (YoY) (AUG) ,Low,2.1%,,2.7%
Mon Sep 2,00:30,GMT,aud,AUD TD Securities Inflation (MoM) (AUG),Low,0.1%,,0.5%
Mon Sep 2,01:30,GMT,aud,AUD Building Approvals (MoM),Low,10.8%,4.0%,-6.3%
Mon Sep 2,01:30,GMT,aud,AUD Building Approvals (YoY),Low,28.3%,20.0%,-11.8%
Mon Sep 2,01:30,GMT,aud,AUD Company Operating Profit (QoQ),Low,-0.8%,0.9%,3.5%
Mon Sep 2,01:30,GMT,aud,AUD Inventories,Low,0.2%,0.1%,-0.5%
Mon Sep 2,01:45,GMT,cny,CNY HSBC/Markit Manufacturing PMI,Medium,50.1,50.2,47.7
Mon Sep 2,05:00,GMT,jpy,JPY Vehicle Sales (YoY),Low,-6.4%,,-13.5%
Mon Sep 2,06:30,GMT,aud,AUD RBA Commodity Index,Low,94.3,,91.8
Mon Sep 2,06:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,-7.3%,,9.7%
Mon Sep 2,07:30,GMT,chf,CHF PMI Manufacturing,Low,54.6,56.0,57.4
Mon Sep 2,07:45,GMT,eur,EUR Italian Purchasing Manager Index Manufacturing,Low,51.3,50.8,50.4
Mon Sep 2,07:50,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,49.7,49.7,49.7
Mon Sep 2,07:55,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,51.8,52.0,52.0
Mon Sep 2,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,51.4,51.3,51.3
Mon Sep 2,08:30,GMT,gbp,GBP BoE Publishes Data on Funding for Lending,Medium,,,
Mon Sep 2,08:30,GMT,gbp,GBP Purchasing Manager Index Manufacturing,Medium,57.2,55.0,54.8
Mon Sep 2,09:00,GMT,eur,EUR Schaeuble Briefs on Greek Aid Package 3,Medium,,,
Mon Sep 2,11:20,GMT,eur,EUR ECB's Coeure Speaks in Berlin on OMT Proram,Low,,,
Mon Sep 2,11:30,GMT,gbp,GBP BoE Governor Mark Carney Press Briefing Before G20 Summit,Medium,,,
Mon Sep 2,23:01,GMT,gbp,GBP BRC Sales Like-For-Like (YoY),Low,1.8%,2.4%,2.2%
Mon Sep 2,23:50,GMT,jpy,JPY Monetary Base (YoY),Medium,42.0%,,38.0%
Mon Sep 2,23:50,GMT,jpy,JPY Monetary Base End of period,Low,¥177.0T,,¥173.3T
Tue Sep 3,01:00,GMT,nzd,NZD ANZ Commodity Price,Low,0.7%,,0.6%
Tue Sep 3,01:00,GMT,cny,CNY Non-manufacturing PMI,Medium,53.9,,54.1
Tue Sep 3,01:30,GMT,aud,AUD Current Account Balance (Australian Dollar),Medium,-9.4B,-8.5B,-8.7B
Tue Sep 3,01:30,GMT,aud,AUD Net Exports of GDP,Low,0.0%,0.1%,1.0%
Tue Sep 3,01:30,GMT,jpy,JPY Labor Cash Earnings (YoY),Low,0.4%,,0.6%
Tue Sep 3,01:30,GMT,aud,AUD Retail Sales s.a. (MoM),Medium,0.1%,0.4%,0.0%
Tue Sep 3,04:30,GMT,aud,AUD Reserve Bank of Australia Rate Decision,High,2.50%,2.50%,2.50%
Tue Sep 3,05:45,GMT,chf,CHF Gross Domestic Product (QoQ),Medium,0.5%,0.3%,0.6%
Tue Sep 3,05:45,GMT,chf,CHF Gross Domestic Product (YoY),Medium,2.5%,1.7%,1.2%
Tue Sep 3,08:30,GMT,gbp,GBP Purchasing Manager Index Construction,Medium,59.1,56.9,57.0
Tue Sep 3,09:00,GMT,eur,EUR Euro-Zone Producer Price Index (MoM),Low,0.3%,0.1%,0.0%
Tue Sep 3,09:00,GMT,eur,EUR Euro-Zone Producer Price Index (YoY),Low,0.2%,0.1%,0.3%
Tue Sep 3,12:58,GMT,usd,USD Markit US PMI Final,Medium,53.1,54.0,53.9
Tue Sep 3,14:00,GMT,usd,USD Construction Spending (MoM),Medium,0.6%,0.4%,0.0%
Tue Sep 3,14:00,GMT,usd,USD ISM Prices Paid,Medium,54.0,51.2,49.0
Tue Sep 3,14:00,GMT,usd,USD ISM Manufacturing,High,55.7,54,55.4
Tue Sep 3,21:00,GMT,usd,USD EIA Gasoline and Diesel Fuel Update,Low,,,
Tue Sep 3,22:45,GMT,nzd,NZD Value of All Buildings s.a. (QoQ),Low,-0.4%,,5.8%
Tue Sep 3,23:01,GMT,gbp,GBP BRC Shop Price Index (YoY) (AUG),Low,-0.5%,,-0.5%
Tue Sep 3,23:30,GMT,aud,AUD AiG Performance of Service Index,Medium,39.0,,39.4
Wed Sep 4,01:30,GMT,aud,AUD Gross Domestic Product (QoQ),High,0.6%,0.5%,0.5%
Wed Sep 4,01:30,GMT,aud,AUD Gross Domestic Product (YoY),High,2.6%,2.4%,2.5%
Wed Sep 4,01:45,GMT,cny,CNY HSBC/Markit Services PMI,Medium,52.8,,51.3
Wed Sep 4,07:45,GMT,eur,EUR Italian Purchasing Manager Index Services,Low,48.8,49.9,48.7
Wed Sep 4,07:50,GMT,eur,EUR French Purchasing Manager Index Services,Low,48.9,47.7,47.7
Wed Sep 4,07:55,GMT,eur,EUR German Purchasing Manager Index Services,Medium,52.8,52.4,52.4
Wed Sep 4,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Services,Medium,50.7,51.0,51.0
Wed Sep 4,08:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Composite,Medium,51.5,51.7,51.7
Wed Sep 4,08:30,GMT,gbp,GBP Purchasing Manager Index Services,Medium,60.5,59.7,60.2
Wed Sep 4,08:30,GMT,gbp,GBP Official Reserves (Changes),Low,$228M,,$1672M
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Gross Domestic Product s.a. (YoY),High,-0.5%,-0.7%,-0.7%
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Household Consumption (QoQ),Low,0.2%,0.1%,-0.2%
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Gross Fixed Capital (QoQ),Low,0.3%,-0.2%,-2.2%
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Government Expenditure (QoQ),Low,0.4%,0.3%,0.0%
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Gross Domestic Product s.a. (QoQ),High,0.3%,0.3%,0.3%
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Retail Sales (MoM),Low,0.1%,0.2%,-0.7%
Wed Sep 4,09:00,GMT,eur,EUR Euro-Zone Retail Sales (YoY),Medium,-1.3%,-0.3%,-1.1%
Wed Sep 4,11:00,GMT,usd,USD MBA Mortgage Applications,Low,1.3%,,-2.5%
Wed Sep 4,12:30,GMT,cad,CAD International Merchandise Trade (Canadian dollar),Low,-0.93B,-0.20B,-0.46B
Wed Sep 4,12:30,GMT,usd,USD Trade Balance,Medium,-$39.1B,-$38.6B,-$34.5B
Wed Sep 4,13:45,GMT,usd,USD ISM New York,Low,60.5,,67.8
Wed Sep 4,14:00,GMT,cad,CAD Bank of Canada Rate Decision,High,1.00%,1.00%,1.00%
Wed Sep 4,14:00,GMT,usd,USD IBD/TIPP Economic Optimism,Low,46.0,46.0,45.1
Wed Sep 4,16:30,GMT,USD,USD Fed's Williams Speaks on Monetary Policy in Oregon,Low,,,
Wed Sep 4,18:00,GMT,USD,USD US Federal Reserve Releases Beige Book,High,,,
Wed Sep 4,21:00,GMT,usd,USD Total Vehicle Sales,Low,16.02M,15.80M,15.73M
Wed Sep 4,21:00,GMT,usd,USD Domestic Vehicle Sales,Low,12.44M,12.30M,12.20M
Wed Sep 4,23:50,GMT,jpy,JPY Japan Buying Foreign Bonds (AUG 30),Low,-¥530.9B,,-¥316.4B
Wed Sep 4,23:50,GMT,jpy,JPY Foreign Buying Japan Bonds,Low,¥201.5,,-¥862.0B
Wed Sep 4,23:50,GMT,jpy,JPY Foreign Buying Japan Stocks,Low,-¥175.0B,,-¥88.8B
