Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Sun Sep 25,21:45,GMT,nzd,NZD Trade Balance (New Zealand dollars),Medium,-641M,-321M,111M
Sun Sep 25,21:45,GMT,nzd,NZD Exports (New Zealand dollars),Low,3.44B,3.44B,3.72B
Sun Sep 25,21:45,GMT,nzd,NZD Imports (New Zealand dollars),Low,4.08B,3.78B,3.61B
Sun Sep 25,21:45,GMT,nzd,NZD Balance (YTD) (New Zealand dollars),Medium,1084,1400,1295
Mon Sep 26,08:00,GMT,eur,EUR German IFO - Business Climate,Medium,107.5,106.5,108.7
Mon Sep 26,08:00,GMT,eur,EUR German IFO - Current Assessment,Medium,117.9,115.7,118.1
Mon Sep 26,08:00,GMT,eur,EUR German IFO - Expectations,Medium,98.0,97.3,100.1
Mon Sep 26,08:00,GMT,eur,EUR Italian Consumer Confidence Index s.a.,Low,98.5,98.5,100.3
Mon Sep 26,12:30,GMT,USD,USD Fed's Raskin Speaks on Loan Servicing in Washington,LOW,,,
Mon Sep 26,12:30,GMT,usd,USD Chicago Fed Nat Activity Index,Medium,-0.43,-0.37,-0.06
Mon Sep 26,13:30,GMT,USD,USD Fed's Bullard Speaks in New York,LOW,,,
Mon Sep 26,14:00,GMT,usd,USD New Home Sales,Medium,295K,293K,302K
Mon Sep 26,14:00,GMT,usd,USD New Home Sales (MoM),Medium,-2.3%,-1.7%,-0.3%
Mon Sep 26,14:30,GMT,usd,USD Dallas Fed Manufacturing Activity,Low,-14.4,-8,-11.4
Mon Sep 26,16:00,GMT,eur,EUR French Total Jobseekers Change,Low,-2,33.3,36.1
Mon Sep 26,16:00,GMT,eur,EUR French Total Jobseekers,Low,2754.5,2900.0,2756.5
Mon Sep 26,23:50,GMT,jpy,JPY Corporate Service Price (YoY),Low,-0.4%,-0.4%,-0.3%
Tue Sep 27,,,cny,CNY Leading Index,Low,,,102.25
Tue Sep 27,02:00,GMT,cny,CNY Industrial Profits YTD (YoY),Medium,28.2%,,28.3%
Tue Sep 27,05:05,GMT,jpy,JPY Small Business Confidence,Low,47.2,,46.4
Tue Sep 27,06:00,GMT,chf,CHF UBS Consumption Indicator,Medium,0.79,,1.28
Tue Sep 27,06:00,GMT,eur,EUR German GfK Consumer Confidence Survey (OCT),Medium,5.2,5.0,5.2
Tue Sep 27,08:00,GMT,eur,EUR Euro-Zone M3 s.a. (3M),Low,2.3%,2.0%,2.1%
Tue Sep 27,08:00,GMT,eur,EUR Euro-Zone M3 s.a. (YoY),Low,2.8%,2.0%,2.0%
Tue Sep 27,08:00,GMT,eur,EUR Italian Hourly Wages (MoM),Low,0.0%,0.1%,0.0%
Tue Sep 27,08:00,GMT,eur,EUR Italian Hourly Wages (YoY),Low,1.7%,,1.7%
Tue Sep 27,09:30,GMT,CHF,CHF KOF Institute September Economic Forecast,Medium,,,
Tue Sep 27,10:00,GMT,gbp,GBP CBI Reported Sales,Medium,-15,-15,-14
Tue Sep 27,13:00,GMT,usd,USD S&P/CS 20 City s.a. (MoM),Low,0.05%,0.1%,-0.0%
Tue Sep 27,13:00,GMT,usd,USD S&P/Case-Shiller Composite-20 (YoY) (JUL),Low,-4.11%,-4.40%,-4.40%
Tue Sep 27,13:00,GMT,usd,USD S&P/Case-Shiller Home Price Index (JUL),Low,142.77,,141.48
Tue Sep 27,14:00,GMT,usd,USD Consumer Confidence,High,45.4,46.0,45.2
Tue Sep 27,14:00,GMT,usd,USD Richmond Fed Manufacturing Index,Low,-6,-12,-10
Tue Sep 27,16:30,GMT,USD,USD Fed's Lockhart Speaks on Economy in Jacksonville, Florida,LOW,,,
Wed Sep 28,,,eur,EUR German Consumer Price Index (MoM),Medium,0.1%,-0.1%,0.0%
Wed Sep 28,,,eur,EUR German Consumer Price Index (YoY),High,2.6%,2.4%,2.4%
Wed Sep 28,01:00,GMT,aud,AUD HIA New Home Sales (MoM),Medium,1.1%,,-8.0%
Wed Sep 28,05:30,GMT,eur,EUR French Gross Domestic Product (QoQ),Low,0.0%,0.0%,0.0%
Wed Sep 28,05:30,GMT,eur,EUR French Gross Domestic Product (YoY),Low,1.7%,1.6%,1.6%
Wed Sep 28,06:00,GMT,eur,EUR German Import Price Index (MoM),Low,-0.7%,-0.3%,0.8%
Wed Sep 28,06:00,GMT,eur,EUR German Import Price Index (YoY),Low,6.6%,6.7%,7.5%
Wed Sep 28,08:00,GMT,eur,EUR Italian Business Confidence,Low,94.5,98.1,99.9
Wed Sep 28,11:00,GMT,usd,USD MBA Mortgage Applications,Low,9.3%,,0.6%
Wed Sep 28,12:30,GMT,usd,USD Durable Goods Orders,High,-0.1%,-0.2%,4.1%
Wed Sep 28,12:30,GMT,usd,USD Durables Ex Transportation,Medium,-0.1%,-0.2%,0.7%
Wed Sep 28,12:30,GMT,usd,USD Cap Goods Orders Nondef Ex Air,Low,1.1%,0.4%,-0.2%
Wed Sep 28,12:30,GMT,usd,USD Cap Goods Ship Nondef Ex Air,Low,2.8%,,0.4%
Wed Sep 28,13:00,GMT,cad,CAD Teranet/National Bank HPI (MoM),Low,1.3%,,1.7%
Wed Sep 28,13:00,GMT,cad,CAD Teranet/National Bank HPI (YoY),Low,5.3%,,4.5%
Wed Sep 28,13:00,GMT,cad,CAD Teranet/National Bank HP Index,Low,146.51,,144.67
Wed Sep 28,14:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,1915K,2050K,-7336K
Wed Sep 28,14:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,-1078K,,-231K
Wed Sep 28,14:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,72K,-400K,-874K
Wed Sep 28,14:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,791K,1000K,3295K
Wed Sep 28,23:50,GMT,jpy,JPY Retail Trade (YoY),Medium,-2.6%,-0.8%,0.6%
Wed Sep 28,23:50,GMT,jpy,JPY Retail Trade s.a. (MoM),Low,-1.7%,0.2%,-0.3%
Wed Sep 28,23:50,GMT,jpy,JPY Large Retailers' Sales,Medium,-2.6%,-0.6%,0.8%
Thu Sep 29,01:30,GMT,aud,AUD Job Vacancies,Low,3.2%,,-4.5%
Thu Sep 29,06:00,GMT,gbp,GBP Nationwide House Prices s.a. (MoM),Low,0.1%,0.0%,-0.6%
Thu Sep 29,06:00,GMT,gbp,GBP Nationwide House Prices n.s.a. (YoY),Medium,-0.3%,-0.5%,-0.4%
Thu Sep 29,06:50,GMT,USD,USD Fed's Rosengren Speaks on Bank Regulation in Stockholm,LOW,,,
Thu Sep 29,07:55,GMT,eur,EUR German Unemployment Change,High,-26K,-8K,-9K
Thu Sep 29,07:55,GMT,eur,EUR German Unemployment Rate,Medium,6.9%,7.0%,7.0%
Thu Sep 29,08:00,GMT,eur,EUR Italian Deficit to GDP (YTD),Low,5.3%,,7.6%
Thu Sep 29,08:30,GMT,gbp,GBP Net Consumer Credit,Medium,0.5B,0.2B,0.3B
Thu Sep 29,08:30,GMT,gbp,GBP Net Lending Sec. on Dwellings,Medium,0.6B,0.8B,0.7B
Thu Sep 29,08:30,GMT,gbp,GBP Mortgage Approvals,Medium,52.4K,49.7K,49.6K
Thu Sep 29,08:30,GMT,gbp,GBP M4 Money Supply (MoM),Low,-0.2%,,0.0%
Thu Sep 29,08:30,GMT,gbp,GBP M4 Money Supply (YoY),Low,-0.6%,,-1.1%
Thu Sep 29,08:30,GMT,gbp,GBP M4 Ex OFCs 3M Annualised,Low,2.3%,,3.7%
Thu Sep 29,09:00,GMT,eur,EUR Euro-Zone Business Climate Indicator,Medium,-0.06,-0.12,0.06
Thu Sep 29,09:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-19.1,-18.9,-18.9
Thu Sep 29,09:00,GMT,eur,EUR Euro-Zone Economic Confidence,Medium,95.0,96.0,98.4
Thu Sep 29,09:00,GMT,eur,EUR Euro-Zone Industrial Confidence,Medium,-5.9,-5.0,-2.7
Thu Sep 29,09:00,GMT,eur,EUR Euro-Zone Services Confidence,Medium,0.0,2.0,3.7
Thu Sep 29,12:30,GMT,USD,USD Fed's Plosser Speaks on Economy in Radnor, Pennsylvania,LOW,,,
Thu Sep 29,12:30,GMT,cad,CAD Industrial Product Price (MoM),Low,0.5%,-0.5%,-0.4%
Thu Sep 29,12:30,GMT,cad,CAD Raw Materials Price Index (MoM),Low,-3.2%,-2.5%,-1.1%
Thu Sep 29,12:30,GMT,usd,USD Gross Domestic Product (Annualized),High,1.3%,1.2%,1.0%
Thu Sep 29,12:30,GMT,usd,USD Personal Consumption,High,0.7%,0.4%,0.4%
Thu Sep 29,12:30,GMT,usd,USD Gross Domestic Product Price Index,High,2.5%,2.4%,2.4%
Thu Sep 29,12:30,GMT,usd,USD Core Personal Consumption Expenditure (QoQ),Medium,2.3%,2.2%,2.2%
Thu Sep 29,12:30,GMT,usd,USD Initial Jobless Claims,Low,391K,420K,423K
Thu Sep 29,12:30,GMT,usd,USD Continuing Claims,Low,3729K,3730K,3749K
Thu Sep 29,13:45,GMT,usd,USD Bloomberg Consumer Comfort,Low,-53.0,-51.0,-52.1
Thu Sep 29,14:00,GMT,usd,USD Pending Home Sales (MoM),Medium,-1.2%,-2.0%,-1.3%
