Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Thu Feb 09,15:00,GMT,gbp,GBP NIESR Gross Domestic Product Estimate,High,-0.2%,,-0.2%
Thu Feb 09,15:30,GMT,usd,USD EIA Natural Gas Storage Change,Low,-78,-86,-132
Thu Feb 09,21:45,GMT,nzd,NZD NZ Card Spending - Retail (MoM),Medium,1.2%,0.5%,-0.2%
Thu Feb 09,21:45,GMT,nzd,NZ Card Spending (MoM),Medium,1.0%,0.7%,-0.1%
Thu Feb 09,23:50,GMT,jpy,JPY Domestic Corporate Goods Price Index (MoM),Low,-0.1%,0.1%,0.0%
Thu Feb 09,23:50,GMT,jpy,JPY Domestic Corporate Goods Price Index (YoY),Low,0.5%,0.8%,1.2%
Fri Feb 10,00:30,GMT,AUD,AUD Reserve Bank Board Statement on Monetary Policy,HIGH,,,
Fri Feb 10,03:04,GMT,cny,CNY Trade Balance (USD),Medium,$27.28B,$10.40B,$16.52B
Fri Feb 10,03:04,GMT,cny,CNY Exports (YoY),Low,-0.5%,-1.4%,13.4%
Fri Feb 10,03:04,GMT,cny,CNY Imports (YoY),Low,-15.3%,-3.6%,11.8%
Fri Feb 10,07:00,GMT,eur,EUR German Consumer Price Index (YoY),High,2.1%,2.0%,2.0%
Fri Feb 10,07:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (YoY),High,2.3%,2.3%,2.3%
Fri Feb 10,07:00,GMT,eur,EUR German Consumer Price Index (MoM),Medium,-0.4%,-0.4%,-0.4%
Fri Feb 10,07:00,GMT,eur,EUR German Consumer Price Index - EU Harmonised (MoM),Medium,-0.5%,-0.5%,-0.5%
Fri Feb 10,07:45,GMT,eur,EUR French Current Account (euros),Low,-3.0B,,-2.1B
Fri Feb 10,07:45,GMT,eur,EUR French Manufacturing Production (MoM),Low,-1.4%,-1.0%,1.4%
Fri Feb 10,07:45,GMT,eur,EUR French Manufacturing Production (YoY),Low,0.8%,0.9%,2.6%
Fri Feb 10,07:45,GMT,eur,EUR French Industrial Production (MoM),Low,-1.4%,-0.87,1.1%
Fri Feb 10,07:45,GMT,eur,EUR French Industrial Production (YoY),Low,-1.3%,-0.6%,1.1%
Fri Feb 10,08:15,GMT,chf,CHF Consumer Price Index (MoM),Medium,-0.4%,-0.3%,-0.2%
Fri Feb 10,08:15,GMT,chf,CHF Consumer Price Index (YoY),High,-0.8%,-0.8%,-0.7%
Fri Feb 10,08:15,GMT,chf,CHF CPI - EU Harmonised (MoM),Medium,,-0.5%,0.3%
Fri Feb 10,08:15,GMT,chf,CHF CPI - EU Harmonised (YoY),High,,-0.7%,-0.4%
Fri Feb 10,09:00,GMT,eur,EUR Italian Industrial Production s.a. (MoM),Low,1.4%,-0.5%,0.3%
Fri Feb 10,09:00,GMT,eur,EUR Italian Industrial Production w.d.a. (YoY),Low,-1,7%,-4.6%,-4.1%
Fri Feb 10,09:00,GMT,eur,EUR Italian Industrial Production n.s.a. (YoY),Low,-7.7%,-7.2%,-4.1%
Fri Feb 10,09:30,GMT,gbp,GBP Producer Price Index Input n.s.a. (MoM),Low,0.5%,0.2%,-0.6%
Fri Feb 10,09:30,GMT,gbp,GBP Producer Price Index Input n.s.a. (YoY),Medium,7.0%,6.8%,8.9%
Fri Feb 10,09:30,GMT,gbp,GBP Producer Price Index Output n.s.a. (MoM),Low,0.5%,0.1%,-0.2%
Fri Feb 10,09:30,GMT,gbp,GBP Producer Price Index Output n.s.a. (YoY),Medium,4.1%,3.7%,4.8%
Fri Feb 10,09:30,GMT,gbp,GBP Producer Price Index Output Core n.s.a. (MoM),Low,0.3%,0.0%,-0.1%
Fri Feb 10,09:30,GMT,gbp,GBP Producer Price Index Output Core n.s.a. (YoY),Medium,2.4%,2.3%,3.0%
Fri Feb 10,13:30,GMT,cad,CAD International Merchandise Trade (Canadian dollar),Low,2.69B,0.80B,1.17B
Fri Feb 10,13:30,GMT,usd,USD Trade Balance,Medium,-$48.8B,-$48.5B,-$47.1B
Fri Feb 10,14:55,GMT,usd,USD U. of Michigan Confidence,High,72.5,74.0,75.0
Fri Feb 10,19:00,GMT,usd,USD Monthly Budget Statement,Medium,-$27.4B,-$31.6B,-$49.8B
