Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Sep 18,22:00,GMT,nzd,NZD Westpac NZ Consumer Confidence,Medium,112,,112
Sun Sep 18,22:30,GMT,nzd,NZD Performance Services Index,Low,53.9,,54.5
Sun Sep 18,23:01,GMT,gbp,GBP Rightmove House Prices (MoM),Low,0.7%,,-2.1%
Sun Sep 18,23:01,GMT,gbp,GBP Rightmove House Prices (YoY),Medium,1.5%,,-0.3%
Mon Sep 19,09:00,GMT,eur,EUR Euro-Zone Construction Output s.a. (MoM),Low,1.4%,,-1.3%
Mon Sep 19,09:00,GMT,eur,EUR Euro-Zone Construction Output w.d.a. (YoY),Low,1.2%,,-11.5%
Mon Sep 19,14:00,GMT,usd,USD NAHB Housing Market Index,Low,14,15,15
Tue Sep 20,01:30,GMT,AUD,AUD Reserve Bank's Board September Minutes,HIGH,,,
Tue Sep 20,05:00,GMT,jpy,JPY Coincident Index,Low,107.1,,109
Tue Sep 20,05:00,GMT,jpy,JPY Leading Index,Medium,104.6,,106
Tue Sep 20,05:45,GMT,CHF,CHF SECO September 2011 Economic Forecasts,Medium,,,
Tue Sep 20,06:00,GMT,eur,EUR German Producer Prices (MoM),Medium,-0.3%,0.0%,0.7%
Tue Sep 20,06:00,GMT,eur,EUR German Producer Prices (YoY),High,5.5%,5.8%,5.8%
Tue Sep 20,06:00,GMT,chf,CHF Trade Balance (Swiss franc),Medium,0.81B,,2.81B
Tue Sep 20,06:00,GMT,chf,CHF Exports (MoM),Low,-7.0%,,1.4%
Tue Sep 20,06:00,GMT,chf,CHF Imports (MoM),Low,0.9%,,-0.1%
Tue Sep 20,07:00,GMT,jpy,JPY Convenience Store Sales (YoY),Low,7.9%,,9.5%
Tue Sep 20,08:00,GMT,eur,EUR Italian Industrial Orders s.a. (MoM),Low,1.8%,-1.5%,-4.4%
Tue Sep 20,08:00,GMT,eur,EUR Italian Industrial Orders n.s.a. (YoY),Low,6.5%,8.3%,5.3%
Tue Sep 20,08:00,GMT,eur,EUR Italian Industrial Sales s.a. (MoM),Low,1.6%,,-1.6%
Tue Sep 20,08:00,GMT,eur,EUR Italian Industrial Sales n.s.a. (YoY),Low,7.7%,,3.1%
Tue Sep 20,09:00,GMT,eur,EUR German ZEW Survey (Current Situation),Medium,43.6,45.0,53.5
Tue Sep 20,09:00,GMT,eur,EUR Euro-Zone ZEW Survey (Economic Sentiment),Medium,-44.6,,-40
Tue Sep 20,09:00,GMT,eur,EUR German ZEW Survey (Economic Sentiment),High,-43.3,-45,-37.6
