currency,strength,sd
GBP,2.253557,0.979391302648416
CNY,0.762271,0.979391302648416
JPY,0.584391,0.979391302648416
CAD,0.005697,0.979391302648416
EUR,0.004339,0.979391302648416
CHF,-0.005945,0.979391302648416
NZD,-0.24088,0.979391302648416
USD,-0.286236,0.979391302648416
AUD,-1.363404,0.979391302648416
