Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Dec 16,21:00,GMT,nzd,NZD Westpac NZ Consumer Confidence,Medium,111.1,,102.5
Sun Dec 16,21:30,GMT,nzd,NZD Performance Services Index,Low,54.1,,58.1
Mon Dec 17,00:01,GMT,gbp,GBP Rightmove House Prices (MoM),Low,-3.3%,,-2.6%
Mon Dec 17,00:01,GMT,gbp,GBP Rightmove House Prices (YoY),Low,1.4%,,2.0%
Mon Dec 17,06:00,GMT,jpy,Machine Tool Orders (YoY),Low,-21.3%,,-20.7%
Mon Dec 17,10:00,GMT,eur,EUR Euro-zone Trade Balance,Low,10.2B,11.0B,9.5B
Mon Dec 17,10:00,GMT,eur,EUR Euro-zone Trade Balance s.a.,Low,€7.9B,€11.0B,€11.0B
Mon Dec 17,13:30,GMT,CAD,CAD International Securities Transactions,Low,,,C$13.90B
Mon Dec 17,13:30,GMT,usd,USD Empire Manufacturing,Low,-8.10,-1.00,-5.22
Mon Dec 17,14:00,GMT,usd,USD Total Net TIC Flows,Medium,-$56.7B,,$4.7B
Mon Dec 17,14:00,GMT,usd,USD Net Long-term TIC Flows,Medium,$1.3B,$25.0B,$3.3B
Mon Dec 17,14:00,GMT,cad,CAD Existing Home Sales (MoM),Medium,-1.7%,,-0.1%
Mon Dec 17,14:30,GMT,eur,EUR ECB's Draghi Speaks to European Parliament Panel,Medium,,,
Mon Dec 17,23:00,GMT,aud,AUD Conference Board Leading Index,Low,0.2%,,-0.4%
Tue Dec 18,00:30,GMT,aud,AUD RBA December Meeting Minutes,High,,,
Tue Dec 18,01:30,GMT,cny,CNY China Property Prices,Medium,,,
Tue Dec 18,02:00,GMT,cny,CNY Actual FDI (YoY),Medium,-5.4%,-3.1%,-0.2%
Tue Dec 18,05:30,GMT,jpy,JPY Nationwide Department Store Sales (YoY),Low,2.2%,,-2.4%
Tue Dec 18,05:30,GMT,jpy,JPY Tokyo Department Store Sales (YoY),Low,3.1%,,-1.5%
Tue Dec 18,09:30,GMT,gbp,GBP Retail Price Index Ex Mort Int.Payments (YoY),Low,2.9%,3.1%,3.1%
Tue Dec 18,09:30,GMT,gbp,GBP Producer Price Index Output Core n.s.a. (MoM),Low,0.0%,0.1%,0.1%
Tue Dec 18,09:30,GMT,gbp,GBP Core Consumer Price Index (YoY),High,2.6%,2.7%,2.6%
Tue Dec 18,09:30,GMT,gbp,GBP Retail Price Index,Low,245.6,246.2,245.6
Tue Dec 18,09:30,GMT,gbp,GBP Retail Price Index (MoM),Low,0.0%,0.2%,0.6%
Tue Dec 18,09:30,GMT,gbp,GBP DCLG UK House Prices (YoY),Low,1.5%,,1.7%
Tue Dec 18,09:30,GMT,gbp,GBP Producer Price Index Input n.s.a. (MoM),Low,0.1%,0.1%,0.1%
Tue Dec 18,09:30,GMT,gbp,GBP Producer Price Index Input n.s.a. (YoY),Low,-0.3%,-0.1%,0.0%
Tue Dec 18,09:30,GMT,gbp,GBP Producer Price Index Output n.s.a. (MoM),Low,-0.2%,0.2%,0.2%
Tue Dec 18,09:30,GMT,gbp,GBP Producer Price Index Output n.s.a. (YoY),Medium,2.2%,2.5%,2.6%
Tue Dec 18,09:30,GMT,gbp,GBP Producer Price Index Output Core n.s.a. (YoY),Medium,1.4%,1.5%,1.4%
Tue Dec 18,09:30,GMT,gbp,GBP Consumer Price Index (MoM),Medium,0.2%,0.2%,0.5%
Tue Dec 18,09:30,GMT,gbp,GBP Consumer Price Index (YoY),High,2.7%,2.7%,2.7%
Tue Dec 18,09:30,GMT,gbp,GBP Retail Price Index (YoY),Medium,3.0%,3.2%,3.2%
Tue Dec 18,10:00,GMT,eur,EUR Italian Current Account (mln Euro),Low,-245M,,-2581M
Tue Dec 18,11:00,GMT,eur,EUR Ireland GDP s.a. (QoQ),Medium,0.2%,0.7%,0.4%
Tue Dec 18,11:00,GMT,eur,EUR Ireland GDP (YoY),Medium,0.8%,,-0.5%
