Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Apr 27,01:30,GMT,cny,CNY Industrial Profits (YTD) (YoY),Low,10.1%,,9.4%
Sun Apr 27,23:01,GMT,gbp,GBP Hometrack Housing Survey (MoM),Low,0.6%,,0.6%
Sun Apr 27,23:01,GMT,gbp,GBP Hometrack Housing Survey (YoY),Low,6.0%,,5.7%
Sun Apr 27,23:50,GMT,jpy,JPY Retail Trade (YoY),Medium,11%,11%,3.6%
Sun Apr 27,23:50,GMT,jpy,JPY Retail Trade s.a. (MoM),Low,6.3%,6.0%,0.3%
Sun Apr 27,23:50,GMT,jpy,JPY Large Retailers' Sales,Medium,16.1%,13.8%,1.3%
Mon Apr 28,,,usd,USD U.S. Employment Cost Index Revisions Released,Medium,,,
Mon Apr 28,06:00,GMT,eur,EUR German Import Price Index (MoM),Low,-0.6%,-0.1%,-0.1%
Mon Apr 28,06:00,GMT,eur,EUR German Import Price Index (YoY),Low,-3.3%,-2.8%,-2.7%
Mon Apr 28,08:00,GMT,eur,EUR Italian Consumer Confidence Index s.a.,Low,105.4,101.5,101.9
Mon Apr 28,08:30,GMT,gbp,GBP Lloyds Business Barometer,Low,66,,44
Mon Apr 28,14:00,GMT,usd,USD Pending Home Sales (MoM),Low,3.4%,1.0%,-0.5%
Mon Apr 28,14:00,GMT,usd,USD Pending Home Sales (YoY),Medium,-7.4%,-10.3%,-10.0%
Mon Apr 28,14:30,GMT,usd,USD Dallas Fed Manufacturing Activity,Low,11.7,6.0,4.9
Mon Apr 28,22:45,GMT,nzd,NZD Trade Balance (New Zealand dollars),Medium,920M,900M,793M
Mon Apr 28,22:45,GMT,nzd,NZD Exports (New Zealand dollars),Low,$5.1B,$5B,$4.5B
Mon Apr 28,22:45,GMT,nzd,NZD Imports (New Zealand dollars),Low,$4.2B,$4.1B,$3.7B
Mon Apr 28,22:45,GMT,nzd,NZD Balance (YTD) (New Zealand dollars),Medium,805M,902M,617M
Tue Apr 29,06:00,GMT,eur,EUR German GfK Consumer Confidence Survey,Medium,8.5,8.5,8.5
Tue Apr 29,06:20,GMT,cny,CNY Leading Index,Medium,99.93,,99.31
Tue Apr 29,06:45,GMT,eur,EUR French Consumer Confidence,Low,85,88,88
Tue Apr 29,08:00,GMT,eur,EUR Euro-Zone M3 s.a. (YoY),Low,1.1%,1.4%,1.3%
Tue Apr 29,08:00,GMT,eur,EUR Italian Retail Sales (YoY),Low,-1.0%,-0.7%,-0.9%
Tue Apr 29,08:00,GMT,eur,EUR Euro-Zone M3 s.a. (3M),Low,1.2%,1.3%,1.2%
Tue Apr 29,08:00,GMT,eur,EUR Italian Retail Sales s.a. (MoM),Low,-0.2%,0.0%,0.0%
Tue Apr 29,08:30,GMT,gbp,GBP Index of Services (MoM),Low,0.2%,0.3%,0.3%
Tue Apr 29,08:30,GMT,gbp,GBP Index of Services (3Mo3M),Low,0.9%,0.9%,0.9%
Tue Apr 29,08:30,GMT,gbp,GBP Gross Domestic Product (QoQ),Medium,0.8%,0.9%,0.7%
Tue Apr 29,08:30,GMT,gbp,GBP Gross Domestic Product (YoY),High,3.1%,3.2%,2.7%
Tue Apr 29,09:00,GMT,eur,EUR Italian Business Confidence,Low,99.9,99.5,99.3
Tue Apr 29,09:00,GMT,eur,EUR Italian Economic Sentiment,Low,88.8,,89.5
Tue Apr 29,09:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-8.6,-8.7,-8.7
Tue Apr 29,09:00,GMT,eur,EUR Euro-Zone Services Confidence,Medium,3.5,4.8,4.5
Tue Apr 29,09:00,GMT,eur,EUR Euro-Zone Business Climate Indicator,Low,0.27,0.4,0.4
Tue Apr 29,09:00,GMT,eur,EUR Euro-Zone Economic Confidence,Medium,102,103,102.5
Tue Apr 29,09:00,GMT,eur,EUR Euro-Zone Industrial Confidence,Medium,-3.6,-3.1,-3.3
Tue Apr 29,12:00,GMT,eur,EUR German Consumer Price Index (MoM),Medium,-0.2%,-0.1%,0.3%
Tue Apr 29,12:00,GMT,eur,EUR German Consumer Price Index (YoY),High,1.3%,1.4%,1.0%
