Date,YAHOO.INDEX_SSEC.4
2010-05-31,2592.15
2010-05-28,2655.77
2010-05-27,2655.92
2010-05-26,2625.79
2010-05-25,2622.63
2010-05-24,2673.42
2010-05-21,2583.52
2010-05-20,2555.94
2010-05-19,2587.81
2010-05-18,2594.78
2010-05-17,2559.93
2010-05-14,2696.63
2010-05-13,2710.51
2010-05-12,2655.71
2010-05-11,2647.57
2010-05-10,2698.76
2010-05-07,2688.38
2010-05-06,2739.7
2010-05-05,2857.15
2010-05-04,2835.28
2010-04-30,2870.61
2010-04-29,2868.43
2010-04-28,2900.33
2010-04-27,2907.93
2010-04-26,2969.5
2010-04-23,2983.54
2010-04-22,2999.48
2010-04-21,3033.28
2010-04-20,2979.53
2010-04-19,2980.3
2010-04-16,3130.3
2010-04-15,3164.97
2010-04-14,3166.18
2010-04-13,3161.25
2010-04-12,3129.26
2010-04-09,3145.35
2010-04-08,3118.71
2010-04-07,3148.22
2010-04-06,3158.68
2010-04-02,3157.96
2010-04-01,3147.42
2010-03-31,3109.1
2010-03-30,3128.47
2010-03-29,3123.8
2010-03-26,3059.72
2010-03-25,3019.18
2010-03-24,3056.81
2010-03-23,3053.12
2010-03-22,3074.58
2010-03-19,3067.75
2010-03-18,3046.09
2010-03-17,3050.48
2010-03-16,2992.84
2010-03-15,2976.94
2010-03-12,3013.41
2010-03-11,3051.28
2010-03-10,3048.93
2010-03-09,3069.14
2010-03-08,3053.23
2010-03-05,3031.06
2010-03-04,3023.37
2010-03-03,3097.0
2010-03-02,3073.11
2010-03-01,3087.84
2010-02-26,3051.94
2010-02-25,3060.62
2010-02-24,3022.18
2010-02-23,2982.57
2010-02-22,3003.4
2010-02-12,3018.13
2010-02-11,2985.5
2010-02-10,2982.5
2010-02-09,2948.84
2010-02-08,2935.17
2010-02-05,2939.4
2010-02-04,2995.31
2010-02-03,3003.83
2010-02-02,2934.71
2010-02-01,2941.36
2010-01-29,2989.29
2010-01-28,2994.14
2010-01-27,2986.61
2010-01-26,3019.39
2010-01-25,3094.41
2010-01-22,3128.59
2010-01-21,3158.86
2010-01-20,3151.85
2010-01-19,3246.87
2010-01-18,3237.1
2010-01-15,3224.15
2010-01-14,3215.55
2010-01-13,3172.66
2010-01-12,3273.97
2010-01-11,3212.75
2010-01-08,3196.0
2010-01-07,3192.78
2010-01-06,3254.22
2010-01-05,3282.18
2010-01-04,3243.76
2009-12-31,3277.14
2009-12-30,3262.6
2009-12-29,3211.76
2009-12-28,3188.78
2009-12-25,3141.35
2009-12-24,3153.41
2009-12-23,3073.78
2009-12-22,3050.52
2009-12-21,3122.97
2009-12-18,3113.89
2009-12-17,3179.08
2009-12-16,3255.21
2009-12-15,3274.46
2009-12-14,3302.9
2009-12-11,3247.32
2009-12-10,3254.26
2009-12-09,3239.57
2009-12-08,3296.66
2009-12-07,3331.9
2009-12-04,3317.04
2009-12-03,3264.63
2009-12-02,3269.75
2009-12-01,3235.36
2009-11-30,3195.3
2009-11-27,3096.26
2009-11-26,3170.98
2009-11-25,3290.17
2009-11-24,3223.53
2009-11-23,3338.66
2009-11-20,3308.35
2009-11-19,3320.61
2009-11-18,3303.23
2009-11-17,3282.89
2009-11-16,3275.05
2009-11-13,3187.65
2009-11-12,3172.95
2009-11-11,3175.19
2009-11-10,3178.61
2009-11-09,3175.58
2009-11-06,3164.04
2009-11-05,3155.05
2009-11-04,3128.54
2009-11-03,3114.23
2009-11-02,3076.65
2009-10-30,2995.85
2009-10-29,2960.47
2009-10-28,3031.33
2009-10-27,3021.46
2009-10-26,3109.57
2009-10-23,3107.85
2009-10-22,3051.41
2009-10-21,3070.59
2009-10-20,3084.45
2009-10-19,3038.27
2009-10-16,2976.63
2009-10-15,2979.79
2009-10-14,2970.53
2009-10-13,2936.19
2009-10-12,2894.48
2009-10-09,2911.72
2009-09-30,2779.43
2009-09-29,2754.54
2009-09-28,2763.52
2009-09-25,2838.84
2009-09-24,2853.55
2009-09-23,2842.72
2009-09-22,2897.55
2009-09-21,2967.01
2009-09-18,2962.67
2009-09-17,3060.26
2009-09-16,2999.71
2009-09-15,3033.73
2009-09-14,3026.74
2009-09-11,2989.79
2009-09-10,2924.88
2009-09-09,2946.26
2009-09-08,2930.48
2009-09-07,2881.12
2009-09-04,2861.61
2009-09-03,2845.02
2009-09-02,2714.97
2009-09-01,2683.72
2009-08-31,2667.75
2009-08-28,2860.69
2009-08-27,2946.4
2009-08-26,2967.59
2009-08-25,2915.8
2009-08-24,2993.43
2009-08-21,2960.77
2009-08-20,2911.58
2009-08-19,2785.58
2009-08-18,2910.88
2009-08-17,2870.63
2009-08-14,3046.97
2009-08-13,3140.56
2009-08-12,3112.72
2009-08-11,3264.73
2009-08-10,3249.76
2009-08-07,3260.69
2009-08-06,3356.33
2009-08-05,3428.5
2009-08-04,3471.44
2009-08-03,3462.59
2009-07-31,3412.06
2009-07-30,3321.56
2009-07-29,3266.43
2009-07-28,3438.37
2009-07-27,3435.21
2009-07-24,3372.6
2009-07-23,3328.49
2009-07-22,3296.61
2009-07-21,3213.21
2009-07-20,3266.92
2009-07-17,3189.74
2009-07-16,3183.74
2009-07-15,3188.55
2009-07-14,3145.16
2009-07-13,3080.56
2009-07-10,3113.93
2009-07-09,3123.03
2009-07-08,3080.77
2009-07-07,3089.45
2009-07-06,3124.67
2009-07-03,3088.37
2009-07-02,3060.25
2009-07-01,3008.15
2009-06-30,2959.36
2009-06-29,2975.31
2009-06-26,2928.21
2009-06-25,2925.05
2009-06-24,2922.3
2009-06-23,2892.7
2009-06-22,2896.3
2009-06-19,2880.49
2009-06-18,2853.9
2009-06-17,2810.12
2009-06-16,2776.02
2009-06-15,2789.55
2009-06-12,2743.76
2009-06-11,2797.32
2009-06-10,2816.25
2009-06-09,2787.89
2009-06-08,2768.34
2009-06-05,2753.89
2009-06-04,2767.24
2009-06-03,2778.59
2009-06-02,2724.3
2009-06-01,2721.28
2009-05-27,2632.93
2009-05-26,2588.57
2009-05-25,2610.01
2009-05-22,2597.6
2009-05-21,2610.62
2009-05-20,2651.41
2009-05-19,2676.68
2009-05-18,2652.78
2009-05-15,2645.26
2009-05-14,2639.89
2009-05-13,2663.77
2009-05-12,2618.17
2009-05-11,2579.75
2009-05-08,2625.65
2009-05-07,2597.45
2009-05-06,2592.52
2009-05-05,2567.34
2009-05-04,2559.91
2009-04-30,2477.57
2009-04-29,2468.19
2009-04-28,2401.44
2009-04-27,2405.35
2009-04-24,2448.59
2009-04-23,2463.95
2009-04-22,2461.35
2009-04-21,2535.83
2009-04-20,2557.46
2009-04-17,2503.94
2009-04-16,2534.13
2009-04-15,2536.06
2009-04-14,2527.18
2009-04-13,2513.7
2009-04-10,2444.23
2009-04-09,2379.88
2009-04-08,2347.39
2009-04-07,2439.18
2009-04-03,2419.78
2009-04-02,2425.29
2009-04-01,2408.02
2009-03-31,2373.21
2009-03-30,2358.04
2009-03-27,2374.44
2009-03-26,2361.7
2009-03-25,2291.55
2009-03-24,2338.42
2009-03-23,2325.48
2009-03-20,2281.09
2009-03-19,2265.76
2009-03-18,2223.73
2009-03-17,2218.33
2009-03-16,2153.29
2009-03-13,2128.85
2009-03-12,2133.88
2009-03-11,2139.02
2009-03-10,2158.57
2009-03-09,2118.75
2009-03-06,2193.01
2009-03-05,2221.08
2009-03-04,2198.11
2009-03-03,2071.43
2009-03-02,2093.45
2009-02-27,2082.85
2009-02-26,2121.25
2009-02-25,2206.57
2009-02-24,2200.65
2009-02-23,2305.78
2009-02-20,2261.48
2009-02-19,2227.12
2009-02-18,2209.86
2009-02-17,2319.44
2009-02-16,2389.39
2009-02-13,2320.79
2009-02-12,2248.09
2009-02-11,2260.82
2009-02-10,2265.16
2009-02-09,2224.71
2009-02-06,2181.24
2009-02-05,2098.02
2009-02-04,2107.75
2009-02-03,2060.81
2009-02-02,2011.68
2009-01-23,1990.66
2009-01-22,2004.95
2009-01-21,1985.02
2009-01-20,1994.11
2009-01-19,1986.67
2009-01-16,1954.44
2009-01-15,1920.21
2009-01-14,1928.87
2009-01-13,1863.37
2009-01-12,1900.35
2009-01-09,1904.86
2009-01-08,1878.18
2009-01-07,1924.01
2009-01-06,1937.15
2009-01-05,1880.72
2008-12-31,1820.81
2008-12-30,1832.91
2008-12-29,1850.48
2008-12-26,1851.52
2008-12-25,1852.42
2008-12-24,1863.8
2008-12-23,1897.22
2008-12-22,1987.76
2008-12-19,2018.46
2008-12-18,2015.69
2008-12-17,1976.82
2008-12-16,1975.01
2008-12-15,1964.37
2008-12-12,1954.21
2008-12-11,2031.68
2008-12-10,2079.12
2008-12-09,2037.74
2008-12-08,2090.77
2008-12-05,2018.66
2008-12-04,2001.5
2008-12-03,1965.41
2008-12-02,1889.64
2008-12-01,1894.61
2008-11-28,1871.16
2008-11-27,1917.86
2008-11-26,1897.88
2008-11-25,1888.71
2008-11-24,1897.06
2008-11-21,1969.39
2008-11-20,1983.76
2008-11-19,2017.47
2008-11-18,1902.43
2008-11-17,2030.48
2008-11-14,1986.44
2008-11-13,1927.61
2008-11-12,1859.11
2008-11-11,1843.61
2008-11-10,1874.8
2008-11-07,1747.71
2008-11-06,1717.72
2008-11-05,1760.61
2008-11-04,1706.7
2008-11-03,1719.77
2008-10-31,1728.79
2008-10-30,1763.61
2008-10-29,1719.81
2008-10-28,1771.82
2008-10-27,1723.35
2008-10-24,1839.62
2008-10-23,1875.56
2008-10-22,1895.82
2008-10-21,1958.53
2008-10-20,1974.01
2008-10-17,1930.65
2008-10-16,1909.94
2008-10-15,1994.67
2008-10-14,2017.32
2008-10-13,2073.57
2008-10-10,2000.57
2008-10-09,2074.58
2008-10-08,2092.22
2008-10-07,2157.84
2008-10-06,2173.74
2008-09-26,2293.78
2008-09-25,2297.5
2008-09-24,2216.81
2008-09-23,2201.51
2008-09-22,2236.41
2008-09-19,2075.09
2008-09-18,1895.84
2008-09-17,1929.05
2008-09-16,1986.64
2008-09-12,2079.67
2008-09-11,2078.98
2008-09-10,2150.76
2008-09-09,2145.78
2008-09-08,2143.42
2008-09-05,2202.45
2008-09-04,2277.41
2008-09-03,2276.67
2008-09-02,2304.89
2008-09-01,2325.14
2008-08-29,2397.37
2008-08-28,2350.14
2008-08-27,2342.15
2008-08-26,2350.08
2008-08-25,2413.37
2008-08-22,2405.23
2008-08-21,2431.72
2008-08-20,2523.28
2008-08-19,2344.47
2008-08-18,2319.87
2008-08-15,2450.61
2008-08-14,2437.08
2008-08-13,2446.3
2008-08-12,2457.2
2008-08-11,2470.07
2008-08-08,2605.72
2008-08-07,2727.58
2008-08-06,2719.37
2008-08-05,2690.75
2008-08-04,2741.74
2008-08-01,2801.82
2008-07-31,2775.72
2008-07-30,2836.67
2008-07-29,2850.31
2008-07-28,2903.01
2008-07-25,2865.1
2008-07-24,2910.29
2008-07-23,2837.85
2008-07-22,2846.12
2008-07-21,2861.42
2008-07-18,2778.37
2008-07-17,2684.78
2008-07-16,2705.87
2008-07-15,2779.45
2008-07-14,2878.26
2008-07-11,2856.63
2008-07-10,2875.45
2008-07-09,2920.55
2008-07-08,2814.95
2008-07-07,2792.4
2008-07-04,2669.89
2008-07-03,2703.53
2008-07-02,2651.73
2008-07-01,2651.6
2008-06-30,2736.1
2008-06-27,2748.43
2008-06-26,2901.85
2008-06-25,2905.01
2008-06-24,2803.02
2008-06-23,2760.42
2008-06-20,2831.74
2008-06-19,2748.87
2008-06-18,2941.11
2008-06-17,2794.75
2008-06-16,2874.1
2008-06-13,2868.8
2008-06-12,2957.53
2008-06-11,3024.24
2008-06-10,3072.33
2008-06-06,3329.67
2008-06-05,3351.65
2008-06-04,3369.91
2008-06-03,3436.4
2008-06-02,3459.04
2008-05-30,3433.35
2008-05-29,3401.44
2008-05-28,3459.03
2008-05-27,3375.41
2008-05-26,3364.54
2008-05-23,3473.09
2008-05-22,3485.63
2008-05-21,3544.19
2008-05-20,3443.16
2008-05-19,3604.76
2008-05-16,3624.23
2008-05-15,3637.32
2008-05-14,3657.43
2008-05-13,3560.24
2008-05-12,3626.98
2008-05-09,3613.49
2008-05-08,3656.84
2008-05-07,3579.15
2008-05-06,3733.5
2008-05-05,3761.01
2008-04-30,3693.11
2008-04-29,3523.41
2008-04-28,3474.72
2008-04-25,3557.75
2008-04-24,3583.03
2008-04-23,3278.33
2008-04-22,3147.79
2008-04-21,3116.98
2008-04-18,3094.67
2008-04-17,3222.74
2008-04-16,3291.6
2008-04-15,3348.35
2008-04-14,3296.67
2008-04-11,3492.89
2008-04-10,3471.74
2008-04-09,3413.91
2008-04-08,3612.54
2008-04-07,3599.62
2008-04-03,3446.24
2008-04-02,3347.88
2008-04-01,3329.16
2008-03-31,3472.71
2008-03-28,3580.15
2008-03-27,3411.49
2008-03-26,3606.86
2008-03-25,3629.62
2008-03-24,3626.19
2008-03-21,3796.58
2008-03-20,3804.05
2008-03-19,3761.6
2008-03-18,3668.9
2008-03-17,3820.05
2008-03-14,3962.67
2008-03-13,3971.26
2008-03-12,4070.12
2008-03-11,4165.88
2008-03-10,4146.3
2008-03-07,4300.52
2008-03-06,4360.99
2008-03-05,4292.65
2008-03-04,4335.45
2008-03-03,4438.27
2008-02-29,4348.54
2008-02-28,4299.51
2008-02-27,4334.05
2008-02-26,4238.18
2008-02-25,4192.53
2008-02-22,4370.29
2008-02-21,4527.18
2008-02-20,4567.03
2008-02-19,4664.29
2008-02-18,4568.15
2008-02-15,4497.13
2008-02-14,4552.32
2008-02-13,4490.72
2008-02-05,4599.7
2008-02-04,4672.17
2008-02-01,4320.77
2008-01-31,4383.39
2008-01-30,4417.85
2008-01-29,4457.94
2008-01-28,4419.29
2008-01-25,4761.69
2008-01-24,4717.73
2008-01-23,4703.05
2008-01-22,4559.75
2008-01-21,4914.44
2008-01-18,5180.51
2008-01-17,5151.63
2008-01-16,5290.61
2008-01-15,5443.79
2008-01-14,5497.9
2008-01-11,5484.68
2008-01-10,5456.54
2008-01-09,5435.81
2008-01-08,5386.53
2008-01-07,5393.34
2008-01-04,5361.57
2008-01-03,5319.86
2008-01-02,5272.81
2007-12-28,5261.56
2007-12-27,5308.89
2007-12-26,5233.35
2007-12-25,5201.18
2007-12-24,5234.26
2007-12-21,5101.78
2007-12-20,5043.54
2007-12-19,4941.78
2007-12-18,4836.17
2007-12-17,4876.76
2007-12-14,5007.91
2007-12-13,4958.04
2007-12-12,5095.54
2007-12-11,5175.08
2007-12-10,5161.92
2007-12-07,5091.76
2007-12-06,5035.07
2007-12-05,5042.65
2007-12-04,4915.89
2007-12-03,4868.61
2007-11-30,4871.78
2007-11-29,5003.33
2007-11-28,4803.39
2007-11-27,4861.11
2007-11-26,4958.85
2007-11-23,5032.13
2007-11-22,4984.16
2007-11-21,5214.23
2007-11-20,5293.7
2007-11-19,5269.82
2007-11-16,5316.27
2007-11-15,5365.27
2007-11-14,5412.69
2007-11-13,5158.12
2007-11-12,5187.73
2007-11-09,5315.54
2007-11-08,5330.02
2007-11-07,5601.78
2007-11-06,5536.57
2007-11-05,5634.45
2007-11-02,5777.81
2007-11-01,5914.29
2007-10-31,5954.77
2007-10-30,5897.19
2007-10-29,5748.0
2007-10-26,5589.63
2007-10-25,5562.39
2007-10-24,5843.11
2007-10-23,5773.39
2007-10-22,5667.33
2007-10-19,5818.05
2007-10-18,5825.28
2007-10-17,6036.28
2007-10-16,6092.06
2007-10-15,6030.09
2007-10-12,5903.26
2007-10-11,5913.23
2007-10-10,5771.46
2007-10-09,5715.89
2007-10-08,5692.75
2007-09-28,5552.3
2007-09-27,5409.4
2007-09-26,5338.52
2007-09-25,5425.88
2007-09-24,5485.01
2007-09-21,5454.67
2007-09-20,5470.06
2007-09-19,5395.27
2007-09-18,5425.21
2007-09-17,5421.39
2007-09-14,5312.18
2007-09-13,5273.59
2007-09-12,5172.63
2007-09-11,5113.97
2007-09-10,5355.29
2007-09-07,5277.18
2007-09-06,5393.66
2007-09-05,5310.72
2007-09-04,5294.04
2007-09-03,5321.06
2007-08-31,5218.83
2007-08-30,5167.88
2007-08-29,5109.43
2007-08-28,5194.69
2007-08-27,5150.12
2007-08-24,5107.67
2007-08-23,5032.49
2007-08-22,4980.08
2007-08-21,4955.21
2007-08-20,4904.85
2007-08-17,4656.57
2007-08-16,4765.45
2007-08-15,4869.88
2007-08-14,4872.79
2007-08-13,4820.06
2007-08-10,4749.37
2007-08-09,4754.1
2007-08-08,4663.16
2007-08-07,4651.23
2007-08-06,4628.11
2007-08-03,4560.77
2007-08-02,4407.73
2007-08-01,4300.56
2007-07-31,4471.03
2007-07-30,4440.77
2007-07-27,4345.36
2007-07-26,4346.46
2007-07-25,4323.97
2007-07-24,4210.33
2007-07-23,4213.36
2007-07-20,4058.85
2007-07-19,3912.94
2007-07-18,3930.06
2007-07-17,3896.19
2007-07-16,3821.92
2007-07-13,3914.4
2007-07-12,3915.99
2007-07-11,3865.72
2007-07-10,3853.02
2007-07-09,3883.22
2007-07-06,3781.35
2007-07-05,3615.87
2007-07-04,3816.17
2007-07-03,3899.72
2007-07-02,3836.29
2007-06-29,3820.7
2007-06-28,3914.2
2007-06-27,4078.6
2007-06-26,3973.37
2007-06-25,3941.08
2007-06-22,4091.45
2007-06-21,4230.82
2007-06-20,4181.32
2007-06-19,4269.52
2007-06-18,4253.35
2007-06-15,4132.87
2007-06-14,4115.21
2007-06-13,4176.48
2007-06-12,4072.14
2007-06-11,3995.68
2007-06-08,3913.14
2007-06-07,3890.8
2007-06-06,3776.32
2007-06-05,3767.1
2007-06-04,3670.4
2007-06-01,4000.74
2007-05-31,4109.65
2007-05-30,4053.09
2007-05-29,4334.92
2007-05-28,4272.11
2007-05-25,4179.78
2007-05-24,4151.13
2007-05-23,4173.71
2007-05-22,4110.38
2007-05-21,4072.23
2007-05-18,4030.26
2007-05-17,4048.29
2007-05-16,3986.04
2007-05-15,3899.18
2007-05-14,4046.39
2007-05-11,4021.68
2007-05-10,4049.7
2007-05-09,4013.08
2007-05-08,3950.01
2007-04-30,3841.27
2007-04-27,3759.87
2007-04-26,3783.06
2007-04-25,3743.96
2007-04-24,3720.53
2007-04-23,3710.89
2007-04-20,3584.2
2007-04-19,3449.02
2007-04-18,3612.4
2007-04-17,3611.87
2007-04-16,3596.44
2007-04-13,3518.27
2007-04-12,3531.03
2007-04-11,3495.22
2007-04-10,3444.29
2007-04-09,3398.95
2007-04-06,3323.58
2007-04-05,3319.14
2007-04-04,3291.54
2007-04-03,3291.3
2007-04-02,3252.59
2007-03-30,3183.98
2007-03-29,3197.54
2007-03-28,3173.02
2007-03-27,3138.83
2007-03-26,3122.81
2007-03-23,3074.29
2007-03-22,3071.23
2007-03-21,3057.38
2007-03-20,3032.2
2007-03-19,3014.44
2007-03-16,2930.48
2007-03-15,2951.7
2007-03-14,2906.33
2007-03-13,2964.79
2007-03-12,2954.91
2007-03-09,2937.91
2007-03-08,2928.01
2007-03-07,2896.59
2007-03-06,2840.18
2007-03-05,2785.31
2007-03-02,2831.53
2007-03-01,2797.19
2007-02-28,2881.07
2007-02-27,2771.79
2007-02-26,3040.6
2007-02-16,2998.47
2007-02-15,2993.01
2007-02-14,2905.09
2007-02-13,2831.87
2007-02-12,2807.17
2007-02-09,2730.39
2007-02-08,2737.73
2007-02-07,2716.18
2007-02-06,2675.7
2007-02-05,2612.54
2007-02-02,2673.21
2007-02-01,2785.43
2007-01-31,2786.33
2007-01-30,2930.56
2007-01-29,2945.26
2007-01-26,2882.56
2007-01-25,2857.36
2007-01-24,2975.13
2007-01-23,2949.14
2007-01-22,2933.19
2007-01-19,2832.21
2007-01-18,2756.98
2007-01-17,2778.9
2007-01-16,2821.02
2007-01-15,2794.7
2007-01-12,2668.11
2007-01-11,2770.11
2007-01-10,2825.58
2007-01-09,2807.8
2007-01-08,2707.2
2007-01-05,2641.33
2007-01-04,2715.72
2006-12-29,2675.47
2006-12-28,2567.59
2006-12-27,2536.39
2006-12-26,2479.73
2006-12-25,2435.76
2006-12-22,2343.67
2006-12-21,2342.94
2006-12-20,2373.21
2006-12-19,2364.18
2006-12-18,2332.43
2006-12-15,2273.91
2006-12-14,2249.11
2006-12-13,2223.46
2006-12-12,2218.95
2006-12-11,2180.5
2006-12-08,2093.64
2006-12-07,2156.75
2006-12-06,2156.6
2006-12-05,2173.28
2006-12-04,2161.65
2006-12-01,2102.05
2006-11-30,2099.29
2006-11-29,2054.09
2006-11-28,2038.72
2006-11-27,2047.28
2006-11-24,2050.81
2006-11-23,2062.36
2006-11-22,2041.35
2006-11-21,2037.55
2006-11-20,2017.28
2006-11-17,1971.79
2006-11-16,1941.55
2006-11-15,1922.94
2006-11-14,1888.24
2006-11-13,1863.77
2006-11-10,1883.35
2006-11-09,1896.48
2006-11-08,1866.82
2006-11-07,1889.53
2006-11-06,1886.31
2006-11-03,1866.36
2006-11-02,1851.31
2006-11-01,1855.71
2006-10-31,1837.99
2006-10-30,1809.66
2006-10-27,1807.18
2006-10-26,1810.65
2006-10-25,1806.65
2006-10-24,1805.18
2006-10-23,1759.39
2006-10-20,1790.36
2006-10-19,1792.25
2006-10-18,1787.19
2006-10-17,1763.9
2006-10-16,1771.3
2006-10-13,1784.66
2006-10-12,1778.18
2006-10-11,1790.1
2006-10-10,1784.86
2006-10-09,1785.39
2006-09-29,1752.42
2006-09-28,1736.96
2006-09-27,1725.04
2006-09-26,1712.64
2006-09-25,1722.37
2006-09-22,1725.36
2006-09-21,1740.9
2006-09-20,1732.45
2006-09-19,1735.24
2006-09-18,1732.99
2006-09-15,1721.05
2006-09-14,1689.69
2006-09-13,1689.39
2006-09-12,1695.86
2006-09-11,1674.97
2006-09-08,1667.98
2006-09-07,1661.19
2006-09-06,1672.12
2006-09-05,1664.08
2006-09-04,1657.52
2006-09-01,1636.69
2006-08-31,1658.64
2006-08-30,1655.19
2006-08-29,1651.02
2006-08-28,1650.44
2006-08-25,1623.03
2006-08-24,1623.02
2006-08-23,1612.4
2006-08-22,1613.35
2006-08-21,1601.15
2006-08-18,1598.02
2006-08-17,1603.33
2006-08-16,1616.41
2006-08-15,1595.66
2006-08-14,1570.74
2006-08-11,1605.93
2006-08-10,1606.06
2006-08-09,1578.57
2006-08-08,1580.58
2006-08-07,1547.44
2006-08-04,1570.15
2006-08-03,1601.06
2006-08-02,1600.87
2006-08-01,1600.61
2006-07-31,1612.73
2006-07-28,1662.03
2006-07-27,1675.17
2006-07-26,1686.65
2006-07-25,1685.46
2006-07-24,1665.94
2006-07-21,1665.33
2006-07-20,1655.12
2006-07-19,1645.16
2006-07-18,1684.25
2006-07-17,1682.89
2006-07-14,1665.21
2006-07-13,1655.77
2006-07-12,1740.0
2006-07-11,1745.81
2006-07-10,1734.33
2006-07-07,1730.19
2006-07-06,1741.47
2006-07-05,1718.56
2006-07-04,1681.55
2006-07-03,1697.28
2006-06-30,1672.21
2006-06-29,1671.62
2006-06-28,1639.29
2006-06-27,1639.55
2006-06-26,1633.45
2006-06-23,1605.71
2006-06-22,1596.07
2006-06-21,1598.12
2006-06-20,1592.33
2006-06-19,1586.29
2006-06-16,1574.47
2006-06-15,1533.98
2006-06-14,1531.33
2006-06-13,1548.49
2006-06-12,1552.8
2006-06-09,1551.38
2006-06-08,1591.49
2006-06-07,1589.55
2006-06-06,1679.13
2006-06-05,1684.62
2006-06-02,1669.4
2006-06-01,1684.19
2006-05-31,1641.3
2006-05-30,1657.29
2006-05-29,1648.54
2006-05-26,1613.89
2006-05-25,1591.43
2006-05-24,1590.92
2006-05-23,1604.55
2006-05-22,1657.69
2006-05-19,1659.55
2006-05-18,1617.28
2006-05-17,1625.15
2006-05-16,1613.25
2006-05-15,1664.09
2006-05-12,1602.83
2006-05-11,1537.38
2006-05-10,1545.69
2006-05-09,1531.16
2006-05-08,1497.1
2006-04-28,1440.22
2006-04-27,1416.73
2006-04-26,1417.48
2006-04-25,1399.77
2006-04-24,1409.79
2006-04-21,1416.79
2006-04-20,1385.9
2006-04-19,1396.7
2006-04-18,1385.11
2006-04-17,1378.61
2006-04-14,1359.54
2006-04-13,1332.33
2006-04-12,1360.13
2006-04-11,1362.23
2006-04-10,1359.08
2006-04-07,1342.96
2006-04-06,1339.74
2006-04-05,1340.16
2006-04-04,1329.8
2006-04-03,1319.47
2006-03-31,1298.3
2006-03-30,1294.72
2006-03-29,1305.57
2006-03-28,1298.79
2006-03-27,1295.92
2006-03-24,1294.7
2006-03-23,1302.46
2006-03-22,1296.71
2006-03-21,1290.4
2006-03-20,1288.42
2006-03-17,1269.46
2006-03-16,1274.19
2006-03-15,1274.81
2006-03-14,1259.04
2006-03-13,1259.67
2006-03-10,1245.65
2006-03-09,1245.17
2006-03-08,1250.38
2006-03-07,1259.92
2006-03-06,1288.95
2006-03-03,1293.3
2006-03-02,1285.67
2006-03-01,1306.59
2006-02-28,1299.03
2006-02-27,1297.19
2006-02-24,1296.87
2006-02-23,1288.85
2006-02-22,1284.23
2006-02-21,1288.42
2006-02-20,1267.54
2006-02-17,1267.41
2006-02-16,1270.63
2006-02-15,1299.17
2006-02-14,1286.33
2006-02-13,1279.64
2006-02-10,1282.66
2006-02-09,1269.45
2006-02-08,1290.06
2006-02-07,1282.1
2006-02-06,1287.63
2006-01-25,1258.05
2006-01-24,1252.06
2006-01-23,1255.77
2006-01-20,1255.31
2006-01-19,1251.58
2006-01-18,1233.35
2006-01-17,1208.44
2006-01-16,1202.87
2006-01-13,1221.46
2006-01-12,1226.7
2006-01-11,1211.05
2006-01-10,1220.62
2006-01-09,1215.67
2006-01-06,1209.42
2006-01-05,1197.27
2006-01-04,1180.96
2005-12-30,1161.06
2005-12-29,1169.86
2005-12-28,1157.03
2005-12-27,1154.29
2005-12-26,1156.82
2005-12-23,1144.87
2005-12-22,1135.24
2005-12-21,1130.76
2005-12-20,1136.34
2005-12-19,1131.75
2005-12-16,1127.51
2005-12-15,1123.56
2005-12-14,1125.39
2005-12-13,1117.85
2005-12-12,1116.37
2005-12-09,1113.48
2005-12-08,1098.32
2005-12-07,1099.61
2005-12-06,1087.79
2005-12-05,1079.2
2005-12-02,1094.29
2005-12-01,1098.75
2005-11-30,1099.26
2005-11-29,1096.99
2005-11-28,1110.82
2005-11-25,1114.92
2005-11-24,1113.37
2005-11-23,1105.75
2005-11-22,1098.66
2005-11-21,1119.94
2005-11-18,1117.0
2005-11-17,1095.31
2005-11-16,1095.89
2005-11-15,1087.51
2005-11-14,1088.65
2005-11-11,1090.19
2005-11-10,1088.3
2005-11-09,1108.15
2005-11-08,1110.15
2005-11-07,1100.65
2005-11-04,1100.05
2005-11-03,1095.27
2005-11-02,1104.79
2005-11-01,1089.95
2005-10-31,1092.82
2005-10-28,1080.87
2005-10-27,1097.78
2005-10-26,1097.16
2005-10-25,1121.92
2005-10-24,1141.17
2005-10-21,1141.32
2005-10-20,1135.95
2005-10-19,1134.61
2005-10-18,1141.2
2005-10-17,1131.38
2005-10-14,1139.55
2005-10-13,1152.61
2005-10-12,1161.85
2005-10-11,1157.19
2005-10-10,1138.95
2005-09-30,1155.61
2005-09-29,1155.48
2005-09-28,1131.77
2005-09-27,1133.24
2005-09-26,1155.04
2005-09-23,1151.98
2005-09-22,1159.96
2005-09-21,1187.99
2005-09-20,1212.62
2005-09-19,1220.63
2005-09-16,1212.95
2005-09-15,1217.28
2005-09-14,1217.26
2005-09-13,1207.16
2005-09-12,1188.21
2005-09-09,1189.62
2005-09-08,1194.41
2005-09-07,1194.31
2005-09-06,1173.32
2005-09-05,1196.22
2005-09-02,1188.85
2005-09-01,1184.93
2005-08-31,1162.8
2005-08-30,1146.39
2005-08-29,1154.43
2005-08-26,1171.86
2005-08-25,1172.47
2005-08-24,1167.14
2005-08-23,1149.96
2005-08-22,1158.6
2005-08-19,1150.18
2005-08-18,1148.04
