Date,CURRFX.AUDCHF.1
2010-10-15,0.947039
2010-10-14,0.946299
2010-10-13,0.946325
2010-10-12,0.948588
2010-10-11,0.948559
2010-10-08,0.945469
2010-10-07,0.937652
2010-10-06,0.937056
2010-10-05,0.944539
2010-10-04,0.946981
2010-10-01,0.946594
2010-09-30,0.946004
2010-09-29,0.944996
2010-09-28,0.944551
2010-09-27,0.941103
2010-09-24,0.941393
2010-09-23,0.948093
2010-09-22,0.951198
2010-09-21,0.949595
2010-09-20,0.945054
2010-09-17,0.942552
2010-09-16,0.939041
2010-09-15,0.939839
2010-09-14,0.944576
2010-09-13,0.941702
2010-09-10,0.932163
2010-09-09,0.924625
2010-09-08,0.925249
2010-09-07,0.930477
2010-09-06,0.927792
2010-09-03,0.919806
2010-09-02,0.914061
2010-09-01,0.911839
2010-08-31,0.922192
2010-08-30,0.919348
2010-08-27,0.910253
2010-08-26,0.911781
2010-08-25,0.921198
2010-08-24,0.925093
2010-08-23,0.925739
2010-08-20,0.932596
2010-08-19,0.939568
2010-08-18,0.937155
2010-08-17,0.93317
2010-08-16,0.94028
2010-08-13,0.946587
2010-08-12,0.955116
2010-08-11,0.959168
2010-08-10,0.956092
2010-08-09,0.955875
2010-08-06,0.957773
2010-08-05,0.952494
2010-08-04,0.94776
2010-08-03,0.946612
2010-08-02,0.941381
2010-07-30,0.943196
2010-07-29,0.949101
2010-07-28,0.95083
2010-07-27,0.944155
2010-07-26,0.937831
2010-07-23,0.926444
2010-07-22,0.926039
2010-07-21,0.919709
2010-07-20,0.913183
2010-07-19,0.915716
2010-07-16,0.925465
2010-07-15,0.930611
2010-07-14,0.92762
2010-07-13,0.927792
2010-07-12,0.92505
2010-07-09,0.912914
2010-07-08,0.901558
2010-07-07,0.898286
2010-07-06,0.894423
2010-07-05,0.894718
2010-07-02,0.90441
2010-07-01,0.921831
2010-06-30,0.937195
2010-06-29,0.951357
2010-06-28,0.955957
2010-06-25,0.961709
2010-06-24,0.967972
2010-06-23,0.973836
2010-06-22,0.973168
2010-06-21,0.966558
2010-06-18,0.969352
2010-06-17,0.976127
2010-06-16,0.97836
2010-06-15,0.979325
2010-06-14,0.97312
2010-06-11,0.959885
2010-06-10,0.95015
2010-06-09,0.948535
2010-06-08,0.952423
2010-06-07,0.964269
2010-06-04,0.97179
2010-06-03,0.966426
2010-06-02,0.972159
2010-06-01,0.979329
2010-05-31,0.977503
2010-05-28,0.965913
2010-05-27,0.954715
2010-05-26,0.952573
2010-05-25,0.959353
2010-05-24,0.955767
2010-05-21,0.960951
2010-05-20,0.981031
2010-05-19,0.99269
2010-05-18,0.999131
2010-05-17,1.00305
2010-05-14,0.997483
2010-05-13,0.993749
2010-05-12,0.995871
2010-05-11,0.991049
2010-05-10,0.98952
2010-05-07,1.0032
2010-05-06,1.0055
2010-05-05,1.00253
2010-05-04,1.00086
2010-05-03,0.999039
2010-04-30,1.00331
2010-04-29,0.998986
2010-04-28,0.995944
2010-04-27,0.996995
2010-04-26,0.995199
2010-04-23,0.995214
2010-04-22,0.99335
2010-04-21,0.98679
2010-04-20,0.979996
2010-04-19,0.982948
2010-04-16,0.985137
2010-04-15,0.981448
2010-04-14,0.981105
2010-04-13,0.988169
2010-04-12,0.994786
2010-04-09,0.994929
2010-04-08,0.991704
2010-04-07,0.98394
2010-04-06,0.976947
2010-04-05,0.972744
2010-04-02,0.968107
2010-04-01,0.972786
2010-03-31,0.975927
2010-03-30,0.968365
2010-03-29,0.967262
2010-03-26,0.975085
2010-03-25,0.972975
2010-03-24,0.970266
2010-03-23,0.97
2010-03-22,0.972766
2010-03-19,0.973623
2010-03-18,0.970491
2010-03-17,0.968795
2010-03-16,0.96892
2010-03-15,0.972663
2010-03-12,0.980587
2010-03-11,0.981883
2010-03-10,0.978561
2010-03-09,0.975579
2010-03-08,0.971945
2010-03-05,0.967527
2010-03-04,0.97071
2010-03-03,0.972229
2010-03-02,0.966293
2010-03-01,0.961263
2010-02-26,0.961962
2010-02-25,0.965427
2010-02-24,0.968973
2010-02-23,0.968053
2010-02-22,0.967878
2010-02-19,0.967804
2010-02-18,0.963994
2010-02-17,0.960171
2010-02-16,0.956708
2010-02-15,0.951989
2010-02-12,0.941845
2010-02-11,0.933038
2010-02-10,0.931038
2010-02-09,0.931248
2010-02-08,0.931314
2010-02-05,0.932767
2010-02-04,0.93536
2010-02-03,0.935814
2010-02-02,0.937138
2010-02-01,0.939862
2010-01-29,0.943441
2010-01-28,0.940431
2010-01-27,0.940001
2010-01-26,0.940078
2010-01-25,0.942692
2010-01-22,0.950928
2010-01-21,0.951159
2010-01-20,0.949528
2010-01-19,0.947505
2010-01-18,0.946459
2010-01-15,0.943983
2010-01-14,0.940673
2010-01-13,0.943839
2010-01-12,0.946832
2010-01-11,0.947568
2010-01-08,0.946883
2010-01-07,0.943232
2010-01-06,0.938422
2010-01-05,0.932658
2010-01-04,0.928945
2010-01-01,0.927466
2009-12-31,0.925342
2009-12-30,0.920947
2009-12-29,0.917155
2009-12-28,0.916099
2009-12-25,0.916099
2009-12-24,0.918278
2009-12-23,0.921422
2009-12-22,0.924979
2009-12-21,0.929448
2009-12-18,0.933515
2009-12-17,0.939109
2009-12-16,0.942732
2009-12-15,0.942601
2009-12-14,0.94262
2009-12-11,0.935535
2009-12-10,0.930219
2009-12-09,0.930061
2009-12-08,0.929691
2009-12-07,0.929078
2009-12-04,0.926988
2009-12-03,0.924416
2009-12-02,0.920134
2009-12-01,0.915467
2009-11-30,0.915025
2009-11-27,0.924169
2009-11-26,0.930098
2009-11-25,0.930473
2009-11-24,0.931804
2009-11-23,0.932877
2009-11-20,0.937671
2009-11-19,0.942394
2009-11-18,0.942859
2009-11-17,0.94389
2009-11-16,0.943246
2009-11-13,0.938817
2009-11-12,0.936725
2009-11-11,0.936525
2009-11-10,0.93585
2009-11-09,0.930868
2009-11-06,0.924826
2009-11-05,0.925696
2009-11-04,0.923667
2009-11-03,0.923263
2009-11-02,0.924403
2009-10-30,0.926889
2009-10-29,0.930437
2009-10-28,0.933496
2009-10-27,0.930808
2009-10-26,0.93072
2009-10-23,0.932286
2009-10-22,0.935295
2009-10-21,0.936355
2009-10-20,0.934524
2009-10-19,0.932871
2009-10-16,0.931423
2009-10-15,0.929538
2009-10-14,0.930327
2009-10-13,0.93178
2009-10-12,0.930406
2009-10-09,0.92363
2009-10-08,0.91416
2009-10-07,0.907113
2009-10-06,0.899715
2009-10-05,0.901817
2009-10-02,0.912637
2009-10-01,0.907781
2009-09-30,0.899919
2009-09-29,0.893283
2009-09-28,0.89256
2009-09-25,0.894097
2009-09-24,0.894815
2009-09-23,0.893492
2009-09-22,0.892522
2009-09-21,0.895863
2009-09-18,0.899455
2009-09-17,0.896024
2009-09-16,0.891776
2009-09-15,0.893476
2009-09-14,0.89603
2009-09-11,0.896854
2009-09-10,0.901874
2009-09-09,0.903903
2009-09-08,0.903903
2009-09-07,0.896852
2009-09-04,0.886947
2009-09-03,0.886262
2009-09-02,0.889234
2009-09-01,0.891084
2009-08-31,0.889677
2009-08-28,0.886706
2009-08-27,0.88695
2009-08-26,0.888813
2009-08-25,0.887496
2009-08-24,0.884179
2009-08-21,0.885117
2009-08-20,0.886039
2009-08-19,0.887018
2009-08-18,0.888741
2009-08-17,0.895487
2009-08-14,0.897792
2009-08-13,0.897193
2009-08-12,0.90487
2009-08-11,0.906505
2009-08-10,0.901162
2009-08-07,0.894281
2009-08-06,0.893986
2009-08-05,0.893986
2009-08-04,0.893938
2009-08-03,0.893465
2009-07-31,0.891274
2009-07-30,0.886351
2009-07-29,0.883298
2009-07-28,0.877617
2009-07-27,0.875035
2009-07-24,0.872435
2009-07-23,0.870199
2009-07-22,0.868717
2009-07-21,0.866328
2009-07-20,0.863175
2009-07-17,0.862362
2009-07-16,0.859964
2009-07-15,0.850551
2009-07-14,0.845953
2009-07-13,0.846908
2009-07-10,0.850743
2009-07-09,0.858592
2009-07-08,0.86431
2009-07-07,0.864258
2009-07-06,0.866039
2009-07-03,0.868521
2009-07-02,0.874459
2009-07-01,0.875615
2009-06-30,0.873954
2009-06-29,0.875149
2009-06-26,0.869186
2009-06-25,0.855009
2009-06-24,0.854994
2009-06-23,0.867435
2009-06-22,0.868465
2009-06-19,0.861505
2009-06-18,0.863189
2009-06-17,0.868492
2009-06-16,0.873614
2009-06-15,0.876064
2009-06-12,0.872349
2009-06-11,0.866615
2009-06-10,0.863148
2009-06-09,0.861995
2009-06-08,0.859805
2009-06-05,0.862297
2009-06-04,0.870416
2009-06-03,0.865748
2009-06-02,0.859502
2009-06-01,0.85327
2009-05-29,0.85146
2009-05-28,0.850261
2009-05-27,0.846591
2009-05-26,0.847822
2009-05-25,0.849997
2009-05-22,0.853064
2009-05-21,0.85695
2009-05-20,0.85369
2009-05-19,0.843988
2009-05-18,0.838367
2009-05-15,0.838039
2009-05-14,0.842858
2009-05-13,0.84457
2009-05-12,0.847622
2009-05-11,0.852358
2009-05-08,0.850387
2009-05-07,0.840075
2009-05-06,0.836599
2009-05-05,0.832482
2009-05-04,0.829377
2009-05-01,0.823871
2009-04-30,0.814942
2009-04-29,0.815586
2009-04-28,0.821095
2009-04-27,0.823584
2009-04-24,0.823751
2009-04-23,0.823208
2009-04-22,0.825024
2009-04-21,0.835703
2009-04-20,0.837273
2009-04-17,0.826661
2009-04-16,0.824741
2009-04-15,0.830167
2009-04-14,0.832247
2009-04-13,0.826853
2009-04-10,0.81684
2009-04-09,0.812136
2009-04-08,0.810208
2009-04-07,0.808537
2009-04-06,0.808051
2009-04-03,0.800793
2009-04-02,0.790074
2009-04-01,0.787562
2009-03-31,0.788531
2009-03-30,0.791665
2009-03-27,0.786924
2009-03-26,0.78841
2009-03-25,0.788724
2009-03-24,0.780334
2009-03-23,0.774224
2009-03-20,0.775229
2009-03-19,0.778884
2009-03-18,0.781458
2009-03-17,0.78113
2009-03-16,0.770156
2009-03-13,0.753171
2009-03-12,0.746156
2009-03-11,0.739524
2009-03-10,0.740562
2009-03-09,0.746269
2009-03-06,0.753825
2009-03-05,0.752351
2009-03-04,0.747727
2009-03-03,0.745342
2009-03-02,0.75197
2009-02-27,0.757684
2009-02-26,0.754102
2009-02-25,0.750091
2009-02-24,0.74742
2009-02-23,0.750127
2009-02-20,0.753628
2009-02-19,0.749632
2009-02-18,0.75389
2009-02-17,0.759618
2009-02-16,0.760438
2009-02-13,0.757737
2009-02-12,0.765505
2009-02-11,0.779356
2009-02-10,0.782476
2009-02-09,0.771815
2009-02-06,0.749452
2009-02-05,0.742447
2009-02-04,0.737681
2009-02-03,0.73609
2009-02-02,0.745672
2009-01-30,0.760129
2009-01-29,0.75868
2009-01-28,0.755642
2009-01-27,0.756539
2009-01-26,0.756131
2009-01-23,0.754315
2009-01-22,0.749492
2009-01-21,0.755435
2009-01-20,0.756637
2009-01-19,0.748093
2009-01-16,0.742473
2009-01-15,0.749383
2009-01-14,0.758801
2009-01-13,0.77531
2009-01-12,0.780738
2009-01-09,0.784816
2009-01-08,0.797518
2009-01-07,0.79076
2009-01-06,0.774337
2009-01-05,0.762604
2009-01-02,0.745699
2009-01-01,0.732987
2008-12-31,0.728531
2008-12-30,0.729313
2008-12-29,0.733733
2008-12-26,0.736239
2008-12-25,0.739278
2008-12-24,0.746942
2008-12-23,0.750942
2008-12-22,0.751398
2008-12-19,0.758925
2008-12-18,0.772144
2008-12-17,0.77597
2008-12-16,0.778596
2008-12-15,0.781938
2008-12-12,0.791248
2008-12-11,0.793795
2008-12-10,0.796551
2008-12-09,0.79481
2008-12-08,0.787186
2008-12-05,0.780253
2008-12-04,0.776161
2008-12-03,0.77623
2008-12-02,0.787014
2008-12-01,0.790981
2008-11-28,0.780425
2008-11-27,0.772518
2008-11-26,0.771522
2008-11-25,0.771707
2008-11-24,0.770798
2008-11-21,0.771551
2008-11-20,0.779541
2008-11-19,0.776535
2008-11-18,0.775629
2008-11-17,0.770659
2008-11-14,0.767967
2008-11-13,0.780852
2008-11-12,0.793628
2008-11-11,0.801836
2008-11-10,0.793666
2008-11-07,0.797557
2008-11-06,0.803669
2008-11-05,0.79143
2008-11-04,0.780041
2008-11-03,0.771173
2008-10-31,0.75934
2008-10-30,0.733768
2008-10-29,0.713542
2008-10-28,0.717326
2008-10-27,0.744024
2008-10-24,0.776881
2008-10-23,0.787126
2008-10-22,0.796028
2008-10-21,0.790931
2008-10-20,0.774623
2008-10-17,0.769783
2008-10-16,0.79253
2008-10-15,0.786043
2008-10-14,0.752016
2008-10-13,0.752155
2008-10-10,0.779663
2008-10-09,0.796404
2008-10-08,0.832203
2008-10-07,0.857519
2008-10-06,0.879065
2008-10-03,0.888502
2008-10-02,0.887173
2008-10-01,0.888643
2008-09-30,0.902623
2008-09-29,0.907717
2008-09-26,0.909287
2008-09-25,0.908264
2008-09-24,0.910648
2008-09-23,0.918592
2008-09-22,0.906115
2008-09-19,0.882261
2008-09-18,0.888221
2008-09-17,0.89372
2008-09-16,0.918089
2008-09-15,0.921574
2008-09-12,0.908019
2008-09-11,0.912027
2008-09-10,0.919574
2008-09-09,0.92088
2008-09-08,0.916778
2008-09-05,0.922626
2008-09-04,0.926333
2008-09-03,0.933782
2008-09-02,0.941358
2008-09-01,0.945131
2008-08-29,0.944336
2008-08-28,0.942436
2008-08-27,0.945968
2008-08-26,0.950964
2008-08-25,0.953078
2008-08-22,0.955092
2008-08-21,0.953565
2008-08-20,0.952993
2008-08-19,0.952576
2008-08-18,0.949478
2008-08-15,0.947692
2008-08-14,0.948372
2008-08-13,0.956745
2008-08-12,0.960643
2008-08-11,0.962156
2008-08-08,0.963531
2008-08-07,0.966388
2008-08-06,0.971709
2008-08-05,0.975754
2008-08-04,0.980193
2008-08-01,0.989685
2008-07-31,0.991487
2008-07-30,0.990713
2008-07-29,0.990336
2008-07-28,0.992702
2008-07-25,0.997229
2008-07-24,0.997835
2008-07-23,0.995247
2008-07-22,0.994632
2008-07-21,0.992462
2008-07-18,0.990765
2008-07-17,0.988039
2008-07-16,0.988064
2008-07-15,0.985697
2008-07-14,0.9843
2008-07-11,0.986245
2008-07-10,0.982505
2008-07-09,0.982717
2008-07-08,0.986891
2008-07-07,0.984557
2008-07-04,0.97804
2008-07-03,0.976176
2008-07-02,0.976514
2008-07-01,0.979182
2008-06-30,0.98295
2008-06-27,0.991543
2008-06-26,0.994969
2008-06-25,0.993404
2008-06-24,0.990301
2008-06-23,0.986781
2008-06-20,0.984375
2008-06-19,0.982387
2008-06-18,0.981877
2008-06-17,0.982273
2008-06-16,0.979982
2008-06-13,0.978812
2008-06-12,0.982769
2008-06-11,0.980482
2008-06-10,0.979734
2008-06-09,0.986514
2008-06-06,0.996902
2008-06-05,0.994385
2008-06-04,0.992109
2008-06-03,0.994528
2008-06-02,0.998103
2008-05-30,0.997972
2008-05-29,0.990558
2008-05-28,0.985385
2008-05-27,0.98338
2008-05-26,0.984074
2008-05-23,0.989344
2008-05-22,0.996281
2008-05-21,1.00084
2008-05-20,1.00067
2008-05-19,0.995456
2008-05-16,0.9867
2008-05-15,0.988353
2008-05-14,0.987333
2008-05-13,0.983925
2008-05-12,0.986279
2008-05-09,0.995027
2008-05-08,0.996844
2008-05-07,0.993474
2008-05-06,0.990236
2008-05-05,0.984208
2008-05-02,0.975096
2008-05-01,0.970545
2008-04-30,0.968646
2008-04-29,0.967804
2008-04-28,0.966234
2008-04-25,0.963547
2008-04-24,0.954398
2008-04-23,0.951189
2008-04-22,0.951954
2008-04-21,0.946757
2008-04-18,0.93702
2008-04-17,0.931202
2008-04-16,0.926198
2008-04-15,0.926725
2008-04-14,0.929981
2008-04-11,0.93423
2008-04-10,0.938842
2008-04-09,0.938187
2008-04-08,0.935488
2008-04-07,0.927325
2008-04-04,0.923964
2008-04-03,0.917228
2008-04-02,0.910683
2008-04-01,0.910778
2008-03-31,0.913055
2008-03-28,0.915946
2008-03-27,0.921696
2008-03-26,0.922284
2008-03-25,0.915118
2008-03-24,0.911383
2008-03-21,0.918199
2008-03-20,0.920529
2008-03-19,0.911564
2008-03-18,0.920198
2008-03-17,0.940652
2008-03-14,0.951926
2008-03-13,0.951116
2008-03-12,0.942971
2008-03-11,0.946813
2008-03-10,0.955538
2008-03-07,0.964114
2008-03-06,0.965091
2008-03-05,0.968977
2008-03-04,0.968977
2008-03-03,0.980184
2008-02-29,1.00104
2008-02-28,1.00533
2008-02-27,1.00769
2008-02-26,1.00423
2008-02-25,1.00472
2008-02-22,1.00742
2008-02-21,1.00686
2008-02-20,1.00581
2008-02-19,0.997963
2008-02-18,0.994716
2008-02-15,0.995417
2008-02-14,0.994673
2008-02-13,0.995022
2008-02-12,0.990799
2008-02-11,0.985438
2008-02-08,0.982704
2008-02-07,0.986404
2008-02-06,0.988914
2008-02-05,0.986338
2008-02-04,0.977362
2008-02-01,0.96747
2008-01-31,0.970274
2008-01-30,0.967115
2008-01-29,0.96317
2008-01-28,0.959713
2008-01-25,0.951529
2008-01-24,0.950119
2008-01-23,0.956026
2008-01-22,0.963074
2008-01-21,0.967488
2008-01-18,0.967246
2008-01-17,0.968283
2008-01-16,0.980272
2008-01-15,0.98158
2008-01-14,0.98242
2008-01-11,0.983466
2008-01-10,0.980969
2008-01-09,0.976474
2008-01-08,0.968886
2008-01-07,0.974089
2008-01-04,0.987456
2008-01-03,0.991787
2008-01-02,0.991397
2008-01-01,0.988795
2007-12-31,0.99389
2007-12-28,1.00551
2007-12-27,1.00755
2007-12-26,1.00698
2007-12-25,1.0039
2007-12-24,0.998654
2007-12-21,0.992856
2007-12-20,0.991374
2007-12-19,0.990472
2007-12-18,0.992326
2007-12-17,0.995248
2007-12-14,0.998723
2007-12-13,0.998193
2007-12-12,0.997618
2007-12-11,0.990138
2007-12-10,0.9873
2007-12-07,0.981288
2007-12-06,0.978691
2007-12-05,0.988338
2007-12-04,0.997366
2007-12-03,0.995008
2007-11-30,0.981601
2007-11-29,0.970407
2007-11-28,0.965972
2007-11-27,0.970461
2007-11-26,0.965501
2007-11-23,0.965998
2007-11-22,0.977669
2007-11-21,0.989561
2007-11-20,0.996959
2007-11-19,1.00055
2007-11-16,1.00815
2007-11-15,1.00791
2007-11-14,1.0028
2007-11-13,1.01221
2007-11-12,1.03235
2007-11-09,1.05341
2007-11-08,1.06224
2007-11-07,1.06121
2007-11-06,1.06208
2007-11-05,1.0685
2007-11-02,1.07326
2007-11-01,1.06991
2007-10-31,1.07125
2007-10-30,1.07138
2007-10-29,1.06481
2007-10-26,1.05659
2007-10-25,1.05228
2007-10-24,1.04286
2007-10-23,1.03555
2007-10-22,1.04208
2007-10-19,1.049
2007-10-18,1.05226
2007-10-17,1.06045
2007-10-16,1.06999
2007-10-15,1.06906
2007-10-12,1.06405
2007-10-11,1.06225
2007-10-10,1.06134
2007-10-09,1.06011
2007-10-08,1.05234
2007-10-05,1.04245
2007-10-04,1.0418
2007-10-03,1.03962
2007-10-02,1.03664
2007-10-01,1.03158
2007-09-28,1.02571
2007-09-27,1.0183
2007-09-26,1.01525
2007-09-25,1.01646
2007-09-24,1.01514
2007-09-21,1.01151
2007-09-20,1.00184
2007-09-19,0.993241
2007-09-18,0.999209
2007-09-17,0.999546
2007-09-14,0.994571
2007-09-13,0.988621
2007-09-12,0.980271
2007-09-11,0.978701
2007-09-10,0.986373
2007-09-07,0.993712
2007-09-06,0.99647
2007-09-05,0.995018
2007-09-04,0.990503
2007-09-03,0.986841
2007-08-31,0.980831
2007-08-30,0.981741
2007-08-29,0.99265
2007-08-28,0.996234
2007-08-27,0.989811
2007-08-24,0.978168
2007-08-23,0.967911
2007-08-22,0.965777
2007-08-21,0.96421
2007-08-20,0.968234
2007-08-17,0.986763
2007-08-16,1.00789
2007-08-15,1.01308
2007-08-14,1.01344
2007-08-13,1.01816
2007-08-10,1.02674
2007-08-09,1.0244
2007-08-08,1.01851
2007-08-07,1.01597
2007-08-06,1.02217
2007-08-03,1.02698
2007-08-02,1.02613
2007-08-01,1.03067
2007-07-31,1.02717
2007-07-30,1.04474
2007-07-27,1.06814
2007-07-26,1.06709
2007-07-25,1.06356
2007-07-24,1.05944
2007-07-23,1.05639
2007-07-20,1.05375
2007-07-19,1.0507
2007-07-18,1.04912
2007-07-17,1.04819
2007-07-16,1.04458
2007-07-13,1.03772
2007-07-12,1.03885
2007-07-11,1.04454
2007-07-10,1.04582
2007-07-09,1.04426
2007-07-06,1.04245
2007-07-05,1.041
2007-07-04,1.0395
2007-07-03,1.03894
2007-07-02,1.03699
2007-06-29,1.03515
2007-06-28,1.03648
2007-06-27,1.04166
2007-06-26,1.04207
2007-06-25,1.0441
2007-06-22,1.04836
2007-06-21,1.04795
2007-06-20,1.04667
2007-06-19,1.04439
2007-06-18,1.04439
2007-06-15,1.04352
2007-06-14,1.04516
2007-06-13,1.04446
2007-06-12,1.04316
2007-06-11,1.03885
2007-06-08,1.02813
2007-06-07,1.02281
2007-06-06,1.02137
2007-06-05,1.02293
2007-06-04,1.01987
2007-06-01,1.00852
2007-05-31,1.00413
2007-05-30,1.00468
2007-05-29,1.00541
2007-05-28,1.00666
2007-05-25,1.00981
2007-05-24,1.01028
2007-05-23,1.01036
2007-05-22,1.01015
2007-05-21,1.0096
2007-05-18,1.00958
2007-05-17,1.01163
2007-05-16,1.01437
2007-05-15,1.01455
2007-05-14,1.01314
2007-05-11,1.01097
2007-05-10,1.00764
2007-05-09,1.00236
2007-05-08,0.996597
2007-05-07,0.997159
2007-05-04,1.00129
2007-05-03,1.00302
2007-05-02,1.00189
2007-05-01,1.00018
2007-04-30,1.00121
2007-04-27,1.00118
2007-04-26,0.999609
2007-04-25,1.00293
2007-04-24,1.00984
2007-04-23,1.0092
2007-04-20,1.00568
2007-04-19,1.00917
2007-04-18,1.01065
2007-04-17,1.01143
2007-04-16,1.01033
2007-04-13,1.00658
2007-04-12,1.00507
2007-04-11,1.00234
2007-04-10,0.998397
2007-04-09,0.997491
2007-04-06,0.995747
2007-04-05,0.992728
2007-04-04,0.990351
2007-04-03,0.986457
2007-04-02,0.982575
2007-03-30,0.98051
2007-03-29,0.979636
2007-03-28,0.982865
2007-03-27,0.982199
2007-03-26,0.979764
2007-03-23,0.975743
2007-03-22,0.97253
2007-03-21,0.968066
2007-03-20,0.962576
2007-03-19,0.959802
2007-03-16,0.955981
2007-03-15,0.955544
2007-03-14,0.961553
2007-03-13,0.962822
2007-03-12,0.957623
2007-03-09,0.949222
2007-03-08,0.947963
2007-03-07,0.945114
2007-03-06,0.948156
2007-03-05,0.955369
2007-03-02,0.95996
2007-03-01,0.964988
2007-02-28,0.973509
2007-02-27,0.975536
2007-02-26,0.977109
2007-02-23,0.978117
2007-02-22,0.973742
2007-02-21,0.970839
2007-02-20,0.971255
2007-02-19,0.971374
2007-02-16,0.971205
2007-02-15,0.970561
2007-02-14,0.968031
2007-02-13,0.967939
2007-02-12,0.969497
2007-02-09,0.968758
2007-02-08,0.965371
2007-02-07,0.967084
2007-02-06,0.967329
2007-02-05,0.966165
2007-02-02,0.965096
2007-02-01,0.966887
2007-01-31,0.9682
2007-01-30,0.969736
2007-01-29,0.970606
2007-01-26,0.973383
2007-01-25,0.979738
2007-01-24,0.985091
2007-01-23,0.985973
2007-01-22,0.984979
2007-01-19,0.981683
2007-01-18,0.978438
2007-01-17,0.977673
2007-01-16,0.978007
2007-01-15,0.975872
2007-01-12,0.971796
2007-01-11,0.96856
2007-01-10,0.966245
2007-01-09,0.963292
2007-01-08,0.964524
2007-01-05,0.968377
2007-01-04,0.966801
2007-01-03,0.963115
2007-01-02,0.961738
2007-01-01,0.962279
2006-12-29,0.961143
2006-12-28,0.957817
2006-12-27,0.956809
2006-12-26,0.956105
2006-12-25,0.956034
2006-12-22,0.954659
2006-12-21,0.953271
2006-12-20,0.953741
2006-12-19,0.954492
2006-12-18,0.952615
2006-12-15,0.947977
2006-12-14,0.945634
2006-12-13,0.944411
2006-12-12,0.945612
2006-12-11,0.945241
2006-12-08,0.941243
2006-12-07,0.93952
2006-12-06,0.940489
2006-12-05,0.941286
2006-12-04,0.944232
2006-12-01,0.946846
2006-11-30,0.943085
2006-11-29,0.940559
2006-11-28,0.940846
2006-11-27,0.944704
2006-11-24,0.951577
2006-11-23,0.955847
2006-11-22,0.956584
2006-11-21,0.956219
2006-11-20,0.956148
2006-11-17,0.954564
2006-11-16,0.952347
2006-11-15,0.950149
2006-11-14,0.950481
2006-11-13,0.955005
2006-11-10,0.960129
2006-11-09,0.96459
2006-11-08,0.96715
2006-11-07,0.965997
2006-11-06,0.964449
2006-11-03,0.963396
2006-11-02,0.962886
2006-11-01,0.961186
2006-10-31,0.960241
2006-10-30,0.959978
2006-10-27,0.961011
2006-10-26,0.9614
2006-10-25,0.9594
2006-10-24,0.956924
2006-10-23,0.955783
2006-10-20,0.957169
2006-10-19,0.956744
2006-10-18,0.956744
2006-10-17,0.95666
2006-10-16,0.953924
2006-10-13,0.94826
2006-10-12,0.943925
2006-10-11,0.94024
2006-10-10,0.936973
2006-10-09,0.934807
2006-10-06,0.931378
2006-10-05,0.929386
2006-10-04,0.929386
2006-10-03,0.931555
2006-10-02,0.933112
2006-09-29,0.933613
2006-09-28,0.934076
2006-09-27,0.932277
2006-09-26,0.928347
2006-09-25,0.933444
2006-09-22,0.942645
2006-09-21,0.943066
2006-09-20,0.944528
2006-09-19,0.944736
2006-09-18,0.944035
2006-09-15,0.941303
2006-09-14,0.938895
2006-09-13,0.936598
2006-09-12,0.938612
2006-09-11,0.942215
2006-09-08,0.946617
2006-09-07,0.949138
2006-09-06,0.94825
2006-09-05,0.945209
2006-09-04,0.941223
2006-09-01,0.937518
2006-08-31,0.938361
2006-08-30,0.938387
2006-08-29,0.937809
2006-08-28,0.939928
2006-08-25,0.942067
2006-08-24,0.940495
2006-08-23,0.935773
2006-08-22,0.934866
2006-08-21,0.938108
2006-08-18,0.942323
2006-08-17,0.944675
2006-08-16,0.9458
2006-08-15,0.949838
2006-08-14,0.948818
2006-08-11,0.939787
2006-08-10,0.93407
2006-08-09,0.934124
2006-08-08,0.935406
2006-08-07,0.937538
2006-08-04,0.939754
2006-08-03,0.940387
2006-08-02,0.941654
2006-08-01,0.944353
2006-07-31,0.945097
2006-07-28,0.944847
2006-07-27,0.944464
2006-07-26,0.938704
2006-07-25,0.933364
2006-07-24,0.931772
2006-07-21,0.934961
2006-07-20,0.935044
2006-07-19,0.933873
2006-07-18,0.930723
2006-07-17,0.929479
2006-07-14,0.927863
2006-07-13,0.924537
2006-07-12,0.920921
2006-07-11,0.919525
2006-07-10,0.917548
2006-07-07,0.91404
2006-07-06,0.912564
2006-07-05,0.911128
2006-07-04,0.90968
2006-07-03,0.909216
2006-06-30,0.90968
2006-06-29,0.910069
2006-06-28,0.912508
2006-06-27,0.912508
2006-06-26,0.913661
2006-06-23,0.912549
2006-06-22,0.913099
2006-06-21,0.914005
2006-06-20,0.911038
2006-06-19,0.908975
2006-06-16,0.91003
2006-06-15,0.91301
2006-06-14,0.917992
2006-06-13,0.921675
2006-06-12,0.917315
2006-06-09,0.908091
2006-06-08,0.902488
2006-06-07,0.903517
2006-06-06,0.906651
2006-06-05,0.910806
2006-06-02,0.916908
2006-06-01,0.923114
2006-05-31,0.92707
2006-05-30,0.928582
2006-05-29,0.924845
2006-05-26,0.916392
2006-05-25,0.911055
2006-05-24,0.911377
2006-05-23,0.916667
2006-05-22,0.922971
2006-05-19,0.924986
2006-05-18,0.92557
2006-05-17,0.923566
2006-05-16,0.923668
2006-05-15,0.932399
2006-05-12,0.943906
2006-05-11,0.94409
2006-05-10,0.94409
2006-05-09,0.945912
2006-05-08,0.948753
2006-05-05,0.950014
2006-05-04,0.945843
2006-05-03,0.941013
2006-05-02,0.941272
2006-05-01,0.946378
