Date,CURRFX.GBPCHF.1
2011-08-11,1.19109
2011-08-10,1.22355
2011-08-09,1.24866
2011-08-08,1.25867
2011-08-07,1.25366
2011-08-06,1.25442
2011-08-05,1.26095
2011-08-04,1.26032
2011-08-03,1.27588
2011-08-02,1.2911
2011-08-01,1.29872
2011-07-31,1.29559
2011-07-30,1.30593
2011-07-29,1.3111
2011-07-28,1.31349
2011-07-27,1.31489
2011-07-26,1.32397
2011-07-25,1.3324
2011-07-24,1.33485
2011-07-23,1.33246
2011-07-22,1.3282
2011-07-21,1.32361
2011-07-20,1.31593
2011-07-19,1.312
2011-07-18,1.31435
2011-07-17,1.31566
2011-07-16,1.31569
2011-07-15,1.31795
2011-07-14,1.32418
2011-07-13,1.32988
2011-07-12,1.33873
2011-07-11,1.34422
2011-07-10,1.34516
2011-07-09,1.34717
2011-07-08,1.3462
2011-07-07,1.35196
2011-07-06,1.36141
2011-07-05,1.36332
2011-07-04,1.35424
2011-07-03,1.35949
2011-07-02,1.35036
2011-07-01,1.33921
2011-06-30,1.33337
2011-06-29,1.33255
2011-06-28,1.33251
2011-06-27,1.33615
2011-06-26,1.33407
2011-06-25,1.34243
2011-06-24,1.35085
2011-06-23,1.36203
2011-06-22,1.36844
2011-06-21,1.37183
2011-06-20,1.37513
2011-06-19,1.37347
2011-06-18,1.37205
2011-06-17,1.37789
2011-06-16,1.38076
2011-06-15,1.37349
2011-06-14,1.36839
2011-06-13,1.37109
2011-06-12,1.36975
2011-06-11,1.3734
2011-06-10,1.37412
2011-06-09,1.37136
2011-06-08,1.37061
2011-06-07,1.37041
2011-06-06,1.37268
2011-06-05,1.37159
2011-06-04,1.37591
2011-06-03,1.38312
2011-06-02,1.39706
2011-06-01,1.40373
2011-05-31,1.40249
2011-05-30,1.40825
2011-05-29,1.40501
2011-05-28,1.41378
2011-05-27,1.42031
2011-05-26,1.42255
2011-05-25,1.42414
2011-05-24,1.42438
2011-05-23,1.42534
2011-05-22,1.4262
2011-05-21,1.42789
2011-05-20,1.42663
2011-05-19,1.42997
2011-05-18,1.43663
2011-05-17,1.44187
2011-05-16,1.44623
2011-05-15,1.44426
2011-05-14,1.44291
2011-05-13,1.44599
2011-05-12,1.44183
2011-05-11,1.4341
2011-05-10,1.43511
2011-05-09,1.43249
2011-05-08,1.43603
2011-05-07,1.4277
2011-05-06,1.42142
2011-05-05,1.42492
2011-05-04,1.43579
2011-05-03,1.4454
2011-05-02,1.44918
2011-05-01,1.44703
2011-04-30,1.4511
2011-04-29,1.45137
2011-04-28,1.44782
2011-04-27,1.45306
2011-04-26,1.46003
2011-04-25,1.46183
2011-04-24,1.46328
2011-04-23,1.46194
2011-04-22,1.46104
2011-04-21,1.46274
2011-04-20,1.45984
2011-04-19,1.45718
2011-04-18,1.45751
2011-04-17,1.45773
2011-04-16,1.45907
2011-04-15,1.45892
2011-04-14,1.46293
2011-04-13,1.47554
2011-04-12,1.48564
2011-04-11,1.48988
2011-04-10,1.48823
2011-04-09,1.49474
2011-04-08,1.49949
2011-04-07,1.50052
2011-04-06,1.4937
2011-04-05,1.48937
2011-04-04,1.48352
2011-04-03,1.48585
2011-04-02,1.47904
2011-04-01,1.47562
2011-03-31,1.47441
2011-03-30,1.46983
2011-03-29,1.47303
2011-03-28,1.47418
2011-03-27,1.47299
2011-03-26,1.46942
2011-03-25,1.47259
2011-03-24,1.47541
2011-03-23,1.4746
2011-03-22,1.467
2011-03-21,1.45704
2011-03-20,1.46105
2011-03-19,1.45581
2011-03-18,1.45664
2011-03-17,1.47493
2011-03-16,1.4867
2011-03-15,1.49391
2011-03-14,1.49804
2011-03-13,1.49485
2011-03-12,1.49824
2011-03-11,1.506
2011-03-10,1.50798
2011-03-09,1.5055
2011-03-08,1.50453
2011-03-07,1.50662
2011-03-06,1.50793
2011-03-05,1.51195
2011-03-04,1.5094
2011-03-03,1.51011
2011-03-02,1.50886
2011-03-01,1.49907
2011-02-28,1.49855
2011-02-27,1.49529
2011-02-26,1.49693
2011-02-25,1.5076
2011-02-24,1.52035
2011-02-23,1.52973
2011-02-22,1.53575
2011-02-21,1.53765
2011-02-20,1.53668
2011-02-19,1.53981
2011-02-18,1.5464
2011-02-17,1.55608
2011-02-16,1.55848
2011-02-15,1.55802
2011-02-14,1.55455
2011-02-13,1.55404
2011-02-12,1.55404
2011-02-11,1.54798
2011-02-10,1.54453
2011-02-09,1.54064
2011-02-08,1.54057
2011-02-07,1.53405
2011-02-06,1.53584
2011-02-05,1.5291
2011-02-04,1.52176
2011-02-03,1.51434
2011-02-02,1.5078
2011-02-01,1.49645
2011-01-31,1.4969
2011-01-30,1.49627
2011-01-29,1.5016
2011-01-28,1.4998
2011-01-27,1.49812
2011-01-26,1.51317
2011-01-25,1.52978
2011-01-24,1.5315
2011-01-23,1.53423
2011-01-22,1.53311
2011-01-21,1.53097
2011-01-20,1.53374
2011-01-19,1.53374
2011-01-18,1.5308
2011-01-17,1.52849
2011-01-16,1.52836
2011-01-15,1.52836
2011-01-14,1.52558
2011-01-13,1.51796
2011-01-12,1.50787
2011-01-11,1.50298
2011-01-10,1.50158
2011-01-09,1.50035
2011-01-08,1.49534
2011-01-07,1.49311
2011-01-06,1.47635
2011-01-05,1.45847
2011-01-04,1.45424
2011-01-03,1.45825
2011-01-02,1.45698
2011-01-01,1.45206
2010-12-31,1.45874
2010-12-30,1.46721
2010-12-29,1.47518
2010-12-28,1.4832
2010-12-27,1.47966
2010-12-26,1.48352
2010-12-25,1.47848
2010-12-24,1.47273
2010-12-23,1.48073
2010-12-22,1.49469
2010-12-21,1.50284
2010-12-20,1.50622
2010-12-19,1.50354
2010-12-18,1.50407
2010-12-17,1.50897
2010-12-16,1.51699
2010-12-15,1.53418
2010-12-14,1.547
2010-12-13,1.55199
2010-12-12,1.55052
2010-12-11,1.55272
2010-12-10,1.55576
2010-12-09,1.55308
2010-12-08,1.54382
2010-12-07,1.53851
2010-12-06,1.5443
2010-12-05,1.53942
2010-12-04,1.55156
2010-12-03,1.56166
2010-12-02,1.5606
2010-12-01,1.55702
2010-11-30,1.56209
2010-11-29,1.5676
2010-11-28,1.56674
2010-11-27,1.57228
2010-11-26,1.57314
2010-11-25,1.5733
2010-11-24,1.57877
2010-11-23,1.58515
2010-11-22,1.58417
2010-11-21,1.58901
2010-11-20,1.58934
2010-11-19,1.58115
2010-11-18,1.58015
2010-11-17,1.57962
2010-11-16,1.58034
2010-11-15,1.57545
2010-11-14,1.57736
2010-11-13,1.57003
2010-11-12,1.56336
2010-11-11,1.55562
2010-11-10,1.55563
2010-11-09,1.55768
2010-11-08,1.56087
2010-11-07,1.55746
2010-11-06,1.55988
2010-11-05,1.56837
2010-11-04,1.57593
2010-11-03,1.58242
2010-11-02,1.58127
2010-11-01,1.5714
2010-10-31,1.57451
2010-10-30,1.5693
2010-10-29,1.56336
2010-10-28,1.55685
2010-10-27,1.54006
2010-10-26,1.52909
2010-10-25,1.52713
2010-10-24,1.53084
2010-10-23,1.52584
2010-10-22,1.52064
2010-10-21,1.52203
2010-10-20,1.52458
2010-10-19,1.52841
2010-10-18,1.52931
2010-10-17,1.53291
2010-10-16,1.52869
2010-10-15,1.52153
2010-10-14,1.52035
2010-10-13,1.52719
2010-10-12,1.53437
2010-10-11,1.53457
2010-10-10,1.53569
2010-10-09,1.53336
2010-10-08,1.53216
2010-10-07,1.53404
2010-10-06,1.53853
2010-10-05,1.54087
2010-10-04,1.54208
2010-10-03,1.5422
2010-10-02,1.54555
2010-10-01,1.54443
2010-09-30,1.54624
2010-09-29,1.55415
2010-09-28,1.55747
2010-09-27,1.55182
2010-09-26,1.55253
2010-09-25,1.54771
2010-09-24,1.54798
2010-09-23,1.55423
2010-09-22,1.56394
2010-09-21,1.57291
2010-09-20,1.57683
2010-09-19,1.58138
2010-09-18,1.58169
2010-09-17,1.56861
2010-09-16,1.5546
2010-09-15,1.55202
2010-09-14,1.56317
2010-09-13,1.56531
2010-09-12,1.56822
2010-09-11,1.56855
2010-09-10,1.56244
2010-09-09,1.55795
2010-09-08,1.55633
2010-09-07,1.56588
2010-09-06,1.56683
2010-09-05,1.56977
2010-09-04,1.56508
2010-09-03,1.56173
2010-09-02,1.56585
2010-09-01,1.57715
2010-08-31,1.59463
2010-08-30,1.59616
2010-08-29,1.59427
2010-08-28,1.59269
2010-08-27,1.59339
2010-08-26,1.59307
2010-08-25,1.60432
2010-08-24,1.60972
2010-08-23,1.61035
2010-08-22,1.60645
2010-08-21,1.61078
2010-08-20,1.62044
2010-08-19,1.62613
2010-08-18,1.62755
2010-08-17,1.63155
2010-08-16,1.64113
2010-08-15,1.63976
2010-08-14,1.64289
2010-08-13,1.6503
2010-08-12,1.66073
2010-08-11,1.66387
2010-08-10,1.66059
2010-08-09,1.65924
2010-08-08,1.6578
2010-08-07,1.6615
2010-08-06,1.66406
2010-08-05,1.65983
2010-08-04,1.6517
2010-08-03,1.64314
2010-08-02,1.63331
2010-08-01,1.6309
2010-07-31,1.63016
2010-07-30,1.6402
2010-07-29,1.64737
2010-07-28,1.63609
2010-07-27,1.6267
2010-07-26,1.61383
2010-07-25,1.6215
2010-07-24,1.60402
2010-07-23,1.59536
2010-07-22,1.60222
2010-07-21,1.60341
2010-07-20,1.60566
2010-07-19,1.60675
2010-07-18,1.60707
2010-07-17,1.60651
2010-07-16,1.60778
2010-07-15,1.60587
2010-07-14,1.59674
2010-07-13,1.59412
2010-07-12,1.59387
2010-07-11,1.5944
2010-07-10,1.59535
2010-07-09,1.59733
2010-07-08,1.60455
2010-07-07,1.61002
2010-07-06,1.61292
2010-07-05,1.6114
2010-07-04,1.61532
2010-07-03,1.61161
2010-07-02,1.61109
2010-07-01,1.62556
2010-06-30,1.63677
2010-06-29,1.64245
2010-06-28,1.64877
2010-06-27,1.6457
2010-06-26,1.64635
2010-06-25,1.65095
2010-06-24,1.64543
2010-06-23,1.64024
2010-06-22,1.64349
2010-06-21,1.64562
2010-06-20,1.64404
2010-06-19,1.6476
2010-06-18,1.65903
2010-06-17,1.67544
2010-06-16,1.67976
2010-06-15,1.67604
2010-06-14,1.67327
2010-06-13,1.67431
2010-06-12,1.67539
2010-06-11,1.67126
2010-06-10,1.66775
2010-06-09,1.67437
2010-06-08,1.68184
2010-06-07,1.68419
2010-06-06,1.68217
2010-06-05,1.6876
2010-06-04,1.69301
2010-06-03,1.69393
2010-06-02,1.68515
2010-06-01,1.67618
2010-05-31,1.67509
2010-05-30,1.6756
2010-05-29,1.67631
2010-05-28,1.67238
2010-05-27,1.66701
2010-05-26,1.66786
2010-05-25,1.66705
2010-05-24,1.65831
2010-05-23,1.66071
2010-05-22,1.65554
2010-05-21,1.65102
2010-05-20,1.64546
2010-05-19,1.63807
2010-05-18,1.64223
2010-05-17,1.64552
2010-05-16,1.64449
2010-05-15,1.63933
2010-05-14,1.64596
2010-05-13,1.65176
2010-05-12,1.64794
2010-05-11,1.6435
2010-05-10,1.65
2010-05-09,1.63787
2010-05-08,1.64822
2010-05-07,1.67277
2010-05-06,1.67273
2010-05-05,1.65806
2010-05-04,1.65059
2010-05-03,1.64896
2010-05-02,1.64873
2010-05-01,1.65243
2010-04-30,1.65243
2010-04-29,1.6531
2010-04-28,1.65793
2010-04-27,1.65765
2010-04-26,1.65147
2010-04-25,1.65142
2010-04-24,1.65419
2010-04-23,1.65097
2010-04-22,1.64287
2010-04-21,1.63252
2010-04-20,1.62806
2010-04-19,1.63219
2010-04-18,1.63216
2010-04-17,1.63462
2010-04-16,1.63135
2010-04-15,1.62587
2010-04-14,1.62826
2010-04-13,1.63441
2010-04-12,1.6375
2010-04-11,1.63966
2010-04-10,1.64001
2010-04-09,1.63512
2010-04-08,1.62954
2010-04-07,1.62391
2010-04-06,1.61869
2010-04-05,1.61123
2010-04-04,1.61362
2010-04-03,1.61002
2010-04-02,1.60445
2010-04-01,1.60305
2010-03-31,1.59915
2010-03-30,1.58998
2010-03-29,1.5893
2010-03-28,1.58701
2010-03-27,1.59059
2010-03-26,1.59484
2010-03-25,1.59416
2010-03-24,1.59276
2010-03-23,1.59343
2010-03-22,1.60193
2010-03-21,1.59597
2010-03-20,1.60609
2010-03-19,1.61485
2010-03-18,1.60843
2010-03-17,1.60089
2010-03-16,1.60278
2010-03-15,1.60792
2010-03-14,1.6081
2010-03-13,1.60736
2010-03-12,1.60629
2010-03-11,1.60748
2010-03-10,1.61561
2010-03-09,1.62229
2010-03-08,1.62228
2010-03-07,1.6245
2010-03-06,1.61985
2010-03-05,1.61493
2010-03-04,1.61296
2010-03-03,1.61582
2010-03-02,1.62546
2010-03-01,1.64342
2010-02-28,1.63713
2010-02-27,1.64611
2010-02-26,1.66076
2010-02-25,1.66786
2010-02-24,1.66754
2010-02-23,1.66522
2010-02-22,1.67236
2010-02-21,1.66671
2010-02-20,1.67618
2010-02-19,1.68591
2010-02-18,1.68603
2010-02-17,1.68588
2010-02-16,1.68854
2010-02-15,1.68176
2010-02-14,1.68726
2010-02-13,1.67857
2010-02-12,1.66939
2010-02-11,1.67003
2010-02-10,1.6723
2010-02-09,1.67652
2010-02-08,1.68069
2010-02-07,1.68107
2010-02-06,1.68306
2010-02-05,1.6841
2010-02-04,1.68609
2010-02-03,1.68658
2010-02-02,1.6909
2010-02-01,1.69818
2010-01-31,1.69587
2010-01-30,1.69826
2010-01-29,1.6986
2010-01-28,1.69137
2010-01-27,1.68568
2010-01-26,1.67927
2010-01-25,1.68434
2010-01-24,1.68003
2010-01-23,1.68866
2010-01-22,1.6954
2010-01-21,1.69132
2010-01-20,1.68075
2010-01-19,1.67188
2010-01-18,1.66532
2010-01-17,1.66843
2010-01-16,1.66574
2010-01-15,1.65727
2010-01-14,1.64809
2010-01-13,1.64047
2010-01-12,1.63997
2010-01-11,1.64272
2010-01-10,1.64419
2010-01-09,1.64838
2010-01-08,1.64799
2010-01-07,1.65246
2010-01-06,1.65928
2010-01-05,1.67018
2010-01-04,1.67129
2010-01-03,1.67404
2010-01-02,1.67142
2010-01-01,1.6618
2009-12-31,1.65314
2009-12-30,1.65354
2009-12-29,1.65298
2009-12-28,1.65334
2009-12-27,1.65544
2009-12-26,1.65469
2009-12-25,1.66161
2009-12-24,1.67183
2009-12-23,1.67854
2009-12-22,1.68173
2009-12-21,1.68835
2009-12-20,1.68523
2009-12-19,1.68939
2009-12-18,1.69465
2009-12-17,1.69147
2009-12-16,1.68376
2009-12-15,1.67998
2009-12-14,1.67813
2009-12-13,1.67941
2009-12-12,1.67278
2009-12-11,1.66991
2009-12-10,1.66954
2009-12-09,1.67189
2009-12-08,1.67311
2009-12-07,1.66933
2009-12-06,1.67044
2009-12-05,1.66268
2009-12-04,1.66229
2009-12-03,1.65996
2009-12-02,1.65534
2009-12-01,1.65702
2009-11-30,1.65976
2009-11-29,1.65849
2009-11-28,1.65787
2009-11-27,1.66447
2009-11-26,1.67361
2009-11-25,1.67525
2009-11-24,1.67773
2009-11-23,1.68491
2009-11-22,1.68193
2009-11-21,1.68723
2009-11-20,1.69551
2009-11-19,1.70135
2009-11-18,1.69678
2009-11-17,1.6881
2009-11-16,1.68247
2009-11-15,1.68792
2009-11-14,1.6837
2009-11-13,1.67641
2009-11-12,1.68199
2009-11-11,1.68743
2009-11-10,1.69051
2009-11-09,1.68726
2009-11-08,1.68872
2009-11-07,1.68506
2009-11-06,1.68433
2009-11-05,1.68394
2009-11-04,1.6783
2009-11-03,1.68155
2009-11-02,1.68653
2009-11-01,1.68767
2009-10-31,1.68556
2009-10-30,1.68016
2009-10-29,1.67099
2009-10-28,1.6592
2009-10-27,1.64616
2009-10-26,1.65457
2009-10-25,1.65051
2009-10-24,1.66392
2009-10-23,1.66941
2009-10-22,1.66406
2009-10-21,1.65912
2009-10-20,1.66161
2009-10-19,1.65496
2009-10-18,1.6638
2009-10-17,1.65281
2009-10-16,1.63386
2009-10-15,1.62409
2009-10-14,1.62391
2009-10-13,1.63068
2009-10-12,1.63953
2009-10-11,1.6384
2009-10-10,1.64679
2009-10-09,1.64493
2009-10-08,1.63851
2009-10-07,1.64199
2009-10-06,1.64895
2009-10-05,1.6543
2009-10-04,1.65131
2009-10-03,1.65541
2009-10-02,1.65961
2009-10-01,1.65426
2009-09-30,1.64409
2009-09-29,1.63787
2009-09-28,1.64898
2009-09-27,1.64139
2009-09-26,1.6528
2009-09-25,1.67044
2009-09-24,1.67627
2009-09-23,1.67361
2009-09-22,1.67423
2009-09-21,1.68414
2009-09-20,1.6783
2009-09-19,1.69033
2009-09-18,1.70207
2009-09-17,1.70805
2009-09-16,1.71703
2009-09-15,1.72509
2009-09-14,1.7281
2009-09-13,1.73039
2009-09-12,1.72893
2009-09-11,1.72537
2009-09-10,1.72808
2009-09-09,1.73281
2009-09-08,1.73676
2009-09-07,1.7354
2009-09-06,1.73795
2009-09-05,1.73414
2009-09-04,1.72779
2009-09-03,1.72392
2009-09-02,1.72237
2009-09-01,1.72307
2009-08-31,1.72656
2009-08-30,1.72417
2009-08-29,1.72684
2009-08-28,1.73162
2009-08-27,1.73501
2009-08-26,1.7413
2009-08-25,1.74691
2009-08-24,1.75246
2009-08-23,1.74848
2009-08-22,1.75433
2009-08-21,1.76383
2009-08-20,1.76958
2009-08-19,1.76839
2009-08-18,1.76844
2009-08-17,1.77476
2009-08-16,1.77327
2009-08-15,1.77479
2009-08-14,1.77824
2009-08-13,1.7821
2009-08-12,1.79074
2009-08-11,1.80054
2009-08-10,1.80169
2009-08-09,1.79901
2009-08-08,1.79398
2009-08-07,1.79929
2009-08-06,1.79929
2009-08-05,1.79581
2009-08-04,1.79012
2009-08-03,1.78693
2009-08-02,1.78775
2009-08-01,1.79068
2009-07-31,1.78254
2009-07-30,1.7688
2009-07-29,1.76418
2009-07-28,1.76201
2009-07-27,1.76147
2009-07-26,1.76264
2009-07-25,1.76408
2009-07-24,1.75842
2009-07-23,1.75499
2009-07-22,1.76079
2009-07-21,1.76144
2009-07-20,1.76136
2009-07-19,1.75941
2009-07-18,1.76203
2009-07-17,1.76768
2009-07-16,1.76942
2009-07-15,1.76357
2009-07-14,1.75967
2009-07-13,1.75899
2009-07-12,1.76203
2009-07-11,1.75995
2009-07-10,1.7543
2009-07-09,1.75616
2009-07-08,1.76298
2009-07-07,1.76992
2009-07-06,1.77432
2009-07-05,1.77554
2009-07-04,1.77562
2009-07-03,1.77611
2009-07-02,1.78569
2009-07-01,1.79354
2009-06-30,1.79199
2009-06-29,1.79209
2009-06-28,1.79066
2009-06-27,1.79263
2009-06-26,1.78667
2009-06-25,1.76946
2009-06-24,1.77006
2009-06-23,1.78313
2009-06-22,1.77781
2009-06-21,1.78196
2009-06-20,1.77477
2009-06-19,1.77091
2009-06-18,1.77862
2009-06-17,1.78028
2009-06-16,1.77697
2009-06-15,1.77348
2009-06-14,1.77411
2009-06-13,1.77292
2009-06-12,1.76812
2009-06-11,1.76026
2009-06-10,1.74956
2009-06-09,1.7374
2009-06-08,1.73663
2009-06-07,1.73185
2009-06-06,1.73163
2009-06-05,1.74805
2009-06-04,1.76022
2009-06-03,1.7517
2009-06-02,1.73723
2009-06-01,1.73039
2009-05-31,1.72799
2009-05-30,1.73178
2009-05-29,1.73638
2009-05-28,1.73229
2009-05-27,1.72517
2009-05-26,1.72611
2009-05-25,1.73027
2009-05-24,1.72916
2009-05-23,1.72943
2009-05-22,1.7276
2009-05-21,1.71881
2009-05-20,1.71271
2009-05-19,1.70545
2009-05-18,1.69373
2009-05-17,1.69652
2009-05-16,1.68415
2009-05-15,1.6796
2009-05-14,1.68158
2009-05-13,1.68089
2009-05-12,1.68096
2009-05-11,1.69348
2009-05-10,1.68751
2009-05-09,1.69832
2009-05-08,1.70792
2009-05-07,1.70481
2009-05-06,1.69806
2009-05-05,1.69436
2009-05-04,1.6904
2009-05-03,1.69245
2009-05-02,1.68643
2009-05-01,1.68054
2009-04-30,1.68019
2009-04-29,1.6814
2009-04-28,1.67341
2009-04-27,1.67901
2009-04-26,1.67326
2009-04-25,1.68333
2009-04-24,1.69427
2009-04-23,1.7027
2009-04-22,1.70683
2009-04-21,1.71746
2009-04-20,1.72004
2009-04-19,1.72224
2009-04-18,1.7168
2009-04-17,1.70983
2009-04-16,1.69943
2009-04-15,1.69187
2009-04-14,1.69243
2009-04-13,1.69215
2009-04-12,1.69518
2009-04-11,1.69348
2009-04-10,1.68722
2009-04-09,1.68145
2009-04-08,1.67786
2009-04-07,1.67919
2009-04-06,1.67331
2009-04-05,1.67683
2009-04-04,1.67058
2009-04-03,1.65619
2009-04-02,1.63752
2009-04-01,1.63244
2009-03-31,1.63488
2009-03-30,1.63728
2009-03-29,1.63584
2009-03-28,1.63269
2009-03-27,1.64136
2009-03-26,1.651
2009-03-25,1.64532
2009-03-24,1.63299
2009-03-23,1.63035
2009-03-22,1.62917
2009-03-21,1.62797
2009-03-20,1.63566
2009-03-19,1.65246
2009-03-18,1.66608
2009-03-17,1.66553
2009-03-16,1.64182
2009-03-15,1.65925
2009-03-14,1.641
2009-03-13,1.60637
2009-03-12,1.59703
2009-03-11,1.60554
2009-03-10,1.62577
2009-03-09,1.64284
2009-03-08,1.63689
2009-03-07,1.64931
2009-03-06,1.65862
2009-03-05,1.65571
2009-03-04,1.65559
2009-03-03,1.66732
2009-03-02,1.67151
2009-03-01,1.67158
2009-02-28,1.66563
2009-02-27,1.66976
2009-02-26,1.68078
2009-02-25,1.68486
2009-02-24,1.67481
2009-02-23,1.67319
2009-02-22,1.6728
2009-02-21,1.68015
2009-02-20,1.67605
2009-02-19,1.6674
2009-02-18,1.66397
2009-02-17,1.66138
2009-02-16,1.66312
2009-02-15,1.66774
2009-02-14,1.66665
2009-02-13,1.6642
2009-02-12,1.68984
2009-02-11,1.72131
2009-02-10,1.72056
2009-02-09,1.70579
2009-02-08,1.71752
2009-02-07,1.706
2009-02-06,1.67769
2009-02-05,1.65775
2009-02-04,1.65547
2009-02-03,1.67183
2009-02-02,1.6679
2009-02-01,1.67518
2009-01-31,1.64888
2009-01-30,1.63433
2009-01-29,1.61731
2009-01-28,1.59795
2009-01-27,1.59087
2009-01-26,1.59662
2009-01-25,1.59305
2009-01-24,1.59612
2009-01-23,1.59686
2009-01-22,1.59639
2009-01-21,1.62575
2009-01-20,1.64912
2009-01-19,1.64379
2009-01-18,1.65134
2009-01-17,1.64805
2009-01-16,1.63177
2009-01-15,1.63222
2009-01-14,1.65334
2009-01-13,1.67932
2009-01-12,1.67868
2009-01-11,1.68199
2009-01-10,1.66877
2009-01-09,1.66168
2009-01-08,1.65167
2009-01-07,1.62032
2009-01-06,1.58134
2009-01-05,1.56783
2009-01-04,1.56672
2009-01-03,1.56103
2009-01-02,1.55408
2009-01-01,1.53458
2008-12-31,1.53463
2008-12-30,1.55247
2008-12-29,1.57325
2008-12-28,1.57182
2008-12-27,1.585
2008-12-26,1.59019
2008-12-25,1.60258
2008-12-24,1.62171
2008-12-23,1.63973
2008-12-22,1.64726
2008-12-21,1.6452
2008-12-20,1.64211
2008-12-19,1.67362
2008-12-18,1.73858
2008-12-17,1.76341
2008-12-16,1.7622
2008-12-15,1.76712
2008-12-14,1.76211
2008-12-13,1.76866
2008-12-12,1.77804
2008-12-11,1.78349
2008-12-10,1.79393
2008-12-09,1.79584
2008-12-08,1.78714
2008-12-07,1.78371
2008-12-06,1.77155
2008-12-05,1.78329
2008-12-04,1.79433
2008-12-03,1.81146
2008-12-02,1.84552
2008-12-01,1.8579
2008-11-30,1.86098
2008-11-29,1.85121
2008-11-28,1.8417
2008-11-27,1.82632
2008-11-26,1.81703
2008-11-25,1.82068
2008-11-24,1.81941
2008-11-23,1.82095
2008-11-22,1.81362
2008-11-21,1.80921
2008-11-20,1.80488
2008-11-19,1.79011
2008-11-18,1.77017
2008-11-17,1.76484
2008-11-16,1.76188
2008-11-15,1.76484
2008-11-14,1.78689
2008-11-13,1.82222
2008-11-12,1.84307
2008-11-11,1.84902
2008-11-10,1.84667
2008-11-09,1.84452
2008-11-08,1.84745
2008-11-07,1.85379
2008-11-06,1.8573
2008-11-05,1.85942
2008-11-04,1.86502
2008-11-03,1.86353
2008-11-02,1.86421
2008-11-01,1.86584
2008-10-31,1.85852
2008-10-30,1.83395
2008-10-29,1.81132
2008-10-28,1.82908
2008-10-27,1.86837
2008-10-26,1.8402
2008-10-25,1.8536
2008-10-24,1.89458
2008-10-23,1.92945
2008-10-22,1.96893
2008-10-21,1.97025
2008-10-20,1.96279
2008-10-19,1.96531
2008-10-18,1.96276
2008-10-17,1.96756
2008-10-16,1.98223
2008-10-15,1.96967
2008-10-14,1.94574
2008-10-13,1.94338
2008-10-12,1.93013
2008-10-11,1.9264
2008-10-10,1.96081
2008-10-09,1.98786
2008-10-08,1.99929
2008-10-07,1.99996
2008-10-06,1.99951
2008-10-05,2.00148
2008-10-04,2.00118
2008-10-03,1.99613
2008-10-02,1.98913
2008-10-01,1.98637
2008-09-30,2.00055
2008-09-29,2.01164
2008-09-28,2.00793
2008-09-27,2.00499
2008-09-26,2.01288
2008-09-25,2.00973
2008-09-24,2.00715
2008-09-23,2.01888
2008-09-22,2.01597
2008-09-21,2.0238
2008-09-20,2.01486
2008-09-19,2.00174
2008-09-18,2.00011
2008-09-17,1.99952
2008-09-16,2.01555
2008-09-15,2.01392
2008-09-14,2.02055
2008-09-13,2.00289
2008-09-12,1.99176
2008-09-11,1.98969
2008-09-10,1.98969
2008-09-09,1.9866
2008-09-08,1.97289
2008-09-07,1.97048
2008-09-06,1.96211
2008-09-05,1.96724
2008-09-04,1.97354
2008-09-03,1.98082
2008-09-02,1.99335
2008-09-01,2.00637
2008-08-31,2.00589
2008-08-30,2.00702
2008-08-29,2.01263
2008-08-28,2.02309
2008-08-27,2.02913
2008-08-26,2.03253
2008-08-25,2.03801
2008-08-24,2.03535
2008-08-23,2.03908
2008-08-22,2.04161
2008-08-21,2.04165
2008-08-20,2.04414
2008-08-19,2.04562
2008-08-18,2.04122
2008-08-17,2.04459
2008-08-16,2.04022
2008-08-15,2.03975
2008-08-14,2.05795
2008-08-13,2.07251
2008-08-12,2.07577
2008-08-11,2.07243
2008-08-10,2.07507
2008-08-09,2.06606
2008-08-08,2.06126
2008-08-07,2.05978
2008-08-06,2.06082
2008-08-05,2.06783
2008-08-04,2.07399
2008-08-03,2.07387
2008-08-02,2.07492
2008-08-01,2.07405
2008-07-31,2.06888
2008-07-30,2.06234
2008-07-29,2.06177
2008-07-28,2.06504
2008-07-27,2.06284
2008-07-26,2.06337
2008-07-25,2.06501
2008-07-24,2.05391
2008-07-23,2.03997
2008-07-22,2.04083
2008-07-21,2.04127
2008-07-20,2.04232
2008-07-19,2.03792
2008-07-18,2.03189
2008-07-17,2.02388
2008-07-16,2.02466
2008-07-15,2.02428
2008-07-14,2.0268
2008-07-13,2.02416
2008-07-12,2.03266
2008-07-11,2.03679
2008-07-10,2.0333
2008-07-09,2.02972
2008-07-08,2.03246
2008-07-07,2.02885
2008-07-06,2.03287
2008-07-05,2.02962
2008-07-04,2.02539
2008-07-03,2.03035
2008-07-02,2.03155
2008-07-01,2.03076
2008-06-30,2.03618
2008-06-29,2.03202
2008-06-28,2.03603
2008-06-27,2.04598
2008-06-26,2.05075
2008-06-25,2.0496
2008-06-24,2.0477
2008-06-23,2.0453
2008-06-22,2.04716
2008-06-21,2.04635
2008-06-20,2.0409
2008-06-19,2.039
2008-06-18,2.04391
2008-06-17,2.04266
2008-06-16,2.03521
2008-06-15,2.03884
2008-06-14,2.03627
2008-06-13,2.03183
2008-06-12,2.03313
2008-06-11,2.02474
2008-06-10,2.01146
2008-06-09,2.01835
2008-06-08,2.01875
2008-06-07,2.02905
2008-06-06,2.03828
2008-06-05,2.03901
2008-06-04,2.04259
2008-06-03,2.05594
2008-06-02,2.06438
