Date,CURRFX.CHFJPY.1
2011-10-29,87.6696
2011-10-28,86.902
2011-10-27,86.4815
2011-10-26,86.3523
2011-10-25,86.2773
2011-10-24,86.3878
2011-10-23,86.3033
2011-10-22,85.8506
2011-10-21,85.3372
2011-10-20,85.3692
2011-10-19,85.6798
2011-10-18,86.2928
2011-10-17,86.5719
2011-10-16,86.3368
2011-10-15,85.8679
2011-10-14,85.5575
2011-10-13,84.9987
2011-10-12,84.33
2011-10-11,83.4652
2011-10-10,82.7539
2011-10-09,82.9545
2011-10-08,83.2081
2011-10-07,83.1391
2011-10-06,83.6533
2011-10-05,83.6533
2011-10-04,84.4887
2011-10-03,84.8408
2011-10-02,84.9883
2011-10-01,85.2742
2011-09-30,85.3622
2011-09-29,85.1782
2011-09-28,84.7256
2011-09-27,84.4015
2011-09-26,84.624
2011-09-25,84.5032
2011-09-24,84.3608
2011-09-23,84.9138
2011-09-22,85.9548
2011-09-21,86.6437
2011-09-20,87.24
2011-09-19,87.6878
2011-09-18,87.7948
2011-09-17,87.8727
2011-09-16,87.6002
2011-09-15,87.3756
2011-09-14,87.3109
2011-09-13,87.397
2011-09-12,87.7676
2011-09-11,88.0271
2011-09-10,88.8099
2011-09-09,89.7161
2011-09-08,91.4201
2011-09-07,95.1972
2011-09-06,97.5363
2011-09-05,97.4161
2011-09-04,97.4248
2011-09-03,96.8664
2011-09-02,95.4052
2011-09-01,94.1632
2011-08-31,94.0487
2011-08-30,94.6489
2011-08-29,95.1138
2011-08-28,95.6916
2011-08-27,96.7959
2011-08-26,96.9525
2011-08-25,96.9437
2011-08-24,97.3065
2011-08-23,97.4809
2011-08-22,97.5119
2011-08-21,97.2417
2011-08-20,96.7371
2011-08-19,96.7188
2011-08-18,97.1921
2011-08-17,97.6914
2011-08-16,97.9168
2011-08-15,98.601
2011-08-14,99.19
2011-08-13,101.291
2011-08-12,104.441
2011-08-11,105.066
2011-08-10,103.454
2011-08-09,102.487
2011-08-08,102.257
2011-08-07,102.374
2011-08-06,102.452
2011-08-05,101.382
2011-08-04,99.9591
2011-08-03,98.9464
2011-08-02,97.9349
2011-08-01,97.6736
2011-07-31,97.5095
2011-07-30,97.1596
2011-07-29,97.0954
2011-07-28,97.2077
2011-07-27,97.1161
2011-07-26,96.5168
2011-07-25,95.9145
2011-07-24,95.9094
2011-07-23,95.9436
2011-07-22,95.9883
2011-07-21,96.2007
2011-07-20,96.6648
2011-07-19,97.0679
2011-07-18,97.1484
2011-07-17,97.0601
2011-07-16,96.9569
2011-07-15,96.491
2011-07-14,95.6996
2011-07-13,95.8971
2011-07-12,96.3284
2011-07-11,96.3836
2011-07-10,96.3063
2011-07-09,96.2039
2011-07-08,96.2908
2011-07-07,96.1192
2011-07-06,95.5723
2011-07-05,95.2972
2011-07-04,95.4277
2011-07-03,95.4879
2011-07-02,95.8746
2011-07-01,96.6826
2011-06-30,97.1521
2011-06-29,96.8797
2011-06-28,96.5694
2011-06-27,96.31
2011-06-26,96.31
2011-06-25,95.9275
2011-06-24,95.6697
2011-06-23,95.3073
2011-06-22,94.9262
2011-06-21,94.5123
2011-06-20,94.4473
2011-06-19,94.4473
2011-06-18,94.8172
2011-06-17,94.9609
2011-06-16,95.2637
2011-06-15,95.634
2011-06-14,95.4805
2011-06-13,95.2721
2011-06-12,95.2721
2011-06-11,95.3531
2011-06-10,95.5299
2011-06-09,95.7076
2011-06-08,95.9671
2011-06-07,96.0871
2011-06-06,96.2678
2011-06-05,96.1427
2011-06-04,95.9469
2011-06-03,95.9365
2011-06-02,95.6586
2011-06-01,95.2923
2011-05-31,95.0281
2011-05-30,94.8991
2011-05-29,94.8991
2011-05-28,94.2566
2011-05-27,93.7824
2011-05-26,93.2588
2011-05-25,92.8384
2011-05-24,92.9254
2011-05-23,93.1036
2011-05-22,92.9974
2011-05-21,92.766
2011-05-20,92.5795
2011-05-19,92.1889
2011-05-18,91.5912
2011-05-17,90.8028
2011-05-16,90.7239
2011-05-15,90.7239
2011-05-14,91.1812
2011-05-13,91.5264
2011-05-12,91.8234
2011-05-11,91.9741
2011-05-10,91.946
2011-05-09,91.7289
2011-05-08,91.8752
2011-05-07,92.5059
2011-05-06,93.3322
2011-05-05,93.8323
2011-05-04,93.7908
2011-05-03,93.8738
2011-05-02,93.8338
2011-05-01,93.7623
2011-04-30,93.641
2011-04-29,93.652
2011-04-28,93.3604
2011-04-27,92.7005
2011-04-26,92.7005
2011-04-25,92.3964
2011-04-24,92.4085
2011-04-23,92.5586
2011-04-22,92.6291
2011-04-21,92.2607
2011-04-20,92.1132
2011-04-19,92.7475
2011-04-18,93.2109
2011-04-17,93.2109
2011-04-16,93.3118
2011-04-15,93.4343
2011-04-14,93.4402
2011-04-13,93.2716
2011-04-12,93.3849
2011-04-11,93.3961
2011-04-10,93.3961
2011-04-09,93.0745
2011-04-08,92.7137
2011-04-07,92.087
2011-04-06,91.2457
2011-04-05,91.0221
2011-04-04,90.9155
2011-04-03,90.9155
2011-04-02,90.6538
2011-04-01,90.2343
2011-03-31,89.6794
2011-03-30,89.1031
2011-03-29,88.6655
2011-03-28,88.434
2011-03-27,88.6198
2011-03-26,88.9798
2011-03-25,89.2422
2011-03-24,89.5621
2011-03-23,89.6067
2011-03-22,89.5555
2011-03-21,89.5142
2011-03-20,89.5879
2011-03-19,88.8724
2011-03-18,87.7405
2011-03-17,88.1696
2011-03-16,88.2821
2011-03-15,88.2021
2011-03-14,88.068
2011-03-13,88.2411
2011-03-12,88.7164
2011-03-11,88.8769
2011-03-10,88.6921
2011-03-09,88.6747
2011-03-08,88.8869
2011-03-07,88.9882
2011-03-06,88.8345
2011-03-05,88.5841
2011-03-04,88.4487
2011-03-03,88.3218
2011-03-02,88.1539
2011-03-01,88.0586
2011-02-28,87.9837
2011-02-27,88.103
2011-02-26,88.3281
2011-02-25,88.3336
2011-02-24,88.1714
2011-02-23,87.9406
2011-02-22,87.923
2011-02-21,87.9177
2011-02-20,87.9177
2011-02-19,87.5642
2011-02-18,87.1301
2011-02-17,86.5505
2011-02-16,86.0171
2011-02-15,85.7078
2011-02-14,85.7237
2011-02-13,85.7981
2011-02-12,85.9413
2011-02-11,85.853
2011-02-10,85.7574
2011-02-09,86.0092
2011-02-08,86.0546
2011-02-07,86.0371
2011-02-06,86.065
2011-02-05,86.2584
2011-02-04,86.726
2011-02-03,86.9539
2011-02-02,86.9685
2011-02-01,87.1536
2011-01-31,87.1705
2011-01-30,87.2597
2011-01-29,87.4031
2011-01-28,87.3514
2011-01-27,87.1063
2011-01-26,86.8112
2011-01-25,86.3433
2011-01-24,86.0889
2011-01-23,86.0889
2011-01-22,85.9524
2011-01-21,85.8544
2011-01-20,85.7659
2011-01-19,85.8451
2011-01-18,85.8828
2011-01-17,86.0136
2011-01-16,85.9394
2011-01-15,85.7606
2011-01-14,85.6419
2011-01-13,85.5723
2011-01-12,85.7174
2011-01-11,85.9222
2011-01-10,85.9864
2011-01-09,86.1107
2011-01-08,86.2379
2011-01-07,86.1812
2011-01-06,86.6596
2011-01-05,87.1172
2011-01-04,86.9626
2011-01-03,86.7793
2011-01-02,86.8349
2011-01-01,86.8626
2010-12-31,86.58
2010-12-30,86.4155
2010-12-29,86.3321
2010-12-28,86.1816
2010-12-27,86.2039
2010-12-26,86.2857
2010-12-25,86.6739
2010-12-24,87.2685
2010-12-23,87.3971
2010-12-22,86.9304
2010-12-21,86.6721
2010-12-20,86.6636
2010-12-19,86.8513
2010-12-18,87.0933
2010-12-17,87.0659
2010-12-16,86.946
2010-12-15,86.1988
2010-12-14,85.7004
2010-12-13,85.4728
2010-12-12,85.4728
2010-12-11,85.24
2010-12-10,85.0591
2010-12-09,84.688
2010-12-08,84.424
2010-12-07,84.619
2010-12-06,84.6614
2010-12-05,84.6614
2010-12-04,84.2873
2010-12-03,83.8697
2010-12-02,83.7026
2010-12-01,83.9793
2010-11-30,83.9131
2010-11-29,83.7564
2010-11-28,83.7564
2010-11-27,83.7267
2010-11-26,83.6822
2010-11-25,83.8305
2010-11-24,84.1295
2010-11-23,84.1928
2010-11-22,84.0601
2010-11-21,84.0601
2010-11-20,83.9411
2010-11-19,83.9893
2010-11-18,83.9946
2010-11-17,84.3052
2010-11-16,84.2664
2010-11-15,84.1421
2010-11-14,84.2095
2010-11-13,84.4608
2010-11-12,84.6158
2010-11-11,84.2809
2010-11-10,84.0373
2010-11-09,84.2675
2010-11-08,84.1309
2010-11-07,84.1309
2010-11-06,84.1309
2010-11-05,83.2332
2010-11-04,82.3356
2010-11-03,81.7298
2010-11-02,81.6664
2010-11-01,81.8236
2010-10-31,81.8478
2010-10-30,82.1001
2010-10-29,82.521
2010-10-28,82.7587
2010-10-27,83.065
2010-10-26,83.2042
2010-10-25,83.3418
2010-10-24,83.3418
2010-10-23,83.6929
2010-10-22,84.1509
2010-10-21,84.2954
2010-10-20,84.4925
2010-10-19,84.7563
2010-10-18,84.9633
2010-10-17,84.9633
2010-10-16,85.1932
2010-10-15,85.4377
2010-10-14,85.3179
2010-10-13,85.127
2010-10-12,85.1591
2010-10-11,85.1291
2010-10-10,85.1364
2010-10-09,85.342
2010-10-08,85.8073
2010-10-07,86.1028
2010-10-06,85.9076
2010-10-05,85.5311
2010-10-04,85.3686
2010-10-03,85.3686
2010-10-02,85.2455
2010-10-01,85.4477
2010-09-30,85.6845
2010-09-29,85.6232
2010-09-28,85.6095
2010-09-27,85.7039
2010-09-26,85.7932
2010-09-25,85.824
2010-09-24,85.5795
2010-09-23,85.3355
2010-09-22,85.1351
2010-09-21,85.1095
2010-09-20,85.0273
2010-09-19,84.8761
2010-09-18,84.7449
2010-09-17,85.0155
2010-09-16,84.457
2010-09-15,83.0945
2010-09-14,82.7587
2010-09-13,82.5361
2010-09-12,82.4752
2010-09-11,82.4895
2010-09-10,82.768
2010-09-09,82.9263
2010-09-08,82.97
2010-09-07,82.999
2010-09-06,82.9238
2010-09-05,82.986
2010-09-04,83.099
2010-09-03,83.1125
2010-09-02,82.9318
2010-09-01,82.6466
2010-08-31,82.706
2010-08-30,82.9263
2010-08-29,82.87
2010-08-28,82.6408
2010-08-27,82.2868
2010-08-26,81.794
2010-08-25,81.6605
2010-08-24,82.4813
2010-08-23,82.8038
2010-08-22,82.751
2010-08-21,82.58
2010-08-20,82.2655
2010-08-19,81.9609
2010-08-18,82.0105
2010-08-17,82.033
2010-08-16,81.9935
2010-08-15,81.9222
2010-08-14,81.5841
2010-08-13,81.0625
2010-08-12,80.9589
2010-08-11,81.6695
2010-08-10,82.213
2010-08-09,82.2401
2010-08-08,82.2401
2010-08-07,82.101
2010-08-06,82.0664
2010-08-05,82.353
2010-08-04,82.9266
2010-08-03,83.1005
2010-08-02,83.0773
2010-08-01,83.0688
2010-07-31,83.1029
2010-07-30,83.0961
2010-07-29,82.8299
2010-07-28,82.8348
2010-07-27,82.963
2010-07-26,82.9461
2010-07-25,83.0322
2010-07-24,83.1713
2010-07-23,83.0336
2010-07-22,82.8321
2010-07-21,82.7454
2010-07-20,82.5423
2010-07-19,82.6616
2010-07-18,82.6616
2010-07-17,83.3598
2010-07-16,83.8829
2010-07-15,83.7542
2010-07-14,83.5549
2010-07-13,83.6314
2010-07-12,83.7864
2010-07-11,83.8294
2010-07-10,83.9376
2010-07-09,83.4538
2010-07-08,82.6213
2010-07-07,82.6025
2010-07-06,82.5219
2010-07-05,82.5639
2010-07-04,82.5473
2010-07-03,82.422
2010-07-02,82.1663
2010-07-01,81.8866
2010-06-30,81.8626
2010-06-29,81.9679
2010-06-28,81.5791
2010-06-27,81.5791
2010-06-26,81.3571
2010-06-25,81.2555
2010-06-24,81.564
2010-06-23,81.9336
2010-06-22,82.0487
2010-06-21,81.8092
2010-06-20,81.7667
2010-06-19,81.6439
2010-06-18,81.3098
2010-06-17,80.7156
2010-06-16,80.351
2010-06-15,80.2203
2010-06-14,79.7323
2010-06-13,79.7677
2010-06-12,79.802
2010-06-11,79.6613
2010-06-10,79.3812
2010-06-09,78.9777
2010-06-08,78.9365
2010-06-07,79.1412
2010-06-06,79.3875
2010-06-05,79.9055
2010-06-04,79.895
2010-06-03,79.1382
2010-06-02,78.7519
2010-06-01,78.8488
2010-05-31,78.564
2010-05-30,78.6868
2010-05-29,78.7163
2010-05-28,78.2432
2010-05-27,77.6762
2010-05-26,77.5632
2010-05-25,78.135
2010-05-24,78.209
2010-05-23,78.2019
2010-05-22,78.4102
2010-05-21,79.0495
2010-05-20,80.3936
2010-05-19,81.447
2010-05-18,81.3296
2010-05-17,81.5339
2010-05-16,81.7871
2010-05-15,82.6673
2010-05-14,83.6119
2010-05-13,83.6575
2010-05-12,83.8889
2010-05-11,83.8045
2010-05-10,82.7547
2010-05-09,82.7137
2010-05-08,82.981
2010-05-07,84.0455
2010-05-06,85.6046
2010-05-05,86.6637
2010-05-04,87.043
2010-05-03,87.0729
2010-05-02,87.1033
2010-05-01,87.0376
2010-04-30,86.6204
2010-04-29,86.472
2010-04-28,86.9937
2010-04-27,87.5479
2010-04-26,87.594
2010-04-25,87.3933
2010-04-24,86.9301
2010-04-23,86.8719
2010-04-22,87.2137
2010-04-21,86.9665
2010-04-20,86.5878
2010-04-19,86.8218
2010-04-18,87.0421
2010-04-17,87.679
2010-04-16,88.3548
2010-04-15,88.4018
2010-04-14,88.0422
2010-04-13,87.8786
2010-04-12,87.4615
2010-04-11,87.3796
2010-04-10,87.0704
2010-04-09,86.9623
2010-04-08,87.5966
2010-04-07,88.2331
2010-04-06,88.9868
2010-04-05,89.1337
2010-04-04,89.0621
2010-04-03,88.959
2010-04-02,88.7188
2010-04-01,87.801
2010-03-31,87.0786
2010-03-30,86.9978
2010-03-29,86.9087
2010-03-28,86.7546
2010-03-27,86.4264
2010-03-26,86.0057
2010-03-25,85.5382
2010-03-24,85.2645
2010-03-23,85.2244
2010-03-22,85.3718
2010-03-21,85.3718
2010-03-20,85.3915
2010-03-19,85.4767
2010-03-18,85.6907
2010-03-17,85.4372
2010-03-16,85.4945
2010-03-15,85.6346
2010-03-14,85.4191
2010-03-13,84.9178
2010-03-12,84.4355
2010-03-11,83.9518
2010-03-10,83.8087
2010-03-09,84.2179
2010-03-08,84.0225
2010-03-07,83.8008
2010-03-06,83.1645
2010-03-05,82.712
2010-03-04,82.6669
2010-03-03,82.5477
2010-03-02,82.7515
2010-03-01,82.8352
2010-02-28,82.8352
2010-02-27,82.6147
2010-02-26,82.7347
2010-02-25,83.6249
2010-02-24,84.2936
2010-02-23,84.9442
2010-02-22,84.9422
2010-02-21,84.9422
2010-02-20,84.5851
2010-02-19,84.4611
2010-02-18,84.4362
2010-02-17,83.8374
2010-02-16,83.5612
2010-02-15,83.6135
2010-02-14,83.6135
2010-02-13,83.8171
2010-02-12,84.1554
2010-02-11,83.9927
2010-02-10,83.5211
2010-02-09,83.2377
2010-02-08,83.2426
2010-02-07,83.2993
2010-02-06,84.1475
2010-02-05,85.4803
2010-02-04,85.8115
2010-02-03,85.5731
2010-02-02,85.2013
2010-02-01,85.0747
2010-01-31,85.2928
2010-01-30,85.6537
2010-01-29,85.6384
2010-01-28,85.7265
2010-01-27,86.3484
2010-01-26,86.5686
2010-01-25,86.3197
2010-01-24,86.3732
2010-01-23,86.8872
2010-01-22,87.4792
2010-01-21,87.8872
2010-01-20,88.3486
2010-01-19,88.4937
2010-01-18,88.5114
2010-01-17,88.6528
2010-01-16,89.1968
2010-01-15,89.7297
2010-01-14,89.7771
2010-01-13,90.3343
2010-01-12,90.6221
2010-01-11,90.3639
2010-01-10,90.3639
2010-01-09,90.0988
2010-01-08,89.6962
2010-01-07,89.241
2010-01-06,89.4324
2010-01-05,89.7558
2010-01-04,89.9105
2010-01-03,89.9905
2010-01-02,89.7314
2010-01-01,89.2781
2009-12-31,88.8241
2009-12-30,88.6145
2009-12-29,88.3696
2009-12-28,88.1672
2009-12-27,88.0772
2009-12-26,88.2343
2009-12-25,87.9929
2009-12-24,87.5691
2009-12-23,87.1793
2009-12-22,86.8574
2009-12-21,86.7864
2009-12-20,86.6172
2009-12-19,86.2264
2009-12-18,86.1263
2009-12-17,86.169
2009-12-16,85.9795
2009-12-15,85.9568
2009-12-14,86.0839
2009-12-13,86.2093
2009-12-12,86.2192
2009-12-11,85.8528
2009-12-10,86.2389
2009-12-09,87.4596
2009-12-08,88.5903
2009-12-07,89.0538
2009-12-06,88.7992
2009-12-05,88.2372
2009-12-04,87.6605
2009-12-03,86.9174
2009-12-02,86.4286
2009-12-01,86.1463
2009-11-30,86.1109
2009-11-29,85.9089
2009-11-28,86.1207
2009-11-27,87.1593
2009-11-26,87.668
2009-11-25,87.8184
2009-11-24,87.6737
2009-11-23,87.3137
2009-11-22,87.3986
2009-11-21,87.6277
2009-11-20,87.9015
2009-11-19,88.082
2009-11-18,88.309
2009-11-17,88.6126
2009-11-16,88.5162
2009-11-15,88.5488
2009-11-14,88.7752
2009-11-13,89.0989
2009-11-12,89.1494
2009-11-11,89.0969
2009-11-10,88.798
2009-11-09,88.3788
2009-11-08,88.5823
2009-11-07,88.9693
2009-11-06,88.8325
2009-11-05,88.351
2009-11-04,88.0253
2009-11-03,87.9666
2009-11-02,87.7836
2009-11-01,88.2845
2009-10-31,88.9927
2009-10-30,88.9304
2009-10-29,89.5913
2009-10-28,90.602
2009-10-27,91.1411
2009-10-26,91.2139
2009-10-25,91.2139
2009-10-24,90.9496
2009-10-23,90.3448
2009-10-22,89.7697
2009-10-21,89.4287
2009-10-20,89.3128
2009-10-19,89.3007
2009-10-18,89.3007
2009-10-17,89.0802
2009-10-16,88.3028
2009-10-15,87.676
2009-10-14,87.5158
2009-10-13,87.2326
2009-10-12,87.0036
2009-10-11,86.8418
2009-10-10,86.3341
2009-10-09,86.0336
2009-10-08,86.3154
2009-10-07,86.7546
2009-10-06,86.8231
2009-10-05,86.5202
2009-10-04,86.5202
2009-10-03,86.233
2009-10-02,86.5436
2009-10-01,86.7864
2009-09-30,86.7705
2009-09-29,86.8547
2009-09-28,87.483
2009-09-27,87.483
2009-09-26,88.1577
2009-09-25,88.7925
2009-09-24,89.03
2009-09-23,89.0491
2009-09-22,88.8491
2009-09-21,88.6505
2009-09-20,88.6505
2009-09-19,88.4964
2009-09-18,88.1427
2009-09-17,87.8541
2009-09-16,87.7067
2009-09-15,87.3462
2009-09-14,87.3477
2009-09-13,87.5078
2009-09-12,87.9901
2009-09-11,88.3876
2009-09-10,88.1659
2009-09-09,87.8821
2009-09-08,87.797
2009-09-07,87.5512
2009-09-06,87.5512
2009-09-05,87.2704
2009-09-04,87.0707
2009-09-03,87.2877
2009-09-02,87.7562
2009-09-01,87.9194
2009-08-31,88.3136
2009-08-30,88.4079
2009-08-29,88.3063
2009-08-28,88.0884
2009-08-27,88.609
2009-08-26,89.004
2009-08-25,89.2605
2009-08-24,88.9735
2009-08-23,88.9735
2009-08-22,88.5569
2009-08-21,88.2169
2009-08-20,87.9638
2009-08-19,87.9269
2009-08-18,88.0358
2009-08-17,88.5607
2009-08-16,88.6401
2009-08-15,88.9597
2009-08-14,89.1105
2009-08-13,88.8798
2009-08-12,89.3689
2009-08-11,89.9971
2009-08-10,90.0757
2009-08-09,90.0757
2009-08-08,89.7195
2009-08-07,89.6173
2009-08-06,89.6378
2009-08-05,89.4219
2009-08-04,88.8893
2009-08-03,88.6261
2009-08-02,88.4437
2009-08-01,87.9238
2009-07-31,87.6083
2009-07-30,87.9935
2009-07-29,88.6053
2009-07-28,88.654
2009-07-27,88.4323
2009-07-26,88.4344
2009-07-25,88.4242
2009-07-24,88.0883
2009-07-23,87.7538
2009-07-22,88.0338
2009-07-21,87.9301
2009-07-20,87.4763
2009-07-19,87.3733
2009-07-18,87.2352
2009-07-17,87.063
2009-07-16,86.3604
2009-07-15,85.63
2009-07-14,85.2554
2009-07-13,85.2927
2009-07-12,85.2927
2009-07-11,85.5708
2009-07-10,85.9218
2009-07-09,86.707
2009-07-08,87.6185
2009-07-07,87.9024
2009-07-06,88.3602
2009-07-05,88.3602
2009-07-04,88.6475
2009-07-03,89.2753
2009-07-02,89.0877
2009-07-01,88.4293
2009-06-30,87.9615
2009-06-29,87.8738
2009-06-28,87.8738
2009-06-27,87.7893
2009-06-26,88.0412
2009-06-25,88.5688
2009-06-24,88.438
2009-06-23,88.6896
2009-06-22,89.0582
2009-06-21,89.0582
2009-06-20,89.0
2009-06-19,88.698
2009-06-18,88.6979
2009-06-17,89.4248
2009-06-16,90.6494
2009-06-15,91.1923
2009-06-14,91.1923
2009-06-13,91.0831
2009-06-12,90.849
2009-06-11,90.4936
2009-06-10,90.2001
2009-06-09,90.5396
2009-06-08,90.7316
2009-06-07,90.7316
2009-06-06,90.3687
2009-06-05,90.0619
2009-06-04,89.9844
2009-06-03,89.8268
2009-06-02,89.3999
2009-06-01,89.3226
2009-05-31,89.3226
2009-05-30,89.0052
2009-05-29,88.2479
2009-05-28,87.5559
2009-05-27,87.375
2009-05-26,87.4005
2009-05-25,87.0314
2009-05-24,87.0314
2009-05-23,86.3964
2009-05-22,86.1762
2009-05-21,86.4426
2009-05-20,86.0299
2009-05-19,85.0554
2009-05-18,84.8811
2009-05-17,85.3027
2009-05-16,86.1005
2009-05-15,86.5244
2009-05-14,87.2987
2009-05-13,88.0395
2009-05-12,88.7362
2009-05-11,89.0522
2009-05-10,88.7012
2009-05-09,87.8241
2009-05-08,87.1513
2009-05-07,87.117
2009-05-06,87.5546
2009-05-05,87.4603
2009-05-04,87.2135
2009-05-03,87.2135
2009-05-02,86.789
2009-05-01,85.7617
2009-04-30,84.4513
2009-04-29,83.8237
2009-04-28,84.7398
2009-04-27,85.3221
2009-04-26,85.2292
2009-04-25,84.7674
2009-04-24,84.3165
2009-04-23,84.1305
2009-04-22,84.2023
2009-04-21,84.6846
2009-04-20,85.363
2009-04-19,85.363
2009-04-18,86.0744
2009-04-17,86.5836
2009-04-16,87.0375
2009-04-15,87.4903
2009-04-14,87.1436
2009-04-13,86.7693
2009-04-12,86.7693
2009-04-11,86.8032
2009-04-10,87.1259
2009-04-09,87.581
2009-04-08,88.5491
2009-04-07,88.9884
2009-04-06,88.4111
2009-04-05,88.4111
2009-04-04,87.5306
2009-04-03,86.6688
2009-04-02,86.4537
2009-04-01,85.7717
2009-03-31,85.0143
2009-03-30,85.5339
2009-03-29,85.9948
2009-03-28,86.9041
2009-03-27,87.0323
2009-03-26,86.7385
2009-03-25,86.4534
2009-03-24,85.4675
2009-03-23,84.8995
2009-03-22,84.8995
2009-03-21,84.3622
2009-03-20,83.8963
2009-03-19,83.5278
2009-03-18,83.045
2009-03-17,82.7429
2009-03-16,82.6539
2009-03-15,82.576
2009-03-14,82.7719
2009-03-13,83.8309
2009-03-12,84.9487
2009-03-11,85.2159
2009-03-10,84.9389
2009-03-09,84.6504
2009-03-08,84.6504
2009-03-07,84.3689
2009-03-06,84.2323
2009-03-05,83.688
2009-03-04,83.1559
2009-03-03,83.1347
2009-03-02,83.3872
2009-03-01,83.5044
2009-02-28,83.7694
2009-02-27,83.7494
2009-02-26,82.9051
2009-02-25,81.609
2009-02-24,80.8113
2009-02-23,80.3997
2009-02-22,80.3997
2009-02-21,79.8934
2009-02-20,79.5879
2009-02-19,78.9672
2009-02-18,78.7013
2009-02-17,78.8542
2009-02-16,79.1029
2009-02-15,78.9826
2009-02-14,78.362
2009-02-13,77.787
2009-02-12,78.0756
2009-02-11,78.4851
2009-02-10,78.9967
2009-02-09,79.1362
2009-02-08,78.7215
2009-02-07,77.7924
2009-02-06,77.4773
2009-02-05,77.5168
2009-02-04,77.1943
2009-02-03,77.1608
2009-02-02,77.7382
2009-02-01,77.7382
2009-01-31,77.7382
2009-01-30,78.2044
2009-01-29,78.3431
2009-01-28,77.8884
2009-01-27,77.0254
2009-01-26,76.9665
2009-01-25,76.7964
2009-01-24,76.6899
2009-01-23,77.4003
2009-01-22,78.4911
2009-01-21,79.8286
2009-01-20,80.9575
2009-01-19,81.1312
2009-01-18,80.9433
2009-01-17,80.3045
2009-01-16,79.7696
2009-01-15,79.9419
2009-01-14,80.0908
2009-01-13,80.717
2009-01-12,81.1936
2009-01-11,81.7932
2009-01-10,83.0621
2009-01-09,83.8417
2009-01-08,84.1335
2009-01-07,84.2576
2009-01-06,84.9162
2009-01-05,85.0661
2009-01-04,85.115
2009-01-03,85.1212
2009-01-02,85.0668
2009-01-01,85.3599
2008-12-31,85.6614
2008-12-30,85.3861
2008-12-29,84.8036
2008-12-28,84.5902
2008-12-27,84.115
2008-12-26,83.8534
2008-12-25,83.3659
2008-12-24,82.4059
2008-12-23,81.4303
2008-12-22,81.2525
2008-12-21,81.2525
2008-12-20,82.0779
2008-12-19,81.5038
2008-12-18,79.2774
2008-12-17,78.0735
2008-12-16,77.615
2008-12-15,77.4834
2008-12-14,77.2047
2008-12-13,76.9814
2008-12-12,77.167
2008-12-11,76.8364
2008-12-10,76.6099
2008-12-09,76.4203
2008-12-08,76.2483
2008-12-07,76.2483
2008-12-06,76.651
2008-12-05,76.9214
2008-12-04,77.1352
2008-12-03,77.7092
2008-12-02,78.3826
2008-12-01,78.7364
2008-11-30,78.8737
2008-11-29,79.259
2008-11-28,79.5901
2008-11-27,80.0678
2008-11-26,79.8721
2008-11-25,78.7108
2008-11-24,78.4763
2008-11-23,78.0711
2008-11-22,77.8131
2008-11-21,79.1925
2008-11-20,80.3402
2008-11-19,80.662
2008-11-18,80.9575
2008-11-17,81.1839
2008-11-16,81.4055
2008-11-15,81.1961
2008-11-14,80.9651
2008-11-13,82.3055
2008-11-12,83.3893
2008-11-11,83.8574
2008-11-10,83.3807
2008-11-09,83.2183
2008-11-08,83.3815
2008-11-07,84.4561
2008-11-06,85.0169
2008-11-05,84.9858
2008-11-04,85.2915
2008-11-03,85.0182
2008-11-02,84.9713
2008-11-01,85.6562
2008-10-31,86.0135
2008-10-30,83.6868
2008-10-29,81.1486
2008-10-28,80.5087
2008-10-27,80.9642
2008-10-26,81.0969
2008-10-25,81.8966
2008-10-24,84.3405
2008-10-23,86.4533
2008-10-22,88.4237
2008-10-21,89.3386
2008-10-20,89.414
2008-10-19,89.3722
2008-10-18,88.97
2008-10-17,88.7029
2008-10-16,89.6572
2008-10-15,89.7044
2008-10-14,88.6618
2008-10-13,88.4605
2008-10-12,88.3621
2008-10-11,88.554
2008-10-10,88.8399
2008-10-09,88.8477
2008-10-08,89.8049
2008-10-07,91.5782
2008-10-06,93.235
2008-10-05,93.1646
2008-10-04,93.1325
2008-10-03,93.8811
2008-10-02,94.8233
2008-10-01,95.6788
2008-09-30,96.8001
2008-09-29,97.214
2008-09-28,97.3747
2008-09-27,97.3747
2008-09-26,97.5397
2008-09-25,97.5452
2008-09-24,97.5754
2008-09-23,97.1961
2008-09-22,97.1974
2008-09-21,96.8182
2008-09-20,95.8467
2008-09-19,94.8419
2008-09-18,94.112
2008-09-17,94.077
2008-09-16,94.9319
2008-09-15,95.4944
2008-09-14,95.151
2008-09-13,94.3532
2008-09-12,94.4095
2008-09-11,95.1232
2008-09-10,95.8108
2008-09-09,96.4966
2008-09-08,96.2992
2008-09-07,96.1427
2008-09-06,96.5456
2008-09-05,97.7681
2008-09-04,97.9683
2008-09-03,98.1711
2008-09-02,98.488
2008-09-01,98.7938
2008-08-31,98.9897
2008-08-30,99.5071
2008-08-29,99.782
2008-08-28,99.6307
2008-08-27,99.7429
2008-08-26,100.064
2008-08-25,100.139
2008-08-24,100.056
2008-08-23,99.901
2008-08-22,99.9092
2008-08-21,100.255
2008-08-20,100.318
2008-08-19,100.671
2008-08-18,100.692
2008-08-17,100.692
2008-08-16,100.564
2008-08-15,100.532
2008-08-14,100.585
2008-08-13,101.32
2008-08-12,101.73
2008-08-11,101.796
2008-08-10,102.002
2008-08-09,102.789
