Date,CURRFX.EURNZD.1
2010-09-24,1.82191
2010-09-23,1.80743
2010-09-22,1.79822
2010-09-21,1.79548
2010-09-20,1.80012
2010-09-17,1.79174
2010-09-16,1.77103
2010-09-15,1.76091
2010-09-14,1.74843
2010-09-13,1.74516
2010-09-10,1.7576
2010-09-09,1.76588
2010-09-08,1.77259
2010-09-07,1.78522
2010-09-06,1.79134
2010-09-03,1.79796
2010-09-02,1.80934
2010-09-01,1.80559
2010-08-31,1.79207
2010-08-30,1.79878
2010-08-27,1.80632
2010-08-26,1.80352
2010-08-25,1.79523
2010-08-24,1.79529
2010-08-23,1.80125
2010-08-20,1.80358
2010-08-19,1.80394
2010-08-18,1.81275
2010-08-17,1.8143
2010-08-16,1.80893
2010-08-13,1.80854
2010-08-12,1.8132
2010-08-11,1.81877
2010-08-10,1.81426
2010-08-09,1.81133
2010-08-06,1.80553
2010-08-05,1.79946
2010-08-04,1.79847
2010-08-03,1.79452
2010-08-02,1.79912
2010-07-30,1.79475
2010-07-29,1.77838
2010-07-28,1.77017
2010-07-27,1.77291
2010-07-26,1.77841
2010-07-23,1.78619
2010-07-22,1.79765
2010-07-21,1.81952
2010-07-20,1.82663
2010-07-19,1.80395
2010-07-16,1.77286
2010-07-15,1.76818
2010-07-14,1.77093
2010-07-13,1.7761
2010-07-12,1.78339
2010-07-09,1.79877
2010-07-08,1.81354
2010-07-07,1.81828
2010-07-06,1.82146
2010-07-05,1.81749
2010-07-02,1.79355
2010-07-01,1.76596
2010-06-30,1.74801
2010-06-29,1.73697
2010-06-28,1.73512
2010-06-25,1.73564
2010-06-24,1.73286
2010-06-23,1.7382
2010-06-22,1.74425
2010-06-21,1.75672
2010-06-18,1.76465
2010-06-17,1.76676
2010-06-16,1.76284
2010-06-15,1.75611
2010-06-14,1.76045
2010-06-11,1.77975
2010-06-10,1.79831
2010-06-09,1.80108
2010-06-08,1.79359
2010-06-07,1.78535
2010-06-04,1.79415
2010-06-03,1.80631
2010-06-02,1.80669
2010-06-01,1.80722
2010-05-31,1.81258
2010-05-28,1.82596
2010-05-27,1.84065
2010-05-26,1.84627
2010-05-25,1.84717
2010-05-24,1.84897
2010-05-21,1.82899
2010-05-20,1.7943
2010-05-19,1.76673
2010-05-18,1.75767
2010-05-17,1.75089
2010-05-14,1.76115
2010-05-13,1.76887
2010-05-12,1.77382
2010-05-11,1.78465
2010-05-10,1.77963
2010-05-07,1.77923
2010-05-06,1.80038
2010-05-05,1.80802
2010-05-04,1.81768
2010-05-03,1.83158
2010-04-30,1.83711
2010-04-29,1.84577
2010-04-28,1.85149
2010-04-27,1.85586
2010-04-26,1.87033
2010-04-23,1.88008
2010-04-22,1.88924
2010-04-21,1.89665
2010-04-20,1.90173
2010-04-19,1.905
2010-04-16,1.90786
2010-04-15,1.91112
2010-04-14,1.89893
2010-04-13,1.89893
2010-04-12,1.88837
2010-04-09,1.89846
2010-04-08,1.89846
2010-04-07,1.91213
2010-04-06,1.91405
2010-04-05,1.91258
2010-04-02,1.91003
2010-04-01,1.89796
2010-03-31,1.89536
2010-03-30,1.90256
2010-03-29,1.90016
2010-03-26,1.8933
2010-03-25,1.9069
2010-03-24,1.91663
2010-03-23,1.91636
2010-03-22,1.91112
2010-03-19,1.91663
2010-03-18,1.93352
2010-03-17,1.94718
2010-03-16,1.95664
2010-03-15,1.95781
2010-03-12,1.94298
2010-03-11,1.9337
2010-03-10,1.94427
2010-03-09,1.95104
2010-03-08,1.96545
2010-03-05,1.97651
2010-03-04,1.9612
2010-03-03,1.9456
2010-03-02,1.94672
2010-03-01,1.955
2010-02-26,1.95893
2010-02-25,1.95304
2010-02-24,1.9427
2010-02-23,1.94218
2010-02-22,1.94217
2010-02-19,1.93762
2010-02-18,1.94258
2010-02-17,1.94629
2010-02-16,1.95193
2010-02-15,1.95902
2010-02-12,1.97264
2010-02-11,1.98585
2010-02-10,1.9899
2010-02-09,1.98609
2010-02-08,1.98708
2010-02-05,1.98119
2010-02-04,1.96462
2010-02-03,1.97007
2010-02-02,1.97628
2010-02-01,1.97723
2010-01-29,1.98132
2010-01-28,1.98852
2010-01-27,1.98557
2010-01-26,1.98612
2010-01-25,1.98084
2010-01-22,1.95775
2010-01-21,1.94941
2010-01-20,1.94567
2010-01-19,1.94978
2010-01-18,1.95234
2010-01-15,1.95759
2010-01-14,1.95883
2010-01-13,1.95805
2010-01-12,1.95757
2010-01-11,1.95487
2010-01-08,1.95456
2010-01-07,1.95933
2010-01-06,1.96719
2010-01-05,1.97687
2010-01-04,1.9793
2010-01-01,1.9862
2009-12-31,2.0045
2009-12-30,2.02332
2009-12-29,2.03454
2009-12-28,2.03721
2009-12-25,2.03587
2009-12-24,2.03376
2009-12-23,2.02588
2009-12-22,2.01866
2009-12-21,2.01657
2009-12-18,2.0197
2009-12-17,2.01885
2009-12-16,2.0167
2009-12-15,2.01781
2009-12-14,2.02048
2009-12-11,2.04585
2009-12-10,2.07485
2009-12-09,2.07747
2009-12-08,2.07647
2009-12-07,2.07626
2009-12-04,2.07946
2009-12-03,2.07879
2009-12-02,2.08884
2009-12-01,2.10171
2009-11-30,2.09953
2009-11-27,2.07856
2009-11-26,2.05962
2009-11-25,2.05246
2009-11-24,2.04932
2009-11-23,2.04225
2009-11-20,2.01724
2009-11-19,1.99998
2009-11-18,2.00304
2009-11-17,2.00789
2009-11-16,2.01281
2009-11-13,2.02518
2009-11-12,2.02265
2009-11-11,2.02348
2009-11-10,2.03368
2009-11-09,2.05085
2009-11-06,2.05445
2009-11-05,2.04559
2009-11-04,2.05201
2009-11-03,2.05307
2009-11-02,2.04469
2009-10-30,2.02488
2009-10-29,2.00116
2009-10-28,1.99068
2009-10-27,1.99096
2009-10-26,1.98796
2009-10-23,1.98551
2009-10-22,1.98591
2009-10-21,1.99162
2009-10-20,2.00315
2009-10-19,2.00905
2009-10-16,2.00753
2009-10-15,2.0122
2009-10-14,2.01162
2009-10-13,2.01079
2009-10-12,2.00114
2009-10-09,1.99608
2009-10-08,2.00223
2009-10-07,2.01384
2009-10-06,2.03069
2009-10-05,2.03144
2009-10-02,2.02581
2009-10-01,2.03118
2009-09-30,2.0385
2009-09-29,2.04401
2009-09-28,2.04307
2009-09-25,2.04289
2009-09-24,2.04633
2009-09-23,2.06271
2009-09-22,2.0769
2009-09-21,2.07144
2009-09-18,2.06803
2009-09-17,2.07477
2009-09-16,2.0832
2009-09-15,2.07342
2009-09-14,2.07033
2009-09-11,2.08635
2009-09-10,2.08147
2009-09-09,2.07532
2009-09-08,2.07591
2009-09-07,2.09088
2009-09-04,2.11
2009-09-03,2.10436
2009-09-02,2.09422
2009-09-01,2.09268
2009-08-31,2.09182
2009-08-28,2.09074
2009-08-27,2.08724
2009-08-26,2.08752
2009-08-25,2.09289
2009-08-24,2.10236
2009-08-21,2.10621
2009-08-20,2.10316
2009-08-19,2.10426
2009-08-18,2.1033
2009-08-17,2.10028
2009-08-14,2.11394
2009-08-13,2.11585
2009-08-12,2.10409
2009-08-11,2.10548
2009-08-10,2.1224
2009-08-07,2.14207
2009-08-06,2.14572
2009-08-05,2.15503
2009-08-04,2.15313
2009-08-03,2.15589
2009-07-31,2.15507
2009-07-30,2.15465
2009-07-29,2.16335
2009-07-28,2.16715
2009-07-27,2.16248
2009-07-24,2.16009
2009-07-23,2.1658
2009-07-22,2.17249
2009-07-21,2.18164
2009-07-20,2.18701
2009-07-17,2.1839
2009-07-16,2.18884
2009-07-15,2.20983
2009-07-14,2.22044
2009-07-13,2.21993
2009-07-10,2.21734
2009-07-09,2.20935
2009-07-08,2.20695
2009-07-07,2.21896
2009-07-06,2.21852
2009-07-03,2.20586
2009-07-02,2.17868
2009-07-01,2.16773
2009-06-30,2.17362
2009-06-29,2.17809
2009-06-26,2.18243
2009-06-25,2.19475
2009-06-24,2.1962
2009-06-23,2.17694
2009-06-22,2.17852
2009-06-19,2.19598
2009-06-18,2.19711
2009-06-17,2.18946
2009-06-16,2.18531
2009-06-15,2.18588
2009-06-12,2.20788
2009-06-11,2.23444
2009-06-10,2.23865
2009-06-09,2.23399
2009-06-08,2.23371
2009-06-05,2.22482
2009-06-04,2.19254
2009-06-03,2.18592
2009-06-02,2.19894
2009-06-01,2.22057
2009-05-29,2.2406
2009-05-28,2.25053
2009-05-27,2.2603
2009-05-26,2.26281
2009-05-25,2.26508
2009-05-22,2.2708
2009-05-21,2.2646
2009-05-20,2.2744
2009-05-19,2.29643
2009-05-18,2.30096
2009-05-15,2.28424
2009-05-14,2.26653
2009-05-13,2.25447
2009-05-12,2.25151
2009-05-11,2.25654
2009-05-08,2.26756
2009-05-07,2.2991
2009-05-06,2.31498
2009-05-05,2.32467
2009-05-04,2.33379
2009-05-01,2.33515
2009-04-30,2.32997
2009-04-29,2.32857
2009-04-28,2.3187
2009-04-27,2.32225
2009-04-24,2.33219
2009-04-23,2.32425
2009-04-22,2.31832
2009-04-21,2.30352
2009-04-20,2.2978
2009-04-17,2.29395
2009-04-16,2.27674
2009-04-15,2.25941
2009-04-14,2.25779
2009-04-13,2.26835
2009-04-10,2.28874
2009-04-09,2.29933
2009-04-08,2.29222
2009-04-07,2.29113
2009-04-06,2.31184
2009-04-03,2.34298
2009-04-02,2.35211
2009-04-01,2.33759
2009-03-31,2.33919
2009-03-30,2.34325
2009-03-27,2.37702
2009-03-26,2.39477
2009-03-25,2.39713
2009-03-24,2.41757
2009-03-23,2.4459
2009-03-20,2.47013
2009-03-19,2.46065
2009-03-18,2.45237
2009-03-17,2.45888
2009-03-16,2.47531
2009-03-13,2.50793
2009-03-12,2.53244
2009-03-11,2.53976
2009-03-10,2.52507
2009-03-09,2.51432
2009-03-06,2.51007
2009-03-05,2.5231
2009-03-04,2.54074
2009-03-03,2.53924
2009-03-02,2.51819
2009-02-27,2.49598
2009-02-26,2.49526
2009-02-25,2.5027
2009-02-24,2.50885
2009-02-23,2.49062
2009-02-20,2.46411
2009-02-19,2.46976
2009-02-18,2.46826
2009-02-17,2.46044
2009-02-16,2.46044
2009-02-13,2.46256
2009-02-12,2.44915
2009-02-11,2.4291
2009-02-10,2.43393
2009-02-09,2.46142
2009-02-06,2.51932
2009-02-05,2.54067
2009-02-04,2.54083
2009-02-03,2.52927
2009-02-02,2.51998
2009-01-30,2.51416
2009-01-29,2.49639
2009-01-28,2.48244
2009-01-27,2.45993
2009-01-26,2.45659
2009-01-23,2.46248
2009-01-22,2.45946
2009-01-21,2.4342
2009-01-20,2.42109
2009-01-19,2.43691
2009-01-16,2.43338
2009-01-15,2.39277
2009-01-14,2.34321
2009-01-13,2.28667
2009-01-12,2.28855
2009-01-09,2.30021
2009-01-08,2.28077
2009-01-07,2.31048
2009-01-06,2.35272
2009-01-05,2.38566
2009-01-02,2.41357
2009-01-01,2.42865
2008-12-31,2.44016
2008-12-30,2.44378
2008-12-29,2.43893
2008-12-26,2.44234
2008-12-25,2.44455
2008-12-24,2.43763
2008-12-23,2.42429
2008-12-22,2.42255
2008-12-19,2.42642
2008-12-18,2.43788
2008-12-17,2.45107
2008-12-16,2.45068
2008-12-15,2.43304
2008-12-12,2.38971
2008-12-11,2.3789
2008-12-10,2.37776
2008-12-09,2.37817
2008-12-08,2.37868
2008-12-05,2.38382
2008-12-04,2.38888
2008-12-03,2.37292
2008-12-02,2.33478
2008-12-01,2.3216
2008-11-28,2.34759
2008-11-27,2.36782
2008-11-26,2.37046
2008-11-25,2.35606
2008-11-24,2.33661
2008-11-21,2.31466
2008-11-20,2.2949
2008-11-19,2.28559
2008-11-18,2.27462
2008-11-17,2.26219
2008-11-14,2.22013
2008-11-13,2.18907
2008-11-12,2.17307
2008-11-11,2.15153
2008-11-10,2.15235
2008-11-07,2.15077
2008-11-06,2.13877
2008-11-05,2.14655
2008-11-04,2.17332
2008-11-03,2.19427
2008-10-31,2.21299
2008-10-30,2.239
2008-10-29,2.27636
2008-10-28,2.27767
2008-10-27,2.23313
2008-10-24,2.16458
2008-10-23,2.15251
2008-10-22,2.16069
2008-10-21,2.18187
2008-10-20,2.19814
2008-10-17,2.20743
2008-10-16,2.19653
2008-10-15,2.21312
2008-10-14,2.24938
2008-10-13,2.24774
2008-10-10,2.23293
2008-10-09,2.19499
2008-10-08,2.13114
2008-10-07,2.09677
2008-10-06,2.08157
2008-10-03,2.08719
2008-10-02,2.10677
2008-10-01,2.12517
2008-09-30,2.12503
2008-09-29,2.13408
2008-09-26,2.14401
2008-09-25,2.14678
2008-09-24,2.13399
2008-09-23,2.11014
2008-09-22,2.11891
2008-09-19,2.14944
2008-09-18,2.1583
2008-09-17,2.16342
2008-09-16,2.14301
2008-09-15,2.13577
2008-09-12,2.1316
2008-09-11,2.11009
2008-09-10,2.10888
2008-09-09,2.11903
2008-09-08,2.12752
2008-09-05,2.11974
2008-09-04,2.11844
2008-09-03,2.10711
2008-09-02,2.09808
2008-09-01,2.09508
2008-08-29,2.09718
2008-08-28,2.10233
2008-08-27,2.10037
2008-08-26,2.08757
2008-08-25,2.08103
2008-08-22,2.0704
2008-08-21,2.07052
2008-08-20,2.07258
2008-08-19,2.07598
2008-08-18,2.09659
2008-08-15,2.13267
2008-08-14,2.14231
2008-08-13,2.13473
2008-08-12,2.13261
2008-08-11,2.13743
2008-08-08,2.1445
2008-08-07,2.13712
2008-08-06,2.13712
2008-08-05,2.13762
2008-08-04,2.13458
2008-08-01,2.1228
2008-07-31,2.11762
2008-07-30,2.11572
2008-07-29,2.11585
2008-07-28,2.11507
2008-07-25,2.10213
2008-07-24,2.08784
2008-07-23,2.08675
2008-07-22,2.08379
2008-07-21,2.07419
2008-07-18,2.06022
2008-07-17,2.06487
2008-07-16,2.07886
2008-07-15,2.08948
2008-07-14,2.08792
2008-07-11,2.07881
2008-07-10,2.08237
2008-07-09,2.08286
2008-07-08,2.07319
2008-07-07,2.07739
2008-07-04,2.0859
2008-07-03,2.08097
2008-07-02,2.07242
2008-07-01,2.07148
2008-06-30,2.07478
2008-06-27,2.06709
2008-06-26,2.05573
2008-06-25,2.05086
2008-06-24,2.04895
2008-06-23,2.04899
2008-06-20,2.04734
2008-06-19,2.05243
2008-06-18,2.05403
2008-06-17,2.05266
2008-06-16,2.05301
2008-06-13,2.05472
2008-06-12,2.05558
2008-06-11,2.0584
2008-06-10,2.05645
2008-06-09,2.03928
2008-06-06,2.00066
2008-06-05,1.97856
2008-06-04,1.98089
2008-06-03,1.98421
2008-06-02,1.98808
2008-05-30,1.99139
2008-05-29,1.99383
2008-05-28,2.00004
2008-05-27,2.00631
2008-05-26,2.00966
2008-05-23,2.01558
2008-05-22,2.01922
2008-05-21,2.01362
2008-05-20,2.01269
2008-05-19,2.02431
2008-05-16,2.03702
2008-05-15,2.02391
2008-05-14,2.01676
2008-05-13,2.01372
2008-05-12,2.00285
2008-05-09,1.97836
2008-05-08,1.96725
2008-05-07,1.97213
2008-05-06,1.97578
2008-05-05,1.98387
2008-05-02,1.99769
2008-05-01,2.00231
2008-04-30,1.9995
2008-04-29,1.99477
2008-04-28,1.99657
2008-04-25,1.99438
2008-04-24,1.99942
2008-04-23,2.00294
2008-04-22,2.00214
2008-04-21,2.00816
2008-04-18,2.01701
2008-04-17,2.01311
2008-04-16,2.00442
2008-04-15,1.99644
2008-04-14,1.98743
2008-04-11,1.97848
2008-04-10,1.97625
2008-04-09,1.97515
2008-04-08,1.97973
2008-04-07,1.99097
2008-04-04,1.98493
2008-04-03,1.98998
2008-04-02,2.00123
2008-04-01,1.99256
2008-03-31,1.97514
2008-03-28,1.95879
2008-03-27,1.94403
2008-03-26,1.93836
2008-03-25,1.94529
2008-03-24,1.94336
2008-03-21,1.94336
2008-03-20,1.94249
2008-03-19,1.957
2008-03-18,1.94601
2008-03-17,1.92672
2008-03-14,1.92297
2008-03-13,1.92277
2008-03-12,1.93409
2008-03-11,1.93746
2008-03-10,1.92575
2008-03-07,1.90835
2008-03-06,1.90177
2008-03-05,1.89713
2008-03-04,1.90257
2008-03-03,1.88427
2008-02-29,1.85029
2008-02-28,1.83728
2008-02-27,1.83158
2008-02-26,1.83344
2008-02-25,1.8378
2008-02-22,1.84532
2008-02-21,1.84491
2008-02-20,1.84444
2008-02-19,1.85202
2008-02-18,1.85649
2008-02-15,1.85314
2008-02-14,1.84683
2008-02-13,1.84049
2008-02-12,1.84134
2008-02-11,1.84465
2008-02-08,1.85915
2008-02-07,1.86854
2008-02-06,1.86738
2008-02-05,1.86577
2008-02-04,1.87487
2008-02-01,1.89656
2008-01-31,1.89864
2008-01-30,1.90271
2008-01-29,1.9094
2008-01-28,1.91083
2008-01-25,1.91216
2008-01-24,1.92329
2008-01-23,1.92918
2008-01-22,1.92394
2008-01-21,1.91531
2008-01-18,1.90512
2008-01-17,1.90098
2008-01-16,1.88548
2008-01-15,1.8875
2008-01-14,1.89025
2008-01-11,1.89882
2008-01-10,1.90871
2008-01-09,1.9142
2008-01-08,1.92268
2008-01-07,1.91577
2008-01-04,1.90044
2008-01-03,1.90199
2008-01-02,1.9031
2008-01-01,1.90078
2007-12-31,1.89625
2007-12-28,1.88692
2007-12-27,1.88215
2007-12-26,1.88019
2007-12-25,1.88237
2007-12-24,1.89005
2007-12-21,1.90164
2007-12-20,1.90577
2007-12-19,1.90218
2007-12-18,1.89011
2007-12-17,1.88084
2007-12-14,1.87327
2007-12-13,1.87646
2007-12-12,1.88344
2007-12-11,1.88931
2007-12-10,1.88903
2007-12-07,1.90562
2007-12-06,1.92706
2007-12-05,1.92274
2007-12-04,1.91625
2007-12-03,1.91549
2007-11-30,1.92527
2007-11-29,1.94781
2007-11-28,1.96091
2007-11-27,1.95448
2007-11-26,1.96065
2007-11-23,1.9663
2007-11-22,1.95216
2007-11-21,1.93968
2007-11-20,1.93411
2007-11-19,1.93154
2007-11-16,1.92251
2007-11-15,1.92434
2007-11-14,1.93563
2007-11-13,1.93068
2007-11-12,1.91115
2007-11-09,1.88444
2007-11-08,1.87032
2007-11-07,1.88194
2007-11-06,1.8943
2007-11-05,1.89012
2007-11-02,1.88142
2007-11-01,1.88211
2007-10-31,1.87569
2007-10-30,1.87512
2007-10-29,1.88192
2007-10-26,1.88876
2007-10-25,1.89104
2007-10-24,1.90249
2007-10-23,1.91784
2007-10-22,1.90766
2007-10-19,1.89657
2007-10-18,1.89189
2007-10-17,1.86625
2007-10-16,1.83532
2007-10-15,1.83356
2007-10-12,1.8487
2007-10-11,1.84811
2007-10-10,1.84482
2007-10-09,1.84982
2007-10-08,1.86263
2007-10-05,1.86866
2007-10-04,1.86341
2007-10-03,1.86424
2007-10-02,1.87214
2007-10-01,1.88543
2007-09-28,1.895
2007-09-27,1.90315
2007-09-26,1.90058
2007-09-25,1.89376
2007-09-24,1.89556
2007-09-21,1.90431
2007-09-20,1.93285
2007-09-19,1.9579
2007-09-18,1.9484
2007-09-17,1.94671
2007-09-14,1.95223
2007-09-13,1.96591
2007-09-12,1.98702
2007-09-11,1.9952
2007-09-10,1.98802
2007-09-07,1.97516
2007-09-06,1.95675
2007-09-05,1.94159
2007-09-04,1.94101
2007-09-03,1.94152
2007-08-31,1.94484
2007-08-30,1.94204
2007-08-29,1.91107
2007-08-28,1.89213
2007-08-27,1.8996
2007-08-24,1.9176
2007-08-23,1.93516
2007-08-22,1.93656
2007-08-21,1.93759
2007-08-20,1.93777
2007-08-17,1.92055
2007-08-16,1.8701
2007-08-15,1.85137
2007-08-14,1.84005
2007-08-13,1.82449
2007-08-10,1.80371
2007-08-09,1.80475
2007-08-08,1.81129
2007-08-07,1.81473
2007-08-06,1.80162
2007-08-03,1.79072
2007-08-02,1.7914
2007-08-01,1.78451
2007-07-31,1.78872
2007-07-30,1.76202
2007-07-27,1.71955
2007-07-26,1.71152
2007-07-25,1.7167
2007-07-24,1.72935
2007-07-23,1.73717
2007-07-20,1.74242
2007-07-19,1.74183
2007-07-18,1.74248
2007-07-17,1.74781
2007-07-16,1.75503
2007-07-13,1.7645
2007-07-12,1.76405
2007-07-11,1.75077
2007-07-10,1.7435
2007-07-09,1.74082
2007-07-06,1.74007
2007-07-05,1.74153
2007-07-04,1.74336
2007-07-03,1.74909
2007-07-02,1.75458
2007-06-29,1.75949
2007-06-28,1.7604
2007-06-27,1.75651
2007-06-26,1.76056
2007-06-25,1.76198
2007-06-22,1.76074
2007-06-21,1.76969
2007-06-20,1.77626
2007-06-19,1.77594
2007-06-18,1.77334
2007-06-15,1.77334
2007-06-14,1.77409
2007-06-13,1.77381
2007-06-12,1.76407
2007-06-11,1.76458
2007-06-08,1.79078
2007-06-07,1.79986
2007-06-06,1.80349
2007-06-05,1.80561
2007-06-04,1.81561
2007-06-01,1.83886
2007-05-31,1.84712
2007-05-30,1.85097
2007-05-29,1.85184
2007-05-28,1.84996
2007-05-25,1.84789
2007-05-24,1.84838
2007-05-23,1.84767
2007-05-22,1.84819
2007-05-21,1.8478
2007-05-18,1.84489
2007-05-17,1.84129
2007-05-16,1.83786
2007-05-15,1.83914
2007-05-14,1.84341
2007-05-11,1.84315
2007-05-10,1.84049
2007-05-09,1.84221
2007-05-08,1.84556
2007-05-07,1.84438
2007-05-04,1.84165
2007-05-03,1.83985
2007-05-02,1.8404
2007-05-01,1.84156
2007-04-30,1.83795
2007-04-27,1.83307
2007-04-26,1.83114
2007-04-25,1.82677
2007-04-24,1.82007
2007-04-23,1.82273
2007-04-20,1.82763
2007-04-19,1.8246
2007-04-18,1.82988
2007-04-17,1.83305
2007-04-16,1.83963
2007-04-13,1.8472
2007-04-12,1.84555
2007-04-11,1.85026
2007-04-10,1.85474
2007-04-09,1.85616
2007-04-06,1.85448
2007-04-05,1.85449
2007-04-04,1.85578
2007-04-03,1.86417
2007-04-02,1.86993
2007-03-30,1.87011
2007-03-29,1.86617
2007-03-28,1.86098
2007-03-27,1.86555
2007-03-26,1.8732
2007-03-23,1.88341
2007-03-22,1.88893
2007-03-21,1.89599
2007-03-20,1.90595
2007-03-19,1.90944
2007-03-16,1.9123
2007-03-15,1.91202
2007-03-14,1.8968
2007-03-13,1.89667
2007-03-12,1.90929
2007-03-09,1.9255
2007-03-08,1.92447
2007-03-07,1.93031
2007-03-06,1.92494
2007-03-05,1.9069
2007-03-02,1.89077
2007-03-01,1.88014
2007-02-28,1.86396
2007-02-27,1.86049
2007-02-26,1.86211
2007-02-23,1.86291
2007-02-22,1.8715
2007-02-21,1.87636
2007-02-20,1.87895
2007-02-19,1.88651
2007-02-16,1.89156
2007-02-15,1.89242
2007-02-14,1.8959
2007-02-13,1.89967
2007-02-12,1.90004
2007-02-09,1.89909
2007-02-08,1.90169
2007-02-07,1.89519
2007-02-06,1.89693
2007-02-05,1.90034
2007-02-02,1.89392
2007-02-01,1.88077
2007-01-31,1.86377
2007-01-30,1.85636
2007-01-29,1.85378
2007-01-26,1.85518
2007-01-25,1.85862
2007-01-24,1.85593
2007-01-23,1.86152
2007-01-22,1.86421
2007-01-19,1.86758
2007-01-18,1.86607
2007-01-17,1.86169
2007-01-16,1.86745
2007-01-15,1.87356
2007-01-12,1.87899
2007-01-11,1.88216
2007-01-10,1.88747
2007-01-09,1.8948
2007-01-08,1.88632
2007-01-05,1.87197
2007-01-04,1.87416
2007-01-03,1.87392
2007-01-02,1.87175
2007-01-01,1.87175
2006-12-29,1.86989
2006-12-28,1.87207
2006-12-27,1.8745
2006-12-26,1.87616
2006-12-25,1.8828
2006-12-22,1.89533
2006-12-21,1.89582
2006-12-20,1.89723
2006-12-19,1.89657
2006-12-18,1.901
2006-12-15,1.91302
2006-12-14,1.91956
2006-12-13,1.92108
2006-12-12,1.92129
2006-12-11,1.92575
2006-12-08,1.93536
2006-12-07,1.94007
2006-12-06,1.93694
2006-12-05,1.93741
2006-12-04,1.93767
2006-12-01,1.9384
2006-11-30,1.94645
2006-11-29,1.95641
2006-11-28,1.95431
2006-11-27,1.9418
2006-11-24,1.92657
2006-11-23,1.91905
2006-11-22,1.91884
2006-11-21,1.92652
2006-11-20,1.93151
2006-11-17,1.93712
2006-11-16,1.94008
2006-11-15,1.93879
2006-11-14,1.93253
2006-11-13,1.92531
2006-11-10,1.91647
2006-11-09,1.90775
2006-11-08,1.9038
2006-11-07,1.90063
2006-11-06,1.89815
2006-11-03,1.89904
2006-11-02,1.90424
2006-11-01,1.91258
2006-10-31,1.92058
2006-10-30,1.92385
2006-10-27,1.91777
2006-10-26,1.89861
2006-10-25,1.89115
2006-10-24,1.88832
2006-10-23,1.88867
2006-10-20,1.89024
2006-10-19,1.89193
2006-10-18,1.89784
2006-10-17,1.90343
2006-10-16,1.9025
2006-10-13,1.90096
2006-10-12,1.90278
2006-10-11,1.91102
2006-10-10,1.91694
2006-10-09,1.91368
2006-10-06,1.91916
2006-10-05,1.92975
2006-10-04,1.93723
2006-10-03,1.94235
2006-10-02,1.93996
2006-09-29,1.93368
2006-09-28,1.91948
2006-09-27,1.90952
2006-09-26,1.92273
2006-09-25,1.93004
2006-09-22,1.92598
2006-09-21,1.9211
2006-09-20,1.91379
2006-09-19,1.90971
2006-09-18,1.91879
2006-09-15,1.94686
2006-09-14,1.97662
2006-09-13,1.98534
2006-09-12,1.98875
2006-09-11,1.98283
2006-09-08,1.97519
2006-09-07,1.97857
2006-09-06,1.97519
2006-09-05,1.9626
2006-09-04,1.96183
2006-09-01,1.97344
2006-08-31,1.98934
2006-08-30,2.0012
2006-08-29,2.00506
2006-08-28,2.00513
2006-08-25,2.00636
2006-08-24,2.00602
2006-08-23,2.01149
2006-08-22,2.00985
2006-08-21,2.00528
2006-08-18,2.00627
2006-08-17,2.0126
2006-08-16,2.01543
2006-08-15,2.00913
2006-08-14,2.01641
2006-08-11,2.03586
2006-08-10,2.04858
2006-08-09,2.05534
2006-08-08,2.05919
2006-08-07,2.05904
2006-08-04,2.06282
2006-08-03,2.0682
2006-08-02,2.06521
2006-08-01,2.06581
2006-07-31,2.05928
2006-07-28,2.03718
2006-07-27,2.01932
2006-07-26,2.02496
2006-07-25,2.03344
2006-07-24,2.03173
2006-07-21,2.01898
2006-07-20,2.00706
2006-07-19,2.01233
2006-07-18,2.03138
2006-07-17,2.04565
2006-07-14,2.0592
2006-07-13,2.07097
2006-07-12,2.08352
2006-07-11,2.09266
2006-07-10,2.10164
2006-07-07,2.10467
2006-07-06,2.10043
2006-07-05,2.10153
2006-07-04,2.10153
2006-07-03,2.10193
2006-06-30,2.10311
2006-06-29,2.09203
2006-06-28,2.0757
2006-06-27,2.06594
2006-06-26,2.05751
2006-06-23,2.04899
2006-06-22,2.03474
2006-06-21,2.03658
2006-06-20,2.04475
2006-06-19,2.04002
2006-06-16,2.02461
2006-06-15,2.01862
2006-06-14,2.0081
2006-06-13,1.99543
2006-06-12,2.00928
2006-06-09,2.03583
2006-06-08,2.04415
2006-06-07,2.04525
2006-06-06,2.04754
2006-06-05,2.03899
2006-06-02,2.01826
2006-06-01,2.01127
2006-05-31,2.01046
2006-05-30,2.00963
2006-05-29,2.00822
2006-05-26,2.01892
2006-05-25,2.05004
2006-05-24,2.06397
2006-05-23,2.0636
2006-05-22,2.0558
2006-05-19,2.05095
2006-05-18,2.05478
2006-05-17,2.06199
2006-05-16,2.06375
2006-05-15,2.05094
2006-05-12,2.03597
2006-05-11,2.02981
2006-05-10,2.00977
2006-05-09,1.99073
2006-05-08,1.98034
2006-05-05,1.97244
2006-05-04,1.97337
2006-05-03,1.97871
2006-05-02,1.97892
2006-05-01,1.97692
2006-04-28,1.97523
2006-04-27,1.97619
2006-04-26,1.96627
2006-04-25,1.95126
2006-04-24,1.95171
2006-04-21,1.95309
2006-04-20,1.95352
2006-04-19,1.95968
2006-04-18,1.96147
2006-04-17,1.95571
2006-04-14,1.95956
2006-04-13,1.97908
2006-04-12,1.9876
2006-04-11,1.98818
2006-04-10,1.99145
