Date,CURRFX.NZDJPY.1
2011-12-23,60.1391
2011-12-22,59.7645
2011-12-21,59.3312
2011-12-20,59.2229
2011-12-19,59.221
2011-12-18,59.221
2011-12-17,58.9208
2011-12-16,58.6494
2011-12-15,59.0553
2011-12-14,59.5725
2011-12-13,59.9139
2011-12-12,60.0557
2011-12-11,60.0557
2011-12-10,60.0806
2011-12-09,60.4845
2011-12-08,60.5509
2011-12-07,60.629
2011-12-06,60.7389
2011-12-05,60.6287
2011-12-04,60.6456
2011-12-03,60.6116
2011-12-02,60.1613
2011-12-01,59.497
2011-11-30,58.9146
2011-11-29,58.2039
2011-11-28,57.5684
2011-11-27,57.4721
2011-11-26,57.32
2011-11-25,57.2863
2011-11-24,57.4546
2011-11-23,57.6729
2011-11-22,57.9439
2011-11-21,58.1638
2011-11-20,58.245
2011-11-19,58.5147
2011-11-18,58.9101
2011-11-17,59.2791
2011-11-16,59.8909
2011-11-15,60.5194
2011-11-14,60.5925
2011-11-13,60.4839
2011-11-12,60.3817
2011-11-11,60.8385
2011-11-10,61.6407
2011-11-09,62.0533
2011-11-08,62.1103
2011-11-07,62.043
2011-11-06,62.043
2011-11-05,61.7965
2011-11-04,61.6568
2011-11-03,62.2295
2011-11-02,62.9266
2011-11-01,62.9213
2011-10-31,62.2277
2011-10-30,62.2285
2011-10-29,61.9843
2011-10-28,61.194
2011-10-27,60.7068
2011-10-26,61.1326
2011-10-25,61.3015
2011-10-24,61.2239
2011-10-23,61.1199
2011-10-22,60.9329
2011-10-21,60.9992
2011-10-20,61.0005
2011-10-19,61.1631
2011-10-18,61.8841
2011-10-17,62.1606
2011-10-16,61.8896
2011-10-15,61.324
2011-10-14,60.9148
2011-10-13,60.3608
2011-10-12,59.8186
2011-10-11,59.4731
2011-10-10,59.1471
2011-10-09,59.1986
2011-10-08,59.1116
2011-10-07,58.6951
2011-10-06,58.1928
2011-10-05,58.0299
2011-10-04,58.5315
2011-10-03,58.7255
2011-10-02,58.7255
2011-10-01,59.0579
2011-09-30,59.7195
2011-09-29,60.1008
2011-09-28,59.7604
2011-09-27,59.2332
2011-09-26,59.4226
2011-09-25,59.4663
2011-09-24,59.8839
2011-09-23,61.1676
2011-09-22,62.6981
2011-09-21,63.0187
2011-09-20,63.3576
2011-09-19,63.6639
2011-09-18,63.6187
2011-09-17,63.2933
2011-09-16,62.9608
2011-09-15,63.1958
2011-09-14,63.328
2011-09-13,63.4318
2011-09-12,63.7615
2011-09-11,63.9922
2011-09-10,64.4073
2011-09-09,64.3368
2011-09-08,63.984
2011-09-07,64.0948
2011-09-06,64.6868
2011-09-05,65.1173
2011-09-04,65.1942
2011-09-03,65.3471
2011-09-02,65.399
2011-09-01,65.3654
2011-08-31,65.1273
2011-08-30,64.6505
2011-08-29,64.4164
2011-08-28,64.3346
2011-08-27,64.1315
2011-08-26,63.8533
2011-08-25,63.4297
2011-08-24,63.4297
2011-08-23,62.913
2011-08-22,62.5928
2011-08-21,62.6979
2011-08-20,63.1686
2011-08-19,63.7995
2011-08-18,64.0276
2011-08-17,63.9933
2011-08-16,63.9858
2011-08-15,63.8426
2011-08-14,63.715
2011-08-13,63.2675
2011-08-12,63.1632
2011-08-11,63.4738
2011-08-10,63.7959
2011-08-09,65.2172
2011-08-08,66.0579
2011-08-07,66.0231
2011-08-06,66.3816
2011-08-05,66.9685
2011-08-04,66.9091
2011-08-03,67.6957
2011-08-02,67.8254
2011-08-01,67.5303
2011-07-31,67.4561
2011-07-30,67.5666
2011-07-29,67.8911
2011-07-28,67.9346
2011-07-27,67.8372
2011-07-26,67.7948
2011-07-25,67.8906
2011-07-24,67.8606
2011-07-23,67.7064
2011-07-22,67.565
2011-07-21,67.3872
2011-07-20,67.0105
2011-07-19,66.7886
2011-07-18,66.7927
2011-07-17,66.7927
2011-07-16,66.6522
2011-07-15,66.1938
2011-07-14,65.5007
2011-07-13,66.0673
2011-07-12,67.268
2011-07-11,67.5436
2011-07-10,67.5461
2011-07-09,67.4017
2011-07-08,67.0794
2011-07-07,67.021
2011-07-06,67.0883
2011-07-05,66.9417
2011-07-04,66.8763
2011-07-03,66.8295
2011-07-02,66.7344
2011-07-01,66.4992
2011-06-30,65.8219
2011-06-29,65.1111
2011-06-28,65.0497
2011-06-27,65.2809
2011-06-26,65.3306
2011-06-25,65.4201
2011-06-24,65.4353
2011-06-23,65.2279
2011-06-22,64.9736
2011-06-21,64.9209
2011-06-20,65.0538
2011-06-19,64.9973
2011-06-18,64.8841
2011-06-17,65.1284
2011-06-16,65.6336
2011-06-15,65.6185
2011-06-14,65.6686
2011-06-13,65.9837
2011-06-12,66.0428
2011-06-11,66.0784
2011-06-10,65.7288
2011-06-09,65.4436
2011-06-08,65.583
2011-06-07,65.4595
2011-06-06,65.5447
2011-06-05,65.5447
2011-06-04,65.7411
2011-06-03,66.2207
2011-06-02,66.8138
2011-06-01,66.6122
2011-05-31,66.1521
2011-05-30,66.1506
2011-05-29,66.1506
2011-05-28,66.0177
2011-05-27,65.6593
2011-05-26,65.2335
2011-05-25,64.9909
2011-05-24,64.8032
2011-05-23,64.966
2011-05-22,64.966
2011-05-21,64.7477
2011-05-20,64.3805
2011-05-19,63.8422
2011-05-18,63.4092
2011-05-17,63.4146
2011-05-16,63.6077
2011-05-15,63.7484
2011-05-14,63.9894
2011-05-13,64.1083
2011-05-12,64.0851
2011-05-11,63.8176
2011-05-10,63.8176
2011-05-09,63.6552
2011-05-08,63.6552
2011-05-07,63.4295
2011-05-06,63.6234
2011-05-05,64.4827
2011-05-04,65.2657
2011-05-03,65.7169
2011-05-02,65.6661
2011-05-01,65.6661
2011-04-30,65.5663
2011-04-29,65.788
2011-04-28,65.872
2011-04-27,65.6179
2011-04-26,65.6845
2011-04-25,65.6562
2011-04-24,65.6562
2011-04-23,65.6656
2011-04-22,65.6977
2011-04-21,65.4303
2011-04-20,65.1518
2011-04-19,65.8812
2011-04-18,66.464
2011-04-17,66.4013
2011-04-16,66.1839
2011-04-15,66.0538
2011-04-14,66.0087
2011-04-13,65.9958
2011-04-12,66.3279
2011-04-11,66.3748
2011-04-10,66.3686
2011-04-09,66.3291
2011-04-08,66.1184
2011-04-07,65.5713
2011-04-06,64.7725
2011-04-05,64.5783
2011-04-04,64.5523
2011-04-03,64.3228
2011-04-02,63.6377
2011-04-01,63.0805
2011-03-31,62.4853
2011-03-30,61.5784
2011-03-29,61.3572
2011-03-28,61.1951
2011-03-27,61.1951
2011-03-26,60.7923
2011-03-25,60.236
2011-03-24,59.8977
2011-03-23,59.7345
2011-03-22,59.2447
2011-03-21,58.926
2011-03-20,58.9237
2011-03-19,58.1146
2011-03-18,57.6256
2011-03-17,59.2441
2011-03-16,59.9775
2011-03-15,60.6174
2011-03-14,60.8153
2011-03-13,60.8153
2011-03-12,60.8851
2011-03-11,61.0567
2011-03-10,61.1086
2011-03-09,60.8319
2011-03-08,60.6557
2011-03-07,60.742
2011-03-06,60.7957
2011-03-05,60.8772
2011-03-04,60.9102
2011-03-03,61.1212
2011-03-02,61.5605
2011-03-01,61.4482
2011-02-28,61.4009
2011-02-27,61.4009
2011-02-26,61.3632
2011-02-25,61.4335
2011-02-24,62.0114
2011-02-23,62.8322
2011-02-22,63.4163
2011-02-21,63.3681
2011-02-20,63.3681
2011-02-19,63.3009
2011-02-18,63.1086
2011-02-17,63.0739
2011-02-16,63.2106
2011-02-15,63.2106
2011-02-14,63.4202
2011-02-13,63.4202
2011-02-12,63.463
2011-02-11,63.6167
2011-02-10,63.6483
2011-02-09,63.5298
2011-02-08,63.3357
2011-02-07,63.2837
2011-02-06,63.2235
2011-02-05,63.1052
2011-02-04,63.2795
2011-02-03,63.5491
2011-02-02,63.3841
2011-02-01,63.3866
2011-01-31,63.5157
2011-01-30,63.6414
2011-01-29,63.7883
2011-01-28,63.5052
2011-01-27,63.0752
2011-01-26,62.9585
2011-01-25,62.7417
2011-01-24,62.5621
2011-01-23,62.5851
2011-01-22,62.7001
2011-01-21,63.0985
2011-01-20,63.6724
2011-01-19,63.7577
2011-01-18,63.6794
2011-01-17,63.4961
2011-01-16,63.5464
2011-01-15,63.5861
2011-01-14,63.3864
2011-01-13,63.1768
2011-01-12,63.1274
2011-01-11,63.1723
2011-01-10,63.2339
2011-01-09,63.2125
2011-01-08,63.1194
2011-01-07,63.006
2011-01-06,63.0098
2011-01-05,63.1384
2011-01-04,63.2206
2011-01-03,63.3038
2011-01-02,63.2099
2011-01-01,62.9061
2010-12-31,62.6031
2010-12-30,62.3242
2010-12-29,62.043
2010-12-28,62.0057
2010-12-27,62.0606
2010-12-26,62.0763
2010-12-25,62.0325
2010-12-24,62.0376
2010-12-23,62.2131
2010-12-22,62.1915
2010-12-21,61.9487
2010-12-20,61.8363
2010-12-19,61.9235
2010-12-18,62.1037
2010-12-17,62.3511
2010-12-16,62.7218
2010-12-15,62.8549
2010-12-14,62.9031
2010-12-13,62.7372
2010-12-12,62.7372
2010-12-11,62.7622
2010-12-10,62.8571
2010-12-09,63.0699
2010-12-08,63.151
2010-12-07,63.151
2010-12-06,63.2261
2010-12-05,63.224
2010-12-04,63.2103
2010-12-03,62.9273
2010-12-02,62.6666
2010-12-01,62.6666
2010-11-30,62.9876
2010-11-29,63.0264
2010-11-28,63.1214
2010-11-27,63.3764
2010-11-26,63.4687
2010-11-25,63.6033
2010-11-24,64.23
2010-11-23,64.8497
2010-11-22,64.9817
2010-11-21,64.9817
2010-11-20,64.746
2010-11-19,64.3586
2010-11-18,64.0746
2010-11-17,64.1068
2010-11-16,63.9593
2010-11-15,63.8629
2010-11-14,63.8629
2010-11-13,64.0948
2010-11-12,64.2411
2010-11-11,63.817
2010-11-10,63.8167
2010-11-09,64.282
2010-11-08,64.512
2010-11-07,64.512
2010-11-06,64.1202
2010-11-05,63.4079
2010-11-04,62.3521
2010-11-03,61.8949
2010-11-02,61.679
2010-11-01,61.5974
2010-10-31,61.4159
2010-10-30,61.0735
2010-10-29,60.9734
2010-10-28,60.899
2010-10-27,60.887
2010-10-26,60.7984
2010-10-25,60.7722
2010-10-24,60.7564
2010-10-23,60.7906
2010-10-22,60.8949
2010-10-21,61.0216
2010-10-20,61.2033
2010-10-19,61.4012
2010-10-18,61.5838
2010-10-17,61.5641
2010-10-16,61.6242
2010-10-15,61.9172
2010-10-14,61.9094
2010-10-13,61.6391
2010-10-12,61.8316
2010-10-11,61.9325
2010-10-10,61.8266
2010-10-09,61.8416
2010-10-08,62.2278
2010-10-07,62.2633
2010-10-06,61.9837
2010-10-05,61.8703
2010-10-04,61.8606
2010-10-03,61.8606
2010-10-02,61.6028
2010-10-01,61.5528
2010-09-30,61.7938
2010-09-29,61.8495
2010-09-28,61.8562
2010-09-27,61.8161
2010-09-26,61.817
2010-09-25,61.7638
2010-09-24,61.9317
2010-09-23,62.3573
2010-09-22,62.363
2010-09-21,62.4186
2010-09-20,62.3036
2010-09-19,62.3534
2010-09-18,62.2702
2010-09-17,62.1974
2010-09-16,61.9017
2010-09-15,61.1005
2010-09-14,61.383
2010-09-13,61.2964
2010-09-12,61.2265
2010-09-11,60.977
2010-09-10,60.5939
2010-09-09,60.4018
2010-09-08,60.6372
2010-09-07,60.8328
2010-09-06,60.7205
2010-09-05,60.692
2010-09-04,60.4663
2010-09-03,59.9851
2010-09-02,59.3526
2010-09-01,59.3916
2010-08-31,60.3419
2010-08-30,60.6029
2010-08-29,60.4014
2010-08-28,59.8828
2010-08-27,59.411
2010-08-26,59.2286
2010-08-25,59.7541
2010-08-24,60.4094
2010-08-23,60.4936
2010-08-22,60.3943
2010-08-21,60.4081
2010-08-20,60.8403
2010-08-19,60.9205
2010-08-18,60.576
2010-08-17,60.4887
2010-08-16,60.7709
2010-08-15,60.9076
2010-08-14,61.0153
2010-08-13,60.9564
2010-08-12,61.4344
2010-08-11,62.1773
2010-08-10,62.6027
2010-08-09,62.6817
2010-08-08,62.6347
2010-08-07,62.5497
2010-08-06,62.7222
2010-08-05,62.9877
2010-08-04,63.1833
2010-08-03,63.133
2010-08-02,62.7737
2010-08-01,62.6767
2010-07-31,62.7304
2010-07-30,63.4123
2010-07-29,64.0509
2010-07-28,64.0567
2010-07-27,63.6651
2010-07-26,63.6161
2010-07-25,63.5034
2010-07-24,63.0275
2010-07-23,62.4903
2010-07-22,62.2939
2010-07-21,61.8186
2010-07-20,61.4526
2010-07-19,61.5239
2010-07-18,61.7515
2010-07-17,62.6182
2010-07-16,63.5671
2010-07-15,63.5554
2010-07-14,63.0493
2010-07-13,62.9185
2010-07-12,62.9163
2010-07-11,62.9163
2010-07-10,62.6684
2010-07-09,61.8229
2010-07-08,60.7574
2010-07-07,60.6716
2010-07-06,60.4616
2010-07-05,60.4138
2010-07-04,60.5392
2010-07-03,60.528
2010-07-02,60.5754
2010-07-01,61.387
2010-06-30,62.3384
2010-06-29,63.4781
2010-06-28,63.6963
2010-06-27,63.5585
2010-06-26,63.3607
2010-06-25,63.6299
2010-06-24,64.047
2010-06-23,64.4096
2010-06-22,64.5515
2010-06-21,64.0775
2010-06-20,63.99
2010-06-19,63.8805
2010-06-18,63.7454
2010-06-17,63.6048
2010-06-16,63.6217
2010-06-15,63.6691
2010-06-14,63.253
2010-06-13,63.0788
2010-06-12,62.5872
2010-06-11,61.7351
2010-06-10,60.8752
2010-06-09,60.7058
2010-06-08,61.1781
2010-06-07,61.6919
2010-06-06,62.0317
2010-06-05,62.8618
2010-06-04,62.9309
2010-06-03,61.9748
2010-06-02,61.8365
2010-06-01,62.0413
2010-05-31,61.817
2010-05-30,61.8806
2010-05-29,61.6702
2010-05-28,60.8525
2010-05-27,60.014
2010-05-26,60.0673
2010-05-25,60.957
2010-05-24,61.103
2010-05-23,60.9304
2010-05-22,60.7611
2010-05-21,61.4241
2010-05-20,63.0447
2010-05-19,64.6049
2010-05-18,64.8269
2010-05-17,65.3738
2010-05-16,65.5077
2010-05-15,66.0765
2010-05-14,66.6042
2010-05-13,66.5483
2010-05-12,66.9315
2010-05-11,66.7179
2010-05-10,65.448
2010-05-09,65.4319
2010-05-08,65.9867
2010-05-07,67.2229
2010-05-06,68.1102
2010-05-05,68.6725
2010-05-04,68.5906
2010-05-03,68.1939
2010-05-02,68.3438
2010-05-01,68.3042
2010-04-30,67.6083
2010-04-29,67.1592
2010-04-28,67.4476
2010-04-27,67.7206
2010-04-26,67.3977
2010-04-25,67.1947
2010-04-24,66.5986
2010-04-23,66.227
2010-04-22,66.2004
2010-04-21,65.7722
2010-04-20,65.2553
2010-04-19,65.2873
2010-04-18,65.4758
2010-04-17,66.0143
2010-04-16,66.4617
2010-04-15,66.4399
2010-04-14,66.3881
2010-04-13,66.6194
2010-04-12,66.7095
2010-04-11,66.6876
2010-04-10,66.2382
2010-04-09,65.8486
2010-04-08,66.0766
2010-04-07,66.0839
2010-04-06,66.6079
2010-04-05,66.7014
2010-04-04,66.4877
2010-04-03,66.3848
2010-04-02,66.1936
2010-04-01,66.0766
2010-03-31,65.7886
2010-03-30,65.4032
2010-03-29,65.0662
2010-03-28,65.1383
2010-03-27,65.2339
2010-03-26,64.8398
2010-03-25,64.0944
2010-03-24,63.7182
2010-03-23,63.8223
2010-03-22,64.0939
2010-03-21,64.1792
2010-03-20,64.3881
2010-03-19,64.5397
2010-03-18,64.2967
2010-03-17,63.7293
2010-03-16,63.5654
2010-03-15,63.5747
2010-03-14,63.5462
2010-03-13,63.4574
2010-03-12,63.4976
2010-03-11,63.4551
2010-03-10,63.0559
2010-03-09,63.1562
2010-03-08,62.6107
2010-03-07,62.6107
2010-03-06,61.7385
2010-03-05,61.2297
2010-03-04,61.6844
2010-03-03,62.0901
2010-03-02,62.2089
2010-03-01,62.0962
2010-02-28,62.0589
2010-02-27,61.8226
2010-02-26,61.8352
2010-02-25,62.7247
2010-02-24,63.5688
2010-02-23,64.0559
2010-02-22,64.0263
2010-02-21,63.9713
2010-02-20,63.8935
2010-02-19,63.9361
2010-02-18,63.7783
2010-02-17,63.1972
2010-02-16,62.7751
2010-02-15,62.6704
2010-02-14,62.6704
2010-02-13,62.6389
2010-02-12,62.5631
2010-02-11,62.0454
2010-02-10,61.5721
2010-02-09,61.4824
2010-02-08,61.5363
2010-02-07,61.5181
2010-02-06,62.0496
2010-02-05,63.5086
2010-02-04,64.3416
2010-02-03,63.9489
2010-02-02,63.4348
2010-02-01,63.2609
2010-01-31,63.3824
2010-01-30,63.6673
2010-01-29,63.6295
2010-01-28,63.4501
2010-01-27,64.0222
2010-01-26,64.1629
2010-01-25,63.7966
2010-01-24,63.9461
2010-01-23,64.7309
2010-01-22,65.8289
2010-01-21,66.4803
2010-01-20,66.9927
2010-01-19,66.9571
2010-01-18,66.9737
2010-01-17,67.0718
2010-01-16,67.4633
2010-01-15,67.7319
2010-01-14,67.6706
2010-01-13,68.0777
2010-01-12,68.3176
2010-01-11,68.2418
2010-01-10,68.2418
2010-01-09,68.2139
2010-01-08,67.9871
2010-01-07,67.5978
2010-01-06,67.4963
2010-01-05,67.3671
2010-01-04,67.2875
2010-01-03,67.2964
2010-01-02,67.2512
2010-01-01,66.7986
2009-12-31,65.9212
2009-12-30,65.1986
2009-12-29,64.6966
2009-12-28,64.4603
2009-12-27,64.4653
2009-12-26,64.5663
2009-12-25,64.452
2009-12-24,64.3141
2009-12-23,64.3192
2009-12-22,64.2822
2009-12-21,64.3736
2009-12-20,64.2211
2009-12-19,64.051
2009-12-18,64.3236
2009-12-17,64.5376
2009-12-16,64.4851
2009-12-15,64.4298
2009-12-14,64.5878
2009-12-13,64.584
2009-12-12,64.344
2009-12-11,63.4456
2009-12-10,62.8306
2009-12-09,63.6298
2009-12-08,64.4588
2009-12-07,64.8807
2009-12-06,64.5584
2009-12-05,63.9161
2009-12-04,63.5547
2009-12-03,63.0462
2009-12-02,62.3818
2009-12-01,61.7975
2009-11-30,61.5796
2009-11-29,61.4351
2009-11-28,61.8572
2009-11-27,63.2463
2009-11-26,64.2826
2009-11-25,64.6538
2009-11-24,64.6895
2009-11-23,64.3736
2009-11-22,64.4885
2009-11-21,64.9648
2009-11-20,65.88
2009-11-19,66.5442
2009-11-18,66.5539
2009-11-17,66.6176
2009-11-16,66.6338
2009-11-15,66.4926
2009-11-14,66.3139
2009-11-13,66.4507
2009-11-12,66.5818
2009-11-11,66.532
2009-11-10,65.9428
2009-11-09,65.2732
2009-11-08,65.2925
2009-11-07,65.3354
2009-11-06,65.3292
2009-11-05,65.2553
2009-11-04,64.7942
2009-11-03,64.6922
2009-11-02,64.8721
2009-11-01,65.6058
2009-10-31,66.0897
2009-10-30,66.3996
2009-10-29,67.7586
2009-10-28,68.9075
2009-10-27,69.2902
2009-10-26,69.4477
2009-10-25,69.4285
2009-10-24,69.1904
2009-10-23,68.7462
2009-10-22,68.3338
2009-10-21,67.9689
2009-10-20,67.5883
2009-10-19,67.3377
2009-10-18,67.4114
2009-10-17,67.313
2009-10-16,66.6632
2009-10-15,66.1008
2009-10-14,66.041
2009-10-13,65.8965
2009-10-12,65.8978
2009-10-11,65.8591
2009-10-10,65.6573
2009-10-09,65.348
2009-10-08,65.2475
2009-10-07,65.1254
2009-10-06,64.5764
2009-10-05,64.1324
2009-10-04,64.1324
2009-10-03,64.1918
2009-10-02,64.7225
2009-10-01,64.6207
2009-09-30,64.3228
2009-09-29,64.1565
2009-09-28,64.4837
2009-09-27,64.6036
2009-09-26,65.108
2009-09-25,65.7286
2009-09-24,65.895
2009-09-23,65.4106
2009-09-22,64.8334
2009-09-21,64.7618
2009-09-20,64.7618
2009-09-19,64.8152
2009-09-18,64.7091
2009-09-17,64.2341
2009-09-16,63.7428
2009-09-15,63.7378
2009-09-14,64.1708
2009-09-13,64.1862
2009-09-12,64.1862
2009-09-11,64.2103
2009-09-10,64.2564
2009-09-09,64.2746
2009-09-08,64.1725
2009-09-07,63.6993
2009-09-06,63.6993
2009-09-05,63.0289
2009-09-04,62.4941
2009-09-03,62.8908
2009-09-02,63.551
2009-09-01,63.7023
2009-08-31,64.0038
2009-08-30,64.1327
2009-08-29,64.1598
2009-08-28,64.0725
2009-08-27,64.4778
2009-08-26,64.7106
2009-08-25,64.7014
2009-08-24,64.1697
2009-08-23,64.1697
2009-08-22,63.7349
2009-08-21,63.5607
2009-08-20,63.5269
2009-08-19,63.5155
2009-08-18,63.7045
2009-08-17,64.3607
2009-08-16,64.473
2009-08-15,64.6796
2009-08-14,64.4734
2009-08-13,64.3283
2009-08-12,65.1356
2009-08-11,65.5857
2009-08-10,65.6472
2009-08-09,65.2295
2009-08-08,64.3264
2009-08-07,63.9785
2009-08-06,63.8531
2009-08-05,63.366
2009-08-04,62.9585
2009-08-03,62.6535
2009-08-02,62.6105
2009-08-01,62.3527
2009-07-31,62.1
2009-07-30,62.2525
2009-07-29,62.4169
2009-07-28,62.3061
2009-07-27,62.1822
2009-07-26,62.1817
2009-07-25,62.204
2009-07-24,61.9261
2009-07-23,61.4697
2009-07-22,61.5475
2009-07-21,61.2671
2009-07-20,60.6528
2009-07-19,60.6528
2009-07-18,60.5356
2009-07-17,60.4816
2009-07-16,59.8624
2009-07-15,58.7077
2009-07-14,58.1384
2009-07-13,58.1481
2009-07-12,58.1481
2009-07-11,58.3419
2009-07-10,58.6621
2009-07-09,59.4734
2009-07-08,60.2431
2009-07-07,60.1594
2009-07-06,60.4838
2009-07-05,60.4936
2009-07-04,60.7858
2009-07-03,61.6058
2009-07-02,62.3123
2009-07-01,62.2034
2009-06-30,61.6838
2009-06-29,61.522
2009-06-28,61.522
2009-06-27,61.6123
2009-06-26,61.4361
2009-06-25,60.9169
2009-06-24,60.6097
2009-06-23,61.3553
2009-06-22,61.8884
2009-06-21,61.8884
2009-06-20,61.6017
2009-06-19,60.8847
2009-06-18,60.8237
2009-06-17,61.5898
2009-06-16,62.6673
2009-06-15,63.267
2009-06-14,63.1484
2009-06-13,62.804
2009-06-12,62.2287
2009-06-11,61.3931
2009-06-10,61.1361
2009-06-09,61.4772
2009-06-08,61.7863
2009-06-07,61.7265
2009-06-06,61.4113
2009-06-05,61.4091
2009-06-04,62.2578
2009-06-03,62.2339
2009-06-02,61.4566
2009-06-01,61.0262
2009-05-31,60.9702
2009-05-30,60.5035
2009-05-29,59.5579
2009-05-28,58.9631
2009-05-27,58.6529
2009-05-26,58.6753
2009-05-25,58.7406
2009-05-24,58.5608
2009-05-23,57.9073
2009-05-22,57.5296
2009-05-21,57.7568
2009-05-20,57.2305
2009-05-19,55.9931
2009-05-18,55.6975
2009-05-17,55.9647
2009-05-16,56.4678
2009-05-15,57.0308
2009-05-14,58.0477
2009-05-13,58.8755
2009-05-12,59.4088
2009-05-11,59.4361
2009-05-10,59.3151
2009-05-09,58.9445
2009-05-08,58.0665
2009-05-07,57.2019
2009-05-06,57.1211
2009-05-05,56.7662
2009-05-04,56.3956
2009-05-03,56.3956
2009-05-02,56.0159
2009-05-01,55.3739
2009-04-30,54.5759
2009-04-29,54.1836
2009-04-28,55.0958
2009-04-27,55.6049
2009-04-26,55.3643
2009-04-25,54.8985
2009-04-24,54.7081
2009-04-23,54.724
2009-04-22,54.9741
2009-04-21,55.8118
2009-04-20,56.3064
2009-04-19,56.4457
2009-04-18,56.7857
2009-04-17,57.0379
2009-04-16,57.7771
2009-04-15,58.7137
2009-04-14,58.7069
2009-04-13,58.467
2009-04-12,58.467
2009-04-11,58.3429
2009-04-10,57.9002
2009-04-09,57.8377
2009-04-08,58.7577
2009-04-07,59.2517
2009-04-06,58.553
2009-04-05,58.553
2009-04-04,57.6595
2009-04-03,56.1691
2009-04-02,55.6181
2009-04-01,55.6384
2009-03-31,55.164
2009-03-30,55.9747
2009-03-29,55.9747
2009-03-28,56.329
2009-03-27,55.8367
2009-03-26,55.2533
2009-03-25,55.2827
2009-03-24,54.1693
2009-03-23,53.3836
2009-03-22,53.3836
2009-03-21,52.7586
2009-03-20,52.2019
2009-03-19,52.1539
2009-03-18,52.0774
2009-03-17,51.6656
2009-03-16,51.3513
2009-03-15,51.3513
2009-03-14,50.6539
2009-03-13,49.6773
2009-03-12,49.3821
2009-03-11,49.1915
2009-03-10,49.3183
2009-03-09,49.2671
2009-03-08,49.2671
2009-03-07,49.3348
2009-03-06,49.5629
2009-03-05,49.0215
2009-03-04,48.4089
2009-03-03,48.4284
2009-03-02,48.8679
2009-03-01,49.0368
2009-02-28,49.5752
2009-02-27,49.9171
2009-02-26,49.4253
2009-02-25,48.4335
2009-02-24,47.818
2009-02-23,47.7571
2009-02-22,47.7186
2009-02-21,47.8158
2009-02-20,47.8313
2009-02-19,47.2503
2009-02-18,47.3243
2009-02-17,47.7486
2009-02-16,48.0154
2009-02-15,48.0067
2009-02-14,47.6504
2009-02-13,47.1946
2009-02-12,47.7487
2009-02-11,48.6574
2009-02-10,48.8317
2009-02-09,48.8572
2009-02-08,48.345
2009-02-07,46.9237
2009-02-06,45.8486
2009-02-05,45.4736
2009-02-04,45.2276
2009-02-03,45.3428
2009-02-02,45.7561
2009-02-01,45.7561
2009-01-31,46.0923
2009-01-30,46.9234
2009-01-29,47.3107
2009-01-28,47.1209
2009-01-27,46.9728
2009-01-26,46.8643
2009-01-25,46.8643
2009-01-24,46.8323
2009-01-23,46.9742
2009-01-22,47.2427
2009-01-21,48.6002
2009-01-20,49.7149
2009-01-19,49.6321
2009-01-18,49.4737
2009-01-17,48.6779
2009-01-16,48.3286
2009-01-15,49.4415
2009-01-14,50.8204
2009-01-13,52.8384
2009-01-12,53.5837
2009-01-11,53.7022
2009-01-10,53.9967
2009-01-09,54.73
2009-01-08,55.4994
2009-01-07,54.9155
2009-01-06,54.223
2009-01-05,53.8481
2009-01-04,53.5248
2009-01-03,52.8409
2009-01-02,52.5348
2009-01-01,52.3404
2008-12-31,52.3512
2008-12-30,52.3621
2008-12-29,52.2639
2008-12-28,52.198
2008-12-27,52.0017
2008-12-26,51.8408
2008-12-25,51.7052
2008-12-24,51.6759
2008-12-23,51.5896
2008-12-22,51.4824
2008-12-21,51.4824
2008-12-20,52.0452
2008-12-19,52.1756
2008-12-18,51.1657
2008-12-17,50.3403
2008-12-16,49.9707
2008-12-15,49.6811
2008-12-14,49.5187
2008-12-13,49.8123
2008-12-12,50.5005
2008-12-11,50.3407
2008-12-10,50.2041
2008-12-09,49.9734
2008-12-08,49.5932
2008-12-07,49.281
2008-12-06,49.1835
2008-12-05,49.5044
2008-12-04,49.4237
2008-12-03,50.0235
2008-12-02,51.5449
2008-12-01,52.444
2008-11-30,52.4847
2008-11-29,52.5744
2008-11-28,52.4901
2008-11-27,52.2849
2008-11-26,51.9665
2008-11-25,51.4355
2008-11-24,51.5222
2008-11-23,50.9915
2008-11-22,50.5498
2008-11-21,52.0567
2008-11-20,53.1859
2008-11-19,53.3789
2008-11-18,53.6954
2008-11-17,53.7508
2008-11-16,54.1707
2008-11-15,54.2101
2008-11-14,54.2827
2008-11-13,56.0758
2008-11-12,57.6967
2008-11-11,58.6864
2008-11-10,58.1261
2008-11-09,57.7949
2008-11-08,57.7352
2008-11-07,59.0486
2008-11-06,59.6701
2008-11-05,58.9276
2008-11-04,58.0635
2008-11-03,57.3921
2008-11-02,57.2739
2008-11-01,57.4623
2008-10-31,57.3445
2008-10-30,54.5224
2008-10-29,51.7037
2008-10-28,51.6843
2008-10-27,52.5271
2008-10-26,52.7314
2008-10-25,54.5315
2008-10-24,58.2786
2008-10-23,60.65
2008-10-22,62.5193
2008-10-21,62.5545
2008-10-20,62.3021
2008-10-19,62.2979
2008-10-18,61.7807
2008-10-17,61.648
2008-10-16,63.094
2008-10-15,62.636
2008-10-14,60.4447
2008-10-13,59.8487
2008-10-12,59.6313
2008-10-11,60.0685
2008-10-10,61.4471
2008-10-09,62.7483
2008-10-08,65.2965
2008-10-07,67.7836
