Date,CURRFX.EURJPY.1
2010-05-12,118.704
2010-05-11,118.953
2010-05-10,117.468
2010-05-07,119.584
2010-05-06,122.655
2010-05-05,124.171
2010-05-04,124.714
2010-05-03,124.677
2010-04-30,124.191
2010-04-29,123.979
2010-04-28,124.857
2010-04-27,125.645
2010-04-26,125.137
2010-04-23,124.5
2010-04-22,125.054
2010-04-21,124.726
2010-04-20,124.113
2010-04-19,125.201
2010-04-16,126.796
2010-04-15,126.968
2010-04-14,126.624
2010-04-13,126.548
2010-04-12,125.193
2010-04-09,124.567
2010-04-08,125.48
2010-04-07,126.352
2010-04-06,127.472
2010-04-05,127.337
2010-04-02,126.447
2010-04-01,125.402
2010-03-31,124.676
2010-03-30,124.444
2010-03-29,123.726
2010-03-26,122.771
2010-03-25,122.239
2010-03-24,122.12
2010-03-23,122.3
2010-03-22,122.792
2010-03-19,123.676
2010-03-18,124.328
2010-03-17,124.091
2010-03-16,124.371
2010-03-15,124.337
2010-03-12,123.407
2010-03-11,122.746
2010-03-10,122.629
2010-03-09,123.213
2010-03-08,122.198
2010-03-05,121.014
2010-03-04,120.949
2010-03-03,120.813
2010-03-02,121.109
2010-03-01,120.953
2010-02-26,121.059
2010-02-25,122.438
2010-02-24,123.518
2010-02-23,124.411
2010-02-22,124.258
2010-02-19,123.883
2010-02-18,123.906
2010-02-17,122.96
2010-02-16,122.517
2010-02-15,122.88
2010-02-12,123.427
2010-02-11,123.225
2010-02-10,122.499
2010-02-09,122.108
2010-02-08,123.314
2010-02-05,125.732
2010-02-04,126.401
2010-02-03,125.997
2010-02-02,125.366
2010-02-01,125.5
2010-01-29,126.058
2010-01-28,126.161
2010-01-27,127.125
2010-01-26,127.455
2010-01-25,127.744
2010-01-22,128.852
2010-01-21,129.623
2010-01-20,130.352
2010-01-19,130.554
2010-01-18,131.392
2010-01-15,132.598
2010-01-14,132.545
2010-01-13,133.294
2010-01-12,133.726
2010-01-11,133.402
2010-01-08,132.913
2010-01-07,132.448
2010-01-06,132.803
2010-01-05,133.234
2010-01-04,133.201
2010-01-01,132.684
2009-12-31,132.133
2009-12-30,131.916
2009-12-29,131.649
2009-12-28,131.468
2009-12-25,131.222
2009-12-24,130.789
2009-12-23,130.309
2009-12-22,129.758
2009-12-21,129.664
2009-12-18,129.916
2009-12-17,130.288
2009-12-16,130.024
2009-12-15,129.998
2009-12-14,130.05
2009-12-11,129.752
2009-12-10,130.367
2009-12-09,132.141
2009-12-08,133.84
2009-12-07,133.804
2009-12-04,132.161
2009-12-03,131.066
2009-12-02,130.342
2009-12-01,129.871
2009-11-30,130.24
2009-11-27,131.441
2009-11-26,132.378
2009-11-25,132.713
2009-11-24,132.576
2009-11-23,132.352
2009-11-20,132.875
2009-11-19,133.077
2009-11-18,133.33
2009-11-17,133.751
2009-11-16,133.948
2009-11-13,134.575
2009-11-12,134.665
2009-11-11,134.637
2009-11-10,134.152
2009-11-09,133.881
2009-11-06,134.197
2009-11-05,133.475
2009-11-04,132.935
2009-11-03,132.789
2009-11-02,133.11
2009-10-30,134.397
2009-10-29,135.54
2009-10-28,137.175
2009-10-27,137.955
2009-10-26,137.652
2009-10-23,136.513
2009-10-22,135.71
2009-10-21,135.374
2009-10-20,135.42
2009-10-19,135.059
2009-10-16,133.828
2009-10-15,133.005
2009-10-14,132.829
2009-10-13,132.479
2009-10-12,131.56
2009-10-09,130.433
2009-10-08,130.623
2009-10-07,131.111
2009-10-06,131.116
2009-10-05,130.949
2009-10-02,131.11
2009-10-01,131.261
2009-09-30,131.082
2009-09-29,131.148
2009-09-28,132.538
2009-09-25,134.268
2009-09-24,134.805
2009-09-23,134.928
2009-09-22,134.653
2009-09-21,134.236
2009-09-18,133.824
2009-09-17,133.254
2009-09-16,132.815
2009-09-15,132.155
2009-09-14,132.863
2009-09-11,133.963
2009-09-10,133.741
2009-09-09,133.223
2009-09-08,133.223
2009-09-07,132.569
2009-09-04,131.866
2009-09-03,132.33
2009-09-02,133.086
2009-09-01,133.298
2009-08-31,133.801
2009-08-28,133.999
2009-08-27,134.576
2009-08-26,135.093
2009-08-25,135.453
2009-08-24,134.783
2009-08-21,133.858
2009-08-20,133.608
2009-08-19,133.67
2009-08-18,133.935
2009-08-17,135.545
2009-08-14,136.331
2009-08-13,136.082
2009-08-12,137.103
2009-08-11,138.088
2009-08-10,137.931
2009-08-07,137.049
2009-08-06,136.996
2009-08-05,136.58
2009-08-04,135.556
2009-08-03,134.573
2009-07-31,133.83
2009-07-30,134.128
2009-07-29,135.01
2009-07-28,135.037
2009-07-27,134.501
2009-07-24,133.724
2009-07-23,133.113
2009-07-22,133.71
2009-07-21,133.645
2009-07-20,132.711
2009-07-17,132.095
2009-07-16,131.095
2009-07-15,129.726
2009-07-14,129.087
2009-07-13,129.318
2009-07-10,130.082
2009-07-09,131.527
2009-07-08,132.944
2009-07-07,133.498
2009-07-06,134.782
2009-07-03,135.85
2009-07-02,135.785
2009-07-01,134.86
2009-06-30,134.067
2009-06-29,133.922
2009-06-26,134.072
2009-06-25,133.649
2009-06-24,133.074
2009-06-23,133.618
2009-06-22,134.062
2009-06-19,133.694
2009-06-18,133.644
2009-06-17,134.841
2009-06-16,136.907
2009-06-15,137.748
2009-06-12,137.459
2009-06-11,137.165
2009-06-10,136.85
2009-06-09,137.34
2009-06-08,137.35
2009-06-05,136.548
2009-06-04,136.519
2009-06-03,136.051
2009-06-02,135.143
2009-06-01,134.526
2009-05-29,133.461
2009-05-28,132.671
2009-05-27,132.557
2009-05-26,132.775
2009-05-25,131.851
2009-05-22,130.647
2009-05-21,130.794
2009-05-20,130.107
2009-05-19,128.614
2009-05-18,128.968
2009-05-15,130.307
2009-05-14,131.543
2009-05-13,132.723
2009-05-12,133.773
2009-05-11,133.483
2009-05-08,131.711
2009-05-07,131.512
2009-05-06,132.251
2009-05-05,131.958
2009-05-04,130.996
2009-05-01,129.327
2009-04-30,127.158
2009-04-29,126.172
2009-04-28,127.76
2009-04-27,128.316
2009-04-24,127.561
2009-04-23,127.197
2009-04-22,127.459
2009-04-21,128.58
2009-04-20,129.939
2009-04-17,130.852
2009-04-16,131.586
2009-04-15,132.669
2009-04-14,132.572
2009-04-13,132.325
2009-04-10,132.502
2009-04-09,132.965
2009-04-08,134.71
2009-04-07,135.767
2009-04-06,134.056
2009-04-03,131.54
2009-04-02,130.788
2009-04-01,130.047
2009-03-31,129.095
2009-03-30,131.158
2009-03-27,132.639
2009-03-26,132.321
2009-03-25,132.43
2009-03-24,130.973
2009-03-23,129.858
2009-03-20,128.951
2009-03-19,128.347
2009-03-18,127.689
2009-03-17,127.02
2009-03-16,125.755
2009-03-13,124.564
2009-03-12,125.058
2009-03-11,124.944
2009-03-10,124.548
2009-03-09,124.458
2009-03-06,124.414
2009-03-05,123.718
2009-03-04,122.998
2009-03-03,123.001
2009-03-02,124.083
2009-02-27,124.58
2009-02-26,123.313
2009-02-25,121.214
2009-02-24,119.976
2009-02-23,119.242
2009-02-20,117.845
2009-02-19,116.671
2009-02-18,116.781
2009-02-17,117.487
2009-02-16,117.269
2009-02-13,116.225
2009-02-12,117.048
2009-02-11,118.213
2009-02-10,118.854
2009-02-09,117.614
2009-02-06,115.542
2009-02-05,115.532
2009-02-04,114.926
2009-02-03,114.705
2009-02-02,116.121
2009-01-30,117.974
2009-01-29,118.1
2009-01-28,117.007
2009-01-27,115.555
2009-01-26,115.45
2009-01-23,115.663
2009-01-22,116.23
2009-01-21,118.389
2009-01-20,120.369
2009-01-19,119.265
2009-01-16,117.562
2009-01-15,118.255
2009-01-14,119.212
2009-01-13,120.886
2009-01-12,123.205
2009-01-09,125.862
2009-01-08,126.583
2009-01-07,126.753
2009-01-06,127.562
2009-01-05,127.421
2009-01-02,126.802
2009-01-01,127.137
2008-12-31,127.722
2008-12-30,127.968
2008-12-29,127.114
2008-12-26,126.605
2008-12-25,126.388
2008-12-24,125.938
2008-12-23,125.036
2008-12-22,125.357
2008-12-19,126.511
2008-12-18,124.679
2008-12-17,123.4
2008-12-16,122.398
2008-12-15,121.668
2008-12-12,120.669
2008-12-11,119.745
2008-12-10,119.37
2008-12-09,118.807
2008-12-08,118.02
2008-12-05,118.009
2008-12-04,118.056
2008-12-03,118.757
2008-12-02,120.377
2008-12-01,121.919
2008-11-28,123.228
2008-11-27,123.783
2008-11-26,123.213
2008-11-25,121.178
2008-11-24,120.258
2008-11-21,120.525
2008-11-20,122.065
2008-11-19,122.032
2008-11-18,122.13
2008-11-17,121.286
2008-11-14,120.438
2008-11-13,122.729
2008-11-12,125.221
2008-11-11,126.23
2008-11-10,125.402
2008-11-07,126.964
2008-11-06,127.651
2008-11-05,126.429
2008-11-04,126.088
2008-11-03,126.468
2008-10-31,126.788
2008-10-30,122.11
2008-10-29,117.714
2008-10-28,117.685
2008-10-27,121.089
2008-10-24,126.217
2008-10-23,130.665
2008-10-22,135.094
2008-10-21,136.478
2008-10-20,135.824
2008-10-17,135.977
2008-10-16,138.57
2008-10-15,138.593
2008-10-14,135.967
2008-10-13,135.847
2008-10-10,137.208
2008-10-09,137.566
2008-10-08,139.224
2008-10-07,142.083
2008-10-06,145.686
2008-10-03,147.804
2008-10-02,149.572
2008-10-01,150.996
2008-09-30,153.663
2008-09-29,155.203
2008-09-26,155.531
2008-09-25,155.464
2008-09-24,155.49
2008-09-23,155.292
2008-09-22,153.506
2008-09-19,150.276
2008-09-18,149.335
2008-09-17,149.383
2008-09-16,151.837
2008-09-15,151.882
2008-09-12,150.138
2008-09-11,151.739
2008-09-10,153.242
2008-09-09,154.454
2008-09-08,154.772
2008-09-05,156.618
2008-09-04,157.378
2008-09-03,158.018
2008-09-02,158.904
2008-09-01,160.254
2008-08-29,161.071
2008-08-28,160.793
2008-08-27,161.278
2008-08-26,162.363
2008-08-25,162.271
2008-08-22,161.635
2008-08-21,161.877
2008-08-20,161.807
2008-08-19,162.275
2008-08-18,162.584
2008-08-15,162.852
2008-08-14,162.997
2008-08-13,164.188
2008-08-12,164.987
2008-08-11,166.69
2008-08-08,168.486
2008-08-07,167.907
2008-08-06,167.852
2008-08-05,167.887
2008-08-04,167.955
2008-08-01,168.459
2008-07-31,168.607
2008-07-30,169.176
2008-07-29,169.391
2008-07-28,169.236
2008-07-25,169.116
2008-07-24,169.438
2008-07-23,169.435
2008-07-22,169.471
2008-07-21,168.605
2008-07-18,166.715
2008-07-17,166.784
2008-07-16,168.457
2008-07-15,169.271
2008-07-14,169.007
2008-07-11,168.416
2008-07-10,168.312
2008-07-09,168.031
2008-07-08,167.882
2008-07-07,167.92
2008-07-04,168.083
2008-07-03,167.555
2008-07-02,167.035
2008-07-01,167.344
2008-06-30,168.118
2008-06-27,168.678
2008-06-26,168.017
2008-06-25,167.65
2008-06-24,167.43
2008-06-23,167.459
2008-06-20,167.399
2008-06-19,167.488
2008-06-18,167.325
2008-06-17,166.794
2008-06-16,166.339
2008-06-13,166.233
2008-06-12,166.228
2008-06-11,166.151
2008-06-10,165.987
2008-06-09,164.72
2008-06-06,162.981
2008-06-05,162.321
2008-06-04,162.712
2008-06-03,163.501
2008-06-02,163.999
2008-05-30,163.749
2008-05-29,163.581
2008-05-28,163.261
2008-05-27,162.956
2008-05-26,162.922
2008-05-23,162.695
2008-05-22,162.306
2008-05-21,162.129
2008-05-20,162.177
2008-05-19,162.335
2008-05-16,162.369
2008-05-15,161.892
2008-05-14,160.827
2008-05-13,159.692
2008-05-12,159.563
2008-05-09,161.027
2008-05-08,162.459
2008-05-07,162.597
2008-05-06,162.657
2008-05-05,162.221
2008-05-02,161.877
2008-05-01,162.228
2008-04-30,162.743
2008-04-29,163.316
2008-04-28,163.428
2008-04-25,164.1
2008-04-24,164.43
2008-04-23,164.271
2008-04-22,164.174
2008-04-21,163.454
2008-04-18,162.1
2008-04-17,160.767
2008-04-16,159.823
2008-04-15,159.405
2008-04-14,159.842
2008-04-11,160.48
2008-04-10,161.051
2008-04-09,160.977
2008-04-08,160.48
2008-04-07,159.891
2008-04-04,159.964
2008-04-03,158.737
2008-04-02,157.524
2008-04-01,157.088
2008-03-31,156.828
2008-03-28,156.714
2008-03-27,156.166
2008-03-26,155.222
2008-03-25,153.899
2008-03-24,153.759
2008-03-21,154.639
2008-03-20,154.974
2008-03-19,153.744
2008-03-18,154.116
2008-03-17,155.845
2008-03-14,157.493
2008-03-13,157.945
2008-03-12,157.043
2008-03-11,157.239
2008-03-10,157.995
2008-03-07,158.182
2008-03-06,157.321
2008-03-05,156.867
2008-03-04,157.054
2008-03-03,158.595
2008-02-29,160.592
2008-02-28,160.447
2008-02-27,159.911
2008-02-26,159.275
2008-02-25,159.029
2008-02-22,158.952
2008-02-21,158.597
2008-02-20,158.478
2008-02-19,158.338
2008-02-18,158.164
2008-02-15,157.479
2008-02-14,156.328
2008-02-13,155.605
2008-02-12,155.59
2008-02-11,155.603
2008-02-08,155.639
2008-02-07,156.615
2008-02-06,157.92
2008-02-05,158.011
2008-02-04,157.827
2008-02-01,158.07
2008-01-31,158.023
2008-01-30,157.449
2008-01-29,156.813
2008-01-28,156.483
2008-01-25,155.706
2008-01-24,154.62
2008-01-23,154.153
2008-01-22,155.14
2008-01-21,156.611
2008-01-18,157.363
2008-01-17,158.495
2008-01-16,160.303
2008-01-15,160.821
2008-01-14,160.979
2008-01-11,160.99
2008-01-10,160.698
2008-01-09,160.656
2008-01-08,160.287
2008-01-07,160.5
2008-01-04,161.785
2008-01-03,162.983
2008-01-02,163.615
2008-01-01,164.956
2007-12-31,165.543
2007-12-28,165.431
2007-12-27,164.62
2007-12-26,164.324
2007-12-25,164.184
2007-12-24,163.406
2007-12-21,162.7
2007-12-20,163.006
2007-12-19,163.011
2007-12-18,163.193
2007-12-17,163.795
2007-12-14,164.071
2007-12-13,163.756
2007-12-12,164.186
2007-12-11,163.783
2007-12-10,163.071
2007-12-07,162.167
2007-12-06,162.163
2007-12-05,161.928
2007-12-04,162.357
2007-12-03,162.742
2007-11-30,162.218
2007-11-29,161.096
2007-11-28,160.648
2007-11-27,160.81
2007-11-26,160.926
2007-11-23,161.474
2007-11-22,161.83
2007-11-21,161.992
2007-11-20,162.304
2007-11-19,162.807
2007-11-16,162.821
2007-11-15,161.998
2007-11-14,160.611
2007-11-13,161.409
2007-11-12,163.455
2007-11-09,165.773
2007-11-08,166.456
2007-11-07,166.121
2007-11-06,166.109
2007-11-05,166.585
2007-11-02,166.417
2007-11-01,165.753
2007-10-31,165.091
2007-10-30,164.676
2007-10-29,163.814
2007-10-26,163.006
2007-10-25,162.942
2007-10-24,162.72
2007-10-23,162.985
2007-10-22,164.42
2007-10-19,165.493
2007-10-18,165.66
2007-10-17,166.331
2007-10-16,166.838
2007-10-15,166.622
2007-10-12,166.111
2007-10-11,165.261
2007-10-10,164.936
2007-10-09,165.366
2007-10-08,165.011
2007-10-05,164.433
2007-10-04,164.308
2007-10-03,164.227
2007-10-02,164.135
2007-10-01,163.652
2007-09-28,163.142
2007-09-27,162.291
2007-09-26,161.849
2007-09-25,162.434
2007-09-24,162.366
2007-09-21,161.854
2007-09-20,161.202
2007-09-19,159.817
2007-09-18,159.832
2007-09-17,159.792
2007-09-14,158.911
2007-09-13,157.773
2007-09-12,156.762
2007-09-11,156.156
2007-09-10,156.614
2007-09-07,157.528
2007-09-06,157.76
2007-09-05,157.76
2007-09-04,157.891
2007-09-03,157.82
2007-08-31,157.257
2007-08-30,156.568
2007-08-29,157.932
2007-08-28,158.986
2007-08-27,158.549
2007-08-24,156.366
2007-08-23,154.647
2007-08-22,154.577
2007-08-21,154.434
2007-08-20,154.284
2007-08-17,155.872
2007-08-16,159.026
2007-08-15,160.926
2007-08-14,161.818
2007-08-13,162.81
2007-08-10,163.955
2007-08-09,163.93
2007-08-08,163.269
2007-08-07,162.652
2007-08-06,162.574
2007-08-03,162.263
2007-08-02,162.274
2007-08-01,162.656
2007-07-31,161.784
2007-07-30,162.897
2007-07-27,165.007
2007-07-26,166.04
2007-07-25,167.165
2007-07-24,167.627
2007-07-23,167.946
2007-07-20,168.361
2007-07-19,168.228
2007-07-18,168.097
2007-07-17,168.027
2007-07-16,168.187
2007-07-13,168.012
2007-07-12,167.567
2007-07-11,168.001
2007-07-10,168.157
2007-07-09,167.697
2007-07-06,166.954
2007-07-05,166.717
2007-07-04,166.624
2007-07-03,166.665
2007-07-02,166.311
2007-06-29,165.324
2007-06-28,165.378
2007-06-27,166.222
2007-06-26,166.683
2007-06-25,166.386
2007-06-22,165.627
2007-06-21,165.734
2007-06-20,165.76
2007-06-19,165.604
2007-06-18,164.643
2007-06-15,163.038
2007-06-14,162.392
2007-06-13,162.468
2007-06-12,162.606
2007-06-11,163.009
2007-06-08,163.56
2007-06-07,164.033
2007-06-06,164.239
2007-06-05,164.145
2007-06-04,163.935
2007-06-01,163.46
2007-05-31,163.464
2007-05-30,163.654
2007-05-29,163.706
2007-05-28,163.563
2007-05-25,163.47
2007-05-24,163.614
2007-05-23,163.564
2007-05-22,163.67
2007-05-21,163.586
2007-05-18,163.526
2007-05-17,163.377
2007-05-16,163.042
2007-05-15,162.756
2007-05-14,162.558
2007-05-11,162.463
2007-05-10,162.507
2007-05-09,162.986
2007-05-08,163.295
2007-05-07,163.357
2007-05-04,163.261
2007-05-03,163.084
2007-05-02,163.004
2007-05-01,163.013
2007-04-30,162.87
2007-04-27,161.986
2007-04-26,161.445
2007-04-25,161.075
2007-04-24,161.174
2007-04-23,161.074
2007-04-20,160.851
2007-04-19,161.373
2007-04-18,161.818
2007-04-17,161.731
2007-04-16,161.035
2007-04-13,160.352
2007-04-12,159.928
2007-04-11,159.622
2007-04-10,159.489
2007-04-09,159.266
2007-04-06,158.726
2007-04-05,158.358
2007-04-04,157.818
2007-04-03,157.319
2007-04-02,157.006
2007-03-30,156.461
2007-03-29,156.909
2007-03-28,157.283
2007-03-27,156.861
2007-03-26,157.047
2007-03-23,156.976
2007-03-22,156.428
2007-03-21,156.197
2007-03-20,155.688
2007-03-19,155.283
2007-03-16,154.479
2007-03-15,153.897
2007-03-14,154.804
2007-03-13,155.172
2007-03-12,154.565
2007-03-09,153.302
2007-03-08,152.714
2007-03-07,152.287
2007-03-06,152.863
2007-03-05,154.778
2007-03-02,156.224
2007-03-01,157.079
2007-02-28,158.51
2007-02-27,159.247
2007-02-26,159.243
2007-02-23,158.723
2007-02-22,158.116
2007-02-21,157.512
2007-02-20,157.04
2007-02-19,157.221
2007-02-16,157.929
2007-02-15,158.101
2007-02-14,158.003
2007-02-13,158.344
2007-02-12,157.994
2007-02-09,157.079
2007-02-08,156.147
2007-02-07,155.855
2007-02-06,156.523
2007-02-05,157.05
2007-02-02,157.232
2007-02-01,157.567
2007-01-31,157.639
2007-01-30,157.233
2007-01-29,156.85
2007-01-26,157.089
2007-01-25,157.815
2007-01-24,157.649
2007-01-23,157.287
2007-01-22,156.942
2007-01-19,156.414
2007-01-18,155.966
2007-01-17,155.847
2007-01-16,155.615
2007-01-15,155.448
2007-01-12,155.18
2007-01-11,154.958
2007-01-10,154.723
2007-01-09,154.19
2007-01-08,155.229
2007-01-05,157.138
2007-01-04,157.635
2007-01-03,157.338
2007-01-02,156.76
2007-01-01,156.76
2006-12-29,156.05
2006-12-28,156.049
2006-12-27,156.091
2006-12-26,156.019
2006-12-25,155.989
2006-12-22,156.012
2006-12-21,155.689
2006-12-20,154.83
2006-12-19,154.509
2006-12-18,154.796
2006-12-15,155.195
2006-12-14,155.083
2006-12-13,154.541
2006-12-12,153.849
2006-12-11,153.37
2006-12-08,152.971
2006-12-07,153.064
2006-12-06,153.541
2006-12-05,153.908
2006-12-04,153.672
2006-12-01,153.076
2006-11-30,152.814
2006-11-29,152.479
2006-11-28,152.039
2006-11-27,151.422
2006-11-24,150.932
2006-11-23,151.208
2006-11-22,151.337
2006-11-21,151.258
2006-11-20,151.133
2006-11-17,151.147
2006-11-16,150.953
2006-11-15,151.005
2006-11-14,151.082
2006-11-13,150.936
2006-11-10,150.602
2006-11-09,150.369
2006-11-08,150.333
2006-11-07,150.166
2006-11-06,149.842
2006-11-03,149.398
2006-11-02,149.338
2006-11-01,149.436
2006-10-31,149.59
2006-10-30,149.978
2006-10-27,150.078
2006-10-26,149.865
2006-10-25,149.788
2006-10-24,149.765
2006-10-23,149.551
2006-10-20,148.996
2006-10-19,148.938
2006-10-18,149.209
2006-10-17,149.532
2006-10-16,149.761
2006-10-13,149.929
2006-10-12,150.011
2006-10-11,150.023
2006-10-10,149.999
2006-10-09,149.804
2006-10-06,149.677
2006-10-05,149.989
2006-10-04,149.945
2006-10-03,149.849
2006-10-02,149.665
2006-09-29,149.241
2006-09-28,148.651
2006-09-27,148.547
2006-09-26,148.899
2006-09-25,148.962
2006-09-22,148.875
2006-09-21,149.067
2006-09-20,149.394
2006-09-19,149.104
2006-09-18,148.981
2006-09-15,149.367
2006-09-14,149.424
2006-09-13,149.184
2006-09-12,148.495
2006-09-11,148.484
2006-09-08,149.022
2006-09-07,148.986
2006-09-06,149.091
2006-09-05,149.911
2006-09-04,150.348
2006-09-01,150.279
2006-08-31,149.877
2006-08-30,149.7
2006-08-29,149.711
2006-08-28,149.291
2006-08-25,148.914
2006-08-24,149.132
2006-08-23,149.237
2006-08-22,148.853
2006-08-21,148.56
2006-08-18,148.594
2006-08-17,148.47
2006-08-16,148.32
2006-08-15,148.164
2006-08-14,147.956
2006-08-11,147.995
2006-08-10,147.93
2006-08-09,147.644
2006-08-08,147.481
2006-08-07,147.133
2006-08-04,146.748
2006-08-03,146.591
2006-08-02,146.309
2006-08-01,146.2
2006-07-31,146.759
2006-07-28,147.458
2006-07-27,147.39
2006-07-26,147.489
2006-07-25,147.478
2006-07-24,147.436
2006-07-21,147.139
2006-07-20,146.732
2006-07-19,146.689
2006-07-18,146.866
2006-07-17,146.764
2006-07-14,146.409
2006-07-13,145.974
2006-07-12,145.534
2006-07-11,145.728
2006-07-10,146.459
2006-07-07,147.059
2006-07-06,146.879
2006-07-05,146.654
2006-07-04,146.49
2006-07-03,146.222
2006-06-30,146.02
2006-06-29,146.188
2006-06-28,146.185
2006-06-27,145.865
2006-06-26,145.696
2006-06-23,145.347
2006-06-22,144.888
2006-06-21,145.038
2006-06-20,145.519
2006-06-19,145.377
2006-06-16,144.878
2006-06-15,144.529
2006-06-14,144.143
2006-06-13,144.044
2006-06-12,144.419
2006-06-09,145.08
2006-06-08,145.073
2006-06-07,144.833
2006-06-06,144.509
2006-06-05,144.274
2006-06-02,144.165
2006-06-01,144.074
2006-05-31,143.621
2006-05-30,143.367
2006-05-29,143.539
2006-05-26,143.63
2006-05-25,143.521
2006-05-24,143.183
2006-05-23,143.004
2006-05-22,142.257
2006-05-19,141.301
2006-05-18,141.029
2006-05-17,141.39
2006-05-16,141.82
2006-05-15,142.019
2006-05-12,141.584
2006-05-11,141.614
2006-05-10,141.895
2006-05-09,142.551
2006-05-08,143.442
2006-05-05,143.554
2006-05-04,143.205
2006-05-03,143.109
2006-05-02,143.294
2006-05-01,143.389
2006-04-28,142.826
2006-04-27,142.578
2006-04-26,142.275
2006-04-25,143.072
2006-04-24,144.319
2006-04-21,144.947
2006-04-20,144.637
2006-04-19,144.343
2006-04-18,143.93
2006-04-17,143.595
2006-04-14,143.418
2006-04-13,143.509
2006-04-12,143.452
2006-04-11,143.141
2006-04-10,143.502
2006-04-07,144.147
2006-04-06,143.704
2006-04-05,143.107
2006-04-04,142.765
2006-04-03,142.454
2006-03-31,141.814
2006-03-30,141.226
2006-03-29,140.67
2006-03-28,140.88
2006-03-27,141.261
2006-03-24,141.259
2006-03-23,141.549
2006-03-22,141.487
2006-03-21,141.363
2006-03-20,141.553
2006-03-17,141.728
2006-03-16,141.462
2006-03-15,141.775
2006-03-14,141.833
2006-03-13,141.181
2006-03-10,140.332
2006-03-09,140.368
2006-03-08,140.737
2006-03-07,140.631
2006-03-06,139.612
2006-03-03,138.569
2006-03-02,138.18
2006-03-01,137.919
2006-02-28,138.215
2006-02-27,139.346
2006-02-24,140.591
2006-02-23,141.313
2006-02-22,141.316
2006-02-21,141.054
2006-02-20,140.541
2006-02-17,140.076
2006-02-16,139.963
2006-02-15,139.968
2006-02-14,140.271
2006-02-13,140.912
2006-02-10,141.741
2006-02-09,141.587
2006-02-08,142.141
2006-02-07,142.728
2006-02-06,142.952
2006-02-03,142.673
2006-02-02,142.327
2006-02-01,142.087
2006-01-31,141.968
2006-01-30,141.856
2006-01-27,141.645
2006-01-26,141.097
2006-01-25,140.651
2006-01-24,140.214
2006-01-23,139.717
2006-01-20,139.479
2006-01-19,139.552
2006-01-18,139.301
2006-01-17,138.971
2006-01-16,138.451
2006-01-13,138.186
2006-01-12,138.227
2006-01-11,138.242
2006-01-10,138.597
2006-01-09,139.629
2006-01-06,140.076
2006-01-05,139.395
2006-01-04,139.471
2006-01-03,139.524
2006-01-02,139.452
2005-12-30,139.023
2005-12-29,138.303
2005-12-28,137.924
2005-12-27,137.934
2005-12-26,138.315
2005-12-23,139.154
2005-12-22,139.414
2005-12-21,139.225
2005-12-20,138.944
2005-12-19,140.254
2005-12-16,142.766
2005-12-15,143.175
2005-12-14,142.796
2005-12-13,142.524
2005-12-12,142.374
2005-12-09,142.295
2005-12-08,142.347
2005-12-07,141.721
2005-12-06,141.333
2005-12-05,141.15
2005-12-02,140.847
2005-12-01,140.611
2005-11-30,140.276
2005-11-29,140.223
2005-11-28,140.223
2005-11-25,140.229
2005-11-24,140.331
2005-11-23,140.017
2005-11-22,139.786
2005-11-21,140.068
2005-11-18,139.367
2005-11-17,139.155
2005-11-16,139.153
2005-11-15,138.605
2005-11-14,138.206
2005-11-11,138.244
2005-11-10,138.239
2005-11-09,138.391
2005-11-08,139.197
2005-11-07,139.784
2005-11-04,140.33
2005-11-03,140.657
2005-11-02,139.932
2005-11-01,139.561
2005-10-31,139.754
2005-10-28,140.028
2005-10-27,139.599
2005-10-26,138.876
2005-10-25,138.392
2005-10-24,138.515
2005-10-21,138.53
2005-10-20,138.328
2005-10-19,138.274
2005-10-18,138.116
2005-10-17,137.809
2005-10-14,137.574
2005-10-13,137.486
2005-10-12,137.488
2005-10-11,137.738
2005-10-10,137.888
2005-10-07,137.381
2005-10-06,136.293
2005-10-05,136.107
2005-10-04,136.145
2005-10-03,136.261
2005-09-30,136.125
2005-09-29,136.154
2005-09-28,135.838
2005-09-27,135.444
2005-09-26,135.561
2005-09-23,135.829
2005-09-22,135.867
2005-09-21,135.621
2005-09-20,135.749
2005-09-19,135.911
2005-09-16,135.373
2005-09-15,135.636
2005-09-14,135.65
2005-09-13,135.407
2005-09-12,135.99
2005-09-09,136.91
2005-09-08,136.717
2005-09-07,136.767
2005-09-06,137.056
2005-09-05,137.397
2005-09-02,136.987
2005-09-01,136.349
2005-08-31,135.755
2005-08-30,135.295
2005-08-29,135.361
2005-08-26,135.329
2005-08-25,134.897
2005-08-24,134.27
2005-08-23,134.183
2005-08-22,134.395
2005-08-19,134.691
2005-08-18,135.073
2005-08-17,135.256
2005-08-16,135.603
2005-08-15,136.51
2005-08-12,136.788
2005-08-11,137.544
2005-08-10,138.512
2005-08-09,138.456
2005-08-08,138.146
2005-08-05,137.498
2005-08-04,136.614
2005-08-03,136.207
2005-08-02,136.667
2005-08-01,136.333
2005-07-29,135.915
2005-07-28,135.486
2005-07-27,134.924
2005-07-26,134.401
2005-07-25,134.187
2005-07-22,135.173
2005-07-21,136.53
2005-07-20,135.427
2005-07-19,134.961
2005-07-18,135.357
2005-07-15,135.576
2005-07-14,135.436
2005-07-13,135.397
2005-07-12,134.668
2005-07-11,134.139
2005-07-08,133.829
2005-07-07,133.485
2005-07-06,132.951
2005-07-05,133.098
2005-07-04,133.701
2005-07-01,133.905
2005-06-30,133.092
2005-06-29,132.717
