Date,CURRFX.USDCHF.1
2010-09-30,0.978027
2010-09-29,0.98232
2010-09-28,0.983856
2010-09-27,0.983999
2010-09-24,0.987632
2010-09-23,0.994903
2010-09-22,1.00425
2010-09-21,1.00765
2010-09-20,1.00927
2010-09-17,1.00601
2010-09-16,1.0017
2010-09-15,1.0
2010-09-14,1.01478
2010-09-13,1.01732
2010-09-10,1.01213
2010-09-09,1.0105
2010-09-08,1.01227
2010-09-07,1.01503
2010-09-06,1.01522
2010-09-03,1.01361
2010-09-02,1.01603
2010-09-01,1.02215
2010-08-31,1.02759
2010-08-30,1.0275
2010-08-27,1.02784
2010-08-26,1.03223
2010-08-25,1.03717
2010-08-24,1.03572
2010-08-23,1.03508
2010-08-20,1.0385
2010-08-19,1.04188
2010-08-18,1.04167
2010-08-17,1.04495
2010-08-16,1.05192
2010-08-13,1.05423
2010-08-12,1.05486
2010-08-11,1.05011
2010-08-10,1.0414
2010-08-09,1.04244
2010-08-06,1.04736
2010-08-05,1.04308
2010-08-04,1.03945
2010-08-03,1.04129
2010-08-02,1.04282
2010-07-30,1.05076
2010-07-29,1.05801
2010-07-28,1.05504
2010-07-27,1.05213
2010-07-26,1.05065
2010-07-23,1.0465
2010-07-22,1.05128
2010-07-21,1.05117
2010-07-20,1.05101
2010-07-19,1.04895
2010-07-16,1.05021
2010-07-15,1.0571
2010-07-14,1.05958
2010-07-13,1.06031
2010-07-12,1.0555
2010-07-09,1.05395
2010-07-08,1.05851
2010-07-07,1.062
2010-07-06,1.06371
2010-07-05,1.06494
2010-07-02,1.07262
2010-07-01,1.08201
2010-06-30,1.086
2010-06-29,1.08909
2010-06-28,1.09603
2010-06-25,1.10508
2010-06-24,1.10814
2010-06-23,1.10832
2010-06-22,1.10816
2010-06-21,1.11156
2010-06-18,1.12172
2010-06-17,1.13259
2010-06-16,1.13879
2010-06-15,1.14367
2010-06-14,1.14737
2010-06-11,1.14589
2010-06-10,1.15189
2010-06-09,1.15893
2010-06-08,1.16308
2010-06-07,1.15953
2010-06-04,1.15485
2010-06-03,1.15768
2010-06-02,1.15795
2010-06-01,1.15708
2010-05-31,1.1573
2010-05-28,1.15576
2010-05-27,1.15962
2010-05-26,1.16021
2010-05-25,1.15399
2010-05-24,1.15005
2010-05-21,1.15094
2010-05-20,1.14465
2010-05-19,1.13539
2010-05-18,1.13539
2010-05-17,1.12577
2010-05-14,1.11213
2010-05-13,1.10994
2010-05-12,1.10705
2010-05-11,1.10458
2010-05-10,1.10939
2010-05-07,1.11209
2010-05-06,1.10445
2010-05-05,1.09061
2010-05-04,1.08172
2010-05-03,1.07968
2010-04-30,1.08452
2010-04-29,1.08351
2010-04-28,1.07763
2010-04-27,1.07455
2010-04-26,1.07323
2010-04-23,1.07212
2010-04-22,1.06772
2010-04-21,1.06531
2010-04-20,1.06406
2010-04-19,1.05968
2010-04-16,1.05526
2010-04-15,1.0543
2010-04-14,1.05779
2010-04-13,1.06147
2010-04-12,1.06902
2010-04-09,1.07368
2010-04-08,1.07063
2010-04-07,1.06629
2010-04-06,1.06182
2010-04-05,1.05834
2010-04-02,1.05466
2010-04-01,1.06022
2010-03-31,1.06379
2010-03-30,1.06362
2010-03-29,1.06681
2010-03-26,1.07007
2010-03-25,1.06463
2010-03-24,1.05946
2010-03-23,1.06072
2010-03-22,1.06034
2010-03-19,1.05662
2010-03-18,1.05528
2010-03-17,1.05907
2010-03-16,1.05977
2010-03-15,1.06252
2010-03-12,1.0714
2010-03-11,1.07474
2010-03-10,1.07467
2010-03-09,1.07245
2010-03-08,1.07373
2010-03-05,1.07242
2010-03-04,1.07395
2010-03-03,1.07939
2010-03-02,1.07673
2010-03-01,1.0772
2010-02-26,1.08279
2010-02-25,1.08019
2010-02-24,1.0783
2010-02-23,1.07601
2010-02-22,1.077
2010-02-19,1.07635
2010-02-18,1.07166
2010-02-17,1.07385
2010-02-16,1.07693
2010-02-15,1.07295
2010-02-12,1.06743
2010-02-11,1.06734
2010-02-10,1.07092
2010-02-09,1.07296
2010-02-08,1.06823
2010-02-05,1.05922
2010-02-04,1.05606
2010-02-03,1.05777
2010-02-02,1.06003
2010-02-01,1.05713
2010-01-29,1.04976
2010-01-28,1.04568
2010-01-27,1.04219
2010-01-26,1.04059
2010-01-25,1.04249
2010-01-22,1.04285
2010-01-21,1.03557
2010-01-20,1.02775
2010-01-19,1.02615
2010-01-18,1.02297
2010-01-15,1.0186
2010-01-14,1.01807
2010-01-13,1.01758
2010-01-12,1.0199
2010-01-11,1.02678
2010-01-08,1.03162
2010-01-07,1.03181
2010-01-06,1.03173
2010-01-05,1.03457
2010-01-04,1.03479
2010-01-01,1.03526
2009-12-31,1.0364
2009-12-30,1.03449
2009-12-29,1.03523
2009-12-28,1.03605
2009-12-25,1.04053
2009-12-24,1.04596
2009-12-23,1.04521
2009-12-22,1.04246
2009-12-21,1.0435
2009-12-18,1.04316
2009-12-17,1.0384
2009-12-16,1.03523
2009-12-15,1.03352
2009-12-14,1.03196
2009-12-11,1.02644
2009-12-10,1.02438
2009-12-09,1.02001
2009-12-08,1.01746
2009-12-07,1.01029
2009-12-04,0.999315
2009-12-03,1.00051
2009-12-02,1.00246
2009-12-01,1.00406
2009-11-30,1.0032
2009-11-27,1.0016
2009-11-26,1.00678
2009-11-25,1.01099
2009-11-24,1.01384
2009-11-23,1.0166
2009-11-20,1.01388
2009-11-19,1.01271
2009-11-18,1.01099
2009-11-17,1.01029
2009-11-16,1.01176
2009-11-13,1.00918
2009-11-12,1.00761
2009-11-11,1.00934
2009-11-10,1.01308
2009-11-09,1.01686
2009-11-06,1.01904
2009-11-05,1.02415
2009-11-04,1.02461
2009-11-03,1.02403
2009-11-02,1.02525
2009-10-30,1.02313
2009-10-29,1.02122
2009-10-28,1.01595
2009-10-27,1.00938
2009-10-26,1.00824
2009-10-23,1.00836
2009-10-22,1.01068
2009-10-21,1.01332
2009-10-20,1.0169
2009-10-19,1.0167
2009-10-16,1.01607
2009-10-15,1.02119
2009-10-14,1.02674
2009-10-13,1.03037
2009-10-12,1.03015
2009-10-09,1.02895
2009-10-08,1.02918
2009-10-07,1.02956
2009-10-06,1.03367
2009-10-05,1.03666
2009-10-02,1.03773
2009-10-01,1.03512
2009-09-30,1.03425
2009-09-29,1.03025
2009-09-28,1.0271
2009-09-25,1.02536
2009-09-24,1.02466
2009-09-23,1.02907
2009-09-22,1.03149
2009-09-21,1.03001
2009-09-18,1.03191
2009-09-17,1.03453
2009-09-16,1.03685
2009-09-15,1.03812
2009-09-14,1.03911
2009-09-11,1.04187
2009-09-10,1.04763
2009-09-09,1.05489
2009-09-08,1.0598
2009-09-07,1.06067
2009-09-04,1.06199
2009-09-03,1.06316
2009-09-02,1.06002
2009-09-01,1.06002
2009-08-31,1.06265
2009-08-28,1.06607
2009-08-27,1.06292
2009-08-26,1.06049
2009-08-25,1.05937
2009-08-24,1.06108
2009-08-21,1.0682
2009-08-20,1.07413
2009-08-19,1.07719
2009-08-18,1.07574
2009-08-17,1.07264
2009-08-14,1.07584
2009-08-13,1.08118
2009-08-12,1.08307
2009-08-11,1.08212
2009-08-10,1.07425
2009-08-07,1.06256
2009-08-06,1.06109
2009-08-05,1.06296
2009-08-04,1.06708
2009-08-03,1.07535
2009-07-31,1.0846
2009-07-30,1.07646
2009-07-29,1.07088
2009-07-28,1.0709
2009-07-27,1.07042
2009-07-24,1.06785
2009-07-23,1.06787
2009-07-22,1.06935
2009-07-21,1.07325
2009-07-20,1.07637
2009-07-17,1.0776
2009-07-16,1.08287
2009-07-15,1.08528
2009-07-14,1.08599
2009-07-13,1.08576
2009-07-10,1.08674
2009-07-09,1.08889
2009-07-08,1.08707
2009-07-07,1.08802
2009-07-06,1.0843
2009-07-03,1.08079
2009-07-02,1.08213
2009-07-01,1.08371
2009-06-30,1.08472
2009-06-29,1.08818
2009-06-26,1.08915
2009-06-25,1.07717
2009-06-24,1.08109
2009-06-23,1.08357
2009-06-22,1.08133
2009-06-19,1.08315
2009-06-18,1.08732
2009-06-17,1.08812
2009-06-16,1.08412
2009-06-15,1.07823
2009-06-12,1.07738
2009-06-11,1.08178
2009-06-10,1.08875
2009-06-09,1.08878
2009-06-08,1.07966
2009-06-05,1.06804
2009-06-04,1.06658
2009-06-03,1.06705
2009-06-02,1.06715
2009-06-01,1.07507
2009-05-29,1.08801
2009-05-28,1.08598
2009-05-27,1.08553
2009-05-26,1.0848
2009-05-25,1.0907
2009-05-22,1.10211
2009-05-21,1.10874
2009-05-20,1.11619
2009-05-19,1.12144
2009-05-18,1.11622
2009-05-15,1.10665
2009-05-14,1.10511
2009-05-13,1.10684
2009-05-12,1.10651
2009-05-11,1.11657
2009-05-08,1.1337
2009-05-07,1.13221
2009-05-06,1.13114
2009-05-05,1.13469
2009-05-04,1.13586
2009-05-01,1.13737
2009-04-30,1.14528
2009-04-29,1.15091
2009-04-28,1.1431
2009-04-27,1.14742
2009-04-24,1.16351
2009-04-23,1.16754
2009-04-22,1.16869
2009-04-21,1.16786
2009-04-20,1.1577
2009-04-17,1.14423
2009-04-16,1.14029
2009-04-15,1.14205
2009-04-14,1.15119
2009-04-13,1.15291
2009-04-10,1.14863
2009-04-09,1.14425
2009-04-08,1.13683
2009-04-07,1.13064
2009-04-06,1.13468
2009-04-03,1.14194
2009-04-02,1.1421
2009-04-01,1.14368
2009-03-31,1.14719
2009-03-30,1.13608
2009-03-27,1.12521
2009-03-26,1.12719
2009-03-25,1.12525
2009-03-24,1.12595
2009-03-23,1.13066
2009-03-20,1.15071
2009-03-19,1.17771
2009-03-18,1.185
2009-03-17,1.18597
2009-03-16,1.17721
2009-03-13,1.16315
2009-03-12,1.15854
2009-03-11,1.15713
2009-03-10,1.1591
2009-03-09,1.16385
2009-03-06,1.17505
2009-03-05,1.17682
2009-03-04,1.17393
2009-03-03,1.17253
2009-03-02,1.16913
2009-02-27,1.16512
2009-02-26,1.16282
2009-02-25,1.16164
2009-02-24,1.15695
2009-02-23,1.16323
2009-02-20,1.17398
2009-02-19,1.1719
2009-02-18,1.16885
2009-02-17,1.1635
2009-02-16,1.16104
2009-02-13,1.1603
2009-02-12,1.16049
2009-02-11,1.16326
2009-02-10,1.16088
2009-02-09,1.16158
2009-02-06,1.15794
2009-02-05,1.15339
2009-02-04,1.15928
2009-02-03,1.16266
2009-02-02,1.15713
2009-01-30,1.14805
2009-01-29,1.1401
2009-01-28,1.1443
2009-01-27,1.15454
2009-01-26,1.15416
2009-01-23,1.15234
2009-01-22,1.14456
2009-01-21,1.13394
2009-01-20,1.12086
2009-01-19,1.11883
2009-01-16,1.11858
2009-01-15,1.1177
2009-01-14,1.11774
2009-01-13,1.11515
2009-01-12,1.10808
2009-01-09,1.10243
2009-01-08,1.11052
2009-01-07,1.10682
2009-01-06,1.08767
2009-01-05,1.07609
2009-01-02,1.06631
2009-01-01,1.0593
2008-12-31,1.05537
2008-12-30,1.06089
2008-12-29,1.073
2008-12-26,1.07868
2008-12-25,1.08495
2008-12-24,1.09331
2008-12-23,1.1003
2008-12-22,1.08974
2008-12-19,1.08338
2008-12-18,1.12507
2008-12-17,1.15878
2008-12-16,1.17199
2008-12-15,1.18235
2008-12-12,1.19641
2008-12-11,1.2054
2008-12-10,1.21081
2008-12-09,1.21604
2008-12-08,1.21608
2008-12-05,1.20929
2008-12-04,1.20819
2008-12-03,1.20712
2008-12-02,1.21151
2008-12-01,1.20813
2008-11-28,1.19743
2008-11-27,1.1941
2008-11-26,1.20313
2008-11-25,1.21709
2008-11-24,1.21967
2008-11-21,1.21147
2008-11-20,1.20318
2008-11-19,1.19836
2008-11-18,1.19619
2008-11-17,1.19359
2008-11-14,1.1885
2008-11-13,1.18343
2008-11-12,1.17824
2008-11-11,1.17643
2008-11-10,1.17391
2008-11-07,1.16618
2008-11-06,1.16767
2008-11-05,1.16684
2008-11-04,1.15837
2008-11-03,1.14886
2008-10-31,1.13769
2008-10-30,1.15229
2008-10-29,1.16035
2008-10-28,1.16389
2008-10-27,1.16617
2008-10-24,1.1631
2008-10-23,1.15748
2008-10-22,1.14781
2008-10-21,1.13881
2008-10-20,1.13647
2008-10-17,1.1358
2008-10-16,1.13525
2008-10-15,1.13329
2008-10-14,1.13517
2008-10-13,1.13461
2008-10-10,1.131
2008-10-09,1.13817
2008-10-08,1.14157
2008-10-07,1.13567
2008-10-06,1.13016
2008-10-03,1.12687
2008-10-02,1.11386
2008-10-01,1.10036
2008-09-30,1.09449
2008-09-29,1.08914
2008-09-26,1.08381
2008-09-25,1.08381
2008-09-24,1.08513
2008-09-23,1.09894
2008-09-22,1.10354
2008-09-19,1.10703
2008-09-18,1.11717
2008-09-17,1.11536
2008-09-16,1.12215
2008-09-15,1.13308
2008-09-12,1.13513
2008-09-11,1.12974
2008-09-10,1.12737
2008-09-09,1.1214
2008-09-08,1.11388
2008-09-05,1.1075
2008-09-04,1.10824
2008-09-03,1.10386
2008-09-02,1.10087
2008-09-01,1.09866
2008-08-29,1.09559
2008-08-28,1.09843
2008-08-27,1.09972
2008-08-26,1.09837
2008-08-25,1.09658
2008-08-22,1.09435
2008-08-21,1.0961
2008-08-20,1.09656
2008-08-19,1.09594
2008-08-18,1.09305
2008-08-15,1.08744
2008-08-14,1.08702
2008-08-13,1.08558
2008-08-12,1.08186
2008-08-11,1.07282
2008-08-08,1.05699
2008-08-07,1.05358
2008-08-06,1.05032
2008-08-05,1.04857
2008-08-04,1.04869
2008-08-01,1.04706
2008-07-31,1.04334
2008-07-30,1.03659
2008-07-29,1.03579
2008-07-28,1.03691
2008-07-25,1.03619
2008-07-24,1.0284
2008-07-23,1.02079
2008-07-22,1.02217
2008-07-21,1.02087
2008-07-18,1.01498
2008-07-17,1.01081
2008-07-16,1.01397
2008-07-15,1.01826
2008-07-14,1.02116
2008-07-11,1.03065
2008-07-10,1.03036
2008-07-09,1.02826
2008-07-08,1.02766
2008-07-07,1.02254
2008-07-04,1.01805
2008-07-03,1.01873
2008-07-02,1.01904
2008-07-01,1.01844
2008-06-30,1.02377
2008-06-27,1.03565
2008-06-26,1.04155
2008-06-25,1.04187
2008-06-24,1.03906
2008-06-23,1.03728
2008-06-20,1.04053
2008-06-19,1.04212
2008-06-18,1.04364
2008-06-17,1.04585
2008-06-16,1.04373
2008-06-13,1.03934
2008-06-12,1.0375
2008-06-11,1.02911
2008-06-10,1.02014
2008-06-09,1.02795
2008-06-06,1.04277
2008-06-05,1.03987
2008-06-04,1.03874
2008-06-03,1.04166
2008-06-02,1.04272
2008-05-30,1.04003
2008-05-29,1.03133
2008-05-28,1.026
2008-05-27,1.02472
2008-05-26,1.02561
2008-05-23,1.03018
2008-05-22,1.03823
2008-05-21,1.0466
2008-05-20,1.04824
2008-05-19,1.05015
2008-05-16,1.05452
2008-05-15,1.05217
2008-05-14,1.04666
2008-05-13,1.04404
2008-05-12,1.04623
2008-05-09,1.05499
2008-05-08,1.05292
2008-05-07,1.05197
2008-05-06,1.05536
2008-05-05,1.05098
2008-05-02,1.03993
2008-05-01,1.03717
2008-04-30,1.03514
2008-04-29,1.03434
2008-04-28,1.0305
2008-04-25,1.0182
2008-04-24,1.00766
2008-04-23,1.00984
2008-04-22,1.01554
2008-04-21,1.01234
2008-04-18,1.00202
2008-04-17,1.00201
2008-04-16,1.00104
2008-04-15,1.00144
2008-04-14,1.00065
2008-04-11,1.00381
2008-04-10,1.01108
2008-04-09,1.01256
2008-04-08,1.01113
2008-04-07,1.00817
2008-04-04,1.00817
2008-04-03,1.00817
2008-04-02,0.998912
2008-04-01,0.994677
2008-03-31,0.994084
2008-03-28,0.99621
2008-03-27,1.00651
2008-03-26,1.01486
2008-03-25,1.01383
2008-03-24,1.00777
2008-03-21,1.00256
2008-03-20,0.993447
2008-03-19,0.98536
2008-03-18,0.989547
2008-03-17,1.00356
2008-03-14,1.01765
2008-03-13,1.02545
2008-03-12,1.02206
2008-03-11,1.0228
2008-03-10,1.02825
2008-03-07,1.0352
2008-03-06,1.03872
2008-03-05,1.03859
2008-03-04,1.039
2008-03-03,1.04861
2008-02-29,1.06404
2008-02-28,1.0768
2008-02-27,1.08751
2008-02-26,1.08677
2008-02-25,1.08971
2008-02-22,1.09751
2008-02-21,1.09728
2008-02-20,1.09777
2008-02-19,1.09627
2008-02-18,1.09798
2008-02-15,1.10466
2008-02-14,1.10316
2008-02-13,1.1012
2008-02-12,1.10155
2008-02-11,1.10155
2008-02-08,1.09867
2008-02-07,1.09706
2008-02-06,1.0928
2008-02-05,1.08685
2008-02-04,1.08685
2008-02-01,1.08613
2008-01-31,1.09197
2008-01-30,1.09213
2008-01-29,1.09421
2008-01-28,1.09378
2008-01-25,1.09116
2008-01-24,1.09815
2008-01-23,1.10505
2008-01-22,1.102
2008-01-21,1.09937
2008-01-18,1.09708
2008-01-17,1.09128
2008-01-16,1.09282
2008-01-15,1.09799
2008-01-14,1.10574
2008-01-11,1.11275
2008-01-10,1.11442
2008-01-09,1.11488
2008-01-08,1.1108
2008-01-07,1.11154
2008-01-04,1.12047
2008-01-03,1.12959
2008-01-02,1.13089
2008-01-01,1.12657
2007-12-31,1.1348
2007-12-28,1.15075
2007-12-27,1.15601
2007-12-26,1.15721
2007-12-25,1.15563
2007-12-24,1.15527
2007-12-21,1.1549
2007-12-20,1.15237
2007-12-19,1.15203
2007-12-18,1.15333
2007-12-17,1.14641
2007-12-14,1.13469
2007-12-13,1.13142
2007-12-12,1.12925
2007-12-11,1.12815
2007-12-10,1.12884
2007-12-07,1.12551
2007-12-06,1.12142
2007-12-05,1.12592
2007-12-04,1.12971
2007-12-03,1.12516
2007-11-30,1.11338
2007-11-29,1.10691
2007-11-28,1.10107
2007-11-27,1.10263
2007-11-26,1.10213
2007-11-23,1.10326
2007-11-22,1.10801
2007-11-21,1.11421
2007-11-20,1.11742
2007-11-19,1.11974
2007-11-16,1.12323
2007-11-15,1.12456
2007-11-14,1.12625
2007-11-13,1.12423
2007-11-12,1.12552
2007-11-09,1.13331
2007-11-08,1.14131
2007-11-07,1.15068
2007-11-06,1.15328
2007-11-05,1.15554
2007-11-02,1.15946
2007-11-01,1.16106
2007-10-31,1.16384
2007-10-30,1.16365
2007-10-29,1.16612
2007-10-26,1.17098
2007-10-25,1.17406
2007-10-24,1.17267
2007-10-23,1.16749
2007-10-22,1.16924
2007-10-19,1.17721
2007-10-18,1.18175
2007-10-17,1.18208
2007-10-16,1.18318
2007-10-15,1.1834
2007-10-12,1.18183
2007-10-11,1.18403
2007-10-10,1.18423
2007-10-09,1.18006
2007-10-08,1.17846
2007-10-05,1.17728
2007-10-04,1.17408
2007-10-03,1.1699
2007-10-02,1.16544
2007-10-01,1.16651
2007-09-28,1.16994
2007-09-27,1.16947
2007-09-26,1.17123
2007-09-25,1.17217
2007-09-24,1.17429
2007-09-21,1.17907
2007-09-20,1.18416
2007-09-19,1.18729
2007-09-18,1.18841
2007-09-17,1.18816
2007-09-14,1.18569
2007-09-13,1.18654
2007-09-12,1.18687
2007-09-11,1.18727
2007-09-10,1.19392
2007-09-07,1.20587
2007-09-06,1.20988
2007-09-05,1.20944
2007-09-04,1.20808
2007-09-03,1.20622
2007-08-31,1.20177
2007-08-30,1.20114
2007-08-29,1.20159
2007-08-28,1.20168
2007-08-27,1.20293
2007-08-24,1.20694
2007-08-23,1.20626
2007-08-22,1.20557
2007-08-21,1.20714
2007-08-20,1.21202
2007-08-17,1.21649
2007-08-16,1.21151
2007-08-15,1.20482
2007-08-14,1.20009
2007-08-13,1.19783
2007-08-10,1.19602
2007-08-09,1.19445
2007-08-08,1.18959
2007-08-07,1.18773
2007-08-06,1.1962
2007-08-03,1.20337
2007-08-02,1.20221
2007-08-01,1.20414
2007-07-31,1.20632
2007-07-30,1.20935
2007-07-27,1.21018
2007-07-26,1.20719
2007-07-25,1.20375
2007-07-24,1.202
2007-07-23,1.20102
2007-07-20,1.20081
2007-07-19,1.20084
2007-07-18,1.20212
2007-07-17,1.20221
2007-07-16,1.20306
2007-07-13,1.20355
2007-07-12,1.20665
2007-07-11,1.21495
2007-07-10,1.2177
2007-07-09,1.21717
2007-07-06,1.21501
2007-07-05,1.21501
2007-07-04,1.21474
2007-07-03,1.21853
2007-07-02,1.22433
2007-06-29,1.22876
2007-06-28,1.22863
2007-06-27,1.22866
2007-06-26,1.22901
2007-06-25,1.23332
2007-06-22,1.23954
2007-06-21,1.23958
2007-06-20,1.24094
2007-06-19,1.24092
2007-06-18,1.24259
2007-06-15,1.24446
2007-06-14,1.24245
2007-06-13,1.23892
2007-06-12,1.23658
2007-06-11,1.22965
2007-06-08,1.21929
2007-06-07,1.21892
2007-06-06,1.22344
2007-06-05,1.22812
2007-06-04,1.22806
2007-06-01,1.22563
2007-05-31,1.22563
2007-05-30,1.2266
2007-05-29,1.22797
2007-05-28,1.22829
2007-05-25,1.22824
2007-05-24,1.22924
2007-05-23,1.22988
2007-05-22,1.22837
2007-05-21,1.22609
2007-05-18,1.22155
2007-05-17,1.21738
2007-05-16,1.21808
2007-05-15,1.21868
2007-05-14,1.21845
2007-05-11,1.21845
2007-05-10,1.21628
2007-05-09,1.21257
2007-05-08,1.2106
2007-05-07,1.21235
2007-05-04,1.21409
2007-05-03,1.21304
2007-05-02,1.20818
2007-05-01,1.2062
2007-04-30,1.20582
2007-04-27,1.20474
2007-04-26,1.20431
2007-04-25,1.20775
2007-04-24,1.20863
2007-04-23,1.20656
2007-04-20,1.20458
2007-04-19,1.20815
2007-04-18,1.21227
2007-04-17,1.21374
2007-04-16,1.21643
2007-04-13,1.21905
2007-04-12,1.21952
2007-04-11,1.22183
2007-04-10,1.22304
2007-04-09,1.22066
2007-04-06,1.21947
2007-04-05,1.21964
2007-04-04,1.21638
2007-04-03,1.21501
2007-04-02,1.21586
2007-03-30,1.21478
2007-03-29,1.21317
2007-03-28,1.2164
2007-03-27,1.21882
2007-03-26,1.2158
2007-03-23,1.21168
2007-03-22,1.21304
2007-03-21,1.21183
2007-03-20,1.20868
2007-03-19,1.21069
2007-03-16,1.2171
2007-03-15,1.21912
2007-03-14,1.22604
2007-03-13,1.23192
2007-03-12,1.22969
2007-03-09,1.22188
2007-03-08,1.22272
2007-03-07,1.22092
2007-03-06,1.21764
2007-03-05,1.21805
2007-03-02,1.21964
2007-03-01,1.22225
2007-02-28,1.22784
2007-02-27,1.23159
2007-02-26,1.23524
2007-02-23,1.23892
2007-02-22,1.23647
2007-02-21,1.23437
2007-02-20,1.2341
2007-02-19,1.23598
2007-02-16,1.24015
2007-02-15,1.24681
2007-02-14,1.25051
2007-02-13,1.2492
2007-02-12,1.24673
2007-02-09,1.24338
2007-02-08,1.24241
2007-02-07,1.2472
2007-02-06,1.24865
2007-02-05,1.2464
2007-02-02,1.24675
2007-02-01,1.25201
2007-01-31,1.25327
2007-01-30,1.25405
2007-01-29,1.25093
2007-01-26,1.24581
2007-01-25,1.24525
2007-01-24,1.24702
2007-01-23,1.24883
2007-01-22,1.24839
2007-01-19,1.24798
2007-01-18,1.24778
2007-01-17,1.24719
2007-01-16,1.24707
2007-01-15,1.24683
2007-01-12,1.2452
2007-01-11,1.24127
2007-01-10,1.23718
2007-01-09,1.23596
2007-01-08,1.23309
2007-01-05,1.22403
2007-01-04,1.21643
2007-01-03,1.21642
2007-01-02,1.22101
2007-01-01,1.22101
2006-12-29,1.22296
2006-12-28,1.22111
2006-12-27,1.21967
2006-12-26,1.21961
2006-12-25,1.21893
2006-12-22,1.21594
2006-12-21,1.21613
2006-12-20,1.22015
2006-12-19,1.21658
2006-12-18,1.21658
2006-12-15,1.20626
2006-12-14,1.20193
2006-12-13,1.20331
2006-12-12,1.20558
2006-12-11,1.20158
2006-12-08,1.19445
2006-12-07,1.19352
2006-12-06,1.1939
2006-12-05,1.19415
2006-12-04,1.19814
2006-12-01,1.20593
2006-11-30,1.20595
2006-11-29,1.20638
2006-11-28,1.20755
2006-11-27,1.21525
2006-11-24,1.22943
2006-11-23,1.23841
2006-11-22,1.24329
2006-11-21,1.24348
2006-11-20,1.24511
2006-11-17,1.24657
2006-11-16,1.24507
2006-11-15,1.2423
2006-11-14,1.24077
2006-11-13,1.24425
2006-11-10,1.24878
2006-11-09,1.24978
2006-11-08,1.25271
2006-11-07,1.25471
2006-11-06,1.25071
2006-11-03,1.24496
2006-11-02,1.24576
2006-11-01,1.24886
2006-10-31,1.24903
2006-10-30,1.25276
2006-10-27,1.26172
2006-10-26,1.26657
2006-10-25,1.26602
2006-10-24,1.26142
2006-10-23,1.26178
2006-10-20,1.26719
2006-10-19,1.26902
2006-10-18,1.27044
2006-10-17,1.27294
2006-10-16,1.27219
2006-10-13,1.27073
2006-10-12,1.26867
2006-10-11,1.26351
2006-10-10,1.26062
2006-10-09,1.25645
2006-10-06,1.24989
2006-10-05,1.24682
2006-10-04,1.24542
2006-10-03,1.24901
2006-10-02,1.24828
2006-09-29,1.24474
2006-09-28,1.24287
2006-09-27,1.23884
2006-09-26,1.23578
2006-09-25,1.24038
2006-09-22,1.24941
2006-09-21,1.25154
2006-09-20,1.253
2006-09-19,1.2551
2006-09-18,1.2534
2006-09-15,1.25036
2006-09-14,1.249
2006-09-13,1.24525
2006-09-12,1.24655
2006-09-11,1.24392
2006-09-08,1.23682
2006-09-07,1.23407
2006-09-06,1.23102
2006-09-05,1.22948
2006-09-04,1.22963
2006-09-01,1.23033
2006-08-31,1.23033
2006-08-30,1.2343
2006-08-29,1.23737
2006-08-28,1.23822
2006-08-25,1.23511
2006-08-24,1.23219
2006-08-23,1.22803
2006-08-22,1.22885
2006-08-21,1.23148
2006-08-18,1.23061
2006-08-17,1.23634
2006-08-16,1.24025
2006-08-15,1.24143
2006-08-14,1.23728
2006-08-11,1.22727
2006-08-10,1.22477
2006-08-09,1.22477
2006-08-08,1.22289
2006-08-07,1.22656
2006-08-04,1.23052
2006-08-03,1.22934
2006-08-02,1.23183
2006-08-01,1.23201
2006-07-31,1.23461
2006-07-28,1.24274
2006-07-27,1.2494
2006-07-26,1.24574
2006-07-25,1.24081
2006-07-24,1.23996
2006-07-21,1.24859
2006-07-20,1.25142
2006-07-19,1.24604
2006-07-18,1.23823
2006-07-17,1.23335
2006-07-14,1.23088
2006-07-13,1.22953
2006-07-12,1.22813
2006-07-11,1.22511
2006-07-10,1.22621
2006-07-07,1.22974
2006-07-06,1.22645
2006-07-05,1.22454
2006-07-04,1.22399
2006-07-03,1.23182
2006-06-30,1.24589
2006-06-29,1.24402
2006-06-28,1.24417
2006-06-27,1.24727
2006-06-26,1.24503
2006-06-23,1.23686
2006-06-22,1.23748
2006-06-21,1.23912
2006-06-20,1.23485
2006-06-19,1.23143
2006-06-16,1.2325
2006-06-15,1.23467
2006-06-14,1.23422
2006-06-13,1.23242
2006-06-12,1.22927
2006-06-09,1.223
2006-06-08,1.2151
2006-06-07,1.2086
2006-06-06,1.20621
2006-06-05,1.21345
2006-06-02,1.21828
2006-06-01,1.21418
2006-05-31,1.21932
2006-05-30,1.22517
2006-05-29,1.22275
2006-05-26,1.21511
2006-05-25,1.20936
2006-05-24,1.20964
2006-05-23,1.21534
2006-05-22,1.21485
2006-05-19,1.21059
2006-05-18,1.20882
2006-05-17,1.20764
2006-05-16,1.20104
2006-05-15,1.2065
2006-05-12,1.22032
2006-05-11,1.22221
2006-05-10,1.22619
2006-05-09,1.22553
2006-05-08,1.23014
2006-05-05,1.23603
2006-05-04,1.23721
2006-05-03,1.23896
2006-05-02,1.23856
2006-05-01,1.24958
2006-04-28,1.2686
2006-04-27,1.26929
2006-04-26,1.26971
2006-04-25,1.27268
2006-04-24,1.27426
2006-04-21,1.27137
2006-04-20,1.27224
2006-04-19,1.28109
2006-04-18,1.29191
2006-04-17,1.29795
2006-04-14,1.29795
2006-04-13,1.29905
