Date,CURRFX.USDJPY.1
2010-08-04,86.2041
2010-08-03,86.5302
2010-08-02,86.6712
2010-07-30,87.2753
2010-07-29,87.6321
2010-07-28,87.3612
2010-07-27,87.2701
2010-07-26,87.2205
2010-07-23,86.8958
2010-07-22,87.0857
2010-07-21,86.9806
2010-07-20,86.7478
2010-07-19,87.0476
2010-07-16,88.1227
2010-07-15,88.548
2010-07-14,88.5356
2010-07-13,88.6589
2010-07-12,88.5043
2010-07-09,87.9539
2010-07-08,87.4615
2010-07-07,87.7268
2010-07-06,87.7801
2010-07-05,87.7958
2010-07-02,88.1599
2010-07-01,88.6121
2010-06-30,88.9176
2010-06-29,89.2973
2010-06-28,89.3434
2010-06-25,89.7874
2010-06-24,90.3892
2010-06-23,90.8072
2010-06-22,90.9094
2010-06-21,90.8032
2010-06-18,91.2251
2010-06-17,91.412
2010-06-16,91.5061
2010-06-15,91.7478
2010-06-14,91.4924
2010-06-11,91.272
2010-06-10,91.4253
2010-06-09,91.5306
2010-06-08,91.7878
2010-06-07,92.1814
2010-06-04,92.2767
2010-06-03,91.6036
2010-06-02,91.1784
2010-06-01,91.2389
2010-05-31,90.8531
2010-05-28,90.4296
2010-05-27,90.0748
2010-05-26,89.9685
2010-05-25,90.2151
2010-05-24,90.2541
2010-05-21,91.009
2010-05-20,91.9865
2010-05-19,92.4672
2010-05-18,92.3406
2010-05-17,92.6358
2010-05-14,92.976
2010-05-13,92.8602
2010-05-12,92.8515
2010-05-11,92.5344
2010-05-10,92.0668
2010-05-07,93.4671
2010-05-06,94.5033
2010-05-05,94.4945
2010-05-04,94.1252
2010-05-03,93.9132
2010-04-30,93.9491
2010-04-29,93.7024
2010-04-28,93.7623
2010-04-27,94.0802
2010-04-26,93.6448
2010-04-23,93.15
2010-04-22,93.1277
2010-04-21,92.6379
2010-04-20,92.1195
2010-04-19,92.5087
2010-04-16,93.2295
2010-04-15,93.223
2010-04-14,93.1319
2010-04-13,93.2663
2010-04-12,93.3781
2010-04-09,93.3781
2010-04-08,93.7908
2010-04-07,94.0873
2010-04-06,94.4821
2010-04-05,94.277
2010-04-02,93.566
2010-04-01,93.0907
2010-03-31,92.6336
2010-03-30,92.5384
2010-03-29,92.4389
2010-03-26,92.0589
2010-03-25,91.0795
2010-03-24,90.3286
2010-03-23,90.3976
2010-03-22,90.4374
2010-03-19,90.3291
2010-03-18,90.4246
2010-03-17,90.4701
2010-03-16,90.5964
2010-03-15,90.5561
2010-03-12,90.46
2010-03-11,90.2213
2010-03-10,90.0493
2010-03-09,90.3058
2010-03-08,89.6401
2010-03-05,88.697
2010-03-04,88.8006
2010-03-03,89.1004
2010-03-02,89.1076
2010-03-01,89.0422
2010-02-26,89.5576
2010-02-25,90.3204
2010-02-24,90.8997
2010-02-23,91.4019
2010-02-22,91.3184
2010-02-19,90.9294
2010-02-18,90.4823
2010-02-17,89.9982
2010-02-16,89.9982
2010-02-15,89.9104
2010-02-12,89.8204
2010-02-11,89.6534
2010-02-10,89.4312
2010-02-09,89.3089
2010-02-08,89.7247
2010-02-05,90.544
2010-02-04,90.5103
2010-02-03,90.5103
2010-02-02,90.3085
2010-02-01,90.1911
2010-01-29,89.8971
2010-01-28,89.6303
2010-01-27,89.9892
2010-01-26,90.076
2010-01-25,90.4595
2010-01-22,91.2278
2010-01-21,90.9779
2010-01-20,90.7881
2010-01-19,90.8058
2010-01-18,91.0322
2010-01-15,91.3898
2010-01-14,91.4117
2010-01-13,91.9185
2010-01-12,92.4356
2010-01-11,92.6828
2010-01-08,92.5143
2010-01-07,92.0797
2010-01-06,92.2697
2010-01-05,92.8855
2010-01-04,92.8684
2010-01-01,92.4508
2009-12-31,92.0485
2009-12-30,91.6818
2009-12-29,91.4786
2009-12-28,91.4234
2009-12-25,91.5612
2009-12-24,91.5896
2009-12-23,91.1071
2009-12-22,90.5574
2009-12-21,90.2826
2009-12-18,89.8385
2009-12-17,89.481
2009-12-16,88.9903
2009-12-15,88.8379
2009-12-14,88.72
2009-12-11,88.1201
2009-12-10,88.3767
2009-12-09,89.217
2009-12-08,90.1115
2009-12-07,89.5603
2009-12-04,87.5893
2009-12-03,86.9815
2009-12-02,86.657
2009-12-01,86.5079
2009-11-30,86.7046
2009-11-27,87.295
2009-11-26,88.2492
2009-11-25,88.7886
2009-11-24,88.8984
2009-11-23,88.9399
2009-11-20,89.1227
2009-11-19,89.2047
2009-11-18,89.2587
2009-11-17,89.5286
2009-11-16,89.7672
2009-11-13,89.9157
2009-11-12,89.8227
2009-11-11,89.9349
2009-11-10,89.951
2009-11-09,90.1025
2009-11-06,90.528
2009-11-05,90.4655
2009-11-04,90.1909
2009-11-03,90.0764
2009-11-02,90.367
2009-10-30,90.993
2009-10-29,91.5067
2009-10-28,92.0095
2009-10-27,91.9957
2009-10-26,91.7638
2009-10-23,91.0982
2009-10-22,90.717
2009-10-21,90.6119
2009-10-20,90.8196
2009-10-19,90.5153
2009-10-16,89.7326
2009-10-15,89.5249
2009-10-14,89.8547
2009-10-13,89.8887
2009-10-12,89.2444
2009-10-09,88.5282
2009-10-08,88.8514
2009-10-07,89.3146
2009-10-06,89.7478
2009-10-05,89.804
2009-10-02,89.8018
2009-10-01,89.8317
2009-09-30,89.7309
2009-09-29,89.4753
2009-09-28,90.1855
2009-09-25,91.0427
2009-09-24,91.2366
2009-09-23,91.6325
2009-09-22,91.656
2009-09-21,91.209
2009-09-18,90.9535
2009-09-17,90.882
2009-09-16,90.9234
2009-09-15,90.6806
2009-09-14,91.159
2009-09-11,92.0883
2009-09-10,92.3442
2009-09-09,92.7137
2009-09-08,93.0421
2009-09-07,92.7628
2009-09-04,92.4753
2009-09-03,92.792
2009-09-02,93.0414
2009-09-01,93.1896
2009-08-31,93.63
2009-08-28,93.9065
2009-08-27,94.1884
2009-08-26,94.3871
2009-08-25,94.563
2009-08-24,94.3174
2009-08-21,94.2443
2009-08-20,94.5037
2009-08-19,94.7101
2009-08-18,94.6887
2009-08-17,95.2729
2009-08-14,95.8585
2009-08-13,96.0929
2009-08-12,96.8075
2009-08-11,97.3692
2009-08-10,96.7395
2009-08-07,95.2237
2009-08-06,95.1138
2009-08-05,95.0556
2009-08-04,94.8557
2009-08-03,94.9115
2009-07-31,95.039
2009-07-30,94.7208
2009-07-29,94.8868
2009-07-28,94.9357
2009-07-27,94.637
2009-07-24,94.0816
2009-07-23,93.7006
2009-07-22,94.1298
2009-07-21,94.369
2009-07-20,94.0802
2009-07-17,93.8154
2009-07-16,93.4793
2009-07-15,92.9211
2009-07-14,92.5821
2009-07-13,92.7278
2009-07-10,93.3786
2009-07-09,94.4336
2009-07-08,95.24
2009-07-07,95.6274
2009-07-06,96.1787
2009-07-03,96.4958
2009-07-02,96.4131
2009-07-01,95.8537
2009-06-30,95.4074
2009-06-29,95.5132
2009-06-26,95.8434
2009-06-25,95.3829
2009-06-24,95.6047
2009-06-23,96.0983
2009-06-22,96.1695
2009-06-19,96.0713
2009-06-18,96.4363
2009-06-17,97.3078
2009-06-16,98.2592
2009-06-15,98.2345
2009-06-12,97.8811
2009-06-11,97.8786
2009-06-10,98.1892
2009-06-09,98.5611
2009-06-08,97.7847
2009-06-05,96.1928
2009-06-04,95.9819
2009-06-03,95.8526
2009-06-02,95.4071
2009-06-01,95.7582
2009-05-29,96.0084
2009-05-28,95.0891
2009-05-27,94.8378
2009-05-26,94.8194
2009-05-25,94.716
2009-05-22,94.9666
2009-05-21,95.8337
2009-05-20,95.9947
2009-05-19,95.3761
2009-05-18,95.3027
2009-05-15,95.7282
2009-05-14,96.4706
2009-05-13,97.4383
2009-05-12,98.183
2009-05-11,98.6863
2009-05-08,98.8101
2009-05-07,98.6347
2009-05-06,99.0333
2009-05-05,99.263
2009-05-04,98.7158
2009-05-01,97.5474
2009-04-30,96.6805
2009-04-29,96.483
2009-04-28,96.8925
2009-04-27,97.4753
2009-04-24,98.0909
2009-04-23,98.4081
2009-04-22,98.4081
2009-04-21,98.8693
2009-04-20,99.1416
2009-04-17,99.0599
2009-04-16,99.2191
2009-04-15,99.9029
2009-04-14,100.323
2009-04-13,100.182
2009-04-10,100.076
2009-04-09,100.228
2009-04-08,100.625
2009-04-07,100.617
2009-04-06,99.8645
2009-04-03,98.9743
2009-04-02,98.7375
2009-04-01,98.0933
2009-03-31,97.5049
2009-03-30,97.9296
2009-03-27,97.9138
2009-03-26,97.7693
2009-03-25,97.3374
2009-03-24,96.241
2009-03-23,95.7459
2009-03-20,96.5234
2009-03-19,98.3756
2009-03-18,98.4262
2009-03-17,98.1362
2009-03-16,97.6205
2009-03-13,97.4729
2009-03-12,98.4149
2009-03-11,98.6122
2009-03-10,98.4573
2009-03-09,98.5629
2009-03-06,98.9922
2009-03-05,98.4893
2009-03-04,97.6341
2009-03-03,97.4824
2009-03-02,97.7103
2009-02-27,97.5556
2009-02-26,96.405
2009-02-25,94.8125
2009-02-24,93.5127
2009-02-23,93.516
2009-02-20,93.4116
2009-02-19,92.5448
2009-02-18,91.9877
2009-02-17,91.7489
2009-02-16,91.2323
2009-02-13,90.2456
2009-02-12,90.5899
2009-02-11,91.3134
2009-02-10,91.6938
2009-02-09,91.193
2009-02-06,89.7128
2009-02-05,89.4076
2009-02-04,89.4869
2009-02-03,89.7001
2009-02-02,89.9617
2009-01-30,89.7779
2009-01-29,89.3221
2009-01-28,89.1425
2009-01-27,88.9283
2009-01-26,88.8541
2009-01-23,89.1951
2009-01-22,89.8536
2009-01-21,90.4934
2009-01-20,90.7291
2009-01-19,90.1912
2009-01-16,89.2308
2009-01-15,89.3459
2009-01-14,89.5185
2009-01-13,90.0273
2009-01-12,90.9968
2009-01-09,92.4499
2009-01-08,93.4346
2009-01-07,93.2685
2009-01-06,92.3321
2009-01-05,91.4092
2009-01-02,90.5891
2009-01-01,90.413
2008-12-31,90.3895
2008-12-30,90.5511
2008-12-29,90.6431
2008-12-26,90.4561
2008-12-25,90.458
2008-12-24,90.1009
2008-12-23,89.627
2008-12-22,88.9209
2008-12-19,88.3344
2008-12-18,89.1936
2008-12-17,90.4788
2008-12-16,90.9687
2008-12-15,91.5625
2008-12-12,92.3295
2008-12-11,92.591
2008-12-10,92.7657
2008-12-09,92.9259
2008-12-08,92.8635
2008-12-05,93.0199
2008-12-04,93.2006
2008-12-03,93.7866
2008-12-02,94.9504
2008-12-01,95.4606
2008-11-28,95.2965
2008-11-27,95.5914
2008-11-26,96.0445
2008-11-25,95.7953
2008-11-24,95.7586
2008-11-21,95.917
2008-11-20,96.6548
2008-11-19,96.6585
2008-11-18,96.839
2008-11-17,96.4788
2008-11-14,96.2291
2008-11-13,97.3966
2008-11-12,98.2304
2008-11-11,98.6754
2008-11-10,98.1937
2008-11-07,98.4665
2008-11-06,99.2761
2008-11-05,99.1587
2008-11-04,98.7996
2008-11-03,98.4007
2008-10-31,97.8985
2008-10-30,96.3851
2008-10-29,94.1917
2008-10-28,93.6972
2008-10-27,95.3814
2008-10-24,98.1106
2008-10-23,100.091
2008-10-22,101.483
2008-10-21,101.746
2008-10-20,101.193
2008-10-17,100.76
2008-10-16,101.787
2008-10-15,101.708
2008-10-14,100.616
2008-10-13,100.597
2008-10-10,100.494
2008-10-09,101.132
2008-10-08,102.512
2008-10-07,103.993
2008-10-06,105.407
2008-10-03,105.772
2008-10-02,105.596
2008-10-01,105.23
2008-09-30,105.929
2008-09-29,106.038
2008-09-26,105.993
2008-09-25,105.715
2008-09-24,105.859
2008-09-23,106.815
2008-09-22,106.406
2008-09-19,105.018
2008-09-18,105.138
2008-09-17,104.905
2008-09-16,106.534
2008-09-15,107.593
2008-09-12,107.188
2008-09-11,107.481
2008-09-10,107.993
2008-09-09,108.213
2008-09-08,107.879
2008-09-05,108.27
2008-09-04,108.566
2008-09-03,108.385
2008-09-02,108.428
2008-09-01,108.982
2008-08-29,109.334
2008-08-28,109.446
2008-08-27,109.695
2008-08-26,109.925
2008-08-25,109.693
2008-08-22,109.344
2008-08-21,110.026
2008-08-20,110.026
2008-08-19,110.341
2008-08-18,110.124
2008-08-15,109.327
2008-08-14,109.339
2008-08-13,110.053
2008-08-12,110.053
2008-08-11,109.917
2008-08-08,109.183
2008-08-07,108.452
2008-08-06,108.023
2008-08-05,107.8
2008-08-04,107.826
2008-08-01,108.037
2008-07-31,107.917
2008-07-30,107.702
2008-07-29,107.764
2008-07-28,107.8
2008-07-25,107.666
2008-07-24,107.193
2008-07-23,106.7
2008-07-22,106.862
2008-07-21,106.377
2008-07-18,105.093
2008-07-17,104.854
2008-07-16,105.78
2008-07-15,106.374
2008-07-14,106.56
2008-07-11,107.128
2008-07-10,107.228
2008-07-09,107.124
2008-07-08,107.05
2008-07-07,106.585
2008-07-04,106.205
2008-07-03,106.03
2008-07-02,105.913
2008-07-01,106.011
2008-06-30,106.719
2008-06-27,107.757
2008-06-26,107.784
2008-06-25,107.784
2008-06-24,107.475
2008-06-23,107.511
2008-06-20,107.873
2008-06-19,108.027
2008-06-18,108.111
2008-06-17,108.214
2008-06-16,107.903
2008-06-13,107.399
2008-06-12,107.117
2008-06-11,106.273
2008-06-10,105.278
2008-06-09,105.234
2008-06-06,105.442
2008-06-05,104.86
2008-06-04,104.744
2008-06-03,105.18
2008-06-02,105.358
2008-05-30,104.846
2008-05-29,104.152
2008-05-28,103.59
2008-05-27,103.367
2008-05-26,103.376
2008-05-23,103.374
2008-05-22,103.618
2008-05-21,104.052
2008-05-20,104.121
2008-05-19,104.393
2008-05-16,104.959
2008-05-15,104.64
2008-05-14,103.827
2008-05-13,103.227
2008-05-12,103.362
2008-05-09,104.562
2008-05-08,104.918
2008-05-07,104.912
2008-05-06,105.285
2008-05-05,104.826
2008-05-02,104.049
2008-05-01,104.122
2008-04-30,104.206
2008-04-29,104.473
2008-04-28,104.189
2008-04-25,103.546
2008-04-24,103.136
2008-04-23,103.295
2008-04-22,103.641
2008-04-21,103.059
2008-04-18,101.895
2008-04-17,101.435
2008-04-16,101.134
2008-04-15,101.002
2008-04-14,101.095
2008-04-11,101.643
2008-04-10,102.346
2008-04-09,102.387
2008-04-08,102.071
2008-04-07,101.866
2008-04-04,102.332
2008-04-03,101.426
2008-04-02,100.101
2008-04-01,99.441
2008-03-31,99.2752
2008-03-28,99.4546
2008-03-27,99.9562
2008-03-26,100.262
2008-03-25,99.8481
2008-03-24,99.4155
2008-03-21,99.2011
2008-03-20,98.6568
2008-03-19,97.5318
2008-03-18,97.9624
2008-03-17,99.6952
2008-03-14,101.572
2008-03-13,102.614
2008-03-12,102.218
2008-03-11,102.349
2008-03-10,103.006
2008-03-07,103.567
2008-03-06,103.442
2008-03-05,103.203
2008-03-04,103.384
2008-03-03,104.59
2008-02-29,106.403
2008-02-28,107.182
2008-02-27,107.757
2008-02-26,107.442
2008-02-25,107.498
2008-02-22,107.948
2008-02-21,107.879
2008-02-20,107.906
2008-02-19,107.936
2008-02-18,107.967
2008-02-15,107.927
2008-02-14,107.36
2008-02-13,107.051
2008-02-12,107.14
2008-02-11,107.03
2008-02-08,106.567
2008-02-07,106.715
2008-02-06,106.882
2008-02-05,106.693
2008-02-04,106.49
2008-02-01,106.62
2008-01-31,106.914
2008-01-30,106.751
2008-01-29,106.658
2008-01-28,106.651
2008-01-25,106.4
2008-01-24,106.197
2008-01-23,106.311
2008-01-22,106.581
2008-01-21,107.012
2008-01-18,106.994
2008-01-17,107.002
2008-01-16,107.89
2008-01-15,108.505
2008-01-14,109.166
2008-01-11,109.54
2008-01-10,109.303
2008-01-09,109.227
2008-01-08,108.845
2008-01-07,108.898
2008-01-04,110.042
2008-01-03,111.409
2008-01-02,111.796
2008-01-01,112.125
2007-12-31,113.054
2007-12-28,114.186
2007-12-27,114.167
2007-12-26,114.124
2007-12-25,114.124
2007-12-24,113.702
2007-12-21,113.196
2007-12-20,113.205
2007-12-19,113.196
2007-12-18,113.243
2007-12-17,112.79
2007-12-14,111.732
2007-12-13,111.464
2007-12-12,111.722
2007-12-11,111.645
2007-12-10,111.421
2007-12-07,110.705
2007-12-06,110.216
2007-12-05,110.284
2007-12-04,110.83
2007-12-03,110.774
2007-11-30,109.688
2007-11-29,108.778
2007-11-28,108.182
2007-11-27,108.368
2007-11-26,108.419
2007-11-23,108.822
2007-11-22,109.427
2007-11-21,110.212
2007-11-20,110.697
2007-11-19,111.076
2007-11-16,111.12
2007-11-15,110.754
2007-11-14,110.075
2007-11-13,110.31
2007-11-12,111.469
2007-11-09,113.179
2007-11-08,114.116
2007-11-07,114.537
2007-11-06,114.588
2007-11-05,114.94
2007-11-02,115.181
2007-11-01,114.844
2007-10-31,114.555
2007-10-30,114.301
2007-10-29,114.16
2007-10-26,114.25
2007-10-25,114.482
2007-10-24,114.342
2007-10-23,114.159
2007-10-22,115.068
2007-10-19,116.35
2007-10-18,116.815
2007-10-17,117.218
2007-10-16,117.574
2007-10-15,117.508
2007-10-12,117.315
2007-10-11,117.228
2007-10-10,117.225
2007-10-09,117.142
2007-10-08,116.837
2007-10-05,116.408
2007-10-04,115.948
2007-10-03,115.554
2007-10-02,115.168
2007-10-01,115.106
2007-09-28,115.374
2007-09-27,114.918
2007-09-26,114.791
2007-09-25,115.218
2007-09-24,115.462
2007-09-21,115.618
2007-09-20,115.692
2007-09-19,115.208
2007-09-18,115.211
2007-09-17,115.095
2007-09-14,114.457
2007-09-13,113.99
2007-09-12,113.605
2007-09-11,113.326
2007-09-10,114.058
2007-09-07,115.466
2007-09-06,115.814
2007-09-05,115.874
2007-09-04,115.843
2007-09-03,115.757
2007-08-31,115.326
2007-08-30,114.923
2007-08-29,115.693
2007-08-28,116.312
2007-08-27,116.279
2007-08-24,115.545
2007-08-23,114.688
2007-08-22,114.658
2007-08-21,114.568
2007-08-20,114.676
2007-08-17,115.965
2007-08-16,117.505
2007-08-15,118.139
2007-08-14,118.302
2007-08-13,118.663
2007-08-10,119.152
2007-08-09,118.998
2007-08-08,118.352
2007-08-07,117.885
2007-08-06,118.379
2007-08-03,118.711
2007-08-02,118.645
2007-08-01,118.862
2007-07-31,118.545
2007-07-30,119.12
2007-07-27,120.101
2007-07-26,120.419
2007-07-25,120.917
2007-07-24,121.255
2007-07-23,121.526
2007-07-20,121.968
2007-07-19,121.979
2007-07-18,121.971
2007-07-17,121.901
2007-07-16,122.063
2007-07-13,122.08
2007-07-12,122.169
2007-07-11,123.145
2007-07-10,123.414
2007-07-09,123.118
2007-07-06,122.628
2007-07-05,122.448
2007-07-04,122.526
2007-07-03,122.912
2007-07-02,123.11
2007-06-29,122.9
2007-06-28,122.96
2007-06-27,123.487
2007-06-26,123.792
2007-06-25,123.782
2007-06-22,123.556
2007-06-21,123.484
2007-06-20,123.582
2007-06-19,123.566
2007-06-18,123.234
2007-06-15,122.593
2007-06-14,121.973
2007-06-13,121.719
2007-06-12,121.711
2007-06-11,121.538
2007-06-08,121.214
2007-06-07,121.393
2007-06-06,121.745
2007-06-05,121.993
2007-06-04,121.948
2007-06-01,121.623
2007-05-31,121.568
2007-05-30,121.606
2007-05-29,121.725
2007-05-28,121.672
2007-05-25,121.537
2007-05-24,121.576
2007-05-23,121.427
2007-05-22,121.261
2007-05-21,121.077
2007-05-18,120.791
2007-05-17,120.406
2007-05-16,120.32
2007-05-15,120.243
2007-05-14,120.196
2007-05-11,120.081
2007-05-10,119.887
2007-05-09,119.926
2007-05-08,120.053
2007-05-07,120.197
2007-05-04,120.122
2007-05-03,119.834
2007-05-02,119.534
2007-05-01,119.537
2007-04-30,119.382
2007-04-27,118.839
2007-04-26,118.556
2007-04-25,118.601
2007-04-24,118.656
2007-04-23,118.49
2007-04-20,118.352
2007-04-19,118.906
2007-04-18,119.422
2007-04-17,119.41
2007-04-16,119.266
2007-04-13,119.241
2007-04-12,119.173
2007-04-11,119.184
2007-04-10,119.284
2007-04-09,119.044
2007-04-06,118.747
2007-04-05,118.645
2007-04-04,118.118
2007-04-03,117.771
2007-04-02,117.641
2007-03-30,117.344
2007-03-29,117.594
2007-03-28,118.082
2007-03-27,118.071
2007-03-26,117.95
2007-03-23,117.594
2007-03-22,117.538
2007-03-21,117.428
2007-03-20,116.991
2007-03-19,116.911
2007-03-16,116.926
2007-03-15,116.617
2007-03-14,117.514
2007-03-13,118.153
2007-03-12,117.728
2007-03-09,116.585
2007-03-08,116.395
2007-03-07,116.093
2007-03-06,116.2
2007-03-05,117.288
2007-03-02,118.209
2007-03-01,118.856
2007-02-28,120.161
2007-02-27,120.91
2007-02-26,121.111
2007-02-23,120.905
2007-02-22,120.284
2007-02-21,119.757
2007-02-20,119.479
2007-02-19,119.66
2007-02-16,120.483
2007-02-15,121.23
2007-02-14,121.621
2007-02-13,121.844
2007-02-12,121.473
2007-02-09,120.783
2007-02-08,120.367
2007-02-07,120.453
2007-02-06,120.887
2007-02-05,120.959
2007-02-02,120.941
2007-02-01,121.542
2007-01-31,121.775
2007-01-30,121.709
2007-01-29,121.282
2007-01-26,120.994
2007-01-25,121.442
2007-01-24,121.518
2007-01-23,121.386
2007-01-22,121.16
2007-01-19,120.887
2007-01-18,120.595
2007-01-17,120.44
2007-01-16,120.355
2007-01-15,120.221
2007-01-12,119.774
2007-01-11,119.253
2007-01-10,118.83
2007-01-09,118.546
2007-01-08,118.887
2007-01-05,119.232
2007-01-04,118.97
2007-01-03,118.896
2007-01-02,118.97
2007-01-01,118.97
2006-12-29,118.796
2006-12-28,118.842
2006-12-27,118.89
2006-12-26,118.836
2006-12-25,118.657
2006-12-22,118.28
2006-12-21,118.114
2006-12-20,118.028
2006-12-19,118.068
2006-12-18,117.925
2006-12-15,117.362
2006-12-14,117.012
2006-12-13,116.847
2006-12-12,116.592
2006-12-11,115.86
2006-12-08,115.023
2006-12-07,114.979
2006-12-06,115.242
2006-12-05,115.473
2006-12-04,115.698
2006-12-01,116.103
2006-11-30,116.084
2006-11-29,116.041
2006-11-28,115.903
2006-11-27,116.119
2006-11-24,116.814
2006-11-23,117.605
2006-11-22,118.02
2006-11-21,117.902
2006-11-20,117.865
2006-11-17,117.961
2006-11-16,117.806
2006-11-15,117.699
2006-11-14,117.638
2006-11-13,117.75
2006-11-10,117.851
2006-11-09,117.739
2006-11-08,117.986
2006-11-07,118.126
2006-11-06,117.685
2006-11-03,117.059
2006-11-02,117.158
2006-11-01,117.465
2006-10-31,117.5
2006-10-30,118.042
2006-10-27,118.93
2006-10-26,119.271
2006-10-25,119.25
2006-10-24,118.906
2006-10-23,118.702
2006-10-20,118.687
2006-10-19,118.805
2006-10-18,119.097
2006-10-17,119.508
2006-10-16,119.6
2006-10-13,119.586
2006-10-12,119.52
2006-10-11,119.245
2006-10-10,119.048
2006-10-09,118.517
2006-10-06,117.809
2006-10-05,117.911
2006-10-04,117.854
2006-10-03,118.101
2006-10-02,117.953
2006-09-29,117.462
2006-09-28,116.983
2006-09-27,116.563
2006-09-26,116.499
2006-09-25,116.72
2006-09-22,117.135
2006-09-21,117.499
2006-09-20,117.804
2006-09-19,117.769
2006-09-18,117.516
2006-09-15,117.612
2006-09-14,117.713
2006-09-13,117.486
2006-09-12,117.076
2006-09-11,116.782
2006-09-08,116.484
2006-09-07,116.216
2006-09-06,116.085
2006-09-05,116.674
2006-09-04,117.141
2006-09-01,117.117
2006-08-31,116.912
2006-08-30,116.975
2006-08-29,117.195
2006-08-28,116.937
2006-08-25,116.392
2006-08-24,116.33
2006-08-23,116.047
2006-08-22,115.746
2006-08-21,115.732
2006-08-18,115.764
2006-08-17,116.151
2006-08-16,116.415
2006-08-15,116.394
2006-08-14,115.878
2006-08-11,115.23
2006-08-10,115.224
2006-08-09,114.925
2006-08-08,114.588
2006-08-07,114.596
2006-08-04,114.719
2006-08-03,114.588
2006-08-02,114.649
2006-08-01,114.56
2006-07-31,115.147
2006-07-28,116.308
2006-07-27,116.882
2006-07-26,116.739
2006-07-25,116.424
2006-07-24,116.39
2006-07-21,116.996
2006-07-20,117.231
2006-07-19,116.94
2006-07-18,116.453
2006-07-17,115.812
2006-07-14,115.117
2006-07-13,114.569
2006-07-12,114.096
2006-07-11,113.94
2006-07-10,114.589
2006-07-07,115.318
2006-07-06,114.918
2006-07-05,114.594
2006-07-04,114.538
2006-07-03,115.15
2006-06-30,116.302
2006-06-29,116.26
2006-06-28,116.266
2006-06-27,116.431
2006-06-26,116.044
2006-06-23,115.112
2006-06-22,114.923
2006-06-21,115.269
2006-06-20,115.376
2006-06-19,115.105
2006-06-16,114.99
2006-06-15,114.92
2006-06-14,114.507
2006-06-13,114.126
2006-06-12,113.941
2006-06-09,113.662
2006-06-08,113.016
2006-06-07,112.248
2006-06-06,111.718
2006-06-05,112.094
2006-06-02,112.494
2006-06-01,112.154
2006-05-31,112.25
2006-05-30,112.495
2006-05-29,112.579
2006-05-26,112.36
2006-05-25,111.918
2006-05-24,111.658
2006-05-23,111.93
2006-05-22,111.377
2006-05-19,110.403
2006-05-18,109.907
2006-05-17,110.113
2006-05-16,109.963
2006-05-15,110.342
2006-05-12,110.861
2006-05-11,111.052
2006-05-10,111.554
2006-05-09,111.976
2006-05-08,113.024
2006-05-05,113.617
2006-05-04,113.432
2006-05-03,113.437
2006-05-02,113.466
2006-05-01,114.12
2006-04-28,114.722
2006-04-27,114.856
2006-04-26,114.889
2006-04-25,115.77
2006-04-24,116.917
2006-04-21,117.413
2006-04-20,117.414
2006-04-19,117.917
2006-04-18,118.333
2006-04-17,118.614
2006-04-14,118.408
2006-04-13,118.336
2006-04-12,118.422
2006-04-11,118.287
2006-04-10,118.024
2006-04-07,117.475
2006-04-06,117.426
2006-04-05,117.814
2006-04-04,117.997
2006-04-03,117.71
2006-03-31,117.683
2006-03-30,117.485
2006-03-29,116.869
2006-03-28,117.069
2006-03-27,117.332
2006-03-24,117.112
2006-03-23,116.938
2006-03-22,116.46
2006-03-21,116.054
2006-03-20,116.454
2006-03-17,117.455
2006-03-16,117.818
2006-03-15,118.545
2006-03-14,118.495
2006-03-13,118.495
2006-03-10,117.748
2006-03-09,117.733
2006-03-08,117.412
2006-03-07,116.764
2006-03-06,116.291
2006-03-03,116.047
2006-03-02,116.004
2006-03-01,116.22
2006-02-28,116.515
2006-02-27,117.175
2006-02-24,118.05
2006-02-23,118.639
2006-02-22,118.461
2006-02-21,118.142
2006-02-20,118.017
2006-02-17,117.805
2006-02-16,117.543
2006-02-15,117.614
2006-02-14,117.866
2006-02-13,118.132
2006-02-10,118.426
2006-02-09,118.29
2006-02-08,118.599
2006-02-07,118.839
2006-02-06,118.713
2006-02-03,118.021
2006-02-02,117.425
2006-02-01,117.383
2006-01-31,117.388
2006-01-30,116.755
2006-01-27,115.527
2006-01-26,114.904
2006-01-25,114.63
2006-01-24,114.95
2006-01-23,115.279
2006-01-20,115.288
2006-01-19,115.3
2006-01-18,115.035
2006-01-17,114.526
2006-01-16,114.132
2006-01-13,114.199
2006-01-12,114.441
2006-01-11,114.364
2006-01-10,114.302
2006-01-09,115.101
2006-01-06,116.565
2006-01-05,117.482
2006-01-04,117.782
2006-01-03,117.761
2006-01-02,117.626
2005-12-30,117.189
2005-12-29,116.704
2005-12-28,116.299
2005-12-27,116.598
2005-12-26,116.598
2005-12-23,116.917
2005-12-22,116.332
2005-12-21,115.903
2005-12-20,115.674
2005-12-19,116.75
2005-12-16,119.159
2005-12-15,120.182
2005-12-14,120.576
2005-12-13,120.664
2005-12-12,120.769
2005-12-09,120.942
2005-12-08,121.022
2005-12-07,120.925
2005-12-06,120.629
2005-12-05,120.233
2005-12-02,119.402
2005-12-01,119.362
2005-11-30,119.668
2005-11-29,119.626
2005-11-28,119.354
2005-11-25,118.867
2005-11-24,118.762
2005-11-23,118.863
2005-11-22,119.021
2005-11-21,119.019
2005-11-18,118.874
2005-11-17,119.035
2005-11-16,118.797
2005-11-15,118.46
2005-11-14,118.061
