Date,CURRFX.AUDUSD.1
2010-09-27,0.956308
2010-09-24,0.95347
2010-09-23,0.952805
2010-09-22,0.947132
2010-09-21,0.942483
2010-09-20,0.936327
2010-09-17,0.93679
2010-09-16,0.937478
2010-09-15,0.935617
2010-09-14,0.93066
2010-09-13,0.925844
2010-09-10,0.921396
2010-09-09,0.915096
2010-09-08,0.914136
2010-09-07,0.916748
2010-09-06,0.913867
2010-09-03,0.907478
2010-09-02,0.899796
2010-09-01,0.892487
2010-08-31,0.89739
2010-08-30,0.895059
2010-08-27,0.885678
2010-08-26,0.883496
2010-08-25,0.888269
2010-08-24,0.893208
2010-08-23,0.894335
2010-08-20,0.898188
2010-08-19,0.901955
2010-08-18,0.899687
2010-08-17,0.893086
2010-08-16,0.893976
2010-08-13,0.898089
2010-08-12,0.905415
2010-08-11,0.913355
2010-08-10,0.917986
2010-08-09,0.916959
2010-08-06,0.91356
2010-08-05,0.91356
2010-08-04,0.911765
2010-08-03,0.909063
2010-08-02,0.902828
2010-07-30,0.898031
2010-07-29,0.897374
2010-07-28,0.901253
2010-07-27,0.897502
2010-07-26,0.892452
2010-07-23,0.885237
2010-07-22,0.880854
2010-07-21,0.875193
2010-07-20,0.868923
2010-07-19,0.873204
2010-07-16,0.881123
2010-07-15,0.880459
2010-07-14,0.875605
2010-07-13,0.875043
2010-07-12,0.876163
2010-07-09,0.866394
2010-07-08,0.851756
2010-07-07,0.8461
2010-07-06,0.840891
2010-07-05,0.840249
2010-07-02,0.84285
2010-07-01,0.852048
2010-06-30,0.862897
2010-06-29,0.873579
2010-06-28,0.872304
2010-06-25,0.870291
2010-06-24,0.873496
2010-06-23,0.878624
2010-06-22,0.878216
2010-06-21,0.869663
2010-06-18,0.863821
2010-06-17,0.861821
2010-06-16,0.859229
2010-06-15,0.856357
2010-06-14,0.848009
2010-06-11,0.838207
2010-06-10,0.82507
2010-06-09,0.818332
2010-06-08,0.818635
2010-06-07,0.831579
2010-06-04,0.841341
2010-06-03,0.834783
2010-06-02,0.839647
2010-06-01,0.846373
2010-05-31,0.844688
2010-05-28,0.835875
2010-05-27,0.823137
2010-05-26,0.820537
2010-05-25,0.831368
2010-05-24,0.831227
2010-05-21,0.835806
2010-05-20,0.857032
2010-05-19,0.874471
2010-05-18,0.879914
2010-05-17,0.890553
2010-05-14,0.897267
2010-05-13,0.89529
2010-05-12,0.89969
2010-05-11,0.897535
2010-05-10,0.892299
2010-05-07,0.902044
2010-05-06,0.910613
2010-05-05,0.919703
2010-05-04,0.925277
2010-05-03,0.925167
2010-04-30,0.925047
2010-04-29,0.924092
2010-04-28,0.924092
2010-04-27,0.927868
2010-04-26,0.927317
2010-04-23,0.928203
2010-04-22,0.925959
2010-04-21,0.925959
2010-04-20,0.921018
2010-04-19,0.927636
2010-04-16,0.933538
2010-04-15,0.931023
2010-04-14,0.927416
2010-04-13,0.930824
2010-04-12,0.930952
2010-04-09,0.92657
2010-04-08,0.92617
2010-04-07,0.922899
2010-04-06,0.920125
2010-04-05,0.919207
2010-04-02,0.917969
2010-04-01,0.91743
2010-03-31,0.917433
2010-03-30,0.910407
2010-03-29,0.906742
2010-03-26,0.911265
2010-03-25,0.913589
2010-03-24,0.915803
2010-03-23,0.914529
2010-03-22,0.917564
2010-03-19,0.921496
2010-03-18,0.919855
2010-03-17,0.914771
2010-03-16,0.914371
2010-03-15,0.915413
2010-03-12,0.915177
2010-03-11,0.913588
2010-03-10,0.910646
2010-03-09,0.909632
2010-03-08,0.905118
2010-03-05,0.902195
2010-03-04,0.903633
2010-03-03,0.900605
2010-03-02,0.897282
2010-03-01,0.892129
2010-02-26,0.888498
2010-02-25,0.893811
2010-02-24,0.89873
2010-02-23,0.899673
2010-02-22,0.898669
2010-02-19,0.899086
2010-02-18,0.899532
2010-02-17,0.894174
2010-02-16,0.888412
2010-02-15,0.887176
2010-02-12,0.882764
2010-02-11,0.874041
2010-02-10,0.869319
2010-02-09,0.867885
2010-02-08,0.871815
2010-02-05,0.880323
2010-02-04,0.8857
2010-02-03,0.88466
2010-02-02,0.884053
2010-02-01,0.88927
2010-01-29,0.899231
2010-01-28,0.899231
2010-01-27,0.901988
2010-01-26,0.903524
2010-01-25,0.904236
2010-01-22,0.911712
2010-01-21,0.918555
2010-01-20,0.923921
2010-01-19,0.923326
2010-01-18,0.924956
2010-01-15,0.927079
2010-01-14,0.924091
2010-01-13,0.927512
2010-01-12,0.928363
2010-01-11,0.923097
2010-01-08,0.917946
2010-01-07,0.914197
2010-01-06,0.909656
2010-01-05,0.901286
2010-01-04,0.89769
2010-01-01,0.895746
2009-12-31,0.892651
2009-12-30,0.890104
2009-12-29,0.885982
2009-12-28,0.883591
2009-12-25,0.880262
2009-12-24,0.877951
2009-12-23,0.881734
2009-12-22,0.887308
2009-12-21,0.890589
2009-12-18,0.894557
2009-12-17,0.904372
2009-12-16,0.91069
2009-12-15,0.911895
2009-12-14,0.913464
2009-12-11,0.911609
2009-12-10,0.90807
2009-12-09,0.911794
2009-12-08,0.913699
2009-12-07,0.919554
2009-12-04,0.927574
2009-12-03,0.923822
2009-12-02,0.917861
2009-12-01,0.911967
2009-11-30,0.912244
2009-11-27,0.922558
2009-11-26,0.923797
2009-11-25,0.920261
2009-11-24,0.91892
2009-11-23,0.917527
2009-11-20,0.924764
2009-11-19,0.930461
2009-11-18,0.932645
2009-11-17,0.934307
2009-11-16,0.932289
2009-11-13,0.930339
2009-11-12,0.929683
2009-11-11,0.927767
2009-11-10,0.923703
2009-11-09,0.915229
2009-11-06,0.907374
2009-11-05,0.903933
2009-11-04,0.901512
2009-11-03,0.901653
2009-11-02,0.901633
2009-10-30,0.905898
2009-10-29,0.910943
2009-10-28,0.918885
2009-10-27,0.922135
2009-10-26,0.922982
2009-10-23,0.924598
2009-10-22,0.925393
2009-10-21,0.924023
2009-10-20,0.919056
2009-10-19,0.917483
2009-10-16,0.916648
2009-10-15,0.910404
2009-10-14,0.90614
2009-10-13,0.904291
2009-10-12,0.903087
2009-10-09,0.897218
2009-10-08,0.888144
2009-10-07,0.881011
2009-10-06,0.870255
2009-10-05,0.870408
2009-10-02,0.879279
2009-10-01,0.876931
2009-09-30,0.870448
2009-09-29,0.866954
2009-09-28,0.868957
2009-09-25,0.871837
2009-09-24,0.873142
2009-09-23,0.868231
2009-09-22,0.865198
2009-09-21,0.869627
2009-09-18,0.871613
2009-09-17,0.865874
2009-09-16,0.860174
2009-09-15,0.860622
2009-09-14,0.862286
2009-09-11,0.860736
2009-09-10,0.860928
2009-09-09,0.857599
2009-09-08,0.853063
2009-09-07,0.845848
2009-09-04,0.83496
2009-09-03,0.833439
2009-09-02,0.83876
2009-09-01,0.840679
2009-08-31,0.837279
2009-08-28,0.831752
2009-08-27,0.834449
2009-08-26,0.838133
2009-08-25,0.837558
2009-08-24,0.833242
2009-08-21,0.828463
2009-08-20,0.824879
2009-08-19,0.823449
2009-08-18,0.826136
2009-08-17,0.83474
2009-08-14,0.834716
2009-08-13,0.829839
2009-08-12,0.835401
2009-08-11,0.837701
2009-08-10,0.838621
2009-08-07,0.841632
2009-08-06,0.842274
2009-08-05,0.841061
2009-08-04,0.837724
2009-08-03,0.830802
2009-07-31,0.821702
2009-07-30,0.823232
2009-07-29,0.824753
2009-07-28,0.819562
2009-07-27,0.817497
2009-07-24,0.816925
2009-07-23,0.81485
2009-07-22,0.812293
2009-07-21,0.807053
2009-07-20,0.801883
2009-07-17,0.800167
2009-07-16,0.794141
2009-07-15,0.783994
2009-07-14,0.778925
2009-07-13,0.780038
2009-07-10,0.782885
2009-07-09,0.788716
2009-07-08,0.795095
2009-07-07,0.794356
2009-07-06,0.798841
2009-07-03,0.803834
2009-07-02,0.807998
2009-07-01,0.807952
2009-06-30,0.805656
2009-06-29,0.80411
2009-06-26,0.798396
2009-06-25,0.79387
2009-06-24,0.790854
2009-06-23,0.800372
2009-06-22,0.802776
2009-06-19,0.79543
2009-06-18,0.793737
2009-06-17,0.79812
2009-06-16,0.805461
2009-06-15,0.809806
2009-06-12,0.809806
2009-06-11,0.801224
2009-06-10,0.792986
2009-06-09,0.791733
2009-06-08,0.796447
2009-06-05,0.807324
2009-06-04,0.815991
2009-06-03,0.811094
2009-06-02,0.805176
2009-06-01,0.794028
2009-05-29,0.782547
2009-05-28,0.782921
2009-05-27,0.779905
2009-05-26,0.781535
2009-05-25,0.779361
2009-05-22,0.773974
2009-05-21,0.772758
2009-05-20,0.765069
2009-05-19,0.752677
2009-05-18,0.750752
2009-05-15,0.757227
2009-05-14,0.762675
2009-05-13,0.76308
2009-05-12,0.766132
2009-05-11,0.763609
2009-05-08,0.750247
2009-05-07,0.741963
2009-05-06,0.739444
2009-05-05,0.733644
2009-05-04,0.730105
2009-05-01,0.724412
2009-04-30,0.711963
2009-04-29,0.708396
2009-04-28,0.717988
2009-04-27,0.717856
2009-04-24,0.707958
2009-04-23,0.705171
2009-04-22,0.705911
2009-04-21,0.715709
2009-04-20,0.722856
2009-04-17,0.722438
2009-04-16,0.723586
2009-04-15,0.726798
2009-04-14,0.722828
2009-04-13,0.717049
2009-04-10,0.711173
2009-04-09,0.709798
2009-04-08,0.712939
2009-04-07,0.715061
2009-04-06,0.712156
2009-04-03,0.701373
2009-04-02,0.691775
2009-04-01,0.688568
2009-03-31,0.687624
2009-03-30,0.69649
2009-03-27,0.699367
2009-03-26,0.699517
2009-03-25,0.700906
2009-03-24,0.692845
2009-03-23,0.684672
2009-03-20,0.673962
2009-03-19,0.661294
2009-03-18,0.65949
2009-03-17,0.658675
2009-03-16,0.654369
2009-03-13,0.647433
2009-03-12,0.644242
2009-03-11,0.639203
2009-03-10,0.638862
2009-03-09,0.641235
2009-03-06,0.641584
2009-03-05,0.639259
2009-03-04,0.636797
2009-03-03,0.635622
2009-03-02,0.643089
2009-02-27,0.650235
2009-02-26,0.648587
2009-02-25,0.645718
2009-02-24,0.646028
2009-02-23,0.644696
2009-02-20,0.642156
2009-02-19,0.639678
2009-02-18,0.645258
2009-02-17,0.652802
2009-02-16,0.654974
2009-02-13,0.653064
2009-02-12,0.65977
2009-02-11,0.670004
2009-02-10,0.674032
2009-02-09,0.663946
2009-02-06,0.647004
2009-02-05,0.643474
2009-02-04,0.636446
2009-02-03,0.633008
2009-02-02,0.643967
2009-01-30,0.662033
2009-01-29,0.665493
2009-01-28,0.660361
2009-01-27,0.655265
2009-01-26,0.655142
2009-01-23,0.655037
2009-01-22,0.655044
2009-01-21,0.666098
2009-01-20,0.675004
2009-01-19,0.668665
2009-01-16,0.663706
2009-01-15,0.670473
2009-01-14,0.679151
2009-01-13,0.695421
2009-01-12,0.704544
2009-01-09,0.711543
2009-01-08,0.717994
2009-01-07,0.713795
2009-01-06,0.712134
2009-01-05,0.708462
2009-01-02,0.700034
2009-01-01,0.692048
2008-12-31,0.690306
2008-12-30,0.687807
2008-12-29,0.683781
2008-12-26,0.682469
2008-12-25,0.681559
2008-12-24,0.683239
2008-12-23,0.682431
2008-12-22,0.689679
2008-12-19,0.70059
2008-12-18,0.686607
2008-12-17,0.669605
2008-12-16,0.664359
2008-12-15,0.661101
2008-12-12,0.661441
2008-12-11,0.658711
2008-12-10,0.657843
2008-12-09,0.653572
2008-12-08,0.647192
2008-12-05,0.645164
2008-12-04,0.642508
2008-12-03,0.642817
2008-12-02,0.649557
2008-12-01,0.654403
2008-11-28,0.651909
2008-11-27,0.647046
2008-11-26,0.641144
2008-11-25,0.633818
2008-11-24,0.631972
2008-11-21,0.637687
2008-11-20,0.647993
2008-11-19,0.64799
2008-11-18,0.648415
2008-11-17,0.645434
2008-11-14,0.646589
2008-11-13,0.659695
2008-11-12,0.673867
2008-11-11,0.681963
2008-11-10,0.67601
2008-11-07,0.684099
2008-11-06,0.688371
2008-11-05,0.678599
2008-11-04,0.673531
2008-11-03,0.671391
2008-10-31,0.666958
2008-10-30,0.636857
2008-10-29,0.614995
2008-10-28,0.616124
2008-10-27,0.638871
2008-10-24,0.667959
2008-10-23,0.68008
2008-10-22,0.693791
2008-10-21,0.694328
2008-10-20,0.681959
2008-10-17,0.678181
2008-10-16,0.698192
2008-10-15,0.694455
2008-10-14,0.661798
2008-10-13,0.661958
2008-10-10,0.689421
2008-10-09,0.698763
2008-10-08,0.729343
2008-10-07,0.755545
2008-10-06,0.77801
2008-10-03,0.788392
2008-10-02,0.796636
2008-10-01,0.807593
2008-09-30,0.824729
2008-09-29,0.833333
2008-09-26,0.836713
2008-09-25,0.838008
2008-09-24,0.839485
2008-09-23,0.835924
2008-09-22,0.819669
2008-09-19,0.796695
2008-09-18,0.794917
2008-09-17,0.801714
2008-09-16,0.817962
2008-09-15,0.813846
2008-09-12,0.799911
2008-09-11,0.807238
2008-09-10,0.815843
2008-09-09,0.821004
2008-09-08,0.822364
2008-09-05,0.833099
2008-09-04,0.83598
2008-09-03,0.846191
2008-09-02,0.855109
2008-09-01,0.860035
2008-08-29,0.861766
2008-08-28,0.857898
2008-08-27,0.859966
2008-08-26,0.865771
2008-08-25,0.868939
2008-08-22,0.87277
2008-08-21,0.869992
2008-08-20,0.868935
2008-08-19,0.86927
2008-08-18,0.868521
2008-08-15,0.871536
2008-08-14,0.87255
2008-08-13,0.881197
2008-08-12,0.887893
2008-08-11,0.896719
2008-08-08,0.911424
2008-08-07,0.917014
2008-08-06,0.925157
2008-08-05,0.930548
2008-08-04,0.934799
2008-08-01,0.945102
2008-07-31,0.950661
2008-07-30,0.955757
2008-07-29,0.95607
2008-07-28,0.95742
2008-07-25,0.962211
2008-07-24,0.97002
2008-07-23,0.974861
2008-07-22,0.972873
2008-07-21,0.972063
2008-07-18,0.976055
2008-07-17,0.977464
2008-07-16,0.974305
2008-07-15,0.968257
2008-07-14,0.963654
2008-07-11,0.95693
2008-07-10,0.953484
2008-07-09,0.955598
2008-07-08,0.960273
2008-07-07,0.962675
2008-07-04,0.960722
2008-07-03,0.958176
2008-07-02,0.958
2008-07-01,0.961434
2008-06-30,0.960153
2008-06-27,0.957736
2008-06-26,0.955313
2008-06-25,0.953449
2008-06-24,0.953182
2008-06-23,0.951271
2008-06-20,0.946038
2008-06-19,0.942725
2008-06-18,0.940916
2008-06-17,0.939174
2008-06-16,0.938673
2008-06-13,0.941742
2008-06-12,0.947277
2008-06-11,0.952278
2008-06-10,0.960378
2008-06-09,0.960013
2008-06-06,0.956071
2008-06-05,0.956328
2008-06-04,0.954944
2008-06-03,0.95481
2008-06-02,0.957336
2008-05-30,0.959606
2008-05-29,0.96012
2008-05-28,0.960455
2008-05-27,0.959698
2008-05-26,0.959665
2008-05-23,0.960648
2008-05-22,0.959671
2008-05-21,0.956317
2008-05-20,0.954604
2008-05-19,0.948092
2008-05-16,0.935694
2008-05-15,0.93945
2008-05-14,0.943344
2008-05-13,0.942373
2008-05-12,0.942559
2008-05-09,0.943428
2008-05-08,0.94674
2008-05-07,0.944568
2008-05-06,0.938384
2008-05-05,0.936209
2008-05-02,0.937717
2008-05-01,0.935788
2008-04-30,0.935737
2008-04-29,0.935628
2008-04-28,0.937818
2008-04-25,0.946417
2008-04-24,0.946986
2008-04-23,0.941939
2008-04-22,0.937317
2008-04-21,0.935702
2008-04-18,0.935219
2008-04-17,0.929263
2008-04-16,0.925239
2008-04-15,0.925538
2008-04-14,0.929488
2008-04-11,0.931042
2008-04-10,0.928692
2008-04-09,0.926723
2008-04-08,0.925094
2008-04-07,0.91978
2008-04-04,0.912566
2008-04-03,0.909871
2008-04-02,0.911669
2008-04-01,0.915599
2008-03-31,0.918516
2008-03-28,0.919381
2008-03-27,0.915517
2008-03-26,0.908717
2008-03-25,0.90262
2008-03-24,0.90454
2008-03-21,0.91544
2008-03-20,0.926781
2008-03-19,0.925145
2008-03-18,0.930647
2008-03-17,0.937515
2008-03-14,0.935328
2008-03-13,0.927405
2008-03-12,0.922504
2008-03-11,0.925646
2008-03-10,0.929313
2008-03-07,0.931352
2008-03-06,0.929232
2008-03-05,0.932895
2008-03-04,0.932634
2008-03-03,0.935215
2008-02-29,0.940556
2008-02-28,0.933585
2008-02-27,0.926636
2008-02-26,0.924089
2008-02-25,0.921915
2008-02-22,0.917938
2008-02-21,0.917483
2008-02-20,0.916424
2008-02-19,0.910619
2008-02-18,0.906265
2008-02-15,0.901141
2008-02-14,0.901798
2008-02-13,0.903561
2008-02-12,0.899323
2008-02-11,0.894722
2008-02-08,0.894341
2008-02-07,0.899415
2008-02-06,0.905016
2008-02-05,0.905357
2008-02-04,0.899527
2008-02-01,0.890591
2008-01-31,0.888485
2008-01-30,0.88555
2008-01-29,0.880313
2008-01-28,0.877705
2008-01-25,0.871794
2008-01-24,0.865226
2008-01-23,0.865171
2008-01-22,0.874083
2008-01-21,0.880053
2008-01-18,0.881643
2008-01-17,0.887638
2008-01-16,0.896992
2008-01-15,0.893963
2008-01-14,0.88868
2008-01-11,0.883793
2008-01-10,0.880323
2008-01-09,0.875737
2008-01-08,0.875708
2008-01-07,0.875708
2008-01-04,0.881228
2008-01-03,0.877873
2008-01-02,0.876426
2008-01-01,0.877788
2007-12-31,0.875745
2007-12-28,0.873873
2007-12-27,0.871571
2007-12-26,0.87024
2007-12-25,0.868731
2007-12-24,0.864306
2007-12-21,0.859717
2007-12-20,0.860277
2007-12-19,0.85976
2007-12-18,0.86034
2007-12-17,0.868184
2007-12-14,0.880227
2007-12-13,0.882311
2007-12-12,0.883484
2007-12-11,0.877677
2007-12-10,0.874473
2007-12-07,0.871571
2007-12-06,0.872437
2007-12-05,0.878257
2007-12-04,0.882941
2007-12-03,0.884092
2007-11-30,0.881651
2007-11-29,0.876881
2007-11-28,0.877302
2007-11-27,0.880107
2007-11-26,0.876032
2007-11-23,0.875649
2007-11-22,0.882562
2007-11-21,0.88788
2007-11-20,0.892198
2007-11-19,0.893737
2007-11-16,0.897431
2007-11-15,0.896598
2007-11-14,0.890232
2007-11-13,0.900141
2007-11-12,0.917164
2007-11-09,0.929678
2007-11-08,0.930373
2007-11-07,0.922341
2007-11-06,0.920945
2007-11-05,0.924315
2007-11-02,0.925618
2007-11-01,0.921573
2007-10-31,0.92044
2007-10-30,0.92079
2007-10-29,0.913049
2007-10-26,0.902136
2007-10-25,0.896332
2007-10-24,0.888933
2007-10-23,0.887199
2007-10-22,0.891208
2007-10-19,0.891253
2007-10-18,0.890439
2007-10-17,0.897515
2007-10-16,0.904312
2007-10-15,0.903284
2007-10-12,0.900386
2007-10-11,0.897223
2007-10-10,0.896124
2007-10-09,0.898436
2007-10-08,0.89266
2007-10-05,0.885542
2007-10-04,0.887236
2007-10-03,0.888393
2007-10-02,0.889521
2007-10-01,0.884616
2007-09-28,0.87679
2007-09-27,0.870852
2007-09-26,0.866876
2007-09-25,0.86717
2007-09-24,0.86452
2007-09-21,0.857708
2007-09-20,0.845541
2007-09-19,0.83654
2007-09-18,0.840832
2007-09-17,0.841272
2007-09-14,0.838713
2007-09-13,0.832988
2007-09-12,0.825989
2007-09-11,0.824291
2007-09-10,0.825749
2007-09-07,0.824046
2007-09-06,0.823572
2007-09-05,0.822654
2007-09-04,0.819889
2007-09-03,0.81815
2007-08-31,0.815866
2007-08-30,0.817575
2007-08-29,0.826346
2007-08-28,0.828992
2007-08-27,0.82249
2007-08-24,0.810216
2007-08-23,0.802489
2007-08-22,0.801163
2007-08-21,0.798712
2007-08-20,0.798827
2007-08-17,0.810555
2007-08-16,0.831855
2007-08-15,0.840997
2007-08-14,0.844564
2007-08-13,0.850034
2007-08-10,0.858492
2007-08-09,0.857537
2007-08-08,0.856105
2007-08-07,0.855431
2007-08-06,0.854919
2007-08-03,0.853513
2007-08-02,0.853635
2007-08-01,0.856044
2007-07-31,0.851347
2007-07-30,0.862811
2007-07-27,0.882596
2007-07-26,0.88403
2007-07-25,0.883514
2007-07-24,0.881442
2007-07-23,0.879656
2007-07-20,0.877581
2007-07-19,0.874864
2007-07-18,0.872801
2007-07-17,0.871907
2007-07-16,0.868179
2007-07-13,0.862216
2007-07-12,0.860642
2007-07-11,0.859782
2007-07-10,0.858853
2007-07-09,0.857867
2007-07-06,0.857306
2007-07-05,0.856788
2007-07-04,0.855653
2007-07-03,0.852669
2007-07-02,0.846967
2007-06-29,0.842528
2007-06-28,0.843586
2007-06-27,0.84785
2007-06-26,0.84797
2007-06-25,0.846514
2007-06-22,0.845759
2007-06-21,0.845443
2007-06-20,0.843397
2007-06-19,0.842357
2007-06-18,0.840438
2007-06-15,0.838569
2007-06-14,0.841255
2007-06-13,0.84298
2007-06-12,0.843583
2007-06-11,0.844753
2007-06-08,0.843126
2007-06-07,0.83924
2007-06-06,0.83493
2007-06-05,0.832973
2007-06-04,0.829933
2007-06-01,0.822915
2007-05-31,0.8193
2007-05-30,0.819078
2007-05-29,0.818743
2007-05-28,0.819439
2007-05-25,0.82218
2007-05-24,0.821879
2007-05-23,0.821487
2007-05-22,0.822344
2007-05-21,0.823444
2007-05-18,0.826561
2007-05-17,0.830942
2007-05-16,0.832735
2007-05-15,0.832467
2007-05-14,0.831157
2007-05-11,0.829737
2007-05-10,0.828284
2007-05-09,0.826623
2007-05-08,0.82322
2007-05-07,0.822504
2007-05-04,0.824782
2007-05-03,0.826968
2007-05-02,0.829315
2007-05-01,0.829205
2007-04-30,0.830339
2007-04-27,0.831115
2007-04-26,0.830089
2007-04-25,0.830218
2007-04-24,0.835582
2007-04-23,0.836398
2007-04-20,0.835083
2007-04-19,0.83525
2007-04-18,0.833686
2007-04-17,0.833336
2007-04-16,0.830805
2007-04-13,0.825742
2007-04-12,0.824125
2007-04-11,0.820211
2007-04-10,0.817097
2007-04-09,0.817097
2007-04-06,0.816749
2007-04-05,0.81386
2007-04-04,0.814231
2007-04-03,0.811791
2007-04-02,0.808161
2007-03-30,0.80706
2007-03-29,0.807344
2007-03-28,0.807973
2007-03-27,0.805815
2007-03-26,0.805691
2007-03-23,0.805342
2007-03-22,0.801668
2007-03-21,0.798923
2007-03-20,0.79645
2007-03-19,0.792728
2007-03-16,0.785619
2007-03-15,0.783869
2007-03-14,0.784364
2007-03-13,0.7816
2007-03-12,0.778976
2007-03-09,0.77691
2007-03-08,0.775164
2007-03-07,0.77414
2007-03-06,0.77868
2007-03-05,0.784496
2007-03-02,0.787026
2007-03-01,0.789825
2007-02-28,0.792822
2007-02-27,0.792154
2007-02-26,0.791068
2007-02-23,0.789389
2007-02-22,0.787612
2007-02-21,0.786499
2007-02-20,0.786962
2007-02-19,0.785852
2007-02-16,0.78302
2007-02-15,0.77871
2007-02-14,0.77489
2007-02-13,0.77489
2007-02-12,0.777497
2007-02-09,0.779119
2007-02-08,0.776957
2007-02-07,0.775378
2007-02-06,0.774697
2007-02-05,0.775154
2007-02-02,0.774137
2007-02-01,0.77228
2007-01-31,0.772584
2007-01-30,0.773287
2007-01-29,0.775907
2007-01-26,0.781265
2007-01-25,0.786774
2007-01-24,0.789888
2007-01-23,0.789519
2007-01-22,0.788967
2007-01-19,0.786539
2007-01-18,0.784101
2007-01-17,0.783925
2007-01-16,0.78424
2007-01-15,0.782749
2007-01-12,0.780443
2007-01-11,0.780269
2007-01-10,0.781023
2007-01-09,0.779387
2007-01-08,0.782509
2007-01-05,0.79102
2007-01-04,0.794702
2007-01-03,0.791876
2007-01-02,0.788736
2007-01-01,0.788189
2006-12-29,0.786078
2006-12-28,0.784394
2006-12-27,0.784439
2006-12-26,0.783923
2006-12-25,0.784347
2006-12-22,0.785163
2006-12-21,0.783856
2006-12-20,0.781612
2006-12-19,0.781458
2006-12-18,0.782841
2006-12-15,0.7859
2006-12-14,0.786738
2006-12-13,0.784804
2006-12-12,0.784345
2006-12-11,0.786736
2006-12-08,0.787888
2006-12-07,0.787085
2006-12-06,0.787637
2006-12-05,0.788196
2006-12-04,0.788035
2006-12-01,0.785117
2006-11-30,0.782031
2006-11-29,0.779575
2006-11-28,0.779087
2006-11-27,0.777345
2006-11-24,0.774062
2006-11-23,0.77166
2006-11-22,0.769441
2006-11-21,0.767885
2006-11-20,0.767885
2006-11-17,0.765723
2006-11-16,0.764855
2006-11-15,0.76483
2006-11-14,0.766051
2006-11-13,0.768853
2006-11-10,0.768853
2006-11-09,0.771929
2006-11-08,0.772066
2006-11-07,0.769925
2006-11-06,0.771026
2006-11-03,0.773797
2006-11-02,0.772819
2006-11-01,0.769667
2006-10-31,0.768752
2006-10-30,0.766213
2006-10-27,0.761546
2006-10-26,0.759034
2006-10-25,0.757822
2006-10-24,0.758591
2006-10-23,0.757659
2006-10-20,0.755405
2006-10-19,0.753839
2006-10-18,0.753115
2006-10-17,0.751495
2006-10-16,0.749663
2006-10-13,0.746152
2006-10-12,0.744115
2006-10-11,0.744053
2006-10-10,0.74322
2006-10-09,0.743891
2006-10-06,0.745134
2006-10-05,0.744739
2006-10-04,0.746315
2006-10-03,0.745906
2006-10-02,0.747562
2006-09-29,0.750106
2006-09-28,0.751524
2006-09-27,0.752612
2006-09-26,0.751226
2006-09-25,0.752306
2006-09-22,0.754485
2006-09-21,0.753514
2006-09-20,0.75382
2006-09-19,0.75272
2006-09-18,0.753189
2006-09-15,0.752848
2006-09-14,0.751529
2006-09-13,0.752118
2006-09-12,0.753014
2006-09-11,0.757668
2006-09-08,0.765432
2006-09-07,0.769056
2006-09-06,0.770227
2006-09-05,0.768819
2006-09-04,0.765401
2006-09-01,0.763144
2006-08-31,0.762765
2006-08-30,0.760439
2006-08-29,0.757877
2006-08-28,0.759155
2006-08-25,0.762725
2006-08-24,0.763082
2006-08-23,0.761965
2006-08-22,0.760662
2006-08-21,0.761871
2006-08-18,0.76579
2006-08-17,0.763993
2006-08-16,0.762469
2006-08-15,0.765059
2006-08-14,0.766929
2006-08-11,0.765746
2006-08-10,0.761701
2006-08-09,0.76258
2006-08-08,0.764906
2006-08-07,0.764333
2006-08-04,0.763599
2006-08-03,0.764919
2006-08-02,0.764458
2006-08-01,0.766415
2006-07-31,0.765389
2006-07-28,0.760251
2006-07-27,0.755845
2006-07-26,0.753483
2006-07-25,0.752162
2006-07-24,0.751474
2006-07-21,0.748923
2006-07-20,0.747193
2006-07-19,0.749419
2006-07-18,0.751559
2006-07-17,0.753647
2006-07-14,0.753807
2006-07-13,0.751914
2006-07-12,0.749853
2006-07-11,0.750601
2006-07-10,0.747974
2006-07-07,0.743222
2006-07-06,0.74412
2006-07-05,0.744059
2006-07-04,0.743194
2006-07-03,0.738257
2006-06-30,0.730151
2006-06-29,0.731501
2006-06-28,0.732735
2006-06-27,0.73164
2006-06-26,0.733872
2006-06-23,0.737771
2006-06-22,0.737669
2006-06-21,0.737669
2006-06-20,0.737564
2006-06-19,0.738111
2006-06-16,0.738262
2006-06-15,0.739444
2006-06-14,0.743954
2006-06-13,0.747877
2006-06-12,0.746275
2006-06-09,0.742487
2006-06-08,0.742562
2006-06-07,0.747559
2006-06-06,0.751675
2006-06-05,0.750579
2006-06-02,0.752551
2006-06-01,0.760262
2006-05-31,0.76022
2006-05-30,0.757923
2006-05-29,0.756551
2006-05-26,0.754245
2006-05-25,0.753337
2006-05-24,0.753572
2006-05-23,0.754433
2006-05-22,0.759611
2006-05-19,0.76402
2006-05-18,0.765561
2006-05-17,0.764635
2006-05-16,0.7692
2006-05-15,0.772979
2006-05-12,0.773529
2006-05-11,0.772116
2006-05-10,0.769947
2006-05-09,0.771861
2006-05-08,0.771474
2006-05-05,0.768522
2006-05-04,0.764628
2006-05-03,0.759545
2006-05-02,0.759964
2006-05-01,0.75744
2006-04-28,0.751142
2006-04-27,0.746663
2006-04-26,0.74525
2006-04-25,0.745099
2006-04-24,0.743595
2006-04-21,0.743038
2006-04-20,0.741778
2006-04-19,0.736698
2006-04-18,0.73098
2006-04-17,0.72844
2006-04-14,0.730495
2006-04-13,0.731994
2006-04-12,0.729946
2006-04-11,0.727284
