Date,CURRFX.CADJPY.1
2011-12-21,75.2543
2011-12-20,75.0159
2011-12-19,74.9137
2011-12-18,75.0522
2011-12-17,75.2464
2011-12-16,75.2202
2011-12-15,75.4961
2011-12-14,75.8815
2011-12-13,76.0952
2011-12-12,76.2835
2011-12-11,76.174
2011-12-10,76.2114
2011-12-09,76.7635
2011-12-08,76.7927
2011-12-07,76.5802
2011-12-06,76.6296
2011-12-05,76.5165
2011-12-04,76.595
2011-12-03,76.5663
2011-12-02,76.0969
2011-12-01,75.6671
2011-11-30,75.2977
2011-11-29,74.7051
2011-11-28,74.2429
2011-11-27,74.0949
2011-11-26,73.8019
2011-11-25,73.8025
2011-11-24,74.0567
2011-11-23,74.2745
2011-11-22,74.5809
2011-11-21,74.8239
2011-11-20,74.8336
2011-11-19,74.9613
2011-11-18,75.184
2011-11-17,75.3414
2011-11-16,75.6741
2011-11-15,76.0936
2011-11-14,76.3527
2011-11-13,76.248
2011-11-12,76.0609
2011-11-11,76.2253
2011-11-10,76.6875
2011-11-09,76.8409
2011-11-08,76.7936
2011-11-07,76.8888
2011-11-06,76.8888
2011-11-05,76.9904
2011-11-04,76.8962
2011-11-03,77.1193
2011-11-02,77.7966
2011-11-01,77.4922
2011-10-31,76.4308
2011-10-30,76.4282
2011-10-29,76.3081
2011-10-28,75.7445
2011-10-27,75.2471
2011-10-26,75.6396
2011-10-25,75.7164
2011-10-24,75.7174
2011-10-23,75.6575
2011-10-22,75.4796
2011-10-21,75.5301
2011-10-20,75.5531
2011-10-19,75.5642
2011-10-18,76.2597
2011-10-17,76.4408
2011-10-16,76.1927
2011-10-15,75.6173
2011-10-14,75.3733
2011-10-13,74.9469
2011-10-12,74.4525
2011-10-11,74.1764
2011-10-10,73.8575
2011-10-09,73.9131
2011-10-08,73.8671
2011-10-07,73.4083
2011-10-06,72.8686
2011-10-05,72.8948
2011-10-04,73.3306
2011-10-03,73.376
2011-10-02,73.5286
2011-10-01,73.9359
2011-09-30,74.3978
2011-09-29,74.749
2011-09-28,74.5299
2011-09-27,74.2295
2011-09-26,74.4839
2011-09-25,74.4076
2011-09-24,74.544
2011-09-23,75.6336
2011-09-22,76.8764
2011-09-21,77.4388
2011-09-20,78.1265
2011-09-19,78.5262
2011-09-18,78.3491
2011-09-17,77.8855
2011-09-16,77.5616
2011-09-15,77.624
2011-09-14,77.547
2011-09-13,77.5538
2011-09-12,77.8318
2011-09-11,77.9909
2011-09-10,78.3171
2011-09-09,78.4195
2011-09-08,78.113
2011-09-07,77.8302
2011-09-06,77.8377
2011-09-05,78.1584
2011-09-04,78.1584
2011-09-03,78.5505
2011-09-02,78.5507
2011-09-01,78.3895
2011-08-31,78.4849
2011-08-30,78.3319
2011-08-29,78.1562
2011-08-28,78.1137
2011-08-27,78.1049
2011-08-26,77.994
2011-08-25,77.6042
2011-08-24,77.6136
2011-08-23,77.5454
2011-08-22,77.3263
2011-08-21,77.4719
2011-08-20,77.4719
2011-08-19,77.862
2011-08-18,78.0937
2011-08-17,78.0557
2011-08-16,77.8235
2011-08-15,77.7064
2011-08-14,77.711
2011-08-13,77.6123
2011-08-12,77.6115
2011-08-11,77.8855
2011-08-10,78.255
2011-08-09,79.2921
2011-08-08,79.8053
2011-08-07,80.01
2011-08-06,80.6576
2011-08-05,80.9532
2011-08-04,80.4078
2011-08-03,80.8356
2011-08-02,80.7966
2011-08-01,80.3864
2011-07-31,80.7326
2011-07-30,81.5891
2011-07-29,82.1758
2011-07-28,82.535
2011-07-27,82.6504
2011-07-26,82.6529
2011-07-25,82.8342
2011-07-24,82.8883
2011-07-23,83.0322
2011-07-22,83.2012
2011-07-21,83.0451
2011-07-20,82.6455
2011-07-19,82.6754
2011-07-18,82.9839
2011-07-17,82.8341
2011-07-16,82.4907
2011-07-15,82.3714
2011-07-14,82.3642
2011-07-13,82.7423
2011-07-12,83.5795
2011-07-11,84.0372
2011-07-10,84.0372
2011-07-09,84.3361
2011-07-08,84.0901
2011-07-07,84.0591
2011-07-06,84.228
2011-07-05,84.2171
2011-07-04,84.1757
2011-07-03,84.1757
2011-07-02,83.6838
2011-07-01,83.1777
2011-06-30,82.5968
2011-06-29,81.9251
2011-06-28,81.5712
2011-06-27,81.5944
2011-06-26,81.5944
2011-06-25,82.149
2011-06-24,82.4817
2011-06-23,82.322
2011-06-22,81.9677
2011-06-21,81.7239
2011-06-20,81.7337
2011-06-19,81.7855
2011-06-18,82.0232
2011-06-17,82.529
2011-06-16,82.8455
2011-06-15,82.4344
2011-06-14,82.1061
2011-06-13,82.0549
2011-06-12,82.0549
2011-06-11,82.1253
2011-06-10,81.8448
2011-06-09,81.8593
2011-06-08,82.0103
2011-06-07,81.9614
2011-06-06,82.2026
2011-06-05,82.2026
2011-06-04,82.5598
2011-06-03,83.1129
2011-06-02,83.689
2011-06-01,83.3298
2011-05-31,82.7728
2011-05-30,82.7636
2011-05-29,82.8209
2011-05-28,83.1384
2011-05-27,83.6294
2011-05-26,83.8271
2011-05-25,83.7928
2011-05-24,83.7825
2011-05-23,83.876
2011-05-22,84.0283
2011-05-21,84.3193
2011-05-20,84.1117
2011-05-19,83.5499
2011-05-18,83.3351
2011-05-17,83.2929
2011-05-16,83.4161
2011-05-15,83.5244
2011-05-14,83.8322
2011-05-13,84.2665
2011-05-12,84.2796
2011-05-11,83.6889
2011-05-10,83.5398
2011-05-09,83.4139
2011-05-08,83.3968
2011-05-07,83.3812
2011-05-06,83.9226
2011-05-05,84.9046
2011-05-04,85.4076
2011-05-03,85.8184
2011-05-02,85.9136
2011-05-01,85.8348
2011-04-30,85.8458
2011-04-29,86.1028
2011-04-28,85.9602
2011-04-27,85.8527
2011-04-26,85.9701
2011-04-25,85.8473
2011-04-24,85.8473
2011-04-23,86.0797
2011-04-22,86.4887
2011-04-21,86.3813
2011-04-20,85.8636
2011-04-19,86.2311
2011-04-18,86.6515
2011-04-17,86.6515
2011-04-16,86.6523
2011-04-15,86.8941
2011-04-14,87.3775
2011-04-13,88.0186
2011-04-12,88.6797
2011-04-11,88.7391
2011-04-10,88.816
2011-04-09,88.8755
2011-04-08,88.7188
2011-04-07,88.1996
2011-04-06,87.2946
2011-04-05,87.2022
2011-04-04,87.2765
2011-04-03,87.025
2011-04-02,86.1637
2011-04-01,85.332
2011-03-31,84.7686
2011-03-30,83.7601
2011-03-29,83.2444
2011-03-28,82.9863
2011-03-27,83.0109
2011-03-26,82.9304
2011-03-25,82.5965
2011-03-24,82.5738
2011-03-23,82.7631
2011-03-22,82.3561
2011-03-21,81.8923
2011-03-20,82.0735
2011-03-19,81.4167
2011-03-18,80.5052
2011-03-17,82.1901
2011-03-16,83.2678
2011-03-15,84.098
2011-03-14,84.126
2011-03-13,84.3051
2011-03-12,84.9067
2011-03-11,85.336
2011-03-10,85.1283
2011-03-09,84.692
2011-03-08,84.5636
2011-03-07,84.6027
2011-03-06,84.6905
2011-03-05,84.5502
2011-03-04,84.1686
2011-03-03,84.1582
2011-03-02,84.1283
2011-03-01,83.6723
2011-02-28,83.5538
2011-02-27,83.5071
2011-02-26,83.3311
2011-02-25,83.3099
2011-02-24,83.7866
2011-02-23,84.3127
2011-02-22,84.3667
2011-02-21,84.4227
2011-02-20,84.4227
2011-02-19,84.7091
2011-02-18,84.8192
2011-02-17,84.7218
2011-02-16,84.5049
2011-02-15,84.4204
2011-02-14,84.494
2011-02-13,84.2739
2011-02-12,83.6277
2011-02-11,83.0247
2011-02-10,82.9156
2011-02-09,83.0925
2011-02-08,83.2788
2011-02-07,83.2438
2011-02-06,83.0208
2011-02-05,82.6121
2011-02-04,82.511
2011-02-03,82.2455
2011-02-02,82.0139
2011-02-01,82.0164
2011-01-31,82.0216
2011-01-30,82.3237
2011-01-29,82.8769
2011-01-28,82.7947
2011-01-27,82.6097
2011-01-26,82.9257
2011-01-25,83.137
2011-01-24,83.1461
2011-01-23,83.1471
2011-01-22,82.9518
2011-01-21,82.7026
2011-01-20,83.1866
2011-01-19,83.6883
2011-01-18,83.7366
2011-01-17,83.6365
2011-01-16,83.579
2011-01-15,83.6887
2011-01-14,84.0908
2011-01-13,84.0376
2011-01-12,83.634
2011-01-11,83.5836
2011-01-10,83.7161
2011-01-09,83.6869
2011-01-08,83.6146
2011-01-07,83.1819
2011-01-06,82.5092
2011-01-05,82.2743
2011-01-04,81.7825
2011-01-03,81.4004
2011-01-02,81.4226
2011-01-01,81.5218
2010-12-31,81.7567
2010-12-30,82.1179
2010-12-29,82.1571
2010-12-28,82.1962
2010-12-27,82.1936
2010-12-26,82.2376
2010-12-25,82.2502
2010-12-24,82.2341
2010-12-23,82.3318
2010-12-22,82.4375
2010-12-21,82.7442
2010-12-20,82.8281
2010-12-19,83.0147
2010-12-18,83.4907
2010-12-17,83.6494
2010-12-16,83.1694
2010-12-15,82.9562
2010-12-14,83.2063
2010-12-13,83.0992
2010-12-12,83.0992
2010-12-11,82.9695
2010-12-10,82.9852
2010-12-09,82.7022
2010-12-08,82.3351
2010-12-07,82.3031
2010-12-06,82.2063
2010-12-05,82.5419
2010-12-04,83.0751
2010-12-03,82.6451
2010-12-02,82.084
2010-12-01,82.2686
2010-11-30,82.4133
2010-11-29,82.3049
2010-11-28,82.3836
2010-11-27,82.6305
2010-11-26,82.4082
2010-11-25,81.7663
2010-11-24,81.8132
2010-11-23,82.1439
2010-11-22,82.1439
2010-11-21,82.0357
2010-11-20,81.7801
2010-11-19,81.6412
2010-11-18,81.746
2010-11-17,82.0215
2010-11-16,81.786
2010-11-15,81.5606
2010-11-14,81.5606
2010-11-13,81.8111
2010-11-12,81.9441
2010-11-11,81.3064
2010-11-10,80.8548
2010-11-09,81.1052
2010-11-08,81.089
2010-11-07,81.089
2010-11-06,80.6484
2010-11-05,80.3513
2010-11-04,80.0335
2010-11-03,79.532
2010-11-02,79.0366
2010-11-01,78.8436
2010-10-31,78.9319
2010-10-30,79.1531
2010-10-29,79.3342
2010-10-28,79.3794
2010-10-27,79.3263
2010-10-26,79.2325
2010-10-25,79.3235
2010-10-24,79.2815
2010-10-23,79.2502
2010-10-22,79.2356
2010-10-21,79.2124
2010-10-20,79.5771
2010-10-19,80.0851
2010-10-18,80.5978
2010-10-17,80.632
2010-10-16,80.8558
2010-10-15,81.2372
2010-10-14,81.1633
2010-10-13,80.8844
2010-10-12,81.0426
2010-10-11,81.0426
2010-10-10,80.9698
2010-10-09,81.0582
2010-10-08,81.6053
2010-10-07,81.8884
2010-10-06,81.6875
2010-10-05,81.6016
2010-10-04,81.4825
2010-10-03,81.4825
2010-10-02,81.1468
2010-10-01,81.091
2010-09-30,81.3508
2010-09-29,81.7303
2010-09-28,82.1786
2010-09-27,82.19
2010-09-26,82.19
2010-09-25,81.9943
2010-09-24,82.0425
2010-09-23,82.609
2010-09-22,83.0239
2010-09-21,83.1525
2010-09-20,83.0935
2010-09-19,83.2631
2010-09-18,83.4726
2010-09-17,83.2446
2010-09-16,82.2586
2010-09-15,81.1976
2010-09-14,81.3354
2010-09-13,81.1325
2010-09-12,81.2007
2010-09-11,81.2083
2010-09-10,80.7307
2010-09-09,80.3695
2010-09-08,80.7452
2010-09-07,81.2333
2010-09-06,81.1371
2010-09-05,80.9389
2010-09-04,80.3727
2010-09-03,79.9292
2010-09-02,79.5661
2010-09-01,79.7538
2010-08-31,80.7711
2010-08-30,81.1229
2010-08-29,80.8276
2010-08-28,80.2514
2010-08-27,79.9141
2010-08-26,79.6096
2010-08-25,80.2974
2010-08-24,81.4597
2010-08-23,81.7239
2010-08-22,81.7412
2010-08-21,82.1319
2010-08-20,82.7744
2010-08-19,82.6898
2010-08-18,82.2853
2010-08-17,82.3279
2010-08-16,82.7277
2010-08-15,82.7277
2010-08-14,82.4052
2010-08-13,82.3189
2010-08-12,82.3189
2010-08-11,83.1633
2010-08-10,83.3382
2010-08-09,83.2438
2010-08-08,83.4533
2010-08-07,84.152
2010-08-06,84.472
2010-08-05,84.1907
2010-08-04,84.1907
2010-08-03,84.3454
2010-08-02,83.9639
2010-08-01,83.8728
2010-07-31,83.8797
2010-07-30,84.4064
2010-07-29,84.7858
2010-07-28,84.5642
2010-07-27,84.3295
2010-07-26,84.2562
2010-07-25,84.2562
2010-07-24,83.7215
2010-07-23,83.4423
2010-07-22,83.3375
2010-07-21,82.6476
2010-07-20,82.1861
2010-07-19,82.2659
2010-07-18,82.2659
2010-07-17,83.6302
2010-07-16,85.1837
2010-07-15,85.7411
2010-07-14,85.6499
2010-07-13,85.7264
2010-07-12,85.7126
2010-07-11,85.5837
2010-07-10,85.0824
2010-07-09,83.9341
2010-07-08,82.8612
2010-07-07,82.7962
2010-07-06,82.5691
2010-07-05,82.6288
2010-07-04,82.6288
2010-07-03,82.676
2010-07-02,83.1586
2010-07-01,84.1513
2010-06-30,85.2099
2010-06-29,86.2801
2010-06-28,86.1961
2010-06-27,86.1469
2010-06-26,86.0315
2010-06-25,86.4046
2010-06-24,87.6243
2010-06-23,88.9016
2010-06-22,89.1366
2010-06-21,88.7661
2010-06-20,88.6826
2010-06-19,88.5299
2010-06-18,88.831
2010-06-17,88.959
2010-06-16,88.9042
2010-06-15,89.0528
2010-06-14,88.7826
2010-06-13,88.6991
2010-06-12,88.396
2010-06-11,87.8511
2010-06-10,87.2178
2010-06-09,86.6798
2010-06-08,86.5439
2010-06-07,86.5573
2010-06-06,87.1196
2010-06-05,88.4423
2010-06-04,88.5412
2010-06-03,87.3586
2010-06-02,86.9605
2010-06-01,86.9068
2010-05-31,86.4882
2010-05-30,86.4882
2010-05-29,86.4319
2010-05-28,85.3841
2010-05-27,84.1344
2010-05-26,84.1229
2010-05-25,85.1782
2010-05-24,84.9594
2010-05-23,84.7785
2010-05-22,84.8743
2010-05-21,86.261
2010-05-20,88.4471
2010-05-19,89.4363
2010-05-18,89.1
2010-05-17,89.5071
2010-05-16,89.5071
2010-05-15,90.4814
2010-05-14,91.4468
2010-05-13,90.9925
2010-05-12,90.6768
2010-05-11,89.7401
2010-05-10,87.7551
2010-05-09,87.7767
2010-05-08,88.4673
2010-05-07,90.2508
2010-05-06,92.2288
2010-05-05,92.9014
2010-05-04,92.6791
2010-05-03,92.6286
2010-05-02,92.6286
2010-05-01,93.409
2010-04-30,93.1429
2010-04-29,92.6796
2010-04-28,93.3587
2010-04-27,94.128
2010-04-26,94.0839
2010-04-25,93.9239
2010-04-24,93.4598
2010-04-23,93.2819
2010-04-22,93.0791
2010-04-21,91.7304
2010-04-20,90.6959
2010-04-19,90.9873
2010-04-18,91.3235
2010-04-17,92.3223
2010-04-16,93.3099
2010-04-15,93.1787
2010-04-14,92.7664
2010-04-13,92.9017
2010-04-12,92.9537
2010-04-11,93.0386
2010-04-10,92.9619
2010-04-09,93.002
2010-04-08,93.6915
2010-04-07,93.8528
2010-04-06,93.8075
2010-04-05,93.39
2010-04-04,93.0814
2010-04-03,92.9741
2010-04-02,92.3996
2010-04-01,91.4978
2010-03-31,90.8132
2010-03-30,90.426
2010-03-29,90.1135
2010-03-28,90.1467
2010-03-27,90.2741
2010-03-26,90.0896
2010-03-25,89.2102
2010-03-24,88.6735
2010-03-23,88.7816
2010-03-22,89.0276
2010-03-21,89.0772
2010-03-20,89.1548
2010-03-19,89.2733
2010-03-18,89.2562
2010-03-17,88.9083
2010-03-16,88.8771
2010-03-15,88.8712
2010-03-14,88.8246
2010-03-13,88.5442
2010-03-12,88.123
2010-03-11,87.836
2010-03-10,87.6448
2010-03-09,87.8485
2010-03-08,87.7026
2010-03-07,87.5013
2010-03-06,86.7529
2010-03-05,85.9719
2010-03-04,85.8672
2010-03-03,85.5844
2010-03-02,84.8948
2010-03-01,84.5473
2010-02-28,84.4813
2010-02-27,84.2776
2010-02-26,84.6675
2010-02-25,85.862
2010-02-24,87.0045
2010-02-23,87.9076
2010-02-22,87.9226
2010-02-21,87.9226
2010-02-20,87.4762
2010-02-19,87.0214
2010-02-18,86.6085
2010-02-17,86.0249
2010-02-16,85.7203
2010-02-15,85.6261
2010-02-14,85.5584
2010-02-13,85.2688
2010-02-12,84.676
2010-02-11,83.9168
2010-02-10,83.5335
2010-02-09,83.4263
2010-02-08,83.3058
2010-02-07,83.311
2010-02-06,83.9436
2010-02-05,85.2526
2010-02-04,85.562
2010-02-03,85.1326
2010-02-02,84.4882
2010-02-01,84.3142
2010-01-31,84.4134
2010-01-30,84.6708
2010-01-29,84.6068
2010-01-28,84.3232
2010-01-27,84.9608
2010-01-26,85.1955
2010-01-25,84.9835
2010-01-24,85.2184
2010-01-23,86.2236
2010-01-22,87.3333
2010-01-21,87.8879
2010-01-20,88.3037
2010-01-19,88.3005
2010-01-18,88.1937
2010-01-17,88.3556
2010-01-16,88.7272
2010-01-15,88.5843
2010-01-14,88.2298
2010-01-13,88.9652
2010-01-12,89.8023
2010-01-11,89.9677
2010-01-10,90.0068
2010-01-09,89.9443
2010-01-08,89.4438
2010-01-07,88.7269
2010-01-06,88.6512
2010-01-05,88.689
2010-01-04,88.3362
2010-01-03,88.3337
2010-01-02,88.2489
2010-01-01,88.0286
2009-12-31,87.9652
2009-12-30,87.827
2009-12-29,87.3199
2009-12-28,87.0059
2009-12-27,86.9833
2009-12-26,87.1716
2009-12-25,87.1786
2009-12-24,86.7362
2009-12-23,85.8646
2009-12-22,85.0446
2009-12-21,84.6686
2009-12-20,84.6686
2009-12-19,84.3105
2009-12-18,84.333
2009-12-17,84.3794
2009-12-16,83.9273
2009-12-15,83.7679
2009-12-14,84.0139
2009-12-13,84.1616
2009-12-12,84.1314
2009-12-11,83.4402
2009-12-10,83.4785
2009-12-09,84.5257
2009-12-08,85.3043
2009-12-07,85.0584
2009-12-06,85.0584
2009-12-05,83.9936
2009-12-04,83.495
2009-12-03,83.0183
2009-12-02,82.3181
2009-12-01,81.7002
2009-11-30,81.5552
2009-11-29,81.3528
2009-11-28,81.6076
2009-11-27,82.9059
2009-11-26,83.6452
2009-11-25,83.7518
2009-11-24,83.4686
2009-11-23,83.1273
2009-11-22,83.1273
2009-11-21,83.5828
2009-11-20,84.3114
2009-11-19,84.8147
2009-11-18,84.9659
2009-11-17,85.308
2009-11-16,85.2171
2009-11-15,85.3072
2009-11-14,85.6236
2009-11-13,85.8382
2009-11-12,85.4869
2009-11-11,84.9007
2009-11-10,84.1985
2009-11-09,83.5961
2009-11-08,83.9872
2009-11-07,84.7923
2009-11-06,85.0577
2009-11-05,84.6413
2009-11-04,83.6707
2009-11-03,83.2759
2009-11-02,83.3532
2009-11-01,84.2356
2009-10-31,84.6874
2009-10-30,84.7442
2009-10-29,85.5474
2009-10-28,86.5429
2009-10-27,87.1845
2009-10-26,87.3717
2009-10-25,87.3829
2009-10-24,87.267
2009-10-23,86.9465
2009-10-22,86.9589
2009-10-21,87.4863
2009-10-20,87.6524
2009-10-19,87.7067
2009-10-18,87.7067
2009-10-17,87.7277
2009-10-16,87.3282
2009-10-15,86.894
2009-10-14,86.8032
2009-10-13,86.4511
2009-10-12,86.0935
2009-10-11,85.6888
2009-10-10,84.5273
2009-10-09,83.6887
2009-10-08,83.6887
2009-10-07,83.5728
2009-10-06,83.3427
2009-10-05,83.1577
2009-10-04,82.8978
2009-10-03,82.8972
2009-10-02,83.55
2009-10-01,83.1621
2009-09-30,82.4671
2009-09-29,81.92
2009-09-28,82.4426
2009-09-27,82.4426
2009-09-26,83.4771
2009-09-25,84.678
2009-09-24,85.2213
2009-09-23,85.384
2009-09-22,85.4414
2009-09-21,85.3659
2009-09-20,85.3659
2009-09-19,85.4158
2009-09-18,85.2597
2009-09-17,84.6145
2009-09-16,84.0027
2009-09-15,83.8291
2009-09-14,84.2474
2009-09-13,84.3619
2009-09-12,84.7572
2009-09-11,85.2573
2009-09-10,85.6887
2009-09-09,86.0372
2009-09-08,85.8602
2009-09-07,85.4261
2009-09-06,85.1333
2009-09-05,84.2892
2009-09-04,83.8125
2009-09-03,84.2933
2009-09-02,84.8484
2009-09-01,85.1234
2009-08-31,85.7336
2009-08-30,85.9069
2009-08-29,85.942
2009-08-28,85.8419
2009-08-27,86.7058
2009-08-26,87.521
2009-08-25,87.6102
2009-08-24,87.0412
2009-08-23,87.0412
2009-08-22,86.3943
2009-08-21,85.8563
2009-08-20,85.6111
2009-08-19,85.673
2009-08-18,85.8388
2009-08-17,86.4374
2009-08-16,86.7387
2009-08-15,87.5581
2009-08-14,87.8157
2009-08-13,87.6189
2009-08-12,88.777
2009-08-11,89.9103
2009-08-10,90.2238
2009-08-09,89.7354
2009-08-08,88.9085
2009-08-07,88.7578
2009-08-06,88.7855
2009-08-05,88.8411
2009-08-04,88.2737
2009-08-03,87.989
2009-08-02,87.989
2009-08-01,87.9976
2009-07-31,87.5198
2009-07-30,87.396
2009-07-29,87.6839
2009-07-28,87.5235
2009-07-27,87.2363
2009-07-26,87.2337
2009-07-25,86.8214
2009-07-24,85.6117
2009-07-23,84.822
2009-07-22,85.0471
2009-07-21,85.0028
2009-07-20,84.5976
2009-07-19,84.3834
2009-07-18,83.9761
2009-07-17,83.644
2009-07-16,82.3977
2009-07-15,80.7162
2009-07-14,79.6626
2009-07-13,79.6022
2009-07-12,79.6022
2009-07-11,79.8368
2009-07-10,80.2766
2009-07-09,81.1404
2009-07-08,81.9991
2009-07-07,82.3111
2009-07-06,82.7461
2009-07-05,82.7242
2009-07-04,83.0502
2009-07-03,83.5838
2009-07-02,83.3767
2009-07-01,82.8764
2009-06-30,82.6342
2009-06-29,82.7447
2009-06-28,82.7447
2009-06-27,83.0414
2009-06-26,83.0935
2009-06-25,82.9486
2009-06-24,83.1678
2009-06-23,84.272
2009-06-22,84.8638
2009-06-21,85.0554
2009-06-20,85.1685
2009-06-19,84.8314
2009-06-18,85.0737
2009-06-17,86.1004
2009-06-16,87.3814
2009-06-15,87.944
2009-06-14,88.0089
2009-06-13,88.363
2009-06-12,88.6704
2009-06-11,88.4456
2009-06-10,88.1757
2009-06-09,88.0315
2009-06-08,88.1161
2009-06-07,88.1161
2009-06-06,87.6629
2009-06-05,87.499
2009-06-04,88.1866
2009-06-03,88.1394
2009-06-02,87.6343
2009-06-01,87.3174
2009-05-31,87.2844
2009-05-30,86.8325
2009-05-29,85.9372
2009-05-28,84.9787
2009-05-27,84.2951
2009-05-26,84.4704
2009-05-25,84.6572
2009-05-24,84.2455
2009-05-23,83.2838
2009-05-22,82.9916
2009-05-21,83.061
2009-05-20,82.4241
2009-05-19,81.2171
2009-05-18,80.8317
2009-05-17,81.0399
2009-05-16,81.3837
2009-05-15,81.8462
2009-05-14,82.9469
2009-05-13,84.0137
2009-05-12,85.2105
2009-05-11,85.6461
2009-05-10,85.5261
2009-05-09,85.0795
2009-05-08,84.3498
2009-05-07,83.9389
2009-05-06,84.1483
2009-05-05,83.8604
2009-05-04,83.6461
2009-05-03,83.5126
2009-05-02,82.7485
2009-05-01,81.2203
2009-04-30,79.6368
2009-04-29,79.1739
2009-04-28,79.8766
2009-04-27,80.3121
2009-04-26,80.1036
2009-04-25,79.6407
2009-04-24,79.3151
2009-04-23,79.2936
2009-04-22,79.8268
2009-04-21,81.0595
2009-04-20,81.7365
2009-04-19,81.8198
2009-04-18,82.069
2009-04-17,81.9816
2009-04-16,81.6645
2009-04-15,81.8598
2009-04-14,81.8987
2009-04-13,81.8094
2009-04-12,81.8094
2009-04-11,81.599
2009-04-10,81.0479
2009-04-09,80.8599
2009-04-08,81.2916
2009-04-07,81.7624
2009-04-06,81.5739
2009-04-05,81.2112
2009-04-04,80.0651
2009-04-03,78.7694
2009-04-02,78.2208
2009-04-01,78.22
2009-03-31,78.2098
2009-03-30,79.1193
2009-03-29,79.1193
2009-03-28,79.6949
2009-03-27,79.6136
2009-03-26,79.6343
2009-03-25,79.2378
2009-03-24,77.8141
2009-03-23,77.1026
2009-03-22,77.1026
2009-03-21,76.7704
2009-03-20,77.1099
2009-03-19,77.5195
2009-03-18,77.4157
2009-03-17,77.1794
2009-03-16,77.0048
2009-03-15,77.0048
2009-03-14,76.3652
2009-03-13,75.8354
2009-03-12,76.5519
2009-03-11,76.4242
2009-03-10,76.3774
2009-03-09,76.3365
2009-03-08,76.2008
2009-03-07,76.4976
2009-03-06,77.0989
2009-03-05,76.3599
2009-03-04,75.9056
2009-03-03,76.1783
2009-03-02,76.444
2009-03-01,76.867
2009-02-28,77.8335
2009-02-27,78.0719
2009-02-26,77.2826
2009-02-25,75.9714
2009-02-24,74.815
2009-02-23,74.5622
2009-02-22,74.5994
2009-02-21,74.6939
2009-02-20,74.2564
2009-02-19,73.4767
2009-02-18,73.5427
2009-02-17,73.9632
2009-02-16,74.3172
2009-02-15,74.1055
2009-02-14,73.2841
2009-02-13,72.5237
2009-02-12,73.1916
2009-02-11,74.5409
2009-02-10,75.076
2009-02-09,74.7789
2009-02-08,74.7789
2009-02-07,73.5372
2009-02-06,72.8516
2009-02-05,72.3055
2009-02-04,72.1728
2009-02-03,72.7355
2009-02-02,73.0374
2009-02-01,73.0374
2009-01-31,73.2644
2009-01-30,73.6554
2009-01-29,73.1044
2009-01-28,72.727
2009-01-27,72.3234
2009-01-26,72.104
2009-01-25,71.6647
2009-01-24,70.7698
2009-01-23,70.6897
2009-01-22,71.1205
2009-01-21,72.1376
2009-01-20,72.9069
2009-01-19,72.9982
2009-01-18,72.7907
2009-01-17,72.0595
2009-01-16,71.9034
2009-01-15,72.9389
2009-01-14,73.8268
2009-01-13,75.4767
2009-01-12,76.2237
2009-01-11,76.3853
2009-01-10,76.7817
2009-01-09,77.6143
2009-01-08,78.7424
2009-01-07,77.9934
2009-01-06,76.5629
2009-01-05,75.6858
2009-01-04,75.6858
2009-01-03,74.5942
2009-01-02,74.2387
2009-01-01,74.0926
2008-12-31,74.089
2008-12-30,74.3312
2008-12-29,74.2929
2008-12-28,74.2929
2008-12-27,74.3142
2008-12-26,74.4017
2008-12-25,74.3098
2008-12-24,74.0504
2008-12-23,73.8048
2008-12-22,73.4725
2008-12-21,73.4671
2008-12-20,73.661
2008-12-19,73.7971
2008-12-18,73.4689
2008-12-17,73.3667
2008-12-16,73.3018
2008-12-15,73.069
2008-12-14,72.9214
2008-12-13,73.1489
2008-12-12,73.8006
2008-12-11,73.5934
2008-12-10,73.7071
2008-12-09,73.4791
2008-12-08,73.0521
2008-12-07,72.6175
2008-12-06,72.6496
2008-12-05,73.9808
2008-12-04,74.5212
2008-12-03,75.4056
2008-12-02,76.539
2008-12-01,77.0764
2008-11-30,77.0949
2008-11-29,77.2766
2008-11-28,77.4871
2008-11-27,77.6079
2008-11-26,77.176
2008-11-25,75.8128
2008-11-24,75.7302
2008-11-23,74.9207
2008-11-22,74.4464
2008-11-21,76.6237
2008-11-20,78.4079
2008-11-19,78.5613
2008-11-18,78.479
2008-11-17,78.4786
2008-11-16,78.9582
2008-11-15,78.8764
2008-11-14,78.5163
2008-11-13,80.7623
2008-11-12,82.4576
2008-11-11,83.3841
2008-11-10,82.6307
2008-11-09,82.3154
2008-11-08,82.4279
2008-11-07,84.384
2008-11-06,85.3425
2008-11-05,83.7794
2008-11-04,82.1258
2008-11-03,81.2828
2008-11-02,80.9732
2008-11-01,80.7462
2008-10-31,79.8301
2008-10-30,75.7676
2008-10-29,73.0532
2008-10-28,73.167
2008-10-27,73.7936
2008-10-26,73.8462
2008-10-25,75.2858
2008-10-24,78.6111
2008-10-23,82.0292
2008-10-22,84.9502
2008-10-21,85.9639
2008-10-20,86.0563
2008-10-19,85.9116
2008-10-18,85.1518
2008-10-17,85.2503
2008-10-16,87.8565
2008-10-15,88.2154
2008-10-14,86.0536
2008-10-13,85.7921
2008-10-12,85.3472
2008-10-11,86.3298
2008-10-10,89.6093
2008-10-09,91.335
2008-10-08,93.3844
2008-10-07,95.586
2008-10-06,97.2609
2008-10-05,97.4058
2008-10-04,98.0746
