Date,CURRFX.NZDCAD.1
2012-01-02,0.794461
2012-01-01,0.792524
2011-12-31,0.788531
2011-12-30,0.787335
2011-12-29,0.78853
2011-12-28,0.789235
2011-12-27,0.790024
2011-12-26,0.790131
2011-12-25,0.790131
2011-12-24,0.789893
2011-12-23,0.790628
2011-12-22,0.790238
2011-12-21,0.789435
2011-12-20,0.789435
2011-12-19,0.791062
2011-12-18,0.789124
2011-12-17,0.783083
2011-12-16,0.779672
2011-12-15,0.782561
2011-12-14,0.785136
2011-12-13,0.787427
2011-12-12,0.788863
2011-12-11,0.788476
2011-12-10,0.788084
2011-12-09,0.787934
2011-12-08,0.788475
2011-12-07,0.791637
2011-12-06,0.792656
2011-12-05,0.79233
2011-12-04,0.791836
2011-12-03,0.791605
2011-12-02,0.790926
2011-12-01,0.786519
2011-11-30,0.782304
2011-11-29,0.779052
2011-11-28,0.77537
2011-11-27,0.775695
2011-11-26,0.776764
2011-11-25,0.776218
2011-11-24,0.775755
2011-11-23,0.776499
2011-11-22,0.777016
2011-11-21,0.778318
2011-11-20,0.778318
2011-11-19,0.780661
2011-11-18,0.783832
2011-11-17,0.787059
2011-11-16,0.791342
2011-11-15,0.795304
2011-11-14,0.793565
2011-11-13,0.793357
2011-11-12,0.794015
2011-11-11,0.798114
2011-11-10,0.804022
2011-11-09,0.807551
2011-11-08,0.808848
2011-11-07,0.808361
2011-11-06,0.807005
2011-11-05,0.802751
2011-11-04,0.802179
2011-11-03,0.806887
2011-11-02,0.808754
2011-11-01,0.812037
2011-10-31,0.814261
2011-10-30,0.814278
2011-10-29,0.812213
2011-10-28,0.807795
2011-10-27,0.806673
2011-10-26,0.808323
2011-10-25,0.809705
2011-10-24,0.808622
2011-10-23,0.807916
2011-10-22,0.807303
2011-10-21,0.807505
2011-10-20,0.807409
2011-10-19,0.809401
2011-10-18,0.811482
2011-10-17,0.813235
2011-10-16,0.812698
2011-10-15,0.810977
2011-10-14,0.808239
2011-10-13,0.805206
2011-10-12,0.803445
2011-10-11,0.801423
2011-10-10,0.80081
2011-10-09,0.800453
2011-10-08,0.800453
2011-10-07,0.799747
2011-10-06,0.798344
2011-10-05,0.796392
2011-10-04,0.798307
2011-10-03,0.799637
2011-10-02,0.798732
2011-10-01,0.79877
2011-09-30,0.802544
2011-09-29,0.80406
2011-09-28,0.801671
2011-09-27,0.797785
2011-09-26,0.797785
2011-09-25,0.799112
2011-09-24,0.803251
2011-09-23,0.809101
2011-09-22,0.815663
2011-09-21,0.813948
2011-09-20,0.810824
2011-09-19,0.810779
2011-09-18,0.811891
2011-09-17,0.812601
2011-09-16,0.811705
2011-09-15,0.814268
2011-09-14,0.816674
2011-09-13,0.817796
2011-09-12,0.820705
2011-09-11,0.820705
2011-09-10,0.822472
2011-09-09,0.820378
2011-09-08,0.819124
2011-09-07,0.823772
2011-09-06,0.831046
2011-09-05,0.835174
2011-09-04,0.834238
2011-09-03,0.831961
2011-09-02,0.83256
2011-09-01,0.833942
2011-08-31,0.829807
2011-08-30,0.825308
2011-08-29,0.823512
2011-08-28,0.823512
2011-08-27,0.820893
2011-08-26,0.818736
2011-08-25,0.819959
2011-08-24,0.817404
2011-08-23,0.811397
2011-08-22,0.810904
2011-08-21,0.810904
2011-08-20,0.815099
2011-08-19,0.819386
2011-08-18,0.819752
2011-08-17,0.81979
2011-08-16,0.822169
2011-08-15,0.819976
2011-08-14,0.819976
2011-08-13,0.81521
2011-08-12,0.813678
2011-08-11,0.815157
2011-08-10,0.814926
2011-08-09,0.822327
2011-08-08,0.827777
2011-08-07,0.825134
2011-08-06,0.822331
2011-08-05,0.82718
2011-08-04,0.832242
2011-08-03,0.837259
2011-08-02,0.83946
2011-08-01,0.840036
2011-07-31,0.835709
2011-07-30,0.828195
2011-07-29,0.826275
2011-07-28,0.822983
2011-07-27,0.820681
2011-07-26,0.820177
2011-07-25,0.818654
2011-07-24,0.818654
2011-07-23,0.815325
2011-07-22,0.812024
2011-07-21,0.811596
2011-07-20,0.810859
2011-07-19,0.807857
2011-07-18,0.80582
2011-07-17,0.806308
2011-07-16,0.808005
2011-07-15,0.804066
2011-07-14,0.795337
2011-07-13,0.798812
2011-07-12,0.804863
2011-07-11,0.80598
2011-07-10,0.803697
2011-07-09,0.799125
2011-07-08,0.79773
2011-07-07,0.797389
2011-07-06,0.796639
2011-07-05,0.794934
2011-07-04,0.79306
2011-07-03,0.794035
2011-07-02,0.797506
2011-07-01,0.799642
2011-06-30,0.797017
2011-06-29,0.794757
2011-06-28,0.797577
2011-06-27,0.802119
2011-06-26,0.800595
2011-06-25,0.796399
2011-06-24,0.793289
2011-06-23,0.792391
2011-06-22,0.792709
2011-06-21,0.794444
2011-06-20,0.794787
2011-06-19,0.794787
2011-06-18,0.791117
2011-06-17,0.789112
2011-06-16,0.792342
2011-06-15,0.796084
2011-06-14,0.799695
2011-06-13,0.805135
2011-06-12,0.804823
2011-06-11,0.804707
2011-06-10,0.803154
2011-06-09,0.799557
2011-06-08,0.799653
2011-06-07,0.798729
2011-06-06,0.798063
2011-06-05,0.797345
2011-06-04,0.796339
2011-06-03,0.79687
2011-06-02,0.798339
2011-06-01,0.799402
2011-05-31,0.799237
2011-05-30,0.798766
2011-05-29,0.798766
2011-05-28,0.794184
2011-05-27,0.785005
2011-05-26,0.778184
2011-05-25,0.775405
2011-05-24,0.77354
2011-05-23,0.775538
2011-05-22,0.773144
2011-05-21,0.767816
2011-05-20,0.765579
2011-05-19,0.764067
2011-05-18,0.760958
2011-05-17,0.761358
2011-05-16,0.762579
2011-05-15,0.763201
2011-05-14,0.763315
2011-05-13,0.760748
2011-05-12,0.760469
2011-05-11,0.763093
2011-05-10,0.763945
2011-05-09,0.763298
2011-05-08,0.763298
2011-05-07,0.760676
2011-05-06,0.758364
2011-05-05,0.759279
2011-05-04,0.7643
2011-05-03,0.765776
2011-05-02,0.765151
2011-05-01,0.765151
2011-04-30,0.763764
2011-04-29,0.764163
2011-04-28,0.766421
2011-04-27,0.764385
2011-04-26,0.764041
2011-04-25,0.76484
2011-04-24,0.76484
2011-04-23,0.76285
2011-04-22,0.759624
2011-04-21,0.75746
2011-04-20,0.759055
2011-04-19,0.764202
2011-04-18,0.766939
2011-04-17,0.76636
2011-04-16,0.763978
2011-04-15,0.760146
2011-04-14,0.755248
2011-04-13,0.749849
2011-04-12,0.747938
2011-04-11,0.747963
2011-04-10,0.747335
2011-04-09,0.746364
2011-04-08,0.745381
2011-04-07,0.743369
2011-04-06,0.742136
2011-04-05,0.740641
2011-04-04,0.739161
2011-04-03,0.739161
2011-04-02,0.738835
2011-04-01,0.739276
2011-03-31,0.737171
2011-03-30,0.735122
2011-03-29,0.737017
2011-03-28,0.738671
2011-03-27,0.737314
2011-03-26,0.733291
2011-03-25,0.729418
2011-03-24,0.725369
2011-03-23,0.721815
2011-03-22,0.719219
2011-03-21,0.719637
2011-03-20,0.717954
2011-03-19,0.714488
2011-03-18,0.716318
2011-03-17,0.720978
2011-03-16,0.719852
2011-03-15,0.720783
2011-03-14,0.72145
2011-03-13,0.72145
2011-03-12,0.717286
2011-03-11,0.715497
2011-03-10,0.717903
2011-03-09,0.718234
2011-03-08,0.717308
2011-03-07,0.717921
2011-03-06,0.717921
2011-03-05,0.719891
2011-03-04,0.723736
2011-03-03,0.726196
2011-03-02,0.731736
2011-03-01,0.734352
2011-02-28,0.734764
2011-02-27,0.735309
2011-02-26,0.736335
2011-02-25,0.737503
2011-02-24,0.740008
2011-02-23,0.745182
2011-02-22,0.751724
2011-02-21,0.751563
2011-02-20,0.750604
2011-02-19,0.747257
2011-02-18,0.74406
2011-02-17,0.744583
2011-02-16,0.746401
2011-02-15,0.748857
2011-02-14,0.750864
2011-02-13,0.752394
2011-02-12,0.758961
2011-02-11,0.766193
2011-02-10,0.767631
2011-02-09,0.764521
2011-02-08,0.760561
2011-02-07,0.761528
2011-02-06,0.761528
2011-02-05,0.766878
2011-02-04,0.766878
2011-02-03,0.772737
2011-02-02,0.772871
2011-02-01,0.772845
2011-01-31,0.774371
2011-01-30,0.772924
2011-01-29,0.769643
2011-01-28,0.767013
2011-01-27,0.763625
2011-01-26,0.759273
2011-01-25,0.754658
2011-01-24,0.75246
2011-01-23,0.752723
2011-01-22,0.756112
2011-01-21,0.76313
2011-01-20,0.765702
2011-01-19,0.761965
2011-01-18,0.760589
2011-01-17,0.760251
2011-01-16,0.760251
2011-01-15,0.759838
2011-01-14,0.753911
2011-01-13,0.751909
2011-01-12,0.754789
2011-01-11,0.75588
2011-01-10,0.755374
2011-01-09,0.75538
2011-01-08,0.7549
2011-01-07,0.757448
2011-01-06,0.763772
2011-01-05,0.767333
2011-01-04,0.772981
2011-01-03,0.777682
2011-01-02,0.776169
2011-01-01,0.771617
2010-12-31,0.765905
2010-12-30,0.758851
2010-12-29,0.755173
2010-12-28,0.754359
2010-12-27,0.755109
2010-12-26,0.75493
2010-12-25,0.754456
2010-12-24,0.754456
2010-12-23,0.75566
2010-12-22,0.754652
2010-12-21,0.748647
2010-12-20,0.746578
2010-12-19,0.746014
2010-12-18,0.743697
2010-12-17,0.74564
2010-12-16,0.754166
2010-12-15,0.757685
2010-12-14,0.755831
2010-12-13,0.753735
2010-12-12,0.755063
2010-12-11,0.756426
2010-12-10,0.757413
2010-12-09,0.762521
2010-12-08,0.766386
2010-12-07,0.767352
2010-12-06,0.765904
2010-12-05,0.765904
2010-12-04,0.760919
2010-12-03,0.761278
2010-12-02,0.761319
2010-12-01,0.761834
2010-11-30,0.764212
2010-11-29,0.765771
2010-11-28,0.766157
2010-11-27,0.766958
2010-11-26,0.770143
2010-11-25,0.778128
2010-11-24,0.784931
2010-11-23,0.789443
2010-11-22,0.792061
2010-11-21,0.792259
2010-11-20,0.791757
2010-11-19,0.788214
2010-11-18,0.783818
2010-11-17,0.781557
2010-11-16,0.78201
2010-11-15,0.783135
2010-11-14,0.783041
2010-11-13,0.783448
2010-11-12,0.783801
2010-11-11,0.784759
2010-11-10,0.789332
2010-11-09,0.792664
2010-11-08,0.795738
2010-11-07,0.795738
2010-11-06,0.795051
2010-11-05,0.788532
2010-11-04,0.779338
2010-11-03,0.778301
2010-11-02,0.780291
2010-11-01,0.777948
2010-10-31,0.777948
2010-10-30,0.771617
2010-10-29,0.768655
2010-10-28,0.767179
2010-10-27,0.767606
2010-10-26,0.767364
2010-10-25,0.766081
2010-10-24,0.766305
2010-10-23,0.76704
2010-10-22,0.768568
2010-10-21,0.770411
2010-10-20,0.769169
2010-10-19,0.766559
2010-10-18,0.764064
2010-10-17,0.763506
2010-10-16,0.762271
2010-10-15,0.76218
2010-10-14,0.762893
2010-10-13,0.762125
2010-10-12,0.762879
2010-10-11,0.763623
2010-10-10,0.763623
2010-10-09,0.762958
2010-10-08,0.762485
2010-10-07,0.760283
2010-10-06,0.758834
2010-10-05,0.758193
2010-10-04,0.759284
2010-10-03,0.759284
2010-10-02,0.759269
2010-10-01,0.759135
2010-09-30,0.75957
2010-09-29,0.756737
2010-09-28,0.752722
2010-09-27,0.751762
2010-09-26,0.752182
2010-09-25,0.753318
2010-09-24,0.755021
2010-09-23,0.754803
2010-09-22,0.751037
2010-09-21,0.750611
2010-09-20,0.748883
2010-09-19,0.748883
2010-09-18,0.746005
2010-09-17,0.747244
2010-09-16,0.752539
2010-09-15,0.752515
2010-09-14,0.754711
2010-09-13,0.753866
2010-09-12,0.753866
2010-09-11,0.750922
2010-09-10,0.750612
2010-09-09,0.751491
2010-09-08,0.750808
2010-09-07,0.748912
2010-09-06,0.748439
2010-09-05,0.749897
2010-09-04,0.752162
2010-09-03,0.750378
2010-09-02,0.746046
2010-09-01,0.744459
2010-08-31,0.747076
2010-08-30,0.747128
2010-08-29,0.747265
2010-08-28,0.746292
2010-08-27,0.743446
2010-08-26,0.743985
2010-08-25,0.74446
2010-08-24,0.741605
2010-08-23,0.73876
2010-08-22,0.73876
2010-08-21,0.735638
2010-08-20,0.735002
2010-08-19,0.736792
2010-08-18,0.736341
2010-08-17,0.734861
2010-08-16,0.734646
2010-08-15,0.736337
2010-08-14,0.740181
2010-08-13,0.744386
2010-08-12,0.7466
2010-08-11,0.747696
2010-08-10,0.751179
2010-08-09,0.753008
2010-08-08,0.750591
2010-08-07,0.743136
2010-08-06,0.742493
2010-08-05,0.750123
2010-08-04,0.750422
2010-08-03,0.748654
2010-08-02,0.74754
2010-08-01,0.747203
2010-07-31,0.747948
2010-07-30,0.75155
2010-07-29,0.755655
2010-07-28,0.757521
2010-07-27,0.754861
2010-07-26,0.753578
2010-07-25,0.753578
2010-07-24,0.752592
2010-07-23,0.748833
2010-07-22,0.747476
2010-07-21,0.747866
2010-07-20,0.747652
2010-07-19,0.751537
2010-07-18,0.750591
2010-07-17,0.748792
2010-07-16,0.746624
2010-07-15,0.741265
2010-07-14,0.73617
2010-07-13,0.733917
2010-07-12,0.734836
2010-07-11,0.7351
2010-07-10,0.736461
2010-07-09,0.736503
2010-07-08,0.733254
2010-07-07,0.732735
2010-07-06,0.732251
2010-07-05,0.732668
2010-07-04,0.732668
2010-07-03,0.732286
2010-07-02,0.728673
2010-07-01,0.729349
2010-06-30,0.731272
2010-06-29,0.735783
2010-06-28,0.737792
2010-06-27,0.737792
2010-06-26,0.736431
2010-06-25,0.736707
2010-06-24,0.730509
2010-06-23,0.724389
2010-06-22,0.724219
2010-06-21,0.721852
2010-06-20,0.721595
2010-06-19,0.721687
2010-06-18,0.717617
2010-06-17,0.715036
2010-06-16,0.715606
2010-06-15,0.714979
2010-06-14,0.711285
2010-06-13,0.711285
2010-06-12,0.708023
2010-06-11,0.702912
2010-06-10,0.697962
2010-06-09,0.700313
2010-06-08,0.706714
2010-06-07,0.712778
2010-06-06,0.711712
2010-06-05,0.710378
2010-06-04,0.710485
2010-06-03,0.709493
2010-06-02,0.7112
2010-06-01,0.714125
2010-05-31,0.716012
2010-05-30,0.715419
2010-05-29,0.713637
2010-05-28,0.712823
2010-05-27,0.713366
2010-05-26,0.714078
2010-05-25,0.715546
2010-05-24,0.718672
2010-05-23,0.718672
2010-05-22,0.716028
2010-05-21,0.711632
2010-05-20,0.713763
2010-05-19,0.722431
2010-05-18,0.727765
2010-05-17,0.732035
2010-05-16,0.731782
2010-05-15,0.730106
2010-05-14,0.728375
2010-05-13,0.731119
2010-05-12,0.738138
2010-05-11,0.743665
2010-05-10,0.745861
2010-05-09,0.745517
2010-05-08,0.746214
2010-05-07,0.744324
2010-05-06,0.738223
2010-05-05,0.739136
2010-05-04,0.739989
2010-05-03,0.73984
2010-05-02,0.737837
2010-05-01,0.731316
2010-04-30,0.724732
2010-04-29,0.724732
2010-04-28,0.722267
2010-04-27,0.719386
2010-04-26,0.716338
2010-04-25,0.715441
2010-04-24,0.712529
2010-04-23,0.709907
2010-04-22,0.711256
2010-04-21,0.717278
2010-04-20,0.719526
2010-04-19,0.716999
2010-04-18,0.716999
2010-04-17,0.714825
2010-04-16,0.712207
2010-04-15,0.712888
2010-04-14,0.715676
2010-04-13,0.717122
2010-04-12,0.717693
2010-04-11,0.716772
2010-04-10,0.712455
2010-04-09,0.7081
2010-04-08,0.705498
2010-04-07,0.704325
2010-04-06,0.709997
2010-04-05,0.714275
2010-04-04,0.714328
2010-04-03,0.714012
2010-04-02,0.716433
2010-04-01,0.722058
2010-03-31,0.724363
2010-03-30,0.723502
2010-03-29,0.722122
2010-03-28,0.722573
2010-03-27,0.722621
2010-03-26,0.720004
2010-03-25,0.718421
2010-03-24,0.718569
2010-03-23,0.718864
2010-03-22,0.720518
2010-03-21,0.720518
2010-03-20,0.722126
2010-03-19,0.72293
2010-03-18,0.720627
2010-03-17,0.716906
2010-03-16,0.715256
2010-03-15,0.715384
2010-03-14,0.715307
2010-03-13,0.716585
2010-03-12,0.720638
2010-03-11,0.722465
2010-03-10,0.719436
2010-03-09,0.718853
2010-03-08,0.716974
2010-03-07,0.715669
2010-03-06,0.711938
2010-03-05,0.712113
2010-03-04,0.718244
2010-03-03,0.725201
2010-03-02,0.73275
2010-03-01,0.734488
2010-02-28,0.73469
2010-02-27,0.73351
2010-02-26,0.730276
2010-02-25,0.730399
2010-02-24,0.730676
2010-02-23,0.728781
2010-02-22,0.727061
2010-02-21,0.727623
2010-02-20,0.730347
2010-02-19,0.734633
2010-02-18,0.736463
2010-02-17,0.734664
2010-02-16,0.732299
2010-02-15,0.732637
2010-02-14,0.732594
2010-02-13,0.734719
2010-02-12,0.739141
2010-02-11,0.73948
2010-02-10,0.737097
2010-02-09,0.737056
2010-02-08,0.738736
2010-02-07,0.738474
2010-02-06,0.738823
2010-02-05,0.745045
2010-02-04,0.75208
2010-02-03,0.750956
2010-02-02,0.750956
2010-02-01,0.750362
2010-01-31,0.750931
2010-01-30,0.751973
2010-01-29,0.752217
2010-01-28,0.75258
2010-01-27,0.75355
2010-01-26,0.753277
2010-01-25,0.750737
2010-01-24,0.750481
2010-01-23,0.751079
2010-01-22,0.753628
2010-01-21,0.756471
2010-01-20,0.758716
2010-01-19,0.758255
2010-01-18,0.759335
2010-01-17,0.759058
2010-01-16,0.760313
2010-01-15,0.764937
2010-01-14,0.766941
2010-01-13,0.764853
2010-01-12,0.760721
2010-01-11,0.758762
2010-01-10,0.758265
2010-01-09,0.758528
2010-01-08,0.760481
2010-01-07,0.761847
2010-01-06,0.7613
2010-01-05,0.75957
2010-01-04,0.761706
2010-01-03,0.761821
2010-01-02,0.762015
2010-01-01,0.758725
2009-12-31,0.749503
2009-12-30,0.742394
2009-12-29,0.741024
2009-12-28,0.740938
2009-12-27,0.741114
2009-12-26,0.740716
2009-12-25,0.739315
2009-12-24,0.741394
2009-12-23,0.749341
2009-12-22,0.756052
2009-12-21,0.758609
2009-12-20,0.758609
2009-12-19,0.759801
2009-12-18,0.76265
2009-12-17,0.764847
2009-12-16,0.768264
2009-12-15,0.769253
2009-12-14,0.76884
2009-12-13,0.767458
2009-12-12,0.760766
2009-12-11,0.760766
2009-12-10,0.752607
2009-12-09,0.752508
2009-12-08,0.755694
2009-12-07,0.758118
2009-12-06,0.759185
2009-12-05,0.76107
2009-12-04,0.761145
2009-12-03,0.759383
2009-12-02,0.757838
2009-12-01,0.756432
2009-11-30,0.755125
2009-11-29,0.75529
2009-11-28,0.757522
2009-11-27,0.76282
2009-11-26,0.768523
2009-11-25,0.772136
2009-11-24,0.775099
2009-11-23,0.777118
2009-11-22,0.777118
2009-11-21,0.777118
2009-11-20,0.781326
2009-11-19,0.784547
2009-11-18,0.783318
2009-11-17,0.780931
2009-11-16,0.781962
2009-11-15,0.779481
2009-11-14,0.774564
2009-11-13,0.774256
2009-11-12,0.778683
2009-11-11,0.783664
2009-11-10,0.783702
2009-11-09,0.780791
2009-11-08,0.777368
2009-11-07,0.770525
2009-11-06,0.768103
2009-11-05,0.770828
2009-11-04,0.774192
2009-11-03,0.776719
2009-11-02,0.778156
2009-11-01,0.779134
2009-10-31,0.780226
2009-10-30,0.783428
2009-10-29,0.791704
2009-10-28,0.796192
2009-10-27,0.794757
2009-10-26,0.794963
2009-10-25,0.794559
2009-10-24,0.793041
2009-10-23,0.790769
2009-10-22,0.785954
2009-10-21,0.776919
2009-10-20,0.771209
2009-10-19,0.768378
2009-10-18,0.768691
2009-10-17,0.767328
2009-10-16,0.763206
2009-10-15,0.760745
2009-10-14,0.760856
2009-10-13,0.762335
2009-10-12,0.765436
2009-10-11,0.768934
2009-10-10,0.777109
2009-10-09,0.780597
2009-10-08,0.779598
2009-10-07,0.779131
2009-10-06,0.774741
2009-10-05,0.773028
2009-10-04,0.773791
2009-10-03,0.774578
2009-10-02,0.774612
2009-10-01,0.777226
2009-09-30,0.780113
2009-09-29,0.783243
2009-09-28,0.783581
2009-09-27,0.783581
2009-09-26,0.780131
2009-09-25,0.776392
2009-09-24,0.773047
2009-09-23,0.76618
2009-09-22,0.758722
2009-09-21,0.758608
2009-09-20,0.758608
2009-09-19,0.758879
2009-09-18,0.758826
2009-09-17,0.759134
2009-09-16,0.758881
2009-09-15,0.760076
2009-09-14,0.760716
2009-09-13,0.760716
2009-09-12,0.757413
2009-09-11,0.753107
2009-09-10,0.749894
2009-09-09,0.747093
2009-09-08,0.74744
2009-09-07,0.748335
2009-09-06,0.748361
2009-09-05,0.747634
2009-09-04,0.74575
2009-09-03,0.746085
2009-09-02,0.749041
2009-09-01,0.748406
2009-08-31,0.746564
2009-08-30,0.746383
2009-08-29,0.746478
2009-08-28,0.746669
2009-08-27,0.743802
2009-08-26,0.739352
2009-08-25,0.738581
2009-08-24,0.737764
2009-08-23,0.737416
2009-08-22,0.737758
2009-08-21,0.740297
2009-08-20,0.742063
2009-08-19,0.74148
2009-08-18,0.742082
2009-08-17,0.744574
2009-08-16,0.743267
2009-08-15,0.738729
2009-08-14,0.734141
2009-08-13,0.73407
2009-08-12,0.733837
2009-08-11,0.729419
2009-08-10,0.727576
2009-08-09,0.726915
2009-08-08,0.723519
2009-08-07,0.720879
2009-08-06,0.719159
2009-08-05,0.713281
2009-08-04,0.713063
2009-08-03,0.713037
2009-08-02,0.711636
2009-08-01,0.708629
2009-07-31,0.709616
2009-07-30,0.71239
2009-07-29,0.711871
2009-07-28,0.711839
2009-07-27,0.712875
2009-07-26,0.712875
2009-07-25,0.716473
2009-07-24,0.723277
2009-07-23,0.723732
2009-07-22,0.723732
2009-07-21,0.720433
2009-07-20,0.717864
2009-07-19,0.718792
2009-07-18,0.720958
2009-07-17,0.723198
2009-07-16,0.726343
2009-07-15,0.727694
2009-07-14,0.72982
2009-07-13,0.730496
2009-07-12,0.730496
2009-07-11,0.730763
2009-07-10,0.730735
2009-07-09,0.733135
2009-07-08,0.734746
2009-07-07,0.730936
2009-07-06,0.731176
2009-07-05,0.731176
2009-07-04,0.731897
2009-07-03,0.736917
2009-07-02,0.747432
2009-07-01,0.750562
2009-06-30,0.746338
2009-06-29,0.743559
2009-06-28,0.743559
2009-06-27,0.741917
2009-06-26,0.739466
2009-06-25,0.734063
2009-06-24,0.728666
2009-06-23,0.7281
2009-06-22,0.728964
2009-06-21,0.727697
2009-06-20,0.723342
2009-06-19,0.717675
2009-06-18,0.714978
2009-06-17,0.715178
2009-06-16,0.716756
2009-06-15,0.719477
2009-06-14,0.717567
2009-06-13,0.710856
2009-06-12,0.702005
2009-06-11,0.694191
2009-06-10,0.693357
2009-06-09,0.698411
2009-06-08,0.700618
2009-06-07,0.700618
2009-06-06,0.701973
2009-06-05,0.701973
2009-06-04,0.705956
2009-06-03,0.706255
2009-06-02,0.701313
2009-06-01,0.69893
2009-05-31,0.698612
2009-05-30,0.696694
2009-05-29,0.693321
2009-05-28,0.693746
2009-05-27,0.695721
2009-05-26,0.694527
2009-05-25,0.693907
2009-05-24,0.695182
2009-05-23,0.69522
2009-05-22,0.693283
2009-05-21,0.695473
2009-05-20,0.693686
2009-05-19,0.689587
2009-05-18,0.689062
2009-05-17,0.690419
2009-05-16,0.693808
2009-05-15,0.696765
2009-05-14,0.699766
2009-05-13,0.700881
2009-05-12,0.697267
2009-05-11,0.693623
2009-05-10,0.693623
2009-05-09,0.692886
2009-05-08,0.689007
2009-05-07,0.681414
2009-05-06,0.678962
2009-05-05,0.676973
2009-05-04,0.67514
2009-05-03,0.675341
2009-05-02,0.676809
2009-05-01,0.681866
2009-04-30,0.685109
2009-04-29,0.684441
2009-04-28,0.689572
2009-04-27,0.692361
2009-04-26,0.691327
2009-04-25,0.689465
2009-04-24,0.689714
2009-04-23,0.690092
2009-04-22,0.688831
2009-04-21,0.688592
2009-04-20,0.689982
2009-04-19,0.689982
2009-04-18,0.692018
2009-04-17,0.695989
2009-04-16,0.707382
2009-04-15,0.717302
2009-04-14,0.716946
2009-04-13,0.714722
2009-04-12,0.714722
2009-04-11,0.714983
2009-04-10,0.71441
2009-04-09,0.715065
2009-04-08,0.722857
2009-04-07,0.724809
2009-04-06,0.721087
2009-04-05,0.721087
2009-04-04,0.719942
2009-04-03,0.713264
2009-04-02,0.710997
2009-04-01,0.710745
2009-03-31,0.705212
2009-03-30,0.707636
2009-03-29,0.707477
2009-03-28,0.70684
2009-03-27,0.701274
2009-03-26,0.694003
2009-03-25,0.697103
2009-03-24,0.696075
2009-03-23,0.693136
2009-03-22,0.692604
2009-03-21,0.68743
2009-03-20,0.677203
2009-03-19,0.672815
2009-03-18,0.672583
2009-03-17,0.669377
2009-03-16,0.666894
2009-03-15,0.666894
2009-03-14,0.663679
2009-03-13,0.655432
2009-03-12,0.645121
2009-03-11,0.643662
2009-03-10,0.645792
2009-03-09,0.646577
2009-03-08,0.646577
2009-03-07,0.644846
2009-03-06,0.642944
2009-03-05,0.642048
2009-03-04,0.637659
2009-03-03,0.635808
2009-03-02,0.639237
2009-03-01,0.637858
2009-02-28,0.636738
2009-02-27,0.639438
2009-02-26,0.639355
2009-02-25,0.637753
2009-02-24,0.639131
2009-02-23,0.640509
2009-02-22,0.639713
2009-02-21,0.640309
2009-02-20,0.643999
2009-02-19,0.643025
2009-02-18,0.643389
2009-02-17,0.645676
2009-02-16,0.646062
2009-02-15,0.647577
2009-02-14,0.650274
2009-02-13,0.65082
2009-02-12,0.652648
2009-02-11,0.652631
2009-02-10,0.650347
2009-02-09,0.648377
2009-02-08,0.646557
2009-02-07,0.638688
2009-02-06,0.629457
2009-02-05,0.628838
2009-02-04,0.626813
2009-02-03,0.623497
2009-02-02,0.62564
2009-02-01,0.626522
2009-01-31,0.629166
2009-01-30,0.637451
2009-01-29,0.647216
2009-01-28,0.647864
2009-01-27,0.649489
2009-01-26,0.651362
2009-01-25,0.654274
2009-01-24,0.661733
2009-01-23,0.664363
2009-01-22,0.664335
2009-01-21,0.674291
2009-01-20,0.681955
2009-01-19,0.679865
2009-01-18,0.679425
2009-01-17,0.675507
2009-01-16,0.671549
2009-01-15,0.67759
2009-01-14,0.689407
2009-01-13,0.700372
2009-01-12,0.702938
2009-01-11,0.702965
2009-01-10,0.703353
2009-01-09,0.70526
2009-01-08,0.704782
2009-01-07,0.703818
2009-01-06,0.708118
2009-01-05,0.706455
2009-01-04,0.707059
2009-01-03,0.708554
2009-01-02,0.707691
2009-01-01,0.706405
2008-12-31,0.706568
2008-12-30,0.704388
2008-12-29,0.703409
2008-12-28,0.702601
2008-12-27,0.699692
2008-12-26,0.696754
2008-12-25,0.695775
2008-12-24,0.697743
2008-12-23,0.698824
2008-12-22,0.698577
2008-12-21,0.700758
2008-12-20,0.706208
2008-12-19,0.706726
2008-12-18,0.696068
2008-12-17,0.686348
2008-12-16,0.681635
2008-12-15,0.67982
2008-12-14,0.679026
2008-12-13,0.680708
2008-12-12,0.684354
2008-12-11,0.68397
2008-12-10,0.681065
2008-12-09,0.68007
2008-12-08,0.678794
2008-12-07,0.678512
2008-12-06,0.677098
2008-12-05,0.66913
2008-12-04,0.663238
2008-12-03,0.66357
2008-12-02,0.673468
2008-12-01,0.680437
2008-11-30,0.680736
2008-11-29,0.680263
2008-11-28,0.677323
2008-11-27,0.67356
2008-11-26,0.673721
2008-11-25,0.678566
2008-11-24,0.67996
2008-11-23,0.67996
2008-11-22,0.679238
2008-11-21,0.679223
2008-11-20,0.678289
2008-11-19,0.679439
2008-11-18,0.684258
2008-11-17,0.684879
2008-11-16,0.685742
2008-11-15,0.687986
2008-11-14,0.691174
2008-11-13,0.694258
2008-11-12,0.698785
2008-11-11,0.703959
2008-11-10,0.703462
2008-11-09,0.70231
2008-11-08,0.700536
2008-11-07,0.699238
2008-11-06,0.699271
2008-11-05,0.703238
2008-11-04,0.706619
2008-11-03,0.707563
2008-11-02,0.707563
2008-11-01,0.711467
2008-10-31,0.718463
2008-10-30,0.72068
2008-10-29,0.707837
2008-10-28,0.705997
2008-10-27,0.711859
2008-10-26,0.714074
2008-10-25,0.726182
