Date,CURRFX.EURCAD.1
2010-09-23,1.36457
2010-09-22,1.35052
2010-09-21,1.34764
2010-09-20,1.34542
2010-09-17,1.3391
2010-09-16,1.33274
2010-09-15,1.32489
2010-09-14,1.31921
2010-09-13,1.3193
2010-09-10,1.3193
2010-09-09,1.32695
2010-09-08,1.33112
2010-09-07,1.33675
2010-09-06,1.34288
2010-09-03,1.34911
2010-09-02,1.34952
2010-09-01,1.34412
2010-08-31,1.3387
2010-08-30,1.34166
2010-08-27,1.34288
2010-08-26,1.34206
2010-08-25,1.33636
2010-08-24,1.33134
2010-08-23,1.32913
2010-08-20,1.32559
2010-08-19,1.32886
2010-08-18,1.33478
2010-08-17,1.3332
2010-08-16,1.33417
2010-08-13,1.34621
2010-08-12,1.3537
2010-08-11,1.35991
2010-08-10,1.36286
2010-08-09,1.35414
2010-08-06,1.34116
2010-08-05,1.34983
2010-08-04,1.34959
2010-08-03,1.34341
2010-08-02,1.34666
2010-07-30,1.34884
2010-07-29,1.34363
2010-07-28,1.34071
2010-07-27,1.33834
2010-07-26,1.33785
2010-07-23,1.33749
2010-07-22,1.34357
2010-07-21,1.36083
2010-07-20,1.36555
2010-07-19,1.35284
2010-07-16,1.32329
2010-07-15,1.31034
2010-07-14,1.30357
2010-07-13,1.30352
2010-07-12,1.31277
2010-07-09,1.32495
2010-07-08,1.32976
2010-07-07,1.33221
2010-07-06,1.33375
2010-07-05,1.32692
2010-07-02,1.30679
2010-07-01,1.28804
2010-06-30,1.27845
2010-06-29,1.27793
2010-06-28,1.28137
2010-06-25,1.27865
2010-06-24,1.26651
2010-06-23,1.25906
2010-06-22,1.26322
2010-06-21,1.26691
2010-06-18,1.26636
2010-06-17,1.26329
2010-06-16,1.26139
2010-06-15,1.25536
2010-06-14,1.25025
2010-06-11,1.25093
2010-06-10,1.25531
2010-06-09,1.26143
2010-06-08,1.26762
2010-06-07,1.27154
2010-06-04,1.27512
2010-06-03,1.28145
2010-06-02,1.28489
2010-06-01,1.29048
2010-05-31,1.29537
2010-05-28,1.30184
2010-05-27,1.31304
2010-05-26,1.31835
2010-05-25,1.32203
2010-05-24,1.32521
2010-05-21,1.30157
2010-05-20,1.27981
2010-05-19,1.27605
2010-05-18,1.27888
2010-05-17,1.27904
2010-05-14,1.28287
2010-05-13,1.29354
2010-05-12,1.30934
2010-05-11,1.32757
2010-05-10,1.3293
2010-05-07,1.32442
2010-05-06,1.32927
2010-05-05,1.33622
2010-05-04,1.34546
2010-05-03,1.34512
2010-04-30,1.3333
2010-04-29,1.33769
2010-04-28,1.33738
2010-04-27,1.33483
2010-04-26,1.33564
2010-04-23,1.33465
2010-04-22,1.34331
2010-04-21,1.36014
2010-04-20,1.36825
2010-04-19,1.36323
2010-04-16,1.35867
2010-04-15,1.36241
2010-04-14,1.36484
2010-04-13,1.36188
2010-04-12,1.34862
2010-04-09,1.33981
2010-04-08,1.33936
2010-04-07,1.34697
2010-04-06,1.35915
2010-04-05,1.36551
2010-04-02,1.36832
2010-04-01,1.37055
2010-03-31,1.37275
2010-03-30,1.37633
2010-03-29,1.3716
2010-03-26,1.36279
2010-03-25,1.37008
2010-03-24,1.37721
2010-03-23,1.37747
2010-03-22,1.37815
2010-03-19,1.38554
2010-03-18,1.39313
2010-03-17,1.39564
2010-03-16,1.39933
2010-03-15,1.40292
2010-03-12,1.40053
2010-03-11,1.39711
2010-03-10,1.39881
2010-03-09,1.40249
2010-03-08,1.40329
2010-03-05,1.40766
2010-03-04,1.40856
2010-03-03,1.41128
2010-03-02,1.42637
2010-03-01,1.43302
2010-02-26,1.43057
2010-02-25,1.42629
2010-02-24,1.41936
2010-02-23,1.41531
2010-02-22,1.41664
2010-02-19,1.42377
2010-02-18,1.43061
2010-02-17,1.42957
2010-02-16,1.42928
2010-02-15,1.43904
2010-02-12,1.45794
2010-02-11,1.46828
2010-02-10,1.46678
2010-02-09,1.46377
2010-02-08,1.46884
2010-02-05,1.47514
2010-02-04,1.47745
2010-02-03,1.47997
2010-02-02,1.48386
2010-02-01,1.48482
2010-01-29,1.49027
2010-01-28,1.49639
2010-01-27,1.49604
2010-01-26,1.49604
2010-01-25,1.48804
2010-01-22,1.47531
2010-01-21,1.4745
2010-01-20,1.47618
2010-01-19,1.47857
2010-01-18,1.48511
2010-01-15,1.49713
2010-01-14,1.50226
2010-01-13,1.4976
2010-01-12,1.48944
2010-01-11,1.48631
2010-01-08,1.48631
2010-01-07,1.49279
2010-01-06,1.49777
2010-01-05,1.50123
2010-01-04,1.50817
2010-01-01,1.50766
2009-12-31,1.50223
2009-12-30,1.50169
2009-12-29,1.50773
2009-12-28,1.50847
2009-12-25,1.50514
2009-12-24,1.50781
2009-12-23,1.5177
2009-12-22,1.52588
2009-12-21,1.53246
2009-12-18,1.5402
2009-12-17,1.54431
2009-12-16,1.54928
2009-12-15,1.55198
2009-12-14,1.5505
2009-12-11,1.55559
2009-12-10,1.56145
2009-12-09,1.56316
2009-12-08,1.5688
2009-12-07,1.57692
2009-12-04,1.58275
2009-12-03,1.57861
2009-12-02,1.58329
2009-12-01,1.58962
2009-11-30,1.58986
2009-11-27,1.58513
2009-11-26,1.5827
2009-11-25,1.58461
2009-11-24,1.58831
2009-11-23,1.58771
2009-11-20,1.57567
2009-11-19,1.56895
2009-11-18,1.56917
2009-11-17,1.56726
2009-11-16,1.56726
2009-11-13,1.56776
2009-11-12,1.57522
2009-11-11,1.58584
2009-11-10,1.59363
2009-11-09,1.59078
2009-11-06,1.57785
2009-11-05,1.57672
2009-11-04,1.58892
2009-11-03,1.59479
2009-11-02,1.59276
2009-10-30,1.58572
2009-10-29,1.58434
2009-10-28,1.58496
2009-10-27,1.58227
2009-10-26,1.57738
2009-10-23,1.57015
2009-10-22,1.56109
2009-10-21,1.54721
2009-10-20,1.545
2009-10-19,1.54132
2009-10-16,1.53235
2009-10-15,1.53074
2009-10-14,1.53032
2009-10-13,1.53291
2009-10-12,1.54345
2009-10-09,1.55798
2009-10-08,1.56082
2009-10-07,1.56877
2009-10-06,1.57339
2009-10-05,1.57105
2009-10-02,1.56911
2009-10-01,1.57843
2009-09-30,1.58999
2009-09-29,1.60089
2009-09-28,1.59707
2009-09-25,1.58611
2009-09-24,1.58186
2009-09-23,1.58011
2009-09-22,1.57581
2009-09-21,1.57095
2009-09-18,1.56916
2009-09-17,1.57486
2009-09-16,1.58092
2009-09-15,1.57632
2009-09-14,1.5709
2009-09-11,1.57123
2009-09-10,1.56104
2009-09-09,1.55027
2009-09-08,1.55152
2009-09-07,1.56287
2009-09-04,1.57348
2009-09-03,1.57003
2009-09-02,1.56867
2009-09-01,1.56613
2009-08-31,1.5619
2009-08-28,1.56118
2009-08-27,1.55222
2009-08-26,1.54352
2009-08-25,1.54597
2009-08-24,1.55228
2009-08-21,1.55912
2009-08-20,1.56064
2009-08-19,1.56024
2009-08-18,1.56085
2009-08-17,1.55625
2009-08-14,1.55221
2009-08-13,1.55322
2009-08-12,1.54366
2009-08-11,1.53579
2009-08-10,1.53752
2009-08-07,1.54421
2009-08-06,1.54316
2009-08-05,1.53727
2009-08-04,1.53531
2009-08-03,1.53279
2009-07-31,1.52924
2009-07-30,1.53472
2009-07-29,1.53979
2009-07-28,1.54276
2009-07-27,1.54917
2009-07-24,1.5621
2009-07-23,1.56951
2009-07-22,1.57226
2009-07-21,1.5716
2009-07-20,1.57291
2009-07-17,1.57966
2009-07-16,1.59049
2009-07-15,1.60765
2009-07-14,1.62057
2009-07-13,1.62167
2009-07-10,1.62031
2009-07-09,1.62001
2009-07-08,1.62128
2009-07-07,1.62185
2009-07-06,1.623
2009-07-03,1.62537
2009-07-02,1.62875
2009-07-01,1.62719
2009-06-30,1.6224
2009-06-29,1.61793
2009-06-26,1.61355
2009-06-25,1.61083
2009-06-24,1.59962
2009-06-23,1.58507
2009-06-22,1.57978
2009-06-19,1.57608
2009-06-18,1.57106
2009-06-17,1.56598
2009-06-16,1.56665
2009-06-15,1.56133
2009-06-12,1.55028
2009-06-11,1.55068
2009-06-10,1.5523
2009-06-09,1.56038
2009-06-08,1.56484
2009-06-05,1.56063
2009-06-04,1.54811
2009-06-03,1.54371
2009-06-02,1.54185
2009-06-01,1.54771
2009-05-29,1.55343
2009-05-28,1.56101
2009-05-27,1.57254
2009-05-26,1.57163
2009-05-25,1.56988
2009-05-22,1.57426
2009-05-21,1.57479
2009-05-20,1.57787
2009-05-19,1.58372
2009-05-18,1.59134
2009-05-15,1.59175
2009-05-14,1.58624
2009-05-13,1.57987
2009-05-12,1.57011
2009-05-11,1.56523
2009-05-08,1.56177
2009-05-07,1.56644
2009-05-06,1.57178
2009-05-05,1.57371
2009-05-04,1.57911
2009-05-01,1.59244
2009-04-30,1.59647
2009-04-29,1.59416
2009-04-28,1.59925
2009-04-27,1.60526
2009-04-24,1.60833
2009-04-23,1.60405
2009-04-22,1.59705
2009-04-21,1.58589
2009-04-20,1.58575
2009-04-17,1.59577
2009-04-16,1.61088
2009-04-15,1.62067
2009-04-14,1.61862
2009-04-13,1.62231
2009-04-10,1.63508
2009-04-09,1.64471
2009-04-08,1.65676
2009-04-07,1.6605
2009-04-06,1.66201
2009-04-03,1.67041
2009-04-02,1.67177
2009-04-01,1.66168
2009-03-31,1.64991
2009-03-30,1.65743
2009-03-27,1.66593
2009-03-26,1.66186
2009-03-25,1.67026
2009-03-24,1.68328
2009-03-23,1.68323
2009-03-20,1.67209
2009-03-19,1.65564
2009-03-18,1.64942
2009-03-17,1.64588
2009-03-16,1.64612
2009-03-13,1.64298
2009-03-12,1.63359
2009-03-11,1.63491
2009-03-10,1.63063
2009-03-09,1.62262
2009-03-06,1.61404
2009-03-05,1.62015
2009-03-04,1.62055
2009-03-03,1.61473
2009-03-02,1.60941
2009-02-27,1.59617
2009-02-26,1.59537
2009-02-25,1.59582
2009-02-24,1.60342
2009-02-23,1.59806
2009-02-20,1.58674
2009-02-19,1.58798
2009-02-18,1.58814
2009-02-17,1.58853
2009-02-16,1.59309
2009-02-13,1.60271
2009-02-12,1.5984
2009-02-11,1.58538
2009-02-10,1.5832
2009-02-09,1.57886
2009-02-06,1.58611
2009-02-05,1.59759
2009-02-04,1.59292
2009-02-03,1.57706
2009-02-02,1.58183
2009-01-30,1.60178
2009-01-29,1.61575
2009-01-28,1.60897
2009-01-27,1.59744
2009-01-26,1.61405
2009-01-23,1.63606
2009-01-22,1.63422
2009-01-21,1.64145
2009-01-20,1.65109
2009-01-19,1.64759
2009-01-16,1.63514
2009-01-15,1.62121
2009-01-14,1.61582
2009-01-13,1.60204
2009-01-12,1.6102
2009-01-09,1.62208
2009-01-08,1.60744
2009-01-07,1.62619
2009-01-06,1.66641
2009-01-05,1.6882
2009-01-02,1.70827
2009-01-01,1.7161
2008-12-31,1.72396
2008-12-30,1.72155
2008-12-29,1.71027
2008-12-26,1.70175
2008-12-25,1.70087
2008-12-24,1.70078
2008-12-23,1.69436
2008-12-22,1.70341
2008-12-19,1.71475
2008-12-18,1.69705
2008-12-17,1.68176
2008-12-16,1.67038
2008-12-15,1.65909
2008-12-12,1.63531
2008-12-11,1.6272
2008-12-10,1.61945
2008-12-09,1.61724
2008-12-08,1.60925
2008-12-05,1.59516
2008-12-04,1.58422
2008-12-03,1.5743
2008-12-02,1.57229
2008-12-01,1.57879
2008-11-28,1.59023
2008-11-27,1.59483
2008-11-26,1.59697
2008-11-25,1.59869
2008-11-24,1.58914
2008-11-21,1.57181
2008-11-20,1.55664
2008-11-19,1.5534
2008-11-18,1.55627
2008-11-17,1.55274
2008-11-14,1.53421
2008-11-13,1.51966
2008-11-12,1.51824
2008-11-11,1.51441
2008-11-10,1.51128
2008-11-07,1.50372
2008-11-06,1.50923
2008-11-05,1.50923
2008-11-04,1.53545
2008-11-03,1.55496
2008-10-31,1.58967
2008-10-30,1.61236
2008-10-29,1.61097
2008-10-28,1.60801
2008-10-27,1.61312
2008-10-24,1.60649
2008-10-23,1.59217
2008-10-22,1.59044
2008-10-21,1.58757
2008-10-20,1.59025
2008-10-17,1.59452
2008-10-16,1.5782
2008-10-15,1.57212
2008-10-14,1.58006
2008-10-13,1.56146
2008-10-10,1.53217
2008-10-09,1.50618
2008-10-08,1.49066
2008-10-07,1.48613
2008-10-06,1.48888
2008-10-03,1.48993
2008-10-02,1.498
2008-10-01,1.50134
2008-09-30,1.50379
2008-09-29,1.51368
2008-09-26,1.51919
2008-09-25,1.52189
2008-09-24,1.52525
2008-09-23,1.51931
2008-09-22,1.52167
2008-09-19,1.52851
2008-09-18,1.51954
2008-09-17,1.52167
2008-09-16,1.51662
2008-09-15,1.50535
2008-09-12,1.50321
2008-09-11,1.50799
2008-09-10,1.50983
2008-09-09,1.5157
2008-09-08,1.52359
2008-09-05,1.53934
2008-09-04,1.54973
2008-09-03,1.55704
2008-09-02,1.56068
2008-09-01,1.55507
2008-08-29,1.54209
2008-08-28,1.53941
2008-08-27,1.54397
2008-08-26,1.5482
2008-08-25,1.55378
2008-08-22,1.56348
2008-08-21,1.56541
2008-08-20,1.56231
2008-08-19,1.55806
2008-08-18,1.56502
2008-08-15,1.58426
2008-08-14,1.58995
2008-08-13,1.59368
2008-08-12,1.59876
2008-08-11,1.60654
2008-08-08,1.61539
2008-08-07,1.61431
2008-08-06,1.61084
2008-08-05,1.60216
2008-08-04,1.59801
2008-08-01,1.59614
2008-07-31,1.59908
2008-07-30,1.60541
2008-07-29,1.60333
2008-07-28,1.5957
2008-07-25,1.58635
2008-07-24,1.59111
2008-07-23,1.59408
2008-07-22,1.59408
2008-07-21,1.59137
2008-07-18,1.58904
2008-07-17,1.59446
2008-07-16,1.60034
2008-07-15,1.60531
2008-07-14,1.60236
2008-07-11,1.5926
2008-07-10,1.59617
2008-07-09,1.59845
2008-07-08,1.59901
2008-07-07,1.60399
2008-07-04,1.6091
2008-07-03,1.61037
2008-07-02,1.60317
2008-07-01,1.59639
2008-06-30,1.59254
2008-06-27,1.5822
2008-06-26,1.57748
2008-06-25,1.57955
2008-06-24,1.58316
2008-06-23,1.58321
2008-06-20,1.57812
2008-06-19,1.5809
2008-06-18,1.58368
2008-06-17,1.58412
2008-06-16,1.58279
2008-06-13,1.58139
2008-06-12,1.58618
2008-06-11,1.59861
2008-06-10,1.60742
2008-06-09,1.59464
2008-06-06,1.56847
2008-06-05,1.5596
2008-06-04,1.55377
2008-06-03,1.54783
2008-06-02,1.54375
2008-05-30,1.54726
2008-05-29,1.55863
2008-05-28,1.56101
2008-05-27,1.5598
2008-05-26,1.55707
2008-05-23,1.55198
2008-05-22,1.5501
2008-05-21,1.5476
2008-05-20,1.55246
2008-05-19,1.55473
2008-05-16,1.55129
2008-05-15,1.55325
2008-05-14,1.55784
2008-05-13,1.5556
2008-05-12,1.5556
2008-05-09,1.55335
2008-05-08,1.55758
2008-05-07,1.56935
2008-05-06,1.57285
2008-05-05,1.57291
2008-05-02,1.57376
2008-05-01,1.57648
2008-04-30,1.58192
2008-04-29,1.5832
2008-04-28,1.59222
2008-04-25,1.60871
2008-04-24,1.61
2008-04-23,1.6007
2008-04-22,1.59198
2008-04-21,1.59237
2008-04-18,1.60154
2008-04-17,1.60779
2008-04-16,1.6136
2008-04-15,1.61533
2008-04-14,1.6147
2008-04-11,1.60648
2008-04-10,1.59711
2008-04-09,1.59342
2008-04-08,1.58994
2008-04-07,1.58564
2008-04-04,1.58726
2008-04-03,1.5991
2008-04-02,1.6121
2008-04-01,1.61684
2008-03-31,1.61271
2008-03-28,1.60291
2008-03-27,1.58924
2008-03-26,1.57926
2008-03-25,1.57928
2008-03-24,1.58085
2008-03-21,1.57497
2008-03-20,1.5639
2008-03-19,1.56742
2008-03-18,1.55998
2008-03-17,1.54591
2008-03-14,1.53304
2008-03-13,1.52657
2008-03-12,1.52537
2008-03-11,1.52199
2008-03-10,1.51667
2008-03-07,1.50918
2008-03-06,1.50849
2008-03-05,1.50352
2008-03-04,1.49887
2008-03-03,1.49255
2008-02-29,1.47795
2008-02-28,1.47436
2008-02-27,1.48196
2008-02-26,1.49631
2008-02-25,1.49786
2008-02-22,1.49232
2008-02-21,1.48939
2008-02-20,1.48047
2008-02-19,1.47752
2008-02-18,1.46983
2008-02-15,1.45632
2008-02-14,1.45646
2008-02-13,1.45404
2008-02-12,1.45162
2008-02-11,1.45732
2008-02-08,1.47095
2008-02-07,1.47274
2008-02-06,1.47359
2008-02-05,1.47421
2008-02-04,1.47622
2008-02-01,1.47876
2008-01-31,1.47591
2008-01-30,1.48137
2008-01-29,1.48211
2008-01-28,1.48451
2008-01-25,1.49578
2008-01-24,1.49905
2008-01-23,1.4977
2008-01-22,1.4977
2008-01-21,1.50161
2008-01-18,1.50456
2008-01-17,1.51044
2008-01-16,1.51188
2008-01-15,1.50983
2008-01-14,1.49757
2008-01-11,1.482
2008-01-10,1.47634
2008-01-09,1.47446
2008-01-08,1.4768
2008-01-07,1.47276
2008-01-04,1.45885
2008-01-03,1.45399
2008-01-02,1.4515
2008-01-01,1.44397
2007-12-31,1.43732
2007-12-28,1.4237
2007-12-27,1.42041
2007-12-26,1.42137
2007-12-25,1.42558
2007-12-24,1.43076
2007-12-21,1.44126
2007-12-20,1.44834
2007-12-19,1.45392
2007-12-18,1.46385
2007-12-17,1.47625
2007-12-14,1.48808
2007-12-13,1.48395
2007-12-12,1.48041
2007-12-11,1.47531
2007-12-10,1.47614
2007-12-07,1.48528
2007-12-06,1.48721
2007-12-05,1.47291
2007-12-04,1.46492
2007-12-03,1.46262
2007-11-30,1.4668
2007-11-29,1.47196
2007-11-28,1.4688
2007-11-27,1.4642
2007-11-26,1.46541
2007-11-23,1.46028
2007-11-22,1.4535
2007-11-21,1.44128
2007-11-20,1.43015
2007-11-19,1.42436
2007-11-16,1.41367
2007-11-15,1.40406
2007-11-14,1.39913
2007-11-13,1.3894
2007-11-12,1.3773
2007-11-09,1.35373
2007-11-08,1.34174
2007-11-07,1.35056
2007-11-06,1.35493
2007-11-05,1.36077
2007-11-02,1.37066
2007-11-01,1.37605
2007-10-31,1.37784
2007-10-30,1.38298
2007-10-29,1.38365
2007-10-26,1.38084
2007-10-25,1.38024
2007-10-24,1.38401
2007-10-23,1.38561
2007-10-22,1.38481
2007-10-19,1.3881
2007-10-18,1.38721
2007-10-17,1.38516
2007-10-16,1.38062
2007-10-15,1.38153
2007-10-12,1.38724
2007-10-11,1.38645
2007-10-10,1.38643
2007-10-09,1.38681
2007-10-08,1.3945
2007-10-05,1.40974
2007-10-04,1.41215
2007-10-03,1.41378
2007-10-02,1.41538
2007-10-01,1.41682
2007-09-28,1.41937
2007-09-27,1.41845
2007-09-26,1.41236
2007-09-25,1.41009
2007-09-24,1.4118
2007-09-21,1.41473
2007-09-20,1.41784
2007-09-19,1.42415
2007-09-18,1.42774
2007-09-17,1.43218
2007-09-14,1.43992
2007-09-13,1.44463
2007-09-12,1.4506
2007-09-11,1.45459
2007-09-10,1.44749
2007-09-07,1.43658
2007-09-06,1.43198
2007-09-05,1.43385
2007-09-04,1.43739
2007-09-03,1.44228
2007-08-31,1.44754
2007-08-30,1.44566
2007-08-29,1.4396
2007-08-28,1.43682
2007-08-27,1.4366
2007-08-24,1.43306
2007-08-23,1.43085
2007-08-22,1.42808
2007-08-21,1.42861
2007-08-20,1.43614
2007-08-17,1.44445
2007-08-16,1.44445
2007-08-15,1.43896
2007-08-14,1.44048
2007-08-13,1.44411
2007-08-10,1.44796
2007-08-09,1.45071
2007-08-08,1.45484
2007-08-07,1.4568
2007-08-06,1.45116
2007-08-03,1.44807
2007-08-02,1.45666
2007-08-01,1.45785
2007-07-31,1.45452
2007-07-30,1.44479
2007-07-27,1.43278
2007-07-26,1.4345
2007-07-25,1.44376
2007-07-24,1.44734
2007-07-23,1.44689
2007-07-20,1.44093
2007-07-19,1.43928
2007-07-18,1.43944
2007-07-17,1.4424
2007-07-16,1.44528
2007-07-13,1.44929
2007-07-12,1.44558
2007-07-11,1.43164
2007-07-10,1.42866
2007-07-09,1.43389
2007-07-06,1.44087
2007-07-05,1.44117
2007-07-04,1.4395
2007-07-03,1.43983
2007-07-02,1.4393
2007-06-29,1.43691
2007-06-28,1.44019
2007-06-27,1.4399
2007-06-26,1.4399
2007-06-25,1.43599
2007-06-22,1.43037
2007-06-21,1.43073
2007-06-20,1.43409
2007-06-19,1.43267
2007-06-18,1.42639
2007-06-15,1.41908
2007-06-14,1.41908
2007-06-13,1.41695
2007-06-12,1.41803
2007-06-11,1.42206
2007-06-08,1.42964
2007-06-07,1.43208
2007-06-06,1.42895
2007-06-05,1.42614
2007-06-04,1.43178
2007-06-01,1.44121
2007-05-31,1.44598
2007-05-30,1.45253
2007-05-29,1.45271
2007-05-28,1.45366
2007-05-25,1.45803
2007-05-24,1.46082
2007-05-23,1.46266
2007-05-22,1.46811
2007-05-21,1.47733
2007-05-18,1.49079
2007-05-17,1.49441
2007-05-16,1.49824
2007-05-15,1.50234
2007-05-14,1.5004
2007-05-11,1.49781
2007-05-10,1.49798
2007-05-09,1.4995
2007-05-08,1.50421
2007-05-07,1.50719
2007-05-04,1.50719
2007-05-03,1.51079
2007-05-02,1.51488
2007-05-01,1.52075
2007-04-30,1.52352
2007-04-27,1.52432
2007-04-26,1.52641
2007-04-25,1.52465
2007-04-24,1.52597
2007-04-23,1.52987
2007-04-20,1.53445
2007-04-19,1.53413
2007-04-18,1.53476
2007-04-17,1.53807
2007-04-16,1.53677
2007-04-13,1.5348
2007-04-12,1.53961
2007-04-11,1.54067
2007-04-10,1.53965
2007-04-09,1.54301
2007-04-06,1.54653
2007-04-05,1.54557
2007-04-04,1.54443
2007-04-03,1.54184
2007-04-02,1.54253
2007-03-30,1.54506
2007-03-29,1.54554
2007-03-28,1.54499
2007-03-27,1.54315
2007-03-26,1.5438
2007-03-23,1.5463
2007-03-22,1.55063
2007-03-21,1.56127
2007-03-20,1.56546
2007-03-19,1.5619
2007-03-16,1.55311
2007-03-15,1.54835
2007-03-14,1.54249
2007-03-13,1.53902
2007-03-12,1.54291
2007-03-09,1.54891
2007-03-08,1.54495
2007-03-07,1.54571
2007-03-06,1.55013
2007-03-05,1.55067
2007-03-02,1.54547
2007-03-01,1.53967
2007-02-28,1.53105
2007-02-27,1.52732
2007-02-26,1.52579
2007-02-23,1.52778
2007-02-22,1.53403
2007-02-21,1.53242
2007-02-20,1.52982
2007-02-19,1.52906
2007-02-16,1.52838
2007-02-15,1.52485
2007-02-14,1.5241
2007-02-13,1.53153
2007-02-12,1.53153
2007-02-09,1.54031
2007-02-08,1.53415
2007-02-07,1.53113
2007-02-06,1.53365
2007-02-05,1.53436
2007-02-02,1.53213
2007-02-01,1.53093
2007-01-31,1.53003
2007-01-30,1.52526
2007-01-29,1.52566
2007-01-26,1.53083
2007-01-25,1.53514
2007-01-24,1.52937
2007-01-23,1.52097
2007-01-22,1.51945
2007-01-19,1.51964
2007-01-18,1.51684
2007-01-17,1.51265
2007-01-16,1.51219
2007-01-15,1.51573
2007-01-12,1.52317
2007-01-11,1.52869
2007-01-10,1.53001
2007-01-09,1.52697
2007-01-08,1.53127
2007-01-05,1.54341
2007-01-04,1.54496
2007-01-03,1.54145
2007-01-02,1.53376
2007-01-01,1.53376
2006-12-29,1.52508
2006-12-28,1.52387
2006-12-27,1.52144
2006-12-26,1.51918
2006-12-25,1.51918
2006-12-22,1.51735
2006-12-21,1.51938
2006-12-20,1.517
2006-12-19,1.51874
2006-12-18,1.51874
2006-12-15,1.52691
2006-12-14,1.52605
2006-12-13,1.52005
2006-12-12,1.51622
2006-12-11,1.52082
2006-12-08,1.52447
2006-12-07,1.5212
2006-12-06,1.522
2006-12-05,1.52538
2006-12-04,1.51786
2006-12-01,1.4997
2006-11-30,1.49185
2006-11-29,1.48791
2006-11-28,1.48737
2006-11-27,1.48287
2006-11-24,1.47608
2006-11-23,1.47183
2006-11-22,1.47019
2006-11-21,1.47019
2006-11-20,1.46721
2006-11-17,1.45966
2006-11-16,1.45884
2006-11-15,1.45788
2006-11-14,1.45509
2006-11-13,1.45051
2006-11-10,1.44445
2006-11-09,1.44252
2006-11-08,1.4394
2006-11-07,1.43746
2006-11-06,1.44016
2006-11-03,1.44368
2006-11-02,1.43607
2006-11-01,1.42946
2006-10-31,1.42642
2006-10-30,1.42482
2006-10-27,1.42003
2006-10-26,1.41678
2006-10-25,1.41685
2006-10-24,1.41834
2006-10-23,1.42215
2006-10-20,1.42673
2006-10-19,1.42744
2006-10-18,1.4252
2006-10-17,1.42348
2006-10-16,1.42412
2006-10-13,1.4241
2006-10-12,1.42085
2006-10-11,1.41708
2006-10-10,1.41767
2006-10-09,1.42311
2006-10-06,1.43027
2006-10-05,1.42754
2006-10-04,1.42239
2006-10-03,1.41861
2006-10-02,1.41514
2006-09-29,1.41313
2006-09-28,1.41643
2006-09-27,1.42259
2006-09-26,1.42791
2006-09-25,1.42952
2006-09-22,1.4303
2006-09-21,1.42677
2006-09-20,1.42006
2006-09-19,1.41847
2006-09-18,1.41847
2006-09-15,1.42094
2006-09-14,1.42188
2006-09-13,1.42253
2006-09-12,1.42135
2006-09-11,1.41808
2006-09-08,1.41743
2006-09-07,1.42249
2006-09-06,1.4232
2006-09-05,1.42026
2006-09-04,1.41894
2006-09-01,1.42177
2006-08-31,1.42141
2006-08-30,1.41942
2006-08-29,1.41634
2006-08-28,1.41703
2006-08-25,1.42252
2006-08-24,1.42916
2006-08-23,1.43897
2006-08-22,1.44382
2006-08-21,1.44136
2006-08-18,1.4371
2006-08-17,1.43569
2006-08-16,1.43458
2006-08-15,1.43161
2006-08-14,1.43464
2006-08-11,1.44072
2006-08-10,1.43944
2006-08-09,1.44058
2006-08-08,1.4479
2006-08-07,1.44696
2006-08-04,1.44181
2006-08-03,1.44569
2006-08-02,1.44315
2006-08-01,1.44193
2006-07-31,1.44344
2006-07-28,1.44026
2006-07-27,1.4375
2006-07-26,1.44103
2006-07-25,1.44312
2006-07-24,1.43921
2006-07-21,1.42716
2006-07-20,1.42186
2006-07-19,1.4218
2006-07-18,1.42472
2006-07-17,1.43174
2006-07-14,1.44082
2006-07-13,1.44089
2006-07-12,1.43336
2006-07-11,1.42873
2006-07-10,1.42317
2006-07-07,1.41665
2006-07-06,1.41779
2006-07-05,1.42286
2006-07-04,1.42603
2006-07-03,1.42011
2006-06-30,1.4077
2006-06-29,1.41173
2006-06-28,1.41033
2006-06-27,1.40566
2006-06-26,1.40426
2006-06-23,1.40446
2006-06-22,1.40611
2006-06-21,1.41021
2006-06-20,1.4161
2006-06-19,1.41437
2006-06-16,1.40317
2006-06-15,1.39453
2006-06-14,1.38905
2006-06-13,1.39414
2006-06-12,1.40715
2006-06-09,1.42411
2006-06-08,1.4274
2006-06-07,1.42731
2006-06-06,1.42398
2006-06-05,1.41807
2006-06-02,1.41133
2006-06-01,1.41279
2006-05-31,1.41168
2006-05-30,1.40896
2006-05-29,1.41483
2006-05-26,1.42931
2006-05-25,1.43594
2006-05-24,1.43386
2006-05-23,1.43135
2006-05-22,1.4276
2006-05-19,1.42458
2006-05-18,1.42379
2006-05-17,1.42868
2006-05-16,1.433
2006-05-15,1.42488
2006-05-12,1.40731
2006-05-11,1.40753
2006-05-10,1.41046
2006-05-09,1.40911
2006-05-08,1.405
2006-05-05,1.39971
2006-05-04,1.39817
2006-05-03,1.40405
2006-05-02,1.40958
2006-05-01,1.40832
2006-04-28,1.40478
2006-04-27,1.40601
2006-04-26,1.40685
2006-04-25,1.40527
2006-04-24,1.40444
2006-04-21,1.40537
2006-04-20,1.40572
2006-04-19,1.40225
2006-04-18,1.39799
2006-04-17,1.3935
2006-04-14,1.39069
2006-04-13,1.39014
2006-04-12,1.38976
2006-04-11,1.38976
2006-04-10,1.40124
2006-04-07,1.42366
2006-04-06,1.42618
