Date,CURRFX.EURCHF.1
2010-09-24,1.31875
2010-09-23,1.32097
2010-09-22,1.3172
2010-09-21,1.31674
2010-09-20,1.31741
2010-09-17,1.31181
2010-09-16,1.29887
2010-09-15,1.29446
2010-09-14,1.29677
2010-09-13,1.29141
2010-09-10,1.28668
2010-09-09,1.28616
2010-09-08,1.29595
2010-09-07,1.30839
2010-09-06,1.30641
2010-09-03,1.29749
2010-09-02,1.29491
2010-09-01,1.29694
2010-08-31,1.30765
2010-08-30,1.30921
2010-08-27,1.30405
2010-08-26,1.30592
2010-08-25,1.31341
2010-08-24,1.3153
2010-08-23,1.32006
2010-08-20,1.3336
2010-08-19,1.34079
2010-08-18,1.3386
2010-08-17,1.33681
2010-08-16,1.34586
2010-08-13,1.35957
2010-08-12,1.37584
2010-08-11,1.38474
2010-08-10,1.38151
2010-08-09,1.38013
2010-08-06,1.38012
2010-08-05,1.37661
2010-08-04,1.37002
2010-08-03,1.36346
2010-08-02,1.3617
2010-07-30,1.37013
2010-07-29,1.37527
2010-07-28,1.36891
2010-07-27,1.36058
2010-07-26,1.35407
2010-07-23,1.34415
2010-07-22,1.35217
2010-07-21,1.35936
2010-07-20,1.36
2010-07-19,1.35213
2010-07-16,1.34349
2010-07-15,1.34126
2010-07-14,1.33626
2010-07-13,1.33629
2010-07-12,1.33504
2010-07-09,1.33224
2010-07-08,1.33371
2010-07-07,1.33531
2010-07-06,1.33452
2010-07-05,1.32965
2010-07-02,1.32155
2010-07-01,1.3237
2010-06-30,1.33113
2010-06-29,1.34551
2010-06-28,1.35473
2010-06-25,1.35937
2010-06-24,1.36075
2010-06-23,1.36617
2010-06-22,1.37289
2010-06-21,1.3757
2010-06-18,1.38358
2010-06-17,1.39247
2010-06-16,1.39545
2010-06-15,1.39299
2010-06-14,1.38743
2010-06-11,1.37968
2010-06-10,1.37903
2010-06-09,1.38446
2010-06-08,1.38958
2010-06-07,1.39832
2010-06-04,1.41283
2010-06-03,1.41506
2010-06-02,1.4191
2010-06-01,1.42212
2010-05-31,1.42153
2010-05-28,1.42007
2010-05-27,1.42213
2010-05-26,1.42952
2010-05-25,1.43972
2010-05-24,1.43763
2010-05-21,1.42085
2010-05-20,1.40839
2010-05-19,1.40158
2010-05-18,1.40112
2010-05-17,1.40166
2010-05-14,1.40323
2010-05-13,1.40703
2010-05-12,1.41532
2010-05-11,1.42018
2010-05-10,1.41511
2010-05-07,1.42339
2010-05-06,1.43264
2010-05-05,1.43264
2010-05-04,1.43274
2010-05-03,1.43338
2010-04-30,1.43386
2010-04-29,1.43381
2010-04-28,1.43496
2010-04-27,1.43513
2010-04-26,1.4346
2010-04-23,1.4332
2010-04-22,1.43393
2010-04-21,1.43428
2010-04-20,1.43352
2010-04-19,1.43366
2010-04-16,1.43513
2010-04-15,1.43817
2010-04-14,1.43817
2010-04-13,1.44026
2010-04-12,1.43664
2010-04-09,1.43268
2010-04-08,1.43239
2010-04-07,1.43231
2010-04-06,1.43257
2010-04-05,1.42972
2010-04-02,1.42525
2010-04-01,1.4286
2010-03-31,1.43174
2010-03-30,1.43045
2010-03-29,1.42772
2010-03-26,1.42744
2010-03-25,1.429
2010-03-24,1.43233
2010-03-23,1.43503
2010-03-22,1.43959
2010-03-19,1.44673
2010-03-18,1.45085
2010-03-17,1.4525
2010-03-16,1.45478
2010-03-15,1.45853
2010-03-12,1.46164
2010-03-11,1.46211
2010-03-10,1.46269
2010-03-09,1.46314
2010-03-08,1.46328
2010-03-05,1.46322
2010-03-04,1.46322
2010-03-03,1.46348
2010-03-02,1.46336
2010-03-01,1.46318
2010-02-26,1.46362
2010-02-25,1.46448
2010-02-24,1.46523
2010-02-23,1.46507
2010-02-22,1.46507
2010-02-19,1.46675
2010-02-18,1.46754
2010-02-17,1.46673
2010-02-16,1.46621
2010-02-15,1.46644
2010-02-12,1.46678
2010-02-11,1.46712
2010-02-10,1.46704
2010-02-09,1.46704
2010-02-08,1.46788
2010-02-05,1.47091
2010-02-04,1.4733
2010-02-03,1.47242
2010-02-02,1.47147
2010-02-01,1.47111
2010-01-29,1.47208
2010-01-28,1.47202
2010-01-27,1.47195
2010-01-26,1.47236
2010-01-25,1.47223
2010-01-22,1.47305
2010-01-21,1.47512
2010-01-20,1.47552
2010-01-19,1.47544
2010-01-18,1.47658
2010-01-15,1.4779
2010-01-14,1.47626
2010-01-13,1.47541
2010-01-12,1.47544
2010-01-11,1.47745
2010-01-08,1.48192
2010-01-07,1.48402
2010-01-06,1.48485
2010-01-05,1.48414
2010-01-04,1.48429
2010-01-01,1.48613
2009-12-31,1.48767
2009-12-30,1.48849
2009-12-29,1.48985
2009-12-28,1.48985
2009-12-25,1.49102
2009-12-24,1.49369
2009-12-23,1.49473
2009-12-22,1.4939
2009-12-21,1.49876
2009-12-18,1.50819
2009-12-17,1.51218
2009-12-16,1.51246
2009-12-15,1.51214
2009-12-14,1.51214
2009-12-11,1.51135
2009-12-10,1.51095
2009-12-09,1.51087
2009-12-08,1.51087
2009-12-07,1.50935
2009-12-04,1.50762
2009-12-03,1.5077
2009-12-02,1.50789
2009-12-01,1.50751
2009-11-30,1.50724
2009-11-27,1.5081
2009-11-26,1.5101
2009-11-25,1.51133
2009-11-24,1.5122
2009-11-23,1.51264
2009-11-20,1.51175
2009-11-19,1.51082
2009-11-18,1.50988
2009-11-17,1.50942
2009-11-16,1.50976
2009-11-13,1.51049
2009-11-12,1.51063
2009-11-11,1.51094
2009-11-10,1.51094
2009-11-09,1.51054
2009-11-06,1.51074
2009-11-05,1.51092
2009-11-04,1.51036
2009-11-03,1.50985
2009-11-02,1.51045
2009-10-30,1.51114
2009-10-29,1.51285
2009-10-28,1.51414
2009-10-27,1.51366
2009-10-26,1.51269
2009-10-23,1.51081
2009-10-22,1.5117
2009-10-21,1.51372
2009-10-20,1.51625
2009-10-19,1.51652
2009-10-16,1.51538
2009-10-15,1.51695
2009-10-14,1.51761
2009-10-13,1.51862
2009-10-12,1.51842
2009-10-09,1.51609
2009-10-08,1.51317
2009-10-07,1.51129
2009-10-06,1.51014
2009-10-05,1.51154
2009-10-02,1.51515
2009-10-01,1.51242
2009-09-30,1.51066
2009-09-29,1.50997
2009-09-28,1.51022
2009-09-25,1.51235
2009-09-24,1.51419
2009-09-23,1.5153
2009-09-22,1.51541
2009-09-21,1.51595
2009-09-18,1.51808
2009-09-17,1.51673
2009-09-16,1.51407
2009-09-15,1.51288
2009-09-14,1.51395
2009-09-11,1.51573
2009-09-10,1.51703
2009-09-09,1.51788
2009-09-08,1.51735
2009-09-07,1.51533
2009-09-04,1.51438
2009-09-03,1.51583
2009-09-02,1.51646
2009-09-01,1.51602
2009-08-31,1.51813
2009-08-28,1.52112
2009-08-27,1.51886
2009-08-26,1.51772
2009-08-25,1.5174
2009-08-24,1.51648
2009-08-21,1.51737
2009-08-20,1.51879
2009-08-19,1.52034
2009-08-18,1.5218
2009-08-17,1.52527
2009-08-14,1.53
2009-08-13,1.53071
2009-08-12,1.53365
2009-08-11,1.5344
2009-08-10,1.53196
2009-08-07,1.52934
2009-08-06,1.52822
2009-08-05,1.52704
2009-08-04,1.52478
2009-08-03,1.52566
2009-07-31,1.52762
2009-07-30,1.52431
2009-07-29,1.52369
2009-07-28,1.52311
2009-07-27,1.52133
2009-07-24,1.5181
2009-07-23,1.51711
2009-07-22,1.51897
2009-07-21,1.51959
2009-07-20,1.51778
2009-07-17,1.51738
2009-07-16,1.51788
2009-07-15,1.51561
2009-07-14,1.51393
2009-07-13,1.51393
2009-07-10,1.51403
2009-07-09,1.51588
2009-07-08,1.51744
2009-07-07,1.51873
2009-07-06,1.51969
2009-07-03,1.52167
2009-07-02,1.52413
2009-07-01,1.52498
2009-06-30,1.52411
2009-06-29,1.52572
2009-06-26,1.52314
2009-06-25,1.50899
2009-06-24,1.50475
2009-06-23,1.5066
2009-06-22,1.50731
2009-06-19,1.50747
2009-06-18,1.50703
2009-06-17,1.50806
2009-06-16,1.51091
2009-06-15,1.51229
2009-06-12,1.51312
2009-06-11,1.51603
2009-06-10,1.51727
2009-06-09,1.51711
2009-06-08,1.51607
2009-06-05,1.5162
2009-06-04,1.51716
2009-06-03,1.5146
2009-06-02,1.51167
2009-06-01,1.51035
2009-05-29,1.51282
2009-05-28,1.51517
2009-05-27,1.51704
2009-05-26,1.51892
2009-05-25,1.51882
2009-05-22,1.5159
2009-05-21,1.51319
2009-05-20,1.51245
2009-05-19,1.5121
2009-05-18,1.51037
2009-05-15,1.50618
2009-05-14,1.50725
2009-05-13,1.50743
2009-05-12,1.50736
2009-05-11,1.50973
2009-05-08,1.51125
2009-05-07,1.50944
2009-05-06,1.51062
2009-05-05,1.50868
2009-05-04,1.5075
2009-05-01,1.50736
2009-04-30,1.50537
2009-04-29,1.5056
2009-04-28,1.50722
2009-04-27,1.51037
2009-04-24,1.51298
2009-04-23,1.51392
2009-04-22,1.51392
2009-04-21,1.51846
2009-04-20,1.51706
2009-04-17,1.51139
2009-04-16,1.51173
2009-04-15,1.51636
2009-04-14,1.52112
2009-04-13,1.52255
2009-04-10,1.52066
2009-04-09,1.51774
2009-04-08,1.52178
2009-04-07,1.52565
2009-04-06,1.52384
2009-04-03,1.51768
2009-04-02,1.51271
2009-04-01,1.51537
2009-03-31,1.5185
2009-03-30,1.52239
2009-03-27,1.52419
2009-03-26,1.52572
2009-03-25,1.5313
2009-03-24,1.53264
2009-03-23,1.53373
2009-03-20,1.53703
2009-03-19,1.53637
2009-03-18,1.53747
2009-03-17,1.53504
2009-03-16,1.51804
2009-03-13,1.48602
2009-03-12,1.47216
2009-03-11,1.46613
2009-03-10,1.46619
2009-03-09,1.46951
2009-03-06,1.47697
2009-03-05,1.47869
2009-03-04,1.4789
2009-03-03,1.47972
2009-03-02,1.48418
2009-02-27,1.48787
2009-02-26,1.48717
2009-02-25,1.48471
2009-02-24,1.48407
2009-02-23,1.48317
2009-02-20,1.48061
2009-02-19,1.47755
2009-02-18,1.48399
2009-02-17,1.48987
2009-02-16,1.49303
2009-02-13,1.49415
2009-02-12,1.49877
2009-02-11,1.50465
2009-02-10,1.50465
2009-02-09,1.49883
2009-02-06,1.49122
2009-02-05,1.48872
2009-02-04,1.48872
2009-02-03,1.48618
2009-02-02,1.49476
2009-01-30,1.50873
2009-01-29,1.50759
2009-01-28,1.50169
2009-01-27,1.49985
2009-01-26,1.49946
2009-01-23,1.49453
2009-01-22,1.48124
2009-01-21,1.48339
2009-01-20,1.48682
2009-01-19,1.4799
2009-01-16,1.4736
2009-01-15,1.47916
2009-01-14,1.48928
2009-01-13,1.49748
2009-01-12,1.49986
2009-01-09,1.50102
2009-01-08,1.5045
2009-01-07,1.50469
2009-01-06,1.50238
2009-01-05,1.49974
2009-01-02,1.49253
2009-01-01,1.48951
2008-12-31,1.49122
2008-12-30,1.49874
2008-12-29,1.50492
2008-12-26,1.50999
2008-12-25,1.51579
2008-12-24,1.52811
2008-12-23,1.53577
2008-12-22,1.53813
2008-12-19,1.55164
2008-12-18,1.57318
2008-12-17,1.58066
2008-12-16,1.57667
2008-12-15,1.57086
2008-12-12,1.56422
2008-12-11,1.55877
2008-12-10,1.55808
2008-12-09,1.55496
2008-12-08,1.54584
2008-12-05,1.53418
2008-12-04,1.53014
2008-12-03,1.52776
2008-12-02,1.53547
2008-12-01,1.54333
2008-11-28,1.54779
2008-11-27,1.54593
2008-11-26,1.54319
2008-11-25,1.53984
2008-11-24,1.53254
2008-11-21,1.52123
2008-11-20,1.51928
2008-11-19,1.51289
2008-11-18,1.5085
2008-11-17,1.49918
2008-11-14,1.48717
2008-11-13,1.49116
2008-11-12,1.50207
2008-11-11,1.50539
2008-11-10,1.49937
2008-11-07,1.50275
2008-11-06,1.50123
2008-11-05,1.48723
2008-11-04,1.47852
2008-11-03,1.47545
2008-10-31,1.47346
2008-10-30,1.46002
2008-10-29,1.45062
2008-10-28,1.46133
2008-10-27,1.48079
2008-10-24,1.4954
2008-10-23,1.50902
2008-10-22,1.52755
2008-10-21,1.52776
2008-10-20,1.52581
2008-10-17,1.53335
2008-10-16,1.54558
2008-10-15,1.54508
2008-10-14,1.53357
2008-10-13,1.53223
2008-10-10,1.54438
2008-10-09,1.54859
2008-10-08,1.55025
2008-10-07,1.55045
2008-10-06,1.56189
2008-10-03,1.57542
2008-10-02,1.57744
2008-10-01,1.57872
2008-09-30,1.58796
2008-09-29,1.59391
2008-09-26,1.59458
2008-09-25,1.59382
2008-09-24,1.59386
2008-09-23,1.59796
2008-09-22,1.59249
2008-09-19,1.58433
2008-09-18,1.5866
2008-09-17,1.58827
2008-09-16,1.60014
2008-09-15,1.60067
2008-09-12,1.59041
2008-09-11,1.59508
2008-09-10,1.59894
2008-09-09,1.60039
2008-09-08,1.59766
2008-09-05,1.6022
2008-09-04,1.60646
2008-09-03,1.6095
2008-09-02,1.6132
2008-09-01,1.61571
2008-08-29,1.61418
2008-08-28,1.61389
2008-08-27,1.61738
2008-08-26,1.62241
2008-08-25,1.62249
2008-08-22,1.61761
2008-08-21,1.61444
2008-08-20,1.61265
2008-08-19,1.61203
2008-08-18,1.61366
2008-08-15,1.61996
2008-08-14,1.62046
2008-08-13,1.62057
2008-08-12,1.62149
2008-08-11,1.62687
2008-08-08,1.63136
2008-08-07,1.63111
2008-08-06,1.63204
2008-08-05,1.63314
2008-08-04,1.63366
2008-08-01,1.63255
2008-07-31,1.62976
2008-07-30,1.62817
2008-07-29,1.62818
2008-07-28,1.62777
2008-07-25,1.62752
2008-07-24,1.62527
2008-07-23,1.62082
2008-07-22,1.62082
2008-07-21,1.61742
2008-07-18,1.61034
2008-07-17,1.60812
2008-07-16,1.61491
2008-07-15,1.62024
2008-07-14,1.61991
2008-07-11,1.62025
2008-07-10,1.61749
2008-07-09,1.61281
2008-07-08,1.61152
2008-07-07,1.61051
2008-07-04,1.61105
2008-07-03,1.60975
2008-07-02,1.60719
2008-07-01,1.60757
2008-06-30,1.61311
2008-06-27,1.62077
2008-06-26,1.62156
2008-06-25,1.62045
2008-06-24,1.61826
2008-06-23,1.61549
2008-06-20,1.6145
2008-06-19,1.61557
2008-06-18,1.61507
2008-06-17,1.61175
2008-06-16,1.60875
2008-06-13,1.60857
2008-06-12,1.61005
2008-06-11,1.60881
2008-06-10,1.60843
2008-06-09,1.6094
2008-06-06,1.61156
2008-06-05,1.6095
2008-06-04,1.61372
2008-06-03,1.61932
2008-06-02,1.62287
2008-05-30,1.62443
2008-05-29,1.62006
2008-05-28,1.617
2008-05-27,1.61743
2008-05-26,1.61743
2008-05-23,1.621
2008-05-22,1.62563
2008-05-21,1.63071
2008-05-20,1.63216
2008-05-19,1.63202
2008-05-16,1.63132
2008-05-15,1.62802
2008-05-14,1.62127
2008-05-13,1.61486
2008-05-12,1.61518
2008-05-09,1.62469
2008-05-08,1.63039
2008-05-07,1.63031
2008-05-06,1.63058
2008-05-05,1.62621
2008-05-02,1.61818
2008-05-01,1.61637
2008-04-30,1.61686
2008-04-29,1.61713
2008-04-28,1.6165
2008-04-25,1.61307
2008-04-24,1.60647
2008-04-23,1.60608
2008-04-22,1.60874
2008-04-21,1.60516
2008-04-18,1.59372
2008-04-17,1.58836
2008-04-16,1.58174
2008-04-15,1.58057
2008-04-14,1.5819
2008-04-11,1.58485
2008-04-10,1.59088
2008-04-09,1.59178
2008-04-08,1.58903
2008-04-07,1.58283
2008-04-04,1.58205
2008-04-03,1.57734
2008-04-02,1.57154
2008-04-01,1.57141
2008-03-31,1.57043
2008-03-28,1.56975
2008-03-27,1.57287
2008-03-26,1.57099
2008-03-25,1.56264
2008-03-24,1.55883
2008-03-21,1.56234
2008-03-20,1.56053
2008-03-19,1.55341
2008-03-18,1.55672
2008-03-17,1.56854
2008-03-14,1.57815
2008-03-13,1.57834
2008-03-12,1.57041
2008-03-11,1.57135
2008-03-10,1.57722
2008-03-07,1.58103
2008-03-06,1.57964
2008-03-05,1.57877
2008-03-04,1.57846
2008-03-03,1.58924
2008-02-29,1.60608
2008-02-28,1.61185
2008-02-27,1.6138
2008-02-26,1.61098
2008-02-25,1.61254
2008-02-22,1.61635
2008-02-21,1.6131
2008-02-20,1.61203
2008-02-19,1.60783
2008-02-18,1.60808
2008-02-15,1.61144
2008-02-14,1.60636
2008-02-13,1.60074
2008-02-12,1.59971
2008-02-11,1.60121
2008-02-08,1.60466
2008-02-07,1.60996
2008-02-06,1.61452
2008-02-05,1.61367
2008-02-04,1.61108
2008-02-01,1.61065
2008-01-31,1.61375
2008-01-30,1.61077
2008-01-29,1.60887
2008-01-28,1.60497
2008-01-25,1.59681
2008-01-24,1.59895
2008-01-23,1.60229
2008-01-22,1.60412
2008-01-21,1.60886
2008-01-18,1.61366
2008-01-17,1.61689
2008-01-16,1.62407
2008-01-15,1.62725
2008-01-14,1.63034
2008-01-11,1.63532
2008-01-10,1.63846
2008-01-09,1.64005
2008-01-08,1.63578
2008-01-07,1.63807
2008-01-04,1.64719
2008-01-03,1.65292
2008-01-02,1.65493
2008-01-01,1.65723
2007-12-31,1.66142
2007-12-28,1.66706
2007-12-27,1.66582
2007-12-26,1.66582
2007-12-25,1.66274
2007-12-24,1.66061
2007-12-21,1.66007
2007-12-20,1.65931
2007-12-19,1.659
2007-12-18,1.66209
2007-12-17,1.66519
2007-12-14,1.66585
2007-12-13,1.66204
2007-12-12,1.65942
2007-12-11,1.65453
2007-12-10,1.65174
2007-12-07,1.64878
2007-12-06,1.64988
2007-12-05,1.65282
2007-12-04,1.65529
2007-12-03,1.65391
2007-11-30,1.64689
2007-11-29,1.63955
2007-11-28,1.63511
2007-11-27,1.63621
2007-11-26,1.63567
2007-11-23,1.63707
2007-11-22,1.63819
2007-11-21,1.6383
2007-11-20,1.6383
2007-11-19,1.64141
2007-11-16,1.64575
2007-11-15,1.64493
2007-11-14,1.64324
2007-11-13,1.64522
2007-11-12,1.65133
2007-11-09,1.66007
2007-11-08,1.66512
2007-11-07,1.66863
2007-11-06,1.67203
2007-11-05,1.67503
2007-11-02,1.67538
2007-11-01,1.67558
2007-10-31,1.67717
2007-10-30,1.67628
2007-10-29,1.67367
2007-10-26,1.67092
2007-10-25,1.67101
2007-10-24,1.66874
2007-10-23,1.66659
2007-10-22,1.66983
2007-10-19,1.67427
2007-10-18,1.67597
2007-10-17,1.67707
2007-10-16,1.67877
2007-10-15,1.67797
2007-10-12,1.67354
2007-10-11,1.66906
2007-10-10,1.6663
2007-10-09,1.6644
2007-10-08,1.6644
2007-10-05,1.66295
2007-10-04,1.66398
2007-10-03,1.66298
2007-10-02,1.66132
2007-10-01,1.65864
2007-09-28,1.65438
2007-09-27,1.65113
2007-09-26,1.65122
2007-09-25,1.65236
2007-09-24,1.65154
2007-09-21,1.65078
2007-09-20,1.6498
2007-09-19,1.64697
2007-09-18,1.6486
2007-09-17,1.64922
2007-09-14,1.64611
2007-09-13,1.64261
2007-09-12,1.638
2007-09-11,1.63608
2007-09-10,1.63953
2007-09-07,1.64522
2007-09-06,1.64673
2007-09-05,1.64664
2007-09-04,1.64682
2007-09-03,1.64445
2007-08-31,1.63849
2007-08-30,1.63634
2007-08-29,1.6399
2007-08-28,1.64235
2007-08-27,1.6398
2007-08-24,1.63323
2007-08-23,1.62631
2007-08-22,1.62526
2007-08-21,1.62752
2007-08-20,1.63037
2007-08-17,1.63589
2007-08-16,1.63947
2007-08-15,1.64069
2007-08-14,1.64118
2007-08-13,1.64292
2007-08-10,1.64574
2007-08-09,1.6453
2007-08-08,1.64125
2007-08-07,1.63871
2007-08-06,1.64261
2007-08-03,1.64489
2007-08-02,1.64461
2007-08-01,1.64807
2007-07-31,1.64635
2007-07-30,1.65281
2007-07-27,1.66285
2007-07-26,1.66449
2007-07-25,1.6639
2007-07-24,1.6616
2007-07-23,1.6597
2007-07-20,1.65752
2007-07-19,1.65628
2007-07-18,1.65664
2007-07-17,1.65704
2007-07-16,1.65752
2007-07-13,1.6562
2007-07-12,1.65508
2007-07-11,1.65751
2007-07-10,1.65921
2007-07-09,1.65826
2007-07-06,1.65566
2007-07-05,1.6544
2007-07-04,1.6519
2007-07-03,1.65242
2007-07-02,1.65406
2007-06-29,1.6531
2007-06-28,1.65228
2007-06-27,1.65387
2007-06-26,1.65483
2007-06-25,1.65783
2007-06-22,1.66167
2007-06-21,1.66354
2007-06-20,1.66507
2007-06-19,1.66433
2007-06-18,1.65985
2007-06-15,1.65553
2007-06-14,1.65417
2007-06-13,1.65374
2007-06-12,1.65208
2007-06-11,1.64923
2007-06-08,1.64539
2007-06-07,1.64705
2007-06-06,1.6503
2007-06-05,1.65258
2007-06-04,1.65137
2007-06-01,1.6468
2007-05-31,1.64793
2007-05-30,1.65082
2007-05-29,1.65151
2007-05-28,1.65124
2007-05-25,1.652
2007-05-24,1.6543
2007-05-23,1.65668
2007-05-22,1.65796
2007-05-21,1.65657
2007-05-18,1.65369
2007-05-17,1.65183
2007-05-16,1.65049
2007-05-15,1.64953
2007-05-14,1.64848
2007-05-11,1.64855
2007-05-10,1.64892
2007-05-09,1.64794
2007-05-08,1.64658
2007-05-07,1.64764
2007-05-04,1.64988
2007-05-03,1.65049
2007-05-02,1.64731
2007-05-01,1.64505
2007-04-30,1.64486
2007-04-27,1.6423
2007-04-26,1.64004
2007-04-25,1.64027
2007-04-24,1.64176
2007-04-23,1.64022
2007-04-20,1.63728
2007-04-19,1.63971
2007-04-18,1.64273
2007-04-17,1.64407
2007-04-16,1.64251
2007-04-13,1.63915
2007-04-12,1.63657
2007-04-11,1.63623
2007-04-10,1.63522
2007-04-09,1.63329
2007-04-06,1.63034
2007-04-05,1.62834
2007-04-04,1.62502
2007-04-03,1.62309
2007-04-02,1.62266
2007-03-30,1.61995
2007-03-29,1.61885
2007-03-28,1.62013
2007-03-27,1.61926
2007-03-26,1.61901
2007-03-23,1.61735
2007-03-22,1.61415
2007-03-21,1.61151
2007-03-20,1.6085
2007-03-19,1.60831
2007-03-16,1.60851
2007-03-15,1.60883
2007-03-14,1.61473
2007-03-13,1.61814
2007-03-12,1.61466
2007-03-09,1.6064
2007-03-08,1.60433
2007-03-07,1.60134
2007-03-06,1.60204
2007-03-05,1.60763
2007-03-02,1.61188
2007-03-01,1.61486
2007-02-28,1.62006
2007-02-27,1.62246
2007-02-26,1.62454
2007-02-23,1.62641
2007-02-22,1.62528
2007-02-21,1.62343
2007-02-20,1.62216
2007-02-19,1.62389
2007-02-16,1.62618
2007-02-15,1.62571
2007-02-14,1.62445
2007-02-13,1.62346
2007-02-12,1.62178
2007-02-09,1.61677
2007-02-08,1.61173
2007-02-07,1.61414
2007-02-06,1.61696
2007-02-05,1.61852
2007-02-02,1.62101
2007-02-01,1.62292
2007-01-31,1.62235
2007-01-30,1.62013
2007-01-29,1.61833
2007-01-26,1.61756
2007-01-25,1.61826
2007-01-24,1.61759
2007-01-23,1.61823
2007-01-22,1.61726
2007-01-19,1.61498
2007-01-18,1.61368
2007-01-17,1.61374
2007-01-16,1.61253
2007-01-15,1.6123
2007-01-12,1.61308
2007-01-11,1.61294
2007-01-10,1.61092
2007-01-09,1.60838
2007-01-08,1.61034
2007-01-05,1.61337
2007-01-04,1.61167
2007-01-03,1.60944
2007-01-02,1.60865
2007-01-01,1.60865
2006-12-29,1.60652
2006-12-28,1.60345
2006-12-27,1.60193
2006-12-26,1.60188
2006-12-25,1.60268
2006-12-22,1.60386
2006-12-21,1.60298
2006-12-20,1.60051
2006-12-19,1.59836
2006-12-18,1.59701
2006-12-15,1.59506
2006-12-14,1.59314
2006-12-13,1.59151
2006-12-12,1.59068
2006-12-11,1.59024
2006-12-08,1.5886
2006-12-07,1.58905
2006-12-06,1.59086
2006-12-05,1.59163
2006-12-04,1.59121
2006-12-01,1.58993
2006-11-30,1.58747
2006-11-29,1.58517
2006-11-28,1.58419
2006-11-27,1.58465
2006-11-24,1.58828
2006-11-23,1.59217
2006-11-22,1.59415
2006-11-21,1.59527
2006-11-20,1.59675
2006-11-17,1.59739
2006-11-16,1.59549
2006-11-15,1.59387
2006-11-14,1.59342
2006-11-13,1.59493
2006-11-10,1.59586
2006-11-09,1.59608
2006-11-08,1.5962
2006-11-07,1.59511
2006-11-06,1.59265
2006-11-03,1.58885
2006-11-02,1.58809
2006-11-01,1.58872
2006-10-31,1.58988
2006-10-30,1.59157
2006-10-27,1.59241
2006-10-26,1.59137
2006-10-25,1.59017
2006-10-24,1.58897
2006-10-23,1.58928
2006-10-20,1.59058
2006-10-19,1.59094
2006-10-18,1.59159
2006-10-17,1.59265
2006-10-16,1.59297
2006-10-13,1.59322
2006-10-12,1.59209
2006-10-11,1.58946
2006-10-10,1.58831
2006-10-09,1.58815
2006-10-06,1.58787
2006-10-05,1.58604
2006-10-04,1.58477
2006-10-03,1.58477
2006-10-02,1.58395
2006-09-29,1.58126
2006-09-28,1.57898
2006-09-27,1.57872
2006-09-26,1.57946
2006-09-25,1.58317
2006-09-22,1.58787
2006-09-21,1.58764
2006-09-20,1.58884
2006-09-19,1.58925
2006-09-18,1.58905
2006-09-15,1.58795
2006-09-14,1.58578
2006-09-13,1.58131
2006-09-12,1.58099
2006-09-11,1.58168
2006-09-08,1.58226
2006-09-07,1.58191
2006-09-06,1.58097
2006-09-05,1.57982
2006-09-04,1.57806
2006-09-01,1.57624
2006-08-31,1.57722
2006-08-30,1.57948
2006-08-29,1.58091
2006-08-28,1.58071
2006-08-25,1.58017
2006-08-24,1.57977
2006-08-23,1.57909
2006-08-22,1.58034
2006-08-21,1.58069
2006-08-18,1.57957
2006-08-17,1.58048
2006-08-16,1.58035
2006-08-15,1.58045
2006-08-14,1.57981
2006-08-11,1.57644
2006-08-10,1.57428
2006-08-09,1.57345
2006-08-08,1.57399
2006-08-07,1.57502
2006-08-04,1.57406
2006-08-03,1.57272
2006-08-02,1.57248
2006-08-01,1.57248
2006-07-31,1.57398
2006-07-28,1.57591
2006-07-27,1.57559
2006-07-26,1.5739
2006-07-25,1.57159
2006-07-24,1.57066
2006-07-21,1.57027
2006-07-20,1.56663
2006-07-19,1.56313
2006-07-18,1.56148
2006-07-17,1.56273
2006-07-14,1.56534
2006-07-13,1.56661
2006-07-12,1.56661
2006-07-11,1.56691
2006-07-10,1.56765
2006-07-07,1.56812
2006-07-06,1.56744
2006-07-05,1.56704
2006-07-04,1.56543
2006-07-03,1.56413
2006-06-30,1.56413
2006-06-29,1.5642
2006-06-28,1.56419
2006-06-27,1.56275
2006-06-26,1.56258
2006-06-23,1.56182
2006-06-22,1.56004
2006-06-21,1.55888
2006-06-20,1.55749
2006-06-19,1.55553
2006-06-16,1.55292
2006-06-15,1.55369
2006-06-14,1.55369
2006-06-13,1.55547
2006-06-12,1.55818
2006-06-09,1.56112
2006-06-08,1.55994
2006-06-07,1.55932
2006-06-06,1.56025
2006-06-05,1.5612
2006-06-02,1.56099
2006-06-01,1.55965
2006-05-31,1.56052
2006-05-30,1.56135
2006-05-29,1.55855
2006-05-26,1.55341
2006-05-25,1.55094
2006-05-24,1.55106
2006-05-23,1.55269
2006-05-22,1.55243
2006-05-19,1.54972
2006-05-18,1.5512
2006-05-17,1.55081
2006-05-16,1.54881
2006-05-15,1.55188
2006-05-12,1.55844
2006-05-11,1.55854
2006-05-10,1.5597
2006-05-09,1.56039
2006-05-08,1.56109
2006-05-05,1.56159
2006-05-04,1.56153
2006-05-03,1.56265
2006-05-02,1.56407
2006-05-01,1.57061
2006-04-28,1.57957
2006-04-27,1.57569
2006-04-26,1.57255
2006-04-25,1.57299
2006-04-24,1.57289
2006-04-21,1.5698
2006-04-20,1.56761
2006-04-19,1.5686
2006-04-18,1.57162
2006-04-17,1.57201
2006-04-14,1.5727
2006-04-13,1.57565
2006-04-12,1.57656
2006-04-11,1.57486
2006-04-10,1.5755
