Date,CURRFX.GBPUSD.1
2010-09-21,1.56093
2010-09-20,1.56247
2010-09-17,1.55915
2010-09-16,1.55217
2010-09-15,1.54489
2010-09-14,1.54056
2010-09-13,1.5389
2010-09-10,1.54379
2010-09-09,1.54129
2010-09-08,1.5375
2010-09-07,1.54263
2010-09-06,1.54302
2010-09-03,1.54072
2010-09-02,1.54104
2010-09-01,1.54333
2010-08-31,1.55186
2010-08-30,1.55342
2010-08-27,1.55047
2010-08-26,1.54308
2010-08-25,1.54716
2010-08-24,1.55416
2010-08-23,1.556
2010-08-20,1.56019
2010-08-19,1.56087
2010-08-18,1.56252
2010-08-17,1.56162
2010-08-16,1.56019
2010-08-13,1.56523
2010-08-12,1.57423
2010-08-11,1.58437
2010-08-10,1.59202
2010-08-09,1.59202
2010-08-06,1.58898
2010-08-05,1.59173
2010-08-04,1.58887
2010-08-03,1.57772
2010-08-02,1.56636
2010-07-30,1.56112
2010-07-29,1.55697
2010-07-28,1.55112
2010-07-27,1.54611
2010-07-26,1.53574
2010-07-23,1.52415
2010-07-22,1.52399
2010-07-21,1.52529
2010-07-20,1.52778
2010-07-19,1.53182
2010-07-16,1.5311
2010-07-15,1.51943
2010-07-14,1.507
2010-07-13,1.50351
2010-07-12,1.50997
2010-07-09,1.51555
2010-07-08,1.51603
2010-07-07,1.51609
2010-07-06,1.51602
2010-07-05,1.51296
2010-07-02,1.50151
2010-07-01,1.50243
2010-06-30,1.50702
2010-06-29,1.50677
2010-06-28,1.50233
2010-06-25,1.49389
2010-06-24,1.48523
2010-06-23,1.47982
2010-06-22,1.48313
2010-06-21,1.48056
2010-06-18,1.47835
2010-06-17,1.47901
2010-06-16,1.47507
2010-06-15,1.46528
2010-06-14,1.45839
2010-06-11,1.45854
2010-06-10,1.44812
2010-06-09,1.44461
2010-06-08,1.44631
2010-06-07,1.45324
2010-06-04,1.46585
2010-06-03,1.46306
2010-06-02,1.45534
2010-06-01,1.44865
2010-05-31,1.44733
2010-05-28,1.44709
2010-05-27,1.43729
2010-05-26,1.43714
2010-05-25,1.44506
2010-05-24,1.44327
2010-05-21,1.43469
2010-05-20,1.43707
2010-05-19,1.44276
2010-05-18,1.44644
2010-05-17,1.46101
2010-05-14,1.48007
2010-05-13,1.48824
2010-05-12,1.48881
2010-05-11,1.48758
2010-05-10,1.48745
2010-05-07,1.50417
2010-05-06,1.51474
2010-05-05,1.52071
2010-05-04,1.52599
2010-05-03,1.52698
2010-04-30,1.52347
2010-04-29,1.5259
2010-04-28,1.53829
2010-04-27,1.54282
2010-04-26,1.53862
2010-04-23,1.53986
2010-04-22,1.53842
2010-04-21,1.53236
2010-04-20,1.53024
2010-04-19,1.54008
2010-04-16,1.54613
2010-04-15,1.54213
2010-04-14,1.53912
2010-04-13,1.53962
2010-04-12,1.5316
2010-04-09,1.52271
2010-04-08,1.5222
2010-04-07,1.52302
2010-04-06,1.52445
2010-04-05,1.52252
2010-04-02,1.52125
2010-04-01,1.5119
2010-03-31,1.50365
2010-03-30,1.49494
2010-03-29,1.48993
2010-03-26,1.49051
2010-03-25,1.49708
2010-03-24,1.50344
2010-03-23,1.50224
2010-03-22,1.51148
2010-03-19,1.52841
2010-03-18,1.52413
2010-03-17,1.51166
2010-03-16,1.5125
2010-03-15,1.51323
2010-03-12,1.4992
2010-03-11,1.49592
2010-03-10,1.50372
2010-03-09,1.51273
2010-03-08,1.51075
2010-03-05,1.50149
2010-03-04,1.50149
2010-03-03,1.49695
2010-03-02,1.51004
2010-03-01,1.52522
2010-02-26,1.53362
2010-02-25,1.54407
2010-02-24,1.5466
2010-02-23,1.54755
2010-02-22,1.5528
2010-02-19,1.56621
2010-02-18,1.57325
2010-02-17,1.56979
2010-02-16,1.56784
2010-02-15,1.5672
2010-02-12,1.56408
2010-02-11,1.56462
2010-02-10,1.56139
2010-02-09,1.56252
2010-02-08,1.57313
2010-02-05,1.59004
2010-02-04,1.59656
2010-02-03,1.59452
2010-02-02,1.59523
2010-02-01,1.6067
2010-01-29,1.61825
2010-01-28,1.61745
2010-01-27,1.61759
2010-01-26,1.61371
2010-01-25,1.61559
2010-01-22,1.62564
2010-01-21,1.63308
2010-01-20,1.63553
2010-01-19,1.62932
2010-01-18,1.62743
2010-01-15,1.62676
2010-01-14,1.61875
2010-01-13,1.61212
2010-01-12,1.60811
2010-01-11,1.60037
2010-01-08,1.59747
2010-01-07,1.60183
2010-01-06,1.60839
2010-01-05,1.61402
2010-01-04,1.61452
2010-01-01,1.60534
2009-12-31,1.59505
2009-12-30,1.5983
2009-12-29,1.59677
2009-12-28,1.5962
2009-12-25,1.5967
2009-12-24,1.5982
2009-12-23,1.60588
2009-12-22,1.61308
2009-12-21,1.61765
2009-12-18,1.62434
2009-12-17,1.62896
2009-12-16,1.62646
2009-12-15,1.62561
2009-12-14,1.62656
2009-12-11,1.62683
2009-12-10,1.62988
2009-12-09,1.639
2009-12-08,1.64446
2009-12-07,1.65323
2009-12-04,1.66349
2009-12-03,1.65892
2009-12-02,1.65122
2009-12-01,1.65035
2009-11-30,1.65418
2009-11-27,1.66198
2009-11-26,1.6622
2009-11-25,1.65697
2009-11-24,1.65475
2009-11-23,1.65679
2009-11-20,1.67227
2009-11-19,1.67987
2009-11-18,1.67834
2009-11-17,1.67148
2009-11-16,1.66344
2009-11-13,1.66091
2009-11-12,1.66921
2009-11-11,1.67184
2009-11-10,1.66871
2009-11-09,1.65931
2009-11-06,1.65265
2009-11-05,1.64408
2009-11-04,1.63785
2009-11-03,1.64184
2009-11-02,1.64473
2009-10-30,1.64223
2009-10-29,1.63622
2009-10-28,1.63345
2009-10-27,1.63082
2009-10-26,1.64069
2009-10-23,1.65564
2009-10-22,1.64619
2009-10-21,1.63752
2009-10-20,1.63404
2009-10-19,1.62757
2009-10-16,1.60796
2009-10-15,1.59042
2009-10-14,1.58252
2009-10-13,1.58252
2009-10-12,1.59196
2009-10-09,1.59873
2009-10-08,1.59202
2009-10-07,1.59477
2009-10-06,1.59519
2009-10-05,1.59559
2009-10-02,1.59906
2009-10-01,1.59803
2009-09-30,1.58997
2009-09-29,1.58956
2009-09-28,1.60595
2009-09-25,1.62892
2009-09-24,1.6359
2009-09-23,1.62597
2009-09-22,1.6229
2009-09-21,1.63579
2009-09-18,1.6494
2009-09-17,1.65085
2009-09-16,1.65627
2009-09-15,1.66177
2009-09-14,1.66316
2009-09-11,1.65586
2009-09-10,1.64962
2009-09-09,1.64256
2009-09-08,1.63896
2009-09-07,1.63639
2009-09-04,1.62693
2009-09-03,1.62148
2009-09-02,1.62468
2009-09-01,1.62561
2009-08-31,1.625
2009-08-28,1.62433
2009-08-27,1.63225
2009-08-26,1.64195
2009-08-25,1.64899
2009-08-24,1.65132
2009-08-21,1.65115
2009-08-20,1.64761
2009-08-19,1.64177
2009-08-18,1.64423
2009-08-17,1.6545
2009-08-14,1.65282
2009-08-13,1.64836
2009-08-12,1.65293
2009-08-11,1.66375
2009-08-10,1.6775
2009-08-07,1.69331
2009-08-06,1.69582
2009-08-05,1.68947
2009-08-04,1.67772
2009-08-03,1.66222
2009-07-31,1.64323
2009-07-30,1.64323
2009-07-29,1.64751
2009-07-28,1.64549
2009-07-27,1.64563
2009-07-24,1.64673
2009-07-23,1.64342
2009-07-22,1.64653
2009-07-21,1.64107
2009-07-20,1.6363
2009-07-17,1.6401
2009-07-16,1.63382
2009-07-15,1.62487
2009-07-14,1.62037
2009-07-13,1.61997
2009-07-10,1.6141
2009-07-09,1.61268
2009-07-08,1.622
2009-07-07,1.62687
2009-07-06,1.6366
2009-07-03,1.64338
2009-07-02,1.65028
2009-07-01,1.65484
2009-06-30,1.65201
2009-06-29,1.64655
2009-06-26,1.64149
2009-06-25,1.64256
2009-06-24,1.63683
2009-06-23,1.64541
2009-06-22,1.64388
2009-06-19,1.63514
2009-06-18,1.6358
2009-06-17,1.63599
2009-06-16,1.63887
2009-06-15,1.64473
2009-06-12,1.64139
2009-06-11,1.62721
2009-06-10,1.60703
2009-06-09,1.59581
2009-06-08,1.6093
2009-06-05,1.6368
2009-06-04,1.65012
2009-06-03,1.64152
2009-06-02,1.62771
2009-06-01,1.61009
2009-05-29,1.59604
2009-05-28,1.59524
2009-05-27,1.5892
2009-05-26,1.59097
2009-05-25,1.58614
2009-05-22,1.5679
2009-05-21,1.55013
2009-05-20,1.53492
2009-05-19,1.521
2009-05-18,1.51677
2009-05-15,1.51789
2009-05-14,1.52167
2009-05-13,1.51865
2009-05-12,1.51891
2009-05-11,1.51699
2009-05-08,1.5065
2009-05-07,1.50571
2009-05-06,1.50079
2009-05-05,1.49318
2009-05-04,1.48838
2009-05-01,1.47747
2009-04-30,1.4676
2009-04-29,1.46072
2009-04-28,1.46393
2009-04-27,1.4632
2009-04-24,1.45632
2009-04-23,1.45844
2009-04-22,1.46054
2009-04-21,1.47096
2009-04-20,1.48544
2009-04-17,1.49432
2009-04-16,1.49077
2009-04-15,1.48188
2009-04-14,1.47013
2009-04-13,1.46789
2009-04-10,1.46891
2009-04-09,1.46972
2009-04-08,1.47608
2009-04-07,1.48519
2009-04-06,1.47422
2009-04-03,1.44995
2009-04-02,1.43389
2009-04-01,1.42724
2009-03-31,1.42485
2009-03-30,1.44054
2009-03-27,1.45814
2009-03-26,1.46473
2009-03-25,1.46162
2009-03-24,1.45047
2009-03-23,1.44201
2009-03-20,1.42256
2009-03-19,1.40308
2009-03-18,1.406
2009-03-17,1.40414
2009-03-16,1.39432
2009-03-13,1.38087
2009-03-12,1.3785
2009-03-11,1.38815
2009-03-10,1.40276
2009-03-09,1.41114
2009-03-06,1.41169
2009-03-05,1.40706
2009-03-04,1.41023
2009-03-03,1.42187
2009-03-02,1.42976
2009-02-27,1.43278
2009-02-26,1.44573
2009-02-25,1.44728
2009-02-24,1.44728
2009-02-23,1.4382
2009-02-20,1.42765
2009-02-19,1.42296
2009-02-18,1.4238
2009-02-17,1.42796
2009-02-16,1.43243
2009-02-13,1.43467
2009-02-12,1.45594
2009-02-11,1.47979
2009-02-10,1.48197
2009-02-09,1.46922
2009-02-06,1.4486
2009-02-05,1.43699
2009-02-04,1.42792
2009-02-03,1.43846
2009-02-02,1.44279
2009-01-30,1.42372
2009-01-29,1.41883
2009-01-28,1.39703
2009-01-27,1.37783
2009-01-26,1.38303
2009-01-23,1.38585
2009-01-22,1.39546
2009-01-21,1.43402
2009-01-20,1.47134
2009-01-19,1.46923
2009-01-16,1.459
2009-01-15,1.46054
2009-01-14,1.47983
2009-01-13,1.50558
2009-01-12,1.51482
2009-01-09,1.50712
2009-01-08,1.48725
2009-01-07,1.4637
2009-01-06,1.45425
2009-01-05,1.45755
2009-01-02,1.45732
2009-01-01,1.44894
2008-12-31,1.45379
2008-12-30,1.46175
2008-12-29,1.46326
2008-12-26,1.47416
2008-12-25,1.47683
2008-12-24,1.48339
2008-12-23,1.49006
2008-12-22,1.51181
2008-12-19,1.54493
2008-12-18,1.54404
2008-12-17,1.52142
2008-12-16,1.50147
2008-12-15,1.49108
2008-12-12,1.4863
2008-12-11,1.48014
2008-12-10,1.48174
2008-12-09,1.47741
2008-12-08,1.46986
2008-12-05,1.47482
2008-12-04,1.48542
2008-12-03,1.50005
2008-12-02,1.52377
2008-12-01,1.53767
2008-11-28,1.53802
2008-11-27,1.52911
2008-11-26,1.51062
2008-11-25,1.49576
2008-11-24,1.49151
2008-11-21,1.49367
2008-11-20,1.50015
2008-11-19,1.49337
2008-11-18,1.47979
2008-11-17,1.47886
2008-11-14,1.50217
2008-11-13,1.53991
2008-11-12,1.56395
2008-11-11,1.57199
2008-11-10,1.57335
2008-11-07,1.58976
2008-11-06,1.59052
2008-11-05,1.59461
2008-11-04,1.61018
2008-11-03,1.62347
2008-10-31,1.63439
2008-10-30,1.59128
2008-10-29,1.56078
2008-10-28,1.57236
2008-10-27,1.60137
2008-10-24,1.62893
2008-10-23,1.66449
2008-10-22,1.71637
2008-10-21,1.73046
2008-10-20,1.72736
2008-10-17,1.73252
2008-10-16,1.74616
2008-10-15,1.73791
2008-10-14,1.71442
2008-10-13,1.71308
2008-10-10,1.73367
2008-10-09,1.74642
2008-10-08,1.75122
2008-10-07,1.76155
2008-10-06,1.76952
2008-10-03,1.77114
2008-10-02,1.78677
2008-10-01,1.80547
2008-09-30,1.82693
2008-09-29,1.84693
2008-09-26,1.8523
2008-09-25,1.8547
2008-09-24,1.85004
2008-09-23,1.83687
2008-09-22,1.82678
2008-09-19,1.80832
2008-09-18,1.79261
2008-09-17,1.79261
2008-09-16,1.79589
2008-09-15,1.77706
2008-09-12,1.7546
2008-09-11,1.76536
2008-09-10,1.76536
2008-09-09,1.77091
2008-09-08,1.77003
2008-09-05,1.77646
2008-09-04,1.78097
2008-09-03,1.79415
2008-09-02,1.81128
2008-09-01,1.82553
2008-08-29,1.83702
2008-08-28,1.84167
2008-08-27,1.84494
2008-08-26,1.85056
2008-08-25,1.85846
2008-08-22,1.86578
2008-08-21,1.86262
2008-08-20,1.86419
2008-08-19,1.86658
2008-08-18,1.86724
2008-08-15,1.87561
2008-08-14,1.89349
2008-08-13,1.90888
2008-08-12,1.9187
2008-08-11,1.93075
2008-08-08,1.94988
2008-08-07,1.95503
2008-08-06,1.96236
2008-08-05,1.97204
2008-08-04,1.97746
2008-08-01,1.98119
2008-07-31,1.98403
2008-07-30,1.98965
2008-07-29,1.99053
2008-07-28,1.99145
2008-07-25,1.99278
2008-07-24,1.99723
2008-07-23,1.99861
2008-07-22,1.99679
2008-07-21,1.99943
2008-07-18,2.00142
2008-07-17,2.00235
2008-07-16,1.99683
2008-07-15,1.98838
2008-07-14,1.98514
2008-07-11,1.97638
2008-07-10,1.97328
2008-07-09,1.97417
2008-07-08,1.97767
2008-07-07,1.98448
2008-07-04,1.9897
2008-07-03,1.99312
2008-07-02,1.99367
2008-07-01,1.99389
2008-06-30,1.98919
2008-06-27,1.97596
2008-06-26,1.96916
2008-06-25,1.9673
2008-06-24,1.9712
2008-06-23,1.97205
2008-06-20,1.96144
2008-06-19,1.9568
2008-06-18,1.95859
2008-06-17,1.95299
2008-06-16,1.94966
2008-06-13,1.95512
2008-06-12,1.95962
2008-06-11,1.96679
2008-06-10,1.97177
2008-06-09,1.96365
2008-06-06,1.95493
2008-06-05,1.96099
2008-06-04,1.96634
2008-06-03,1.97382
2008-06-02,1.97991
2008-05-30,1.97686
2008-05-29,1.97772
2008-05-28,1.97924
2008-05-27,1.98026
2008-05-26,1.97828
2008-05-23,1.97265
2008-05-22,1.96374
2008-05-21,1.95711
2008-05-20,1.95532
2008-05-19,1.95246
2008-05-16,1.94503
2008-05-15,1.94655
2008-05-14,1.9521
2008-05-13,1.95396
2008-05-12,1.95405
2008-05-09,1.95719
2008-05-08,1.96636
2008-05-07,1.97259
2008-05-06,1.97214
2008-05-05,1.97594
2008-05-02,1.97896
2008-05-01,1.97543
2008-04-30,1.98357
2008-04-29,1.98624
2008-04-28,1.98214
2008-04-25,1.98145
2008-04-24,1.98811
2008-04-23,1.9878
2008-04-22,1.99358
2008-04-21,1.99049
2008-04-18,1.97454
2008-04-17,1.96913
2008-04-16,1.97142
2008-04-15,1.97257
2008-04-14,1.97206
2008-04-11,1.97414
2008-04-10,1.97371
2008-04-09,1.98281
2008-04-08,1.98996
2008-04-07,1.9912
2008-04-04,1.98512
2008-04-03,1.98056
2008-04-02,1.9838
2008-04-01,1.99165
2008-03-31,1.99978
2008-03-28,2.00642
2008-03-27,1.99903
2008-03-26,1.98817
2008-03-25,1.98132
2008-03-24,1.98161
2008-03-21,1.98971
2008-03-20,2.00406
2008-03-19,2.00936
2008-03-18,2.01446
2008-03-17,2.02351
2008-03-14,2.02467
2008-03-13,2.01199
2008-03-12,2.01183
2008-03-11,2.01561
2008-03-10,2.00754
2008-03-07,1.99228
2008-03-06,1.98485
2008-03-05,1.98532
2008-03-04,1.9867
2008-03-03,1.98736
2008-02-29,1.98556
2008-02-28,1.98131
2008-02-27,1.96904
2008-02-26,1.96681
2008-02-25,1.96028
2008-02-22,1.94839
2008-02-21,1.94733
2008-02-20,1.95216
2008-02-19,1.95713
2008-02-18,1.963
2008-02-15,1.96448
2008-02-14,1.95763
2008-02-13,1.95114
2008-02-12,1.9467
2008-02-11,1.94877
2008-02-08,1.95699
2008-02-07,1.96487
2008-02-06,1.97044
2008-02-05,1.96876
2008-02-04,1.97341
2008-02-01,1.98878
2008-01-31,1.98847
2008-01-30,1.9844
2008-01-29,1.98229
2008-01-28,1.9744
2008-01-25,1.95849
2008-01-24,1.95316
2008-01-23,1.94875
2008-01-22,1.95235
2008-01-21,1.9597
2008-01-18,1.96481
2008-01-17,1.96136
2008-01-16,1.96077
2008-01-15,1.95884
2008-01-14,1.95752
2008-01-11,1.96139
2008-01-10,1.9695
2008-01-09,1.97268
2008-01-08,1.97254
2008-01-07,1.97574
2008-01-04,1.98045
2008-01-03,1.98439
2008-01-02,1.98933
2008-01-01,1.99674
2007-12-31,1.99371
2007-12-28,1.98538
2007-12-27,1.97918
2007-12-26,1.9784
2007-12-25,1.98199
2007-12-24,1.98661
2007-12-21,1.99821
2007-12-20,2.01245
2007-12-19,2.01756
2007-12-18,2.01721
2007-12-17,2.02682
2007-12-14,2.04244
2007-12-13,2.04291
2007-12-12,2.04275
2007-12-11,2.03501
2007-12-10,2.02912
2007-12-07,2.03454
2007-12-06,2.05205
2007-12-05,2.06155
2007-12-04,2.05866
2007-12-03,2.06141
2007-11-30,2.0691
2007-11-29,2.0683
2007-11-28,2.06867
2007-11-27,2.06464
2007-11-26,2.06317
2007-11-23,2.06351
2007-11-22,2.06048
2007-11-21,2.05494
2007-11-20,2.05295
2007-11-19,2.0536
2007-11-16,2.05873
2007-11-15,2.06889
2007-11-14,2.06908
2007-11-13,2.08146
2007-11-12,2.09545
2007-11-09,2.10094
2007-11-08,2.09166
2007-11-07,2.08445
2007-11-06,2.08633
2007-11-05,2.08594
2007-11-02,2.07707
2007-11-01,2.06855
2007-10-31,2.06106
2007-10-30,2.05546
2007-10-29,2.05107
2007-10-26,2.04905
2007-10-25,2.04587
2007-10-24,2.04118
2007-10-23,2.04609
2007-10-22,2.04872
2007-10-19,2.03973
2007-10-18,2.03528
2007-10-17,2.03755
2007-10-16,2.03716
2007-10-15,2.0368
2007-10-12,2.0391
2007-10-11,2.03792
2007-10-10,2.03551
2007-10-09,2.0403
2007-10-08,2.03903
2007-10-05,2.03581
2007-10-04,2.03998
2007-10-03,2.04236
2007-10-02,2.04547
2007-10-01,2.03707
2007-09-28,2.01897
2007-09-27,2.0162
2007-09-26,2.01862
2007-09-25,2.02235
2007-09-24,2.01457
2007-09-21,2.00593
2007-09-20,2.00226
2007-09-19,1.99769
2007-09-18,2.00397
2007-09-17,2.01494
2007-09-14,2.02958
2007-09-13,2.03082
2007-09-12,2.02887
2007-09-11,2.02888
2007-09-10,2.02578
2007-09-07,2.01843
2007-09-06,2.01444
2007-09-05,2.01616
2007-09-04,2.0173
2007-09-03,2.01579
2007-08-31,2.01114
2007-08-30,2.00742
2007-08-29,2.01098
2007-08-28,2.01499
2007-08-27,2.00854
2007-08-24,1.99404
2007-08-23,1.98494
2007-08-22,1.98365
2007-08-21,1.98255
2007-08-20,1.98216
2007-08-17,1.98711
2007-08-16,1.99747
2007-08-15,2.01028
2007-08-14,2.01977
2007-08-13,2.02646
2007-08-10,2.0305
2007-08-09,2.02744
2007-08-08,2.03114
2007-08-07,2.03832
2007-08-06,2.03715
2007-08-03,2.03036
2007-08-02,2.02904
2007-08-01,2.02862
2007-07-31,2.02414
2007-07-30,2.0345
2007-07-27,2.05248
2007-07-26,2.05841
2007-07-25,2.06051
2007-07-24,2.05704
2007-07-23,2.05436
2007-07-20,2.05093
2007-07-19,2.04718
2007-07-18,2.03904
2007-07-17,2.03547
2007-07-16,2.03337
2007-07-13,2.03089
2007-07-12,2.02491
2007-07-11,2.01608
2007-07-10,2.01239
2007-07-09,2.01248
2007-07-06,2.01598
2007-07-05,2.01705
2007-07-04,2.01469
2007-07-03,2.0101
2007-07-02,2.00577
2007-06-29,1.99967
2007-06-28,1.99773
2007-06-27,1.99878
2007-06-26,1.99906
2007-06-25,1.99659
2007-06-22,1.99148
2007-06-21,1.98873
2007-06-20,1.9841
2007-06-19,1.97947
2007-06-18,1.97418
2007-06-15,1.97137
2007-06-14,1.97255
2007-06-13,1.97082
2007-06-12,1.96854
2007-06-11,1.97705
2007-06-08,1.98996
2007-06-07,1.99312
2007-06-06,1.99005
2007-06-05,1.98469
2007-06-04,1.98047
2007-06-01,1.97737
2007-05-31,1.9804
2007-05-30,1.98376
2007-05-29,1.9846
2007-05-28,1.9846
2007-05-25,1.98348
2007-05-24,1.97671
2007-05-23,1.97244
2007-05-22,1.97311
2007-05-21,1.97537
2007-05-18,1.97918
2007-05-17,1.98218
2007-05-16,1.98088
2007-05-15,1.98175
2007-05-14,1.98441
2007-05-11,1.99019
2007-05-10,1.99237
2007-05-09,1.9938
2007-05-08,1.99414
2007-05-07,1.99148
2007-05-04,1.99153
2007-05-03,1.99662
2007-05-02,1.99911
2007-05-01,1.99657
2007-04-30,1.99811
2007-04-27,2.00039
2007-04-26,2.00194
2007-04-25,2.00044
2007-04-24,2.00205
2007-04-23,2.00294
2007-04-20,2.00535
2007-04-19,2.00367
2007-04-18,1.99397
2007-04-17,1.98807
2007-04-16,1.98236
2007-04-13,1.9763
2007-04-12,1.97337
2007-04-11,1.96696
2007-04-10,1.9643
2007-04-09,1.9688
2007-04-06,1.97405
2007-04-05,1.97554
2007-04-04,1.9756
2007-04-03,1.97081
2007-04-02,1.96634
2007-03-30,1.96381
2007-03-29,1.96545
2007-03-28,1.9655
2007-03-27,1.96236
2007-03-26,1.96393
2007-03-23,1.96542
2007-03-22,1.95752
2007-03-21,1.94794
2007-03-20,1.94281
2007-03-19,1.93981
2007-03-16,1.93299
2007-03-15,1.92968
2007-03-14,1.93248
2007-03-13,1.93361
2007-03-12,1.93197
2007-03-09,1.93099
2007-03-08,1.92871
2007-03-07,1.92653
2007-03-06,1.93468
2007-03-05,1.95189
2007-03-02,1.96143
2007-03-01,1.96197
2007-02-28,1.96379
2007-02-27,1.96334
2007-02-26,1.95948
2007-02-23,1.95336
2007-02-22,1.95338
2007-02-21,1.95188
2007-02-20,1.95055
2007-02-19,1.9537
2007-02-16,1.95726
2007-02-15,1.94987
2007-02-14,1.94767
2007-02-13,1.94957
2007-02-12,1.95549
2007-02-09,1.96774
2007-02-08,1.96816
2007-02-07,1.96342
2007-02-06,1.9635
2007-02-05,1.96602
2007-02-02,1.96345
2007-02-01,1.96066
2007-01-31,1.96122
2007-01-30,1.95883
2007-01-29,1.96263
2007-01-26,1.97133
2007-01-25,1.97787
2007-01-24,1.97892
2007-01-23,1.97445
2007-01-22,1.97305
2007-01-19,1.96918
2007-01-18,1.96465
2007-01-17,1.96357
2007-01-16,1.9611
2007-01-15,1.95141
2007-01-12,1.93757
2007-01-11,1.93859
2007-01-10,1.93773
2007-01-09,1.93111
2007-01-08,1.93582
2007-01-05,1.95462
2007-01-04,1.96687
2007-01-03,1.96461
2007-01-02,1.95879
2007-01-01,1.95879
2006-12-29,1.95852
2006-12-28,1.95782
2006-12-27,1.95887
2006-12-26,1.95905
2006-12-25,1.96058
2006-12-22,1.96658
2006-12-21,1.9651
2006-12-20,1.95456
2006-12-19,1.95189
2006-12-18,1.95741
2006-12-15,1.96689
2006-12-14,1.96649
2006-12-13,1.9586
2006-12-12,1.95314
2006-12-11,1.95919
2006-12-08,1.96784
2006-12-07,1.97259
2006-12-06,1.97741
2006-12-05,1.97939
2006-12-04,1.97119
2006-12-01,1.95272
2006-11-30,1.9475
2006-11-29,1.94074
2006-11-28,1.93618
2006-11-27,1.92604
2006-11-24,1.91148
2006-11-23,1.90276
2006-11-22,1.8971
2006-11-21,1.89539
2006-11-20,1.8929
2006-11-17,1.89004
2006-11-16,1.89539
2006-11-15,1.9036
2006-11-14,1.90958
2006-11-13,1.90873
2006-11-10,1.90512
2006-11-09,1.90511
2006-11-08,1.90211
2006-11-07,1.89978
2006-11-06,1.90383
2006-11-03,1.90794
2006-11-02,1.90565
2006-11-01,1.9007
2006-10-31,1.89877
2006-10-30,1.89251
2006-10-27,1.88052
2006-10-26,1.87426
2006-10-25,1.8741
2006-10-24,1.87954
2006-10-23,1.87849
2006-10-20,1.87062
2006-10-19,1.86848
2006-10-18,1.86282
2006-10-17,1.85729
2006-10-16,1.85615
2006-10-13,1.85596
2006-10-12,1.85769
2006-10-11,1.86426
2006-10-10,1.86914
2006-10-09,1.87541
2006-10-06,1.88368
2006-10-05,1.88558
2006-10-04,1.88292
2006-10-03,1.87465
2006-10-02,1.87605
2006-09-29,1.886
2006-09-28,1.89417
2006-09-27,1.89969
2006-09-26,1.90147
2006-09-25,1.89795
2006-09-22,1.89044
2006-09-21,1.88343
2006-09-20,1.88068
2006-09-19,1.87956
2006-09-18,1.8812
2006-09-15,1.87912
2006-09-14,1.87282
2006-09-13,1.8685
2006-09-12,1.86524
2006-09-11,1.87098
2006-09-08,1.88395
2006-09-07,1.89367
2006-09-06,1.90223
2006-09-05,1.90584
2006-09-04,1.90525
2006-09-01,1.90353
2006-08-31,1.89961
2006-08-30,1.89535
2006-08-29,1.89046
2006-08-28,1.88889
2006-08-25,1.8913
2006-08-24,1.89068
2006-08-23,1.89053
2006-08-22,1.88692
2006-08-21,1.88673
2006-08-18,1.89468
2006-08-17,1.8932
2006-08-16,1.89088
2006-08-15,1.89038
2006-08-14,1.89416
2006-08-11,1.90277
2006-08-10,1.90547
2006-08-09,1.90654
2006-08-08,1.90772
2006-08-07,1.89695
2006-08-04,1.87877
2006-08-03,1.87347
2006-08-02,1.86687
2006-08-01,1.86451
2006-07-31,1.86142
2006-07-28,1.85269
2006-07-27,1.8447
2006-07-26,1.8495
2006-07-25,1.85536
2006-07-24,1.85404
2006-07-21,1.83985
2006-07-20,1.82735
2006-07-19,1.82555
2006-07-18,1.83266
2006-07-17,1.83846
2006-07-14,1.83951
2006-07-13,1.84164
2006-07-12,1.8437
2006-07-11,1.84799
2006-07-10,1.84532
2006-07-07,1.83792
2006-07-06,1.84275
2006-07-05,1.84622
2006-07-04,1.84622
2006-07-03,1.83639
2006-06-30,1.81755
2006-06-29,1.82139
2006-06-28,1.82232
2006-06-27,1.81921
2006-06-26,1.8251
2006-06-23,1.8407
2006-06-22,1.8434
2006-06-21,1.8428
2006-06-20,1.8467
2006-06-19,1.84893
2006-06-16,1.84393
2006-06-15,1.84004
2006-06-14,1.84109
2006-06-13,1.84163
2006-06-12,1.844
2006-06-09,1.85366
2006-06-08,1.86309
2006-06-07,1.87383
2006-06-06,1.88213
2006-06-05,1.87565
2006-06-02,1.87102
2006-06-01,1.87625
2006-05-31,1.86721
2006-05-30,1.85969
2006-05-29,1.86366
2006-05-26,1.873
2006-05-25,1.87984
2006-05-24,1.88097
2006-05-23,1.87772
2006-05-22,1.88204
2006-05-19,1.88753
2006-05-18,1.88692
2006-05-17,1.88475
2006-05-16,1.89148
2006-05-15,1.88336
2006-05-12,1.86565
2006-05-11,1.86294
2006-05-10,1.85984
2006-05-09,1.86049
2006-05-08,1.85311
2006-05-05,1.84172
2006-05-04,1.83691
2006-05-03,1.82924
2006-05-02,1.82632
2006-05-01,1.81227
2006-04-28,1.78801
2006-04-27,1.78641
2006-04-26,1.78697
2006-04-25,1.78528
2006-04-24,1.78365
2006-04-21,1.78521
2006-04-20,1.78031
2006-04-19,1.76882
2006-04-18,1.75762
2006-04-17,1.7516
2006-04-14,1.75176
2006-04-13,1.74855
2006-04-12,1.74392
2006-04-11,1.74294
2006-04-10,1.74609
2006-04-07,1.75376
2006-04-06,1.75106
2006-04-05,1.74096
2006-04-04,1.7348
