Date,CURRFX.EURUSD.1
2010-09-28,1.34774
2010-09-27,1.34374
2010-09-24,1.33538
2010-09-23,1.32739
2010-09-22,1.31143
2010-09-21,1.30672
2010-09-20,1.30537
2010-09-17,1.30348
2010-09-16,1.29636
2010-09-15,1.28903
2010-09-14,1.27777
2010-09-13,1.26947
2010-09-10,1.27119
2010-09-09,1.27269
2010-09-08,1.27989
2010-09-07,1.28885
2010-09-06,1.28649
2010-09-03,1.28016
2010-09-02,1.27434
2010-09-01,1.26891
2010-08-31,1.27239
2010-08-30,1.27443
2010-08-27,1.26886
2010-08-26,1.26512
2010-08-25,1.26639
2010-08-24,1.26985
2010-08-23,1.2755
2010-08-20,1.28423
2010-08-19,1.28691
2010-08-18,1.28512
2010-08-17,1.2793
2010-08-16,1.27921
2010-08-13,1.2899
2010-08-12,1.30439
2010-08-11,1.3189
2010-08-10,1.32649
2010-08-09,1.32389
2010-08-06,1.31784
2010-08-05,1.31979
2010-08-04,1.31799
2010-08-03,1.30928
2010-08-02,1.30562
2010-07-30,1.304
2010-07-29,1.29995
2010-07-28,1.29774
2010-07-27,1.29325
2010-07-26,1.2887
2010-07-23,1.28433
2010-07-22,1.28629
2010-07-21,1.29317
2010-07-20,1.29403
2010-07-19,1.28937
2010-07-16,1.27908
2010-07-15,1.26893
2010-07-14,1.2611
2010-07-13,1.26037
2010-07-12,1.26489
2010-07-09,1.26416
2010-07-08,1.25999
2010-07-07,1.25735
2010-07-06,1.2546
2010-07-05,1.24882
2010-07-02,1.23214
2010-07-01,1.22332
2010-06-30,1.22543
2010-06-29,1.23476
2010-06-28,1.23496
2010-06-25,1.23021
2010-06-24,1.22798
2010-06-23,1.23261
2010-06-22,1.23891
2010-06-21,1.23748
2010-06-18,1.23314
2010-06-17,1.22931
2010-06-16,1.2255
2010-06-15,1.21853
2010-06-14,1.20975
2010-06-11,1.20419
2010-06-10,1.19749
2010-06-09,1.19454
2010-06-08,1.19514
2010-06-07,1.20662
2010-06-04,1.2233
2010-06-03,1.22239
2010-06-02,1.22535
2010-06-01,1.22911
2010-05-31,1.2282
2010-05-28,1.22868
2010-05-27,1.22626
2010-05-26,1.23166
2010-05-25,1.24753
2010-05-24,1.25125
2010-05-21,1.23473
2010-05-20,1.22983
2010-05-19,1.23436
2010-05-18,1.23389
2010-05-17,1.24468
2010-05-14,1.26197
2010-05-13,1.26761
2010-05-12,1.27863
2010-05-11,1.28591
2010-05-10,1.27609
2010-05-07,1.27997
2010-05-06,1.29732
2010-05-05,1.314
2010-05-04,1.3249
2010-05-03,1.32767
2010-04-30,1.32197
2010-04-29,1.32314
2010-04-28,1.33148
2010-04-27,1.33564
2010-04-26,1.33674
2010-04-23,1.3368
2010-04-22,1.34301
2010-04-21,1.34632
2010-04-20,1.34708
2010-04-19,1.3526
2010-04-16,1.36005
2010-04-15,1.36221
2010-04-14,1.35951
2010-04-13,1.35651
2010-04-12,1.34362
2010-04-09,1.33425
2010-04-08,1.33783
2010-04-07,1.34321
2010-04-06,1.34922
2010-04-05,1.35098
2010-04-02,1.3512
2010-04-01,1.34747
2010-03-31,1.34587
2010-03-30,1.34472
2010-03-29,1.33861
2010-03-26,1.33393
2010-03-25,1.34208
2010-03-24,1.35195
2010-03-23,1.35275
2010-03-22,1.35737
2010-03-19,1.3695
2010-03-18,1.37502
2010-03-17,1.37153
2010-03-16,1.37257
2010-03-15,1.37271
2010-03-12,1.36422
2010-03-11,1.36056
2010-03-10,1.36142
2010-03-09,1.3643
2010-03-08,1.36272
2010-03-05,1.36424
2010-03-04,1.36199
2010-03-03,1.35578
2010-03-02,1.35895
2010-03-01,1.35835
2010-02-26,1.35178
2010-02-25,1.35587
2010-02-24,1.35899
2010-02-23,1.36107
2010-02-22,1.36028
2010-02-19,1.36239
2010-02-18,1.36941
2010-02-17,1.36599
2010-02-16,1.36147
2010-02-15,1.36667
2010-02-12,1.37416
2010-02-11,1.37457
2010-02-10,1.36989
2010-02-09,1.36727
2010-02-08,1.37398
2010-02-05,1.38878
2010-02-04,1.39494
2010-02-03,1.39203
2010-02-02,1.38818
2010-02-01,1.39169
2010-01-29,1.40238
2010-01-28,1.40781
2010-01-27,1.41251
2010-01-26,1.41506
2010-01-25,1.41222
2010-01-22,1.41272
2010-01-21,1.42473
2010-01-20,1.43575
2010-01-19,1.43772
2010-01-18,1.44312
2010-01-15,1.45092
2010-01-14,1.45008
2010-01-13,1.44995
2010-01-12,1.44694
2010-01-11,1.4394
2010-01-08,1.43857
2010-01-07,1.43857
2010-01-06,1.43934
2010-01-05,1.4339
2010-01-04,1.43332
2010-01-01,1.43556
2009-12-31,1.43529
2009-12-30,1.43886
2009-12-29,1.43886
2009-12-28,1.43783
2009-12-25,1.43287
2009-12-24,1.42805
2009-12-23,1.43002
2009-12-22,1.43297
2009-12-21,1.43613
2009-12-18,1.44588
2009-12-17,1.45638
2009-12-16,1.46101
2009-12-15,1.46358
2009-12-14,1.46567
2009-12-11,1.47254
2009-12-10,1.47494
2009-12-09,1.4815
2009-12-08,1.48492
2009-12-07,1.49401
2009-12-04,1.50865
2009-12-03,1.50679
2009-12-02,1.50425
2009-12-01,1.50145
2009-11-30,1.50223
2009-11-27,1.50579
2009-11-26,1.5001
2009-11-25,1.49482
2009-11-24,1.49154
2009-11-23,1.48794
2009-11-20,1.49096
2009-11-19,1.49184
2009-11-18,1.49361
2009-11-17,1.49397
2009-11-16,1.49224
2009-11-13,1.49649
2009-11-12,1.49923
2009-11-11,1.49724
2009-11-10,1.49142
2009-11-09,1.48535
2009-11-06,1.48224
2009-11-05,1.47548
2009-11-04,1.47404
2009-11-03,1.47446
2009-11-02,1.4731
2009-10-30,1.47693
2009-10-29,1.48117
2009-10-28,1.49046
2009-10-27,1.49971
2009-10-26,1.50038
2009-10-23,1.49825
2009-10-22,1.49574
2009-10-21,1.49402
2009-10-20,1.49107
2009-10-19,1.49157
2009-10-16,1.49152
2009-10-15,1.48567
2009-10-14,1.47824
2009-10-13,1.47382
2009-10-12,1.47402
2009-10-09,1.47333
2009-10-08,1.47032
2009-10-07,1.46805
2009-10-06,1.46108
2009-10-05,1.4582
2009-10-02,1.45992
2009-10-01,1.46117
2009-09-30,1.46065
2009-09-29,1.46559
2009-09-28,1.47026
2009-09-25,1.47488
2009-09-24,1.47764
2009-09-23,1.47261
2009-09-22,1.46877
2009-09-21,1.47171
2009-09-18,1.47115
2009-09-17,1.46605
2009-09-16,1.46035
2009-09-15,1.45736
2009-09-14,1.45695
2009-09-11,1.45484
2009-09-10,1.44846
2009-09-09,1.43872
2009-09-08,1.43181
2009-09-07,1.42864
2009-09-04,1.42606
2009-09-03,1.42568
2009-09-02,1.43056
2009-09-01,1.42877
2009-08-31,1.42877
2009-08-28,1.42697
2009-08-27,1.42888
2009-08-26,1.4311
2009-08-25,1.43239
2009-08-24,1.42933
2009-08-21,1.4205
2009-08-20,1.4139
2009-08-19,1.41135
2009-08-18,1.41499
2009-08-17,1.42213
2009-08-14,1.42204
2009-08-13,1.4159
2009-08-12,1.41598
2009-08-11,1.41809
2009-08-10,1.42624
2009-08-07,1.43934
2009-08-06,1.44032
2009-08-05,1.4365
2009-08-04,1.42892
2009-08-03,1.418
2009-07-31,1.40834
2009-07-30,1.41606
2009-07-29,1.42296
2009-07-28,1.42234
2009-07-27,1.42122
2009-07-24,1.42168
2009-07-23,1.42071
2009-07-22,1.4204
2009-07-21,1.4156
2009-07-20,1.41016
2009-07-17,1.40787
2009-07-16,1.40169
2009-07-15,1.39653
2009-07-14,1.39438
2009-07-13,1.39428
2009-07-10,1.39301
2009-07-09,1.39211
2009-07-08,1.39593
2009-07-07,1.39586
2009-07-06,1.40172
2009-07-03,1.40803
2009-07-02,1.40847
2009-07-01,1.40712
2009-06-30,1.40516
2009-06-29,1.40178
2009-06-26,1.39891
2009-06-25,1.40101
2009-06-24,1.39199
2009-06-23,1.39022
2009-06-22,1.39407
2009-06-19,1.39174
2009-06-18,1.386
2009-06-17,1.38578
2009-06-16,1.39326
2009-06-15,1.40239
2009-06-12,1.4044
2009-06-11,1.40131
2009-06-10,1.39375
2009-06-09,1.39358
2009-06-08,1.40466
2009-06-05,1.41956
2009-06-04,1.42236
2009-06-03,1.4193
2009-06-02,1.41641
2009-06-01,1.40512
2009-05-29,1.39033
2009-05-28,1.39539
2009-05-27,1.39784
2009-05-26,1.40016
2009-05-25,1.39216
2009-05-22,1.37539
2009-05-21,1.36444
2009-05-20,1.35476
2009-05-19,1.34851
2009-05-18,1.35297
2009-05-15,1.36122
2009-05-14,1.36386
2009-05-13,1.36195
2009-05-12,1.36229
2009-05-11,1.35317
2009-05-08,1.33295
2009-05-07,1.33332
2009-05-06,1.33552
2009-05-05,1.3297
2009-05-04,1.32735
2009-05-01,1.32545
2009-04-30,1.31533
2009-04-29,1.3082
2009-04-28,1.31863
2009-04-27,1.31671
2009-04-24,1.30056
2009-04-23,1.29498
2009-04-22,1.29542
2009-04-21,1.30019
2009-04-20,1.31037
2009-04-17,1.32095
2009-04-16,1.3257
2009-04-15,1.32791
2009-04-14,1.32136
2009-04-13,1.32075
2009-04-10,1.32399
2009-04-09,1.32676
2009-04-08,1.33876
2009-04-07,1.34934
2009-04-06,1.34318
2009-04-03,1.32932
2009-04-02,1.32456
2009-04-01,1.32505
2009-03-31,1.32383
2009-03-30,1.33946
2009-03-27,1.35459
2009-03-26,1.35348
2009-03-25,1.36088
2009-03-24,1.3613
2009-03-23,1.35661
2009-03-20,1.33792
2009-03-19,1.30447
2009-03-18,1.2974
2009-03-17,1.29438
2009-03-16,1.28848
2009-03-13,1.27786
2009-03-12,1.2707
2009-03-11,1.26701
2009-03-10,1.26492
2009-03-09,1.2627
2009-03-06,1.25693
2009-03-05,1.25661
2009-03-04,1.25974
2009-03-03,1.26195
2009-03-02,1.26966
2009-02-27,1.27699
2009-02-26,1.27899
2009-02-25,1.27792
2009-02-24,1.28282
2009-02-23,1.27487
2009-02-20,1.26138
2009-02-19,1.26084
2009-02-18,1.26989
2009-02-17,1.28035
2009-02-16,1.28598
2009-02-13,1.28801
2009-02-12,1.29161
2009-02-11,1.29451
2009-02-10,1.29616
2009-02-09,1.29024
2009-02-06,1.28793
2009-02-05,1.29219
2009-02-04,1.28432
2009-02-03,1.27835
2009-02-02,1.29118
2009-01-30,1.31415
2009-01-29,1.32213
2009-01-28,1.31284
2009-01-27,1.29924
2009-01-26,1.29925
2009-01-23,1.29708
2009-01-22,1.29397
2009-01-21,1.30801
2009-01-20,1.32662
2009-01-19,1.32285
2009-01-16,1.31754
2009-01-15,1.32359
2009-01-14,1.33254
2009-01-13,1.34297
2009-01-12,1.35338
2009-01-09,1.36167
2009-01-08,1.35453
2009-01-07,1.3594
2009-01-06,1.38174
2009-01-05,1.39381
2009-01-02,1.39987
2009-01-01,1.40624
2008-12-31,1.41313
2008-12-30,1.41304
2008-12-29,1.40244
2008-12-26,1.39963
2008-12-25,1.39731
2008-12-24,1.39775
2008-12-23,1.39553
2008-12-22,1.40993
2008-12-19,1.43287
2008-12-18,1.39833
2008-12-17,1.36389
2008-12-16,1.34594
2008-12-15,1.32983
2008-12-12,1.30713
2008-12-11,1.29338
2008-12-10,1.28674
2008-12-09,1.27873
2008-12-08,1.27095
2008-12-05,1.26866
2008-12-04,1.26666
2008-12-03,1.26551
2008-12-02,1.26743
2008-12-01,1.27774
2008-11-28,1.2931
2008-11-27,1.29494
2008-11-26,1.28301
2008-11-25,1.26502
2008-11-24,1.25628
2008-11-21,1.25619
2008-11-20,1.26287
2008-11-19,1.26249
2008-11-18,1.26111
2008-11-17,1.25634
2008-11-14,1.25147
2008-11-13,1.26
2008-11-12,1.2752
2008-11-11,1.27966
2008-11-10,1.27695
2008-11-07,1.28866
2008-11-06,1.28548
2008-11-05,1.27493
2008-11-04,1.27646
2008-11-03,1.28564
2008-10-31,1.29553
2008-10-30,1.2675
2008-10-29,1.24992
2008-10-28,1.25553
2008-10-27,1.26944
2008-10-24,1.28551
2008-10-23,1.3036
2008-10-22,1.33068
2008-10-21,1.34151
2008-10-20,1.34257
2008-10-17,1.3498
2008-10-16,1.36166
2008-10-15,1.36319
2008-10-14,1.35191
2008-10-13,1.35132
2008-10-10,1.36538
2008-10-09,1.36103
2008-10-08,1.35791
2008-10-07,1.36582
2008-10-06,1.38218
2008-10-03,1.39758
2008-10-02,1.41693
2008-10-01,1.43532
2008-09-30,1.45099
2008-09-29,1.4634
2008-09-26,1.46738
2008-09-25,1.47032
2008-09-24,1.46921
2008-09-23,1.45358
2008-09-22,1.44341
2008-09-19,1.43116
2008-09-18,1.42027
2008-09-17,1.42383
2008-09-16,1.4258
2008-09-15,1.41272
2008-09-12,1.40102
2008-09-11,1.41191
2008-09-10,1.41902
2008-09-09,1.42752
2008-09-08,1.43408
2008-09-05,1.44652
2008-09-04,1.44973
2008-09-03,1.45791
2008-09-02,1.46529
2008-09-01,1.47018
2008-08-29,1.47323
2008-08-28,1.46923
2008-08-27,1.47053
2008-08-26,1.47717
2008-08-25,1.47962
2008-08-22,1.47815
2008-08-21,1.47278
2008-08-20,1.47051
2008-08-19,1.4707
2008-08-18,1.47644
2008-08-15,1.4896
2008-08-14,1.49085
2008-08-13,1.49287
2008-08-12,1.49878
2008-08-11,1.51513
2008-08-08,1.54323
2008-08-07,1.54808
2008-08-06,1.55412
2008-08-05,1.55746
2008-08-04,1.55777
2008-08-01,1.55933
2008-07-31,1.56243
2008-07-30,1.57087
2008-07-29,1.57185
2008-07-28,1.56976
2008-07-25,1.57055
2008-07-24,1.58026
2008-07-23,1.58789
2008-07-22,1.58586
2008-07-21,1.58466
2008-07-18,1.58632
2008-07-17,1.591
2008-07-16,1.5923
2008-07-15,1.5913
2008-07-14,1.58657
2008-07-11,1.57229
2008-07-10,1.56862
2008-07-09,1.56862
2008-07-08,1.56823
2008-07-07,1.57537
2008-07-04,1.58259
2008-07-03,1.58039
2008-07-02,1.5772
2008-07-01,1.57843
2008-06-30,1.5758
2008-06-27,1.56555
2008-06-26,1.55701
2008-06-25,1.55527
2008-06-24,1.55766
2008-06-23,1.55786
2008-06-20,1.55177
2008-06-19,1.54761
2008-06-18,1.54761
2008-06-17,1.54126
2008-06-16,1.54129
2008-06-13,1.54771
2008-06-12,1.55195
2008-06-11,1.56346
2008-06-10,1.57658
2008-06-09,1.56603
2008-06-06,1.5455
2008-06-05,1.548
2008-06-04,1.55334
2008-06-03,1.55464
2008-06-02,1.5567
2008-05-30,1.56206
2008-05-29,1.57085
2008-05-28,1.57609
2008-05-27,1.57646
2008-05-26,1.57609
2008-05-23,1.57411
2008-05-22,1.56643
2008-05-21,1.55811
2008-05-20,1.5569
2008-05-19,1.55384
2008-05-16,1.54705
2008-05-15,1.54742
2008-05-14,1.54908
2008-05-13,1.54699
2008-05-12,1.54407
2008-05-09,1.54032
2008-05-08,1.54847
2008-05-07,1.54995
2008-05-06,1.54493
2008-05-05,1.54734
2008-05-02,1.55611
2008-05-01,1.55839
2008-04-30,1.56185
2008-04-29,1.56331
2008-04-28,1.56859
2008-04-25,1.58479
2008-04-24,1.59434
2008-04-23,1.59013
2008-04-22,1.58428
2008-04-21,1.586
2008-04-18,1.59072
2008-04-17,1.58503
2008-04-16,1.58018
2008-04-15,1.57811
2008-04-14,1.58095
2008-04-11,1.57935
2008-04-10,1.57364
2008-04-09,1.57213
2008-04-08,1.57167
2008-04-07,1.57014
2008-04-04,1.56294
2008-04-03,1.56483
2008-04-02,1.5734
2008-04-01,1.57982
2008-03-31,1.57972
2008-03-28,1.5757
2008-03-27,1.56233
2008-03-26,1.54808
2008-03-25,1.54137
2008-03-24,1.54677
2008-03-21,1.55895
2008-03-20,1.57095
2008-03-19,1.57669
2008-03-18,1.57371
2008-03-17,1.56354
2008-03-14,1.55125
2008-03-13,1.53917
2008-03-12,1.53644
2008-03-11,1.53635
2008-03-10,1.534
2008-03-07,1.52721
2008-03-06,1.52091
2008-03-05,1.52006
2008-03-04,1.51911
2008-03-03,1.51583
2008-02-29,1.50918
2008-02-28,1.49693
2008-02-27,1.484
2008-02-26,1.48231
2008-02-25,1.47959
2008-02-22,1.47261
2008-02-21,1.46857
2008-02-20,1.46857
2008-02-19,1.4669
2008-02-18,1.465
2008-02-15,1.45876
2008-02-14,1.45602
2008-02-13,1.45352
2008-02-12,1.45219
2008-02-11,1.45374
2008-02-08,1.4605
2008-02-07,1.46807
2008-02-06,1.47746
2008-02-05,1.48114
2008-02-04,1.48223
2008-02-01,1.48273
2008-01-31,1.47793
2008-01-30,1.47509
2008-01-29,1.47015
2008-01-28,1.46705
2008-01-25,1.4636
2008-01-24,1.45621
2008-01-23,1.44986
2008-01-22,1.45557
2008-01-21,1.46357
2008-01-18,1.47081
2008-01-17,1.48138
2008-01-16,1.48605
2008-01-15,1.48204
2008-01-14,1.4747
2008-01-11,1.46973
2008-01-10,1.47025
2008-01-09,1.47088
2008-01-08,1.47259
2008-01-07,1.47367
2008-01-04,1.47005
2008-01-03,1.46334
2008-01-02,1.46306
2008-01-01,1.47098
2007-12-31,1.46471
2007-12-28,1.44906
2007-12-27,1.44207
2007-12-26,1.43946
2007-12-25,1.43877
2007-12-24,1.43737
2007-12-21,1.43751
2007-12-20,1.43992
2007-12-19,1.44006
2007-12-18,1.44108
2007-12-17,1.45268
2007-12-14,1.46836
2007-12-13,1.46901
2007-12-12,1.46958
2007-12-11,1.46677
2007-12-10,1.46371
2007-12-07,1.4648
2007-12-06,1.4712
2007-12-05,1.4681
2007-12-04,1.46496
2007-12-03,1.46943
2007-11-30,1.48174
2007-11-29,1.48174
2007-11-28,1.4851
2007-11-27,1.48377
2007-11-26,1.48395
2007-11-23,1.48387
2007-11-22,1.47873
2007-11-21,1.47
2007-11-20,1.46618
2007-11-19,1.46581
2007-11-16,1.46533
2007-11-15,1.46296
2007-11-14,1.45908
2007-11-13,1.46326
2007-11-12,1.46698
2007-11-09,1.46475
2007-11-08,1.45875
2007-11-07,1.45036
2007-11-06,1.44962
2007-11-05,1.44914
2007-11-02,1.44508
2007-11-01,1.44333
2007-10-31,1.44118
2007-10-30,1.4406
2007-10-29,1.43514
2007-10-26,1.42694
2007-10-25,1.42329
2007-10-24,1.42307
2007-10-23,1.42765
2007-10-22,1.42831
2007-10-19,1.42259
2007-10-18,1.41834
2007-10-17,1.41886
2007-10-16,1.41891
2007-10-15,1.41784
2007-10-12,1.41591
2007-10-11,1.40973
2007-10-10,1.40699
2007-10-09,1.41151
2007-10-08,1.41242
2007-10-05,1.41277
2007-10-04,1.4173
2007-10-03,1.42133
2007-10-02,1.42553
2007-10-01,1.42197
2007-09-28,1.41403
2007-09-27,1.41196
2007-09-26,1.40994
2007-09-25,1.40968
2007-09-24,1.40629
2007-09-21,1.40011
2007-09-20,1.39311
2007-09-19,1.38712
2007-09-18,1.38718
2007-09-17,1.38825
2007-09-14,1.38838
2007-09-13,1.38443
2007-09-12,1.38003
2007-09-11,1.37795
2007-09-10,1.3727
2007-09-07,1.36432
2007-09-06,1.36103
2007-09-05,1.36151
2007-09-04,1.36313
2007-09-03,1.36357
2007-08-31,1.36337
2007-08-30,1.36236
2007-08-29,1.36491
2007-08-28,1.36677
2007-08-27,1.36323
2007-08-24,1.35291
2007-08-23,1.34841
2007-08-22,1.3482
2007-08-21,1.34827
2007-08-20,1.34541
2007-08-17,1.3449
2007-08-16,1.35328
2007-08-15,1.36195
2007-08-14,1.36765
2007-08-13,1.37178
2007-08-10,1.37603
2007-08-09,1.37757
2007-08-08,1.37964
2007-08-07,1.37964
2007-08-06,1.37372
2007-08-03,1.36688
2007-08-02,1.36801
2007-08-01,1.36864
2007-07-31,1.36476
2007-07-30,1.36664
2007-07-27,1.37411
2007-07-26,1.37892
2007-07-25,1.38234
2007-07-24,1.38252
2007-07-23,1.38195
2007-07-20,1.38044
2007-07-19,1.37914
2007-07-18,1.37815
2007-07-17,1.37778
2007-07-16,1.37778
2007-07-13,1.37619
2007-07-12,1.37161
2007-07-11,1.36429
2007-07-10,1.36261
2007-07-09,1.36233
2007-07-06,1.36154
2007-07-05,1.36156
2007-07-04,1.35977
2007-07-03,1.35596
2007-07-02,1.35129
2007-06-29,1.34534
2007-06-28,1.34492
2007-06-27,1.34642
2007-06-26,1.34642
2007-06-25,1.34402
2007-06-22,1.34053
2007-06-21,1.34217
2007-06-20,1.34102
2007-06-19,1.33972
2007-06-18,1.33567
2007-06-15,1.33032
2007-06-14,1.33142
2007-06-13,1.33476
2007-06-12,1.33597
2007-06-11,1.34131
2007-06-08,1.34955
2007-06-07,1.35132
2007-06-06,1.34917
2007-06-05,1.3458
2007-06-04,1.34478
2007-06-01,1.34405
2007-05-31,1.34474
2007-05-30,1.34588
2007-05-29,1.34487
2007-05-28,1.34428
2007-05-25,1.34507
2007-05-24,1.34717
2007-05-23,1.34717
2007-05-22,1.34979
2007-05-21,1.3511
2007-05-18,1.35367
2007-05-17,1.35694
2007-05-16,1.35509
2007-05-15,1.35367
2007-05-14,1.35246
2007-05-11,1.35312
2007-05-10,1.35557
2007-05-09,1.3589
2007-05-08,1.36015
2007-05-07,1.35912
2007-05-04,1.36085
2007-05-03,1.36085
2007-05-02,1.36357
2007-05-01,1.36398
2007-04-30,1.36433
2007-04-27,1.36319
2007-04-26,1.36206
2007-04-25,1.35826
2007-04-24,1.35837
2007-04-23,1.35931
2007-04-20,1.3593
2007-04-19,1.35717
2007-04-18,1.35501
2007-04-17,1.35437
2007-04-16,1.35015
2007-04-13,1.34471
2007-04-12,1.34193
2007-04-11,1.33919
2007-04-10,1.33709
2007-04-09,1.33822
2007-04-06,1.33713
2007-04-05,1.33533
2007-04-04,1.33616
2007-04-03,1.33588
2007-04-02,1.33441
2007-03-30,1.33341
2007-03-29,1.33429
2007-03-28,1.33182
2007-03-27,1.32859
2007-03-26,1.33141
2007-03-23,1.33473
2007-03-22,1.33083
2007-03-21,1.33001
2007-03-20,1.33094
2007-03-19,1.32844
2007-03-16,1.32156
2007-03-15,1.3197
2007-03-14,1.31731
2007-03-13,1.31346
2007-03-12,1.31329
2007-03-09,1.31487
2007-03-08,1.31209
2007-03-07,1.31169
2007-03-06,1.31544
2007-03-05,1.31976
2007-03-02,1.32164
2007-03-01,1.32123
2007-02-28,1.3193
2007-02-27,1.31713
2007-02-26,1.31508
2007-02-23,1.31274
2007-02-22,1.31448
2007-02-21,1.31512
2007-02-20,1.31436
2007-02-19,1.31376
2007-02-16,1.31139
2007-02-15,1.30417
2007-02-14,1.29907
2007-02-13,1.29988
2007-02-12,1.30105
2007-02-09,1.30043
2007-02-08,1.29716
2007-02-07,1.29407
2007-02-06,1.2949
2007-02-05,1.29863
2007-02-02,1.30033
2007-02-01,1.29632
2007-01-31,1.29452
2007-01-30,1.29196
2007-01-29,1.29357
2007-01-26,1.29828
2007-01-25,1.29959
2007-01-24,1.29726
2007-01-23,1.29583
2007-01-22,1.29534
2007-01-19,1.29399
2007-01-18,1.29328
2007-01-17,1.294
2007-01-16,1.29307
2007-01-15,1.29302
2007-01-12,1.29548
2007-01-11,1.29948
2007-01-10,1.30197
2007-01-09,1.30067
2007-01-08,1.30539
2007-01-05,1.31749
2007-01-04,1.32484
2007-01-03,1.32324
2007-01-02,1.31758
2007-01-01,1.31758
2006-12-29,1.31361
2006-12-28,1.31323
2006-12-27,1.31318
2006-12-26,1.31312
2006-12-25,1.31481
2006-12-22,1.31916
2006-12-21,1.31824
2006-12-20,1.31181
2006-12-19,1.30857
2006-12-18,1.31255
2006-12-15,1.32232
2006-12-14,1.32547
2006-12-13,1.32269
2006-12-12,1.31947
2006-12-11,1.32388
2006-12-08,1.32992
2006-12-07,1.33132
2006-12-06,1.33248
2006-12-05,1.33286
2006-12-04,1.32805
2006-12-01,1.31849
2006-11-30,1.31643
2006-11-29,1.31401
2006-11-28,1.31176
2006-11-27,1.30413
2006-11-24,1.29216
2006-11-23,1.28576
2006-11-22,1.28231
2006-11-21,1.28292
2006-11-20,1.28236
2006-11-17,1.28134
2006-11-16,1.28137
2006-11-15,1.28288
2006-11-14,1.28423
2006-11-13,1.28185
2006-11-10,1.27789
2006-11-09,1.27711
2006-11-08,1.27417
2006-11-07,1.27123
2006-11-06,1.27334
2006-11-03,1.27614
2006-11-02,1.27464
2006-11-01,1.27224
2006-10-31,1.2731
2006-10-30,1.27039
2006-10-27,1.26223
2006-10-26,1.25655
2006-10-25,1.25608
2006-10-24,1.25957
2006-10-23,1.25982
2006-10-20,1.25536
2006-10-19,1.25374
2006-10-18,1.25283
2006-10-17,1.25206
2006-10-16,1.25206
2006-10-13,1.25375
2006-10-12,1.25515
2006-10-11,1.25802
2006-10-10,1.25998
2006-10-09,1.26376
2006-10-06,1.27042
2006-10-05,1.27197
2006-10-04,1.27252
2006-10-03,1.26895
2006-10-02,1.26893
2006-09-29,1.27039
2006-09-28,1.27045
2006-09-27,1.27436
2006-09-26,1.27815
2006-09-25,1.27629
2006-09-22,1.27105
2006-09-21,1.26859
2006-09-20,1.26814
2006-09-19,1.26633
2006-09-18,1.26794
2006-09-15,1.26997
2006-09-14,1.26945
2006-09-13,1.26993
2006-09-12,1.26832
2006-09-11,1.27157
2006-09-08,1.27923
2006-09-07,1.28184
2006-09-06,1.28429
2006-09-05,1.28494
2006-09-04,1.28341
2006-09-01,1.28306
2006-08-31,1.28196
2006-08-30,1.27975
2006-08-29,1.27743
2006-08-28,1.27656
2006-08-25,1.27943
2006-08-24,1.28203
2006-08-23,1.28597
2006-08-22,1.28591
2006-08-21,1.28356
2006-08-18,1.28357
2006-08-17,1.27844
2006-08-16,1.2741
2006-08-15,1.27293
2006-08-14,1.27648
2006-08-11,1.28436
2006-08-10,1.2838
2006-08-09,1.28469
2006-08-08,1.28706
2006-08-07,1.28398
2006-08-04,1.27916
2006-08-03,1.27929
2006-08-02,1.27616
2006-08-01,1.27602
2006-07-31,1.27458
2006-07-28,1.26766
2006-07-27,1.26093
2006-07-26,1.26337
2006-07-25,1.26665
2006-07-24,1.26673
2006-07-21,1.25808
2006-07-20,1.25179
2006-07-19,1.2545
2006-07-18,1.26094
2006-07-17,1.26686
2006-07-14,1.27157
2006-07-13,1.27407
2006-07-12,1.27563
2006-07-11,1.2791
2006-07-10,1.27856
2006-07-07,1.27519
2006-07-06,1.27806
2006-07-05,1.27975
2006-07-04,1.27892
2006-07-03,1.27028
2006-06-30,1.25548
2006-06-29,1.25739
2006-06-28,1.25734
2006-06-27,1.25293
2006-06-26,1.25546
2006-06-23,1.26273
2006-06-22,1.26061
2006-06-21,1.25817
2006-06-20,1.26122
2006-06-19,1.26327
2006-06-16,1.26009
2006-06-15,1.25766
2006-06-14,1.25888
2006-06-13,1.26208
2006-06-12,1.26772
2006-06-09,1.27647
2006-06-08,1.28353
2006-06-07,1.29031
2006-06-06,1.29345
2006-06-05,1.28687
2006-06-02,1.28143
2006-06-01,1.28473
2006-05-31,1.27969
2006-05-30,1.27435
2006-05-29,1.27495
2006-05-26,1.27826
2006-05-25,1.28226
2006-05-24,1.28234
2006-05-23,1.27758
2006-05-22,1.27766
2006-05-19,1.27994
2006-05-18,1.28329
2006-05-17,1.28405
2006-05-16,1.28964
2006-05-15,1.28683
2006-05-12,1.27708
2006-05-11,1.2752
2006-05-10,1.27214
2006-05-09,1.2732
2006-05-08,1.26912
2006-05-05,1.26339
2006-05-04,1.26201
2006-05-03,1.26128
2006-05-02,1.26268
2006-05-01,1.25651
2006-04-28,1.24518
2006-04-27,1.24158
2006-04-26,1.23852
2006-04-25,1.23603
2006-04-24,1.23428
2006-04-21,1.23466
2006-04-20,1.23201
2006-04-19,1.2241
2006-04-18,1.21655
2006-04-17,1.21093
2006-04-14,1.21175
2006-04-13,1.21306
2006-04-12,1.21146
2006-04-11,1.2102
