Date,CURRFX.GBPCAD.1
2010-09-24,1.61477
2010-09-23,1.60555
2010-09-22,1.60353
2010-09-21,1.6099
2010-09-20,1.6103
2010-09-17,1.60187
2010-09-16,1.59567
2010-09-15,1.58823
2010-09-14,1.59065
2010-09-13,1.59434
2010-09-10,1.60181
2010-09-09,1.60721
2010-09-08,1.59872
2010-09-07,1.59977
2010-09-06,1.61059
2010-09-03,1.62366
2010-09-02,1.63215
2010-09-01,1.6349
2010-08-31,1.63264
2010-08-30,1.63552
2010-08-27,1.64059
2010-08-26,1.63688
2010-08-25,1.63264
2010-08-24,1.62932
2010-08-23,1.62154
2010-08-20,1.61033
2010-08-19,1.61169
2010-08-18,1.62286
2010-08-17,1.6274
2010-08-16,1.6276
2010-08-13,1.63359
2010-08-12,1.63378
2010-08-11,1.63423
2010-08-10,1.63805
2010-08-09,1.62737
2010-08-06,1.61701
2010-08-05,1.62782
2010-08-04,1.62695
2010-08-03,1.61876
2010-08-02,1.61557
2010-07-30,1.61474
2010-07-29,1.6096
2010-07-28,1.6025
2010-07-27,1.59997
2010-07-26,1.59416
2010-07-23,1.58735
2010-07-22,1.59215
2010-07-21,1.60515
2010-07-20,1.61206
2010-07-19,1.60725
2010-07-16,1.58418
2010-07-15,1.56876
2010-07-14,1.55771
2010-07-13,1.55498
2010-07-12,1.56707
2010-07-09,1.58857
2010-07-08,1.59996
2010-07-07,1.60623
2010-07-06,1.61174
2010-07-05,1.60752
2010-07-02,1.59187
2010-07-01,1.58226
2010-06-30,1.57268
2010-06-29,1.55959
2010-06-28,1.55895
2010-06-25,1.55287
2010-06-24,1.53118
2010-06-23,1.51165
2010-06-22,1.5124
2010-06-21,1.51556
2010-06-18,1.51804
2010-06-17,1.51985
2010-06-16,1.51838
2010-06-15,1.51024
2010-06-14,1.50682
2010-06-11,1.5151
2010-06-10,1.51796
2010-06-09,1.52524
2010-06-08,1.53392
2010-06-07,1.53116
2010-06-04,1.5281
2010-06-03,1.53394
2010-06-02,1.52619
2010-06-01,1.52094
2010-05-31,1.52642
2010-05-28,1.53318
2010-05-27,1.53933
2010-05-26,1.5377
2010-05-25,1.53047
2010-05-24,1.52907
2010-05-21,1.51254
2010-05-20,1.49575
2010-05-19,1.49173
2010-05-18,1.49907
2010-05-17,1.50209
2010-05-14,1.50499
2010-05-13,1.51827
2010-05-12,1.5245
2010-05-11,1.53561
2010-05-10,1.54944
2010-05-07,1.55672
2010-05-06,1.55188
2010-05-05,1.5466
2010-05-04,1.54969
2010-05-03,1.54782
2010-04-30,1.53655
2010-04-29,1.54248
2010-04-28,1.54512
2010-04-27,1.54169
2010-04-26,1.53751
2010-04-23,1.53756
2010-04-22,1.53858
2010-04-21,1.54815
2010-04-20,1.55416
2010-04-19,1.55246
2010-04-16,1.54463
2010-04-15,1.54234
2010-04-14,1.54539
2010-04-13,1.54564
2010-04-12,1.5377
2010-04-09,1.52916
2010-04-08,1.52395
2010-04-07,1.52688
2010-04-06,1.53558
2010-04-05,1.53895
2010-04-02,1.54026
2010-04-01,1.5379
2010-03-31,1.53366
2010-03-30,1.52994
2010-03-29,1.52655
2010-03-26,1.52283
2010-03-25,1.52817
2010-03-24,1.5315
2010-03-23,1.52971
2010-03-22,1.53463
2010-03-19,1.54624
2010-03-18,1.54438
2010-03-17,1.53825
2010-03-16,1.54156
2010-03-15,1.54668
2010-03-12,1.53903
2010-03-11,1.53617
2010-03-10,1.54505
2010-03-09,1.55499
2010-03-08,1.55585
2010-03-05,1.55365
2010-03-04,1.55276
2010-03-03,1.55853
2010-03-02,1.58468
2010-03-01,1.60893
2010-02-26,1.62304
2010-02-25,1.62437
2010-02-24,1.61533
2010-02-23,1.60935
2010-02-22,1.61651
2010-02-19,1.63652
2010-02-18,1.64368
2010-02-17,1.64314
2010-02-16,1.64586
2010-02-15,1.65049
2010-02-12,1.65927
2010-02-11,1.67135
2010-02-10,1.67173
2010-02-09,1.67268
2010-02-08,1.6814
2010-02-05,1.68894
2010-02-04,1.69101
2010-02-03,1.69557
2010-02-02,1.70538
2010-02-01,1.71382
2010-01-29,1.71965
2010-01-28,1.71924
2010-01-27,1.71382
2010-01-26,1.70604
2010-01-25,1.70252
2010-01-22,1.69806
2010-01-21,1.69084
2010-01-20,1.68141
2010-01-19,1.67565
2010-01-18,1.67521
2010-01-15,1.67876
2010-01-14,1.67718
2010-01-13,1.66544
2010-01-12,1.65538
2010-01-11,1.65005
2010-01-08,1.65296
2010-01-07,1.66231
2010-01-06,1.67402
2010-01-05,1.69052
2010-01-04,1.69901
2010-01-01,1.68637
2009-12-31,1.66909
2009-12-30,1.66836
2009-12-29,1.67314
2009-12-28,1.67709
2009-12-25,1.67709
2009-12-24,1.68738
2009-12-23,1.70434
2009-12-22,1.71766
2009-12-21,1.72612
2009-12-18,1.73055
2009-12-17,1.72747
2009-12-16,1.72463
2009-12-15,1.72393
2009-12-14,1.7206
2009-12-11,1.71831
2009-12-10,1.72524
2009-12-09,1.72954
2009-12-08,1.73739
2009-12-07,1.74419
2009-12-04,1.74523
2009-12-03,1.73811
2009-12-02,1.73807
2009-12-01,1.74751
2009-11-30,1.75048
2009-11-27,1.74963
2009-11-26,1.75411
2009-11-25,1.7565
2009-11-24,1.76237
2009-11-23,1.76815
2009-11-20,1.76722
2009-11-19,1.7667
2009-11-18,1.76327
2009-11-17,1.75404
2009-11-16,1.74713
2009-11-13,1.7398
2009-11-12,1.75374
2009-11-11,1.77072
2009-11-10,1.7831
2009-11-09,1.77766
2009-11-06,1.75908
2009-11-05,1.75742
2009-11-04,1.76571
2009-11-03,1.77604
2009-11-02,1.77813
2009-10-30,1.76282
2009-10-29,1.75002
2009-10-28,1.73736
2009-10-27,1.72079
2009-10-26,1.72511
2009-10-23,1.73523
2009-10-22,1.71723
2009-10-21,1.69571
2009-10-20,1.69317
2009-10-19,1.68225
2009-10-16,1.65193
2009-10-15,1.63906
2009-10-14,1.63713
2009-10-13,1.64612
2009-10-12,1.66677
2009-10-09,1.69045
2009-10-08,1.68997
2009-10-07,1.7046
2009-10-06,1.71789
2009-10-05,1.71934
2009-10-02,1.71867
2009-10-01,1.72653
2009-09-30,1.73081
2009-09-29,1.73661
2009-09-28,1.74438
2009-09-25,1.75174
2009-09-24,1.75118
2009-09-23,1.74512
2009-09-22,1.74108
2009-09-21,1.74574
2009-09-18,1.75918
2009-09-17,1.77329
2009-09-16,1.79309
2009-09-15,1.79755
2009-09-14,1.79326
2009-09-11,1.78879
2009-09-10,1.77798
2009-09-09,1.76975
2009-09-08,1.77579
2009-09-07,1.78986
2009-09-04,1.79555
2009-09-03,1.78534
2009-09-02,1.7815
2009-09-01,1.78009
2009-08-31,1.77648
2009-08-28,1.77727
2009-08-27,1.77349
2009-08-26,1.77084
2009-08-25,1.77983
2009-08-24,1.79367
2009-08-21,1.81243
2009-08-20,1.81838
2009-08-19,1.81478
2009-08-18,1.81395
2009-08-17,1.81031
2009-08-14,1.80426
2009-08-13,1.80806
2009-08-12,1.80251
2009-08-11,1.80203
2009-08-10,1.8081
2009-08-07,1.81675
2009-08-06,1.81702
2009-08-05,1.80753
2009-08-04,1.80286
2009-08-03,1.79584
2009-07-31,1.78421
2009-07-30,1.78101
2009-07-29,1.78278
2009-07-28,1.78469
2009-07-27,1.79409
2009-07-24,1.80933
2009-07-23,1.81576
2009-07-22,1.82257
2009-07-21,1.82193
2009-07-20,1.82524
2009-07-17,1.83969
2009-07-16,1.85395
2009-07-15,1.87125
2009-07-14,1.88332
2009-07-13,1.88416
2009-07-10,1.87757
2009-07-09,1.877
2009-07-08,1.8839
2009-07-07,1.89023
2009-07-06,1.89504
2009-07-03,1.89714
2009-07-02,1.90796
2009-07-01,1.91381
2009-06-30,1.90737
2009-06-29,1.90076
2009-06-26,1.89312
2009-06-25,1.88917
2009-06-24,1.88175
2009-06-23,1.87615
2009-06-22,1.86308
2009-06-19,1.85173
2009-06-18,1.85406
2009-06-17,1.84861
2009-06-16,1.84266
2009-06-15,1.83153
2009-06-12,1.81169
2009-06-11,1.80073
2009-06-10,1.79002
2009-06-09,1.78693
2009-06-08,1.79242
2009-06-05,1.79925
2009-06-04,1.79589
2009-06-03,1.7852
2009-06-02,1.77179
2009-06-01,1.77312
2009-05-29,1.78311
2009-05-28,1.78496
2009-05-27,1.78799
2009-05-26,1.78585
2009-05-25,1.78839
2009-05-22,1.79431
2009-05-21,1.78916
2009-05-20,1.78698
2009-05-19,1.78608
2009-05-18,1.78414
2009-05-15,1.77513
2009-05-14,1.76973
2009-05-13,1.76155
2009-05-12,1.75091
2009-05-11,1.7552
2009-05-08,1.76491
2009-05-07,1.76911
2009-05-06,1.7668
2009-05-05,1.76722
2009-05-04,1.76993
2009-05-01,1.77516
2009-04-30,1.78185
2009-04-29,1.78018
2009-04-28,1.77551
2009-04-27,1.78422
2009-04-24,1.80115
2009-04-23,1.80647
2009-04-22,1.80037
2009-04-21,1.79366
2009-04-20,1.79809
2009-04-17,1.80577
2009-04-16,1.81116
2009-04-15,1.80816
2009-04-14,1.80079
2009-04-13,1.80304
2009-04-10,1.81405
2009-04-09,1.82179
2009-04-08,1.82664
2009-04-07,1.82758
2009-04-06,1.82509
2009-04-03,1.82209
2009-04-02,1.80959
2009-04-01,1.78978
2009-03-31,1.77606
2009-03-30,1.78233
2009-03-27,1.79378
2009-03-26,1.79835
2009-03-25,1.79439
2009-03-24,1.79336
2009-03-23,1.78932
2009-03-20,1.77947
2009-03-19,1.78082
2009-03-18,1.78757
2009-03-17,1.78537
2009-03-16,1.78095
2009-03-13,1.7752
2009-03-12,1.77206
2009-03-11,1.79132
2009-03-10,1.80787
2009-03-09,1.8129
2009-03-06,1.81245
2009-03-05,1.81418
2009-03-04,1.81396
2009-03-03,1.81947
2009-03-02,1.81253
2009-02-27,1.79126
2009-02-26,1.80342
2009-02-25,1.81061
2009-02-24,1.80907
2009-02-23,1.8027
2009-02-20,1.79615
2009-02-19,1.792
2009-02-18,1.78098
2009-02-17,1.77142
2009-02-16,1.7746
2009-02-13,1.78534
2009-02-12,1.80236
2009-02-11,1.81234
2009-02-10,1.80995
2009-02-09,1.79692
2009-02-06,1.7839
2009-02-05,1.77689
2009-02-04,1.77075
2009-02-03,1.77403
2009-02-02,1.76568
2009-01-30,1.73556
2009-01-29,1.734
2009-01-28,1.71236
2009-01-27,1.69434
2009-01-26,1.7177
2009-01-23,1.7483
2009-01-22,1.76161
2009-01-21,1.79713
2009-01-20,1.83124
2009-01-19,1.82944
2009-01-16,1.81095
2009-01-15,1.78863
2009-01-14,1.79425
2009-01-13,1.79641
2009-01-12,1.80121
2009-01-09,1.79543
2009-01-08,1.76489
2009-01-07,1.74902
2009-01-06,1.75377
2009-01-05,1.76467
2009-01-02,1.77845
2009-01-01,1.76792
2008-12-31,1.77433
2008-12-30,1.78105
2008-12-29,1.78425
2008-12-26,1.79238
2008-12-25,1.79791
2008-12-24,1.80483
2008-12-23,1.80882
2008-12-22,1.82348
2008-12-19,1.84846
2008-12-18,1.87422
2008-12-17,1.8761
2008-12-16,1.8636
2008-12-15,1.86012
2008-12-12,1.85919
2008-12-11,1.86214
2008-12-10,1.86488
2008-12-09,1.86831
2008-12-08,1.86135
2008-12-05,1.85458
2008-12-04,1.8579
2008-12-03,1.86582
2008-12-02,1.89116
2008-12-01,1.90081
2008-11-28,1.89155
2008-11-27,1.88379
2008-11-26,1.8806
2008-11-25,1.88998
2008-11-24,1.88645
2008-11-21,1.87037
2008-11-20,1.849
2008-11-19,1.83756
2008-11-18,1.82602
2008-11-17,1.82805
2008-11-14,1.84295
2008-11-13,1.85691
2008-11-12,1.86256
2008-11-11,1.86029
2008-11-10,1.86142
2008-11-07,1.85488
2008-11-06,1.84954
2008-11-05,1.88636
2008-11-04,1.93686
2008-11-03,1.96562
2008-10-31,2.00492
2008-10-30,2.02491
2008-10-29,2.01116
2008-10-28,2.01301
2008-10-27,2.03519
2008-10-24,2.03536
2008-10-23,2.03439
2008-10-22,2.05006
2008-10-21,2.04803
2008-10-20,2.04636
2008-10-17,2.04645
2008-10-16,2.02397
2008-10-15,2.0045
2008-10-14,2.00441
2008-10-13,1.98186
2008-10-10,1.94485
2008-10-09,1.93284
2008-10-08,1.92272
2008-10-07,1.91683
2008-10-06,1.90586
2008-10-03,1.88746
2008-10-02,1.88915
2008-10-01,1.88914
2008-09-30,1.89376
2008-09-29,1.91032
2008-09-26,1.91768
2008-09-25,1.91961
2008-09-24,1.92071
2008-09-23,1.91952
2008-09-22,1.92603
2008-09-19,1.9307
2008-09-18,1.9153
2008-09-17,1.91596
2008-09-16,1.90987
2008-09-15,1.89481
2008-09-12,1.88301
2008-09-11,1.87969
2008-09-10,1.87798
2008-09-09,1.88028
2008-09-08,1.87987
2008-09-05,1.89036
2008-09-04,1.90391
2008-09-03,1.91622
2008-09-02,1.92859
2008-09-01,1.93111
2008-08-29,1.92252
2008-08-28,1.92953
2008-08-27,1.93702
2008-08-26,1.93943
2008-08-25,1.95123
2008-08-22,1.97307
2008-08-21,1.97969
2008-08-20,1.9805
2008-08-19,1.97735
2008-08-18,1.98004
2008-08-15,1.99512
2008-08-14,2.01912
2008-08-13,2.03816
2008-08-12,2.04667
2008-08-11,2.04629
2008-08-08,2.04112
2008-08-07,2.03871
2008-08-06,2.03369
2008-08-05,2.02865
2008-08-04,2.02872
2008-08-01,2.02794
2008-07-31,2.03007
2008-07-30,2.03334
2008-07-29,2.03039
2008-07-28,2.024
2008-07-25,2.01253
2008-07-24,2.0107
2008-07-23,2.00627
2008-07-22,2.00731
2008-07-21,2.00807
2008-07-18,2.00493
2008-07-17,2.0068
2008-07-16,2.00663
2008-07-15,2.00567
2008-07-14,2.00461
2008-07-11,2.00205
2008-07-10,2.00654
2008-07-09,2.01174
2008-07-08,2.01639
2008-07-07,2.02029
2008-07-04,2.02319
2008-07-03,2.03109
2008-07-02,2.02662
2008-07-01,2.01655
2008-06-30,2.01004
2008-06-27,1.9975
2008-06-26,1.9951
2008-06-25,1.9981
2008-06-24,2.00345
2008-06-23,2.00408
2008-06-20,1.99473
2008-06-19,1.99526
2008-06-18,2.00413
2008-06-17,2.00728
2008-06-16,2.00195
2008-06-13,1.99751
2008-06-12,2.003
2008-06-11,2.01152
2008-06-10,2.01025
2008-06-09,2.00125
2008-06-06,1.9844
2008-06-05,1.9756
2008-06-04,1.967
2008-06-03,1.96497
2008-06-02,1.96354
2008-05-30,1.95827
2008-05-29,1.96282
2008-05-28,1.96052
2008-05-27,1.95932
2008-05-26,1.95416
2008-05-23,1.94513
2008-05-22,1.94349
2008-05-21,1.94406
2008-05-20,1.95015
2008-05-19,1.95372
2008-05-16,1.95028
2008-05-15,1.95417
2008-05-14,1.96327
2008-05-13,1.96589
2008-05-12,1.96902
2008-05-09,1.97409
2008-05-08,1.97793
2008-05-07,1.99668
2008-05-06,2.00777
2008-05-05,2.00877
2008-05-02,2.00125
2008-05-01,1.99838
2008-04-30,2.00905
2008-04-29,2.01149
2008-04-28,2.01223
2008-04-25,2.01108
2008-04-24,2.00742
2008-04-23,2.00086
2008-04-22,2.00366
2008-04-21,1.99874
2008-04-18,1.98794
2008-04-17,1.99735
2008-04-16,2.01327
2008-04-15,2.01882
2008-04-14,2.01403
2008-04-11,2.00822
2008-04-10,2.00321
2008-04-09,2.00906
2008-04-08,2.01285
2008-04-07,2.01105
2008-04-04,2.01549
2008-04-03,2.02405
2008-04-02,2.03295
2008-04-01,2.03819
2008-03-31,2.0415
2008-03-28,2.04173
2008-03-27,2.03288
2008-03-26,2.02801
2008-03-25,2.03005
2008-03-24,2.02482
2008-03-21,2.01022
2008-03-20,1.99515
2008-03-19,1.99748
2008-03-18,1.9971
2008-03-17,2.0009
2008-03-14,2.00165
2008-03-13,1.99548
2008-03-12,1.99735
2008-03-11,1.99687
2008-03-10,1.98433
2008-03-07,1.96837
2008-03-06,1.96879
2008-03-05,1.96345
2008-03-04,1.96011
2008-03-03,1.95632
2008-02-29,1.94434
2008-02-28,1.95178
2008-02-27,1.96566
2008-02-26,1.98512
2008-02-25,1.98472
2008-02-22,1.97446
2008-02-21,1.97264
2008-02-20,1.9677
2008-02-19,1.97131
2008-02-18,1.96936
2008-02-15,1.96114
2008-02-14,1.95848
2008-02-13,1.95167
2008-02-12,1.94579
2008-02-11,1.9532
2008-02-08,1.97097
2008-02-07,1.97145
2008-02-06,1.96519
2008-02-05,1.95993
2008-02-04,1.96643
2008-02-01,1.98325
2008-01-31,1.9859
2008-01-30,1.99318
2008-01-29,1.99842
2008-01-28,1.9984
2008-01-25,2.00169
2008-01-24,2.01064
2008-01-23,2.00956
2008-01-22,2.00847
2008-01-21,2.0107
2008-01-18,2.00972
2008-01-17,1.99956
2008-01-16,1.99472
2008-01-15,1.99508
2008-01-14,1.9884
2008-01-11,1.97775
2008-01-10,1.97754
2008-01-09,1.97741
2008-01-08,1.97808
2008-01-07,1.97393
2008-01-04,1.96527
2008-01-03,1.97173
2008-01-02,1.97344
2008-01-01,1.96009
2007-12-31,1.95656
2007-12-28,1.95096
2007-12-27,1.94955
2007-12-26,1.95322
2007-12-25,1.96402
2007-12-24,1.97729
2007-12-21,2.00351
2007-12-20,2.02447
2007-12-19,2.03714
2007-12-18,2.04885
2007-12-17,2.0606
2007-12-14,2.06973
2007-12-13,2.06364
2007-12-12,2.05765
2007-12-11,2.04668
2007-12-10,2.04647
2007-12-07,2.06287
2007-12-06,2.07413
2007-12-05,2.06853
2007-12-04,2.0587
2007-12-03,2.05222
2007-11-30,2.05226
2007-11-29,2.05487
2007-11-28,2.04552
2007-11-27,2.03746
2007-11-26,2.03738
2007-11-23,2.03071
2007-11-22,2.02591
2007-11-21,2.01443
2007-11-20,2.00246
2007-11-19,1.99545
2007-11-16,1.98659
2007-11-15,1.98586
2007-11-14,1.98419
2007-11-13,1.97604
2007-11-12,1.96814
2007-11-09,1.94209
2007-11-08,1.92431
2007-11-07,1.94123
2007-11-06,1.95002
2007-11-05,1.95857
2007-11-02,1.97031
2007-11-01,1.97217
2007-10-31,1.97067
2007-10-30,1.97317
2007-10-29,1.97736
2007-10-26,1.98297
2007-10-25,1.98391
2007-10-24,1.98529
2007-10-23,1.98597
2007-10-22,1.98636
2007-10-19,1.99026
2007-10-18,1.99058
2007-10-17,1.98902
2007-10-16,1.98213
2007-10-15,1.98502
2007-10-12,1.99801
2007-10-11,2.00417
2007-10-10,2.00553
2007-10-09,2.00434
2007-10-08,2.01343
2007-10-05,2.03178
2007-10-04,2.03278
2007-10-03,2.03148
2007-10-02,2.03097
2007-10-01,2.02969
2007-09-28,2.02668
2007-09-27,2.02535
2007-09-26,2.02234
2007-09-25,2.02292
2007-09-24,2.02236
2007-09-21,2.02699
2007-09-20,2.03784
2007-09-19,2.05037
2007-09-18,2.06257
2007-09-17,2.07906
2007-09-14,2.10501
2007-09-13,2.11959
2007-09-12,2.13252
2007-09-11,2.14165
2007-09-10,2.1366
2007-09-07,2.1254
2007-09-06,2.11938
2007-09-05,2.12332
2007-09-04,2.12718
2007-09-03,2.13191
2007-08-31,2.13536
2007-08-30,2.12978
2007-08-29,2.12102
2007-08-28,2.11818
2007-08-27,2.11716
2007-08-24,2.11218
2007-08-23,2.10628
2007-08-22,2.10124
2007-08-21,2.10075
2007-08-20,2.11597
2007-08-17,2.14003
2007-08-16,2.13206
2007-08-15,2.12424
2007-08-14,2.12756
2007-08-13,2.13347
2007-08-10,2.13639
2007-08-09,2.13508
2007-08-08,2.14224
2007-08-07,2.15244
2007-08-06,2.15268
2007-08-03,2.15036
2007-08-02,2.16013
2007-08-01,2.16062
2007-07-31,2.15688
2007-07-30,2.15016
2007-07-27,2.13982
2007-07-26,2.14115
2007-07-25,2.15206
2007-07-24,2.15364
2007-07-23,2.15041
2007-07-20,2.1407
2007-07-19,2.13619
2007-07-18,2.12982
2007-07-17,2.13016
2007-07-16,2.13313
2007-07-13,2.13859
2007-07-12,2.13424
2007-07-11,2.11559
2007-07-10,2.10992
2007-07-09,2.11825
2007-07-06,2.13327
2007-07-05,2.13501
2007-07-04,2.1325
2007-07-03,2.13437
2007-07-02,2.13678
2007-06-29,2.13584
2007-06-28,2.13928
2007-06-27,2.13928
2007-06-26,2.13775
2007-06-25,2.13292
2007-06-22,2.12502
2007-06-21,2.11965
2007-06-20,2.12181
2007-06-19,2.11691
2007-06-18,2.1077
2007-06-15,2.10502
2007-06-14,2.10261
2007-06-13,2.09227
2007-06-12,2.08941
2007-06-11,2.09556
2007-06-08,2.10841
2007-06-07,2.11232
2007-06-06,2.10808
2007-06-05,2.10333
2007-06-04,2.1089
2007-06-01,2.12044
2007-05-31,2.12969
2007-05-30,2.14095
2007-05-29,2.14285
2007-05-28,2.14601
2007-05-25,2.15034
2007-05-24,2.14573
2007-05-23,2.14188
2007-05-22,2.14626
2007-05-21,2.16083
2007-05-18,2.17938
2007-05-17,2.18309
2007-05-16,2.19047
2007-05-15,2.19957
2007-05-14,2.20135
2007-05-11,2.20303
2007-05-10,2.20162
2007-05-09,2.19994
2007-05-08,2.20523
2007-05-07,2.206
2007-05-04,2.20866
2007-05-03,2.2166
2007-05-02,2.22085
2007-05-01,2.22608
2007-04-30,2.2312
2007-04-27,2.23679
2007-04-26,2.24342
2007-04-25,2.24556
2007-04-24,2.24905
2007-04-23,2.25438
2007-04-20,2.26368
2007-04-19,2.26479
2007-04-18,2.25808
2007-04-17,2.25752
2007-04-16,2.25674
2007-04-13,2.25547
2007-04-12,2.26383
2007-04-11,2.26266
2007-04-10,2.26169
2007-04-09,2.27023
2007-04-06,2.28324
2007-04-05,2.28672
2007-04-04,2.28368
2007-04-03,2.27472
2007-04-02,2.27281
2007-03-30,2.27555
2007-03-29,2.2767
2007-03-28,2.27993
2007-03-27,2.27941
2007-03-26,2.27679
2007-03-23,2.27641
2007-03-22,2.2804
2007-03-21,2.28693
2007-03-20,2.28518
2007-03-19,2.28087
2007-03-16,2.27171
2007-03-15,2.2641
2007-03-14,2.26263
2007-03-13,2.26542
2007-03-12,2.26958
2007-03-09,2.27469
2007-03-08,2.27084
2007-03-07,2.27029
2007-03-06,2.27971
2007-03-05,2.29294
2007-03-02,2.29356
2007-03-01,2.28668
2007-02-28,2.27892
2007-02-27,2.27662
2007-02-26,2.27364
2007-02-23,2.27328
2007-02-22,2.27962
2007-02-21,2.27442
2007-02-20,2.27031
2007-02-19,2.27404
2007-02-16,2.28137
2007-02-15,2.28012
2007-02-14,2.28496
2007-02-13,2.28696
2007-02-12,2.30268
2007-02-09,2.33049
2007-02-08,2.32763
2007-02-07,2.32302
2007-02-06,2.32555
2007-02-05,2.32276
2007-02-02,2.31342
2007-02-01,2.31541
2007-01-31,2.3179
2007-01-30,2.31264
2007-01-29,2.31481
2007-01-26,2.32479
2007-01-25,2.33656
2007-01-24,2.3334
2007-01-23,2.31733
2007-01-22,2.31429
2007-01-19,2.31239
2007-01-18,2.30386
2007-01-17,2.29521
2007-01-16,2.29329
2007-01-15,2.28688
2007-01-12,2.27808
2007-01-11,2.28061
2007-01-10,2.27696
2007-01-09,2.26683
2007-01-08,2.27166
2007-01-05,2.28931
2007-01-04,2.29343
2007-01-03,2.28844
2007-01-02,2.28023
2007-01-01,2.28023
2006-12-29,2.27375
2006-12-28,2.27179
2006-12-27,2.26921
2006-12-26,2.26921
2006-12-25,2.26537
2006-12-22,2.26215
2006-12-21,2.26477
2006-12-20,2.26014
2006-12-19,2.25921
2006-12-18,2.26512
2006-12-15,2.27132
2006-12-14,2.26426
2006-12-13,2.25051
2006-12-12,2.24429
2006-12-11,2.25104
2006-12-08,2.25559
2006-12-07,2.25408
2006-12-06,2.25888
2006-12-05,2.26531
2006-12-04,2.25129
2006-12-01,2.22077
2006-11-30,2.20706
2006-11-29,2.19779
2006-11-28,2.19527
2006-11-27,2.19053
2006-11-24,2.1836
2006-11-23,2.17843
2006-11-22,2.1744
2006-11-21,2.17206
2006-11-20,2.16537
2006-11-17,2.15304
2006-11-16,2.15776
2006-11-15,2.16302
2006-11-14,2.16369
2006-11-13,2.15985
2006-11-10,2.15342
2006-11-09,2.15194
2006-11-08,2.14869
2006-11-07,2.14839
2006-11-06,2.15349
2006-11-03,2.15834
2006-11-02,2.1469
2006-11-01,2.13574
2006-10-31,2.12748
2006-10-30,2.12247
2006-10-27,2.11582
2006-10-26,2.11328
2006-10-25,2.11384
2006-10-24,2.11639
2006-10-23,2.12101
2006-10-20,2.12603
2006-10-19,2.1273
2006-10-18,2.11918
2006-10-17,2.11305
2006-10-16,2.11113
2006-10-13,2.108
2006-10-12,2.10277
2006-10-11,2.09978
2006-10-10,2.10294
2006-10-09,2.11153
2006-10-06,2.12056
2006-10-05,2.11613
2006-10-04,2.10521
2006-10-03,2.09577
2006-10-02,2.09265
2006-09-29,2.09753
2006-09-28,2.11143
2006-09-27,2.12049
2006-09-26,2.12422
2006-09-25,2.12598
2006-09-22,2.12766
2006-09-21,2.11788
2006-09-20,2.10594
2006-09-19,2.10334
2006-09-18,2.1045
2006-09-15,2.10233
2006-09-14,2.09782
2006-09-13,2.09296
2006-09-12,2.09026
2006-09-11,2.08686
2006-09-08,2.08727
2006-09-07,2.10153
2006-09-06,2.10647
2006-09-05,2.10647
2006-09-04,2.10641
2006-09-01,2.10935
2006-08-31,2.10603
2006-08-30,2.10224
2006-08-29,2.0962
2006-08-28,2.09639
2006-08-25,2.10289
2006-08-24,2.10771
2006-08-23,2.11537
2006-08-22,2.11853
2006-08-21,2.11854
2006-08-18,2.12127
2006-08-17,2.12616
2006-08-16,2.12924
2006-08-15,2.12609
2006-08-14,2.12824
2006-08-11,2.13432
2006-08-10,2.13639
2006-08-09,2.13786
2006-08-08,2.14609
2006-08-07,2.13752
2006-08-04,2.1176
2006-08-03,2.117
2006-08-02,2.11099
2006-08-01,2.10683
2006-07-31,2.10811
2006-07-28,2.10481
2006-07-27,2.10312
2006-07-26,2.11
2006-07-25,2.11394
2006-07-24,2.10658
2006-07-21,2.08746
2006-07-20,2.07565
2006-07-19,2.06893
2006-07-18,2.07066
2006-07-17,2.07762
2006-07-14,2.08395
2006-07-13,2.08305
2006-07-12,2.07187
2006-07-11,2.0642
2006-07-10,2.05448
2006-07-07,2.04209
2006-07-06,2.04377
2006-07-05,2.05129
2006-07-04,2.05837
2006-07-03,2.052
2006-06-30,2.03765
2006-06-29,2.04482
2006-06-28,2.044
2006-06-27,2.04106
2006-06-26,2.04183
2006-06-23,2.04708
2006-06-22,2.05608
2006-06-21,2.06572
2006-06-20,2.0736
2006-06-19,2.07027
2006-06-16,2.05333
2006-06-15,2.04076
2006-06-14,2.03152
2006-06-13,2.03421
2006-06-12,2.04796
2006-06-09,2.06749
2006-06-08,2.07187
2006-06-07,2.07305
2006-06-06,2.07208
2006-06-05,2.06764
2006-06-02,2.06033
2006-06-01,2.06343
2006-05-31,2.06041
2006-05-30,2.05618
2006-05-29,2.06722
2006-05-26,2.09443
2006-05-25,2.10502
2006-05-24,2.10325
2006-05-23,2.10361
2006-05-22,2.10299
2006-05-19,2.1009
2006-05-18,2.09335
2006-05-17,2.09693
2006-05-16,2.10175
2006-05-15,2.08566
2006-05-12,2.05597
2006-05-11,2.05631
2006-05-10,2.06218
2006-05-09,2.05901
2006-05-08,2.0515
2006-05-05,2.04055
2006-05-04,2.03621
2006-05-03,2.03621
2006-05-02,2.03879
2006-05-01,2.03095
2006-04-28,2.0172
2006-04-27,2.02312
2006-04-26,2.02985
2006-04-25,2.02987
2006-04-24,2.0293
2006-04-21,2.03199
2006-04-20,2.03149
2006-04-19,2.02619
2006-04-18,2.02007
2006-04-17,2.0156
2006-04-14,2.01033
2006-04-13,2.00374
2006-04-12,2.00048
2006-04-11,2.00165
2006-04-10,2.01331
2006-04-07,2.03476
