Date,CURRFX.EURAUD.1
2010-09-28,1.4038
2010-09-27,1.40521
2010-09-24,1.40088
2010-09-23,1.39331
2010-09-22,1.38474
2010-09-21,1.38665
2010-09-20,1.39426
2010-09-17,1.39164
2010-09-16,1.38302
2010-09-15,1.37763
2010-09-14,1.37285
2010-09-13,1.37137
2010-09-10,1.38004
2010-09-09,1.39117
2010-09-08,1.40012
2010-09-07,1.40607
2010-09-06,1.40804
2010-09-03,1.41057
2010-09-02,1.41669
2010-09-01,1.42219
2010-08-31,1.41803
2010-08-30,1.42402
2010-08-27,1.43278
2010-08-26,1.43205
2010-08-25,1.42574
2010-08-24,1.4216
2010-08-23,1.42591
2010-08-20,1.42989
2010-08-19,1.42684
2010-08-18,1.42793
2010-08-17,1.43124
2010-08-16,1.4304
2010-08-13,1.43641
2010-08-12,1.4405
2010-08-11,1.4437
2010-08-10,1.44497
2010-08-09,1.44407
2010-08-06,1.44107
2010-08-05,1.4449
2010-08-04,1.44547
2010-08-03,1.44068
2010-08-02,1.4465
2010-07-30,1.45231
2010-07-29,1.44847
2010-07-28,1.43988
2010-07-27,1.44079
2010-07-26,1.44375
2010-07-23,1.45083
2010-07-22,1.46053
2010-07-21,1.478
2010-07-20,1.48922
2010-07-19,1.477
2010-07-16,1.45198
2010-07-15,1.44136
2010-07-14,1.44055
2010-07-13,1.44363
2010-07-12,1.44363
2010-07-09,1.45906
2010-07-08,1.47925
2010-07-07,1.4865
2010-07-06,1.49147
2010-07-05,1.48605
2010-07-02,1.4627
2010-07-01,1.43558
2010-06-30,1.42027
2010-06-29,1.41339
2010-06-28,1.41589
2010-06-25,1.41357
2010-06-24,1.40584
2010-06-23,1.40286
2010-06-22,1.41076
2010-06-21,1.42325
2010-06-18,1.42755
2010-06-17,1.42652
2010-06-16,1.42629
2010-06-15,1.42285
2010-06-14,1.42671
2010-06-11,1.43764
2010-06-10,1.45124
2010-06-09,1.4597
2010-06-08,1.4596
2010-06-07,1.45122
2010-06-04,1.45406
2010-06-03,1.46444
2010-06-02,1.45957
2010-06-01,1.45239
2010-05-31,1.45394
2010-05-28,1.47003
2010-05-27,1.48988
2010-05-26,1.50105
2010-05-25,1.50138
2010-05-24,1.50473
2010-05-21,1.47815
2010-05-20,1.4351
2010-05-19,1.41168
2010-05-18,1.4024
2010-05-17,1.39762
2010-05-14,1.40681
2010-05-13,1.41592
2010-05-12,1.42141
2010-05-11,1.43226
2010-05-10,1.43001
2010-05-07,1.41866
2010-05-06,1.42477
2010-05-05,1.42899
2010-05-04,1.43177
2010-05-03,1.43432
2010-04-30,1.4289
2010-04-29,1.43545
2010-04-28,1.44057
2010-04-27,1.43944
2010-04-26,1.4415
2010-04-23,1.44006
2010-04-22,1.44364
2010-04-21,1.45355
2010-04-20,1.46272
2010-04-19,1.4586
2010-04-16,1.457
2010-04-15,1.46354
2010-04-14,1.46595
2010-04-13,1.45757
2010-04-12,1.44399
2010-04-09,1.43998
2010-04-08,1.44437
2010-04-07,1.45512
2010-04-06,1.46636
2010-04-05,1.46975
2010-04-02,1.47217
2010-04-01,1.4685
2010-03-31,1.46708
2010-03-30,1.4773
2010-03-29,1.47583
2010-03-26,1.4639
2010-03-25,1.46895
2010-03-24,1.47619
2010-03-23,1.47928
2010-03-22,1.47959
2010-03-19,1.48613
2010-03-18,1.49504
2010-03-17,1.49929
2010-03-16,1.50138
2010-03-15,1.5
2010-03-12,1.4906
2010-03-11,1.48897
2010-03-10,1.49501
2010-03-09,1.49985
2010-03-08,1.50592
2010-03-05,1.51218
2010-03-04,1.50757
2010-03-03,1.50536
2010-03-02,1.51464
2010-03-01,1.52218
2010-02-26,1.52151
2010-02-25,1.51689
2010-02-24,1.51212
2010-02-23,1.51281
2010-02-22,1.51378
2010-02-19,1.51579
2010-02-18,1.52239
2010-02-17,1.5275
2010-02-16,1.53231
2010-02-15,1.54047
2010-02-12,1.55729
2010-02-11,1.57242
2010-02-10,1.57573
2010-02-09,1.57541
2010-02-08,1.57619
2010-02-05,1.57711
2010-02-04,1.57516
2010-02-03,1.57358
2010-02-02,1.57015
2010-02-01,1.56523
2010-01-29,1.5605
2010-01-28,1.56535
2010-01-27,1.56583
2010-01-26,1.56607
2010-01-25,1.56197
2010-01-22,1.54915
2010-01-21,1.55089
2010-01-20,1.55404
2010-01-19,1.55709
2010-01-18,1.56006
2010-01-15,1.56545
2010-01-14,1.56919
2010-01-13,1.56345
2010-01-12,1.55819
2010-01-11,1.55885
2010-01-08,1.56532
2010-01-07,1.57344
2010-01-06,1.58222
2010-01-05,1.59055
2010-01-04,1.59632
2010-01-01,1.60242
2009-12-31,1.60814
2009-12-30,1.61645
2009-12-29,1.62428
2009-12-28,1.62758
2009-12-25,1.62665
2009-12-24,1.62665
2009-12-23,1.62202
2009-12-22,1.61476
2009-12-21,1.61275
2009-12-18,1.61586
2009-12-17,1.6103
2009-12-16,1.60439
2009-12-15,1.60486
2009-12-14,1.60475
2009-12-11,1.61534
2009-12-10,1.62489
2009-12-09,1.62489
2009-12-08,1.62541
2009-12-07,1.62495
2009-12-04,1.62634
2009-12-03,1.63105
2009-12-02,1.63893
2009-12-01,1.64662
2009-11-30,1.64728
2009-11-27,1.63178
2009-11-26,1.62369
2009-11-25,1.62418
2009-11-24,1.62281
2009-11-23,1.62152
2009-11-20,1.61196
2009-11-19,1.60328
2009-11-18,1.60146
2009-11-17,1.59902
2009-11-16,1.60024
2009-11-13,1.60876
2009-11-12,1.61264
2009-11-11,1.61361
2009-11-10,1.61445
2009-11-09,1.62276
2009-11-06,1.63352
2009-11-05,1.63223
2009-11-04,1.63506
2009-11-03,1.63484
2009-11-02,1.6332
2009-10-30,1.63033
2009-10-29,1.62591
2009-10-28,1.62219
2009-10-27,1.62622
2009-10-26,1.62538
2009-10-23,1.62039
2009-10-22,1.61631
2009-10-21,1.61666
2009-10-20,1.62244
2009-10-19,1.62553
2009-10-16,1.62703
2009-10-15,1.63202
2009-10-14,1.63132
2009-10-13,1.63209
2009-10-12,1.63209
2009-10-09,1.64165
2009-10-08,1.65524
2009-10-07,1.66626
2009-10-06,1.67867
2009-10-05,1.67599
2009-10-02,1.66056
2009-10-01,1.66608
2009-09-30,1.67875
2009-09-29,1.69047
2009-09-28,1.69205
2009-09-25,1.6915
2009-09-24,1.69221
2009-09-23,1.69599
2009-09-22,1.69799
2009-09-21,1.6925
2009-09-18,1.68794
2009-09-17,1.69316
2009-09-16,1.69785
2009-09-15,1.69356
2009-09-14,1.68955
2009-09-11,1.69011
2009-09-10,1.68224
2009-09-09,1.67777
2009-09-08,1.67869
2009-09-07,1.68885
2009-09-04,1.70764
2009-09-03,1.71065
2009-09-02,1.7059
2009-09-01,1.70161
2009-08-31,1.70677
2009-08-28,1.71564
2009-08-27,1.71228
2009-08-26,1.70761
2009-08-25,1.71028
2009-08-24,1.71526
2009-08-21,1.71438
2009-08-20,1.71415
2009-08-19,1.71402
2009-08-18,1.7127
2009-08-17,1.7035
2009-08-14,1.70418
2009-08-13,1.70661
2009-08-12,1.69499
2009-08-11,1.69286
2009-08-10,1.70009
2009-08-07,1.71024
2009-08-06,1.71008
2009-08-05,1.70824
2009-08-04,1.70578
2009-08-03,1.70765
2009-07-31,1.71381
2009-07-30,1.72005
2009-07-29,1.72581
2009-07-28,1.73552
2009-07-27,1.73837
2009-07-24,1.74032
2009-07-23,1.74352
2009-07-22,1.74878
2009-07-21,1.75436
2009-07-20,1.75864
2009-07-17,1.75979
2009-07-16,1.76598
2009-07-15,1.78157
2009-07-14,1.79
2009-07-13,1.78737
2009-07-10,1.77942
2009-07-09,1.76506
2009-07-08,1.75566
2009-07-07,1.75718
2009-07-06,1.75492
2009-07-03,1.75198
2009-07-02,1.74316
2009-07-01,1.74175
2009-06-30,1.74405
2009-06-29,1.74326
2009-06-26,1.75212
2009-06-25,1.76454
2009-06-24,1.76079
2009-06-23,1.73747
2009-06-22,1.73621
2009-06-19,1.74995
2009-06-18,1.7461
2009-06-17,1.73637
2009-06-16,1.72941
2009-06-15,1.7262
2009-06-12,1.73466
2009-06-11,1.74911
2009-06-10,1.75773
2009-06-09,1.76008
2009-06-08,1.76311
2009-06-05,1.75746
2009-06-04,1.74317
2009-06-03,1.74951
2009-06-02,1.75906
2009-06-01,1.77004
2009-05-29,1.77688
2009-05-28,1.7821
2009-05-27,1.79229
2009-05-26,1.79156
2009-05-25,1.78678
2009-05-22,1.77719
2009-05-21,1.76581
2009-05-20,1.77263
2009-05-19,1.79211
2009-05-18,1.80172
2009-05-15,1.79715
2009-05-14,1.78829
2009-05-13,1.78499
2009-05-12,1.77816
2009-05-11,1.77142
2009-05-08,1.77664
2009-05-07,1.79719
2009-05-06,1.80574
2009-05-05,1.81261
2009-05-04,1.81841
2009-05-01,1.83033
2009-04-30,1.8475
2009-04-29,1.84598
2009-04-28,1.83609
2009-04-27,1.83407
2009-04-24,1.83695
2009-04-23,1.83637
2009-04-22,1.8355
2009-04-21,1.81717
2009-04-20,1.81217
2009-04-17,1.82876
2009-04-16,1.8328
2009-04-15,1.82686
2009-04-14,1.82804
2009-04-13,1.84208
2009-04-10,1.8617
2009-04-09,1.86923
2009-04-08,1.87835
2009-04-07,1.88695
2009-04-06,1.88572
2009-04-03,1.89451
2009-04-02,1.91467
2009-04-01,1.92399
2009-03-31,1.92609
2009-03-30,1.92267
2009-03-27,1.93686
2009-03-26,1.9349
2009-03-25,1.94124
2009-03-24,1.96387
2009-03-23,1.98093
2009-03-20,1.98327
2009-03-19,1.97252
2009-03-18,1.96728
2009-03-17,1.9655
2009-03-16,1.97
2009-03-13,1.97381
2009-03-12,1.97254
2009-03-11,1.9826
2009-03-10,1.97947
2009-03-09,1.96869
2009-03-06,1.9594
2009-03-05,1.96576
2009-03-04,1.9782
2009-03-03,1.9853
2009-03-02,1.97412
2009-02-27,1.96393
2009-02-26,1.9721
2009-02-25,1.97936
2009-02-24,1.98563
2009-02-23,1.97772
2009-02-20,1.96442
2009-02-19,1.96816
2009-02-18,1.96816
2009-02-17,1.96179
2009-02-16,1.96356
2009-02-13,1.97206
2009-02-12,1.95858
2009-02-11,1.9325
2009-02-10,1.9223
2009-02-09,1.94217
2009-02-06,1.99066
2009-02-05,2.00757
2009-02-04,2.01846
2009-02-03,2.01925
2009-02-02,2.00385
2009-01-30,1.98492
2009-01-29,1.98708
2009-01-28,1.9875
2009-01-27,1.9822
2009-01-26,1.98193
2009-01-23,1.98046
2009-01-22,1.97581
2009-01-21,1.96355
2009-01-20,1.96558
2009-01-19,1.97885
2009-01-16,1.98504
2009-01-15,1.97447
2009-01-14,1.96187
2009-01-13,1.931
2009-01-12,1.92092
2009-01-09,1.91233
2009-01-08,1.88679
2009-01-07,1.90526
2009-01-06,1.94025
2009-01-05,1.96821
2009-01-02,2.00191
2009-01-01,2.032
2008-12-31,2.04706
2008-12-30,2.05356
2008-12-29,2.04894
2008-12-26,2.05083
2008-12-25,2.05037
2008-12-24,2.0457
2008-12-23,2.04508
2008-12-22,2.04702
2008-12-19,2.04481
2008-12-18,2.03751
2008-12-17,2.03727
2008-12-16,2.02565
2008-12-15,2.01
2008-12-12,1.97639
2008-12-11,1.96344
2008-12-10,1.95602
2008-12-09,1.95652
2008-12-08,1.96403
2008-12-05,1.96668
2008-12-04,1.97171
2008-12-03,1.96888
2008-12-02,1.95174
2008-12-01,1.95111
2008-11-28,1.98318
2008-11-27,2.00145
2008-11-26,2.00027
2008-11-25,1.99616
2008-11-24,1.98818
2008-11-21,1.97046
2008-11-20,1.9491
2008-11-19,1.9484
2008-11-18,1.94532
2008-11-17,1.9464
2008-11-14,1.93554
2008-11-13,1.91012
2008-11-12,1.89322
2008-11-11,1.87652
2008-11-10,1.88793
2008-11-07,1.88401
2008-11-06,1.86816
2008-11-05,1.87909
2008-11-04,1.89621
2008-11-03,1.91387
2008-10-31,1.94221
2008-10-30,1.98873
2008-10-29,2.03271
2008-10-28,2.03791
2008-10-27,1.99257
2008-10-24,1.92477
2008-10-23,1.91728
2008-10-22,1.91885
2008-10-21,1.93242
2008-10-20,1.96991
2008-10-17,1.99148
2008-10-16,1.95116
2008-10-15,1.96544
2008-10-14,2.04093
2008-10-13,2.04166
2008-10-10,1.98213
2008-10-09,1.94538
2008-10-08,1.86446
2008-10-07,1.80915
2008-10-06,1.77682
2008-10-03,1.77315
2008-10-02,1.77845
2008-10-01,1.77747
2008-09-30,1.75937
2008-09-29,1.75621
2008-09-26,1.7538
2008-09-25,1.75495
2008-09-24,1.74987
2008-09-23,1.73925
2008-09-22,1.76058
2008-09-19,1.79626
2008-09-18,1.78685
2008-09-17,1.77591
2008-09-16,1.74293
2008-09-15,1.73623
2008-09-12,1.75169
2008-09-11,1.74893
2008-09-10,1.73937
2008-09-09,1.73828
2008-09-08,1.74316
2008-09-05,1.73641
2008-09-04,1.73452
2008-09-03,1.72313
2008-09-02,1.71372
2008-09-01,1.70928
2008-08-29,1.70951
2008-08-28,1.71252
2008-08-27,1.70965
2008-08-26,1.70603
2008-08-25,1.70232
2008-08-22,1.69367
2008-08-21,1.6929
2008-08-20,1.69217
2008-08-19,1.69218
2008-08-18,1.69932
2008-08-15,1.70952
2008-08-14,1.70872
2008-08-13,1.69385
2008-08-12,1.68788
2008-08-11,1.69064
2008-08-08,1.69307
2008-08-07,1.68772
2008-08-06,1.6793
2008-08-05,1.67373
2008-08-04,1.66713
2008-08-01,1.64978
2008-07-31,1.64394
2008-07-30,1.64359
2008-07-29,1.64405
2008-07-28,1.63935
2008-07-25,1.63204
2008-07-24,1.62889
2008-07-23,1.62881
2008-07-22,1.62985
2008-07-21,1.62987
2008-07-18,1.62527
2008-07-17,1.62761
2008-07-16,1.63448
2008-07-15,1.64379
2008-07-14,1.64618
2008-07-11,1.64298
2008-07-10,1.64614
2008-07-09,1.64137
2008-07-08,1.63297
2008-07-07,1.63603
2008-07-04,1.64721
2008-07-03,1.64906
2008-07-02,1.64624
2008-07-01,1.64174
2008-06-30,1.64102
2008-06-27,1.6342
2008-06-26,1.62977
2008-06-25,1.63126
2008-06-24,1.63428
2008-06-23,1.63731
2008-06-20,1.64042
2008-06-19,1.6446
2008-06-18,1.64477
2008-06-17,1.6409
2008-06-16,1.64207
2008-06-13,1.64361
2008-06-12,1.63835
2008-06-11,1.64097
2008-06-10,1.64173
2008-06-09,1.63076
2008-06-06,1.61644
2008-06-05,1.61851
2008-06-04,1.62658
2008-06-03,1.62827
2008-06-02,1.62619
2008-05-30,1.62779
2008-05-29,1.63582
2008-05-28,1.641
2008-05-27,1.6427
2008-05-26,1.64229
2008-05-23,1.63827
2008-05-22,1.63206
2008-05-21,1.62937
2008-05-20,1.63098
2008-05-19,1.63883
2008-05-16,1.6532
2008-05-15,1.6471
2008-05-14,1.64201
2008-05-13,1.64144
2008-05-12,1.63793
2008-05-09,1.63274
2008-05-08,1.63546
2008-05-07,1.64113
2008-05-06,1.64678
2008-05-05,1.65298
2008-05-02,1.65981
2008-05-01,1.66576
2008-04-30,1.66931
2008-04-29,1.67098
2008-04-28,1.6732
2008-04-25,1.67441
2008-04-24,1.68353
2008-04-23,1.68979
2008-04-22,1.68979
2008-04-21,1.69456
2008-04-18,1.70087
2008-04-17,1.70564
2008-04-16,1.70773
2008-04-15,1.70546
2008-04-14,1.70119
2008-04-11,1.69605
2008-04-10,1.69466
2008-04-09,1.70042
2008-04-08,1.70716
2008-04-07,1.70716
2008-04-04,1.71251
2008-04-03,1.7199
2008-04-02,1.72579
2008-04-01,1.72519
2008-03-31,1.71997
2008-03-28,1.71382
2008-03-27,1.70668
2008-03-26,1.70378
2008-03-25,1.70771
2008-03-24,1.71051
2008-03-21,1.70246
2008-03-20,1.69541
2008-03-19,1.70439
2008-03-18,1.69136
2008-03-17,1.66727
2008-03-14,1.658
2008-03-13,1.65996
2008-03-12,1.66535
2008-03-11,1.65988
2008-03-10,1.65043
2008-03-07,1.64
2008-03-06,1.63665
2008-03-05,1.62936
2008-03-04,1.62902
2008-03-03,1.62019
2008-02-29,1.60443
2008-02-28,1.60318
2008-02-27,1.60156
2008-02-26,1.60425
2008-02-25,1.60467
2008-02-22,1.60426
2008-02-21,1.60222
2008-02-20,1.60282
2008-02-19,1.61095
2008-02-18,1.61641
2008-02-15,1.61878
2008-02-14,1.61489
2008-02-13,1.60864
2008-02-12,1.61471
2008-02-11,1.62454
2008-02-08,1.63306
2008-02-07,1.63218
2008-02-06,1.63259
2008-02-05,1.63593
2008-02-04,1.6483
2008-02-01,1.66488
2008-01-31,1.66331
2008-01-30,1.66571
2008-01-29,1.67005
2008-01-28,1.67165
2008-01-25,1.67845
2008-01-24,1.68285
2008-01-23,1.67679
2008-01-22,1.66565
2008-01-21,1.66292
2008-01-18,1.6685
2008-01-17,1.67018
2008-01-16,1.65666
2008-01-15,1.65776
2008-01-14,1.65945
2008-01-11,1.66288
2008-01-10,1.67009
2008-01-09,1.68015
2008-01-08,1.68836
2008-01-07,1.68298
2008-01-04,1.66825
2008-01-03,1.66658
2008-01-02,1.66941
2008-01-01,1.6758
2007-12-31,1.67298
2007-12-28,1.65788
2007-12-27,1.65453
2007-12-26,1.65407
2007-12-25,1.65616
2007-12-24,1.66291
2007-12-21,1.6721
2007-12-20,1.67382
2007-12-19,1.67501
2007-12-18,1.67497
2007-12-17,1.67327
2007-12-14,1.66824
2007-12-13,1.66521
2007-12-12,1.66371
2007-12-11,1.67119
2007-12-10,1.67353
2007-12-07,1.68085
2007-12-06,1.68606
2007-12-05,1.672
2007-12-04,1.65896
2007-12-03,1.66217
2007-11-30,1.67808
2007-11-29,1.68958
2007-11-28,1.69323
2007-11-27,1.68603
2007-11-26,1.69405
2007-11-23,1.69466
2007-11-22,1.675
2007-11-21,1.65523
2007-11-20,1.64333
2007-11-19,1.64011
2007-11-16,1.63261
2007-11-15,1.63184
2007-11-14,1.63878
2007-11-13,1.62536
2007-11-12,1.6004
2007-11-09,1.57569
2007-11-08,1.56763
2007-11-07,1.5725
2007-11-06,1.57511
2007-11-05,1.56948
2007-11-02,1.56121
2007-11-01,1.56609
2007-10-31,1.5657
2007-10-30,1.56465
2007-10-29,1.57182
2007-10-26,1.58158
2007-10-25,1.58801
2007-10-24,1.60055
2007-10-23,1.60939
2007-10-22,1.60257
2007-10-19,1.59619
2007-10-18,1.59302
2007-10-17,1.58157
2007-10-16,1.56916
2007-10-15,1.56962
2007-10-12,1.57267
2007-10-11,1.57126
2007-10-10,1.57009
2007-10-09,1.57146
2007-10-08,1.5822
2007-10-05,1.59513
2007-10-04,1.59725
2007-10-03,1.59971
2007-10-02,1.60261
2007-10-01,1.6081
2007-09-28,1.61299
2007-09-27,1.62141
2007-09-26,1.62632
2007-09-25,1.62565
2007-09-24,1.62709
2007-09-21,1.63224
2007-09-20,1.64729
2007-09-19,1.65796
2007-09-18,1.65003
2007-09-17,1.65005
2007-09-14,1.65522
2007-09-13,1.66162
2007-09-12,1.67116
2007-09-11,1.67171
2007-09-10,1.66262
2007-09-07,1.65589
2007-09-06,1.65265
2007-09-05,1.65503
2007-09-04,1.66262
2007-09-03,1.66664
2007-08-31,1.67095
2007-08-30,1.66707
2007-08-29,1.65202
2007-08-28,1.64876
2007-08-27,1.6574
2007-08-24,1.67036
2007-08-23,1.68065
2007-08-22,1.68322
2007-08-21,1.68833
2007-08-20,1.68413
2007-08-17,1.65818
2007-08-16,1.62682
2007-08-15,1.61951
2007-08-14,1.61934
2007-08-13,1.61415
2007-08-10,1.60287
2007-08-09,1.60636
2007-08-08,1.61155
2007-08-07,1.61296
2007-08-06,1.60672
2007-08-03,1.60194
2007-08-02,1.60255
2007-08-01,1.59887
2007-07-31,1.60301
2007-07-30,1.58351
2007-07-27,1.55677
2007-07-26,1.55989
2007-07-25,1.5645
2007-07-24,1.56845
2007-07-23,1.57111
2007-07-20,1.57288
2007-07-19,1.57626
2007-07-18,1.57915
2007-07-17,1.58094
2007-07-16,1.58711
2007-07-13,1.59605
2007-07-12,1.5935
2007-07-11,1.58683
2007-07-10,1.58676
2007-07-09,1.58809
2007-07-06,1.58829
2007-07-05,1.58925
2007-07-04,1.58927
2007-07-03,1.59051
2007-07-02,1.59514
2007-06-29,1.59697
2007-06-28,1.59407
2007-06-27,1.58776
2007-06-26,1.58798
2007-06-25,1.58778
2007-06-22,1.58499
2007-06-21,1.58763
2007-06-20,1.58968
2007-06-19,1.58942
2007-06-18,1.58942
2007-06-15,1.58634
2007-06-14,1.58268
2007-06-13,1.5834
2007-06-12,1.58385
2007-06-11,1.58793
2007-06-08,1.6002
2007-06-07,1.61002
2007-06-06,1.61583
2007-06-05,1.61565
2007-06-04,1.61978
2007-06-01,1.63289
2007-05-31,1.64115
2007-05-30,1.64308
2007-05-29,1.64259
2007-05-28,1.64028
2007-05-25,1.636
2007-05-24,1.63747
2007-05-23,1.63971
2007-05-22,1.64139
2007-05-21,1.64089
2007-05-18,1.63813
2007-05-17,1.63282
2007-05-16,1.62718
2007-05-15,1.62597
2007-05-14,1.62716
2007-05-11,1.63044
2007-05-10,1.63677
2007-05-09,1.64433
2007-05-08,1.65223
2007-05-07,1.65228
2007-05-04,1.64769
2007-05-03,1.64553
2007-05-02,1.64421
2007-05-01,1.64297
2007-04-30,1.64297
2007-04-27,1.64007
2007-04-26,1.64077
2007-04-25,1.63565
2007-04-24,1.62588
2007-04-23,1.62516
2007-04-20,1.62772
2007-04-19,1.62529
2007-04-18,1.62529
2007-04-17,1.6254
2007-04-16,1.62551
2007-04-13,1.62866
2007-04-12,1.6285
2007-04-11,1.63275
2007-04-10,1.63789
2007-04-09,1.63758
2007-04-06,1.63737
2007-04-05,1.64065
2007-04-04,1.64093
2007-04-03,1.64527
2007-04-02,1.65132
2007-03-30,1.65216
2007-03-29,1.65244
2007-03-28,1.64848
2007-03-27,1.64874
2007-03-26,1.65261
2007-03-23,1.6574
2007-03-22,1.65997
2007-03-21,1.66464
2007-03-20,1.6711
2007-03-19,1.67586
2007-03-16,1.68246
2007-03-15,1.68338
2007-03-14,1.67945
2007-03-13,1.68062
2007-03-12,1.68585
2007-03-09,1.69265
2007-03-08,1.69279
2007-03-07,1.69432
2007-03-06,1.68951
2007-03-05,1.68246
2007-03-02,1.67924
2007-03-01,1.67325
2007-02-28,1.66424
2007-02-27,1.66291
2007-02-26,1.66232
2007-02-23,1.66317
2007-02-22,1.66887
2007-02-21,1.67217
2007-02-20,1.67024
2007-02-19,1.67167
2007-02-16,1.67444
2007-02-15,1.67517
2007-02-14,1.67814
2007-02-13,1.67728
2007-02-12,1.67258
2007-02-09,1.66898
2007-02-08,1.66938
2007-02-07,1.66891
2007-02-06,1.6716
2007-02-05,1.67541
2007-02-02,1.67951
2007-02-01,1.67841
2007-01-31,1.67563
2007-01-30,1.67102
2007-01-29,1.66776
2007-01-26,1.6619
2007-01-25,1.65204
2007-01-24,1.64234
2007-01-23,1.64166
2007-01-22,1.64228
2007-01-19,1.64492
2007-01-18,1.64917
2007-01-17,1.65069
2007-01-16,1.64873
2007-01-15,1.65228
2007-01-12,1.66001
2007-01-11,1.66554
2007-01-10,1.66703
2007-01-09,1.66852
2007-01-08,1.66835
2007-01-05,1.66616
2007-01-04,1.667
2007-01-03,1.67117
2007-01-02,1.67175
2007-01-01,1.67175
2006-12-29,1.67159
2006-12-28,1.6744
2006-12-27,1.6744
2006-12-26,1.6755
2006-12-25,1.67615
2006-12-22,1.68009
2006-12-21,1.68157
2006-12-20,1.67805
2006-12-19,1.67483
2006-12-18,1.67669
2006-12-15,1.6826
2006-12-14,1.68469
2006-12-13,1.68521
2006-12-12,1.6828
2006-12-11,1.68348
2006-12-08,1.6878
2006-12-07,1.69141
2006-12-06,1.69166
2006-12-05,1.69111
2006-12-04,1.68603
2006-12-01,1.67929
2006-11-30,1.68363
2006-11-29,1.68569
2006-11-28,1.68411
2006-11-27,1.67769
2006-11-24,1.66932
2006-11-23,1.66609
2006-11-22,1.66681
2006-11-21,1.66862
2006-11-20,1.67001
2006-11-17,1.67338
2006-11-16,1.67524
2006-11-15,1.67736
2006-11-14,1.67672
2006-11-13,1.67054
2006-11-10,1.66213
2006-11-09,1.65464
2006-11-08,1.65056
2006-11-07,1.65135
2006-11-06,1.65149
2006-11-03,1.64937
2006-11-02,1.64928
2006-11-01,1.65293
2006-10-31,1.65563
2006-10-30,1.65757
2006-10-27,1.65704
2006-10-26,1.65522
2006-10-25,1.65753
2006-10-24,1.66037
2006-10-23,1.66253
2006-10-20,1.66183
2006-10-19,1.66314
2006-10-18,1.66355
2006-10-17,1.66474
2006-10-16,1.67004
2006-10-13,1.68053
2006-10-12,1.68672
2006-10-11,1.69085
2006-10-10,1.69531
2006-10-09,1.69906
2006-10-06,1.70521
2006-10-05,1.70799
2006-10-04,1.70486
2006-10-03,1.70112
2006-10-02,1.69764
2006-09-29,1.69377
2006-09-28,1.69048
2006-09-27,1.69345
2006-09-26,1.7016
2006-09-25,1.69663
2006-09-22,1.68466
2006-09-21,1.68364
2006-09-20,1.68232
2006-09-19,1.68224
2006-09-18,1.68347
2006-09-15,1.68716
2006-09-14,1.68925
2006-09-13,1.68838
2006-09-12,1.6841
2006-09-11,1.67831
2006-09-08,1.67141
2006-09-07,1.6668
2006-09-06,1.66744
2006-09-05,1.67157
2006-09-04,1.67674
2006-09-01,1.68122
2006-08-31,1.68078
2006-08-30,1.68324
2006-08-29,1.68569
2006-08-28,1.68179
2006-08-25,1.67741
2006-08-24,1.68002
2006-08-23,1.68754
2006-08-22,1.69071
2006-08-21,1.68481
2006-08-18,1.67619
2006-08-17,1.67305
2006-08-16,1.67093
2006-08-15,1.66394
2006-08-14,1.66448
2006-08-11,1.67738
2006-08-10,1.68549
2006-08-09,1.68453
2006-08-08,1.6827
2006-08-07,1.68001
2006-08-04,1.67508
2006-08-03,1.67242
2006-08-02,1.66949
2006-08-01,1.66453
2006-07-31,1.66494
2006-07-28,1.66727
2006-07-27,1.66793
2006-07-26,1.67609
2006-07-25,1.68356
2006-07-24,1.68495
2006-07-21,1.67948
2006-07-20,1.67541
2006-07-19,1.67415
2006-07-18,1.67786
2006-07-17,1.68162
2006-07-14,1.68731
2006-07-13,1.69434
2006-07-12,1.70107
2006-07-11,1.70408
2006-07-10,1.7086
2006-07-07,1.71586
2006-07-06,1.71788
2006-07-05,1.72019
2006-07-04,1.72101
2006-07-03,1.72088
2006-06-30,1.7195
2006-06-29,1.7189
2006-06-28,1.71609
2006-06-27,1.71236
2006-06-26,1.71023
2006-06-23,1.71156
2006-06-22,1.70861
2006-06-21,1.70571
2006-06-20,1.7097
2006-06-19,1.71138
2006-06-16,1.70688
2006-06-15,1.70068
2006-06-14,1.6925
2006-06-13,1.68782
2006-06-12,1.69873
2006-06-09,1.71969
2006-06-08,1.72837
2006-06-07,1.7257
2006-06-06,1.72054
2006-06-05,1.71373
2006-06-02,1.7025
2006-06-01,1.68954
2006-05-31,1.68338
2006-05-30,1.68164
2006-05-29,1.68556
2006-05-26,1.69522
2006-05-25,1.70213
2006-05-24,1.70161
2006-05-23,1.69348
2006-05-22,1.68218
2006-05-19,1.67562
2006-05-18,1.67617
2006-05-17,1.67914
2006-05-16,1.67691
2006-05-15,1.66439
2006-05-12,1.65111
2006-05-11,1.65179
2006-05-10,1.65221
2006-05-09,1.64996
2006-05-08,1.64581
2006-05-05,1.64391
2006-05-04,1.65125
2006-05-03,1.66072
2006-05-02,1.66218
2006-05-01,1.6603
2006-04-28,1.65772
2006-04-27,1.66273
2006-04-26,1.66183
2006-04-25,1.65891
2006-04-24,1.65982
2006-04-21,1.6615
2006-04-20,1.66075
2006-04-19,1.66195
2006-04-18,1.66403
2006-04-17,1.66208
2006-04-14,1.65872
2006-04-13,1.65722
2006-04-12,1.65986
2006-04-11,1.66413
