Date,CURRFX.AUDJPY.1
2010-09-07,77.2314
2010-09-06,76.9883
2010-09-03,76.4536
2010-09-02,75.8127
2010-09-01,75.3405
2010-08-31,76.2602
2010-08-30,76.0825
2010-08-27,74.8986
2010-08-26,74.6013
2010-08-25,75.1944
2010-08-24,76.2886
2010-08-23,76.5194
2010-08-20,76.706
2010-08-19,77.0076
2010-08-18,76.9431
2010-08-17,76.6722
2010-08-16,76.8373
2010-08-13,76.7422
2010-08-12,77.3879
2010-08-11,78.3481
2010-08-10,78.6014
2010-08-09,78.5717
2010-08-06,78.5789
2010-08-05,78.4366
2010-08-04,78.5979
2010-08-03,78.6838
2010-08-02,78.2536
2010-07-30,78.3813
2010-07-29,78.6191
2010-07-28,78.7492
2010-07-27,78.3365
2010-07-26,77.8091
2010-07-23,76.9034
2010-07-22,76.6912
2010-07-21,76.0981
2010-07-20,75.3552
2010-07-19,75.9706
2010-07-16,77.6075
2010-07-15,77.9749
2010-07-14,77.5289
2010-07-13,77.5933
2010-07-12,77.557
2010-07-09,76.1949
2010-07-08,74.4675
2010-07-07,74.1979
2010-07-06,73.8409
2010-07-05,73.8092
2010-07-02,74.2676
2010-07-01,75.4981
2010-06-30,76.7291
2010-06-29,78.0113
2010-06-28,77.9343
2010-06-25,78.1514
2010-06-24,78.9466
2010-06-23,79.8179
2010-06-22,79.8344
2010-06-21,78.9749
2010-06-18,78.8064
2010-06-17,78.7724
2010-06-16,78.6259
2010-06-15,78.606
2010-06-14,77.5335
2010-06-11,76.4234
2010-06-10,75.4159
2010-06-09,74.9097
2010-06-08,75.1661
2010-06-07,76.6408
2010-06-04,77.6494
2010-06-03,76.4706
2010-06-02,76.5485
2010-06-01,77.2095
2010-05-31,76.7769
2010-05-28,75.5994
2010-05-27,74.1366
2010-05-26,73.8762
2010-05-25,74.9824
2010-05-24,75.001
2010-05-21,75.9846
2010-05-20,78.7672
2010-05-19,80.8336
2010-05-18,81.2391
2010-05-17,82.5371
2010-05-14,83.3953
2010-05-13,83.1147
2010-05-12,83.4974
2010-05-11,83.1213
2010-05-10,82.1629
2010-05-07,84.3277
2010-05-06,86.0489
2010-05-05,86.8786
2010-05-04,87.0974
2010-05-03,86.8764
2010-04-30,86.914
2010-04-29,86.3824
2010-04-28,86.6412
2010-04-27,87.3001
2010-04-26,86.8578
2010-04-23,86.4571
2010-04-22,86.6066
2010-04-21,85.7731
2010-04-20,84.8219
2010-04-19,85.801
2010-04-16,87.0314
2010-04-15,86.7933
2010-04-14,86.3703
2010-04-13,86.8038
2010-04-12,86.7326
2010-04-09,86.5174
2010-04-08,86.8635
2010-04-07,86.8288
2010-04-06,86.9464
2010-04-05,86.6673
2010-04-02,85.8853
2010-04-01,85.4053
2010-03-31,85.0089
2010-03-30,84.2761
2010-03-29,83.8169
2010-03-26,83.8706
2010-03-25,83.1997
2010-03-24,82.7205
2010-03-23,82.6726
2010-03-22,82.988
2010-03-19,83.2461
2010-03-18,83.1604
2010-03-17,82.7691
2010-03-16,82.8309
2010-03-15,82.9055
2010-03-12,82.7951
2010-03-11,82.3955
2010-03-10,81.9869
2010-03-09,82.1265
2010-03-08,81.1686
2010-03-05,80.0049
2010-03-04,80.2373
2010-03-03,80.2618
2010-03-02,79.9611
2010-03-01,79.4742
2010-02-26,79.5707
2010-02-25,80.7524
2010-02-24,81.6819
2010-02-23,82.2263
2010-02-22,82.0547
2010-02-19,81.3857
2010-02-18,81.3857
2010-02-17,80.5037
2010-02-16,79.9602
2010-02-15,79.7725
2010-02-12,79.2345
2010-02-11,78.3312
2010-02-10,77.7422
2010-02-09,77.5084
2010-02-08,78.2776
2010-02-05,79.7493
2010-02-04,80.2511
2010-02-03,80.0745
2010-02-02,79.8403
2010-02-01,80.1878
2010-01-29,80.774
2010-01-28,80.6113
2010-01-27,81.1605
2010-01-26,81.3743
2010-01-25,81.8026
2010-01-22,83.1824
2010-01-21,83.5855
2010-01-20,83.8879
2010-01-19,83.84
2010-01-18,84.239
2010-01-15,84.6958
2010-01-14,84.4762
2010-01-13,85.2602
2010-01-12,85.8059
2010-01-11,85.529
2010-01-08,84.9259
2010-01-07,84.1724
2010-01-06,83.9221
2010-01-05,83.7188
2010-01-04,83.3731
2010-01-01,82.8064
2009-12-31,82.159
2009-12-30,81.6018
2009-12-29,81.0953
2009-12-28,80.8586
2009-12-25,80.6279
2009-12-24,80.401
2009-12-23,80.2941
2009-12-22,80.3402
2009-12-21,80.3984
2009-12-18,80.3968
2009-12-17,80.9142
2009-12-16,81.0434
2009-12-15,80.9921
2009-12-14,81.054
2009-12-11,80.3401
2009-12-10,80.2655
2009-12-09,81.3651
2009-12-08,82.3491
2009-12-07,82.3337
2009-12-04,81.2576
2009-12-03,80.3526
2009-12-02,79.5454
2009-12-01,78.8845
2009-11-30,79.1075
2009-11-27,80.5115
2009-11-26,81.5414
2009-11-25,81.7175
2009-11-24,81.6945
2009-11-23,81.6203
2009-11-20,82.4375
2009-11-19,83.0037
2009-11-18,83.2537
2009-11-17,83.6409
2009-11-16,83.6813
2009-11-13,83.6458
2009-11-12,83.5105
2009-11-11,83.4445
2009-11-10,83.1133
2009-11-09,82.475
2009-11-06,82.1538
2009-11-05,81.7632
2009-11-04,81.3007
2009-11-03,81.2069
2009-11-02,81.478
2009-10-30,82.4212
2009-10-29,83.3508
2009-10-28,84.5416
2009-10-27,84.8282
2009-10-26,84.6903
2009-10-23,84.2277
2009-10-22,83.9583
2009-10-21,83.7337
2009-10-20,83.4683
2009-10-19,83.0809
2009-10-16,82.2266
2009-10-15,81.502
2009-10-14,81.4283
2009-10-13,81.295
2009-10-12,80.571
2009-10-09,79.4575
2009-10-08,78.9246
2009-10-07,78.6949
2009-10-06,78.1096
2009-10-05,78.1685
2009-10-02,78.9622
2009-10-01,78.7874
2009-09-30,78.1121
2009-09-29,77.5718
2009-09-28,78.3863
2009-09-25,79.3879
2009-09-24,79.6635
2009-09-23,79.5544
2009-09-22,79.2875
2009-09-21,79.3036
2009-09-18,79.2887
2009-09-17,78.6992
2009-09-16,78.205
2009-09-15,78.0399
2009-09-14,78.6154
2009-09-11,79.2628
2009-09-10,79.5037
2009-09-09,79.373
2009-09-08,79.373
2009-09-07,78.4584
2009-09-04,77.2041
2009-09-03,77.318
2009-09-02,78.0238
2009-09-01,78.3434
2009-08-31,78.4002
2009-08-28,78.1079
2009-08-27,78.5923
2009-08-26,79.104
2009-08-25,79.2269
2009-08-24,78.6031
2009-08-21,78.0905
2009-08-20,77.9495
2009-08-19,77.9789
2009-08-18,78.2262
2009-08-17,79.5774
2009-08-14,79.9915
2009-08-13,79.7648
2009-08-12,80.8799
2009-08-11,81.579
2009-08-10,81.1095
2009-08-07,80.1405
2009-08-06,80.1137
2009-08-05,79.9466
2009-08-04,79.4707
2009-08-03,78.8175
2009-07-31,78.095
2009-07-30,77.9967
2009-07-29,78.2505
2009-07-28,77.7978
2009-07-27,77.3703
2009-07-24,76.8538
2009-07-23,76.3616
2009-07-22,76.4718
2009-07-21,76.1627
2009-07-20,75.4252
2009-07-17,75.0593
2009-07-16,74.2095
2009-07-15,72.8046
2009-07-14,72.1144
2009-07-13,72.3371
2009-07-10,73.1197
2009-07-09,74.442
2009-07-08,75.7242
2009-07-07,75.9668
2009-07-06,76.8218
2009-07-03,77.5496
2009-07-02,77.8984
2009-07-01,77.4445
2009-06-30,76.8729
2009-06-29,76.824
2009-06-26,76.5311
2009-06-25,75.7386
2009-06-24,75.6167
2009-06-23,76.8734
2009-06-22,77.181
2009-06-19,76.4066
2009-06-18,76.523
2009-06-17,77.6897
2009-06-16,79.142
2009-06-15,79.8096
2009-06-12,79.2718
2009-06-11,78.4325
2009-06-10,77.8487
2009-06-09,78.0206
2009-06-08,77.8695
2009-06-05,77.6461
2009-06-04,78.3117
2009-06-03,77.7692
2009-06-02,76.831
2009-06-01,76.0104
2009-05-29,75.1235
2009-05-28,74.4656
2009-05-27,73.96
2009-05-26,74.1054
2009-05-25,73.8048
2009-05-22,73.5063
2009-05-21,74.0739
2009-05-20,73.3933
2009-05-19,71.7898
2009-05-18,71.5657
2009-05-15,72.5286
2009-05-14,73.561
2009-05-13,74.3345
2009-05-12,75.2362
2009-05-11,75.3285
2009-05-08,74.1436
2009-05-07,73.1786
2009-05-06,73.2301
2009-05-05,72.7896
2009-05-04,72.0519
2009-05-01,70.6755
2009-04-30,68.8119
2009-04-29,68.3336
2009-04-28,69.5853
2009-04-27,69.9767
2009-04-24,69.446
2009-04-23,69.2583
2009-04-22,69.4431
2009-04-21,70.7954
2009-04-20,71.6667
2009-04-17,71.5572
2009-04-16,71.7945
2009-04-15,72.6283
2009-04-14,72.5165
2009-04-13,71.8245
2009-04-10,71.1763
2009-04-09,71.1571
2009-04-08,71.7434
2009-04-07,71.9441
2009-04-06,71.0676
2009-04-03,69.4227
2009-04-02,68.303
2009-04-01,67.6096
2009-03-31,67.0398
2009-03-30,68.1973
2009-03-27,68.457
2009-03-26,68.3883
2009-03-25,68.2298
2009-03-24,66.6965
2009-03-23,65.5751
2009-03-20,65.013
2009-03-19,65.0472
2009-03-18,64.9061
2009-03-17,64.6318
2009-03-16,63.8386
2009-03-13,63.0988
2009-03-12,63.3898
2009-03-11,63.0176
2009-03-10,62.9137
2009-03-09,63.1999
2009-03-06,63.4999
2009-03-05,62.9589
2009-03-04,62.1706
2009-03-03,61.961
2009-03-02,62.8432
2009-02-27,63.4257
2009-02-26,62.5239
2009-02-25,61.247
2009-02-24,60.4156
2009-02-23,60.2972
2009-02-20,59.9627
2009-02-19,59.2008
2009-02-18,59.333
2009-02-17,59.9069
2009-02-16,59.7544
2009-02-13,58.9318
2009-02-12,59.7807
2009-02-11,61.182
2009-02-10,61.814
2009-02-09,60.5826
2009-02-06,58.054
2009-02-05,57.5402
2009-02-04,56.9474
2009-02-03,56.8111
2009-02-02,58.0183
2009-01-30,59.4394
2009-01-29,59.4356
2009-01-28,58.8591
2009-01-27,58.2599
2009-01-26,58.2152
2009-01-23,58.4018
2009-01-22,58.8131
2009-01-21,60.3146
2009-01-20,61.2413
2009-01-19,60.2649
2009-01-16,59.2506
2009-01-15,59.8975
2009-01-14,60.8273
2009-01-13,62.5682
2009-01-12,64.0545
2009-01-09,65.8451
2009-01-08,67.0883
2009-01-07,66.5625
2009-01-06,65.7671
2009-01-05,64.7213
2009-01-02,63.3586
2009-01-01,62.5495
2008-12-31,62.3663
2008-12-30,62.2609
2008-12-29,61.9843
2008-12-26,61.7264
2008-12-25,61.6358
2008-12-24,61.5499
2008-12-23,61.1367
2008-12-22,61.2429
2008-12-19,61.8803
2008-12-18,61.1936
2008-12-17,60.5762
2008-12-16,60.4172
2008-12-15,60.4947
2008-12-12,61.0518
2008-12-11,60.9848
2008-12-10,61.018
2008-12-09,60.7661
2008-12-08,60.1086
2008-12-05,60.0176
2008-12-04,59.8808
2008-12-03,60.3245
2008-12-02,61.6441
2008-12-01,62.4757
2008-11-28,62.1198
2008-11-27,61.8423
2008-11-26,61.5913
2008-11-25,60.7279
2008-11-24,60.5213
2008-11-21,61.1169
2008-11-20,62.6333
2008-11-19,62.6354
2008-11-18,62.7878
2008-11-17,62.303
2008-11-14,62.2538
2008-11-13,64.3039
2008-11-12,66.2447
2008-11-11,67.2342
2008-11-10,66.3582
2008-11-07,67.3632
2008-11-06,68.3085
2008-11-05,67.2876
2008-11-04,66.5284
2008-11-03,66.0507
2008-10-31,65.2587
2008-10-30,61.3623
2008-10-29,57.9282
2008-10-28,57.744
2008-10-27,61.0958
2008-10-24,65.5298
2008-10-23,68.0509
2008-10-22,70.4067
2008-10-21,70.6567
2008-10-20,69.0127
2008-10-17,68.2937
2008-10-16,71.0061
2008-10-15,70.6089
2008-10-14,66.7188
2008-10-13,66.6875
2008-10-10,69.2721
2008-10-09,70.8384
2008-10-08,74.7371
2008-10-07,78.5402
2008-10-06,81.9637
2008-10-03,83.3591
2008-10-02,84.107
2008-10-01,85.1001
2008-09-30,87.4149
2008-09-29,88.3547
2008-09-26,88.687
2008-09-25,88.5877
2008-09-24,88.8612
2008-09-23,89.2861
2008-09-22,87.4288
2008-09-19,83.6699
2008-09-18,83.5534
2008-09-17,84.1254
2008-09-16,87.0867
2008-09-15,87.5803
2008-09-12,85.7171
2008-09-11,86.7554
2008-09-10,88.0789
2008-09-09,88.8687
2008-09-08,88.7158
2008-09-05,90.1958
2008-09-04,90.7118
2008-09-03,91.6598
2008-09-02,92.6949
2008-09-01,93.7521
2008-08-29,94.2105
2008-08-28,93.8877
2008-08-27,94.3626
2008-08-26,95.1682
2008-08-25,95.3177
2008-08-22,95.4355
2008-08-21,95.6168
2008-08-20,95.6122
2008-08-19,95.9014
2008-08-18,95.678
2008-08-15,95.28
2008-08-14,95.4251
2008-08-13,96.9444
2008-08-12,97.7315
2008-08-11,98.5434
2008-08-08,99.5248
2008-08-07,99.4876
2008-08-06,99.9353
2008-08-05,100.293
2008-08-04,100.773
2008-08-01,102.103
2008-07-31,102.578
2008-07-30,102.929
2008-07-29,103.031
2008-07-28,103.217
2008-07-25,103.615
2008-07-24,104.018
2008-07-23,104.027
2008-07-22,103.976
2008-07-21,103.424
2008-07-18,102.571
2008-07-17,102.506
2008-07-16,103.074
2008-07-15,103.002
2008-07-14,102.689
2008-07-11,102.521
2008-07-10,102.247
2008-07-09,102.358
2008-07-08,102.81
2008-07-07,102.63
2008-07-04,102.038
2008-07-03,101.608
2008-07-02,101.46
2008-07-01,101.925
2008-06-30,102.427
2008-06-27,103.194
2008-06-26,103.102
2008-06-25,102.775
2008-06-24,102.437
2008-06-23,102.249
2008-06-20,102.056
2008-06-19,101.842
2008-06-18,101.722
2008-06-17,101.643
2008-06-16,101.31
2008-06-13,101.133
2008-06-12,101.459
2008-06-11,101.252
2008-06-10,101.088
2008-06-09,101.001
2008-06-06,100.821
2008-06-05,100.294
2008-06-04,100.034
2008-06-03,100.405
2008-06-02,100.843
2008-05-30,100.599
2008-05-29,99.9938
2008-05-28,99.4991
2008-05-27,99.198
2008-05-26,99.2041
2008-05-23,99.3074
2008-05-22,99.4465
2008-05-21,99.5176
2008-05-20,99.3923
2008-05-19,98.9663
2008-05-16,98.2095
2008-05-15,98.298
2008-05-14,97.9183
2008-05-13,97.2844
2008-05-12,97.4442
2008-05-09,98.6039
2008-05-08,99.3263
2008-05-07,99.0693
2008-05-06,98.7789
2008-05-05,98.1111
2008-05-02,97.5421
2008-05-01,97.4339
2008-04-30,97.5126
2008-04-29,97.7256
2008-04-28,97.6701
2008-04-25,97.9704
2008-04-24,97.6581
2008-04-23,97.2876
2008-04-22,97.1496
2008-04-21,96.457
2008-04-18,95.3082
2008-04-17,94.2748
2008-04-16,93.5696
2008-04-15,93.4561
2008-04-14,93.9304
2008-04-11,94.5923
2008-04-10,95.0408
2008-04-09,94.8834
2008-04-08,94.4445
2008-04-07,93.6657
2008-04-04,93.3998
2008-04-03,92.2954
2008-04-02,91.2864
2008-04-01,91.055
2008-03-31,91.1737
2008-03-28,91.4336
2008-03-27,91.4996
2008-03-26,91.1057
2008-03-25,90.1275
2008-03-24,89.8925
2008-03-21,90.8295
2008-03-20,91.4571
2008-03-19,90.1814
2008-03-18,91.1083
2008-03-17,93.4724
2008-03-14,94.9886
2008-03-13,95.1629
2008-03-12,94.2869
2008-03-11,94.7426
2008-03-10,95.7434
2008-03-07,96.47
2008-03-06,96.1056
2008-03-05,96.272
2008-03-04,96.4163
2008-03-03,97.979
2008-02-29,100.101
2008-02-28,100.075
2008-02-27,99.8521
2008-02-26,99.2755
2008-02-25,99.0938
2008-02-22,99.0787
2008-02-21,98.9815
2008-02-20,98.8944
2008-02-19,98.2951
2008-02-18,97.8605
2008-02-15,97.2786
2008-02-14,96.8059
2008-02-13,96.7319
2008-02-12,96.3533
2008-02-11,95.7656
2008-02-08,95.3027
2008-02-07,95.9621
2008-02-06,96.5856
2008-02-05,96.5856
2008-02-04,95.8047
2008-02-01,94.9497
2008-01-31,95.003
2008-01-30,94.508
2008-01-29,93.8944
2008-01-28,93.6152
2008-01-25,92.7724
2008-01-24,91.8734
2008-01-23,91.9629
2008-01-22,93.1527
2008-01-21,94.1829
2008-01-18,94.3391
2008-01-17,94.9652
2008-01-16,96.774
2008-01-15,97.0211
2008-01-14,97.0171
2008-01-11,96.8273
2008-01-10,96.2174
2008-01-09,95.628
2008-01-08,94.9477
2008-01-07,95.4153
2008-01-04,97.0318
2008-01-03,97.7901
2008-01-02,98.0029
2008-01-01,98.4161
2007-12-31,98.9622
2007-12-28,99.7771
2007-12-27,99.4926
2007-12-26,99.3392
2007-12-25,99.1278
2007-12-24,98.3039
2007-12-21,97.2986
2007-12-20,97.383
2007-12-19,97.3219
2007-12-18,97.4357
2007-12-17,97.9168
2007-12-14,98.3443
2007-12-13,98.3602
2007-12-12,98.6996
2007-12-11,97.9868
2007-12-10,97.4534
2007-12-07,96.4871
2007-12-06,96.1548
2007-12-05,96.82
2007-12-04,97.882
2007-12-03,97.9108
2007-11-30,96.703
2007-11-29,95.3467
2007-11-28,94.8841
2007-11-27,95.3829
2007-11-26,94.9685
2007-11-23,95.2706
2007-11-22,96.577
2007-11-21,97.8257
2007-11-20,98.759
2007-11-19,99.2615
2007-11-16,99.7073
2007-11-15,99.2652
2007-11-14,97.9911
2007-11-13,99.2663
2007-11-12,102.304
2007-11-09,105.239
2007-11-08,106.198
2007-11-07,105.65
2007-11-06,105.561
2007-11-05,106.271
2007-11-02,106.59
2007-11-01,105.843
2007-10-31,105.445
2007-10-30,105.234
2007-10-29,104.267
2007-10-26,103.069
2007-10-25,102.611
2007-10-24,101.645
2007-10-23,101.288
2007-10-22,102.607
2007-10-19,103.677
2007-10-18,104.022
2007-10-17,105.188
2007-10-16,106.332
2007-10-15,106.164
2007-10-12,105.619
2007-10-11,105.164
2007-10-10,105.04
2007-10-09,105.22
2007-10-08,104.325
2007-10-05,103.073
2007-10-04,102.861
2007-10-03,102.658
2007-10-02,102.388
2007-10-01,101.759
2007-09-28,101.155
2007-09-27,100.065
2007-09-26,99.5059
2007-09-25,99.8952
2007-09-24,99.7858
2007-09-21,99.1668
2007-09-20,97.9241
2007-09-19,96.3725
2007-09-18,96.8552
2007-09-17,96.8257
2007-09-14,95.9798
2007-09-13,94.9654
2007-09-12,93.8108
2007-09-11,93.4111
2007-09-10,94.1901
2007-09-07,95.1161
2007-09-06,95.3659
2007-09-05,95.3171
2007-09-04,94.9703
2007-09-03,94.7022
2007-08-31,94.1105
2007-08-30,93.8912
2007-08-29,95.6029
2007-08-28,96.428
2007-08-27,95.6041
2007-08-24,93.6406
2007-08-23,92.0287
2007-08-22,91.845
2007-08-21,91.4998
2007-08-20,91.6413
2007-08-17,94.1136
2007-08-16,97.7687
2007-08-15,99.3314
2007-08-14,99.9119
2007-08-13,100.822
2007-08-10,102.284
2007-08-09,102.023
2007-08-08,101.325
2007-08-07,100.84
2007-08-06,101.195
2007-08-03,101.312
2007-08-02,101.281
2007-08-01,101.728
2007-07-31,100.928
2007-07-30,102.795
2007-07-27,106.009
2007-07-26,106.449
2007-07-25,106.841
2007-07-24,106.864
2007-07-23,106.891
2007-07-20,107.027
2007-07-19,106.717
2007-07-18,106.449
2007-07-17,106.268
2007-07-16,105.961
2007-07-13,105.259
2007-07-12,105.172
2007-07-11,105.867
2007-07-10,105.974
2007-07-09,105.612
2007-07-06,105.107
2007-07-05,104.9
2007-07-04,104.843
2007-07-03,104.772
2007-07-02,104.285
2007-06-29,103.514
2007-06-28,103.73
2007-06-27,104.702
2007-06-26,104.962
2007-06-25,104.78
2007-06-22,104.495
2007-06-21,104.386
2007-06-20,104.183
2007-06-19,104.022
2007-06-18,103.58
2007-06-15,102.789
2007-06-14,102.606
2007-06-13,102.607
2007-06-12,102.67
2007-06-11,102.634
2007-06-08,102.177
2007-06-07,101.862
2007-06-06,101.644
2007-06-05,101.599
2007-06-04,101.228
2007-06-01,100.099
2007-05-31,99.6076
2007-05-30,99.6002
2007-05-29,99.6653
2007-05-28,99.7058
2007-05-25,99.9224
2007-05-24,99.9207
2007-05-23,99.7527
2007-05-22,99.7093
2007-05-21,99.6929
2007-05-18,99.8277
2007-05-17,100.055
2007-05-16,100.105
2007-05-15,100.105
2007-05-14,99.9032
2007-05-11,99.64
2007-05-10,99.294
2007-05-09,99.1336
2007-05-08,98.8292
2007-05-07,98.8606
2007-05-04,99.0642
2007-05-03,99.0722
2007-05-02,99.1232
2007-05-01,99.1122
2007-04-30,99.1312
2007-04-27,98.7773
2007-04-26,98.4025
2007-04-25,98.4362
2007-04-24,99.1299
2007-04-23,99.1108
2007-04-20,98.8402
2007-04-19,99.3164
2007-04-18,99.5572
2007-04-17,99.5075
2007-04-16,99.0742
2007-04-13,98.4517
2007-04-12,98.2197
2007-04-11,97.7445
2007-04-10,97.371
2007-04-09,97.2604
2007-04-06,96.9457
2007-04-05,96.5205
2007-04-04,96.1721
2007-04-03,95.6015
2007-04-02,95.0701
2007-03-30,94.6907
2007-03-29,94.9543
2007-03-28,95.4036
2007-03-27,95.1439
2007-03-26,95.03
2007-03-23,94.7143
2007-03-22,94.2161
2007-03-21,93.8169
2007-03-20,93.1766
2007-03-19,92.6668
2007-03-16,91.8422
2007-03-15,91.4037
2007-03-14,92.1677
2007-03-13,91.7031
2007-03-12,91.7031
2007-03-09,90.5686
2007-03-08,90.2204
2007-03-07,89.8819
2007-03-06,90.5018
2007-03-05,91.9584
2007-03-02,93.0307
2007-03-01,93.8675
2007-02-28,95.2716
2007-02-27,95.7633
2007-02-26,95.8002
2007-02-23,95.426
2007-02-22,94.7482
2007-02-21,94.1926
2007-02-20,94.0228
2007-02-19,94.0458
2007-02-16,94.3122
2007-02-15,94.3771
2007-02-14,94.1482
2007-02-13,94.4388
2007-02-12,94.5133
2007-02-09,94.0918
2007-02-08,93.5223
2007-02-07,93.3845
2007-02-06,93.6447
2007-02-05,93.7602
2007-02-02,93.6162
2007-02-01,93.8847
2007-01-31,94.0887
2007-01-30,94.096
2007-01-29,94.0521
2007-01-26,94.5163
2007-01-25,95.5173
2007-01-24,95.9875
2007-01-23,95.8408
2007-01-22,95.6168
2007-01-19,95.095
2007-01-18,94.5628
2007-01-17,94.4156
2007-01-16,94.3846
2007-01-15,94.0803
2007-01-12,93.482
2007-01-11,93.0311
2007-01-10,92.8242
2007-01-09,92.3984
2007-01-08,92.9846
2007-01-05,94.306
2007-01-04,94.5399
2007-01-03,94.1407
2007-01-02,93.7501
2007-01-01,93.7501
2006-12-29,93.3664
2006-12-28,93.2181
2006-12-27,93.2747
2006-12-26,93.1514
2006-12-25,93.0394
2006-12-22,92.854
2006-12-21,92.5872
2006-12-20,92.2612
2006-12-19,92.2355
2006-12-18,92.2783
2006-12-15,92.235
2006-12-14,92.057
2006-12-13,91.6967
2006-12-12,91.4473
2006-12-11,91.1361
2006-12-08,90.6086
2006-12-07,90.492
2006-12-06,90.7682
2006-12-05,91.0094
2006-12-04,91.1518
2006-12-01,91.1542
2006-11-30,90.7721
2006-11-29,90.4726
2006-11-28,90.2981
2006-11-27,90.2485
2006-11-24,90.4092
2006-11-23,90.7569
2006-11-22,90.8084
2006-11-21,90.6628
2006-11-20,90.4978
2006-11-17,90.3314
2006-11-16,90.1091
2006-11-15,90.0238
2006-11-14,90.1148
2006-11-13,90.3609
2006-11-10,90.5915
2006-11-09,90.8649
2006-11-08,91.0673
2006-11-07,90.9408
2006-11-06,90.7466
2006-11-03,90.5673
2006-11-02,90.536
2006-11-01,90.4025
2006-10-31,90.3176
2006-10-30,90.4352
2006-10-27,90.5694
2006-10-26,90.5361
2006-10-25,90.3727
2006-10-24,90.1715
2006-10-23,89.8965
2006-10-20,89.6608
2006-10-19,89.5558
2006-10-18,89.696
2006-10-17,89.8246
2006-10-16,89.6635
2006-10-13,89.2092
2006-10-12,88.9355
2006-10-11,88.721
2006-10-10,88.4725
2006-10-09,88.1522
2006-10-06,87.7764
2006-10-05,87.811
2006-10-04,87.947
2006-10-03,88.0868
2006-10-02,88.1577
2006-09-29,88.0968
2006-09-28,87.9286
2006-09-27,87.7236
2006-09-26,87.5072
2006-09-25,87.8023
2006-09-22,88.3714
2006-09-21,88.5259
2006-09-20,88.7975
2006-09-19,88.6302
2006-09-18,88.5038
2006-09-15,88.525
2006-09-14,88.4613
2006-09-13,88.3589
2006-09-12,88.4819
2006-09-11,88.4819
2006-09-08,89.156
2006-09-07,89.3811
2006-09-06,89.4053
2006-09-05,89.6708
2006-09-04,89.6735
2006-09-01,89.3751
2006-08-31,89.1663
2006-08-30,88.9409
2006-08-29,88.8165
2006-08-28,88.7758
2006-08-25,88.7699
2006-08-24,88.7624
2006-08-23,88.4241
2006-08-22,88.0429
2006-08-21,88.1866
2006-08-18,88.6516
2006-08-17,88.7496
2006-08-16,88.754
2006-08-15,89.0447
2006-08-14,88.88
2006-08-11,88.2173
2006-08-10,87.7697
2006-08-09,87.6492
2006-08-08,87.6449
2006-08-07,87.578
2006-08-04,87.6083
2006-08-03,87.6567
2006-08-02,87.6421
2006-08-01,87.8138
2006-07-31,88.1313
2006-07-28,88.4273
2006-07-27,88.3627
2006-07-26,87.9802
2006-07-25,87.5914
2006-07-24,87.4863
2006-07-21,87.6104
2006-07-20,87.5751
2006-07-19,87.6229
2006-07-18,87.5241
2006-07-17,87.2721
2006-07-14,86.7706
2006-07-13,86.1463
2006-07-12,85.5581
2006-07-11,85.5122
2006-07-10,85.7108
2006-07-07,85.7094
2006-07-06,85.5005
2006-07-05,85.252
2006-07-04,85.1156
2006-07-03,84.9799
2006-06-30,84.9214
2006-06-29,85.0383
2006-06-28,85.1872
2006-06-27,85.1906
2006-06-26,85.1977
2006-06-23,84.9257
2006-06-22,84.8123
2006-06-21,85.0391
2006-06-20,85.1095
2006-06-19,84.958
2006-06-16,84.8798
2006-06-15,84.9696
2006-06-14,85.1789
2006-06-13,85.3532
2006-06-12,85.0213
2006-06-09,84.3645
2006-06-08,83.9329
2006-06-07,83.9112
2006-06-06,83.9687
2006-06-05,84.1515
2006-06-02,84.6771
2006-06-01,85.269
2006-05-31,85.3282
2006-05-30,85.2562
2006-05-29,85.1605
2006-05-26,84.7384
2006-05-25,84.3116
2006-05-24,84.1476
2006-05-23,84.4407
2006-05-22,84.598
2006-05-19,84.3374
2006-05-18,84.134
2006-05-17,84.2016
2006-05-16,84.5527
2006-05-15,85.3123
2006-05-12,85.7483
2006-05-11,85.7327
2006-05-10,85.8821
2006-05-09,86.4254
2006-05-08,87.1628
2006-05-05,87.3096
2006-05-04,86.7055
2006-05-03,86.1453
2006-05-02,86.2037
2006-05-01,86.3975
2006-04-28,86.1755
2006-04-27,85.7538
2006-04-26,85.6123
2006-04-25,86.2361
2006-04-24,86.9343
2006-04-21,87.2511
2006-04-20,87.1027
2006-04-19,86.8474
2006-04-18,86.5026
2006-04-17,86.3917
2006-04-14,86.4721
2006-04-13,86.5913
2006-04-12,86.4364
2006-04-11,86.0236
2006-04-10,85.8433
2006-04-07,85.4663
2006-04-06,84.6768
2006-04-05,84.4
2006-04-04,84.5124
2006-04-03,84.1096
2006-03-31,83.3756
2006-03-30,82.9466
2006-03-29,82.7376
2006-03-28,82.8557
2006-03-27,83.5454
2006-03-24,84.032
2006-03-23,83.9566
2006-03-22,83.9176
2006-03-21,84.1542
2006-03-20,85.187
2006-03-17,86.6567
2006-03-16,86.8162
2006-03-15,86.9818
2006-03-14,87.1391
2006-03-13,86.9128
2006-03-10,86.4897
2006-03-09,86.5536
2006-03-08,86.8777
2006-03-07,86.919
2006-03-06,86.6852
2006-03-03,86.4541
2006-03-02,86.0622
2006-03-01,85.8822
2006-02-28,86.08
2006-02-27,86.5844
2006-02-24,87.0369
2006-02-23,87.5543
2006-02-22,87.6066
