Open,High,Low,Close,Volume,UpTrend,NoTrend,DownTrend,Trend,Time,ThreeOutsideUp,ThreeOutsideDown,RisingThreeMethods,FallingThreeMethods,ThreeInsideUp,ThreeInsideDown,UpsideTasukiGap,DownsideTasukiGap,AboveTheStomach,BelowTheStomach,MorningStar,EveningStar,PiercingPattern,OutsideDay,WhiteMarubozu,BlackMarubozu,Bull.Kicking,Bear.Kicking,InvertedHammer,InsideDay,Bull.Harami,Bear.Harami,Hammer,GapUp,GapDown,Bull.Engulfing,Bear.Engulfing,Doji,DragonflyDoji,GravestoneDoji,DarkCloudCover
93.822,94.014,93.433,93.908,2212,NA,NA,NA,NA,1413936000,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA
93.91,93.932,93.785,93.865,1279,NA,NA,NA,NA,1413939600,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
93.863,93.97,93.848,93.946,761,NA,NA,NA,NA,1413943200,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.949,93.999,93.917,93.981,648,NA,NA,NA,NA,1413946800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.98,94.037,93.936,94.018,854,NA,NA,NA,NA,1413950400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.02,94.082,93.933,93.942,1224,NA,NA,NA,NA,1413954000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93.945,94.017,93.895,93.92,1186,NA,NA,NA,NA,1413957600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.917,93.936,93.764,93.896,1570,NA,NA,NA,NA,1413961200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.899,93.932,93.788,93.894,1807,NA,NA,NA,NA,1413964800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
93.891,93.995,93.889,93.952,929,NA,NA,NA,NA,1413968400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.956,94.037,93.921,94.014,752,NA,NA,NA,NA,1413972000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.012,94.11,93.991,94.072,1012,NA,NA,NA,NA,1413975600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.07,94.196,94.046,94.099,2848,NA,NA,NA,NA,1413979200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.101,94.248,94.055,94.208,1962,NA,NA,NA,NA,1413982800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.208,94.386,94.147,94.386,2420,NA,NA,NA,NA,1413986400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.384,94.563,94.324,94.354,1801,NA,NA,NA,NA,1413990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
94.358,94.379,94.173,94.245,1215,NA,NA,NA,NA,1413993600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
