Open,High,Low,Close,Volume,UpTrend,NoTrend,DownTrend,Trend,Time,ThreeOutsideUp,ThreeOutsideDown,RisingThreeMethods,FallingThreeMethods,ThreeInsideUp,ThreeInsideDown,UpsideTasukiGap,DownsideTasukiGap,AboveTheStomach,BelowTheStomach,MorningStar,EveningStar,PiercingPattern,OutsideDay,WhiteMarubozu,BlackMarubozu,Bull.Kicking,Bear.Kicking,InvertedHammer,InsideDay,Bull.Harami,Bear.Harami,Hammer,GapUp,GapDown,Bull.Engulfing,Bear.Engulfing,Doji,DragonflyDoji,GravestoneDoji,DarkCloudCover
1.27102,1.27116,1.27083,1.27094,59,NA,NA,NA,NA,1414463400,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27092,1.27098,1.2708,1.27092,75,NA,NA,NA,NA,1414464300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27089,1.2715,1.27089,1.27116,103,NA,NA,NA,NA,1414465200,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27112,1.27128,1.27096,1.27107,123,NA,NA,NA,NA,1414466100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0
1.27109,1.27113,1.27075,1.27077,70,NA,NA,NA,NA,1414467000,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2708,1.27098,1.27071,1.27091,37,NA,NA,NA,NA,1414467900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
1.27086,1.27089,1.27057,1.27063,36,NA,NA,NA,NA,1414468800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27061,1.27061,1.27045,1.27046,44,NA,NA,NA,NA,1414469700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27047,1.27058,1.27037,1.2705,97,NA,NA,NA,NA,1414470600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
1.27054,1.2707,1.27044,1.27048,61,NA,NA,NA,NA,1414471500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1.27054,1.27064,1.26979,1.27004,188,0,0,1,-1,1414472400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27006,1.27038,1.27003,1.2701,126,0,1,0,0,1414473300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.27005,1.27014,1.26998,1.27,73,0,0,1,-1,1414474200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26995,1.27008,1.26975,1.27008,52,0,0,1,-1,1414475100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27013,1.27034,1.27002,1.27019,82,0,1,0,0,1414476000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27021,1.27029,1.26988,1.26988,49,0,0,1,-1,1414476900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.26985,1.27025,1.26984,1.2702,61,0,1,0,0,1414477800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27018,1.27038,1.26988,1.27027,110,0,1,0,0,1414478700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27025,1.2708,1.27005,1.27073,215,0,1,0,0,1414479600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27074,1.27146,1.27043,1.27127,231,1,0,0,1,1414480500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27122,1.27189,1.27105,1.27136,315,1,0,0,1,1414481400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2714,1.27151,1.27104,1.27136,160,1,0,0,1,1414482300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27134,1.27169,1.27123,1.27144,221,1,0,0,1,1414483200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27146,1.27151,1.27083,1.27083,281,0,1,0,0,1414484100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27087,1.27155,1.27076,1.27127,370,0,1,0,0,1414485000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.27124,1.27133,1.26952,1.26952,514,0,0,1,-1,1414485900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26955,1.26986,1.26884,1.26938,872,0,0,1,-1,1414486800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26934,1.26934,1.26867,1.26891,437,0,0,1,-1,1414487700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26889,1.26905,1.26844,1.26896,363,0,0,1,-1,1414488600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26889,1.2697,1.26887,1.26957,353,0,1,0,0,1414489500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26951,1.26974,1.26925,1.26967,328,0,1,0,0,1414490400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26969,1.27004,1.26902,1.2693,328,0,0,1,-1,1414491300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.26932,1.26955,1.26876,1.26892,396,0,0,1,-1,1414492200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2689,1.2699,1.26878,1.26974,447,0,1,0,0,1414493100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.26973,1.26993,1.26934,1.26969,360,0,1,0,0,1414494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.26968,1.27097,1.26968,1.27055,504,0,1,0,0,1414494900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27054,1.27057,1.27005,1.2703,257,0,1,0,0,1414495800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.2703,1.27038,1.26977,1.26992,277,0,1,0,0,1414496700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26994,1.27074,1.26981,1.27049,414,0,1,0,0,1414497600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27049,1.27128,1.27042,1.27066,436,0,1,0,0,1414498500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.27061,1.27589,1.27055,1.27451,2496,1,0,0,1,1414499400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27456,1.27504,1.27401,1.27459,946,1,0,0,1,1414500300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.27463,1.27645,1.27459,1.27481,1484,1,0,0,1,1414501200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.27485,1.27542,1.27439,1.27492,951,1,0,0,1,1414502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27488,1.27512,1.27424,1.27491,820,1,0,0,1,1414503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27492,1.27504,1.274,1.274,598,0,1,0,0,1414503900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27401,1.27404,1.27177,1.27313,1756,0,1,0,0,1414504800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27316,1.27376,1.27253,1.27346,781,0,1,0,0,1414505700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.27348,1.27412,1.27283,1.27316,588,0,1,0,0,1414506600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27318,1.27476,1.27309,1.27476,480,1,0,0,1,1414507500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27479,1.27496,1.27396,1.27427,504,0,1,0,0,1414508400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27424,1.27452,1.27374,1.27406,605,0,1,0,0,1414509300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27406,1.27461,1.27375,1.27452,358,0,1,0,0,1414510200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2745,1.27526,1.27446,1.27462,412,1,0,0,1,1414511100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.27458,1.27482,1.27449,1.27456,316,0,1,0,0,1414512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.27457,1.27485,1.27426,1.2743,356,0,1,0,0,1414512900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27428,1.27454,1.27418,1.27436,249,0,1,0,0,1414513800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27432,1.27437,1.27394,1.27433,278,0,1,0,0,1414514700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1.27435,1.27442,1.27374,1.27417,328,0,1,0,0,1414515600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27413,1.27436,1.27403,1.27436,217,0,1,0,0,1414516500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.27431,1.27492,1.27431,1.27484,225,0,1,0,0,1414517400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2748,1.27492,1.27376,1.2738,282,0,1,0,0,1414518300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27381,1.27469,1.27378,1.27437,321,0,1,0,0,1414519200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.27443,1.27471,1.27426,1.27446,129,0,1,0,0,1414520100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27443,1.27443,1.27392,1.27393,175,0,1,0,0,1414521000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27393,1.27396,1.27349,1.2736,143,0,1,0,0,1414521900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2736,1.2738,1.27321,1.27344,189,0,1,0,0,1414522800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27349,1.27385,1.27349,1.27369,106,0,1,0,0,1414523700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27365,1.27385,1.27341,1.27364,146,0,1,0,0,1414524600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27362,1.27383,1.27339,1.27383,139,0,1,0,0,1414525500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27384,1.27385,1.27356,1.27366,121,0,0,1,-1,1414526400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.27359,1.27365,1.27333,1.27343,103,0,0,1,-1,1414527300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27341,1.2735,1.27322,1.27328,69,0,0,1,-1,1414528200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27324,1.27343,1.27307,1.27326,194,0,0,1,-1,1414529100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27331,1.27338,1.27302,1.27319,66,0,0,1,-1,1414530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27321,1.27332,1.27313,1.27314,46,0,0,1,-1,1414530900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.27315,1.27354,1.27314,1.27334,87,0,0,1,-1,1414531800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27325,1.27344,1.27318,1.27324,70,0,0,1,-1,1414532700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1.27326,1.2734,1.27315,1.2734,99,0,0,1,-1,1414533600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2734,1.2736,1.27327,1.27348,177,0,0,1,-1,1414534500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27344,1.27363,1.27344,1.27356,62,0,1,0,0,1414535400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27352,1.27354,1.27344,1.27353,38,0,1,0,0,1414536300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.2736,1.27366,1.27355,1.27357,23,0,1,0,0,1414537200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.27361,1.27369,1.27356,1.27364,33,0,1,0,0,1414538100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27366,1.27371,1.27358,1.2736,35,0,1,0,0,1414539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27356,1.27376,1.27356,1.27364,25,0,1,0,0,1414539900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27364,1.27388,1.27359,1.2736,153,0,1,0,0,1414540800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.27358,1.27375,1.27337,1.27342,100,0,1,0,0,1414541700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27336,1.27336,1.273,1.27326,113,0,1,0,0,1414542600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.27323,1.27344,1.27313,1.27331,159,0,1,0,0,1414543500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27328,1.27333,1.27321,1.27321,65,0,0,1,-1,1414544400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.27317,1.27317,1.27276,1.27309,113,0,0,1,-1,1414545300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.27309,1.27344,1.27309,1.27329,63,0,1,0,0,1414546200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27325,1.27387,1.27325,1.27384,144,1,0,0,1,1414547100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27385,1.27385,1.27347,1.27353,117,0,1,0,0,1414548000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.2735,1.27359,1.2735,1.27355,18,0,1,0,0,1414548900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.27357,1.27379,1.27352,1.27379,29,1,0,0,1,1414549800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27378,1.27378,1.27353,1.27367,106,1,0,0,1,1414550700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.27367,1.27402,1.27363,1.27387,77,1,0,0,1,1414551600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27385,1.27394,1.27355,1.2737,91,0,1,0,0,1414552500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.27368,1.27368,1.27345,1.27346,26,0,1,0,0,1414553400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2735,1.27352,1.27329,1.27343,78,0,1,0,0,1414554300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27343,1.27355,1.27334,1.27347,59,0,1,0,0,1414555200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27342,1.27355,1.27342,1.27355,25,0,1,0,0,1414556100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.27354,1.27368,1.27354,1.27365,38,0,1,0,0,1414557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2736,1.27367,1.27346,1.27347,29,0,1,0,0,1414557900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27346,1.27371,1.27346,1.27358,19,0,1,0,0,1414558800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27362,1.27367,1.27356,1.27366,32,0,1,0,0,1414559700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.2737,1.27389,1.2737,1.27373,59,1,0,0,1,1414560600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.2737,1.2739,1.27364,1.2738,42,1,0,0,1,1414561500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27378,1.27378,1.27346,1.27352,64,0,1,0,0,1414562400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27353,1.27471,1.27351,1.27442,185,1,0,0,1,1414563300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2744,1.27461,1.274,1.27405,106,0,1,0,0,1414564200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.27402,1.27429,1.27371,1.27372,65,0,1,0,0,1414565100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27373,1.27457,1.27356,1.27447,267,1,0,0,1,1414566000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27449,1.27456,1.27394,1.27431,239,0,1,0,0,1414566900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.27433,1.27457,1.27365,1.27371,383,0,1,0,0,1414567800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27366,1.27409,1.27314,1.27384,282,0,1,0,0,1414568700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27382,1.27386,1.27329,1.27335,235,0,0,1,-1,1414569600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.27336,1.27405,1.27268,1.27279,400,0,0,1,-1,1414570500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27283,1.27364,1.27276,1.27282,521,0,0,1,-1,1414571400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1.2728,1.27289,1.2723,1.27235,434,0,0,1,-1,1414572300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27238,1.27328,1.27238,1.27316,316,0,1,0,0,1414573200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27311,1.27338,1.27275,1.27283,247,0,0,1,-1,1414574100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.27278,1.27302,1.27241,1.27266,292,0,0,1,-1,1414575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27268,1.27323,1.27263,1.27296,300,0,1,0,0,1414575900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
