Open,High,Low,Close,Volume,UpTrend,NoTrend,DownTrend,Trend,Time,ThreeOutsideUp,ThreeOutsideDown,RisingThreeMethods,FallingThreeMethods,ThreeInsideUp,ThreeInsideDown,UpsideTasukiGap,DownsideTasukiGap,AboveTheStomach,BelowTheStomach,MorningStar,EveningStar,PiercingPattern,OutsideDay,WhiteMarubozu,BlackMarubozu,Bull.Kicking,Bear.Kicking,InvertedHammer,InsideDay,Bull.Harami,Bear.Harami,Hammer,GapUp,GapDown,Bull.Engulfing,Bear.Engulfing,Doji,DragonflyDoji,GravestoneDoji,DarkCloudCover
1.26796,1.2687,1.26655,1.2681,1705,NA,NA,NA,NA,1411938000,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,1,0,0,NA
1.26812,1.26862,1.26721,1.26721,1597,NA,NA,NA,NA,1411952400,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.26725,1.26974,1.2663,1.26739,3678,NA,NA,NA,NA,1411966800,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0
1.2674,1.27145,1.26687,1.27101,4371,NA,NA,NA,NA,1411981200,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27104,1.27144,1.26774,1.26967,5112,NA,NA,NA,NA,1411995600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.26967,1.2698,1.2681,1.2683,1443,NA,NA,NA,NA,1412010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.26845,1.2691,1.26809,1.26832,871,NA,NA,NA,NA,1412024400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26829,1.27018,1.26817,1.26928,1524,NA,NA,NA,NA,1412038800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.26931,1.2702,1.26525,1.26576,3865,NA,NA,NA,NA,1412053200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.26575,1.26575,1.25708,1.25952,10313,NA,NA,NA,NA,1412067600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25953,1.26342,1.25895,1.26277,7790,NA,NA,NA,NA,1412082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0
1.26278,1.26338,1.26246,1.26285,1381,NA,NA,NA,NA,1412096400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.26268,1.2632,1.26195,1.26208,1066,NA,NA,NA,NA,1412110800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26212,1.2623,1.26071,1.2612,2601,NA,NA,NA,NA,1412125200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26123,1.26299,1.25849,1.26001,4399,NA,NA,NA,NA,1412139600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26005,1.26182,1.25828,1.26134,5672,NA,NA,NA,NA,1412154000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26137,1.26391,1.25897,1.26085,9055,NA,NA,NA,NA,1412168400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26088,1.26249,1.26026,1.26216,2300,NA,NA,NA,NA,1412182800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.26174,1.26292,1.26145,1.26216,1236,NA,NA,NA,NA,1412197200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2622,1.26738,1.26213,1.26585,3808,NA,NA,NA,NA,1412211600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
